Index,revenue,cast
1004,355692760," Josh Hutcherson,  Luis GuzmÃ¡n, Dwayne Johnson,  Vanessa Hudgens"
1005,40346186," James Hong,  Robert John Burke"
1006,112265139,"Benjamin Walker,  Anthony Mackie,  Rufus Sewell,  Mary Elizabeth Winstead,  Dominic Cooper"
1007,8106475," Jim Sturgess,  Timothy Spall,  James Kidnie"
1008,348840316,"Zac Efron,  Danny DeVito,  Taylor Swift,  Rob Riggle"
1009,68263166," Kara Hayward,  Edward Norton,  Bill Murray, Bruce Willis,  Jared Gilman"
1010,41037742,"Karl Urban,  Lena Headey,  Jason Cope"
1011,303025485," Brooklyn Decker, Taylor Kitsch,  Alexander SkarsgÃ¥rd"
1012,441809770," Anne Hathaway, Hugh Jackman"
1013,183018522," Lily Collins,  Martin Klebba,  Nathan Lane, Julia Roberts"
1014,284139100," CiarÃ¡n Hinds,  Lynn Collins, Taylor Kitsch"
1015,47042000,"Joseph Gordon-Levitt,  Bruce Willis,  Paul Dano"
1016,829000000," Peter Facinelli,  Robert Pattinson,  Elizabeth Reaser, Kristen Stewart"
1017,132820716,"Jessica Chastain,  Jason Clarke,  Chris Pratt"
1018,33372606, Ewan McGregor
1019,301000000," Rosamund Pike,  Ralph Fiennes, Sam Worthington"
1020,140470746," Stephen Boss,  Megan Boone,  Ryan Guzman"
1021,145000000," Alex Russell,  Michael Kelly,  Michael B. Jordan"
1022,81272766," Emilio Rivera,  Nestor Serrano,  Alexander Asefa"
1023,358375603,"Adam Sandler,  Steve Buscemi,  Kevin James,  David Spade"
1024,48126384," David Harbour,  Natalie Martinez,  Michael PeÃ±a, Jake Gyllenhaal"
1025,79700000," Elizabeth Banks, Cameron Diaz,  Anna Kendrick,  Jennifer Lopez"
1026,179379533," Sayed Badreya, Sacha Baron Cohen,  Megan Fox"
1027,100000000," Dax Flame,  Thomas Mann,  Jonathan Daniel Brown,  Kirby Bliss Blanton"
1028,63100000," J.K. Simmons,  Ben Foster,  Kate Beckinsale"
1029,746921274," Frances McDormand,  David Schwimmer"
1030,53676580," Jessica Chastain,  Mia Wasikowska,  Guy Pearce, Shia LaBeouf"
1031,29657751," Kevin McNally, John Cusack,  Alice Eve"
1032,59418613,"Tom Cruise,  Bryan Cranston,  Alec Baldwin,  Diego Boneta"
1033,2106557," Danny Huston,  Josh Lucas, Nicolas Cage"
1034,118338361," Salma Hayek,  Brendan Gleeson, Hugh Grant,  Jeremy Piven"
1035,28258060, Jesse Plemons
1036,53909751,"Emily Blunt,  Alison Brie"
1037,88058786," Leslie Mann,  Megan Fox,  Maude Apatow"
1038,32204030," Lennie James,  Joseph Gilgun, Guy Pearce,  Peter Stormare,  Maggie Grace"
1039,24159934," Jennifer Aniston,  Malin Ã…kerman, Paul Rudd,  Lauren Ambrose,  Justin Theroux"
1040,127730736," Sidney Johnston,  Mary Stockley,  Alisa Khazanova,  CiarÃ¡n Hinds"
1041,81491068," Catherine O'Hara,  Martin Short, Charlie Tahan"
1042,58058367," Leighton Meester, Adam Sandler,  Andy Samberg"
1043,208076205," Vera Farmiga,  Joel Kinnaman,  Brendan Gleeson,  Ryan Reynolds"
1044,47000000,"Blake Lively,  Benicio del Toro,  Taylor Kitsch"
1045,46221189," Jamie Bell,  Ed Harris,  Elizabeth Banks"
1046,19422261," Woody Harrelson,  Sam Rockwell,  Christopher Walken,  Abbie Cornish, Colin Farrell"
1047,24719215," Dermot Mulroney,  John Krasinski,  Vinessa Shaw,  Kristen Bell, Drew Barrymore"
1048,3428048," Frank Grillo,  Hope Davis"
1049,12434778," Elizabeth Banks,  Michelle Pfeiffer,  Mark Duplass, Chris Pine"
1050,8493728," David Koechner,  Matt Bush,  Katrina Bowden, Danielle Panabaker"
1051,85446075," Madison Davenport,  Natasha Calis, Jeffrey Dean Morgan,  Rob LaBelle"
1052,52302796," Radha Mitchell,  Sean Bean,  Kit Harington"
1053,37930465,"Brad Pitt,  James Gandolfini"
1054,16863583," Sigourney Weaver, Henry Cavill,  Bruce Willis"
1055,35485056,"Richard Gere,  Tim Roth,  Susan Sarandon,  Monica Raymund"
1056,44806783," Isabel Lucas, Chris Hemsworth,  Josh Hutcherson"
1057,54819301," Jane Lynch,  SofÃ­a Vergara, Sean Hayes,  Will Sasso"
1058,114281051," Steve Carell,  Marin Ireland,  Tommy Lee Jones, Meryl Streep"
1059,22044277," Cliff Curtis,  Allison Janney"
1060,30353232," Matthew Fox,  Jean Reno,  Rachel Nichols, Tyler Perry"
1061,36893721," Sherri Shepherd,  Debbie Reynolds"
1062,59520298," Tom Courtenay,  Billy Connolly, Maggie Smith,  Pauline Collins"
1063,107139399,"Kodi Smit-McPhee,  Casey Affleck,  Jodelle Ferland,  Anna Kendrick"
1064,8138788," Rosemarie DeWitt,  Lucas Black,  John Krasinski"
1065,77112176," Rachael Harris, Devon Bostick,  Zachary Gordon,  Steve Zahn"
1066,9622846,"Eva Longoria,  Andy GarcÃ­a,  RubÃ©n Blades,  Peter O'Toole"
1067,50365377," Terrence Howard, Bryan Cranston,  Cuba Gooding Jr.,  David Oyelowo,  Daniela Ruah"
1068,11417362," Jackson Nicoll, Victoria Justice,  Josh Pence,  Jane Levy,  Chelsea Handler"
1069,31083599," Dania Ramirez, Joseph Gordon-Levitt,  Michael Shannon,  Jamie Chung,  WolÃ© Parks"
1070,13231461," Zoe Saldana,  Jeremy Irons,  Olivia Wilde, Bradley Cooper,  Dennis Quaid"
1071,142817992," Brady Allen,  Kathryn Newton,  Matt Shively, Katie Featherston"
1072,8784318," Garrett Hedlund,  Tom Sturridge"
1073,119772232," Marisa Tomei, Billy Crystal,  Bailee Madison,  Tom Everett Scott,  Bette Midler"
1074,96070507," Regina Hall,  Jerry Ferrara,  Meagan Good,  Kevin Hart"
1075,4636169," 50 Cent,  Josh Duhamel, Bruce Willis,  Rosario Dawson"
1076,9627492," Tom Felton,  Luke Pasqualino, Ashley Greene"
1077,6063556," Juliette Binoche,  Sarah Gadon,  Samantha Morton,  Paul Giamatti"
1078,240159255," Li Bingbing, Milla Jovovich,  Michelle Rodriguez,  Aryana Engineer"
1079,24637469," Derek Luke, Whitney Houston,  Mike Epps"
1080,32726956," Rachael Markarian,  Mia Moretti, Katy Perry,  Shannon Woodward"
