title_length,production_companies
14, Underground
12,Universal Pictures
17,Universal Pictures
11, Pistolero Productions LLC
15, Dune Films
15,Summit Entertainment
11, Image Entertainment
13,Paramount Pictures
7,Ixtlan
9, Studio Canal
7,Impact Pictures
13,Columbia Pictures
9, SkyLand Entertainment
9, Warner Bros.
16,Qwerty Films
19, Practical Pictures
12, Columbia Pictures Corporation
30,Ingenious Media
15,Walt Disney Pictures
7, Epsilon Motion Pictures
4, Exodus Productions
15, ArtÃ©mis Productions
13, Plan B Entertainment
19, Paramount Vantage
14, Gary Sanchez Productions
20, National Geographic Society
6,Vertigo Entertainment
40,1492 Pictures
13, ICF
15, Alcon Entertainment
15, Rice Films
22, Imagine Entertainment
7,Double Feature Films
15,TF1 Films Productions
36,Fox 2000 Pictures
11, Flower Films (II)
6, Metro-Goldwyn-Mayer (MGM)
11, Disney Double Dare You (DDY)
37, Focus Features
25, Millar Gough Ink
10, CinÃ©CinÃ©ma
17, Imagine Entertainment
11, Universal Pictures
10, Spyglass Entertainment
10, Scholastic Entertainment
9, The Safran Company
39, Bagdasarian Productions
5, Warner Bros.
4,Columbia Pictures
11, Dune Entertainment III
16, Astral Media
37, International Production Company
17, A Band Apart
9, Scott Rudin Productions
13,Paramount Pictures
12, Wandering Star Pictures
10,DreamWorks Animation
8, Ingenious Film Partners
25, Junction Entertainment
10, Hasbro
5,Lions Gate Films
12,Regency Enterprises
19, Escape Artists
16,Sony Pictures
35, Metro-Goldwyn-Mayer (MGM)
10, Cross Creek Pictures
34, Unity Productions
33,Columbia Pictures
9, Darlow Smithson Productions
9,Summit Entertainment
6, Pixar Animation Studios
8,Legendary Pictures
6,Warner Bros. Pictures
9, Nu Image Entertainment GmbH
15, Road Rebel
15, Relativity Media
37,UK Film Council
7,Walt Disney Pictures
15, Karz Entertainment
19,Dune Entertainment
24,Working Title Films
10, Scott Free Productions
4,Columbia Pictures
12, Relativity Media
11, Inferno International
10, Ghost Ship Films Pty. Ltd.
11,Davis Entertainment
18, Neal Street Productions
12, Tiger Aspect Productions
16, Nancy Tenenbaum Films
5, PathÃ©
11, FilmNation Entertainment
14, WV Films III
12, Laura Ziskin Productions
24,Rainmaker Entertainment
8, Chockstone Pictures
13, Constantin Film Produktion
25,Universal Pictures
14, 21 Laps Entertainment
9, Ingenious Film Partners
9,DreamWorks SKG
4,Dimension Films
18, American Zoetrope
8,Mid Atlantic Films
10, Mosaic Media Group
7, Walden Media
5, Lionsgate
10, Grive Productions
9,Blumhouse Productions
3,Twentieth Century Fox Film Corporation
16,Walt Disney Pictures
20, HanWay Films
21, Warner Bros.
14, Mediastream Dritte Film
9, TSG Entertainment
14,Bel Air Entertainment
11,Paramount Pictures
19, Jet Tone Production
12, LivePlanet
24,Columbia Pictures
12,Walt Disney Pictures
16,Plan B Entertainment
7, Heyday films
15, Furry Vengeance Productions
13, Red Om Films
9, MID Foundation
18,United Artists
11, Columbia Pictures Corporation
10,Summit Entertainment
10,Vertigo Entertainment
7, Whamaphram Productions
11,American Zoetrope
13, Hungry Eye Lowland Pictures B.V.
13, Apatow Productions
18, EuropaCorp
15, Spring Creek Productions
33, Square USA
16,Columbia Pictures
8, Anton Capital Entertainment (ACE)
9, Epsilon Motion Pictures
12, NPV Entertainment
31,Paramount Pictures
31, Location Gourmet
13, Relativity Media
12, Pathe
8,Summit Entertainment
16, 2929 Productions
10, Subterranean Productions LLC
15, Warner Bros.
16, Fortis Films
14, EuropaCorp
19,Ingenious Film Partners
10, Fuji Television Network
12, Wes Craven Films
37, Walt Disney Studios Motion Pictures
31,Columbia Pictures
10,Warner Bros. Pictures
8, Craven-Maddalena Films
19, Zanuck Company
19,Columbia Pictures Corporation
22, Happy Madison Productions
14, Metro-Goldwyn-Mayer (MGM)
20, Ludlum Entertainment
9, 20th Century Fox Home Entertainment
9,Columbia Pictures
17, Universal CGI
7, Heyday Films
13, Gary Sanchez Productions
5,New Line Cinema
7,Twentieth Century Fox Film Corporation
11, Thunder Road Pictures
9,Twentieth Century Fox Film Corporation
18,Josephson Entertainment
17, Relativity Media
9, Warner Bros.
9, Cloud Eight Films
17, Government of Malta
7, 4M
17,Castle Rock Entertainment
44, Moving Picture Company (MPC)
25,Big Beach Productions
23, China Film Co-Production Corporation
6, Franchise Pictures
12, IFP Westcoast Erste
26, Province of British Columbia Production Services Tax Credit
28, Demarest Films
9, New Regency Pictures
36, Tribeca Productions
10, Fellah Pictures
9,Ghost House Pictures
11, International Traders
19,Walt Disney Pictures
9,Rifkin-Eberts
16, Loumolo & Co.
8,Summit Entertainment
14,DreamWorks SKG
21, Legendary Pictures
20, Morgan Creek Productions
10, Kingdom Feature Productions
3, Atmosphere Entertainment MM
19, Flashpoint Entertainment
7, AFG Talons Productions
10, Mars Production Pty. Ltd.
17,Robert Simonds Productions
7, Shangri-La Entertainment
18, Davis Entertainment
10, Extension 765
12, Babieka
9, Mosaic Media Group
14, TriStar Pictures
7, BenderSpink
9, Dimension Films
12,Village Roadshow Pictures
15,Endgame Entertainment
16, Warner Bros.
14,Amen Ra Films
14,Twentieth Century Fox Film Corporation
2, Marvel Enterprises
12, Evolution Entertainment
19,Walt Disney Pictures
23,The Weinstein Company
7, Syndicate Films International
6,Screen Gems
20, Gran Via Productions
8, Big Screen Productions
26, DreamWorks Pictures
9,DreamWorks SKG
20,Mpower Pictures
9, Broken Road Productions
19,Atlas Entertainment
7,Walt Disney Pictures
37, Filmauro
8, Anonymous Content
21,DreamWorks Animation
7, Free State Pictures
13, Playtone Production
19, CinemaNX
12, Good Universe
14,Walt Disney Pictures
10, Warner Bros.
25, Walt Disney Animation Studios
27, Radar Pictures
16,Paramount Pictures
5, Central Films
8,Escape Artists
12, Outlaw Productions (I)
13,20th Century Fox
10, TF1 Films Production
15,Spring Creek Productions
7, I Remember Productions
12, Initial Entertainment Group (IEG)
8, Alphaville Films
11, Pendle Mountain Productions
12,Bold Films
12,USA Films
21, Galavis Film
18, Revolution Studios
8, TF1 Films Production
27, Focus Features
41, Edward R. Pressman Film
10, Warner Bros.
10,Marvel Studios
13, Kanzaman
15, Epsilon Motion Pictures
37, Metro-Goldwyn-Mayer (MGM)
12, Kerner Entertainment Company
23, RatPac-Dune Entertainment
4, Marvel Entertainment
26,Twentieth Century Fox Film Corporation
9, Intermedia Films
7, Cheyenne Enterprises
17,Village Roadshow Pictures
14, Happy Madison Productions
11,Village Roadshow Pictures
10, La Petite Reine
23, Lawrence Gordon Productions
21,Lakeshore Entertainment
10, Scott Free Productions
15,Screen Gems
7, Relativity Media
17,Boll Kino Beteiligungs GmbH & Co. KG
9,HanWay Films
13, Dimension Films
9, Touchstone Pictures
4, TF1 Films Production
22, Twentieth Century Fox Film Corporation
8, Winkler Films
26, Firm Films
34, Lin Pictures
10, Relativity Media
8, LStar Capital
26,Summit Entertainment
7, Buckaroo Entertainment
9,Screen Gems
41, New Line Cinema
9, Focus Features
4, 87Eleven
19,Davis-Panzer Productions
25, Scottish Screen
24,Universal Pictures
10,Imagine Entertainment
14, The Ladd Company
9, Scion Films
10, Relativity Media
12,Perdido Productions
9, Bekmambetov Projects Ltd.
9, Tailor Made
10,Universal Pictures
7, Regency Enterprises
8, Witt/Thomas Productions
17, StudioCanal
8, Alcon Entertainment
16, SPD Films
15, Franchise Pictures
8, Next Entertainment
12,Tollin/Robbins Productions
25, Constantin Film Ltd.
10, Underworld Produktions GmbH
15, Jersey Films
23, Revolution Studios
16, Loofah Productions
16, Detour Filmproduction
12, De Line Pictures
10,Regency Enterprises
10,Walt Disney Pictures
15,Universal Pictures
9, Warner Bros.
7,Irish Film Board
10, Odd Lot Entertainment
10, VIP 3 Medienfonds
11, Scott Free Productions
6, Emmett/Furla Films
9, Lucky Monkey Pictures
16, MacDonald/Parkes Productions
5,DreamWorks SKG
11,BBC Films
15, Zephyr Films
18, Marvel Knights
24, Constantin Film Produktion
24,The Weinstein Company
9, Josephson Entertainment
15, Silver Pictures
58, Virtual Studios
13, Kanzaman
13, Tiara Blu Films
5, The
12, Crave Films
11,Miramax Films
10, Cobalt Media Group
5,Rogue Marble
19, AZL Productions KG
16, Spyglass Entertainment
7, Rat Entertainment
8, Legendary Pictures
14,Pacific Data Images (PDI)
23, Hallway Pictures
15,Village Roadshow Pictures
4, Regency Enterprises
23,New Line Cinema
15, De Line Pictures
10,Battleplan Productions
15,Columbia Pictures
16, Home Box Office (HBO)
20, Internationale Filmproduktion Blackbird Dritte
7, New Regency Pictures
14,Alcon Entertainment
13,Walt Disney Pictures
14,Paramount Pictures
15, Thunder Road Pictures
21, Studio Canal
33, Sony Pictures Animation
21,Ingenious Film Partners
14,Universal Pictures
10, Wintergreen Productions
7, Legendary Pictures
11,Regency Enterprises
19,Universal Pictures
10,Twentieth Century Fox Film Corporation
32, Rising Star
19, 1984 Private Defense Contractors
5,Stone Productions
21,Dimension Films
36, TC Productions
35, Platinum Dunes
17, QED International
15, Escape Artists
12, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
28, Warner Bros.
20, Lip Sync Post
7, Dune Films
15, Hopscotch Films
7, CinÃ©+
13,Warner Bros.
12, Castle Rock Entertainment
13,Ingenious Media
10, Studio 37
11,Lionsgate
16, The Picture Factory
17, Schroeder Hoffman Productions
8, Mediana Productions Filmgesellschaft
17, Fox 2000 Pictures
15, Grosvenor Park Media Ltd.
16,Paramount Pictures
24,Paramount Pictures
12,Walt Disney Pictures
19,Universal Pictures
19, Hypnotic
9, FilmDistrict
37, Marc Platt Productions
1, Tim Burton Productions
25, StudioCanal
22, Warner Bros.
43, Moving Picture Company (MPC)
10,Universal Pictures
24, Marvel Enterprises
9, Mill Film
17, Relativity Media
28, Troublemaker Studios
11, Before the Door Pictures
31,Summit Entertainment
19, Kennedy/Marshall Company
9, Film4
15, MTV Films
33,Village Roadshow Pictures
17,Scott Rudin Productions
11, Offspring Entertainment
18,Hammer Film Productions
33,Universal Pictures
8, Di Bonaventura Pictures
17, Smokehouse Pictures
8, Bedford Falls Company
9,Bedford Falls Productions
16, Color Force
10, New Regency Pictures
8, IM Global
15, Affirm Films
8, Silverwood Films
15, Voltage Pictures
4, Twentieth Century Fox Animation
8, Toho-Towa
10, The
19,New Line Cinema
9, Relativity Media
12, Odyssey Entertainment
11, Transfilm
8, GK Films
14, Shawn Danielle Productions Ltd.
20, Apatow Productions
43,Walt Disney Pictures
11, Mutual Film Company
9, Lucasfilm Ltd.
12, Monolith Films
20,Ingenious Media
16,Scott Rudin Productions
24,Columbia Pictures Corporation
7,DreamWorks SKG
13, Jinks/Cohen Company
9,United Artists
16, Cecchi Gori Group Tiger Cinematografica
13, Warner Bros. Interactive Entertainment
11, Simon Fields Productions
18,Nu Image Films
15,Universal Pictures
11, France 2 CinÃ©ma
11, Brightlight Pictures
10,Summit Entertainment
9, Right Coast Productions
12, Top Rope
13,Universal Pictures
10, LD Entertainment
10, 1492 Pictures
8, Pistachio Pictures
11, Apatow Productions
35,Paramount Pictures
17, Seven Group Holdings
5, Revolution Studios
46, DreamWorks Pictures
19,Miramax Films
8,Paramount Pictures
16, NPV Entertainment
31, Paramount Animation
11,Ruby Films
20, Merlin Films
14, Versus Pictures
10, Epsilon Motion Pictures
11,New Line Cinema
15,Walt Disney Pictures
11,Appian Way
19, Contrafilm
9, Summit Entertainment
8, Contrafilm
11, Mark Canton Productions
30, UW3 Film Productions
9, Skydance Productions
11, Warner Bros.
10,Touchstone Pictures
13,Tree Line Films
16, NPV Entertainment
18, Millennium Films
28, Aldamisa Entertainment
20, Walt Disney Television Animation
15,Universal Pictures
18, HBO Films
5, Film4
17, Baltimore Spring Creek Productions
23, Hargitay & Hargitay Pictures in Motion
8, Troika Pictures
7, VN Productions
12, NPV Entertainment
19, Nu Image Films
15, Legendary Pictures
20,Columbia Pictures
6, Studio Babelsberg StudioBabelsberg Motion Pictures
30, Dune Entertainment
16,Village Roadshow Pictures
16,Village Roadshow Pictures
13, Evergreen Media Group
11," ""DIA"" Productions GmbH & Co. KG"
34, China Movie Channel
14, Material
11, Fast Track Productions
8, Blue Sea Productions
15, De Line Pictures
9,Universal Pictures
14, Silver Pictures
20,Legendary Pictures
13, Herrick Entertainment
10, Animal Logic
7, Warner Bros.
10, Fox 2000 Pictures
15, Dimension Films
10, Screen Gems
8, Screen Gems
10,Lakeshore Entertainment
19, Marvel Studios
9, Universal Pictures
14, Amen Ra Films
17, Studio Babelsberg
12,Village Roadshow Pictures
9, RatPac-Dune Entertainment
7, Caramel Film
20, Land Films Inc.
17, Walt Disney Feature Animation
9, Warner Bros.
7, Blackout Productions Inc.
9, Cold Spring Pictures
32,Twentieth Century Fox Film Corporation
14, Parkway Pictures (I)
23, Bad Robot
9, Red Wagon Entertainment
13, Donners' Company
30, Screen Gems
15, Film4
5, PathÃ© Pictures International
6, Warner Bros.
19,Universal Studios
9, Nightfall Productions
15,Weed Road Pictures
4,20th Century Fox
8,Paramount Pictures
15, Bernard Gayle Productions
5, Number 9 Films
19, 1492 Pictures
7, Propaganda Films
8, Hoytyboy Pictures
16,Universal Pictures
8, Nickelodeon Movies
7,USA Films
23, British Broadcasting Corporation (BBC)
13,Columbia Pictures
12,Marvel Studios
8, Metro-Goldwyn-Mayer (MGM)
14,New Line Cinema
18, Walt Disney Animation Studios
12, SW7D Productions
8, Kintop Pictures
7, Signature Pictures
14, Participant Media
21,Summit Entertainment
10, Paul Schiff Productions
7, Lawrence Gordon Productions
6, 40 Acres & A Mule Filmworks
17,Davis Entertainment
5,Focus Features
11,Paramount Pictures
4, Fetisov Teterin Films
29, Working Title Films
21, Prana Animation Studios
13, Nickelodeon Movies
15, Insurge Pictures
8,Miramax Films
11, Green Hills Productions
19, MVL Incredible Productions
11, Isle of Man Film
22, Warner Bros.
14, Touchstone Pictures
37, Color Force
10, Annapurna Pictures
22, Mark Gordon Productions
13, Focus Features
23, Milkshake Films
15, Edward R. Pressman Film
11, Davis Entertainment
25, Stillking Films
18, Tim Burton Productions
9, Dune Entertainment III
34,Touchstone Pictures
2, Donners' Company
20, Motion Picture BETA Produktionsgesellschaft
8, Revelations Entertainment
12,Touchstone Pictures
16,20th Century Fox
14, Marty Katz Productions
22, MTV Films
10, Walt Disney Animation Studios
19, Warner Bros.
14, Moonlighting Films
17,Regency Enterprises
11, Relativity Media
8, Mid Atlantic Films
8, Relativity Media
26, TSG Entertainment
11, Apparatus Productions
18, Intermedia Films
10, Protozoa Pictures
13, Amblin Entertainment
10,Spyglass Entertainment
12, Canal+ EspaÃ±a
11, Warner Bros.
8, Blue-Tongue Films
9,Silver Pictures
7,The Zanuck Company
7, Luna Pictures
11, Touchstone Pictures
12, Malpaso Productions
46, Polsky Films
19, Columbia Pictures Corporation
10, Icon Entertainment International
9, Dune Entertainment
11, Morgan Creek Productions
9,Warner Bros.
18,Parabolic Pictures
17, Revolution Studios
19, Hard Eight Pictures
15, Hit & Run Productions
22, Sony Pictures Home Entertainment
10, Salamander Pictures
16, Touchstone Pictures
17, Warner Bros.
11, Dimension Films
8,Paramount Pictures
30, Heyday Films
12,Smartest Man Productions
9, Granada Film Productions
12, Warner Bros.
4, Robert Simonds Productions
11, Waverly Films
11, Weed Road Pictures
18,Paramount Pictures
10,Relativity Media
41, Zohar International
20,Paramount Pictures
12, Wild Bunch
19, Nine Yards Two Productions
7, Cross Creek Pictures
10, Cranium Films
14, Vertigo Entertainment
14,Amazon Studios
4, Broken Road Productions
11,Universal Pictures
21,Universal Pictures
3, Guy Walks into a Bar Productions
18,River Road Entertainment
9, Gran Via Productions
8,Konrad Pictures
12, Open Road Films
18,Bedford Falls Productions
18, IM Global
11, Warner Bros.
10,Regency Enterprises
19, Friuli Venezia Giulia Film Commission
19,Working Title Films
10,Columbia Pictures
13, Regency Enterprises
3, DC Entertainment
9,Twentieth Century Fox Film Corporation
17,Columbia Pictures Corporation
17,Universal Pictures
15, Skylark Productions
24,Amblin Entertainment
18,Fine Line Features
39, Moving Picture Company (MPC)
12, Will Vinton Studios
9, Sidney Kimmel Entertainment
10,Oceana Media Finance
30, Imagenation Abu Dhabi FZ
12, Legendary Pictures
21,Miramax Films
21,Lakeshore Entertainment
9,Double Feature Films
15, Ufland
19, Silver Pictures
9, Goldcrest Pictures
8,Universal Pictures
15, Stillking Films
37, This Is That Productions
8, Gunn Films
15, Screen Gems
8,Spyglass Entertainment
11,Original Film
6, SKA Films
11, Heritage Films
32, Ikiru Films
21, Dune Entertainment
16, Exception Wild Bunch
27, Lawrence Gordon Productions
13, New Legacy
10, Biscayne Pictures
27, Next Entertainment
8,New Line Cinema
19,Twentieth Century Fox Film Corporation
4, EuropaCorp
12, Apatow Productions
23,Davis Entertainment
11, Ehman Productions
7, Hydraulx
20, Gerber Pictures
18, Home Box Office (HBO)
13,Columbia Pictures
4, Good Machine
3, Hollywood Gang Productions
8, Vaughn Productions
15, Walt Disney Feature Animation
11, Dune Entertainment III
20, Bottom of the Ninth Productions
15, Zephyr Films
9,Columbia Pictures
11, Chernin Entertainment
22, Temple Hill Entertainment
11,Alliance Films
19, Prufrock Pictures
11,Miramax Films
7, Craven-Maddalena Films
13, Walden Media
9, Dune Entertainment
17,The Weinstein Company
19, Everyman Pictures
4,Walt Disney Pictures
21,Legendary Pictures
17, The
17,DreamWorks SKG
20, Bourne Again
18, Good Machine
7,Lionsgate
10,20th Century Fox
13,Impact Pictures
7, Compulsion Inc.
11, Overture Films
6, New Regency Pictures
26,Walt Disney Pictures
11, Saturn Films
15, Sidney Kimmel Entertainment
2,Columbia Pictures
42,Paramount Pictures
26, Imprint Entertainment
14, Brass Hat Films
4,Blue Sky Studios
10, Fox 2000 Pictures
17,Onyx Films
39, Dimension Films
10, Allison Shearmur Productions
15, Venture Forth
18, Ingenious Film Partners
10, Touchstone Pictures
13, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
6, Blumhouse Productions
7, M6 Films
21, Superfinger Entertainment
16, Regency Enterprises
14, Davis Entertainment
4,Twentieth Century Fox Film Corporation
14, Dentsu
23, Alcon Entertainment
11,Village Roadshow Pictures
15, Latitude Media
18, Dune Entertainment III
7, Sony Pictures Entertainment (SPE)
10, Motion Picture ETA Produktionsgesellschaft
5,The Weinstein Company
11, Metro-Goldwyn-Mayer (MGM)
11,Onyx Films
13, Catfish Productions
21,Universal Pictures
10, Coconut Pete Productions
8,Universal Pictures
37,Twentieth Century Fox Film Corporation
14, Zide-Perry Productions
16,Universal Pictures
18, Art Linson Productions
29, Dickhouse Productions
21, Penn Station Entertainment
5, Peach Trees
23,Imagine Entertainment
9,Casey Silver Productions
18, 5150 Action
27, Bauer Martinez Studios
16, HorrorFlix
10, Phoenix Pictures
30, Universal Pictures
16, Scope Pictures
46, Parkes+MacDonald Image Nation
6, Olive Bridge Entertainment
20,Lions Gate Films
10, Warner Bros.
10, Troublemaker Studios
10, Atmosphere Entertainment MM
13,Paramount Vantage
8,Columbia Pictures
12, Tim Burton Productions
9, PathÃ©
5, Motel Movies
12,Summit Entertainment
10, Warner Bros. Pictures
13, Big Kid Pictures
18, Harpo Films
16,New Line Cinema
7, Columbia Pictures Corporation
10, Lionsgate
4,Twentieth Century Fox Film Corporation
10,Touchstone Pictures
6,Ingenious Film Partners
31,Bungalow Productions
9, FilmNation Entertainment
13, DMG Entertainment
9, KirchMedia
15, Silver Reel
12, Scion Films
32, Hyde Park Entertainment
17, Edward R. Pressman Film
13, Imagenation Abu Dhabi FZ
11, Happy Madison Productions
19,Wildwood Enterprises
15,Ingenious Film Partners
14, Dark Castle Entertainment
8, Radical Media
10,Paramount Pictures
9, Treehouse Pictures
14,Village Roadshow Pictures
10, Dentsu
13,New Line Cinema
10, Universal Pictures
7,Senator Film Produktion
11, Wayans Bros. Entertainment
19,Twentieth Century Fox Film Corporation
10, Touchstone Pictures
10, Alphaville Films
8, Jersey Films
13, Panay Films
27, Walden Media
9, MFPV Film
26, Twentieth Century Fox Animation
10, Original Film
18, Sierra/Affinity
6,Imagine Entertainment
9, Vertigo Entertainment
9,Toledo Productions
10, Relativity Media
14, Relativity Media
31, Mr. Mudd Production
25,New Line Cinema
11, Sycamore Pictures
17, Dentsu
7, Misher Films
12, Groundswell Productions
28,Lonely Film Productions GmbH & Co. KG.
16, Everyman Pictures
23,Fox Searchlight Pictures
14,Relativity Media
16, The Weinstein Company
5, Canal+ EspaÃ±a
17,New Line Cinema
13,Miramax Films
17, Initial Entertainment Group
14,Alcon Entertainment
11, DreamWorks Animation
4,Walt Disney Pictures
34, Amblin Entertainment
10, Relativity Media
20, Motion Picture THETA Produktionsgesellschaft
6, Mace Neufeld Productions
13,Brownstone Productions
18,DreamWorks SKG
8, 3 Arts Entertainment
14, Dentsu
13, Warner Bros. Animation
9, Mandalay Pictures
20, UK Film Council
9, RAMCO
15,Columbia Pictures
8,Gary Sanchez Productions
14, Aggregate Films
14, CP Medien AG
12,Vertigo Entertainment
15,Universal Pictures
40,Walt Disney Pictures
13,Twentieth Century Fox Film Corporation
17,Columbia Pictures
29, Dune Entertainment III
19, Relativity Media
11, Michael De Luca Productions
15,Relativity Media
10, TriStar Pictures
16, A&E Television Networks
12, Working Title Films
13, DJ Films
4, DreamWorks Animation
14,Village Roadshow Pictures
10, Head Gear Films
30, Hasbro
16, Red Lion Sarl
12, QED International
19, Zide-Perry Productions
9,Canal Plus
24, Columbia Pictures
14, Jerry Weintraub Productions
9, Metro-Goldwyn-Mayer (MGM)
8,Lionsgate
17, British Film Institute (BFI)
9, Virgin Produced
7, No Trace Camping
15,Village Roadshow Pictures
9,Relativity Media
19, Regency Enterprises
5, Metro-Goldwyn-Mayer (MGM)
45,Village Roadshow Pictures
18,The Weinstein Company
17, Herold Productions
8, Lazio Film Commission
17, Relativity Media
7, Jerry Bruckheimer Films
11, Winkler Films
13, Bueprint Pictures
9, Many Rivers Productions
9, Dune Entertainment III
15, Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique
23, Warner Bros.
14, True Grit Productions
11, Barry Mendel Productions
15, Imagenation Abu Dhabi FZ
21, Blumhouse Productions
12,Di Bonaventura Pictures
13,Fox Searchlight Pictures
9, Warner Bros. Animation
16, LivePlanet
19,Grand Army Entertainment
3, Original Film
12,Walden Media
8, Monolith Pictures (III)
10, Leverage Management
11, Sommers Company
6, ShivHans Pictures
19, Robert Simonds Productions
16, Studio Canal
10, 2929 Productions
18, Warner Bros.
11, Canal+
18,Walt Disney Pictures
15, Contagious Entertainment
31,New Line Cinema
16, BBC Films
8, Metro-Goldwyn-Mayer (MGM)
13, Valhalla Motion Pictures
15, Muse Productions
15,Clear Blue Sky Productions
39,Twentieth Century Fox Film Corporation
10, EuropaCorp
40, Disruption Entertainment
9, Green Hat Films
11, Scott Free Productions
8, Overbrook Entertainment
4,Columbia Pictures
18, Kennedy Miller Productions
16, Weed Road Pictures
8, DC Comics
15, Metro-Goldwyn-Mayer (MGM)
26,Columbia Pictures Corporation
24, Avi Arad Productions
8, Worldview Entertainment
10, DreamWorks SKG
40,Paramount Pictures
8,Walt Disney Pictures
12, Sherazade Film Development
20, The Halcyon Company
16, Ott Medien
7, Alpha Core
22, MTV Films
10, Bluegrass Films
10, Grive Productions
9, The
20,Focus Features
12, Fake Empire
13, Weed Road Pictures
6,Intrepid Pictures
8,TriStar Pictures
17,Walt Disney Pictures
6,Walt Disney Pictures
9, Mike Zoss Productions
