Restaurant_id,City,Ranking,Rating,Price Range,Number of Reviews,URL_TA,Cuisine Style
id_1076,Warsaw,1077,5.0,$,2.0,/Restaurant_Review-g274856-d12018194-Reviews-The_Zoopa-Warsaw_Mazovia_Province_Central_Poland.html,"  Fusion,   International,   European, Polish"
id_10781,London,10791,4.5,$$ - $$$,17.0,/Restaurant_Review-g186338-d787024-Reviews-Crystal_Palace-London_England.html,"  Halal,   Middle Eastern, Turkish"
id_1079,Lisbon,1080,4.0,$$ - $$$,167.0,/Restaurant_Review-g189158-d2703359-Reviews-A_Mourisca-Lisbon_Lisbon_District_Central_Portugal.html,"  Portuguese,   Mediterranean, Seafood,   European"
id_108,Hamburg,109,4.0,$$ - $$$,371.0,/Restaurant_Review-g187331-d1353540-Reviews-Nagel_Restaurant_and_Brasserie-Hamburg.html,"  Central European,   Bar,   European, German,   Gastropub"
id_1084,Lyon,1085,4.5,NaN,15.0,/Restaurant_Review-g187265-d4492506-Reviews-Les_petites_serviettes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,Contemporary
id_10876,London,10886,4.0,$$ - $$$,20.0,/Restaurant_Review-g186338-d4185485-Reviews-Haweli_of_Sutton-London_England.html,"  Asian,   Vegetarian Friendly,   Balti, Indian,   Eastern European"
id_1089,Lyon,1090,4.0,$$ - $$$,22.0,/Restaurant_Review-g187265-d10389470-Reviews-Brasserie_Gallay-Lyon_Rhone_Auvergne_Rhone_Alpes.html,French
id_11082,Paris,11084,3.5,$$ - $$$,36.0,/Restaurant_Review-g187147-d1327268-Reviews-Le_Cafe_Fusain-Paris_Ile_de_France.html,American
id_111,Edinburgh,112,4.5,$$ - $$$,1951.0,/Restaurant_Review-g186525-d1186842-Reviews-The_World_s_End-Edinburgh_Scotland.html,"  British,   Vegetarian Friendly,   Vegan Options, Bar,   Scottish,   Gluten Free Options,   Pub,   European"
id_111,Ljubljana,112,4.5,$,30.0,/Restaurant_Review-g274873-d5965027-Reviews-Zhong_Hua_Restaurant-Ljubljana_Upper_Carniola_Region.html,"  Vegetarian Friendly,   Asian, Chinese"
id_11121,London,11131,4.5,$$ - $$$,7.0,/Restaurant_Review-g186338-d8659568-Reviews-46_Mercy-London_England.html,"Bar,   Pub"
id_11134,London,11144,4.5,$,8.0,/Restaurant_Review-g186338-d2225278-Reviews-Semz_Cafe-London_England.html,"  British,   Mediterranean, Turkish"
id_1115,Rome,1116,4.5,$$ - $$$,87.0,/Restaurant_Review-g187791-d7359557-Reviews-Pommidoro-Rome_Lazio.html,"  Vegetarian Friendly,   Vegan Options, Pizza"
id_11158,London,11168,4.0,NaN,9.0,/Restaurant_Review-g186338-d12277704-Reviews-BBQ_Express-London_England.html,Other
id_11266,London,11276,4.0,$$ - $$$,10.0,/Restaurant_Review-g186338-d9740703-Reviews-Kultrun-London_England.html,"  Chilean,   South American, Latin,   Spanish"
id_11272,London,11282,4.5,NaN,3.0,/Restaurant_Review-g186338-d7311463-Reviews-Kitchen-London_England.html,International
id_11291,Paris,11293,4.5,$$ - $$$,10.0,/Restaurant_Review-g187147-d3543081-Reviews-La_Cave_Marcadet-Paris_Ile_de_France.html,French
id_11299,Paris,11301,4.0,NaN,7.0,/Restaurant_Review-g187147-d10336129-Reviews-L_Annexe-Paris_Ile_de_France.html,Other
id_11306,London,11316,3.5,$$ - $$$,47.0,/Restaurant_Review-g186338-d2643319-Reviews-Iberica_La_Terraza-London_England.html,"  Pub,   European, Mediterranean,   Spanish,   Bar"
id_1132,Paris,1133,4.5,$$$$,255.0,/Restaurant_Review-g187147-d1877226-Reviews-Shu-Paris_Ile_de_France.html,"  Asian, Japanese"
id_1133,Brussels,1134,3.5,$$ - $$$,61.0,/Restaurant_Review-g188644-d1082420-Reviews-Al_Pronto-Brussels.html,"  European, Italian,   Pizza"
id_1135,Zurich,1140,4.5,NaN,4.0,/Restaurant_Review-g188113-d6620235-Reviews-Mai_Wok-Zurich.html,"Chinese,   Vietnamese"
id_11407,London,11417,4.5,NaN,3.0,/Restaurant_Review-g186338-d10109314-Reviews-Heathrow_Restaurant-London_England.html,Other
id_1141,Milan,1143,4.5,$$ - $$$,28.0,/Restaurant_Review-g187849-d12710453-Reviews-Sara_Indian_Restaurant-Milan_Lombardy.html,"  Vegan Options,   Vegetarian Friendly, Indian"
id_11432,Paris,11434,4.0,NaN,15.0,/Restaurant_Review-g187147-d1074698-Reviews-Pakito-Paris_Ile_de_France.html,Other
id_1144,Warsaw,1146,5.0,NaN,NaN,/Restaurant_Review-g274856-d12404527-Reviews-Sajgon_Smaki_Azji-Warsaw_Mazovia_Province_Central_Poland.html,Other
id_1149,Madrid,1150,4.5,$$ - $$$,53.0,/Restaurant_Review-g187514-d12099376-Reviews-Los_Espetinhos-Madrid.html,"  Gluten Free Options, Steakhouse"
id_1151,Milan,1153,4.5,NaN,143.0,/Restaurant_Review-g187849-d2697097-Reviews-Pravda-Milan_Lombardy.html,Other
id_11560,Paris,11562,3.5,NaN,129.0,/Restaurant_Review-g187147-d4227711-Reviews-Terrasse_17-Paris_Ile_de_France.html,Other
id_11602,London,11612,4.0,NaN,16.0,/Restaurant_Review-g186338-d10392913-Reviews-Aqua_London-London_England.html,Other
id_1167,Brussels,1168,4.0,$$ - $$$,26.0,/Restaurant_Review-g188644-d11962971-Reviews-Vertigo-Brussels.html,"  Delicatessen,   Gastropub,   Contemporary, European"
id_1168,Lisbon,1169,4.0,$$ - $$$,67.0,/Restaurant_Review-g189158-d6883153-Reviews-Restaurante_Sem_Palavras-Lisbon_Lisbon_District_Central_Portugal.html,"  Portuguese,   European,   Mediterranean, Seafood"
id_1182,Copenhagen,1176,5.0,NaN,3.0,/Restaurant_Review-g189541-d6813236-Reviews-Koi_Sushi-Copenhagen_Zealand.html,"Japanese,   Sushi"
id_1188,Rome,1189,4.0,$$ - $$$,173.0,/Restaurant_Review-g187791-d11895495-Reviews-SAO_Brazilian_Sushi_Bar-Rome_Lazio.html,"  Sushi,   Seafood,   Gluten Free Options, Japanese,   Vegetarian Friendly,   Vegan Options,   Brazilian"
id_11945,London,11955,4.0,NaN,3.0,/Restaurant_Review-g186338-d7276832-Reviews-Duke_of_Wellington-London_England.html,Pizza
id_1200,London,1202,4.0,$$ - $$$,278.0,/Restaurant_Review-g186338-d719718-Reviews-Light_House_Restaurant-London_England.html,"  British,   Gluten Free Options, European,   Vegetarian Friendly"
id_1201,Vienna,1202,4.0,NaN,20.0,/Restaurant_Review-g190454-d1103441-Reviews-Abend_Restaurant_Feuervogel-Vienna.html,Russian
id_12014,Paris,12016,3.5,NaN,16.0,/Restaurant_Review-g187147-d3735127-Reviews-Fish_and_Food_Cafe-Paris_Ile_de_France.html,"  Healthy, Seafood"
id_12045,London,12055,4.0,$$ - $$$,2.0,/Restaurant_Review-g186338-d8635738-Reviews-The_Golden_Anchor_Public_House-London_England.html,Caribbean
id_1208,Vienna,1209,4.5,$$ - $$$,8.0,/Restaurant_Review-g190454-d12995806-Reviews-Ivy_s_Pho_Grill-Vienna.html,"Vietnamese,   Street Food"
id_12089,Paris,12091,3.5,NaN,15.0,/Restaurant_Review-g187147-d1035596-Reviews-L_Envol_Cafe_Quebecois-Paris_Ile_de_France.html,Other
id_1213,Dublin,1216,5.0,NaN,NaN,/Restaurant_Review-g186605-d7246537-Reviews-Restaurant-Dublin_County_Dublin.html,Other
id_12247,Paris,12249,3.0,NaN,2.0,/Restaurant_Review-g187147-d12112547-Reviews-Restaurant_Naina-Paris_Ile_de_France.html,Other
id_1225,Dublin,1228,5.0,NaN,NaN,/Restaurant_Review-g186605-d12873448-Reviews-Scent_at_Home-Dublin_County_Dublin.html,Other
id_12273,London,12283,4.5,NaN,2.0,/Restaurant_Review-g186338-d1044726-Reviews-Toad_in_the_Hole-London_England.html,"  Pub,   Grill, Bar"
id_1228,Barcelona,1229,4.0,$$ - $$$,277.0,/Restaurant_Review-g187497-d790369-Reviews-La_Fianna-Barcelona_Catalonia.html,"Mediterranean,   International,   Spanish,   Vegan Options,   Vegetarian Friendly"
id_1228,Madrid,1230,4.0,$$ - $$$,78.0,/Restaurant_Review-g187514-d10331391-Reviews-El_Kiosko_Ferraz-Madrid.html,"  Vegan Options,   Gluten Free Options, Mediterranean,   Spanish,   Vegetarian Friendly"
id_12287,Paris,12289,3.0,NaN,8.0,/Restaurant_Review-g187147-d11666969-Reviews-Institut_De_Bonte-Paris_Ile_de_France.html,Other
id_12302,Paris,12304,3.5,NaN,15.0,/Restaurant_Review-g187147-d8261215-Reviews-Paradiso_Ristorante-Paris_Ile_de_France.html,Italian
id_12304,Paris,12306,4.0,$$$$,7.0,/Restaurant_Review-g187147-d719518-Reviews-Les_Elysees-Paris_Ile_de_France.html,French
id_12307,London,12317,3.5,$$ - $$$,63.0,/Restaurant_Review-g186338-d1018974-Reviews-Dim_T-London_England.html,"  Malaysian,   Chinese,   Thai,   Vegetarian Friendly, Asian"
id_12364,London,12374,4.0,NaN,NaN,/Restaurant_Review-g186338-d5442851-Reviews-Queen_s_Crescent_Grill-London_England.html,Other
id_12381,Paris,12383,3.5,NaN,3.0,/Restaurant_Review-g187147-d715001-Reviews-Chez_Raymonde-Paris_Ile_de_France.html,French
id_1239,Rome,1240,4.0,$$ - $$$,302.0,/Restaurant_Review-g187791-d4023512-Reviews-Hostaria_da_Vincenzo-Rome_Lazio.html,"  Vegetarian Friendly,   Seafood,   Gluten Free Options,   Soups, Italian,   Mediterranean"
id_12392,London,12402,4.0,$$ - $$$,NaN,/Restaurant_Review-g186338-d13153300-Reviews-Italian_Corner-London_England.html,"  Pizza,   Cafe, Italian"
id_1243,Warsaw,1244,4.5,NaN,12.0,/Restaurant_Review-g274856-d4781734-Reviews-Stara_Praga-Warsaw_Mazovia_Province_Central_Poland.html,Cafe
id_1244,Munich,1256,3.5,$$ - $$$,45.0,/Restaurant_Review-g187309-d2524764-Reviews-Majestic_Asia_Restaurant-Munich_Upper_Bavaria_Bavaria.html,"  Vegetarian Friendly, Asian"
id_12449,London,12459,4.0,NaN,NaN,/Restaurant_Review-g186338-d12114896-Reviews-Subway-London_England.html,Other
id_12452,Paris,12454,3.0,NaN,2.0,/Restaurant_Review-g187147-d11766630-Reviews-Domino_s-Paris_Ile_de_France.html,Other
id_1246,Hamburg,1248,4.0,$$ - $$$,15.0,/Restaurant_Review-g187331-d3849968-Reviews-Taverna_Korfu-Hamburg.html,Greek
id_1247,Dublin,1250,5.0,NaN,3.0,/Restaurant_Review-g186605-d7805333-Reviews-Biscotti_Caffe-Dublin_County_Dublin.html,Other
id_12473,Paris,12475,3.5,NaN,13.0,/Restaurant_Review-g187147-d4185793-Reviews-Jesusparadis-Paris_Ile_de_France.html,South American
id_12475,London,12485,4.0,NaN,NaN,/Restaurant_Review-g186338-d5583335-Reviews-The_India_Gate-London_England.html,Indian
id_12495,Paris,12497,3.0,NaN,8.0,/Restaurant_Review-g187147-d10478105-Reviews-Pacha_Kebab-Paris_Ile_de_France.html,Other
id_1251,Edinburgh,1252,4.5,$,15.0,/Restaurant_Review-g186525-d5442784-Reviews-Sandwich_Culture-Edinburgh_Scotland.html,Cafe
id_1254,Geneva,1260,3.0,NaN,6.0,/Restaurant_Review-g188057-d2625256-Reviews-Olio_Design-Geneva.html,Italian
id_1257,Budapest,1258,5.0,$$ - $$$,14.0,/Restaurant_Review-g274887-d10613140-Reviews-Suzy_s_vegan_dinner_above_the_city-Budapest_Central_Hungary.html,"  Healthy,   Central European, Eastern European,   Vegetarian Friendly,   Hungarian,   Vegan Options"
id_1257,Madrid,1259,4.0,$$ - $$$,121.0,/Restaurant_Review-g187514-d2096546-Reviews-Asia_Te-Madrid.html,"Chinese,   Asian"
id_12587,London,12597,4.0,$$ - $$$,2.0,/Restaurant_Review-g186338-d10333393-Reviews-La_Petite_Poule-London_England.html,French
id_1261,Rome,1262,4.0,$,822.0,/Restaurant_Review-g187791-d4811912-Reviews-100_Montaditos-Rome_Lazio.html,"Brew Pub,   Spanish,   Fast Food,   Vegetarian Friendly"
id_12622,London,12632,4.0,$$ - $$$,NaN,/Restaurant_Review-g186338-d12175079-Reviews-Pappadom-London_England.html,Indian
id_1268,Lyon,1269,4.0,$,37.0,/Restaurant_Review-g187265-d4585716-Reviews-Saumon_et_Cie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,French
id_12703,Paris,12705,3.0,$$ - $$$,121.0,/Restaurant_Review-g187147-d2011853-Reviews-Aux_Villes_du_Nord-Paris_Ile_de_France.html,"Bar,   Pub,   French"
id_1272,Barcelona,1273,4.0,$$$$,554.0,/Restaurant_Review-g187497-d1080720-Reviews-Restaurante_Arola-Barcelona_Catalonia.html,"  Gluten Free Options,   Spanish, Mediterranean,   Vegan Options,   Vegetarian Friendly,   European"
id_1275,Rome,1276,4.0,$$ - $$$,377.0,/Restaurant_Review-g187791-d2439603-Reviews-Elliot_Pub-Rome_Lazio.html,"  Pizza,   Pub,   Brew Pub, Italian,   European,   Bar"
id_128,Stockholm,129,4.5,$$ - $$$,183.0,/Restaurant_Review-g189852-d5949148-Reviews-Un_Poco-Stockholm.html,"Italian,   Mediterranean,   European,   Vegetarian Friendly"
id_1280,Stockholm,1281,4.5,NaN,2.0,/Restaurant_Review-g189852-d12949592-Reviews-Gandhi_Grondal-Stockholm.html,Other
id_12824,London,12834,3.5,NaN,7.0,/Restaurant_Review-g186338-d720652-Reviews-Tai_Buffet-London_England.html,"Chinese,   Vegetarian Friendly"
id_12901,London,12911,3.5,$$ - $$$,4.0,/Restaurant_Review-g186338-d12996130-Reviews-The_Running_Horse-London_England.html,"International,   British"
id_12906,London,12916,3.0,NaN,8.0,/Restaurant_Review-g186338-d5080700-Reviews-Kebabish-London_England.html,Other
id_1293,Stockholm,1294,4.0,NaN,6.0,/Restaurant_Review-g189852-d12335302-Reviews-Litani-Stockholm.html,"  Mediterranean, Lebanese"
id_130,Edinburgh,131,4.5,$$ - $$$,448.0,/Restaurant_Review-g186525-d752894-Reviews-The_Cambridge_Bar-Edinburgh_Scotland.html,"  Pub,   Vegetarian Friendly,   British,   Gluten Free Options, American,   Bar"
id_1300,Lisbon,1301,4.5,$,32.0,/Restaurant_Review-g189158-d8008981-Reviews-Pastelaria_Pomarense-Lisbon_Lisbon_District_Central_Portugal.html,"  European,   Portuguese, Cafe"
id_13016,London,13026,3.5,$$ - $$$,52.0,/Restaurant_Review-g186338-d2508041-Reviews-The_Swan_Wimbledon-London_England.html,"Bar,   Pub,   British"
id_13074,London,13084,4.0,NaN,3.0,/Restaurant_Review-g186338-d3912269-Reviews-Forbidden_Temple-London_England.html,Asian
id_131,Dublin,132,4.5,$$ - $$$,404.0,/Restaurant_Review-g186605-d3859070-Reviews-McGettigans_Cookhouse_Bar-Dublin_County_Dublin.html,"  Vegan Options,   International,   Bar,   Gluten Free Options, Irish,   Vegetarian Friendly,   European"
id_13122,London,13132,3.5,$$ - $$$,28.0,/Restaurant_Review-g186338-d4040052-Reviews-Peppers_Restaurant_Chiswick-London_England.html,"Indian,   Asian"
id_1313,Zurich,1318,4.0,NaN,6.0,/Restaurant_Review-g188113-d8736586-Reviews-Cafe_Uetli-Zurich.html,Other
id_13159,Paris,13161,3.0,NaN,37.0,/Restaurant_Review-g187147-d6697515-Reviews-La_Piazza-Paris_Ile_de_France.html,Other
id_13175,Paris,13177,3.0,$$ - $$$,121.0,/Restaurant_Review-g187147-d3405673-Reviews-La_Terrasse_Vedettes_de_Paris-Paris_Ile_de_France.html,"French,   International,   Vegetarian Friendly,   European"
id_13199,London,13209,3.0,$$ - $$$,11.0,/Restaurant_Review-g186338-d718909-Reviews-Eco-London_England.html,"  Pizza, Italian"
id_1322,Edinburgh,1323,4.0,NaN,18.0,/Restaurant_Review-g186525-d10146454-Reviews-The_Space-Edinburgh_Scotland.html,Other
id_1323,Dublin,1326,3.5,$,113.0,/Restaurant_Review-g186605-d3431140-Reviews-Chopped-Dublin_County_Dublin.html,"Fast Food,   Gluten Free Options,   Delicatessen,   Vegetarian Friendly,   Vegan Options"
id_1327,Budapest,1328,5.0,NaN,NaN,/Restaurant_Review-g274887-d8791087-Reviews-Bunny_Chinese_Fast_Food-Budapest_Central_Hungary.html,Other
id_1328,Milan,1330,4.0,NaN,237.0,/Restaurant_Review-g187849-d1226617-Reviews-De_Pasajo_Dal_Marchigiano-Milan_Lombardy.html,Other
id_13337,Paris,13339,2.5,$$ - $$$,13.0,/Restaurant_Review-g187147-d4129187-Reviews-Le_New_s-Paris_Ile_de_France.html,Italian
id_1334,Hamburg,1336,5.0,$,NaN,/Restaurant_Review-g187331-d12384552-Reviews-Club_20457-Hamburg.html,"Bar,   Pub"
id_13354,London,13364,4.0,$,34.0,/Restaurant_Review-g186338-d3192609-Reviews-The_Hammersmith_Cafe-London_England.html,"Asian,   Thai"
id_13389,London,13399,4.0,$$ - $$$,16.0,/Restaurant_Review-g186338-d4872826-Reviews-Elliotts_London_Bridge-London_England.html,"European,   Spanish,   British"
id_1339,London,1341,4.0,$$ - $$$,1495.0,/Restaurant_Review-g186338-d3181518-Reviews-TGI_Friday_s_Piccadilly-London_England.html,"  Gluten Free Options, American,   Central American,   Vegetarian Friendly,   Bar"
id_134,Geneva,135,4.0,$$ - $$$,191.0,/Restaurant_Review-g188057-d7687905-Reviews-Le_49_Rhone-Geneva.html,"  Steakhouse,   European, French"
id_13403,London,13413,3.5,NaN,3.0,/Restaurant_Review-g186338-d12452377-Reviews-Bella_Italia-London_England.html,Other
id_1341,Vienna,1342,3.5,$,110.0,/Restaurant_Review-g190454-d941095-Reviews-Pizzaria_Mafiosi-Vienna.html,"  Vegetarian Friendly,   European, Italian,   Pizza"
id_13419,London,13429,3.5,$$ - $$$,35.0,/Restaurant_Review-g186338-d3242247-Reviews-The_Argyle-London_England.html,"  British, Bar,   Pub"
id_1346,London,1348,4.5,$,156.0,/Restaurant_Review-g186338-d8125299-Reviews-Waffle_Jack_s_American_Diner-London_England.html,"  Gluten Free Options, American,   Vegetarian Friendly,   Vegan Options"
id_13478,London,13488,2.5,NaN,8.0,/Restaurant_Review-g186338-d1097059-Reviews-Asta_3-London_England.html,Other
id_1349,Athens,1351,4.5,NaN,3.0,/Restaurant_Review-g189400-d8810157-Reviews-Athens_Attica.html,Other
id_13563,London,13573,3.5,$,6.0,/Restaurant_Review-g186338-d8401717-Reviews-Springbank-London_England.html,Seafood
id_1359,Barcelona,1360,4.5,$,59.0,/Restaurant_Review-g187497-d9765679-Reviews-Pizza_D_Autore-Barcelona_Catalonia.html,"  Mediterranean, Italian,   Vegetarian Friendly,   Pizza"
id_1365,Zurich,1370,3.5,$$ - $$$,25.0,/Restaurant_Review-g188113-d1125197-Reviews-Milano-Zurich.html,Italian
id_1368,Warsaw,1370,4.5,NaN,2.0,/Restaurant_Review-g274856-d8596967-Reviews-Le_Petit_Cafe-Warsaw_Mazovia_Province_Central_Poland.html,Other
id_13695,London,13705,3.5,NaN,5.0,/Restaurant_Review-g186338-d4961398-Reviews-Stage_door_steakhouse-London_England.html,Steakhouse
id_1370,Brussels,1381,5.0,NaN,3.0,/Restaurant_Review-g950786-d11995686-Reviews-Atelier_du_Sushi-Schaerbeek_Brussels.html,Other
id_1372,Prague,1373,5.0,NaN,7.0,/Restaurant_Review-g274707-d9745343-Reviews-Chlebicek_Store_Vegan_Deli-Prague_Bohemia.html,Other
id_1374,Copenhagen,1376,3.5,$$ - $$$,66.0,/Restaurant_Review-g189541-d6618276-Reviews-Plaza_Grill-Copenhagen_Zealand.html,"  Scandinavian,   Danish, European"
id_13747,London,13757,3.5,$$ - $$$,39.0,/Restaurant_Review-g186338-d4919283-Reviews-Jam_Circus-London_England.html,"  Pub,   British, Bar"
id_1381,Brussels,1376,5.0,NaN,4.0,/Restaurant_Review-g188644-d10814311-Reviews-Ty_Penty-Brussels.html,Other
id_13815,London,13825,3.5,$,28.0,/Restaurant_Review-g186338-d2176100-Reviews-Poncho_8-London_England.html,"  Vegetarian Friendly,   Central American, Mexican,   Fast Food,   South American"
id_13830,Paris,13832,2.0,$$ - $$$,3.0,/Restaurant_Review-g187147-d10784629-Reviews-O_Tacos-Paris_Ile_de_France.html,French
id_13850,London,13860,3.5,$$ - $$$,32.0,/Restaurant_Review-g186338-d7949523-Reviews-Lardo_Bebe-London_England.html,"  Vegan Options,   Italian, Pizza,   Vegetarian Friendly"
id_13892,Paris,13894,5.0,$$ - $$$,NaN,/Restaurant_Review-g187147-d8660001-Reviews-Chez_Margot-Paris_Ile_de_France.html,"  Street Food,   Healthy,   Delicatessen, French"
id_1391,Budapest,1392,5.0,NaN,NaN,/Restaurant_Review-g274887-d7724601-Reviews-Bite-Budapest_Central_Hungary.html,"  Hungarian,   International,   Fast Food, American,   European"
id_1394,Dublin,1398,4.5,NaN,2.0,/Restaurant_Review-g186605-d5812483-Reviews-Excellent_Chinese_Take_Away-Dublin_County_Dublin.html,Chinese
id_1398,Geneva,1405,1.5,NaN,2.0,/Restaurant_Review-g188057-d12414220-Reviews-Restaurant_de_la_Queue_d_Arve-Geneva.html,Other
id_14,Helsinki,15,4.0,$$ - $$$,1488.0,/Restaurant_Review-g189934-d850178-Reviews-Kappeli-Helsinki_Uusimaa.html,"  Vegan Options,   European,   Gluten Free Options,   Scandinavian, Cafe,   Soups,   Vegetarian Friendly"
id_1401,Amsterdam,1404,3.5,$$ - $$$,142.0,/Restaurant_Review-g188590-d3191953-Reviews-Do_Brasil-Amsterdam_North_Holland_Province.html,"  Brazilian, Steakhouse"
id_1401,Dublin,1405,4.0,$$ - $$$,28.0,/Restaurant_Review-g186605-d6633059-Reviews-Green_Land_Cafe-Dublin_County_Dublin.html,Cafe
id_1403,Geneva,1411,1.0,NaN,NaN,/Restaurant_Review-g188057-d7996902-Reviews-Lidia-Geneva.html,Other
id_14074,London,14084,3.5,NaN,15.0,/Restaurant_Review-g186338-d5122063-Reviews-The_Honest_Sausage-London_England.html,American
id_1409,Budapest,1410,5.0,NaN,NaN,/Restaurant_Review-g274887-d13197631-Reviews-Le_Poulet-Budapest_Central_Hungary.html,"French,   Hungarian,   European"
id_14134,London,14144,3.5,$$ - $$$,52.0,/Restaurant_Review-g186338-d734267-Reviews-Pizza_Express-London_England.html,"  Vegetarian Friendly, Italian,   Pizza,   Gluten Free Options"
id_1414,Milan,1416,4.0,$,252.0,/Restaurant_Review-g187849-d3773630-Reviews-Piccola_Ischia-Milan_Lombardy.html,"Pizza,   Vegetarian Friendly"
id_1418,Athens,1420,4.5,$,7.0,/Restaurant_Review-g189400-d10122352-Reviews-CENTRO_Coffee_Restaurant-Athens_Attica.html,"  Greek,   Mediterranean, Italian"
id_1418,Oporto,1419,3.0,NaN,2.0,/Restaurant_Review-g189180-d12503536-Reviews-Dick_s_Bar-Porto_Porto_District_Northern_Portugal.html,Other
id_1430,Oporto,1431,3.5,NaN,3.0,/Restaurant_Review-g189180-d7992689-Reviews-Abel_Sernadas-Porto_Porto_District_Northern_Portugal.html,Other
