original_title,title_length,production_companies
Bringing Down The House,23," Touchstone Pictures, Hyde Park Films"
Brokeback Mountain,18," Alberta Film Entertainment,  Focus Features"
Broken City,11,"Regency Enterprises,  Inferno International,  New Regency Pictures,  Closest to the Hole Productions,  1984 Private Defense Contractors"
Broken Flowers,14,Bac Films
Brooklyn,8," Irish Film Board, Wildgaze Films,  Parallel Film Productions,  Item 7"
Brooklyn's Finest,17," Millennium Films,  Fuqua Films,  Thunder Road Productions"
Brothers,8, Sighvatsson Films
Bruce Almighty,14," Pit Bull Productions,  Shady Acres Entertainment, Universal Pictures"
Bullet to the Head,18," Silver Reel,  IM Global, Dark Castle Entertainment"
Burke & Hare,12," Prescience,  Aegis Film Fund, Ealing Studios,  Quickfire Films"
Burlesque,9,Bedford Falls Productions
Burn After Reading,18," Working Title Films,  Studio Canal,  Focus Features,  Relativity Media"
Burnt,5," PeaPie Films, Double Feature Films"
Cake,4,"Echo Films,  Cinelou Films,  We're Not Brothers Productions"
Calendar Girls,14,Harbour Pictures
Capitalism: A Love Story,24, Paramount Vantage
Capote,6," Manitoba Film and Video Production Tax Credit, Sony Pictures Classics,  Province of British Columbia Production Services Tax Credit,  Eagle Vision Inc."
Captain America: The First Avenger,34,Marvel Studios
Captain America: The Winter Soldier,35,Marvel Studios
Captain Phillips,16,Columbia Pictures
Captivity,9," RAMCO,  Captivity Productions, Foresight Unlimited"
Carnage,7," Canal+, Wild Bunch,  Zanagar Films,  Constantin Film Produktion"
Carol,5," Number 9 Films,  Film4, Killer Films"
Carrie,6, Misher Films
Cars,4, Pixar Animation Studios
Cars 2,6," Pixar Animation Studios, Walt Disney Pictures"
Case 39,7," Case 39 Productions, Paramount Vantage,  Misher Films,  Anonymous Content"
Cast Away,9,"DreamWorks SKG,  Playtone,  Twentieth Century Fox Film Corporation,  ImageMovers"
Catch Me If You Can,19,"DreamWorks SKG,  Kemp Company,  Splendid Pictures"
Catch and Release,17, Relativity Media
Cats & Dogs,11," NPV Entertainment,  Warner Bros.,  Zide-Perry Productions"
Cats & Dogs 2 : The Revenge of Kitty Galore,43,Village Roadshow Pictures
Catwoman,8," DiNovi Pictures,  Maple Shade Films, Village Roadshow Pictures,  Frantic Films"
Cellular,8,New Line Cinema
Centurion,9," Canal+,  Celador Films, PathÃ© Pictures International,  UK Film Council"
Changeling,10,"Imagine Entertainment,  Relativity Media"
Chappie,7," Alpha Core,  Media Rights Capital,  Genre Films,  Sony Pictures Entertainment (SPE), Columbia Pictures"
Charlie St. Cloud,17," Relativity Media,  Marc Platt Productions"
Charlie Wilson's War,20,"Universal Pictures,  Playtone Production"
Charlie and the Chocolate Factory,33,"Village Roadshow Pictures,  Tim Burton Productions,  The Zanuck Company,  Plan B Entertainment"
Cheaper by the Dozen,20,"Twentieth Century Fox Film Corporation,  Robert Simonds Productions"
Cheaper by the Dozen 2,22,Twentieth Century Fox Film Corporation
Chef,4," Aldamisa Entertainment, Open Road Films,  Fetisov Teterin Films"
Chicago,7,Miramax Films
Chicken Little,14,Walt Disney Pictures
Chicken Run,11," Aardman Animations,  DreamWorks Animation,  PathÃ©"
Child 44,8,"Summit Entertainment,  Worldview Entertainment"
Children of Men,15," Strike Entertainment,  Hit & Run Productions, Universal Pictures"
Chloe,5," Montecito Picture Company,  The, StudioCanal"
Chocolat,8," Fat Free, Miramax Films"
Chronicle,9," Dune Entertainment,  Adam Schroeder Productions"
Cinderella,10," Allison Shearmur Productions, Walt Disney Pictures,  Beagle Pug Films"
Cinderella Man,14," Imagine Entertainment,  Touchstone Pictures, Miramax Films,  Parkway Pictures (I),  Universal Pictures"
Cirque du Freak: The Vampire's Assistant,40,Universal Pictures
City By The Sea,15,"Warner Bros. Pictures,  Franchise Pictures,  Brad Grey Pictures,  Epsilon Motion Pictures,  Sea Breeze Productions Inc."
City of Ember,13,Playtone
Clash of the Titans,19," Moving Picture Company (MPC),  Thunder Road Pictures,  Warner Bros., The Zanuck Company"
Clerks II,9,"The Weinstein Company,  View Askew Productions"
Click,5," Revolution Studios, Original Film,  Columbia Pictures Corporation,  Happy Madison Productions"
Clockstoppers,13,"Paramount Pictures,  Valhalla Motion Pictures"
Cloud Atlas,11," ARD Degeto Film,  X-Filme Creative Pool,  Ascension Pictures, Anarchos Productions"
Cloudy with a Chance of Meatballs,33,"Columbia Pictures,  Sony Pictures Animation"
Cloudy with a Chance of Meatballs 2,35,Columbia Pictures
Cloverfield,11,Paramount Pictures
Club Dread,10,"Fox Searchlight Pictures,  Coconut Pete Productions"
Coach Carter,12," MTV Films,  Tollin/Robbins Productions"
Cold Mountain,13," Bona Fide Productions,  Cattleya"
Collateral,10," Parkes/MacDonald Productions,  Edge City,  DreamWorks SKG, Paramount Pictures"
Collateral Damage,17,"David Foster Productions,  Bel Air Entertainment,  Warner Bros.,  Hacienda Productions"
Colombiana,10," EuropaCorp,  Grive Productions,  Canal+,  CinÃ©CinÃ©ma"
Conan the Barbarian,19," Nu Image Films,  Paradox Entertainment,  Nimar Studios,  Millennium Films"
Concussion,10," The Shuman Company, Village Roadshow Pictures,  Scott Free Productions,  The Cantillon Company,  LStar Capital"
Confessions of a Dangerous Mind,31,"Miramax Films,  Allied Filmmakers"
Confessions of a Shopaholic,27, Touchstone Pictures
Connie and Carla,16,Universal Pictures
Constantine,11," DC Comics, Village Roadshow Pictures,  Lonely Film Productions GmbH & Co. KG.,  Donners' Company"
Contagion,9," Participant Media,  Regency Enterprises, Double Feature Films,  Imagenation Abu Dhabi FZ,  Warner Bros."
Contraband,10," Closest to the Hole Productions,  Leverage Management,  Relativity Media, Universal Pictures,  StudioCanal"
Conviction,10," Omega Entertainment,  Pantheon Entertainment Corporation,  Innocence Productions,  Prescience, Oceana Media Finance"
Coraline,8,Focus Features
Corky Romano,12,"Robert Simonds Productions,  Touchstone Pictures"
Corpse Bride,12," Tim Burton Productions, Tim Burton Animation Company,  Laika Entertainment,  Warner Bros."
Cosmopolis,10,"France 2 CinÃ©ma,  Alfama Films,  Rai Cinema,  Prospero Pictures"
Country Strong,14," Screen Gems,  Sony Pictures Home Entertainment, Maguire Entertainment"
Couples Retreat,15,"Universal Pictures,  Wild West Picture Show Productions,  Stuber Productions"
Cowboys & Aliens,16," Universal Pictures,  DreamWorks SKG,  Reliance Entertainment"
Coyote Ugly,11," Touchstone Pictures, Jerry Bruckheimer Films"
Cradle 2 the Grave,18,"Silver Pictures,  Warner Bros."
Crank,5," Lakeshore Entertainment, Lions Gate Films,  Radical Media"
Crank: High Voltage,19," Radical Media,  Lionsgate"
Crash,5,"Blackfriars Bridge Films,  ApolloProScreen Filmproduktion,  Bob Yari Productions,  Bull's Eye Entertainment,  Yari Film Group"
Crazy Heart,11,"Fox Searchlight Pictures,  Butcher's Run Films,  Informant Media"
"Crazy, Stupid, Love.",20,Warner Bros.
Crazy/Beautiful,15,"Touchstone Pictures,  Ufland"
Creed,5," Chartoff-Winkler Productions,  Warner Bros.,  Metro-Goldwyn-Mayer (MGM)"
Crimson Peak,12,Legendary Pictures
Crocodile Dundee in Los Angeles,31," Silver Lion Films, Bungalow Productions,  Vision View Entertainment"
Crossroads,10, MTV Films
Curious George,14," Universal Pictures, Imagine Entertainment"
Cursed,6,"Craven-Maddalena Films,  Dimension Films,  Kalis Productions GmbH & Co. Zweite KG"
D-Tox,5,Universal Pictures
Daddy Day Camp,14," TriStar Pictures, Revolution Studios"
Daddy Day Care,14," Davis Entertainment, Columbia Pictures"
Daddy's Home,12," Gary Sanchez Productions,  Good Universe"
Daddy's Little Girls,20,"Lions Gate Films,  The"
Dallas Buyers Club,18,"Universal Studios,  Voltage Pictures,  Truth Entertainment,  Universal Pictures"
Dan in Real Life,16," Focus Features, Touchstone Pictures,  Jon Shestack Productions"
Dancer in the Dark,18," SVT Drama,  Zentropa Entertainments, Fine Line Features,  Arte"
Daredevil,9," Epsilon Motion Pictures,  Regency Enterprises,  Marvel Enterprises, Twentieth Century Fox Film Corporation,  New Regency Pictures"
Dark Blue,9," Cosmic Pictures,  Intermedia Films,  Metro-Goldwyn-Mayer (MGM), United Artists,  IM Filmproduktion"
Dark Shadows,12," Infinitum Nihil,  Warner Bros."
Dark Water,10," Post No Bills Films,  Pandemonium Productions, Vertigo Entertainment"
Date Movie,10," Epsilon Motion Pictures, Regency Enterprises,  New Regency Pictures"
Date Night,10," Dune Entertainment, Twentieth Century Fox Film Corporation"
Dawn of the Dead,16," Metropolitan Filmexport,  Strike Entertainment,  Cruel and Unusual Films"
Dawn of the Planet of the Apes,30,"Ingenious Media,  Chernin Entertainment,  TSG Entertainment"
Daybreakers,11,"Lionsgate,  Furst Films,  Pacific Film and Television Commission,  Australian Film Finance Corporation (AFFC)"
Dead Silence,12," Twisted Pictures,  Evolution Entertainment"
Death Race,10," Relativity Media,  Impact Pictures, Universal Pictures,  Cruise/Wagner Productions,  Scion Films"
Death Sentence,14," Hyde Park Entertainment,  Dune Entertainment,  Baldwin Entertainment Group,  Brass Hat Films"
Death at a Funeral,18," Screen Gems, Parabolic Pictures"
Deception,9,"Rifkin-Eberts,  Seed Productions,  Dune Entertainment III"
Defiance,8," Grosvenor Park Productions, Paramount Vantage,  The,  Pistachio Pictures,  Bedford Falls Company,  Defiance Productions"
Delivery Man,12, Touchstone Pictures
Derailed,8,"Miramax Films,  Di Bonaventura Pictures,  Patalex V Productions Limited"
Despicable Me,13, Illumination Entertainment
Despicable Me 2,15," Illumination Entertainment, Universal Pictures"
Deux frÃ¨res,12,"PathÃ© Renn Productions,  Pathe,  Canal+,  Two Brothers Productions,  TF1 Films Production"
Devil,5," Night Chronicles, Universal Pictures,  Media Rights Capital,  Relativity Media"
Devil's Due,11, TSG Entertainment
Dhoom 2,7,Yash Raj Films
Diana,5," Filmgate Films,  Le Pacte,  Film i VÃ¤st"
Diary of a Wimpy Kid: Rodrick Rules,35," Color Force, Fox 2000 Pictures"
Did You Hear About The Morgans?,31,"Columbia Pictures,  Castle Rock Entertainment"
Die Another Day,15,Eon Productions
Dinner for Schmucks,19," Spyglass Entertainment, Paramount Pictures,  Reliance BIG Entertainment,  Everyman Pictures"
Dinosaur,8,"Walt Disney Pictures,  Walt Disney Feature Animation"
Dirty Dancing: Havana Nights,28," Havana Nights LLC,  Lawrence Bender Productions, Miramax Films,  Lions Gate Films"
Disaster Movie,14,Grosvenor Park Media Ltd.
Disconnect,10," Liddell Entertainment, Lionsgate,  Wonderful Films PLC,  Exclusive Media Group"
District 9,10," TriStar Pictures, WingNut Films,  Block / Hanson,  Key Creatives"
Disturbia,9," DreamWorks SKG,  The,  Cold Spring Pictures, Paramount Pictures,  Montecito Picture Company"
Divergent,9,Summit Entertainment
Django Unchained,16, The Weinstein Company
DodgeBall: A True Underdog Story,32," Red Hour Films, Twentieth Century Fox Film Corporation,  Mediastream Vierte Film GmbH & Co. Vermarktungs KG"
Dolphin Tale,12,Alcon Entertainment
Dolphin Tale 2,14,"Alcon Entertainment,  Color Force,  Boxing Cat Films"
Domino,6," Domino 17521,  Davis-Films,  Metropolitan Filmexport"
Don't Be Afraid of the Dark,27," FilmDistrict,  Tequila Gang,  Necropia"
Don't Say a Word,16," NPV Entertainment,  Village Roadshow Pictures,  Regency Enterprises"
Doom,4,"Di Bonaventura Pictures,  Babelsberg Film,  Reaper Productions,  John Wells Productions"
Doomsday,8," Scion Films,  Moonlighting Films, Rogue Pictures,  Internationale Filmproduktion Blackbird Dritte,  Intrepid Pictures"
