original_title,title_length,production_companies
Warm Bodies,11,Summit Entertainment
The Last Samurai,16, Warner Bros.
Hancock,7, Overbrook Entertainment
Collateral,10, Parkes/MacDonald Productions
Calendar Girls,14,Harbour Pictures
Defiance,8, Grosvenor Park Productions
The A-Team,10,20th Century Fox
We Were Soldiers,16,Paramount Pictures
Hellboy,7, Lawrence Gordon Productions
Harry Brown,11, Marv Films
Club Dread,10,Fox Searchlight Pictures
The Dukes of Hazzard,20, Gerber Pictures
The Crazies,11,Penn Station Entertainment
Land of the Lost,16, Relativity Media
Paul,4, Big Talk Productions
The Pursuit of Happyness,24, Overbrook Entertainment
My Week with Marilyn,20, UK Film Council
Transporter 2,13, Twentieth Century Fox Film Corporation
World Trade Center,18, Intermedia Films
The Iron Lady,13, Canal+
Things We Lost in the Fire,26,DreamWorks SKG
The Adventures of Tintin,24, Columbia Pictures
The Santa Clause 2,18,Walt Disney Pictures
Confessions of a Dangerous Mind,31,Miramax Films
The Last Exorcism Part II,25, CBS Films
Rent,4,Columbia Pictures
What Happens in Vegas,21, 21 Laps Entertainment
Silent Hill,11, Konami
Battle of the Year,18,Screen Gems
The Day After Tomorrow,22, Centropolis Entertainment
Sunshine,8, Ingenious Film Partners
Tooth Fairy,11, Walden Media
W.,2, Global Entertainment Group
Mr. Nobody,10,Pan EuropÃ©enne Production
Into the Storm,14, Broken Road Productions
The Grey,8, LD Entertainment
Annie,5,Columbia Pictures
Unbroken,8,Legendary Pictures
Pompeii,7, Constantin Film International
X-Men,5, Bad Hat Harry Productions
A Walk to Remember,18,Pandora Pictures
The Forgotten,13, Visual Arts Entertainment
The Incredible Burt Wonderstone,31, Carousel Productions
Seabiscuit,10, The Kennedy/Marshall Company
Sin City,8, Miramax
Seeking Justice,15, Ram Bergman Productions
Slackers,8,Sony Pictures
Open Range,10,Tig Productions
Last Holiday,12,Paramount Pictures
The Reaping,11, Warner Bros.
Chocolat,8, Fat Free
Bridget Jones's Diary,21, Universal Pictures
Seed of Chucky,14,Rogue Pictures
Apollo 18,9,Bazelevs Production
Project Almanac,15, MTV Films
J. Edgar,8, Malpaso Productions
Getaway,7, Signature Pictures
The Perks of Being a Wallflower,31,Summit Entertainment
The Twilight Saga: Breaking Dawn - Part 2,41, Temple Hill Entertainment
Spectre,7,Columbia Pictures
Just Married,12, Robert Simonds Productions
Everything is Illuminated,25,Big Beach Productions
Big Eyes,8, Tim Burton Productions
Unfinished Business,19,Studio Babelsberg
The Rite,8, Contrafilm
Romeo Must Die,14,Silver Pictures
Red Riding Hood,15, Warner Bros.
The Box,7,Media Rights Capital
Machine Gun Preacher,20, Relativity Media
Sweeney Todd: The Demon Barber of Fleet Street,46, DreamWorks Pictures
What If,7, No Trace Camping
Planet 51,9,TriStar Pictures
Seeking Justice,15, Maguire Entertainment
Shanghai Knights,16, Jackie Chan Films Limited
Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,20,Art Pictures Studio
Resident Evil,13, Davis-Films
The November Man,16,Irish Dreamtime
Evil Dead,9, Ghost House Pictures
Act of Valor,12, Bandito Brothers
Couples Retreat,15,Universal Pictures
American Wedding,16, Loumolo & Co.
Hope Springs,12, Management 360
Ghosts of the Abyss,19,Walt Disney Pictures
Sweeney Todd: The Demon Barber of Fleet Street,46, Parkes+MacDonald Image Nation
Friday After Next,17,New Line Cinema
Piranha 3D,10, Chako Film Company
Ocean's Eleven,14,Village Roadshow Pictures
Ender's Game,12, K/O Paper Products
The Other Guys,14,Columbia Pictures
Invictus,8, Mace Neufeld Productions
Fast Five,9, Original Film
Burnt,5, PeaPie Films
Fast Five,9,Universal Pictures
Sky High,8,Walt Disney Pictures
Miss Congeniality,17, Fortis Films
Spring Breakers,15,RabbitBandini Productions
The Gunman,10, Silver Pictures
Dallas Buyers Club,18,Universal Studios
Red Dragon,10, Metro-Goldwyn-Mayer (MGM)
Scary Movie,11, Dimension Films
Pompeii,7,Impact Pictures
Pitch Perfect 2,15,Universal Pictures
Bridge to Terabithia,20,Walden Media
Bridget Jones: The Edge of Reason,33, Universal Pictures
Burn After Reading,18, Working Title Films
Battleship,10,Universal Pictures
Endless Love,12, Fake Empire
Dreamcatcher,12, Castle Rock Entertainment
Trapped,7, Colombia Pictures
22 Jump Street,14,Columbia Pictures
Charlie and the Chocolate Factory,33,Village Roadshow Pictures
The Best Exotic Marigold Hotel,30, Imagenation Abu Dhabi FZ
Pitch Perfect,13,Brownstone Productions
Fury,4, LStar Capital
Spirit: Stallion of the Cimarron,32,DreamWorks Animation
Runner Runner,13, Double Feature Films
Philomena,9, Baby Cow Productions
End of Watch,12, Hedge Fund Film Partners
The Adventures of Tintin,24, Nickelodeon Movies
Memento,7,Summit Entertainment
St. Vincent,11, Crescendo Productions
Perfect Stranger,16, Revolution Studios
The Grand Budapest Hotel,24,Fox Searchlight Pictures
The Curse of the Were-Rabbit,28, DreamWorks Animation
Mission: Impossible III,23, Cruise/Wagner Productions
Sweet Home Alabama,18,Touchstone Pictures
Lara Croft: Tomb Raider,23, British Broadcasting Corporation (BBC)
Broken City,11,Regency Enterprises
"I, Robot",8, Mediastream Vierte Film GmbH & Co. Vermarktungs KG
Apollo 18,9, Dimension Films
The Constant Gardener,21, UK Film Council
I Could Never Be Your Woman,27,Scott Rudin Productions
Sydney White,12, SW7D Productions
Ghosts of the Abyss,19, Walden Media
127 Hours,9, Cloud Eight Films
Bangkok Dangerous,17,Virtual Studios
X-Men Origins: Wolverine,24, Donners' Company
The Last King of Scotland,25, DNA Films
Underworld,10, Underworld Produktions GmbH
The Devil Wears Prada,21,Twentieth Century Fox Film Corporation
"Yours, Mine & Ours",18,Paramount Pictures
Land of the Dead,16, Exception Wild Bunch
Planes: Fire & Rescue,21, Prana Studios
The Frozen Ground,17, Paradox Entertainment
The Butterfly Effect,20, FilmEngine
Anger Management,16, Revolution Studios
Fred Claus,10, Jessie Nelson Productions
Red Dawn,8, FilmDistrict
Running Scared,14, Pierce/Williams Entertainment
The Pirates! In an Adventure with Scientists!,45, Sony Pictures Animation
Noah,4, Protozoa Pictures
The Twilight Saga: Eclipse,26, Maverick Films
The Maze Runner,15, Twentieth Century Fox Film Corporation
The Adventures of Pluto Nash,28,Village Roadshow Pictures
Star Trek,9,Paramount Pictures
Billy Elliot,12, StudioCanal
The Boondock Saints II: All Saints Day,38,Chris Brinker Productions
Devil,5, Night Chronicles
Valkyrie,8,United Artists
Real Steel,10, ImageMovers
Runner Runner,13, Appian Way
Pan,3, Moving Picture Company (MPC)
Contagion,9, Regency Enterprises
The Ladies Man,14,SNL Studios
Assault on Precinct 13,22, Why Not Productions
Mirrors,7, Luna Pictures
Punisher: War Zone,18, MHF Zweite Academy Film
Quills,6, Charenton Productions
Bee Movie,9, Columbus 81 Productions
Tomcats,7, Revolution Studios
Troy,4, Warner Bros.
Yes Man,7, Warner Bros.
Bridget Jones's Diary,21, Studio Canal
How the Grinch Stole Christmas,30,Imagine Entertainment
We Own the Night,16, Industry Entertainment
Let's Be Cops,13,Twentieth Century Fox Film Corporation
How High,8, Native Pictures Productions
The Bourne Identity,19,Universal Pictures
Shorts,6,Warner Bros. Pictures
Memento,7, Newmarket Capital Group
City By The Sea,15,Warner Bros. Pictures
Sherlock Holmes,15, Wigram Productions
Funny People,12, Universal Pictures
The Tale of Despereaux,22,Universal Pictures Corporation
An Unfinished Life,18, Initial Entertainment Group (IEG)
2 Fast 2 Furious,16,Mikona Productions GmbH & Co. KG
The Lone Ranger,15,Walt Disney Pictures
Auto Focus,10,Sony Pictures Classics
Furry Vengeance,15, Participant Media
Dungeons & Dragons,18, Sweetpea Entertainment
"Yours, Mine & Ours",18, O.N.C. Entertainment
She's the Man,13,DreamWorks SKG
The Muppets,11,Walt Disney Pictures
Punisher: War Zone,18,Lionsgate
Joe Dirt,8, Happy Madison Productions
Out Cold,8, Touchstone Pictures
Next,4, Broken Road Productions
Date Movie,10, Epsilon Motion Pictures
In the Heart of the Sea,23, Roth Films
Alice in Wonderland,19, Team Todd
Beastly,7, Storefront Films
"Jeff, Who Lives at Home",23,Indian Paintbrush
The Happening,13, Blinding Edge Pictures
Ready to Rumble,15, Warner Bros.
Killer Elite,12, International Traders
Wedding Crashers,16, Avery Pix
12 Rounds,9,The Mark Gordon Company
Home,4,Twentieth Century Fox Film Corporation
The Smurfs 2,12, NeoReel
The Prince,10, Oasis Films
FearDotCom,10, Franchise Pictures
Public Enemies,14, Dentsu
Starsky & Hutch,15, Dimension Films
Redemption,10,Lionsgate
Moulin Rouge!,13,Bazmark Films
Space Chimps,12, Odyssey Entertainment
A Beautiful Mind,16,Imagine Entertainment
Whisper,7, H2F Entertainment
Hope Springs,12,Columbia Pictures
Walk the Line,13, Mars Media Beteiligungs
The Simpsons Movie,18, Twentieth Century Fox Film Corporation
Max,3, Warner Bros.
Brokeback Mountain,18, Alberta Film Entertainment
I Know Who Killed Me,20,TriStar Pictures
Lo imposible,12, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
"Me, Myself & Irene",18,Twentieth Century Fox Film Corporation
15 Minutes,10,New Line Cinema
The Hoax,8, Yari Film Group
Resident Evil,13,Impact Pictures
The Unborn,10,Rogue Pictures
Nacho Libre,11,Paramount Pictures
You Don't Mess With the Zohan,29,Columbia Pictures
Brothers,8, Sighvatsson Films
Itâ€™s a Boy Girl Thing,23, Alliance Atlantis Motion Picture Production
Hitman,6,Twentieth Century Fox Film Corporation
Eagle Eye,9, Goldcrest Pictures
Star Trek,9, Bad Robot
The Monuments Men,17, Fox 2000 Pictures
Star Wars: The Force Awakens,28, Truenorth Productions
The Sentinel,12, Major Studio Partners
Supernova,9, Hammerhead Productions
Live Free or Die Hard,21, Dune Entertainment
Hachi: A Dog's Tale,19, Inferno Distribution
The Matrix Reloaded,19,Village Roadshow Pictures
Turbo,5,DreamWorks Animation
Blended,7, Karz Entertainment
Monsters University,19,Walt Disney Pictures
Machete,7, Overnight Films
Teenage Mutant Ninja Turtles,28,Paramount Pictures
Ladder 49,9, Touchstone Pictures
Boogeyman,9,Ghost House Pictures
The Last Samurai,16, Radar Pictures
Letters from Iwo Jima,21, Malpaso Productions
A Lot Like Love,15, Beacon Pictures
Jupiter Ascending,17, Dune Entertainment
The Fast and the Furious,24, Mediastream Film GmbH & Co. Productions KG
Peter Pan,9,Columbia Pictures
The Curse of the Were-Rabbit,28,Aardman Animations
Life of Pi,10, Fox 2000 Pictures
Dracula 2000,12,Neo Art & Logic
What to Expect When You're Expecting,36,Alcon Entertainment
Pay It Forward,14, Warner Bros.
Saving Silverman,16, NPV Entertainment
Million Dollar Baby,19, Warner Bros.
Constantine,11, DC Comics
Contagion,9,Double Feature Films
I'm Not There.,14, Dreamachine
The Last Airbender,18, Nickelodeon Movies
Cradle 2 the Grave,18,Silver Pictures
Bright Star,11,BBC Films
Big Hero 6,10,Walt Disney Pictures
Freddy vs. Jason,16, Cecchi Gori Group Tiger Cinematografica
Smart People,12, Sherazade Film Development
Tristan & Isolde,16, Epsilon Motion Pictures
Bangkok Dangerous,17, Initial Entertainment Group
The Transporter,15, EuropaCorp
The Butterfly Effect,20, Province of British Columbia Production Services Tax Credit
Step Up,7, Eketahuna LLC
Valentine's Day,15, Rice Films
Diana,5, Filmgate Films
Gran Torino,11, Warner Bros.
Adventureland,13,Miramax Films
The Gambler,11,Paramount Pictures
In the Land of Women,20, Anonymous Content
Johnson Family Vacation,23, Bird and a Bear Entertainment
Ghosts of Mars,14, Animationwerks
Seven Psychopaths,17, British Film Institute (BFI)
The Cabin in the Woods,22, Mutant Enemy Productions
Monsters vs Aliens,18,DreamWorks Animation
My Blueberry Nights,19, Jet Tone Production
Hotel Rwanda,12, United Artists
"Big Mommas: Like Father, Like Son",33, New Regency Pictures
White Chicks,12,Columbia Pictures
It's Complicated,16,Universal Pictures
The Sisterhood of the Traveling Pants,37, Alcon Entertainment
Parental Guidance,17, Chernin Entertainment
Memoirs of a Geisha,19, Spyglass Entertainment
Vacancy,7, Hal Lieberman Company
Friends with Benefits,21, Olive Bridge Entertainment
A Knight's Tale,15, Escape Artists
Sinister 2,10, Entertainment One
Eight Below,11, The
Zack and Miri Make a Porno,26, View Askew Productions
There Will Be Blood,19, Ghoulardi Film Company
The Art of War,14,Amen Ra Films
Unstoppable,11,Twentieth Century Fox Film Corporation
Lawless,7,The Weinstein Company
Brooklyn,8, Irish Film Board
Source Code,11,The Mark Gordon Company
Something Borrowed,18, Wild Ocean Films
Lady in the Water,17,Legendary Pictures
Live Free or Die Hard,21, Twentieth Century Fox Film Corporation
Belle,5, Metrol Technology
Crank: High Voltage,19, Radical Media
The Bad Lieutenant: Port of Call - New Orleans,46, Polsky Films
This Is the End,15, Sony Pictures Entertainment (SPE)
Abraham Lincoln: Vampire Hunter,31, Tim Burton Productions
Deception,9,Rifkin-Eberts
Belle,5,Isle of Man Film
Jack Reacher,12, Mutual Film Company
Hannah Montana: The Movie,25, Millar Gough Ink
The Gift,8, Ahimsa Films
Devil's Due,11, TSG Entertainment
The Martian,11,Twentieth Century Fox Film Corporation
Open Season,11,Sony Pictures Animation
Space Cowboys,13, Mad Chance
The Happening,13,Spyglass Entertainment
Ride Along,10, Cube Vision
Derailed,8,Miramax Films
Little Man,10, Wayans Bros. Entertainment
Sahara,6, Baldwin Entertainment Group
Hotel Transylvania,18,Columbia Pictures
Vanilla Sky,11, Vinyl Films
Disturbia,9, DreamWorks SKG
Unleashed,9, Clubdeal
Life of Pi,10,Ingenious Film Partners
The Hobbit: The Battle of the Five Armies,41, 3Foot7
The Last Airbender,18,Paramount Pictures
The Stepford Wives,18,Paramount Pictures
American Dreamz,15, Depth of Field
DÃ©jÃ  Vu,9, Scott Free Productions
2012,4, Farewell Productions
Inside Man,10,Imagine Entertainment
The Dressmaker,14, Film Art Media
Free Birds,10,Reel FX Creative Studios
On the Road,11, Vanguard Films
Moms' Night Out,15, Provident Films
Pompeii,7, FilmDistrict
The Invasion,12,Village Roadshow Pictures
Pitch Black,11, Polygram Filmed Entertainment
We Are Marshall,15, Wonderland Sound and Vision
The Assassination of Jesse James by the Coward Robert Ford,58,Plan B Entertainment
Alpha and Omega,15,Lions Gate Family Entertainment
True Grit,9, Mike Zoss Productions
What's Your Number?,19, Contrafilm
Mirror Mirror,13,Relativity Media
Frequency,9,New Line Cinema
Lions for Lambs,15, Metro-Goldwyn-Mayer (MGM)
Freedom Writers,15,Double Feature Films
Alex & Emma,11, Franchise Pictures
The Da Vinci Code,17, Government of Malta
Saving Mr. Banks,16, BBC Films
War,3, Province of British Columbia Production Services Tax Credit
In Time,7, New Regency Pictures
Pride & Prejudice,17, StudioCanal
Defiance,8,Paramount Vantage
The Eagle,9,Toledo Productions
Munich,6, Amblin Entertainment
Finding Forrester,17, Columbia Pictures Corporation
The Grand Seduction,19,Max Films Productions
The House Bunny,15, Alta Loma Entertainment
Jumper,6, New Regency Pictures
Scream 3,8, Craven-Maddalena Films
Homefront,9,Millennium Films
Everest,7, Working Title Films
Step Up 2: The Streets,22, Offspring Entertainment
Coach Carter,12, MTV Films
The Unborn,10, Relativity Media
Rise of the Guardians,21,DreamWorks Animation
The Adventures of Pluto Nash,28, Mel's Cite du Cinema
A Perfect Getaway,17, Tooley Productions
Oblivion,8,Universal Pictures
A.I. Artificial Intelligence,28, Stanley Kubrick Productions
Point Break,11, DMG Entertainment
Captain Phillips,16,Columbia Pictures
Colombiana,10, EuropaCorp
Underworld: Awakening,21, UW4 Productions
Mission: Impossible - Rogue Nation,34, Bad Robot
Centurion,9, Canal+
On the Road,11, VideoFilmes
"You, Me and Dupree",18, MMCB Film Produktion 2004
Night at the Museum: Secret of the Tomb,39, 1492 Pictures
Ocean's Thirteen,16, Jerry Weintraub Productions
The Emperor's New Groove,24, Walt Disney Feature Animation
Hancock,7, Relativity Media
Catwoman,8, DiNovi Pictures
Old Dogs,8, Tapestry Films
The Gift,8,Lakeshore Entertainment
Justin Bieber: Never Say Never,30, Magical Elves Productions
AntiTrust,9, Epsilon Motion Pictures
Harry Potter and the Deathly Hallows: Part 2,44, Heyday Films
The Big Short,13,Paramount Pictures
Love & Other Drugs,18, Dune Entertainment
A Guy Thing,11, David Ladd Films
Self/less,9,Endgame Entertainment
Sanctum,7,Universal Pictures
Quartet,7,Headline Pictures
Happy Feet,10, Kingdom Feature Productions
Brideshead Revisited,20, HanWay Films
Cheaper by the Dozen,20,Twentieth Century Fox Film Corporation
Conviction,10, Omega Entertainment
13 Going On 30,14, Thirteen Productions
Syriana,7, FilmWorks
Movie 43,8, Relativity Media
Get Rich or Die Tryin',22, MTV Films
Disconnect,10, Liddell Entertainment
xXx,3,Columbia Pictures
Life of Pi,10, Ingenious Media
The Hills Have Eyes,19, Major Studio Partners
The Great Gatsby,16,Village Roadshow Pictures
The Martian,11, International Traders
Into the Blue,13, Metro-Goldwyn-Mayer (MGM)
Last Vegas,10, CBS Films
"Yours, Mine & Ours",18, Nickelodeon Movies
Halloween,9,Dimension Films
Predators,9, Dune Entertainment III
John Q,6,New Line Cinema
State of Play,13, Working Title Films
American Gangster,17, Film Rites
Twisted,7,Paramount Pictures
Queen of the Damned,19, Material
Gladiator,9, Universal Pictures
Twilight,8, Maverick Films
That's My Boy,13,Columbia Pictures
The Giver,9, Tonik Productions
Lucy,4, TF1 Films Production
The Eye,7, VN Productions
Captivity,9, RAMCO
National Lampoonâ€™s Van Wilder,31,Tapestry Films
The Thing,9, Strike Entertainment
Death at a Funeral,18, Screen Gems
Daybreakers,11,Lionsgate
The Back-Up Plan,16, CBS Films
Pirates of the Caribbean: Dead Man's Chest,42, Second Mate Productions
The Hateful Eight,17,Double Feature Films
Scream 3,8, Dimension Films
Dancer in the Dark,18, Zentropa Entertainments
The Invention of Lying,22, Lynda Obst Productions
The Theory of Everything,24,Working Title Films
Meet the Fockers,16, Everyman Pictures
Old Dogs,8,Walt Disney Pictures
The Hunger Games: Mockingjay - Part 2,37, Walt Disney Studios Motion Pictures
The Fog,7,Revolution Studios
The Lovely Bones,16, Film4
Children of Men,15, Strike Entertainment
Poseidon,8, Radiant Productions
Possession,10, Baltimore Spring Creek Productions
About Last Night,16, Rainforest Films
Brooklyn,8,Wildgaze Films
Elysium,7,TriStar Pictures
TRON: Legacy,12, Revolution Sun Studios
Lucy,4,Universal Pictures
Fur: An Imaginary Portrait of Diane Arbus,41,River Road Entertainment
Cars 2,6, Pixar Animation Studios
The Game Plan,13, Mayhem Pictures
Black Mass,10,Infinitum Nihil
The Final Destination,21, Parallel Zide
The Great Raid,14, Lawrence Bender Productions
The Mechanic,12, Chartoff-Winkler Productions
The Road,8, Dimension Films
White House Down,16, Iron Horse Entertainment (II)
No Strings Attached,19, Katalyst Films
Avatar,6, Twentieth Century Fox Film Corporation
Miracle,7,Walt Disney
Ray,3,Universal Pictures
Collateral,10, Edge City
The Wrestler,12, Protozoa Pictures
Eastern Promises,16, Scion Films
Space Cowboys,13, Malpaso Productions
Spy Game,8, Metropolitan Filmexport
A Man Apart,11, Newman/Tooley Films
Star Trek,9, Spyglass Entertainment
The Prestige,12,Touchstone Pictures
Mission: Impossible - Ghost Protocol,36, Bad Robot
Oculus,6, WWE Studios
Daredevil,9, Epsilon Motion Pictures
Repo Men,8, Relativity Media
Along Came a Spider,19, MFP Munich Film Partners
Boogeyman,9, Senator International
Solitary Man,12, Millennium Films
Spartan,7, Linson Entertainment
The Love Guru,13, Internationale Filmproduktion
Space Chimps,12, Studiopolis
Shrek,5, Pacific Data Images (PDI)
Saving Silverman,16, Columbia Pictures Corporation
Contraband,10, Closest to the Hole Productions
Daybreakers,11, Furst Films
August: Osage County,20,Jean Doumanian Productions
J. Edgar,8, Wintergreen Productions
Identity Thief,14, DumbDumb
Body of Lies,12, Warner Bros.
Cosmopolis,10,France 2 CinÃ©ma
La migliore offerta,19,Paco Cinematografica
The Amazing Spider-Man 2,24, Marvel Enterprises
Cursed,6,Craven-Maddalena Films
Baby Mama,9,Relativity Media
Meet Dave,9, Regency Enterprises
American Dreamz,15,Universal Pictures
Knockaround Guys,16,Lawrence Bender Productions
The Dilemma,11, Universal Pictures
The Rum Diary,13,FilmEngine
The Descendants,15, Dune Entertainment
Edge of Darkness,16, Warner Bros.
Vacation,8, David Dobkin Productions
Ice Age: The Meltdown,21,Blue Sky Studios
Quills,6,Fox Searchlight Pictures
Taking Lives,12,Village Roadshow Pictures
District 9,10,WingNut Films
Planet 51,9, Ilion Animation Studios
Aliens in the Attic,19, New Upstairs Productions
Fever Pitch,11,Fox 2000 Pictures
Cosmopolis,10, Alfama Films
Young Adult,11,Paramount Pictures
The Forgotten,13, Jinks/Cohen Company
Angel Eyes,10, Franchise Pictures
Guess Who,9, Regency Enterprises
28 Days Later...,16,DNA Films
Contraband,10, Leverage Management
Eagle Eye,9, KMP Film Invest
Undisputed,10,Miramax Films
The School of Rock,18,Paramount Pictures
Robots,6, Twentieth Century Fox Animation
The Girl Next Door,18, Daybreak
Soul Surfer,11, FilmDistrict
Mindhunters,11, Intermedia Films
Hannibal,8, Metro-Goldwyn-Mayer (MGM)
4: Rise of the Silver Surfer,28, Twentieth Century Fox Film Corporation
Safe House,10, Dentsu
Carrie,6, Misher Films
The Cave,8, Cineblue Internationale Filmproduktionsgesellschaft
Jimmy Neutron: Boy Genius,25,Nickelodeon Movies
Bedazzled,9, KirchMedia
The Village,11, Touchstone Pictures
The Aviator,11, Warner Bros.
Red Planet,10, Mars Production Pty. Ltd.
Bewitched,9,Columbia Pictures Corporation
The Fast and the Furious,24, Original Film
The Book of Eli,15, Silver Pictures
Unstoppable,11, Prospect Park
Fahrenheit 9/11,15, Fellowship Adventure Group
The Mummy: Tomb of the Dragon Emperor,37, Relativity Media
Happy Feet,10, Animal Logic
The Iron Lady,13, CinÃ©CinÃ©ma
Harry Potter and the Deathly Hallows: Part 1,44,Warner Bros.
The Jungle Book 2,17, Walt Disney Television Animation
Kingsman: The Secret Service,28,Twentieth Century Fox Film Corporation
Mortdecai,9,Lionsgate
Ant-Man,7,Marvel Studios
The Illusionist,15, Bob Yari Productions
Agora,5, Telecinco Cinema
Alex & Emma,11,Epsilon Motion Pictures
Burke & Hare,12, Prescience
The Amityville Horror,21, Metro-Goldwyn-Mayer (MGM)
Winter's Tale,13,Village Roadshow Pictures
The Danish Girl,15, Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique
Looney Tunes: Back in Action,28, Warner Bros. Animation
Zoolander,9,Paramount Pictures
All About Steve,15, Radar Pictures
The Cave,8, City Productions
Astro Boy,9, Tezuka Production Company Ltd.
Take the Lead,13, Tiara Blu Films
Hellboy II: The Golden Army,27, Mid Atlantic Films
An Unfinished Life,18,Miramax Films
Jay and Silent Bob Strike Back,30,Dimension Films
Two Weeks Notice,16, Castle Rock Entertainment
Resident Evil: Extinction,25,Impact Pictures
Land of the Lost,16, Sid & Marty Krofft Pictures
Victor Frankenstein,19,Twentieth Century Fox Film Corporation
Love & Other Drugs,18, Fox 2000 Pictures
Bridget Jones: The Edge of Reason,33, Atlantic Television
The Roommate,12, Screen Gems
Did You Hear About The Morgans?,31,Columbia Pictures
The Majestic,12, NPV Entertainment
Goal!: The Dream Begins,23, Milkshake Films
Sahara,6, Mace Neufeld Productions
Sanctum,7, Relativity Media
Valkyrie,8, Achte Babelsberg Film
Colombiana,10, Grive Productions
Ã†on Flux,9, MTV Films
Selma,5, Cloud Eight Films
Abandon,7, Spyglass Entertainment
Domino,6, Davis-Films
Secret Window,13, Mel's Cite du Cinema
Hanging Up,10,Laurence Mark Productions
Sparkle,7, Stage 6 Films
Made of Honor,13,Columbia Pictures
The Hangover,12, Warner Bros.
Delivery Man,12, Touchstone Pictures
The Manchurian Candidate,24, Clinica Estetico
Final Destination,17, Zide-Perry Productions
Blackhat,8, Legendary Pictures
Green Zone,10,Universal Pictures
The Company Men,15,Spring Creek Productions
The Devil's Double,18, Corsan
Clash of the Titans,19, Moving Picture Company (MPC)
The Hundred-Foot Journey,24, Harpo Films
Bullet to the Head,18, IM Global
Elysium,7, Media Rights Capital
Lucky Number Slevin,19,The Weinstein Company
Country Strong,14, Screen Gems
Lions for Lambs,15, United Artists
Mission to Mars,15, The Jacobson Company
Harold & Kumar Escape from Guantanamo Bay,41,New Line Cinema
Conviction,10, Pantheon Entertainment Corporation
The Twilight Saga: Breaking Dawn - Part 2,41,Summit Entertainment
Underworld,10, Subterranean Productions UK Ltd.
The Secret of Moonacre,22,South Pacific Pictures
127 Hours,9, Warner Bros.
Everything Must Go,18,Birdsong Pictures
What to Expect When You're Expecting,36, What to Expect Productions
Legion,6,Bold Films
The Adventures of Sharkboy and Lavagirl,39,Columbia Pictures Corporation
The Big Bounce,14,Warner Bros. Pictures
Chronicle,9, Dune Entertainment
Black or White,14,Treehouse Pictures
The Cave,8, Screen Gems
The DUFF,8, CBS Films
Rock the Kasbah,15, Venture Forth
xXx,3, Revolution Studios
2012,4, Centropolis Entertainment
Knight and Day,14, Twentieth Century Fox Film Corporation
Snitch,6, Exclusive Media Group
Catch Me If You Can,19,DreamWorks SKG
I'm Not There.,14,Endgame Entertainment
Underworld: Awakening,21, Screen Gems
Don't Be Afraid of the Dark,27, FilmDistrict
Lakeview Terrace,16, Overbrook Entertainment
17 Again,8,New Line Cinema
Accepted,8,Universal Pictures
War,3,Mosaic Media Group
