ranking,rating,reviews_number,cuisine_style
4.0,5.0,302.0,"International,  Mediterranean,  European,  Fusion,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
4.0,5.0,332.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
4.0,5.0,423.0,"European,  Portuguese,  Soups,  Mediterranean,  Vegetarian Friendly,  Vegan Options"
4.0,5.0,666.0,"Italian,  Fast Food,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
5.0,4.5,280.0,"French,  Chinese,  Asian,  Fusion,  Vegetarian Friendly,  Vegan Options"
5.0,4.5,316.0,"Dutch,  European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
5.0,4.5,589.0,"Mediterranean,  European,  Greek,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
5.0,4.5,631.0,"Seafood,  Mediterranean,  European,  Greek,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
5.0,4.5,703.0,"European,  Scandinavian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
5.0,4.5,1485.0,"International,  European,  Asian,  Vegetarian Friendly,  Vegan Options"
5.0,4.5,2140.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
5.0,4.5,2356.0,"Polish,  European,  Eastern European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
5.0,4.5,3206.0,"Seafood,  Mediterranean,  European,  Spanish,  Portuguese,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
5.0,5.0,68.0,"French,  European,  Contemporary,  Vegetarian Friendly"
5.0,5.0,810.0,"Wine Bar,  Scottish,  Vegetarian Friendly"
5.0,5.0,1078.0,"Mediterranean,  Spanish,  Wine Bar,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
5.0,5.0,1316.0,"International,  European,  Gluten Free Options"
6.0,4.5,309.0,"Polish,  European,  Soups,  Central European,  Eastern European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
6.0,4.5,360.0,"European,  Slovenian,  Central European,  Vegetarian Friendly,  Gluten Free Options"
6.0,4.5,413.0,"American,  Bar,  International,  Healthy,  Pub,  Vegetarian Friendly,  Gluten Free Options"
6.0,4.5,430.0,"German,  Austrian,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
6.0,4.5,556.0,"European,  Scandinavian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
6.0,4.5,576.0,"Italian,  Seafood,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
6.0,4.5,1127.0,"Greek,  Mediterranean,  European,  Vegan Options,  Gluten Free Options"
6.0,4.5,1222.0,"French,  Swiss,  European,  Vegetarian Friendly,  Gluten Free Options"
6.0,4.5,1569.0,"French,  Belgian,  Bar,  Seafood,  European,  Central European,  Vegetarian Friendly,  Vegan Options"
6.0,4.5,2535.0,"French,  European,  British,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
6.0,5.0,1046.0,"Mediterranean,  European,  Greek,  Contemporary,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
7.0,4.0,652.0,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
7.0,4.5,160.0,"Bar,  Vegetarian Friendly"
7.0,4.5,363.0,"French,  European,  Gluten Free Options"
7.0,4.5,449.0,"French,  European,  Vegetarian Friendly"
7.0,4.5,455.0,"European,  Swedish,  Scandinavian,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
7.0,4.5,541.0,"Brew Pub,  Grill,  Gastropub,  Eastern European,  Vegetarian Friendly"
7.0,4.5,1455.0,"French,  International,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
7.0,4.5,2088.0,"Mediterranean,  Portuguese,  Wine Bar,  Delicatessen,  Vegetarian Friendly,  Gluten Free Options"
8.0,4.5,345.0,"European,  Portuguese,  Wine Bar"
8.0,4.5,468.0,"Indian,  Asian,  Healthy,  Balti,  Wine Bar,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
8.0,4.5,492.0,"Swiss,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
8.0,4.5,628.0,"International,  European,  Fusion,  Contemporary,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
8.0,4.5,675.0,"Asian,  Indonesian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
8.0,4.5,706.0,"European,  Portuguese,  French,  Wine Bar,  Vegetarian Friendly,  Vegan Options"
8.0,4.5,764.0,"Seafood,  Mediterranean,  European,  Spanish,  Portuguese,  Vegetarian Friendly,  Gluten Free Options"
8.0,4.5,767.0,"Vegetarian Friendly,  Gluten Free Options"
8.0,4.5,832.0,"Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
8.0,4.5,1741.0,"Italian,  Mediterranean,  Greek,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
8.0,4.5,2487.0,"Japanese,  Seafood,  Sushi,  Asian,  Soups,  Fusion,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
9.0,4.5,350.0,"Grill,  Brazilian,  Latin,  South American,  Vegetarian Friendly,  Gluten Free Options"
9.0,4.5,463.0,"Austrian,  Fast Food,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
9.0,4.5,533.0,"Mediterranean,  Middle Eastern,  Egyptian,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
9.0,4.5,557.0,"Steakhouse,  Seafood,  European,  Vegetarian Friendly,  Gluten Free Options"
9.0,4.5,693.0,"Steakhouse,  Barbecue,  European,  Argentinean,  Grill,  Gluten Free Options"
9.0,4.5,816.0,"European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
9.0,4.5,923.0,"Japanese,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
9.0,4.5,956.0,"Indian,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
9.0,4.5,984.0,"Indian,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
9.0,4.5,1388.0,"French,  International,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
9.0,4.5,4234.0,"Middle Eastern,  Mediterranean,  Greek,  Delicatessen,  Gluten Free Options"
9.0,5.0,408.0,"Mexican,  Mediterranean,  Delicatessen,  Colombian,  Latin,  Central American,  Vegetarian Friendly,  Gluten Free Options"
9.0,5.0,473.0,"Asian,  Thai,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
10.0,4.5,277.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
10.0,4.5,299.0,"Seafood,  Mediterranean,  European,  Greek,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
10.0,4.5,337.0,"Latin,  Bar,  Venezuelan,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
10.0,4.5,375.0,"Mexican,  Southwestern,  Latin,  Fast Food,  Central American,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
10.0,4.5,406.0,"Cafe,  European,  Healthy,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
10.0,4.5,450.0,"Dutch,  Seafood,  Fast Food"
10.0,4.5,521.0,"Mediterranean,  European,  Slovenian,  Eastern European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
10.0,4.5,689.0,"French,  Vegetarian Friendly,  Gluten Free Options"
10.0,4.5,692.0,"Irish,  Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
10.0,4.5,834.0,"Pub,  Latin,  Bar,  Street Food,  Vegetarian Friendly"
10.0,4.5,1352.0,"Seafood,  Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
10.0,5.0,369.0,"Italian,  Pizza,  Fast Food,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
11.0,4.0,607.0,"French,  Seafood,  European,  Vegetarian Friendly"
11.0,4.0,994.0,"European,  Scandinavian,  Gluten Free Options"
11.0,4.5,129.0,"European,  Eastern European,  Central European,  Vegetarian Friendly"
11.0,4.5,261.0,"Portuguese,  Gluten Free Options"
11.0,4.5,295.0,"American,  Bar,  European,  Vegetarian Friendly,  Gluten Free Options"
11.0,4.5,453.0,"Italian,  Bar,  Brew Pub,  Delicatessen,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
11.0,4.5,462.0,"Seafood,  Mediterranean,  European,  International,  Gluten Free Options"
11.0,4.5,607.0,Steakhouse
11.0,4.5,722.0,"Indian,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
11.0,4.5,758.0,"European,  Scandinavian,  Danish,  Vegetarian Friendly,  Gluten Free Options"
11.0,4.5,837.0,"Mediterranean,  European,  Spanish,  Wine Bar,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
11.0,4.5,1403.0,"International,  European,  Central European,  Hungarian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
11.0,4.5,2222.0,"Steakhouse,  Italian,  Mediterranean,  European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
11.0,5.0,99.0,"French,  Irish,  European,  British,  Contemporary,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
12.0,4.5,378.0,"Indian,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
12.0,4.5,434.0,"Mediterranean,  European,  Spanish,  Gluten Free Options"
12.0,4.5,467.0,"Seafood,  Mediterranean,  European,  Gluten Free Options"
12.0,4.5,542.0,"Italian,  Vegetarian Friendly,  Vegan Options"
12.0,4.5,591.0,"American,  Steakhouse,  Barbecue,  European"
12.0,4.5,630.0,"Italian,  Mediterranean,  Wine Bar"
12.0,4.5,2154.0,"French,  European,  Vegetarian Friendly,  Vegan Options"
12.0,5.0,392.0,"Mediterranean,  European,  Turkish,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
13.0,4.5,288.0,"French,  Swiss,  European,  Central European,  Vegetarian Friendly,  Gluten Free Options"
13.0,4.5,321.0,"Mediterranean,  Polish,  International,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
13.0,4.5,368.0,"French,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
13.0,4.5,407.0,"Indian,  Asian,  Bangladeshi,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
13.0,4.5,485.0,"Italian,  Pizza,  Vegetarian Friendly,  Vegan Options"
13.0,4.5,509.0,"American,  Steakhouse,  Barbecue,  European,  Grill,  Gluten Free Options"
13.0,4.5,561.0,"French,  European,  Vegetarian Friendly,  Gluten Free Options"
13.0,4.5,585.0,"Irish,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
13.0,4.5,745.0,"Italian,  Mediterranean,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
13.0,4.5,903.0,"Bar,  Fast Food,  British,  Pub,  Scottish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
13.0,4.5,1739.0,"Italian,  Seafood,  Mediterranean,  Contemporary,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
13.0,4.5,3392.0,"Mediterranean,  Greek,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
13.0,4.5,7575.0,"Hungarian,  Vegetarian Friendly,  Vegan Options"
13.0,5.0,572.0,"French,  Gluten Free Options,  Vegetarian Friendly,  Vegan Options"
14.0,4.0,1624.0,"French,  Seafood,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
14.0,4.5,389.0,"French,  European"
14.0,4.5,414.0,"Italian,  Pizza,  Fast Food,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
14.0,4.5,454.0,"Mediterranean,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
14.0,4.5,779.0,"German,  Seafood,  Fast Food"
14.0,4.5,948.0,"Contemporary,  Brazilian,  Mediterranean,  Portuguese,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
14.0,4.5,1162.0,"Swedish,  Scandinavian,  Vegetarian Friendly,  Gluten Free Options"
14.0,4.5,1676.0,"Mediterranean,  European,  Spanish,  International,  Contemporary,  Fusion,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
14.0,4.5,2297.0,"European,  British,  Scottish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
14.0,5.0,147.0,"Fast Food,  Middle Eastern,  Persian,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
14.0,5.0,489.0,"Italian,  Fast Food,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options"
15.0,4.0,325.0,"Indian,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
15.0,4.0,688.0,"European,  Eastern European,  Central European,  Vegetarian Friendly"
15.0,4.0,1488.0,"Cafe,  European,  Soups,  Scandinavian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
15.0,4.5,343.0,"Seafood,  Scandinavian,  Norwegian,  Gluten Free Options"
15.0,4.5,355.0,"Italian,  Pizza,  Mediterranean,  Vegetarian Friendly,  Vegan Options"
15.0,4.5,596.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
15.0,4.5,650.0,"Steakhouse,  Latin,  Mediterranean,  European,  Portuguese,  Argentinean,  South American,  Gluten Free Options"
15.0,4.5,809.0,"Steakhouse,  Barbecue,  European,  Central European,  Vegetarian Friendly,  Gluten Free Options"
15.0,4.5,838.0,"Polish,  European,  Eastern European,  Central European,  Vegetarian Friendly,  Gluten Free Options"
15.0,4.5,839.0,"American,  Fast Food,  Vegetarian Friendly"
15.0,4.5,893.0,"German,  Bar,  European,  Pub,  Central European,  Gastropub"
15.0,4.5,1005.0,"Swedish,  European,  Delicatessen"
15.0,4.5,1246.0,"French,  Dutch,  International,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
15.0,4.5,1806.0,"Polish,  International,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
15.0,4.5,2050.0,"Belgian,  Seafood,  European,  Soups,  Gluten Free Options"
16.0,4.0,385.0,"Japanese,  Sushi,  Asian,  Vegetarian Friendly,  Gluten Free Options"
16.0,4.0,812.0,"Italian,  Mediterranean,  European,  Delicatessen,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
16.0,4.5,194.0,"Cafe,  Mediterranean,  European,  Spanish,  Delicatessen,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
16.0,4.5,603.0,"Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
16.0,4.5,1007.0,"Belgian,  Bar,  European,  Pub"
16.0,4.5,1391.0,"Dutch,  Cafe,  European,  British,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
16.0,5.0,1015.0,"Seafood,  Fast Food,  British"
17.0,4.5,408.0,"Mediterranean,  European,  Greek,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
17.0,4.5,498.0,"Lebanese,  Mediterranean,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
17.0,4.5,547.0,"Fast Food,  Portuguese"
17.0,4.5,1633.0,"Dutch,  European,  Healthy,  International,  Vegetarian Friendly,  Gluten Free Options"
17.0,4.5,2800.0,"Italian,  Pizza,  Mediterranean,  Vegetarian Friendly,  Vegan Options"
17.0,5.0,86.0,"European,  Scandinavian,  Danish,  Gluten Free Options,  Vegetarian Friendly,  Vegan Options"
17.0,5.0,114.0,"Italian,  Mediterranean,  Wine Bar,  Vegetarian Friendly"
17.0,5.0,1129.0,"European,  British,  Contemporary,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
18.0,4.5,186.0,"Mediterranean,  European,  Portuguese,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
18.0,4.5,205.0,"Japanese,  Sushi,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
18.0,4.5,220.0,"Mediterranean,  Barbecue,  European,  Grill,  Portuguese,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
18.0,4.5,281.0,"Italian,  Mediterranean,  Vegetarian Friendly,  Vegan Options"
18.0,4.5,299.0,"Bar,  Mediterranean,  Greek,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
18.0,4.5,308.0,"Steakhouse,  Barbecue,  European,  Slovenian,  Gluten Free Options"
18.0,4.5,310.0,"Cafe,  Fusion"
18.0,4.5,440.0,"Mediterranean,  Barbecue,  Turkish,  European,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
18.0,4.5,486.0,"Irish,  Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
18.0,4.5,518.0,"French,  Seafood,  European,  Gluten Free Options"
18.0,4.5,792.0,"German,  European,  Central European"
18.0,4.5,958.0,"French,  Bar,  International,  European,  Seafood,  Vegetarian Friendly,  Gluten Free Options"
18.0,4.5,1211.0,"Pizza,  Fast Food,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
18.0,4.5,2471.0,"French,  Steakhouse,  European"
19.0,4.5,114.0,"Steakhouse,  Brazilian,  Barbecue,  Grill"
19.0,4.5,252.0,"Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
19.0,4.5,421.0,"Italian,  European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
19.0,4.5,426.0,"Indian,  Tibetan,  Nepali,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
19.0,4.5,473.0,"Italian,  Mediterranean,  Street Food,  Vegetarian Friendly"
19.0,4.5,482.0,"American,  Fast Food,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
19.0,4.5,514.0,"French,  European"
19.0,4.5,670.0,"Gastropub,  Irish,  European,  Pub,  Vegetarian Friendly,  Gluten Free Options"
19.0,4.5,985.0,"American,  Bar,  Vegetarian Friendly,  Gluten Free Options"
19.0,4.5,1386.0,"French,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
20.0,4.5,300.0,"Italian,  Mediterranean,  Vegetarian Friendly,  Gluten Free Options"
20.0,4.5,395.0,"Mediterranean,  European,  Spanish,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
20.0,4.5,400.0,"Irish,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
20.0,4.5,448.0,"Mediterranean,  European,  Greek,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
20.0,4.5,457.0,"Indian,  Healthy,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
20.0,4.5,470.0,"European,  Swedish,  Scandinavian,  Caucasian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
20.0,4.5,495.0,"Italian,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
20.0,4.5,753.0,"French,  European,  Gluten Free Options"
20.0,4.5,835.0,"Mediterranean,  Barbecue,  European,  Turkish,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Halal,  Gluten Free Options"
20.0,4.5,903.0,"European,  Central European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
20.0,4.5,1250.0,"French,  European,  Central European,  Vegetarian Friendly,  Gluten Free Options"
20.0,4.5,2110.0,"Mediterranean,  European,  Portuguese,  International,  Contemporary,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
20.0,5.0,273.0,"Mediterranean,  European,  Turkish,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options,  Halal"
21.0,4.5,196.0,"French,  Mediterranean,  Vegetarian Friendly,  Gluten Free Options"
21.0,4.5,203.0,"European,  Scandinavian,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
21.0,4.5,295.0,"French,  European"
21.0,4.5,297.0,"German,  Austrian,  European,  Central European,  Vegetarian Friendly"
21.0,4.5,370.0,"Diner,  German,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
21.0,4.5,492.0,"Japanese,  Seafood,  Sushi,  Asian,  Fusion,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
21.0,4.5,584.0,"Italian,  Seafood,  Mediterranean,  Soups,  Gluten Free Options"
21.0,4.5,956.0,"European,  Central European,  Hungarian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
21.0,4.5,1380.0,"International,  European"
21.0,4.5,2253.0,"Seafood,  Mediterranean,  European,  Portuguese,  Soups,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
21.0,5.0,1975.0,"Italian,  Pizza,  Fast Food,  Vegetarian Friendly,  Vegan Options"
22.0,4.0,209.0,"European,  Scandinavian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
22.0,4.5,239.0,"French,  Dutch,  Seafood,  European,  International,  Vegetarian Friendly,  Gluten Free Options"
22.0,4.5,249.0,"Italian,  Seafood,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
22.0,4.5,371.0,"German,  Austrian,  European,  Central European,  Vegetarian Friendly"
22.0,4.5,382.0,"Bar,  Cafe,  Mediterranean,  European,  Greek,  Contemporary,  Healthy,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
22.0,4.5,454.0,"German,  Seafood,  European,  Central European,  Vegetarian Friendly,  Gluten Free Options"
22.0,4.5,546.0,"Mediterranean,  European,  Portuguese,  Vegetarian Friendly,  Gluten Free Options"
22.0,4.5,558.0,"Italian,  Fast Food,  Vegetarian Friendly,  Vegan Options"
22.0,4.5,760.0,"Italian,  Polish,  Mediterranean,  European,  Central European,  Vegetarian Friendly,  Vegan Options"
22.0,4.5,805.0,"French,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
22.0,4.5,839.0,"Asian,  Fusion,  Vegetarian Friendly,  Gluten Free Options"
22.0,4.5,972.0,"Bar,  Mediterranean,  European,  Spanish,  International,  Gluten Free Options"
22.0,4.5,1003.0,"Italian,  French,  Mediterranean,  European,  International,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
22.0,4.5,1382.0,"European,  Swedish,  Scandinavian,  Vegetarian Friendly,  Gluten Free Options"
23.0,4.0,2578.0,"Bar,  European,  Pub,  Czech,  Eastern European,  Central European,  Brew Pub,  Vegetarian Friendly"
23.0,4.5,184.0,"American,  Steakhouse,  Seafood,  European"
23.0,4.5,268.0,"French,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
23.0,4.5,296.0,"Polish,  Soups,  Eastern European,  Vegetarian Friendly,  Gluten Free Options"
23.0,4.5,320.0,"Scandinavian,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
23.0,4.5,372.0,"Japanese,  Sushi,  Asian,  Vegetarian Friendly"
23.0,4.5,401.0,"Bar,  British,  Pub,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
23.0,4.5,462.0,"Mediterranean,  Irish,  Cafe,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
23.0,4.5,480.0,"Fusion,  European,  Healthy,  International,  Vegetarian Friendly,  Vegan Options"
23.0,4.5,1391.0,"Chinese,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options"
