mission_title,Target
STS-53,"287, 262, 233"
STS-54,"288, 248, 230, 247"
STS-55,"261, 192, 293, 170, 292, 294, 295"
STS-56,"290, 291, 243, 271"
STS-57,"228, 184, 296, 298"
STS-58,"304, 161, 306, 307, 171"
STS-59,"244, 310, 245, 273"
STS-6,116
STS-60,"196, 258, 283, 309"
STS-61,"274, 179, 117, 163"
STS-61-A,"109, 280, 125, 158"
STS-61-B,"193, 128, 194"
STS-61-C,"146, 196, 197"
STS-61A,"188, 189, 170"
STS-61B,148
STS-62,"238, 227"
STS-63,324
STS-64,"219, 288, 317"
STS-65,"250, 303, 314, 313, 233"
STS-66,"291, 248, 282"
STS-67,"325, 265"
STS-68,"319, 297, 302"
STS-69,"154, 301, 290, 334"
STS-7,"119, 120"
STS-70,"315, 261, 330, 331, 296"
STS-71,"132, 292"
STS-72,341
STS-73,"225, 336, 339, 338"
STS-74,"313, 192"
STS-75,"348, 346, 279, 197, 347"
STS-76,"304, 309"
STS-77,"230, 282, 349, 302"
STS-78,"353, 351, 352, 261"
STS-79,"266, 318, 245"
STS-8,"105, 124, 125"
STS-80,"117, 335, 254, 310"
STS-81,"257, 297, 227"
STS-82,"346, 321, 274, 319"
STS-83,"359, 358, 313, 315"
STS-84,322
STS-85,"366, 282"
STS-86,"327, 367, 226"
STS-87,342
STS-88,"192, 233, 387"
STS-89,"374, 372, 318, 187, 373"
STS-9,"128, 17, 129"
STS-90,"381, 377"
STS-91,"292, 382, 197"
STS-92,"305, 297, 270, 400, 314, 337"
STS-93,"278, 336"
STS-94,"359, 298, 315, 360"
STS-95,"368, 3, 323, 282, 365, 316, 385"
STS-96,"389, 335, 390, 291"
STS-97,"321, 153, 367"
STS-98,"401, 290, 310"
STS-99,"394, 383, 382, 298"
STS87,371
STS­ 91,84
STS­106,"399, 311"
STS­112,426
STS­60,212
STS­63,118
STS­88,212
Salyut 6,"74, 84, 75, 100, 93, 84, 88, 93"
Salyut 7,"99, 98, 108, 107, 86, 86, 111, 93, 88, 95, 111, 183"
Shenzhou 10,"442, 534"
Shenzhou 11,550
Shenzhou 5,434
Shenzhou 6,"442, 441"
Shenzhou 7,"483, 485"
Shenzhou 9,"485, 528"
Skylab 2,61
Skylab 3,"62, 44"
Skylab 4,68
Skylab-2,60
Soyuz  3,332
Soyuz 10,"51, 36"
Soyuz 11,"52, 42, 53"
Soyuz 12,65
Soyuz 14,"71, 6"
Soyuz 15,72
Soyuz 18,47
Soyuz 19,15
Soyuz 21,78
Soyuz 22,"9, 79"
Soyuz 23,81
Soyuz 24,82
Soyuz 25,84
Soyuz 26/27,85
Soyuz 27/26,"65, 86"
Soyuz 28,87
Soyuz 3,32
Soyuz 31,90
Soyuz 36/35,94
Soyuz 37/36,43
Soyuz 38,"97, 85"
Soyuz 39,86
Soyuz 4,34
Soyuz 5,35
Soyuz 5/4,36
Soyuz 6,"39, 40"
Soyuz 7,"43, 75"
Soyuz 8,"34, 36"
Soyuz 9,"47, 5"
Soyuz TM-11/10,242
Soyuz TM-24/23,355
Soyuz TM-25/24,357
Soyuz TM-27/26,376
Soyuz TMA-1/TM-34,427
Soyuz TMA-11/10,464
Soyuz TMA-12 / Soyuz TMA-11,477
Soyuz TMA-13,486
Soyuz TMA-14,456
Soyuz TMA-16/14,507
Soyuz TMA-4/TMA-3,436
Soyuz TMA-6/TMA-5,418
Soyuz TMA-7,440
Soyuz TMA-8,443
Soyuz TMA-9,449
Soyuz TMA­1/TM­34,405
Soyuz TMA­5,437
Soyuz TM­32/31,"312, 385"
Soyuz TM­33/32,410
Soyuz TM­4/3,207
Soyuz T­3,65
Soyuz T­8,"110, 99"
Spacelab-2,177
Voskhod 1,13
Vostok 1,1
Vostok 2,2
Vostok 3,5
Vostok 6,10
spacelab-3,168
sts-46,281
