mission_title,Target
Shenzhou 6,441
STS-46,156
STS-121,411
STS-128,459
STS-132,478
STS-113,226
15,455
STS-94,360
16,311
STS-60,258
STS-77,282
STS-68,302
STS-1,17
STS-61,117
STS-73,336
STS-92,314
Soyuz 10,36
30,476
22,215
STS-121,446
STS-41-G,149
STS-88,233
Soyuz 37/36,43
STS-51L,201
STS-77,349
STS-50,276
12,391
STS-35,213
Soyuz T­8,99
STS-92,337
STS-47,283
STS-51-G,124
STS-96,291
STS-127,499
STS-51-D,161
STS-61-B,194
26,384
40,538
STS-40,161
Soyuz TM­32/31,385
STS-119,458
48,549
20,332
STS-44,263
STS-31,135
STS­ 91,84
STS-115,321
Apollo 11,24
Skylab-2,60
STS 51-C,157
4,303
23,514
STS-49,225
15,210
33,530
STS-118,463
STS-97,367
STS-39,144
Shenzhou 10,442
STS-119,491
STS-56,271
STS-110,417
STS-58,306
STS-104,383
STS-88,387
Soyuz TM-11/10,242
STS-107,432
STS-65,233
STS-61,163
STS-58,307
STS-125,497
Soyuz TM­33/32,410
STS-42,122
11,268
STS-57,298
11,404
STS-118,461
13,333
STS-130,465
STS-55,292
STS-34,222
STS-99,298
STS-75,347
5,422
STS-60,283
STS-39,125
STS-8,125
Shenzhou 10,534
23,320
STS-41-G,151
Astro-1,239
ASTP,23
STS-69,301
Gemini 10,27
Soyuz 6,40
54,555
STS-51G,172
3,118
STS-55,294
Apollo 12,20
18,343
STS-54,247
52,509
STS-103,271
Gemini 3,17
STS-69,290
STS-51-B,165
STS-95,385
STS-59,273
STS-123,472
STS-46,227
STS-101,262
STS-123,382
STS-70,296
STS-126,447
STS-73,339
STS-78,352
STS-32,227
Gemini 9A,23
29,524
STS-120,400
STS-115,447
17,204
STS-106,398
23,513
STS-123,473
Apollo 14,50
STS-58,171
STS-42,185
29,398
STS-30,184
STS-78,261
STS-30,122
Shenzhou 9,528
Soyuz 27/26,86
STS-103,322
STS-74,313
Shenzhou 5,434
3,236
STS-69,334
STS-134,482
STS-74,192
Salyut 7,111
STS-55,295
STS-79,245
Salyut 6,88
Soyuz 7,75
STS-73,338
STS-61-A,158
STS-80,310
STS-77,302
Soyuz 36/35,94
Soyuz T­3,65
32,481
STS-51I,141
STS-125,414
Mercury-Atlas 9,8
STS-34,160
31,384
Soyuz TMA­1/TM­34,405
STS-53,233
STS-133,493
STS-66,248
Salyut 6,93
Salyut 7,183
Apollo 12,28
22,438
STS-60,309
24,208
STS-50,237
STS-51-J,185
STS-66,282
STS-112,306
STS-42,265
STS-67,265
