Index,genres
186,"Adventure,  Sci-Fi,  Thriller"
187," Romance,  Drama,  Fantasy, Adventure"
188," Family,  Animation, Adventure,  Comedy,  Sci-Fi,  Fantasy"
189," Sci-Fi,  Thriller, Adventure"
190," Crime,  Comedy,  Thriller, Action"
191,"Action,  Animation,  Comedy,  Family,  Adventure,  Fantasy"
192," Mystery,  Crime, Action,  Thriller"
193," Adventure,  Drama, Action"
194," Adventure, Action,  Mystery,  Family"
195,"Adventure,  Mystery,  Family,  Fantasy"
196," Romance, Adventure,  War,  Drama"
197,"Action,  Adventure,  Sci-Fi"
198," Animation, Adventure,  Family,  Thriller"
200," Fantasy,  Family,  Comedy, Adventure"
201," Family,  Comedy, Action,  Animation,  Sci-Fi"
202," Family,  Fantasy, Adventure"
203,"Action,  Fantasy,  Comedy"
205,"Action,  Adventure,  Fantasy"
207,"Adventure,  Thriller,  Sci-Fi"
208," Thriller, Mystery"
209,"Adventure,  Musical,  Animation,  Comedy,  Family"
210," Fantasy,  Sci-Fi,  Thriller, Action,  Adventure"
211," Thriller,  Crime, Action"
212," Adventure,  Mystery,  Crime,  Thriller, Action"
213," Fantasy,  Adventure, Action"
214,"Action,  Sci-Fi"
215,"Action,  Adventure,  History"
216,"Action,  Thriller,  Adventure"
217,Action
218," Family, Comedy,  Fantasy"
219," Thriller, Action,  Sci-Fi,  Adventure"
220," Adventure,  Thriller, Action"
221," Thriller, Action,  Drama,  Adventure"
222," Adventure, Action,  Sci-Fi,  Thriller"
223," Fantasy,  Drama, Adventure"
224," Thriller, Action,  Fantasy"
225,"Action,  Thriller"
226," Crime,  Adventure, Action,  Comedy"
227," Sci-Fi,  Mystery, Adventure"
228,"Adventure,  Animation,  Family,  Fantasy,  Comedy"
229,"Action,  Drama,  Thriller,  Sci-Fi"
230,"Action,  Sci-Fi,  Thriller,  Adventure"
231," Crime, Action,  Sci-Fi,  Thriller"
232," Sport,  Family, Action"
233," Romance, Comedy,  Drama"
234," Romance, Action,  Comedy"
235," Adventure, Action,  Sci-Fi,  Mystery"
236," Sci-Fi,  Adventure,  Fantasy, Action"
237,"Action,  Adventure,  Fantasy,  Sci-Fi"
238," Comedy,  Family,  Fantasy,  Animation, Adventure"
239," Adventure, Action,  Sci-Fi,  Thriller"
240," Sci-Fi, Action,  Adventure,  Fantasy"
241," Family,  Comedy,  Fantasy, Adventure,  Animation"
243,"Action,  War,  Drama"
244," Drama,  Fantasy,  Adventure, Action"
245,"Action,  Adventure,  Comedy,  Sci-Fi"
246," Thriller,  Drama, Adventure,  Sci-Fi"
247," Adventure,  Thriller, Action"
249,"Action,  Adventure,  Sci-Fi"
250," Fantasy, Action,  Comedy,  Family,  Adventure"
251," Drama,  Thriller, Action,  Adventure"
252,"Action,  Adventure,  Thriller"
253," Drama,  History, Action,  War"
254," Thriller, Crime"
255,"Action,  Crime,  Romance,  Comedy,  Thriller"
256," Thriller, Adventure,  Sci-Fi"
257," Drama, Biography"
258," Comedy, Adventure,  Family,  Fantasy"
259," Thriller,  Comedy,  Crime, Action,  Sci-Fi"
261," War,  Drama,  Fantasy, Action"
262," Family,  Comedy,  Animation,  Fantasy, Adventure"
263," Music,  Comedy,  Family,  Western, Animation"
264," Mystery,  Thriller, Action,  Adventure,  Sci-Fi"
265," Sport,  Sci-Fi, Action,  Drama"
266," Family,  Animation,  Comedy, Adventure,  Fantasy"
267,"Action,  Romance,  Crime,  Thriller"
268," Sci-Fi, Action"
269," Adventure,  Thriller, Action"
270," Adventure, Action,  Fantasy,  Drama"
271," Adventure,  Comedy, Action"
272," Sport, Biography,  Drama"
273," Fantasy,  Family,  Comedy, Adventure"
274," Thriller, Action,  Sci-Fi,  Mystery"
275," Drama,  Adventure, Action,  History,  War"
276,"Adventure,  Comedy,  Fantasy,  Family"
277," Romance,  Family,  Fantasy, Animation,  Musical"
278," Drama,  Sci-Fi, Adventure"
280," Thriller, Action,  Sci-Fi,  Romance,  Adventure"
281," Romance, Comedy"
282,"Action,  Thriller,  Crime"
283,"Action,  Romance,  Drama"
284,"Action,  Sci-Fi,  Mystery,  Thriller"
285," Family,  Mystery,  Fantasy, Adventure"
286,"Action,  Thriller,  Adventure"
287,"Action,  Adventure,  Sci-Fi,  Thriller"
288,"Action,  Sci-Fi"
289," Romance,  Drama,  History, Biography,  Crime"
290," Crime, Biography,  Drama"
291,"Action,  Comedy,  Thriller"
292," Crime,  Thriller, Action"
293," Romance, Comedy"
294,"Action,  Comedy,  Crime"
295," Drama,  Thriller, Action,  Mystery"
296," Western, Drama"
297,"Animation,  Family,  Drama,  Musical,  Romance"
298," Family,  Fantasy, Adventure,  Comedy,  Animation"
299," Adventure, Action,  Thriller"
300," Mystery, Action,  Family,  Adventure,  Comedy"
301," Family,  Fantasy, Action,  Adventure"
302," Fantasy, Adventure,  Drama,  Family"
303,"Adventure,  Family,  Fantasy"
304," Family, Adventure,  Animation,  Fantasy"
305," Romance,  Thriller, Action"
306," Fantasy,  Mystery,  Horror, Action"
307,"Adventure,  Drama,  Thriller"
308," Crime,  Comedy,  Drama, Biography"
309,"Action,  Fantasy,  Adventure"
310,"Action,  Sci-Fi,  War"
311,"Drama,  Sci-Fi"
312," Family,  Fantasy, Action,  Animation,  Adventure"
313," Romance,  Thriller,  Crime,  Fantasy, Action"
314,"Action,  Adventure"
315," Family, Adventure,  Animation,  Sci-Fi"
316," Sci-Fi, Adventure,  Comedy"
317," Thriller, Action,  Adventure"
318," Thriller,  Crime, Action,  Sport"
319," Fantasy,  Family, Comedy"
320,"Action,  History,  Thriller,  Drama,  Adventure,  Biography"
321,"Action,  Comedy,  Sci-Fi"
322," War, Action,  Thriller,  Drama"
323," Animation,  Family, Adventure,  Comedy"
324," Mystery,  Thriller, Drama"
325,"Action,  Fantasy,  Thriller,  Adventure"
326," Drama, Crime"
327," Romance, Drama,  War,  History"
328," Comedy,  Family, Animation,  Sport"
329," Thriller, Comedy,  Sci-Fi"
330," History, Drama,  War"
331,Comedy
332,"Action,  Adventure,  Sci-Fi"
333,"Comedy,  Drama,  Romance"
334," Family,  Comedy, Adventure,  Romance,  Animation"
335,"Adventure,  Comedy,  Animation,  Family"
336," Romance, Drama,  Family,  Fantasy"
337,"Drama,  Thriller,  Fantasy"
338,"Adventure,  Comedy,  Animation,  Family"
339," Adventure, Action,  Fantasy,  Drama"
340,"Action,  Fantasy,  Drama,  Adventure"
341,"Action,  Adventure,  Fantasy"
342,"Action,  Thriller,  Adventure,  Fantasy"
343," Sci-Fi, Drama,  Thriller,  Romance,  Mystery"
344,"Action,  Adventure,  Sci-Fi,  Thriller"
345," Thriller, Action,  Sci-Fi,  Drama"
346," Family, Adventure,  Fantasy"
347,"Action,  Thriller"
348," Western,  War,  History, Drama"
349," Family,  Animation, Action,  Adventure"
350," Comedy,  Adventure, Action"
351," Fantasy, Adventure,  Family"
352," Sci-Fi, Adventure,  Family,  Mystery,  Comedy"
353," Fantasy, Adventure,  Comedy,  Family,  Animation"
354,"Action,  Thriller"
355," Thriller,  Crime,  Comedy, Action"
356," Horror,  Fantasy,  Thriller,  Mystery, Drama"
357," Family,  Sci-Fi, Animation,  Comedy"
358," Comedy,  Adventure, Action,  Family,  Animation"
359," Comedy,  Fantasy, Adventure,  Romance,  Drama"
360," Comedy,  Adventure,  Crime,  Thriller, Action"
361," Drama,  Thriller, Crime"
362," War,  Family,  Fantasy,  Musical,  Animation, Adventure"
363,"Action,  Comedy"
364," Mystery,  Drama, Crime,  Thriller"
365," Adventure, Action,  Thriller"
366," Mystery,  Adventure,  Thriller,  Crime, Action"
368," Animation,  Fantasy, Action,  Family,  Sci-Fi,  Adventure"
369," Fantasy, Adventure,  Family,  Music,  Comedy,  Animation"
370," War,  History, Drama,  Thriller"
371," Comedy, Action"
372,"Action,  Sci-Fi,  Comedy,  Animation"
373," Sci-Fi, Adventure,  Drama"
374," Fantasy,  Family,  Mystery, Comedy,  Horror"
375,"Drama,  Thriller,  Mystery,  Sci-Fi"
376,"Action,  Horror,  Thriller,  Sci-Fi"
377," Mystery, Crime,  Thriller"
378," Fantasy, Adventure,  Family"
379," Fantasy,  Adventure, Action"
380," Thriller,  Crime,  Comedy, Action,  Adventure,  Mystery"
381," Romance,  Sci-Fi, Action,  Adventure,  Thriller"
382," Crime,  Thriller, Action"
383," Thriller, Adventure,  Sci-Fi"
384," Family,  Comedy,  Animation, Adventure,  Musical"
385,"Comedy,  Sci-Fi,  Drama"
386,"Action,  Thriller,  Sci-Fi,  Drama"
387," Thriller,  Crime, Action,  Drama"
388," Thriller,  War, Drama,  History"
389,"Action,  Sci-Fi,  Adventure"
390,"Adventure,  Fantasy"
391,"Biography,  Drama,  Sport"
392,"Action,  Family,  Fantasy,  Musical"
393," Sport, Drama,  History"
394," Thriller,  Drama, Action,  Adventure"
395," Thriller,  Crime, Action"
396," Drama, Adventure,  Romance"
397," Music,  Family,  Comedy, Animation,  Romance"
398,"Action,  Mystery,  Thriller"
399," Drama,  Thriller, Action,  Adventure"
400," Thriller, Crime"
401,"Action,  Romance,  Adventure"
402," Fantasy,  Comedy,  Family, Animation"
403," Comedy,  Family,  Fantasy,  Musical, Animation,  Romance"
405," Crime, Action,  Mystery,  Thriller"
406," Family, Adventure,  Comedy"
407," Crime, Action,  Comedy"
408," Romance, Comedy"
409,"Action,  Drama,  Mystery,  Crime,  Thriller"
410," Romance,  Drama, Comedy"
411,"Crime,  Thriller"
412,"Adventure,  Animation,  Comedy,  Family"
413," Sci-Fi, Adventure,  Mystery"
414,"Drama,  History,  War"
415,"Action,  Comedy,  Thriller,  Adventure"
416," Comedy, Action,  Adventure,  Fantasy"
417," Romance, Drama"
418,"Action,  Crime,  Thriller"
419,"Adventure,  Fantasy,  Comedy,  Animation,  Family"
420," Fantasy,  Romance, Drama"
421," Drama, Action,  Thriller"
423," Comedy, Adventure,  Fantasy,  Drama,  Family"
424," Comedy, Action,  Romance,  Fantasy"
425," Thriller,  Sci-Fi,  Adventure, Action"
426,"Comedy,  Sci-Fi,  Romance"
427," Mystery, Adventure,  Comedy"
428," Sci-Fi, Action"
429," Romance,  Drama, Comedy,  Fantasy"
431,"Action,  Family,  Comedy,  Fantasy"
432," Sci-Fi, Action,  Thriller,  Adventure"
433," Fantasy,  Sci-Fi, Action,  Adventure,  Horror"
434," History,  Drama, Crime,  Thriller,  Mystery"
435," Sci-Fi, Action,  Mystery,  Thriller"
436," Drama, Comedy"
437," Adventure, Action,  Thriller"
438," Adventure, Action,  Thriller"
439,"Adventure,  Thriller,  Drama,  Sci-Fi"
440,Comedy
441,Action
442," Family, Adventure,  Animation,  Comedy"
443," Family,  Animation,  Fantasy,  Sci-Fi,  Drama,  Comedy, Adventure"
445," Drama, Action,  Romance,  Sci-Fi,  Thriller"
446,"Action,  Comedy,  Thriller,  Crime"
447," Crime,  Sport, Comedy"
448," Animation, Adventure,  Family,  Fantasy,  Music,  Comedy"
449,Comedy
450,"Action,  Comedy,  Adventure"
451," Drama, Comedy,  Romance"
452,"Mystery,  Thriller"
453," Romance,  Drama, Comedy"
454," Family, Adventure,  Sci-Fi,  Comedy,  Animation"
455," Crime, Action,  Sci-Fi,  Thriller"
456,"Comedy,  Fantasy,  Family,  Romance"
457," Thriller,  Drama, Crime"
458,"Comedy,  Romance"
460,"Action,  Thriller,  Crime"
461," Mystery, Action,  Thriller"
462," History,  Romance,  Drama,  War, Adventure"
463," Drama,  Thriller,  Adventure, Action"
464," Family,  Sci-Fi, Comedy"
465,"Fantasy,  Horror,  Mystery,  Thriller"
466," Sci-Fi,  Sport, Adventure,  Family,  Animation,  Fantasy,  Comedy"
467," Comedy,  Crime,  Mystery, Adventure,  Family"
468," Thriller, Drama,  Sci-Fi"
469," Romance,  Crime,  Thriller,  Mystery, Action"
470," War,  Drama, Action"
471," Comedy, Action,  Romance,  Adventure"
472," Animation,  Family, Adventure,  Comedy"
473," Animation,  Western,  Family, Adventure"
474," Romance,  Family, Comedy"
475," Family,  Sci-Fi,  Adventure,  Thriller, Action"
476," Thriller,  Mystery, Drama,  Sci-Fi"
478," Family,  Fantasy,  Comedy, Animation"
480," Fantasy,  Family,  Music, Animation"
481," Adventure,  Sci-Fi, Action"
482," Fantasy,  Family,  Thriller,  Adventure, Action"
483,"Action,  Crime,  Thriller"
484,"Action,  Western,  Adventure"
485," Romance, Drama,  Fantasy"
486," Fantasy, Comedy"
487,"Action,  Comedy,  Adventure,  Fantasy,  Thriller"
488,"Action,  Comedy,  Sci-Fi"
491," Thriller, Action,  Sci-Fi"
492," History,  Thriller, Drama"
493,"Action,  Adventure,  Thriller,  Drama"
494," Family,  Animation, Adventure"
495,"Action,  Sci-Fi,  Adventure"
496," Fantasy,  Sci-Fi,  Family, Adventure,  Animation,  Comedy"
497,"Drama,  Romance,  Musical"
498,"Action,  Adventure,  Sci-Fi"
499," Sci-Fi, Action,  Drama,  Adventure"
500," Family,  Comedy,  Fantasy, Adventure,  Drama"
501,"Action,  Adventure,  Fantasy"
502," Thriller, Action,  Sci-Fi"
503," Animation,  Fantasy, Adventure,  Family"
504," Drama, Documentary"
505,"Action,  Horror,  Adventure,  Thriller,  Sci-Fi"
506," History,  Romance,  Drama, Action,  Adventure"
508,"Biography,  Drama"
509," Family,  Animation,  Drama, Adventure,  Musical"
510," Adventure,  Sci-Fi,  Comedy,  Fantasy, Action,  Family"
511," Comedy,  Fantasy,  Sci-Fi, Animation,  Family"
512," Drama, Crime,  Thriller"
513," Adventure, Action,  Western"
514,Comedy
515," Crime, Action,  Thriller"
516," Family,  Drama,  Animation,  Fantasy, Adventure"
517,"Sci-Fi,  Thriller"
518,"Adventure,  Family,  Animation,  Fantasy,  Comedy"
519," Comedy, Animation,  Family"
520," Sci-Fi, Action,  Adventure,  Fantasy"
521," Family,  Sci-Fi, Animation,  Comedy"
522," Sci-Fi, Action,  Adventure"
523,"Action,  Adventure,  Sci-Fi"
524,"Adventure,  Comedy,  Family,  Animation"
525," Sci-Fi,  Thriller, Drama"
526," Sci-Fi, Action,  Adventure"
527,"Action,  Fantasy,  Crime,  Thriller"
528," Thriller, Action,  Adventure"
529,"Action,  Adventure,  Fantasy,  Comedy,  Family,  Animation"
530,"Comedy,  Romance"
531," Romance,  Musical, Comedy,  Music,  Family,  Drama"
532," Thriller, Horror,  Mystery"
533,"Action,  Sci-Fi,  Comedy,  Adventure,  Family"
534,"Crime,  Mystery,  Thriller"
535,Comedy
536," Drama, Comedy"
538," Family, Comedy"
539," Thriller, Action,  Adventure,  Drama"
540," History,  Drama, Biography,  Comedy"
541," Comedy, Adventure,  Family,  Animation"
542," Musical, Drama,  Music"
544," Crime,  Music, Comedy"
545,"Drama,  History,  Thriller"
546," Drama, Action,  War,  Thriller"
547," Comedy, Action,  Romance,  Thriller"
548," Comedy, Action,  Adventure"
549," Romance, Comedy,  Drama"
550," Family,  Mystery, Animation,  Comedy,  Fantasy"
551,"Comedy,  Drama,  Romance,  Crime"
552,"Action,  Thriller,  Adventure,  Romance"
553," Romance, Drama,  History"
554,"Action,  Fantasy,  Romance,  Drama"
555,"Action,  Drama,  Mystery,  Thriller,  Crime"
556," Adventure, Action,  Sci-Fi,  Animation,  Family"
557," Thriller,  Comedy, Action,  Crime"
558,"Action,  Sci-Fi,  Drama"
560," Fantasy,  Comedy, Animation"
561," Thriller,  Drama, Action,  Adventure"
562,"Drama,  Sci-Fi,  Thriller,  Mystery"
563," Comedy,  Sci-Fi, Action,  Family,  Animation"
564," Fantasy, Action"
565," Mystery, Crime,  Thriller"
566," Sci-Fi,  Thriller,  Mystery, Drama"
567," Comedy,  Animation,  Family, Action"
568," Adventure,  Romance, Action,  Comedy,  Thriller"
569," Drama, Comedy"
570,"Action,  Drama,  Thriller"
571," Sport,  Comedy, Action"
572," Family,  Fantasy, Comedy"
573," History, Biography,  Drama,  War"
574,"Action,  War,  Drama"
575,"Adventure,  Animation,  Comedy"
576," Romance, Drama"
577,"Action,  Sport,  Drama"
578," Family,  Drama, Adventure"
579," Mystery,  Romance,  Thriller, Drama"
580,"Comedy,  Family,  Fantasy"
581," Sci-Fi,  Thriller, Drama"
582," Family,  Romance, Adventure,  Comedy,  Fantasy,  Animation"
583," Animation,  Sport,  Family,  Comedy, Adventure"
584,"Comedy,  Romance"
585," Thriller,  Adventure, Action"
586," Family,  Comedy, Adventure,  Fantasy,  Animation"
587,"Crime,  Thriller"
588,"Adventure,  War,  Drama"
589," Family, Adventure,  Comedy,  Fantasy"
590," Adventure, Action"
591," Thriller, Action"
592," Thriller, Action,  Crime,  Adventure"
594," Sci-Fi, Fantasy,  Romance,  Mystery,  Thriller"
595," Fantasy,  Thriller, Drama,  Mystery"
596,"Action,  Thriller,  Horror,  Sci-Fi"
597," Music,  Family, Animation,  Comedy,  Fantasy"
598," War, Action,  History,  Drama"
599," Thriller, Action"
600," Sci-Fi,  Thriller,  Adventure, Action"
601," Sci-Fi, Action"
602," Drama, Adventure,  Fantasy"
603," Horror,  Romance, Drama,  Thriller"
604," War, Drama"
605,"Drama,  War"
606,"Adventure,  Sci-Fi,  Thriller,  Drama"
607,Drama
608," Drama,  Fantasy,  Horror,  War, Action"
609,"Action,  Thriller"
610," Fantasy, Adventure,  Family,  Romance"
611," War, Adventure,  History,  Biography,  Drama"
612,"Comedy,  Drama"
613,"Action,  Adventure,  Thriller,  Comedy"
614," Horror, Action,  Adventure,  Sci-Fi"
615," Comedy, Action,  Thriller,  Adventure"
616," Fantasy, Action,  Horror"
617," Romance,  Drama,  Musical, Comedy"
618,"Drama,  War"
619," Crime,  Thriller, Action"
620," Sport, Action,  Sci-Fi"
621," Sci-Fi,  Thriller, Action,  Crime"
622," Thriller, Action,  Crime,  Drama"
623," Fantasy,  Animation,  Crime, Action,  Comedy,  Family,  Adventure"
625," Crime, Action,  Thriller,  Mystery,  Drama"
626," Adventure,  Sci-Fi,  Mystery, Action,  Thriller"
627," Mystery, Crime,  Thriller"
628," Crime,  Sci-Fi, Action,  Thriller,  Mystery"
629," Adventure,  Fantasy, Action"
630,"Action,  Drama,  Thriller"
631," Fantasy,  Drama, Adventure,  Romance"
632,"Crime,  Thriller,  Drama"
633,"Animation,  Family,  Comedy"
634," Thriller,  Comedy,  Crime, Action,  Drama"
635,Comedy
636," Drama,  History,  Romance, Adventure"
637," Sci-Fi, Action,  Comedy,  Fantasy"
638," Romance, Comedy"
639,"Biography,  Thriller,  Drama"
641," Thriller,  Drama, Action"
643," Horror,  Fantasy, Action"
644,"Action,  Crime,  Romance,  Thriller"
646,"Drama,  Sci-Fi,  Mystery,  Thriller"
647,"Action,  Adventure,  War,  Fantasy"
648,"Action,  War,  Drama"
649," Thriller,  Drama, Action,  Crime"
650," Fantasy, Comedy,  Romance"
651," Animation,  Comedy, Adventure,  Family"
652," Thriller,  Sci-Fi, Drama,  Horror"
653,"Biography,  War,  Drama,  History"
654,"Action,  Sci-Fi"
655,"Adventure,  Drama,  History"
656," Sci-Fi, Action"
657," Family,  Fantasy, Comedy"
658," Romance,  Musical, Drama"
659," Romance, Comedy,  Drama"
660,Comedy
661," Comedy,  Adventure,  Romance,  Western, Action,  Thriller"
662," Drama, Comedy"
663," War, Biography,  Drama,  Sport"
664," Thriller, Action,  Adventure"
665," Adventure,  Thriller, Action"
666," Crime, Action,  Thriller"
667," Family, Comedy,  Fantasy"
668,"Drama,  History,  Thriller"
669,Drama
670,"Comedy,  Romance"
671,"Drama,  Mystery,  Thriller"
672," Drama, Comedy,  Musical,  Family"
673," Romance, Comedy,  Drama,  Crime"
674," Comedy,  Romance, Action"
675," Adventure,  Thriller, Action,  Sci-Fi,  Horror,  Fantasy"
