Index,imdb_id,revenue,cast
1042,tt1232200,58058367," Leighton Meester,  Susan Sarandon,  Andy Samberg"
1043,tt1599348,208076205," Brendan Gleeson,  Ryan Reynolds, Denzel Washington,  Joel Kinnaman"
1044,tt1615065,47000000," Benicio del Toro,  Salma Hayek,  Aaron Taylor-Johnson"
1045,tt1568338,46221189," Elizabeth Banks,  Edward Burns,  Ed Harris"
1046,tt1931533,19422261," Christopher Walken,  Woody Harrelson,  Sam Rockwell"
1047,tt1430615,24719215," Vinessa Shaw,  John Krasinski,  Kristen Bell, Drew Barrymore"
1048,tt1433811,3428048," Frank Grillo,  Paula Patton"
1049,tt1716777,12434778," Mark Duplass,  Michelle Pfeiffer,  Olivia Wilde,  Elizabeth Banks"
1050,tt1714203,8493728," Katrina Bowden,  Matt Bush,  Jean-Luc Bilodeau"
1051,tt0431021,85446075," Natasha Calis,  Kyra Sedgwick, Jeffrey Dean Morgan,  Madison Davenport,  Rob LaBelle"
1052,tt0938330,52302796," Kit Harington,  Radha Mitchell,  Sean Bean"
1053,tt1764234,37930465,"Brad Pitt,  Ray Liotta,  Scoot McNairy"
1054,tt1366365,16863583," Caroline Goodall,  VerÃ³nica Echegui,  Bruce Willis, Henry Cavill"
1055,tt1764183,35485056," Brit Marling, Richard Gere,  Monica Raymund"
1056,tt1234719,44806783," Adrianne Palicki, Chris Hemsworth,  Isabel Lucas,  Jeffrey Dean Morgan,  Josh Hutcherson"
1057,tt0383010,54819301,"Sean Hayes,  Jane Lynch,  Will Sasso,  Chris Diamantopoulos"
1058,tt1535438,114281051," Jean Smart,  Marin Ireland,  Steve Carell"
1059,tt0763831,22044277," Clark Duke,  Kerry Washington,  Cliff Curtis"
1060,tt1712170,30353232," Giancarlo Esposito,  Matthew Fox,  Rachel Nichols,  Jean Reno"
1061,tt1598828,36893721, Patrick Fischler
1062,tt1441951,59520298," Billy Connolly,  Tom Courtenay, Maggie Smith,  Michael Gambon"
1063,tt1623288,107139399," Anna Kendrick, Kodi Smit-McPhee,  Casey Affleck,  Tucker Albrizzi,  Jodelle Ferland"
1064,tt2091473,8138788," Frances McDormand,  Rosemarie DeWitt, Matt Damon"
1065,tt2023453,77112176," Peyton List,  Steve Zahn, Devon Bostick"
1066,tt1566501,9622846,"Eva Longoria,  RubÃ©n Blades,  Peter O'Toole"
1067,tt0485985,50365377," Cuba Gooding Jr., Bryan Cranston,  Daniela Ruah"
1068,tt1663143,11417362," Josh Pence,  Chelsea Handler,  Jackson Nicoll"
1069,tt1547234,31083599," WolÃ© Parks,  Jamie Chung,  Michael Shannon,  Dania Ramirez"
1070,tt1840417,13231461," Dennis Quaid,  Olivia Wilde,  Jeremy Irons, Bradley Cooper"
1071,tt2109184,142817992," Brady Allen,  Sprague Grayden, Katie Featherston,  Matt Shively"
1072,tt0337692,8784318," Tom Sturridge,  Kirsten Dunst, Kristen Stewart"
1073,tt1047540,119772232," Bailee Madison, Billy Crystal"
1074,tt1621045,96070507," Jerry Ferrara,  Meagan Good,  Regina Hall, Michael Ealy"
1075,tt1925431,4636169," Josh Duhamel, Bruce Willis,  50 Cent,  Rosario Dawson,  Vincent D'Onofrio"
1076,tt1433822,9627492," Sebastian Stan,  Julianna Guill, Ashley Greene,  Luke Pasqualino,  Tom Felton"
1077,tt1480656,6063556," Paul Giamatti, Robert Pattinson"
1078,tt1855325,240159255," Aryana Engineer, Milla Jovovich,  Sienna Guillory,  Michelle Rodriguez,  Li Bingbing"
1079,tt1876451,24637469, Cee Lo Green
1080,tt2215719,32726956," Shannon Woodward,  Rachael Markarian, Katy Perry,  Russell Brand,  Mia Moretti"
