name,pop
North Corona,47156
Bronxdale,35538
Whitestone,30773
Turtle Bay,49737
Breezy Point,28018
Central Harlem South,43383
 Union Square,70150
 City Island,26583
Westerleigh,24102
 Midland Beach,21896
 Clearview,22731
Central Harlem North,75282
Hammels,36885
 Tottenville,18332
 Wakefield,43583
Annadale,27770
 Downtown Brklyn,30847
 Wingate,67459
 Jamaica Hills,38675
Washington Heights South,93671
 Douglaston,24739
Rego Park,29404
 Graniteville,31474
 Edgemere,36885
 Melrose,29797
 Sunnyside,61947
 Mill Basin,45231
Glendale,31071
 Kips Bay,50742
Douglas Manor,24739
 Arlington,31474
 etc,1906
Middle Village,37929
 Little Neck,24739
Mott Haven,49030
Rikers Island,11091
 Bayside Hills,44371
 Manhattan,1849
 Baychester,35422
 Red Hook,38353
 Jamaica Hills,39138
 Riverdale,28013
 Gowanus,67649
Lindenwood,26148
Bushwick South,72101
 Riverdale,27860
 Harding Park,50753
Pelham Parkway,30073
 Brooklyn,418
Westerleigh,23790
 Clifton,22460
 Graniteville,27957
Seagate,34267
Queens Village,57704
Bedford Park,55329
 Mott Haven North,33195
 Dongan Hills,23017
North Side,45774
 Polo Grounds,75282
 Dongan Hills,24835
 etc,418
 cemetery,1849
 Wingate,70300
Brooklyn Heights,22548
 Red Hook,38327
 Oakwood Beach,22049
Sunset Park West,54041
West Farms,35011
Stapleton,26453
West Village,66880
 Throgs Neck,44167
Springfield Gardens South,20132
 Clason Point,53686
 Gerritsen Beach,64596
Bushwick North,56093
Dyker Heights,39332
 Utopia,17373
 Westchester Square,27135
Van Cortlandt Village,50607
Williamsburg,32269
Sunset Park East,66150
Claremont,28149
 Edenwald,34517
 Coney Island,31965
Lower East Side,72957
East Flushing,26982
Stuyvesant Town,21049
Queensbridge,21104
Prospect Lefferts Gardens,70300
 Broad Chnl,28018
 Brooklyn,93
Grymes Hill,22460
Carroll Gardens,38353
 Port Ivory,27957
Breezy Point,26711
Allerton,28510
Old Town,24835
 Staten Island,7
 Civic Center,42742
Grasmere,15238
Springfield Gardens South,18950
 Harding Park,53686
Upper West Side,136954
 Bronx River,34542
Hunters Point,61947
Kew Gardens,23278
New Dorp,21896
Borough Park,101055
Kensington,36937
New Springville,39597
 Lighthse Hill,30762
 West Maspeth,63271
 Queens,436
park,0
park,436
Stapleton,24048
