mission_title,Target
33,503
STS-51-B,127
STS-73,337
Soyuz TM­32/31,312
Shenzhou 10,442
Gemini 12,22
STS-78,330
STS-65,316
STS-50,237
54,524
STS-94,358
2,203
STS-95,316
STS-122,469
STS-125,414
STS-79,266
STS-100,323
Shenzhou 7,483
29,525
STS-132,478
Salyut 7,95
4,212
26,520
STS-46,197
STS-48,238
Soyuz TMA-12 / Soyuz TMA-11,477
41,508
STS-41 B,134
Soyuz TMA-10,456
STS-61-B,128
STS-61,179
3,328
STS-97,341
Soyuz TM-24/23,355
STS-118,461
STS-88,301
STS-3,106
20,505
STS-109,377
STS-105,387
STS-127,306
STS-84,322
14,110
STS-85,335
STS-65,250
STS-1,102
STS-32,124
STS-51-A,155
STS-97,361
STS-51-A,113
Soyuz 23,80
Soyuz 1,11
16,474
43,393
STS-98,364
Atlas-1,130
STS-62,231
STS-124,481
STS-126,489
STS-32,228
sts-46,281
Soyuz 6,40
STS-104,368
STS-29,144
22,438
STS-57,296
Soyuz 5/4,37
STS-61-A,158
STS-103,393
STS-94,298
STS-69,262
Soyuz TMA-16/14,507
STS-84,361
STS-135,416
STS-133,488
32,481
STS-83,315
STS-132,490
Skylab 2,61
STS-85,364
Salyut 7,86
STS-61A,188
STS-100,335
STS-5,114
STS-64,218
STS-50,187
STS-61C,198
STS-26,179
Voskhod 1,12
9,212
Soyuz 15,73
STS-122,470
STS-56,243
STS-111,197
STS-64,288
52,509
STS-80,310
25,329
STS-41-C,102
ASTP,77
STS-49,273
STS-44,165
Apollo 9,25
24,349
STS-69,301
3,210
STS-36,169
STS-54,247
STS-37,170
17,476
26,385
Gemini 7,22
Apollo 10,17
22,511
STS-7,102
STS-112,306
STS-113,428
Gemini 4,18
STS-51-C,156
STS-51 J,134
1,332
Soyuz 33,92
29,524
STS­112,426
STS-51L,201
Shenzhou 6,441
STS-131,516
STS-92,270
18,405
20,333
22,354
STS-116,452
STS-98,227
STS-69,334
22,171
Shenzhou 11,550
Soyuz 13,69
Vostok 3,5
STS-91,382
STS-132,425
STS-4,109
STS-31,146
STS-52,249
57,547
24,466
STS-33,225
Soyuz 24,82
STS-58,306
STS 51-C,157
Astro-1,239
STS-94,334
STS-122,416
STS-92,305
STS-51A,126
59,559
STS-41,219
STS-51-D,163
Gemini 9A,26
Apollo 12,20
STS-127,401
STS-90,379
Salyut 7,111
STS-126,448
Soyuz T­8,118
STS-110,319
STS-93,336
STS-130,378
19,208
STS-110,415
STS-113,337
STS-30,184
STS-64,317
EP-19,565
STS-9,17
STS-35,180
STS-58,305
27,480
STS-75,280
STS-89,187
Apollo 12,28
STS-98,401
STS­106,311
STS-51-I,180
Voskhod 1,13
Salyut 6,84
STS-68,319
46,311
STS-116,364
STS-81,257
Soyuz 8,36
Soyuz 37/36,43
STS-55,192
Soyuz 24,43
Soyuz 22,9
STS-77,230
STS-82,218
Salyut 7,86
STS-95,3
STS-61B Atlantis,191
54,555
23,356
Salyut 7,95
Skylab 4,68
STS-7,122
STS-63,298
STS-51,301
STS-51F,117
59,562
13,363
STS-26,119
STS-32,226
37,536
Vostok 6,10
Soyuz 39,101
3,118
49,522
STS-32,227
STS-111,290
Saluyt 6,69
STS-104,407
STS-49,124
STS-75,279
Salyut 7,138
STS-80,254
24,518
STS-78,261
1,212
Salyut 6,84
STS-134,482
Salyut 4,74
STS-105,346
STS-124,411
17,204
17,482
STS-126,488
61,519
STS-98,310
7,362
STS-100,404
STS-74,340
44,476
45,475
STS-121,368
Soyuz TM­4/3,207
STS-114,324
STS-79,318
STS-37,192
STS-27,145
STS-134,471
STS-64,219
2,209
STS-40 Columbia,191
STS-35,240
STS-41-G,151
STS-129,509
STS-95,368
STS-83,298
44,542
STS-89,372
STS-60,309
Apollo 17,58
Salyut 7,111
Soyuz T­8,110
34,340
STS-43,215
Soyuz T­3,65
Soyuz 12,65
STS-49,225
Soyuz 3,32
STS-39,249
Apollo 16,17
Soyuz TMA-1/TM-34,427
STS-90,380
STS-76,244
14,337
STS-88,387
26,384
STS-75,348
Mercury-Atlas 8,7
16,422
Skylab-2,60
STS-102,403
STS-100,348
STS-99,394
5,423
Soyuz TMA-13,486
Salyut 7,88
STS-47,285
STS-1,17
STS-95,323
STS-47,218
8,241
Soyuz 21,35
21,268
STS-86,226
STS-115,447
STS-126,447
23,320
STS-129,469
STS-51I,141
STS-104,383
STS-8,126
Soyuz 31/29,9
gemini 6A,23
STS-115,398
12,391
STS-44,263
Euromir 94,131
apollo 9,38
STS-91,383
STS-72,341
42,524
Shenzhou 7,484
STS-67,254
Salyut 6,74
27,300
STS-84,324
STS-120,465
STS-91,292
STS-127,501
STS-51-J,115
STS-119,492
STS-8,125
STS-94,313
STS-90,304
Salyut 7,108
STS-78,351
STS-77,282
52,467
STS-86,323
Soyuz T­8,99
STS-59,287
STS-107,431
Gemini 12,29
STS-90,350
STS-51-D,162
STS-8,105
STS-41-B,132
Skylab 3,63
STS-93,392
STS-41,214
STS-116,401
29,398
Gemini 4,19
60,563
STS-85,282
STS-66,322
STS-75,163
40,539
20,502
STS-51D,164
STS-47,284
STS-71,292
Salyut 6,93
47,396
STS-73,335
STS-61,192
STS-121,411
STS-59,253
STS-57,228
31,526
24,306
Salyut 6,83
STS-75,347
STS-119,491
STS-118,397
STS-59,310
Mercury-Atlas 7,4
6,329
STS-83,358
STS-111,420
23,271
5,204
6,274
Apollo 13,46
23,299
STS-54,288
STS-41-G,150
STS-106,398
46,546
STS-61,163
STS-134,411
STS 101,308
19,493
STS-74,313
STS-9,131
STS-103,271
STS-33,165
STS-103,319
18,122
STS-82,321
27,521
24,118
STS-127,390
41,521
STS-66,323
STS-114,439
STS-106,397
STS-129,407
Apollo 8,33
STS-5,76
STS-51,266
STS-105,344
STS-99,330
STS-131,468
STS-102,402
STS-109,414
Shenzhou 9,485
STS-87,370
STS-41D,145
STS-121,444
53,554
Soyuz 36/35,94
STS-62,230
Soyuz 7,41
STS-61-C,196
STS-126,487
STS-101,331
2,85
STS-106,318
STS-77,302
STS-3,62
STS-128,387
11,204
STS-68,257
STS-128,452
Apollo 13,22
Soyuz 12,64
38,397
STS-129,473
18,99
STS-87,330
STS-34,222
STS-31,135
STS-124,478
STS-45,271
STS-90,377
STS-43,257
STS-41 C,141
47,547
STS-51-F,174
Salyut 7,182
STS-38,179
Shenzhou 10,534
STS-107,432
55,537
28,523
spacelab-3,168
STS-65,233
Salyut 7,183
9,435
STS-27,192
59,547
18,435
STS-51-F,178
STS-35,76
STS-107,389
STS-104,334
STS-51-G,169
16,312
50,529
17,320
STS-47,245
32,311
26,277
STS-48,258
STS-128,408
STS-133,493
Soyuz 4,34
STS-41-B,133
STS-28,128
16,412
Soyuz 33,51
STS-67,240
7,99
51,426
STS-31,196
60,513
STS-51C,159
25,268
STS-99,383
STS-130,472
STS-120,466
Mir EO-21,308
STS-73,338
STS-84,362
STS-42,265
STS-90,381
STS-51L,200
STS-64,246
STS-67,326
STS-42,266
Apollo 8,22
Shenzhou 9,527
STS-51-G,120
39,458
Soyuz TM-34 / Soyuz TM-33,419
STS-118,407
Mercury-Atlas 9,8
STS-117,373
STS-66,282
STS-101,288
STS-79,245
57,561
STS-126,429
STS-65,313
Apollo 7,7
Apollo 16,57
STS-96,390
STS-42,184
STS-124,479
STS-65,314
3,236
Soyuz 21,78
STS-46,280
STS-64,237
12,305
STS-92,337
STS-51-J,186
STS­ 91,84
Soyuz  3,332
Soyuz 36/35,40
STS-74,192
Soyuz 18,47
Salyut 6,75
STS-61-A,280
Gemini 3,16
Salyut 7,137
57,559
STS-77,263
STS-41-G,102
21,506
STS-93,278
Soyuz TMA-9,449
Soyuz T­2,79
Apollo 17,26
Salyut 7,93
STS-84,292
8,206
STS-80,290
STS-96,335
Soyuz 7,43
Soyuz 25,83
48,548
Salyut 7,86
Shenzhou 7,485
STS-41-D,146
STS-123,471
Shenzhou 11,485
Astro-2,239
STS-129,508
Soyuz TM-12/11,252
STS-42,265
20,427
Soyuz 19,15
Apollo 15,54
28,268
STS-6,115
23,514
Salyut 7,99
STS-7,121
STS-28,219
STS-39,125
Soyuz 10,34
STS-46,279
STS-41-G,153
Shenzhou 6,442
STS-116,450
STS-117,457
STS-103,322
Soyuz TMA­1/TM­34,405
39,513
18,328
Soyuz 28,87
STS-132,495
13,232
Soyuz 27/26,86
STS-51-F,106
Soyuz TMA-4/TMA-3,436
STS-51L,202
Soyuz TMA-3/2,385
STS-51G,173
STS-43,220
30,429
STS-47,282
38,343
STS-36,231
STS-82,146
STS-83,313
STS-100,340
STS-38,236
STS-61A,170
Spacelab 1,130
STS-29,217
STS-131,515
STS-61,274
40,506
Salyut 7,100
STS-51-B,112
STS-86,108
STS-131,517
STS-5,112
Soyuz 39,86
STS-73,339
STS-59,244
Salyut 6,98
STS-67,325
STS-41-G,152
STS-57,297
1,205
10,375
STS-2,104
STS-68,318
STS-107,369
STS-102,349
Gemini 5,8
STS-122,295
STS-51-B,166
48,549
Salyut 6,88
STS-91,327
Apollo 11,27
STS-89,318
Soyuz 10,51
STS-61-C,132
STS-81,297
4,345
Soyuz TMA-8,443
STS-51-I,179
ASTP,23
STS-36,185
STS-41,235
39,537
STS-41-D,109
Salyut 7,110
11,268
Gemini 8,25
Salyut 7,123
Soyuz 27/26,65
STS-49,235
STS-58,304
STS-44,261
Soyuz TMA-14,456
43,514
Salyut 6,100
STS-50,219
STS-34,160
Gemini 3,17
STS-47,132
35,363
Soyuz 9,5
6,229
35,531
Voskhod 1,11
STS-72,342
STS-65,303
STS-39,247
STS-76,287
STS-82,274
STS-41-G,121
16,311
STS-55,294
STS-51-F,175
Soyuz 19,40
STS-66,321
STS-118,462
30,476
42,512
STS-119,457
STS-130,365
19,329
STS-95,282
STS-125,497
Soyuz 6,39
22,215
Soyuz 14,6
STS-132,474
STS-37,245
STS-59,273
STS-82,319
19,384
STS-27,132
50,552
STS-28,221
STS-33,215
Vostok 2,2
Gemini 10,17
Voskhod 2,15
STS-101,313
STS-56,271
STS-46,227
STS-83,359
STS-132,488
5,110
17,475
21,396
15,426
STS-39,248
STS-133,368
Soyuz 40,103
36,532
STS-4,56
STS-63,324
33,529
STS-118,463
8,268
STS-58,307
Salyut 6,99
STS-40,217
STS-121,445
STS-115,448
STS-128,459
STS-92,314
STS-93,146
STS-151-C,56
STS-70,315
9,384
STS-52,254
16,376
55,492
STS-45,270
4,302
STS-51-I,104
Apollo 14,49
STS-48,221
STS-135,447
Soyuz 38,97
STS-53,154
49,489
STS-61B,148
STS-96,291
Gemini 9A,23
STS-45,196
STS-109,301
STS-123,473
Apollo 12,44
STS-44,262
Apollo 16,56
STS-91,197
STS-27,214
STS-36,230
STS-111,421
STS-71,247
36,479
Voskhod 2,14
31,491
STS-41C,142
STS-49,234
11,404
Soyuz TM-25/24,357
STS-85,365
STS-128,504
STS-37,243
STS-79,235
35,500
Soyuz 23,81
STS-135,424
STS-106,362
2,123
STS-51B,122
STS-40,256
STS-51G,172
STS-63,293
Soyuz 30,89
STS-101,396
Skylab 3,44
STS-123,382
STS-51D,148
STS-75,346
Soyuz 9,47
20,353
STS-97,367
STS-98,290
40,538
Soyuz 10,36
STS-76,309
STS-28,151
Salyut 6,91
Apollo 11,24
STS-124,480
STS-33,224
STS-124,444
STS-29,158
STS-41-B,135
STS-119,458
50,422
STS-130,465
STS-51-D,161
STS-123,472
STS-33,117
STS-95,365
9,251
STS-114,438
STS-57,270
STS-51-F,176
STS­96,391
Spacelab-3,167
STS­106,399
STS-55,295
Gemini 7,21
30,436
25,393
STS-123,370
STS-110,192
STS-40,161
4,303
1,136
STS-100,392
STS-68,310
Apollo 15,25
STS-34,171
STS-114,402
STS-50,276
STS-41D,148
STS-26,185
1,214
STS-89,373
26,336
51,553
57,560
STS-54,230
Apollo 7,30
44,543
STS-128,503
STS-61-A,190
8,271
STS-117,408
STS-66,291
STS-92,400
STS-40,254
STS-97,321
STS-38,238
37,535
7,232
STS-107,374
STS-39,246
STS-57,184
3,91
STS-28,220
STS-122,415
STS-61-B,195
STS-81,341
Apollo 13,45
STS-77,153
STS-133,487
STS-115,321
STS-59,245
STS-56,291
STS-131,460
STS-65,315
STS-83,334
STS-47,283
STS-51-G,124
Gemini 11,20
STS-72,314
43,384
Apollo 10,23
STS-131,397
STS-130,451
STS-8,124
57,476
STS-51,303
STS-32,187
STS-112,392
STS-61,117
STS-53,262
STS-68,302
STS-95,385
Soyuz TM-27/26,376
56,558
15,210
Soyuz 26/27,85
Soyuz TM13/12,260
6,429
STS-51-J,184
55,497
15,455
Gemini 6A,7
STS-60,197
STS-125,494
STS-74,243
STS-41-C,140
STS-53,287
24,208
20,498
STS-35,213
STS-9,128
STS-61,235
Antares,278
STS-6,116
Salyut 7,91
STS-62,279
STS-45,272
STS-56,290
STS-41-B,76
STS-87,369
60,564
STS-49,250
STS-108,411
Saluyt 4,69
STS-107,430
28,475
36,426
Skylab 4,66
STS-82,247
STS-43,228
STS-88,233
28,395
STS-127,500
STS-55,170
Soyuz 11,52
STS-60,258
STS-104,373
Soyuz TMA-34/TM-33,418
STS-133,505
STS-93,324
25,519
STS-58,161
Apollo 14,48
STS-80,117
STS-61-B,193
STS-108,382
34,501
11,212
STS-30,154
STS-75,197
ЭП-1,406
STS-41,233
STS-55,261
STS-109,413
STS-50,274
27,241
STS-29,216
Salyut 6,96
STS-72,343
STS-113,420
STS-34,223
STS-51-A,119
STS-85,283
STS-78,353
STS-82,346
STS-71,132
STS-94,359
STS-86,367
STS-51-L,147
2,100
Gemini 10,27
Apollo 10,26
STS-110,367
STS-80,335
Soyuz TMA-7,440
STS-118,393
STS-52,257
STS-45,151
STS-70,296
Apollo 14,50
STS-41-D,147
42,541
STS-44,117
STS-6,60
STS-109,326
STS-110,291
54,556
2,208
STS-117,387
47,519
STS-106,377
22,317
STS-92,297
STS-118,379
STS-127,499
STS-36,145
2,262
STS-114,327
STS-96,389
20,277
STS-31,156
Soyuz TMA-6/TMA-5,418
STS-122,468
Vostok 5,9
STS-69,154
STS-38,237
STS-26,180
STS-51-L,133
STS-54,263
STS-48,169
Apollo 8,21
14,299
STS-113,226
STS-30,122
Soyuz 5,35
2,288
STS-105,408
STS-41-G,149
23,461
STS-54,248
STS-66,248
Skylab 4,67
13,333
Vostok 1,1
STS-114,365
Spacelab-2,177
Gemini 5,20
Soyuz 15,72
STS-101,262
STS-101,346
Skylab 2,20
STS­88,212
STS-130,512
16,311
53,531
STS-110,417
STS-134,497
Soyuz 25,84
27,522
STS-53,125
