mission_title,Target
STS-108,"412, 244, 411, 382"
STS-109,"296, 350, 377, 414, 301, 413, 326"
STS-110,"416, 319, 415, 192, 367, 291, 417"
STS-111,"197, 290, 420, 421"
STS-112,"424, 400, 425, 306, 392"
STS-113,"428, 337, 420, 226"
STS-114,"349, 324, 439, 438, 402, 327, 365"
STS-115,"286, 341, 447, 398, 448, 321"
STS-116,"453, 451, 452, 364, 401, 450"
STS-117,"459, 458, 373, 457, 408, 387"
STS-118,"461, 397, 407, 462, 463, 393, 379"
STS-119,"490, 404, 492, 491, 457, 458"
STS-120,"400, 446, 467, 323, 465, 466"
STS-121,"446, 425, 368, 411, 444, 445"
STS-122,"469, 470, 416, 295, 415, 468"
STS-123,"350, 471, 473, 382, 472, 370"
STS-124,"481, 411, 478, 479, 480, 444"
STS-125,"326, 377, 496, 495, 414, 497, 494"
STS-126,"489, 448, 488, 447, 487, 429"
STS-127,"306, 401, 501, 390, 500, 499"
STS-128,"387, 452, 408, 459, 504, 503"
STS-129,"510, 509, 469, 407, 473, 508"
STS-130,"378, 472, 365, 465, 451, 512"
STS-131,"446, 516, 468, 515, 517, 460, 397"
STS-132,"478, 490, 425, 495, 474, 488"
STS-133,"462, 488, 493, 368, 487, 505"
STS-134,"435, 418, 482, 471, 411, 497"
STS-135,"499, 416, 447, 424"
STS-151-C,56
STS-2,"105, 104"
STS-26,"142, 179, 119, 185, 180"
STS-27,"213, 145, 192, 132, 214"
STS-28,"128, 219, 221, 151, 220"
STS-29,"215, 144, 217, 158, 216"
STS-3,"106, 62"
STS-30,"218, 193, 184, 154, 122"
STS-31,"150, 146, 135, 196, 156"
STS-32,"124, 228, 226, 227, 187"
STS-33,"225, 165, 215, 224, 117"
STS-34,"197, 222, 160, 171, 223"
STS-35,"163, 129, 180, 240, 76, 213"
STS-36,"169, 231, 185, 230, 145"
STS-37,"244, 170, 192, 245, 243"
STS-38,"216, 179, 236, 238, 237"
STS-39,"250, 144, 249, 125, 247, 248, 246"
STS-4,"109, 56"
STS-40,"253, 255, 217, 256, 161, 254"
STS-40 Columbia,191
STS-41,"234, 219, 214, 235, 233"
STS-41 B,134
STS-41 C,141
STS-41-B,"132, 133, 135, 76"
STS-41-C,"139, 102, 140"
STS-41-D,"144, 146, 109, 147"
STS-41-G,"151, 150, 102, 153, 152, 121, 149"
STS-41C,142
STS-41D,"145, 148"
STS-42,"185, 267, 131, 122, 265, 266, 184, 265"
STS-43,"171, 215, 257, 220, 228"
STS-44,"264, 165, 263, 261, 262, 117"
STS-45,"150, 271, 270, 196, 272, 151"
STS-46,"163, 156, 197, 280, 279, 227"
STS-47,"285, 218, 284, 245, 282, 132, 283"
STS-48,"158, 238, 258, 221, 169"
STS-49,"231, 273, 124, 225, 235, 234, 250"
STS-5,"113, 114, 76, 112"
STS-50,"223, 275, 237, 187, 219, 276, 274"
STS-51,"302, 236, 301, 266, 303"
STS-51 J,134
STS-51-A,"154, 155, 113, 119"
STS-51-B,"165, 127, 112, 166"
STS-51-C,"158, 156"
STS-51-D,"115, 160, 163, 162, 161"
STS-51-F,"174, 178, 106, 175, 176"
STS-51-G,"171, 169, 120, 124"
STS-51-I,"181, 180, 179, 104"
STS-51-J,"185, 115, 186, 184"
STS-51-L,"139, 147, 133"
STS-51A,126
STS-51B,122
STS-51C,159
STS-51D,"164, 148"
STS-51F,117
STS-51G,"170, 173, 172"
STS-51I,141
STS-51L,"201, 200, 202"
STS-52,"286, 226, 214, 249, 254, 257"
STS-53,"233, 154, 262, 287, 125"
STS-54,"247, 288, 230, 263, 248"
STS-55,"292, 293, 192, 294, 295, 170, 261"
STS-56,"243, 271, 291, 290"
STS-57,"298, 296, 228, 297, 270, 184"
STS-58,"215, 171, 306, 305, 304, 307, 161"
STS-59,"287, 253, 310, 244, 273, 245"
STS-6,"117, 115, 116, 60"
STS-60,"283, 196, 309, 197, 258"
STS-61,"225, 179, 192, 163, 274, 117, 235"
STS-61-A,"187, 125, 109, 158, 280, 190"
STS-61-B,"194, 128, 195, 193"
STS-61-C,"146, 197, 196, 132"
STS-61A,"189, 188, 170"
STS-61B,148
STS-61B Atlantis,191
STS-61C,"142, 199, 198"
STS-62,"227, 238, 231, 230, 279"
STS-63,"271, 226, 298, 324, 293"
STS-64,"218, 288, 317, 219, 246, 237"
STS-65,"316, 250, 233, 313, 314, 303, 315"
STS-66,"322, 323, 282, 321, 291, 248"
STS-67,"265, 327, 254, 240, 326, 325"
STS-68,"297, 319, 257, 318, 310, 302"
STS-69,"290, 262, 301, 334, 154"
STS-7,"120, 119, 102, 122, 121"
STS-70,"330, 331, 261, 315, 296"
STS-71,"187, 223, 292, 247, 132"
STS-72,"270, 344, 341, 342, 314, 343"
STS-73,"225, 274, 336, 337, 335, 338, 339"
STS-74,"305, 340, 313, 192, 243"
STS-75,"280, 279, 348, 163, 347, 346, 197"
STS-76,"273, 304, 244, 287, 309"
STS-77,"349, 230, 282, 302, 263, 153"
STS-78,"352, 350, 288, 330, 261, 351, 353"
STS-79,"303, 266, 318, 245, 235"
STS-8,"127, 126, 125, 105, 124"
STS-80,"310, 254, 290, 117, 335"
STS-81,"326, 227, 257, 297, 341"
STS-82,"218, 321, 146, 274, 319, 247, 346"
STS-83,"360, 315, 298, 358, 313, 359, 334"
STS-84,"322, 361, 324, 362, 292"
STS-85,"366, 335, 364, 282, 365, 283"
STS-86,"327, 226, 323, 108, 367"
STS-87,"368, 342, 370, 330, 369"
STS-88,"296, 192, 301, 387, 233"
STS-89,"374, 187, 372, 318, 373"
STS-9,"63, 129, 17, 131, 128"
STS-90,"378, 379, 380, 304, 350, 377, 381"
STS-91,"382, 383, 292, 327, 197"
STS-92,"343, 270, 305, 337, 314, 400, 297"
STS-93,"336, 392, 278, 146, 324"
STS-94,"360, 315, 358, 298, 334, 313, 359"
STS-95,"316, 3, 368, 323, 282, 365, 385"
STS-96,"254, 344, 390, 335, 291, 389"
STS-97,"153, 341, 361, 367, 321"
STS-98,"364, 227, 401, 310, 290"
STS-99,"298, 285, 382, 394, 330, 383"
STS87,371
STS­ 91,84
STS­100,405
STS­106,"311, 399"
STS­112,426
STS­60,212
STS­63,118
STS­88,212
STS­96,391
Saluyt 4,69
Saluyt 6,69
Salyut 4,"75, 74"
Salyut 6,"83, 93, 84, 84, 74, 93, 83, 75, 98, 88, 100, 99, 91, 96"
Salyut 7,"98, 107, 70, 143, 136, 95, 86, 111, 86, 95, 138, 111, 88, 108, 182, 183, 137, 93, 86, 99, 100, 110, 123, 91"
Shenzhou 10,"533, 442, 534"
Shenzhou 11,"550, 485"
Shenzhou 5,434
Shenzhou 6,"441, 442"
Shenzhou 7,"483, 484, 485"
Shenzhou 9,"528, 485, 527"
Skylab 2,"61, 20"
Skylab 3,"62, 63, 44"
Skylab 4,"68, 66, 67"
Skylab-2,60
Soyuz  3,332
Soyuz 1,11
Soyuz 10,"34, 51, 36"
Soyuz 11,"42, 53, 52"
Soyuz 12,"65, 64"
Soyuz 13,"70, 69"
Soyuz 14,"71, 6"
Soyuz 15,"73, 72"
Soyuz 16,"51, 41"
Soyuz 18,47
Soyuz 19,"15, 40"
Soyuz 21,"35, 78"
Soyuz 22,"79, 9"
Soyuz 23,"80, 81"
Soyuz 24,"82, 43"
Soyuz 25,"83, 84"
Soyuz 26/27,85
Soyuz 27/26,"86, 65"
Soyuz 28,87
Soyuz 3,32
Soyuz 30,89
Soyuz 31,90
Soyuz 31/29,9
Soyuz 33,"92, 51"
Soyuz 36/35,"94, 40"
Soyuz 37/36,43
Soyuz 38,"85, 97"
Soyuz 39,"101, 86"
Soyuz 4,34
Soyuz 40,103
Soyuz 5,35
Soyuz 5/4,"36, 37"
Soyuz 6,"40, 39"
Soyuz 7,"42, 75, 41, 43"
Soyuz 8,"34, 36"
Soyuz 9,"5, 47"
Soyuz TM-11/10,242
Soyuz TM-12/11,252
Soyuz TM-14/13,269
Soyuz TM-17 / Soyuz TM-16,300
Soyuz TM-24/23,355
Soyuz TM-25/24,357
Soyuz TM-27/26,376
Soyuz TM-33/32,355
Soyuz TM-34 / Soyuz TM-33,419
Soyuz TM13/12,260
Soyuz TMA-1/TM-34,427
Soyuz TMA-10,456
Soyuz TMA-11/10,464
Soyuz TMA-12 / Soyuz TMA-11,477
Soyuz TMA-13,486
Soyuz TMA-14,456
Soyuz TMA-16/14,507
Soyuz TMA-18M/16M,"545, 544"
Soyuz TMA-3/2,385
Soyuz TMA-34/TM-33,418
Soyuz TMA-4/TMA-3,436
Soyuz TMA-6/TMA-5,418
Soyuz TMA-7,440
Soyuz TMA-8,443
Soyuz TMA-9,449
Soyuz TMA­1/TM­34,"395, 405"
Soyuz TMA­5,437
Soyuz TM­32/31,"385, 312"
Soyuz TM­33/32,"241, 410"
Soyuz TM­4/3,207
Soyuz T­2,79
Soyuz T­3,65
Soyuz T­8,"118, 110, 99"
Spacelab 1,130
Spacelab-2,177
Spacelab-3,167
Voskhod 1,"12, 13, 11"
Voskhod 2,"15, 14"
Vostok 1,1
Vostok 2,2
Vostok 3,5
Vostok 4,6
Vostok 5,9
Vostok 6,10
apollo 9,38
gemini 6A,23
spacelab-3,168
sts-46,281
ЭП-1,406
