pop,name
101055,Borough Park
103169,Crown Heights North
103462,Crown Heights North
105804,Flatbush
106357,Borough Park
108152,Jackson Heights
110875,Flatbush
113327,Jackson Heights
132378,Upper West Side
136954,Upper West Side
