Index,revenue,cast
1009,68263166, Kara Hayward
1009,68263166, Bill Murray
1010,41037742,Karl Urban
1010,41037742, Olivia Thirlby
1010,41037742, Lena Headey
1010,41037742, Wood Harris
1010,41037742, Jason Cope
1011,303025485,Taylor Kitsch
1011,303025485, Alexander SkarsgÃ¥rd
1011,303025485, Rihanna
1011,303025485, Brooklyn Decker
1011,303025485, Tadanobu Asano
1012,441809770,Hugh Jackman
1012,441809770, Russell Crowe
1012,441809770, Anne Hathaway
1012,441809770, Amanda Seyfried
1012,441809770, Sacha Baron Cohen
1013,183018522,Julia Roberts
1013,183018522, Lily Collins
1013,183018522, Armie Hammer
1013,183018522, Nathan Lane
1013,183018522, Martin Klebba
1014,284139100,Taylor Kitsch
1014,284139100, Lynn Collins
1014,284139100, Mark Strong
1014,284139100, Willem Dafoe
1014,284139100, CiarÃ¡n Hinds
1015,47042000,Joseph Gordon-Levitt
1015,47042000, Bruce Willis
1015,47042000, Emily Blunt
1015,47042000, Paul Dano
1015,47042000, Noah Segan
1016,829000000,Kristen Stewart
1016,829000000, Robert Pattinson
1016,829000000, Taylor Lautner
1016,829000000, Peter Facinelli
1016,829000000, Elizabeth Reaser
1017,132820716,Jessica Chastain
1017,132820716, Jason Clarke
1017,132820716, Mark Strong
1017,132820716, Joel Edgerton
1017,132820716, Chris Pratt
1018,33372606,Gina Carano
1018,33372606, Ewan McGregor
1018,33372606, Michael Fassbender
1018,33372606, Bill Paxton
1018,33372606, Channing Tatum
1019,301000000,Sam Worthington
1019,301000000, Liam Neeson
1019,301000000, Ralph Fiennes
1019,301000000, Rosamund Pike
1019,301000000, Edgar RamÃ­rez
1020,140470746,Kathryn McCormick
1020,140470746, Ryan Guzman
1020,140470746, Stephen Boss
1020,140470746, Megan Boone
1020,140470746, Jessica Guadix
1021,145000000,Dane DeHaan
1021,145000000, Alex Russell
1021,145000000, Michael B. Jordan
1021,145000000, Michael Kelly
1021,145000000, Anna Wood
1022,81272766,Roselyn SÃ¡nchez
1022,81272766, Emilio Rivera
1022,81272766, Nestor Serrano
1022,81272766, Gonzalo Menendez
1022,81272766, Alexander Asefa
1023,358375603,Adam Sandler
1023,358375603, Steve Buscemi
1023,358375603, David Spade
1023,358375603, Kevin James
1023,358375603, Selena Gomez
1024,48126384,Jake Gyllenhaal
1024,48126384, Michael PeÃ±a
1024,48126384, Natalie Martinez
1024,48126384, Anna Kendrick
1024,48126384, David Harbour
1025,79700000,Cameron Diaz
1025,79700000, Jennifer Lopez
1025,79700000, Elizabeth Banks
1025,79700000, Anna Kendrick
1025,79700000, Brooklyn Decker
1026,179379533,Sacha Baron Cohen
1026,179379533, Sayed Badreya
1026,179379533, Aasif Mandvi
1026,179379533, Megan Fox
1026,179379533, Anna Faris
1027,100000000,Oliver Cooper
1027,100000000, Jonathan Daniel Brown
1027,100000000, Thomas Mann
1027,100000000, Dax Flame
1027,100000000, Kirby Bliss Blanton
1028,63100000,Mark Wahlberg
1028,63100000, Kate Beckinsale
1028,63100000, Ben Foster
1028,63100000, Giovanni Ribisi
1028,63100000, J.K. Simmons
1029,746921274,Ben Stiller
1029,746921274, Sacha Baron Cohen
1029,746921274, David Schwimmer
1029,746921274, Frances McDormand
1029,746921274, Chris Rock
1030,53676580,Shia LaBeouf
1030,53676580, Tom Hardy
1030,53676580, Guy Pearce
1030,53676580, Jessica Chastain
1030,53676580, Mia Wasikowska
1031,29657751,John Cusack
1031,29657751, Luke Evans
1031,29657751, Alice Eve
1031,29657751, Brendan Gleeson
1031,29657751, Kevin McNally
1032,59418613,Tom Cruise
1032,59418613, Alec Baldwin
1032,59418613, Diego Boneta
1032,59418613, Julianne Hough
1032,59418613, Bryan Cranston
1033,2106557,Nicolas Cage
1033,2106557, Malin Ã…kerman
1033,2106557, Josh Lucas
1033,2106557, Sami Gayle
1033,2106557, Danny Huston
1034,118338361,Hugh Grant
1034,118338361, Brendan Gleeson
1034,118338361, Jeremy Piven
1034,118338361, Brian Blessed
1034,118338361, Salma Hayek
1035,28258060,Joaquin Phoenix
1035,28258060, Philip Seymour Hoffman
1035,28258060, Amy Adams
1035,28258060, Laura Dern
1035,28258060, Jesse Plemons
1036,53909751,Emily Blunt
1036,53909751, Alison Brie
1036,53909751, Jason Segel
1036,53909751, Rhys Ifans
1036,53909751, Chris Pratt
1037,88058786,Paul Rudd
1037,88058786, Leslie Mann
1037,88058786, Jason Segel
1037,88058786, Maude Apatow
1037,88058786, Megan Fox
1038,32204030,Guy Pearce
1038,32204030, Maggie Grace
1038,32204030, Joseph Gilgun
1038,32204030, Lennie James
1038,32204030, Peter Stormare
1039,24159934,Paul Rudd
1039,24159934, Jennifer Aniston
1039,24159934, Justin Theroux
1039,24159934, Malin Ã…kerman
1039,24159934, Lauren Ambrose
1040,127730736,Daniel Radcliffe
1040,127730736, CiarÃ¡n Hinds
1040,127730736, Sidney Johnston
1040,127730736, Alisa Khazanova
1040,127730736, Mary Stockley
1041,81491068,Charlie Tahan
1041,81491068, Winona Ryder
1041,81491068, Catherine O'Hara
1041,81491068, Martin Short
1041,81491068, Martin Landau
1042,58058367,Adam Sandler
1042,58058367, Susan Sarandon
1042,58058367, Eva Amurri Martino
1042,58058367, Leighton Meester
1042,58058367, Andy Samberg
1043,208076205,Denzel Washington
1043,208076205, Ryan Reynolds
1043,208076205, Vera Farmiga
1043,208076205, Joel Kinnaman
1043,208076205, Brendan Gleeson
1044,47000000,Blake Lively
1044,47000000, Taylor Kitsch
1044,47000000, Aaron Taylor-Johnson
1044,47000000, Benicio del Toro
1044,47000000, Salma Hayek
1045,46221189,Sam Worthington
1045,46221189, Elizabeth Banks
1045,46221189, Jamie Bell
1045,46221189, Ed Harris
1045,46221189, Edward Burns
1046,19422261,Colin Farrell
1046,19422261, Sam Rockwell
1046,19422261, Christopher Walken
1046,19422261, Woody Harrelson
1046,19422261, Abbie Cornish
1047,24719215,Drew Barrymore
1047,24719215, John Krasinski
1047,24719215, Kristen Bell
1047,24719215, Vinessa Shaw
1047,24719215, Dermot Mulroney
1048,3428048,Jason Bateman
1048,3428048, Hope Davis
1048,3428048, Frank Grillo
1048,3428048, Paula Patton
1048,3428048, Michael Nyqvist
1049,12434778,Chris Pine
1049,12434778, Elizabeth Banks
1049,12434778, Olivia Wilde
1049,12434778, Michelle Pfeiffer
1049,12434778, Mark Duplass
1050,8493728,Danielle Panabaker
1050,8493728, Matt Bush
1050,8493728, Katrina Bowden
1050,8493728, Jean-Luc Bilodeau
1050,8493728, David Koechner
1051,85446075,Jeffrey Dean Morgan
1051,85446075, Natasha Calis
1051,85446075, Madison Davenport
1051,85446075, Kyra Sedgwick
1051,85446075, Rob LaBelle
1052,52302796,Adelaide Clemens
1052,52302796, Kit Harington
1052,52302796, Sean Bean
1052,52302796, Carrie-Anne Moss
1052,52302796, Radha Mitchell
1053,37930465,Brad Pitt
1053,37930465, Scoot McNairy
1053,37930465, Ben Mendelsohn
1053,37930465, James Gandolfini
1053,37930465, Ray Liotta
1054,16863583,Henry Cavill
1054,16863583, VerÃ³nica Echegui
1054,16863583, Sigourney Weaver
1054,16863583, Bruce Willis
1054,16863583, Caroline Goodall
1055,35485056,Richard Gere
1055,35485056, Susan Sarandon
1055,35485056, Tim Roth
1055,35485056, Brit Marling
1055,35485056, Monica Raymund
1056,44806783,Chris Hemsworth
1056,44806783, Josh Hutcherson
1056,44806783, Isabel Lucas
1056,44806783, Adrianne Palicki
1056,44806783, Jeffrey Dean Morgan
1057,54819301,Sean Hayes
1057,54819301, Will Sasso
1057,54819301, Chris Diamantopoulos
1057,54819301, SofÃ­a Vergara
1057,54819301, Jane Lynch
1058,114281051,Meryl Streep
1058,114281051, Steve Carell
1058,114281051, Tommy Lee Jones
1058,114281051, Jean Smart
1058,114281051, Marin Ireland
1059,22044277,Eddie Murphy
1059,22044277, Allison Janney
1059,22044277, Cliff Curtis
1059,22044277, Clark Duke
1059,22044277, Kerry Washington
1060,30353232,Tyler Perry
1060,30353232, Rachel Nichols
1060,30353232, Jean Reno
1060,30353232, Matthew Fox
1060,30353232, Giancarlo Esposito
1061,36893721,Katherine Heigl
1061,36893721, John Leguizamo
1061,36893721, Debbie Reynolds
1061,36893721, Sherri Shepherd
1061,36893721, Patrick Fischler
1062,59520298,Maggie Smith
1062,59520298, Tom Courtenay
1062,59520298, Billy Connolly
1062,59520298, Pauline Collins
1062,59520298, Michael Gambon
1063,107139399,Kodi Smit-McPhee
1063,107139399, Tucker Albrizzi
1063,107139399, Jodelle Ferland
1063,107139399, Anna Kendrick
1063,107139399, Casey Affleck
1064,8138788,Matt Damon
1064,8138788, John Krasinski
1064,8138788, Frances McDormand
1064,8138788, Rosemarie DeWitt
1064,8138788, Lucas Black
1065,77112176,Devon Bostick
1065,77112176, Steve Zahn
1065,77112176, Peyton List
1065,77112176, Rachael Harris
1065,77112176, Zachary Gordon
1066,9622846,Eva Longoria
1066,9622846, Andy GarcÃ­a
1066,9622846, Oscar Isaac
1066,9622846, Peter O'Toole
1066,9622846, RubÃ©n Blades
1067,50365377,Bryan Cranston
1067,50365377, David Oyelowo
1067,50365377, Cuba Gooding Jr.
1067,50365377, Daniela Ruah
1067,50365377, Terrence Howard
1068,11417362,Victoria Justice
1068,11417362, Jackson Nicoll
1068,11417362, Chelsea Handler
1068,11417362, Josh Pence
1068,11417362, Jane Levy
1069,31083599,Joseph Gordon-Levitt
1069,31083599, Michael Shannon
1069,31083599, Dania Ramirez
1069,31083599, Jamie Chung
1069,31083599, WolÃ© Parks
1070,13231461,Bradley Cooper
1070,13231461, Zoe Saldana
1070,13231461, Jeremy Irons
1070,13231461, Dennis Quaid
1070,13231461, Olivia Wilde
1071,142817992,Katie Featherston
1071,142817992, Kathryn Newton
1071,142817992, Matt Shively
1071,142817992, Brady Allen
1071,142817992, Sprague Grayden
1072,8784318,Kristen Stewart
1072,8784318, Garrett Hedlund
1072,8784318, Sam Riley
1072,8784318, Kirsten Dunst
1072,8784318, Tom Sturridge
1073,119772232,Billy Crystal
1073,119772232, Bette Midler
1073,119772232, Marisa Tomei
1073,119772232, Tom Everett Scott
1073,119772232, Bailee Madison
1074,96070507,Michael Ealy
1074,96070507, Jerry Ferrara
1074,96070507, Meagan Good
1074,96070507, Regina Hall
1074,96070507, Kevin Hart
1075,4636169,Bruce Willis
1075,4636169, Josh Duhamel
1075,4636169, Rosario Dawson
1075,4636169, Vincent D'Onofrio
1075,4636169, 50 Cent
1076,9627492,Ashley Greene
1076,9627492, Sebastian Stan
1076,9627492, Tom Felton
1076,9627492, Julianna Guill
1076,9627492, Luke Pasqualino
1077,6063556,Robert Pattinson
1077,6063556, Sarah Gadon
1077,6063556, Juliette Binoche
1077,6063556, Paul Giamatti
1077,6063556, Samantha Morton
1078,240159255,Milla Jovovich
1078,240159255, Sienna Guillory
1078,240159255, Michelle Rodriguez
1078,240159255, Aryana Engineer
1078,240159255, Li Bingbing
1079,24637469,Whitney Houston
1079,24637469, Cee Lo Green
1079,24637469, Derek Luke
1079,24637469, Mike Epps
1079,24637469, Carmen Ejogo
1080,32726956,Katy Perry
1080,32726956, Russell Brand
1080,32726956, Shannon Woodward
1080,32726956, Rachael Markarian
1080,32726956, Mia Moretti
