mission_title,Target
48,549
STS-51,266
STS-79,303
STS-56,290
STS-82,346
Spacelab 1,130
STS-51D,164
STS-101,396
STS-135,499
STS-95,323
55,537
STS-38,238
STS-129,510
Soyuz TMA-8,443
STS-77,230
STS-35,213
53,531
24,518
STS-70,261
STS-41 B,134
Skylab 3,62
STS-121,446
STS-61-C,196
3,210
STS-121,445
STS-7,122
STS-61-B,194
STS-65,233
STS-44,263
19,493
STS-51-I,180
STS-112,424
STS-64,219
STS-76,244
STS-48,158
13,333
24,466
16,422
STS-119,491
STS-51-D,162
STS-64,246
STS-110,319
Soyuz 3,32
STS-31,150
STS-3,106
STS-111,421
8,206
STS-119,457
STS-8,127
STS-75,280
STS-80,310
24,349
STS-61-C,197
STS-106,362
Saluyt 4,69
STS-64,288
STS-92,343
49,522
STS-122,416
9,212
6,208
40,506
STS-51-A,119
STS-58,161
STS-106,377
STS-65,313
Apollo 17,58
Gemini 8,24
5,204
42,541
STS-35,129
STS-72,343
STS-101,313
Salyut 7,111
Gemini 3,16
Apollo 14,49
Gemini 9A,26
5,354
STS-102,226
STS-124,411
STS-50,219
STS-51-J,184
STS-109,413
STS-49,231
Apollo 12,44
STS-48,169
STS-129,473
22,511
STS-6,115
STS-112,306
STS-73,337
STS-89,373
49,551
Soyuz 36/35,40
STS-132,474
STS-128,387
57,559
STS-5,76
STS-51-B,166
STS-114,327
STS-83,313
Gemini 11,20
Soyuz 12,65
Soyuz 31/29,9
57,560
15,426
Soyuz 27/26,65
Apollo 14,48
STS-98,290
Voskhod 2,14
STS-61-A,109
STS-118,462
7,232
STS-55,295
43,514
STS-40,254
Salyut 7,88
Soyuz TM-34 / Soyuz TM-33,419
STS-9,131
STS-122,468
STS-51I,141
46,502
STS-41-G,152
4,345
STS-50,274
STS-77,282
STS-41-C,140
48,548
STS-41-D,146
STS-83,298
STS-34,171
STS-54,263
STS-131,468
STS-112,400
Soyuz 11,52
Salyut 7,99
STS-121,444
STS-87,370
Soyuz T­2,79
21,506
STS­ 91,84
24,118
STS-54,247
STS-125,414
STS-34,222
Salyut 6,96
Soyuz 11,53
STS-51-A,113
26,467
STS-61A,188
STS-103,282
STS-103,271
STS-46,197
STS-134,482
STS-102,402
STS-40,161
STS-86,327
STS-101,331
STS-97,367
STS-32,124
3,118
STS-32,228
STS-51-L,147
STS­106,399
STS-86,108
STS-41-D,109
STS-32,226
STS-109,414
STS-104,373
STS-64,237
5,423
34,340
44,542
STS-75,347
STS-54,248
23,271
17,475
18,405
STS-95,365
Soyuz TM­32/31,312
STS-107,389
STS-51-D,160
STS-94,298
51,426
Apollo 8,22
STS-51-I,179
STS-51-F,106
STS-51,236
STS-121,425
STS-95,385
59,562
STS-129,469
STS-65,316
MA-6,3
11,212
Soyuz TM-17 / Soyuz TM-16,300
STS-47,132
STS-77,349
STS-27,145
20,332
STS-103,322
STS-36,230
STS-27,213
STS-68,310
STS­106,311
9,251
20,277
STS-110,367
Apollo 15,55
37,535
Skylab 2,61
STS-116,401
STS-46,227
Soyuz 16,41
STS-65,315
Soyuz 31,90
STS-107,369
STS-65,314
STS-55,294
STS­60,212
STS-106,318
STS-58,304
STS-49,250
STS-44,261
Shenzhou 9,485
STS-90,378
STS-120,323
STS-94,359
Shenzhou 10,533
STS-9,17
STS-127,499
STS-77,263
25,329
STS-71,223
STS-51G,173
STS87,371
STS-51-A,154
STS-131,460
STS-30,193
STS-50,187
2,308
Apollo 16,17
STS-92,297
STS-38,216
STS-51-F,178
STS-131,516
Apollo 8,33
13,363
STS-73,339
STS-34,160
STS-1,17
Apollo 7,30
35,500
Mir Aragatz,108
Gemini 4,19
STS-115,398
11,404
STS-98,364
STS-40,217
STS-114,349
STS-55,293
Soyuz 7,75
STS-67,240
STS-35,76
28,475
STS-40,256
STS-51-G,124
Soyuz TMA-4/TMA-3,436
STS-67,326
Soyuz TMA-3/2,385
STS-125,497
Apollo 16,56
STS-51-B,165
Shenzhou 11,485
STS-41C,142
STS-61,274
STS-116,453
Salyut 4,75
Apollo 10,17
STS-114,365
3,211
STS-99,330
61,519
STS-49,225
Soyuz 10,51
STS-33,165
STS-62,279
57,547
STS-114,438
STS-28,221
20,502
STS-96,344
STS-90,377
STS-58,171
54,556
STS-38,236
STS-32,187
28,268
Spacelab-3,167
STS-41,234
spacelab-3,168
STS-66,282
STS-27,192
STS-126,429
Gemini 12,29
STS-46,279
Soyuz 14,71
STS-104,368
STS-90,381
STS-41-G,149
STS-42,265
27,522
STS-119,490
24,306
STS-52,254
57,561
STS-94,334
Mercury-Atlas 9,8
STS-29,158
STS-26,180
STS-7,120
STS-81,257
STS-124,481
Soyuz 7,43
49,489
23,320
STS-70,296
STS-48,221
Apollo 14,50
Soyuz TM-14/13,269
STS-94,313
Apollo 8,21
STS-69,334
11,204
24,363
41,521
STS-52,226
52,467
60,563
STS-52,214
6,229
STS-32,227
Soyuz 15,72
Salyut 6,91
STS-105,346
STS-61-A,190
Soyuz 25,84
56,557
42,524
STS-97,153
Salyut 6,99
12,208
55,492
10,375
Voskhod 1,11
59,547
STS-73,335
Soyuz TMA-12 / Soyuz TMA-11,477
STS-39,246
Soyuz 22,9
STS-116,364
STS-37,244
STS-28,151
STS-85,282
STS-72,341
STS-134,411
STS-108,412
5,110
STS-68,319
STS-76,309
STS-6,117
Shenzhou 9,527
6,429
STS-99,298
Soyuz 25,83
Salyut 7,123
STS-64,317
STS-51A,126
27,241
STS-82,274
54,524
18,343
13,232
STS-128,408
6,274
Salyut 6,84
STS-131,446
Soyuz T­3,65
32,481
46,311
Soyuz 16,51
STS-68,257
14,409
STS-61,179
STS-61-C,132
41,508
STS-74,305
33,529
STS-120,467
STS-30,154
STS 101,308
STS-39,248
Soyuz TMA-1/TM-34,427
57,476
STS-124,480
STS-126,447
STS-31,146
60,513
38,397
STS-63,271
Salyut 4,74
STS-104,407
Soyuz 5/4,37
STS-61C,199
STS-85,364
STS-80,117
STS-110,192
24,375
8,271
Soyuz TMA-18M/16M,545
STS-34,223
Shenzhou 10,442
STS-57,298
STS-61-A,187
Soyuz 7,42
25,519
STS-85,335
STS-135,424
STS-105,408
Soyuz TMA­1/TM­34,395
STS-67,325
Soyuz 18,47
STS-135,447
STS-108,411
STS-91,292
Gemini 7,21
STS-51D,148
STS-121,368
15,241
Skylab 4,66
STS-115,321
Apollo 17,59
Soyuz 39,86
47,547
STS-68,302
STS-100,348
3,328
Saluyt 6,69
Salyut 7,108
18,99
37,455
STS-41D,145
21,345
13,289
STS-59,287
STS-67,265
STS-85,365
STS-82,319
STS-47,218
Shenzhou 7,484
16,311
STS-74,340
STS-42,266
14,299
Voskhod 1,13
STS-41-B,133
STS-30,122
STS-47,245
Soyuz TMA-16/14,507
STS-47,282
STS-82,146
26,385
STS-134,497
apollo 9,38
48,525
STS-86,323
Soyuz TM-25/24,357
Apollo 13,46
STS-29,215
STS-51C,159
1,205
STS-51-I,104
STS-41,214
Soyuz 39,101
STS-89,372
STS­112,426
STS-41-D,147
STS-78,350
STS-31,135
15,455
STS-41-G,102
11,268
Salyut 7,98
Salyut 7,93
STS-128,459
STS-53,154
STS-100,392
STS-127,501
STS-57,296
Soyuz 6,39
STS-119,404
STS-43,257
14,110
STS-121,411
STS-88,296
STS-102,403
STS-60,197
Soyuz T­8,99
STS-117,457
STS-31,196
STS-26,179
gemini 6A,23
STS-41,235
STS-47,284
17,320
STS-98,401
STS-65,250
STS-115,448
22,354
STS-103,319
STS-48,258
STS-112,392
Vostok 1,1
STS-127,306
10,259
Soyuz 6,40
STS-8,126
STS-119,458
STS-35,240
Soyuz TMA-14,456
STS-45,270
Soyuz TM­32/31,385
STS-61,192
STS-118,461
STS-9,63
STS-29,216
STS-66,323
STS-9,129
STS-66,291
20,498
Salyut 7,86
STS-51,302
Soyuz T­8,110
24,208
STS-61-A,280
STS-119,492
STS-104,334
Vostok 3,5
STS-6,60
STS-105,344
STS-81,297
ЭП-1,406
20,505
1,332
Shenzhou 6,441
STS-52,286
STS-58,306
STS-41,233
Soyuz TM­4/3,207
33,530
STS-75,279
STS-51,303
4,183
STS-100,323
Soyuz 38,97
Salyut 6,88
Apollo 12,20
STS-112,425
STS-103,280
STS-41-G,151
Salyut 7,86
STS-88,192
STS-61,225
STS-126,488
30,476
STS­100,405
STS-79,318
STS-77,302
STS-41-C,139
STS-36,185
STS-94,360
23,513
STS-109,326
STS-106,397
31,384
STS-130,378
STS-96,291
STS-78,288
STS-47,283
STS-115,341
STS-76,304
STS-107,431
42,512
STS-128,503
45,475
Soyuz 11,42
STS-37,243
STS-76,273
STS-33,225
Shenzhou 10,534
Salyut 6,74
STS-29,217
STS-95,282
Salyut 7,95
STS-95,368
STS-51B,122
STS-62,231
8,268
STS-72,270
STS-129,509
STS-97,341
36,479
STS-67,254
STS-114,402
STS-51-G,169
17,482
23,514
STS-111,197
Apollo 15,25
Soyuz 38,85
Vostok 6,10
STS-126,489
STS-135,416
STS-122,415
STS-44,264
STS-27,214
60,564
STS-99,394
21,268
STS-71,292
STS-88,233
STS-61,163
Soyuz 8,34
STS-117,373
STS-131,517
STS-93,336
Soyuz 4,34
STS-58,307
STS-41-C,102
20,427
STS-124,478
Soyuz TMA-9,449
7,362
STS-133,487
STS-114,439
31,526
STS-55,192
1,212
STS-84,324
STS-93,146
STS-78,261
STS-51-F,175
STS-51,301
STS-53,233
Shenzhou 7,485
STS-83,358
Soyuz 14,6
STS-7,121
STS-80,254
Apollo 9,25
STS-92,337
50,422
STS-26,119
STS-92,305
15,210
36,426
STS-3,62
STS-51G,170
56,558
59,559
STS-51-D,163
Soyuz TM-11/10,242
STS-28,219
STS-59,244
STS-120,446
STS-36,169
35,363
STS-122,469
22,317
37,536
54,555
46,546
STS-2,104
2,262
STS-78,353
Soyuz 24,82
39,537
STS-51-F,176
Salyut 7,95
STS-52,257
STS-61B Atlantis,191
STS-116,451
STS-55,170
22,215
STS-38,237
Soyuz 10,36
Shenzhou 11,550
Soyuz 37/36,43
STS-41-B,132
27,480
53,491
STS-30,184
STS-117,408
Shenzhou 5,434
STS-40 Columbia,191
Salyut 7,86
STS-44,165
Salyut 6,83
STS-36,145
Apollo 16,57
30,436
18,122
Vostok 5,9
Skylab 3,44
Soyuz TM­33/32,241
STS-51-B,112
Gemini 4,18
27,388
Soyuz 30,89
STS-101,288
STS-42,131
STS-57,297
STS-50,223
6,329
Soyuz TM-27/26,376
STS-110,291
26,520
Gemini 12,22
STS-39,144
STS-42,122
STS-46,280
24,426
STS-74,192
3,91
STS-51-B,127
47,519
STS-94,315
STS-51 J,134
Mir EO-15,308
STS-118,397
Soyuz 27/26,86
STS­63,118
STS-5,114
15,460
STS-115,286
29,398
STS-132,425
STS-63,293
STS-42,267
STS-126,448
STS-27,132
Gemini 7,22
Apollo 10,23
STS-98,227
STS-90,379
STS-84,322
Skylab 4,68
Voskhod 2,15
STS-92,314
STS-87,368
Soyuz 8,36
Astro-1,239
STS-93,392
STS-105,387
STS-118,393
STS-130,365
STS-69,262
20,353
Salyut 6,93
14,337
Soyuz 33,51
STS-61C,198
STS-94,358
STS-82,321
Spacelab-2,177
Gemini 5,20
STS-60,258
STS-109,350
STS-130,512
STS-56,271
Soyuz 22,79
Soyuz 40,103
Soyuz 7,41
Gemini 10,17
STS-125,496
Skylab 4,67
7,311
STS-134,471
STS-68,297
STS­88,212
22,438
STS-56,291
Gemini 3,17
Soyuz 28,87
STS-127,390
1,214
STS-128,452
STS-88,387
STS-71,187
18,435
23,356
STS-83,334
Vostok 2,2
Soyuz TM-12/11,252
Soyuz TM13/12,260
Shenzhou 6,442
Salyut 7,100
25,393
2,85
STS-116,450
STS-2,105
STS-39,125
STS-28,220
Soyuz TMA­5,437
STS-129,508
Gemini 5,8
STS-116,452
STS-96,254
Salyut 6,75
STS-59,253
STS-78,352
STS-123,350
STS-96,389
STS-132,488
21,396
STS-89,374
STS-108,244
Soyuz TMA-34/TM-33,418
STS-131,397
sts-46,281
STS-132,490
STS-57,270
STS-70,315
STS-106,398
STS-84,292
STS-70,330
STS-43,228
STS-95,316
STS-79,266
STS-54,230
STS-80,290
STS-113,337
STS-127,401
STS-81,227
STS-107,374
STS-64,218
STS-107,433
Salyut 6,83
28,523
Soyuz TMA­1/TM­34,405
STS-45,150
STS-40,255
STS-37,192
STS-45,196
STS-83,315
STS-130,465
STS-118,379
Soyuz 9,5
STS-110,417
STS-78,330
STS-51-J,186
STS-7,119
34,498
ASTP,23
13,396
1,98
Apollo 7,31
STS-30,218
10,183
STS-110,416
STS-60,309
2,123
STS-120,400
STS-51F,117
STS-61-A,158
STS-73,225
STS-75,348
STS-81,341
Apollo 12,28
50,529
29,524
STS-83,359
STS-133,493
22,171
50,552
Salyut 6,100
19,384
STS-58,215
STS-9,128
Salyut 7,110
Salyut 7,182
STS-44,262
STS-91,382
Soyuz 15,73
Mir EO-21,308
1,204
STS-95,3
2,100
Soyuz 5,35
Soyuz 5/4,36
18,328
STS-72,314
8,241
STS-33,224
2,203
10,314
STS-61-B,193
Soyuz 13,70
STS-44,117
35,531
STS-124,479
Soyuz 36/35,94
STS-107,430
STS-104,383
STS­96,391
34,501
ASTP,77
1,136
STS-50,275
STS-28,128
STS-98,310
STS-51L,200
STS-55,261
Soyuz TMA-11/10,464
STS-103,326
Gemini 10,27
STS-93,324
STS-107,432
STS-130,472
STS-68,318
STS-118,407
28,444
STS-84,362
STS-117,458
19,329
STS-4,56
STS-56,243
Mercury-Atlas 7,4
STS-90,304
STS-91,197
12,277
STS-92,270
40,539
Soyuz 21,35
STS-35,180
Skylab 3,63
Soyuz 19,15
STS-103,393
STS-130,451
Soyuz 21,78
16,474
27,521
STS-31,156
39,458
STS-51-C,156
STS-77,153
STS-51-D,115
31,491
STS-49,234
44,476
4,302
Soyuz 33,92
STS-41,219
STS-123,473
STS-59,245
STS-51G,172
27,300
STS-59,273
STS-69,154
STS-101,346
STS-87,342
16,412
STS-54,288
38,343
STS-39,247
20,333
44,543
STS-66,248
2,209
STS-109,377
41,540
Salyut 7,111
12,391
STS-78,351
STS-87,330
STS-8,125
26,277
16,311
STS-51-C,158
STS-97,321
STS-34,197
STS-51-I,181
STS-111,420
STS-39,250
36,532
STS-128,504
STS-133,368
32,454
STS-108,382
STS-129,407
STS-133,462
STS-41 C,141
Soyuz 1,11
Apollo 13,45
STS-43,215
STS-69,301
STS-8,105
23,299
STS-35,163
52,535
STS-91,383
STS-117,387
STS-33,117
17,204
STS-52,249
STS-47,285
STS-115,447
STS-45,272
STS-51L,202
STS-133,505
STS-96,335
STS-29,144
STS-123,471
Astro-2,239
Soyuz 12,64
9,435
Soyuz  3,332
Salyut 7,137
5,422
Soyuz TMA-18M/16M,544
STS-43,220
STS-5,113
Soyuz TM­33/32,410
STS 51-C,157
STS-120,466
STS-114,324
STS-58,305
STS-86,226
STS-113,226
STS-37,245
9,384
Soyuz TMA-13,486
STS-53,287
STS-75,346
STS-67,327
STS-90,350
