mission_title,Target
STS-103,"282, 271, 322, 319, 280, 326, 393"
STS-104,"373, 368, 407, 334, 383"
STS-105,"346, 408, 344, 387"
STS-106,"362, 377, 318, 397, 398"
STS-107,"389, 369, 431, 374, 433, 430, 432"
STS-108,"412, 411, 244, 382"
STS-109,"296, 301, 413, 414, 326, 350, 377"
STS-110,"415, 319, 367, 192, 291, 417, 416"
STS-111,"290, 421, 197, 420"
STS-112,"424, 306, 400, 392, 425"
STS-113,"420, 428, 337, 226"
STS-114,"327, 349, 365, 438, 402, 439, 324"
STS-115,"398, 321, 448, 341, 286, 447"
STS-116,"401, 453, 364, 451, 450, 452"
STS-117,"459, 457, 373, 408, 458, 387"
STS-118,"463, 462, 461, 397, 393, 379, 407"
STS-119,"491, 457, 490, 404, 458, 492"
STS-120,"465, 323, 467, 446, 400, 466"
STS-121,"446, 445, 444, 425, 368, 411"
STS-122,"470, 295, 416, 468, 415, 469"
STS-123,"472, 382, 370, 350, 473, 471"
STS-124,"444, 411, 481, 480, 478, 479"
STS-125,"494, 377, 495, 326, 414, 497, 496"
STS-126,"487, 429, 447, 488, 489, 448"
STS-127,"500, 499, 501, 306, 390, 401"
STS-128,"387, 408, 459, 503, 452, 504"
STS-129,"510, 473, 469, 509, 508, 407"
STS-130,"378, 365, 512, 465, 472, 451"
STS-131,"515, 468, 460, 516, 446, 517, 397"
STS-132,"495, 478, 474, 425, 488, 490"
STS-133,"488, 487, 493, 368, 462, 505"
STS-134,"435, 418, 482, 411, 497, 471"
STS-135,"499, 424, 447, 416"
STS-151-C,56
STS-2,"104, 105"
STS-26,"142, 185, 180, 179, 119"
STS-27,"145, 213, 192, 214, 132"
STS-28,"221, 151, 219, 220, 128"
STS-29,"158, 215, 216, 217, 144"
STS-3,"106, 62"
STS-30,"193, 154, 122, 184, 218"
STS-31,"150, 146, 135, 196, 156"
STS-32,"124, 228, 226, 187, 227"
STS-33,"215, 165, 225, 224, 117"
STS-34,"171, 222, 160, 223, 197"
STS-35,"213, 129, 76, 240, 180, 163"
STS-36,"231, 230, 185, 169, 145"
STS-37,"170, 244, 243, 192, 245"
STS-38,"179, 238, 216, 236, 237"
STS-39,"249, 246, 248, 144, 125, 247, 250"
STS-4,"109, 56"
STS-40,"253, 254, 161, 217, 256, 255"
STS-40 Columbia,191
STS-41,"234, 214, 235, 233, 219"
STS-41 B,134
STS-41 C,141
STS-41-B,"76, 135, 133, 132"
STS-41-C,"140, 139, 102"
STS-41-D,"144, 146, 109, 147"
STS-41-G,"150, 121, 153, 152, 149, 102, 151"
STS-41C,142
STS-41D,"148, 145"
STS-42,"265, 184, 185, 265, 266, 131, 122, 267"
STS-43,"171, 257, 228, 215, 220"
STS-44,"263, 261, 264, 165, 262, 117"
STS-45,"271, 151, 270, 150, 196, 272"
STS-46,"163, 156, 197, 227, 279, 280"
STS-47,"132, 218, 245, 282, 284, 283, 285"
STS-48,"238, 158, 169, 221, 258"
STS-49,"124, 273, 235, 231, 250, 225, 234"
STS-5,"112, 76, 114, 113"
STS-50,"276, 237, 219, 274, 187, 223, 275"
STS-51,"266, 236, 302, 303, 301"
STS-51 J,134
STS-51-A,"155, 119, 113, 154"
STS-51-B,"166, 165, 112, 127"
STS-51-C,"156, 158"
STS-51-D,"161, 162, 160, 163, 115"
STS-51-F,"174, 106, 178, 175, 176"
STS-51-G,"171, 120, 124, 169"
STS-51-I,"180, 179, 104, 181"
STS-51-J,"185, 115, 184, 186"
STS-51-L,"133, 139, 147"
STS-51A,126
STS-51B,122
STS-51C,159
STS-51D,"164, 148"
STS-51F,117
STS-51G,"173, 170, 172"
STS-51I,141
STS-51L,"201, 200, 202"
STS-52,"254, 226, 214, 286, 257, 249"
STS-53,"125, 262, 154, 233, 287"
STS-54,"263, 247, 248, 230, 288"
STS-55,"292, 295, 294, 293, 192, 170, 261"
STS-56,"290, 271, 291, 243"
STS-57,"184, 228, 298, 296, 297, 270"
STS-58,"161, 304, 171, 306, 307, 215, 305"
STS-59,"310, 287, 244, 253, 245, 273"
STS-6,"116, 115, 117, 60"
STS-60,"283, 196, 197, 258, 309"
STS-61,"117, 235, 274, 179, 192, 225, 163"
STS-61-A,"125, 109, 190, 187, 280, 158"
STS-61-B,"195, 128, 194, 193"
STS-61-C,"146, 196, 197, 132"
STS-61A,"189, 170, 188"
STS-61B,148
STS-61B Atlantis,191
STS-61C,"142, 199, 198"
STS-62,"238, 230, 227, 279, 231"
STS-63,"226, 298, 324, 271, 293"
STS-64,"219, 246, 288, 237, 317, 218"
STS-65,"303, 233, 313, 316, 315, 314, 250"
STS-66,"321, 322, 282, 323, 291, 248"
STS-67,"240, 326, 325, 265, 254, 327"
STS-68,"310, 319, 257, 302, 297, 318"
STS-69,"290, 334, 262, 154, 301"
STS-7,"102, 122, 120, 121, 119"
STS-70,"331, 261, 296, 315, 330"
STS-71,"132, 247, 223, 292, 187"
STS-72,"344, 342, 343, 341, 270, 314"
STS-73,"338, 336, 274, 337, 339, 335, 225"
STS-74,"243, 313, 305, 340, 192"
STS-75,"197, 163, 280, 347, 279, 348, 346"
STS-76,"287, 244, 309, 304, 273"
STS-77,"230, 282, 349, 263, 302, 153"
STS-78,"350, 288, 261, 353, 352, 330, 351"
STS-79,"245, 235, 303, 318, 266"
STS-8,"124, 127, 126, 125, 105"
STS-80,"335, 310, 117, 254, 290"
STS-81,"326, 257, 297, 227, 341"
STS-82,"218, 247, 346, 274, 319, 146, 321"
STS-83,"360, 313, 298, 358, 334, 315, 359"
STS-84,"361, 324, 322, 292, 362"
STS-85,"366, 283, 282, 364, 335, 365"
STS-86,"367, 327, 108, 323, 226"
STS-87,"369, 370, 368, 342, 330"
STS-88,"301, 296, 192, 233, 387"
STS-89,"318, 187, 373, 372, 374"
STS-9,"131, 17, 63, 129, 128"
STS-90,"380, 378, 377, 381, 379, 304, 350"
STS-91,"327, 292, 382, 197, 383"
STS-92,"400, 343, 297, 337, 305, 314, 270"
STS-93,"278, 336, 146, 392, 324"
STS-94,"298, 359, 334, 313, 360, 315, 358"
STS-95,"323, 365, 385, 282, 368, 316, 3"
STS-96,"390, 344, 291, 254, 389, 335"
STS-97,"361, 367, 153, 341, 321"
STS-98,"290, 364, 401, 227, 310"
STS-99,"383, 382, 285, 330, 298, 394"
STS87,371
STS­ 91,84
STS­100,405
STS­106,"399, 311"
STS­112,426
STS­60,212
STS­63,118
STS­88,212
STS­96,391
Saluyt 4,69
Saluyt 6,69
Salyut 4,"75, 74"
Salyut 6,"84, 93, 98, 96, 91, 99, 84, 88, 74, 83, 93, 75, 83, 100"
Salyut 7,"183, 107, 91, 138, 136, 70, 143, 111, 88, 99, 123, 108, 98, 93, 86, 86, 95, 95, 86, 100, 110, 182, 111, 137"
Shenzhou 10,"533, 442, 534"
Shenzhou 11,"485, 550"
Shenzhou 5,434
Shenzhou 6,"441, 442"
Shenzhou 7,"483, 484, 485"
Shenzhou 9,"528, 485, 527"
Skylab 2,"20, 61"
Skylab 3,"62, 44, 63"
Skylab 4,"66, 68, 67"
Skylab-2,60
Soyuz  3,332
Soyuz 1,11
Soyuz 10,"34, 51, 36"
Soyuz 11,"52, 53, 42"
Soyuz 12,"65, 64"
Soyuz 13,"69, 70"
Soyuz 14,"71, 6"
Soyuz 15,"72, 73"
Soyuz 16,"41, 51"
Soyuz 18,47
Soyuz 19,"40, 15"
Soyuz 21,"35, 78"
Soyuz 22,"9, 79"
Soyuz 23,"80, 81"
Soyuz 24,"43, 82"
Soyuz 25,"84, 83"
Soyuz 26/27,85
Soyuz 27/26,"65, 86"
Soyuz 28,87
Soyuz 3,32
Soyuz 30,89
Soyuz 31,90
Soyuz 31/29,9
Soyuz 33,"51, 92"
Soyuz 36/35,"40, 94"
Soyuz 37/36,43
Soyuz 38,"97, 85"
Soyuz 39,"86, 101"
Soyuz 4,34
Soyuz 40,103
Soyuz 5,35
Soyuz 5/4,"37, 36"
Soyuz 6,"39, 40"
Soyuz 7,"75, 43, 42, 41"
Soyuz 8,"34, 36"
Soyuz 9,"47, 5"
Soyuz TM-11/10,242
Soyuz TM-12/11,252
Soyuz TM-14/13,269
Soyuz TM-17 / Soyuz TM-16,300
Soyuz TM-24/23,355
Soyuz TM-25/24,357
Soyuz TM-27/26,376
Soyuz TM-33/32,355
Soyuz TM-34 / Soyuz TM-33,419
Soyuz TM13/12,260
Soyuz TMA-1/TM-34,427
Soyuz TMA-10,456
Soyuz TMA-11/10,464
Soyuz TMA-12 / Soyuz TMA-11,477
Soyuz TMA-13,486
Soyuz TMA-14,456
Soyuz TMA-16/14,507
Soyuz TMA-18M/16M,"545, 544"
Soyuz TMA-3/2,385
Soyuz TMA-34/TM-33,418
Soyuz TMA-4/TMA-3,436
Soyuz TMA-6/TMA-5,418
Soyuz TMA-7,440
Soyuz TMA-8,443
Soyuz TMA-9,449
Soyuz TMA­1/TM­34,"395, 405"
Soyuz TMA­5,437
Soyuz TM­32/31,"312, 385"
Soyuz TM­33/32,"241, 410"
Soyuz TM­4/3,207
Soyuz T­2,79
Soyuz T­3,65
Soyuz T­8,"118, 99, 110"
Spacelab 1,130
Spacelab-2,177
Spacelab-3,167
Voskhod 1,"12, 11, 13"
Voskhod 2,"14, 15"
Vostok 1,1
Vostok 2,2
Vostok 3,5
Vostok 4,6
Vostok 5,9
Vostok 6,10
apollo 9,38
gemini 6A,23
spacelab-3,168
sts-46,281
ЭП-1,406
