pop,name
43752," Op City, Co"
43808," Bayside Hills, Bayside"
43846,Woodside
44167," Throgs Neck,  Edgewater Park, Schuylerville"
44316,Homecrest
44371,"Bayside,  Bayside Hills"
45099,Woodside
45231," Marine Park,  Bergen Beach"
45774,"North Side,  South Side"
47156,North Corona
47844,Chinatown
48344," Bayswater, Far Rockaway"
48419," Kips Bay, Murray Hill"
48520,Hamilton Heights
48593,St. Albans
48961,"Cypress Hills,  City Line"
49030,"Mott Haven,  Port Morris"
49087,Marble Hill
49223,Cypress Hills
49737, East Midtown
50058,"Far Rockaway,  Bayswater"
50100,Van Cortlandt Village
50355, Farragut
50555,Hamilton Heights
50607,Van Cortlandt Village
50742," Kips Bay, Murray Hill"
50753," Harding Park,  Clason Point"
51231," East Midtown, Turtle Bay"
51739,Murray Hill
51807,Mount Hope
51849,Jamaica
52037,North Corona
52375,Chinatown
52413,"Mott Haven,  Port Morris"
52504,Queens Village
53009,Murray Hill
53604,Steinway
53686," Castle Hill,  Clason Point,  Harding Park, Soundview"
53751,Jamaica
54041,Sunset Park West
54188,University Heights
54208,Morningside Heights
54335," Morris Heights, University Heights"
54415," Fordham North, Bedford Park"
55326,Rugby
55329,Bedford Park
55440,Midwood
55839," Flat Iron, Hudson Yards,  Chelsea"
55929,Morningside Heights
56033,"East Flatbush,  Farragut"
56093,Bushwick North
57138,Bushwick North
57148,East Harlem North
57420,"Williamsbridge,  Olinville"
57658,Corona
57704,Queens Village
57934,"Rugby,  Remsen Village"
58019,East Harlem North
58300,Brownsville
58961," Concourse Village, East Concourse"
59099,Brownsville
59227,Bedford
61207, Carnegie Hill
61321," Olinville, Williamsbridge"
61489,Lincoln Square
61827,Stuyvesant Heights
61947,"Hunters Point,  West Maspeth,  Sunnyside"
62284,East Concourse
62978,Bensonhurst East
62982,Richmond Hill
62985,Richmond Hill
63271," Sunnyside,  West Maspeth"
63664,"Upper East Side,  Carnegie Hill"
64518, Gerritsen Beach
64596,"Sheepshead Bay,  Manhattn Bch,  Gerritsen Beach"
64762,Flatlands
66150,Sunset Park East
66726,Flatlands
66880,West Village
67263," Gowanus, Park Slope"
67459,"Prospect Lefferts Gardens,  Wingate"
67649,"Park Slope,  Gowanus"
68483,West Village
69317,Ridgewood
69362,Flushing
69455,Ridgewood
70016,"Central Harlem North,  Polo Grounds"
70150,"Hudson Yards,  Union Square,  Chelsea,  Flat Iron"
70300," Wingate, Prospect Lefferts Gardens"
70713,Bedford
72008,Flushing
72101,Bushwick South
72258,Lower East Side
72340,Sunset Park East
72957,Lower East Side
73457,Washington Heights North
75282,"Central Harlem North,  Polo Grounds"
75878,South Ozone Park
76631," Roosevelt Island, Lenox Hill"
76768,Yorkville
77942,Yorkville
78793,Astoria
78906,South Ozone Park
79371,Bay Ridge
80771,"Lenox Hill,  Roosevelt Island"
83275,East New York
83693,Canarsie
83728,Forest Hills
84438,Washington Heights South
84640,Bensonhurst West
85046,Forest Hills
88427,Elmhurst
88727,Bensonhurst West
89122,Astoria
91958,East New York
93671,Washington Heights South
101055,Borough Park
103462,Crown Heights North
106357,Borough Park
108152,Jackson Heights
110875,Flatbush
113327,Jackson Heights
132378,Upper West Side
136954,Upper West Side
