Index,popularity,budget,revenue,original_title,genres,release_year
7893,1.077574,28000000,40400657,2010,Thriller,1984
2412,3.5260290000000003,115000000,924317558,Star Wars: Episode I - The Phantom Menace,Science Fiction,1999
6593,1.2962719999999999,100000000,249288105,Eragon,Action,2006
8397,0.46988500000000005,32000000,40382659,Reds,History,1981
6434,0.37649699999999997,0,0,The Marksman,Action,2005
291,0.424813,6000000,90777,Beasts of No Nation,Drama,2015
3440,1.2134049999999998,40000000,97552050,Paul,Science Fiction,2011
277,0.444193,0,0,Star Trek: Renegades,Science Fiction,2015
9023,0.783938,14000000,72527595,Urban Legend,Thriller,1998
10720,0.100102,0,0,Ship of Fools,Drama,1965
2793,0.299969,34000000,19693891,Summer Catch,Romance,2001
10416,0.247575,0,0,The Taming of the Shrew,Romance,1967
9523,0.32106799999999996,22000000,0,Moonwalker,Fantasy,1988
7937,0.362732,0,11129057,Falling in Love,Romance,1984
5089,0.39266599999999996,14000000,0,Belly of the Beast,Thriller,2003
8948,0.14752,0,0,The Flight of Dragons,Fantasy,1982
6504,0.147694,0,0,Mortuary,Mystery,2005
10457,0.207161,17000000,10000000,55 Days at Peking,Drama,1963
1411,1.849649,100000000,242988466,Cloudy with a Chance of Meatballs,Comedy,2009
7951,0.263961,0,0,Johnny Dangerously,Crime,1984
3511,0.802769,6000000,19560274,The Guard,Action,2011
7004,1.428313,25000000,116766556,Finding Neverland,Drama,2004
8829,0.254766,0,0,Skipped Parts,Drama,2000
8522,0.581975,0,0,The Truth About Cats & Dogs,Comedy,1996
8255,1.0705770000000001,49000000,352927224,Basic Instinct,Thriller,1992
6325,0.548181,0,2455831,Imagine Me & You,Romance,2005
6948,0.040915,1000000,7202,Special,Drama,2006
5931,0.15234,0,0,A Haunting at Silver Falls,Horror,2013
9249,0.194983,0,27843,Teen Witch,Family,1989
3980,0.8725719999999999,20000000,12398628,Undisputed,Adventure,2002
8229,0.141747,25000000,13071518,Clockers,Drama,1995
7574,0.46111599999999997,2000000,0,An American Crime,Crime,2007
7497,0.677804,0,0,Outlaw,Thriller,2007
640,6.415818,68000000,211817906,Fury,Action,2014
2145,0.44282299999999997,5800000,0,Burning Palms,Drama,2010
4536,0.552288,25000000,8784318,On the Road,Drama,2012
2921,1.380024,60000000,57490374,Inkheart,Family,2008
10462,0.183514,0,0,McLintock!,Comedy,1963
9037,0.643358,0,0,Hope Floats,Romance,1998
2923,1.354387,20000000,64822796,The Bank Job,Crime,2008
271,0.45959700000000003,0,0,Dead Rising,Horror,2015
938,0.409047,0,0,The Face of an Angel,Thriller,2014
884,0.535291,0,0,Lizzie Borden Took An Ax,Thriller,2014
10037,0.127474,0,1030938,Hidden Agenda,Mystery,1990
6747,0.402934,16000000,0,The Texas Chainsaw Massacre: The Beginning,Horror,2006
7963,0.21068,0,0,Firestarter,Thriller,1984
2349,0.12315799999999999,0,0,American Grindhouse,History,2010
4204,0.951117,0,46264384,Miracle on 34th Street,Family,1994
1511,0.691392,87000000,0,Arthur et la vengeance de Maltazard,Fantasy,2009
391,0.28626599999999996,0,0,The Survivalist,Drama,2015
10796,0.20570100000000002,0,0,The Swarm,Science Fiction,1978
1084,0.22849499999999998,0,0,10.000 KM,Romance,2014
1873,0.091154,0,0,A Very Potter Musical,Comedy,2009
2273,0.218279,0,1279,An Invisible Sign,Drama,2010
8998,1.164656,75000000,46683377,Practical Magic,Comedy,1998
7944,0.335414,0,0,The Toxic Avenger,Comedy,1984
10285,0.563653,0,0,Trois couleurs : Bleu,Music,1993
4573,0.468552,2000000,14400000,Hit & Run,Action,2012
6541,0.073547,0,0,Alien Apocalypse,Comedy,2005
8562,0.44292,26000000,0,Blood and Wine,Thriller,1996
5316,0.529974,30000000,0,Double Team,Thriller,1997
2049,0.744585,0,7000000,Planet Hulk,Animation,2010
3473,1.013101,75000000,152930623,Tower Heist,Comedy,2011
10162,0.194948,0,0,Sink the Bismarck!,Drama,1960
713,1.805954,40000000,169837010,Dumb and Dumber To,Comedy,2014
2494,0.49601000000000006,65000000,117758500,Blue Streak,Thriller,1999
13,5.984995,88000000,243637091,Pixels,Action,2015
1882,0.073533,0,0,CinÃ©man,Fantasy,2009
34,3.6445410000000003,58000000,150170815,Goosebumps,Adventure,2015
10316,0.396185,12,0,The Tommyknockers,Horror,1993
2797,0.272619,35000000,0,Heist,Thriller,2001
9350,0.582196,6000000,0,The People Under the Stairs,Comedy,1991
5439,3.200427,105000000,351040419,The Great Gatsby,Romance,2013
6194,3.520836,40000000,158733820,Sin City,Thriller,2005
7388,4.8781620000000006,150000000,938212738,Harry Potter and the Order of the Phoenix,Mystery,2007
5553,0.916811,0,0,The Last Days on Mars,Horror,2013
3526,0.734516,19000000,6928068,Take Me Home Tonight,Drama,2011
5568,0.8444659999999999,56000000,19701164,Broken City,Thriller,2013
9587,0.076438,16000000,4192440,Red Scorpion,History,1988
1577,0.49236599999999997,8500000,4440055,Bright Star,Drama,2009
1229,0.095529,0,0,Lullaby,Drama,2014
24,4.648046,28000000,133346506,The Big Short,Drama,2015
2452,0.9073049999999999,16000000,18564088,The Thirteenth Floor,Science Fiction,1999
9617,0.754116,17000000,17185632,Angel Heart,Mystery,1987
3198,0.259988,25000000,30000000,Igor,Fantasy,2008
7643,0.324065,12000000,5285197,Whisper,Crime,2007
7841,0.517874,0,0,Nosferatu: Phantom der Nacht,Horror,1979
3990,0.74198,25000000,17000000,Punch-Drunk Love,Romance,2002
2631,0.18171199999999998,0,0,Mulholland Dr.,TV Movie,1999
10026,0.447245,0,0,Bird on a Wire,Adventure,1990
10097,0.290694,0,0,Nuns on the Run,Comedy,1990
1850,0.22288200000000002,9000000,0,Against the Dark,Horror,2009
10862,0.06554299999999999,0,0,Grand Prix,Drama,1966
2766,0.37985599999999997,15000000,12000000,Knockaround Guys,Crime,2001
9450,2.1506819999999998,18000000,151668774,Big,Drama,1988
10320,0.323442,0,0,Sharpe's Rifles,Action,1993
2016,0.912689,32000000,69055695,Takers,Drama,2010
2120,0.51097,0,0,Chatroom,Drama,2010
4445,1.0967559999999998,25000000,0,The Factory,Crime,2012
3709,0.407036,0,0,Book of Dragons,Action,2011
6252,1.013787,0,83073883,In Her Shoes,Romance,2005
2047,0.7541680000000001,22000000,24188922,Fair Game,Thriller,2010
9435,0.1523,13000000,3752426,Mannequin Two: On the Move,Comedy,1991
6167,0.211695,0,14393902,Remo Williams: The Adventure Begins...,Adventure,1985
1388,5.806897,35000000,91327197,Underworld: Rise of the Lycans,Adventure,2009
9453,1.628865,15000000,73326666,Beetlejuice,Fantasy,1988
6674,0.67078,3700000,3338228,Unknown,Mystery,2006
6592,1.35007,75000000,180557550,DÃ©jÃ  Vu,Science Fiction,2006
8900,0.897597,0,6110000,Evil Under the Sun,Thriller,1982
10825,0.509263,0,0,Blow-Up,Drama,1966
6432,0.278997,4750000,206871,Tamara,Horror,2005
10524,0.43816400000000005,0,0,Jumpin' Jack Flash,Comedy,1986
9181,2.719764,16000000,92823546,When Harry Met Sally...,Drama,1989
4974,1.626534,36000000,44350926,A Man Apart,Drama,2003
10526,0.433281,0,0,The Big Easy,Drama,1986
9418,0.211558,23000000,20246790,Mobsters,Action,1991
3424,1.425344,30000000,14460000,Winnie the Pooh,Animation,2011
9550,0.206515,0,3184348,Bat*21,Drama,1988
1512,0.690602,0,0,Battlestar Galactica: The Plan,Science Fiction,2009
3733,0.263908,134005,1332231,Snow Flower and the Secret Fan,History,2011
7760,0.138624,0,0,In Tranzit,Drama,2007
4251,0.48427,23000000,71368,A Troll in Central Park,Science Fiction,1994
8967,0.012539,0,0,Madman,Thriller,1982
6996,1.556897,30000000,140161792,The SpongeBob SquarePants Movie,Family,2004
9031,0.690469,0,0,Addams Family Reunion,TV Movie,1998
9796,0.09085399999999999,0,0,Lenny,Drama,1974
6905,0.113479,0,0,Superman: Brainiac Attacks,Animation,2006
4313,0.24664699999999998,600000,185898,Texas Chainsaw Massacre: The Next Generation,Horror,1994
3551,0.607142,0,0,Geek Charming,TV Movie,2011
8106,0.9320729999999999,15000000,66000000,Mighty Morphin Power Rangers: The Movie,Action,1995
6177,0.20499,24000000,0,Year of the Dragon,Drama,1985
5409,0.14365799999999998,0,0,Toothless,Comedy,1997
2733,0.493288,11000000,23430766,Tomcats,Romance,2001
3015,0.626646,8,0,Max Manus,History,2008
11,6.189369,176000003,183987723,Jupiter Ascending,Action,2015
6857,0.5339659999999999,20000000,17807569,School for Scoundrels,Comedy,2006
3456,1.102011,25000000,77278331,The Grey,Thriller,2011
9133,0.21475300000000003,0,0,Il fantasma dell'opera,Drama,1998
7626,0.356032,0,9234510,The Visitor,Drama,2007
9227,0.464675,0,2345628,Blind Fury,Action,1989
9099,0.328442,0,0,Palmetto,Romance,1998
10629,0.203942,0,0,Frankenstein and the Monster from Hell,Science Fiction,1973
1049,0.275803,0,0,Lovesick,Romance,2014
3315,0.364854,5000000,0,April Fool's Day,Horror,2008
781,0.9205139999999999,0,7523634,Pride,Drama,2014
5753,0.536513,0,0,The Haunting in Connecticut 2: Ghosts of Georgia,Drama,2013
10314,0.406511,10000000,0,Romeo Is Bleeding,Drama,1993
10062,0.27566199999999996,0,0,Europa Europa,Foreign,1990
4448,1.068764,20000000,32204030,Lockout,Science Fiction,2012
20,5.4621379999999995,190000000,209035668,Tomorrowland,Mystery,2015
1749,0.13356500000000002,0,0,The Phantom,Science Fiction,2009
10783,0.3309,0,0,Starcrash,Science Fiction,1978
10389,0.41851499999999997,0,4916135,Surf Ninjas,Comedy,1993
3824,0.06843099999999999,0,0,Inbred,Horror,2011
4152,0.136897,0,217201,Ã”nibus 174,Foreign,2002
6436,0.27005300000000004,25000000,0,Nomad,War,2005
2913,1.480497,150000000,309979994,Bolt,Comedy,2008
3616,0.444626,0,0,Age of Heroes,Drama,2011
10446,0.664326,4000000,5000000,The Great Escape,History,1963
7446,1.13351,25000000,40452643,War,Thriller,2007
7588,0.428296,0,0,The Savages,Drama,2007
9514,0.35674,7500000,18869631,Above the Law,Action,1988
319,0.37668,0,0,Navy Seals vs. Zombies,Action,2015
2015,0.914278,80000000,140073390,Legend of the Guardians: The Owls of Ga'Hoole,Family,2010
10622,0.33919299999999997,0,0,Badlands,Crime,1973
975,0.35144899999999996,0,0,Best Night Ever,Comedy,2014
7505,0.6431020000000001,16000000,18928871,A Mighty Heart,Thriller,2007
1743,0.265405,0,0,Into the Blue 2: The Reef,Action,2009
5474,1.5590760000000001,13000000,68572378,The Call,Thriller,2013
4822,0.144769,0,0,Christmas with Holly,Family,2012
10468,0.11516400000000002,0,0,Lilies of the Field,Comedy,1963
10860,0.087034,0,0,Carry On Screaming!,Comedy,1966
9117,0.2515,0,0,Permanent Midnight,Romance,1998
6412,0.356717,0,3357075,Paradise Now,Thriller,2005
2183,0.345663,0,0,Atrocious,Thriller,2010
3461,1.058691,30000000,0,Tinker Tailor Soldier Spy,Drama,2011
10116,0.390468,0,0,The Parent Trap,Family,1961
3563,0.578282,18000000,47088990,Soul Surfer,Drama,2011
9559,0.180017,23000,0,Hollywood Chainsaw Hookers,Horror,1988
3376,4.50453,93000000,482860185,Rise of the Planet of the Apes,Thriller,2011
8867,0.317299,0,0,Tillsammans,Romance,2000
2301,0.182077,0,951179,The Trip,Comedy,2010
10010,0.53671,0,39404261,Joe Versus the Volcano,Comedy,1990
8222,0.194078,35000000,15000000,Le Hussard sur le toit,Romance,1995
1419,1.6417389999999998,26000000,183293131,Paul Blart: Mall Cop,Comedy,2009
8989,1.303667,90000000,250649836,Enemy of the State,Action,1998
6270,0.8320540000000001,84000000,0,Son of the Mask,Comedy,2005
7531,0.564132,4000000,6101046,Battle for Terra,Action,2007
2491,0.5034609999999999,64000000,74608570,Random Hearts,Drama,1999
9946,0.327996,850000,0,Two-Lane Blacktop,Drama,1971
3014,0.630893,2000000,11125849,Vals Im Bashir,Animation,2008
3186,0.276672,0,0,L'Heure d'Ã©tÃ©,Drama,2008
2413,2.94377,80000000,415885488,The Mummy,Fantasy,1999
7462,0.969354,70000000,195735876,Beowulf,Fantasy,2007
4743,0.224198,0,0,Indie Game: The Movie,Documentary,2012
1031,0.292107,0,0,Horsehead,Fantasy,2014
9773,0.378621,500000,0,Foxy Brown,Action,1974
756,1.052381,12250000,2295423,The Rover,Crime,2014
1653,0.37852199999999997,2900000,296557,Black Dynamite,Comedy,2009
2134,0.470249,80000000,201584141,Yogi Bear,Adventure,2010
3501,0.8476360000000001,0,864659,Submarine,Drama,2011
10293,0.504682,0,18994653,Sniper,Drama,1993
1739,0.270283,0,263941,Transylmania,Horror,2009
10810,0.409587,90000,0,Attack of the Killer Tomatoes!,Science Fiction,1978
7929,0.46568000000000004,8000000,0,The Muppets Take Manhattan,Comedy,1984
6096,0.887605,12500000,238227,King Solomon's Mines,Comedy,1985
5267,0.978042,0,28084357,Grosse Pointe Blank,Thriller,1997
4320,0.23070300000000002,0,0,Cops & Robbersons,Action,1994
2984,0.748854,30000000,68369434,The X Files: I Want to Believe,Drama,2008
2199,0.32616799999999996,0,0,The Clinic,Thriller,2010
582,0.077252,0,0,Welcome to Leith,Documentary,2015
5177,0.619899,0,0,Luther,Drama,2003
6938,0.286076,0,0,Read It and Weep,Comedy,2006
970,0.359568,25000000,0,Red Sky,Thriller,2014
10851,0.342791,0,0,Born Free,Family,1966
3990,0.74198,25000000,17000000,Punch-Drunk Love,Drama,2002
4659,0.326556,0,0,Love at the Christmas Table,Comedy,2012
2016,0.912689,32000000,69055695,Takers,Crime,2010
10356,0.23164400000000002,0,9317021,We're Back! A Dinosaur's Story,Family,1993
4487,0.743538,0,89237,Byzantium,Drama,2012
1166,0.16367400000000001,0,0,WolfCop,Comedy,2014
10687,0.194705,0,0,The Man Who Haunted Himself,Crime,1970
6217,1.496807,50000000,44434439,Into the Blue,Adventure,2005
9184,2.470407,16400000,235860116,Dead Poets Society,Drama,1989
1057,0.205077,1000000,0,Dear White People,Drama,2014
10493,0.802539,0,49042224,Cobra,Action,1986
9900,0.160098,0,0,The Gorgon,Horror,1964
9818,0.478232,0,20000000,Escape to Witch Mountain,Science Fiction,1975
8777,0.34954,35000000,0,Wonder Boys,Drama,2000
9830,0.277357,1800000,46665856,Dog Day Afternoon,Drama,1975
4224,0.6655449999999999,0,0,Death and the Maiden,Thriller,1994
5624,0.598453,12000000,35931410,Jobs,Drama,2013
4450,1.049943,17000000,127730736,The Woman in Black,Horror,2012
7123,0.424196,0,0,The Merchant of Venice,Drama,2004
10389,0.41851499999999997,0,4916135,Surf Ninjas,Family,1993
7554,0.49939700000000004,0,0,The Jane Austen Book Club,Comedy,2007
8179,0.376857,35000000,64350171,Sudden Death,Action,1995
7753,0.284617,0,486021,Paranoid Park,Mystery,2007
9386,0.32365,0,0,King Ralph,Comedy,1991
1053,0.26952800000000005,0,0,Kajaki,Adventure,2014
2859,0.115051,0,0,In the Time of the Butterflies,Thriller,2001
7375,0.100189,0,0,The Hunter,Thriller,1980
10446,0.664326,4000000,5000000,The Great Escape,Drama,1963
10197,0.313073,0,0,Freaky Friday,Family,1976
8132,0.623009,20000000,7563728,Hackers,Drama,1995
4207,0.936924,0,0,It Could Happen to You,Comedy,1994
2212,0.29666,2500000,52604,Hatchet II,Comedy,2010
9172,0.098541,0,0,Paulie,Family,1998
7810,0.057897000000000004,10000000,0,Margot at the Wedding,Comedy,2007
4271,0.408327,2500000,0,Phantasm III: Lord of the Dead,Horror,1994
799,0.829686,9000000,0,Skin Trade,Thriller,2014
7270,0.9493809999999999,2000000,46122355,Deliverance,Drama,1972
10263,0.710505,28000000,39514713,Hocus Pocus,Fantasy,1993
4933,0.019197,0,0,It's Such a Beautiful Day,Fantasy,2012
8843,0.150887,0,0,Cherry Falls,Mystery,2000
5252,1.307058,17000000,125586134,I Know What You Did Last Summer,Horror,1997
10500,0.669137,15000000,42724017,Heartbreak Ridge,Action,1986
964,0.510296,0,0,Young Ones,Western,2014
3259,0.19719,10000000,0,Kill Switch,Thriller,2008
10010,0.53671,0,39404261,Joe Versus the Volcano,Romance,1990
1039,0.288035,0,0,Blood Punch,Thriller,2014
3490,0.904531,75000000,342695435,Alvin and the Chipmunks: Chipwrecked,Music,2011
1606,0.430112,0,0,Turtles Forever,Animation,2009
3998,0.682409,38000000,51801187,Enough,Drama,2002
1646,0.388271,0,0,Mutant Pumpkins from Outer Space,Family,2009
9262,0.277427,0,192816,The Return of Swamp Thing,Science Fiction,1989
4368,4.008188,130000000,403170142,Prometheus,Adventure,2012
1928,2.911727,170000000,400062763,TRON: Legacy,Science Fiction,2010
4081,0.31606100000000004,11000000,0,Heaven,Drama,2002
383,0.40436300000000003,3500000,0,Justice League: Throne of Atlantis,Action,2015
8107,0.9017799999999999,30250000,115101622,Get Shorty,Crime,1995
2076,0.62808,0,0,Nude Nuns With Big Guns,Thriller,2010
2483,0.581756,82000000,47434430,Man on the Moon,Comedy,1999
3610,0.45555500000000004,37000000,95404397,Dolphin Tale,Family,2011
9692,0.186551,0,0,Gandahar,Fantasy,1987
1448,1.104112,16000000,31556061,Jennifer's Body,Horror,2009
1234,0.094574,0,0,Mostly Ghostly: Have You Met My Ghoulfriend?,Family,2014
2641,2.642249,85000000,450717150,Ocean's Eleven,Crime,2001
7657,0.281136,0,0,Youth Without Youth,Mystery,2007
4251,0.48427,23000000,71368,A Troll in Central Park,Fantasy,1994
6362,0.426203,0,0,Neverwas,Fantasy,2005
1003,0.362439,0,1009620,The Song,Music,2014
7989,1.774018,36000000,160000000,Never Say Never Again,Thriller,1983
5088,0.403468,20000000,17432163,A Guy Thing,Comedy,2003
6037,0.041774,0,0,Computer Chess,Comedy,2013
10197,0.313073,0,0,Freaky Friday,Fantasy,1976
7360,0.201964,0,0,Shogun Assassin,Action,1980
2105,0.534572,0,0,Legend of the BoneKnapper Dragon,Fantasy,2010
5002,1.0115459999999998,120000000,259175788,Charlie's Angels: Full Throttle,Adventure,2003
436,0.22758,0,0,"What Happened, Miss Simone?",Documentary,2015
6778,0.340571,0,0,Happily N'Ever After,Family,2006
8187,0.33010500000000004,0,0,Children of the Corn III: Urban Harvest,Thriller,1995
8572,0.401898,7000000,405000,Jude,Romance,1996
8802,0.363815,0,8524534,Before Night Falls,Drama,2000
9986,1.513223,22000000,505000000,Ghost,Drama,1990
9794,0.144379,0,0,The Odessa File,Drama,1974
7106,0.47802,0,0,Head in the Clouds,War,2004
6525,0.35989,11000000,0,Don't Come Knocking,Music,2005
6587,1.411147,100000000,384335608,Happy Feet,Comedy,2006
6127,0.476896,0,0,Death Wish 3,Crime,1985
9645,0.385445,5000000,0,Near Dark,Horror,1987
164,0.91704,0,0,Kidnapping Mr. Heineken,Drama,2015
7003,1.433373,0,181466833,Scooby-Doo 2: Monsters Unleashed,Comedy,2004
10497,0.731945,25000000,0,Â¡Three Amigos!,Comedy,1986
9388,0.31695500000000004,0,0,Ghoulies III: Ghoulies Go to College,Comedy,1991
9978,2.679627,65000000,261317921,Total Recall,Adventure,1990
8032,0.31140100000000004,10000000,2494480,Rumble Fish,Romance,1983
7038,0.9220870000000001,25000000,36609966,Taxi,Comedy,2004
10302,0.48018299999999997,0,0,Coneheads,Family,1993
6483,0.172749,72000,0,Shallow Ground,Horror,2005
6007,0.14535599999999999,232000,0,Neverlake,Mystery,2013
10246,0.853733,12500000,12281551,True Romance,Thriller,1993
10090,0.318177,0,0,I Love You to Death,Comedy,1990
4370,3.7026470000000002,215000000,752215857,The Amazing Spider-Man,Action,2012
8391,0.5649390000000001,2500000,25533818,Halloween II,Thriller,1981
1462,0.9992989999999999,27000000,29000000,Case 39,Thriller,2009
3841,0.430191,10000000,0,Elephant White,Thriller,2011
7422,1.4886709999999999,85000000,340487652,Enchanted,Fantasy,2007
1937,2.1287990000000003,150000000,335154643,Prince of Persia: The Sands of Time,Adventure,2010
5393,0.118453,0,7240837,B.A.P.S.,Action,1997
4155,0.128012,0,0,Tuck Everlasting,Drama,2002
2664,1.20913,22000000,33788161,Jay and Silent Bob Strike Back,Comedy,2001
335,0.357614,0,0,Going Clear: Scientology and the Prison of Belief,Documentary,2015
6271,0.8267700000000001,22000000,57479076,Derailed,Drama,2005
9289,0.178696,6000000,14278900,The Wizard,Romance,1989
8439,0.143798,0,0,Caveman,Adventure,1981
972,0.35561,0,0,Sword of Vengeance,Drama,2014
8172,0.403149,6100000,0,Crying Freeman,Action,1995
9965,0.140996,0,0,A New Leaf,Romance,1971
6569,2.03408,0,0,American Pie Presents: The Naked Mile,Comedy,2006
10286,0.559697,0,0,Rising Sun,Thriller,1993
1560,0.534927,4300000,0,Beautiful Kate,Mystery,2009
9899,0.2196,0,0,The Naked Kiss,Drama,1964
2241,0.162356,0,0,Red White & Blue,Drama,2010
1985,1.137934,0,0,Tinker Bell and the Great Fairy Rescue,Animation,2010
10423,0.33726100000000003,0,0,Point Blank,Action,1967
640,6.415818,68000000,211817906,Fury,War,2014
2883,2.90047,19000000,18755936,Sex Drive,Adventure,2008
1060,0.264059,0,0,Appleseed Alpha,Animation,2014
9268,0.257575,750000,0,Meet the Feebles,Comedy,1989
3753,0.244752,8000000,0,Salvation Boulevard,Drama,2011
5888,0.19275699999999998,0,0,Frankenstein's Army,Action,2013
667,3.2809480000000004,13000000,0,The Loft,Thriller,2014
9686,0.21302600000000002,0,0,Flowers in the Attic,Mystery,1987
10149,0.42353100000000005,0,0,Ocean's Eleven,Comedy,1960
9176,0.08611100000000001,0,0,New Rose Hotel,Drama,1998
100,1.7247119999999998,0,0,Frozen Fever,Adventure,2015
782,0.9165780000000001,0,0,Laggies,Comedy,2014
4263,0.420671,0,0,Little Giants,Family,1994
2974,0.787623,90000000,201596308,You Don't Mess With the Zohan,Comedy,2008
8148,0.5264850000000001,42000000,7959291,Strange Days,Crime,1995
3546,0.6281439999999999,0,0,Violet & Daisy,Thriller,2011
6455,0.21646700000000002,15000000,0,Into the Sun,Adventure,2005
8023,0.343668,4000000,92921203,Flashdance,Music,1983
982,0.343814,0,0,Road to Paloma,Thriller,2014
10398,2.550704,4000000,205843612,The Jungle Book,Family,1967
