Index,cast,revenue,original_title
1057, Chris Diamantopoulos,54819301,The Three Stooges
1060, Matthew Fox,30353232,Alex Cross
972,Christian Bale,1081041287,The Dark Knight Rises
1012, Amanda Seyfried,441809770,Les MisÃ©rables
1052, Carrie-Anne Moss,52302796,Silent Hill: Revelation 3D
978, Robert De Niro,205738714,Silver Linings Playbook
1009,Bruce Willis,68263166,Moonrise Kingdom
1050, David Koechner,8493728,Piranha 3DD
1009, Jared Gilman,68263166,Moonrise Kingdom
1048,Jason Bateman,3428048,Disconnect
1075, Josh Duhamel,4636169,Fire with Fire
993, Jim Sturgess,130482868,Cloud Atlas
1055, Susan Sarandon,35485056,Arbitrage
1011, Tadanobu Asano,303025485,Battleship
1073, Tom Everett Scott,119772232,Parental Guidance
1014, Willem Dafoe,284139100,John Carter
998, John Goodman,232324128,Argo
1016,Kristen Stewart,829000000,The Twilight Saga: Breaking Dawn - Part 2
1009, Kara Hayward,68263166,Moonrise Kingdom
1039, Lauren Ambrose,24159934,Wanderlust
994,Sylvester Stallone,312573423,The Expendables 2
1051, Rob LaBelle,85446075,The Possession
1017,Jessica Chastain,132820716,Zero Dark Thirty
1048, Paula Patton,3428048,Disconnect
989, Skylar Astin,115350426,Pitch Perfect
1051, Madison Davenport,85446075,The Possession
1073,Billy Crystal,119772232,Parental Guidance
1017, Chris Pratt,132820716,Zero Dark Thirty
1029,Ben Stiller,746921274,Madagascar 3: Europe's Most Wanted
1023,Adam Sandler,358375603,Hotel Transylvania
1042, Andy Samberg,58058367,That's My Boy
1045, Ed Harris,46221189,Man on a Ledge
1002,Chris Pine,306941670,Rise of the Guardians
978, Jacki Weaver,205738714,Silver Linings Playbook
990, Michael Stuhlbarg,624026776,Men in Black 3
1029, David Schwimmer,746921274,Madagascar 3: Europe's Most Wanted
1077, Juliette Binoche,6063556,Cosmopolis
1044,Blake Lively,47000000,Savages
1049, Mark Duplass,12434778,People Like Us
1057,Sean Hayes,54819301,The Three Stooges
1039, Malin Ã…kerman,24159934,Wanderlust
1023, Kevin James,358375603,Hotel Transylvania
1068,Victoria Justice,11417362,Fun Size
970,Robert Downey Jr.,1519557910,The Avengers
1048, Michael Nyqvist,3428048,Disconnect
1023, David Spade,358375603,Hotel Transylvania
1041, Martin Landau,81491068,Frankenweenie
979, Emma Stone,752215857,The Amazing Spider-Man
1017, Jason Clarke,132820716,Zero Dark Thirty
1031, Kevin McNally,29657751,The Raven
1035, Laura Dern,28258060,The Master
1075, Rosario Dawson,4636169,Fire with Fire
1072, Garrett Hedlund,8784318,On the Road
994, Bruce Willis,312573423,The Expendables 2
1012, Anne Hathaway,441809770,Les MisÃ©rables
1065, Steve Zahn,77112176,Diary of a Wimpy Kid: Dog Days
1075,Bruce Willis,4636169,Fire with Fire
1044, Aaron Taylor-Johnson,47000000,Savages
972, Michael Caine,1081041287,The Dark Knight Rises
1027, Jonathan Daniel Brown,100000000,Project X
1038,Guy Pearce,32204030,Lockout
1080, Mia Moretti,32726956,Katy Perry: Part of Me
1005, James Hong,40346186,Safe
1053, James Gandolfini,37930465,Killing Them Softly
1010,Karl Urban,41037742,Dredd
1069, WolÃ© Parks,31083599,Premium Rush
1005, Robert John Burke,40346186,Safe
1043, Vera Farmiga,208076205,Safe House
1020, Jessica Guadix,140470746,Step Up Revolution
993, Jim Broadbent,130482868,Cloud Atlas
1010, Lena Headey,41037742,Dredd
1011, Brooklyn Decker,303025485,Battleship
1056,Chris Hemsworth,44806783,Red Dawn
977,Noomi Rapace,403170142,Prometheus
1025,Cameron Diaz,79700000,What to Expect When You're Expecting
1071, Matt Shively,142817992,Paranormal Activity 4
1069, Jamie Chung,31083599,Premium Rush
1053,Brad Pitt,37930465,Killing Them Softly
1037, Maude Apatow,88058786,This Is 40
1014, Lynn Collins,284139100,John Carter
1021, Michael B. Jordan,145000000,Chronicle
982, Brie Larson,201585328,21 Jump Street
991, Woody Harrelson,691210692,The Hunger Games
1002, Jude Law,306941670,Rise of the Guardians
1061, Sherri Shepherd,36893721,One for the Money
975, Edward Norton,276572938,The Bourne Legacy
1020,Kathryn McCormick,140470746,Step Up Revolution
994, Arnold Schwarzenegger,312573423,The Expendables 2
1062, Michael Gambon,59520298,Quartet
1077,Robert Pattinson,6063556,Cosmopolis
1029, Sacha Baron Cohen,746921274,Madagascar 3: Europe's Most Wanted
971, Stephen Rea,132400000,Underworld: Awakening
1071, Kathryn Newton,142817992,Paranormal Activity 4
1041, Winona Ryder,81491068,Frankenweenie
1074, Meagan Good,96070507,Think Like a Man
1006, Mary Elizabeth Winstead,112265139,Abraham Lincoln: Vampire Hunter
984, Chris Wedge,877244782,Ice Age: Continental Drift
1062, Tom Courtenay,59520298,Quartet
1056, Jeffrey Dean Morgan,44806783,Red Dawn
1032, Bryan Cranston,59418613,Rock of Ages
973, Christoph Waltz,425368238,Django Unchained
978, Chris Tucker,205738714,Silver Linings Playbook
984, Ray Romano,877244782,Ice Age: Continental Drift
1030, Mia Wasikowska,53676580,Lawless
994, Dolph Lundgren,312573423,The Expendables 2
975, Scott Glenn,276572938,The Bourne Legacy
1051, Natasha Calis,85446075,The Possession
1018,Gina Carano,33372606,Haywire
1039, Justin Theroux,24159934,Wanderlust
1067, Daniela Ruah,50365377,Red Tails
1014, CiarÃ¡n Hinds,284139100,John Carter
1079, Mike Epps,24637469,Sparkle
1015, Noah Segan,47042000,Looper
1034, Brian Blessed,118338361,The Pirates! In an Adventure with Scientists!
976, Martin Freeman,1017003568,The Hobbit: An Unexpected Journey
1039, Jennifer Aniston,24159934,Wanderlust
1049, Olivia Wilde,12434778,People Like Us
1046, Sam Rockwell,19422261,Seven Psychopaths
974, Ralph Fiennes,1108561013,Skyfall
1075, 50 Cent,4636169,Fire with Fire
1056, Josh Hutcherson,44806783,Red Dawn
996, Jonny Lee Miller,245527149,Dark Shadows
971, Theo James,132400000,Underworld: Awakening
1027, Dax Flame,100000000,Project X
1040, Mary Stockley,127730736,The Woman in Black
1017, Joel Edgerton,132820716,Zero Dark Thirty
1037, Leslie Mann,88058786,This Is 40
981, Chris Hemsworth,396600000,Snow White and the Huntsman
1015, Paul Dano,47042000,Looper
1066,Eva Longoria,9622846,For Greater Glory - The True Story of Cristiada
1060,Tyler Perry,30353232,Alex Cross
1019, Rosamund Pike,301000000,Wrath of the Titans
1007, Heidi Hawkins,8106475,Upside Down
988, Sarah Silverman,471222889,Wreck-It Ralph
1073, Bailee Madison,119772232,Parental Guidance
1000, Matthew McConaughey,167221571,Magic Mike
996, Helena Bonham Carter,245527149,Dark Shadows
1035, Philip Seymour Hoffman,28258060,The Master
1064, Rosemarie DeWitt,8138788,Promised Land
994, Jason Statham,312573423,The Expendables 2
1072,Kristen Stewart,8784318,On the Road
1021,Dane DeHaan,145000000,Chronicle
1023, Selena Gomez,358375603,Hotel Transylvania
998, Alan Arkin,232324128,Argo
1024, Michael PeÃ±a,48126384,End of Watch
1065, Zachary Gordon,77112176,Diary of a Wimpy Kid: Dog Days
1028, Giovanni Ribisi,63100000,Contraband
986, Rosamund Pike,218340595,Jack Reacher
1025, Anna Kendrick,79700000,What to Expect When You're Expecting
1061, Patrick Fischler,36893721,One for the Money
1001, Anna Hutchison,66486080,The Cabin in the Woods
1031, Brendan Gleeson,29657751,The Raven
1021, Michael Kelly,145000000,Chronicle
1028, Kate Beckinsale,63100000,Contraband
970, Chris Evans,1519557910,The Avengers
1006, Anthony Mackie,112265139,Abraham Lincoln: Vampire Hunter
1072, Tom Sturridge,8784318,On the Road
1028, Ben Foster,63100000,Contraband
1000, Cody Horn,167221571,Magic Mike
1068, Chelsea Handler,11417362,Fun Size
1078,Milla Jovovich,240159255,Resident Evil: Retribution
1018, Michael Fassbender,33372606,Haywire
1073, Marisa Tomei,119772232,Parental Guidance
1063, Anna Kendrick,107139399,ParaNorman
979, Rhys Ifans,752215857,The Amazing Spider-Man
988,John C. Reilly,471222889,Wreck-It Ralph
1048, Hope Davis,3428048,Disconnect
1062,Maggie Smith,59520298,Quartet
1009, Bill Murray,68263166,Moonrise Kingdom
984,John Leguizamo,877244782,Ice Age: Continental Drift
977, Charlize Theron,403170142,Prometheus
1074, Kevin Hart,96070507,Think Like a Man
985, Mila Kunis,549368315,Ted
1029, Frances McDormand,746921274,Madagascar 3: Europe's Most Wanted
1032, Diego Boneta,59418613,Rock of Ages
1071, Sprague Grayden,142817992,Paranormal Activity 4
1001,Kristen Connolly,66486080,The Cabin in the Woods
1023, Steve Buscemi,358375603,Hotel Transylvania
998, Bryan Cranston,232324128,Argo
1025, Elizabeth Banks,79700000,What to Expect When You're Expecting
1049,Chris Pine,12434778,People Like Us
970, Scarlett Johansson,1519557910,The Avengers
970, Chris Hemsworth,1519557910,The Avengers
1057, SofÃ­a Vergara,54819301,The Three Stooges
981, Charlize Theron,396600000,Snow White and the Huntsman
1006, Dominic Cooper,112265139,Abraham Lincoln: Vampire Hunter
1080, Shannon Woodward,32726956,Katy Perry: Part of Me
987,Naomi Watts,180274123,Lo imposible
970, Mark Ruffalo,1519557910,The Avengers
1024, Natalie Martinez,48126384,End of Watch
1062, Pauline Collins,59520298,Quartet
995, Famke Janssen,376141306,Taken 2
1015, Emily Blunt,47042000,Looper
1027, Thomas Mann,100000000,Project X
1059, Cliff Curtis,22044277,A Thousand Words
976, Cate Blanchett,1017003568,The Hobbit: An Unexpected Journey
1040, CiarÃ¡n Hinds,127730736,The Woman in Black
1053, Scoot McNairy,37930465,Killing Them Softly
1030, Tom Hardy,53676580,Lawless
1016, Taylor Lautner,829000000,The Twilight Saga: Breaking Dawn - Part 2
1012,Hugh Jackman,441809770,Les MisÃ©rables
1075, Vincent D'Onofrio,4636169,Fire with Fire
1063, Casey Affleck,107139399,ParaNorman
972, Gary Oldman,1081041287,The Dark Knight Rises
971,Kate Beckinsale,132400000,Underworld: Awakening
984, Denis Leary,877244782,Ice Age: Continental Drift
1064, Lucas Black,8138788,Promised Land
1074, Jerry Ferrara,96070507,Think Like a Man
1018, Ewan McGregor,33372606,Haywire
979,Andrew Garfield,752215857,The Amazing Spider-Man
1068, Jackson Nicoll,11417362,Fun Size
987, Tom Holland,180274123,Lo imposible
1013, Armie Hammer,183018522,Mirror Mirror
1019, Edgar RamÃ­rez,301000000,Wrath of the Titans
1028, J.K. Simmons,63100000,Contraband
1070, Zoe Saldana,13231461,The Words
1052,Adelaide Clemens,52302796,Silent Hill: Revelation 3D
1059, Kerry Washington,22044277,A Thousand Words
1036,Emily Blunt,53909751,The Five-Year Engagement
1000, Alex Pettyfer,167221571,Magic Mike
1080, Russell Brand,32726956,Katy Perry: Part of Me
1054, Bruce Willis,16863583,The Cold Light of Day
1079, Derek Luke,24637469,Sparkle
985, Seth MacFarlane,549368315,Ted
1078, Li Bingbing,240159255,Resident Evil: Retribution
987, Ewan McGregor,180274123,Lo imposible
1012, Sacha Baron Cohen,441809770,Les MisÃ©rables
1049, Elizabeth Banks,12434778,People Like Us
1058,Meryl Streep,114281051,Hope Springs
1051, Kyra Sedgwick,85446075,The Possession
1036, Alison Brie,53909751,The Five-Year Engagement
1011, Rihanna,303025485,Battleship
1069, Michael Shannon,31083599,Premium Rush
1035,Joaquin Phoenix,28258060,The Master
997, Ezra Miller,33400000,The Perks of Being a Wallflower
1030,Shia LaBeouf,53676580,Lawless
993, Hugo Weaving,130482868,Cloud Atlas
1074,Michael Ealy,96070507,Think Like a Man
1007,Kirsten Dunst,8106475,Upside Down
1066, RubÃ©n Blades,9622846,For Greater Glory - The True Story of Cristiada
1059, Allison Janney,22044277,A Thousand Words
1073, Bette Midler,119772232,Parental Guidance
1020, Ryan Guzman,140470746,Step Up Revolution
1055, Monica Raymund,35485056,Arbitrage
974,Daniel Craig,1108561013,Skyfall
1016, Peter Facinelli,829000000,The Twilight Saga: Breaking Dawn - Part 2
1063,Kodi Smit-McPhee,107139399,ParaNorman
1050,Danielle Panabaker,8493728,Piranha 3DD
1059, Clark Duke,22044277,A Thousand Words
1002, Alec Baldwin,306941670,Rise of the Guardians
1066, Peter O'Toole,9622846,For Greater Glory - The True Story of Cristiada
991, Liam Hemsworth,691210692,The Hunger Games
978,Bradley Cooper,205738714,Silver Linings Playbook
1057, Jane Lynch,54819301,The Three Stooges
1052, Radha Mitchell,52302796,Silent Hill: Revelation 3D
988, Jane Lynch,471222889,Wreck-It Ralph
1003, Jessica Lange,196114570,The Vow
985, Giovanni Ribisi,549368315,Ted
1030, Jessica Chastain,53676580,Lawless
981,Kristen Stewart,396600000,Snow White and the Huntsman
1063, Tucker Albrizzi,107139399,ParaNorman
1067, Terrence Howard,50365377,Red Tails
975, Rachel Weisz,276572938,The Bourne Legacy
992, Bryan Cranston,198802074,Total Recall
1041, Catherine O'Hara,81491068,Frankenweenie
990, Emma Thompson,624026776,Men in Black 3
1069, Dania Ramirez,31083599,Premium Rush
974, Judi Dench,1108561013,Skyfall
1047,Drew Barrymore,24719215,Big Miracle
1065,Devon Bostick,77112176,Diary of a Wimpy Kid: Dog Days
1042, Eva Amurri Martino,58058367,That's My Boy
1010, Olivia Thirlby,41037742,Dredd
1043, Ryan Reynolds,208076205,Safe House
1050, Jean-Luc Bilodeau,8493728,Piranha 3DD
1058, Tommy Lee Jones,114281051,Hope Springs
1052, Sean Bean,52302796,Silent Hill: Revelation 3D
1015,Joseph Gordon-Levitt,47042000,Looper
985, Joel McHale,549368315,Ted
1016, Elizabeth Reaser,829000000,The Twilight Saga: Breaking Dawn - Part 2
990,Will Smith,624026776,Men in Black 3
1047, Vinessa Shaw,24719215,Big Miracle
1044, Taylor Kitsch,47000000,Savages
983, Irrfan Khan,609016565,Life of Pi
1008,Zac Efron,348840316,The Lorax
972, Tom Hardy,1081041287,The Dark Knight Rises
1013, Nathan Lane,183018522,Mirror Mirror
1009, Edward Norton,68263166,Moonrise Kingdom
980, Billy Connolly,538983207,Brave
1019, Ralph Fiennes,301000000,Wrath of the Titans
986,Tom Cruise,218340595,Jack Reacher
1008, Ed Helms,348840316,The Lorax
1072, Kirsten Dunst,8784318,On the Road
1055, Tim Roth,35485056,Arbitrage
1038, Joseph Gilgun,32204030,Lockout
1076, Sebastian Stan,9627492,The Apparition
1010, Wood Harris,41037742,Dredd
982, Dave Franco,201585328,21 Jump Street
1054,Henry Cavill,16863583,The Cold Light of Day
982, Jonah Hill,201585328,21 Jump Street
976, Richard Armitage,1017003568,The Hobbit: An Unexpected Journey
977, Michael Fassbender,403170142,Prometheus
989, Brittany Snow,115350426,Pitch Perfect
1026, Aasif Mandvi,179379533,The Dictator
1076, Julianna Guill,9627492,The Apparition
982,Channing Tatum,201585328,21 Jump Street
1026,Sacha Baron Cohen,179379533,The Dictator
1041,Charlie Tahan,81491068,Frankenweenie
1065, Peyton List,77112176,Diary of a Wimpy Kid: Dog Days
1054, Sigourney Weaver,16863583,The Cold Light of Day
992,Colin Farrell,198802074,Total Recall
1034, Brendan Gleeson,118338361,The Pirates! In an Adventure with Scientists!
980, Kevin McKidd,538983207,Brave
1004, Luis GuzmÃ¡n,355692760,Journey 2: The Mysterious Island
1043, Brendan Gleeson,208076205,Safe House
1066, Andy GarcÃ­a,9622846,For Greater Glory - The True Story of Cristiada
1045, Elizabeth Banks,46221189,Man on a Ledge
1072, Sam Riley,8784318,On the Road
1054, VerÃ³nica Echegui,16863583,The Cold Light of Day
986, David Oyelowo,218340595,Jack Reacher
981, Sam Claflin,396600000,Snow White and the Huntsman
1070, Dennis Quaid,13231461,The Words
975, Stacy Keach,276572938,The Bourne Legacy
983,Suraj Sharma,609016565,Life of Pi
1044, Benicio del Toro,47000000,Savages
1047, John Krasinski,24719215,Big Miracle
1037, Megan Fox,88058786,This Is 40
1026, Anna Faris,179379533,The Dictator
1060, Giancarlo Esposito,30353232,Alex Cross
1004,Dwayne Johnson,355692760,Journey 2: The Mysterious Island
1003, Sam Neill,196114570,The Vow
997, Emma Watson,33400000,The Perks of Being a Wallflower
1080,Katy Perry,32726956,Katy Perry: Part of Me
983, Ayush Tandon,609016565,Life of Pi
1077, Paul Giamatti,6063556,Cosmopolis
1079,Whitney Houston,24637469,Sparkle
1053, Ben Mendelsohn,37930465,Killing Them Softly
986, Werner Herzog,218340595,Jack Reacher
992, Bill Nighy,198802074,Total Recall
1056, Adrianne Palicki,44806783,Red Dawn
1034,Hugh Grant,118338361,The Pirates! In an Adventure with Scientists!
974, Javier Bardem,1108561013,Skyfall
1011, Alexander SkarsgÃ¥rd,303025485,Battleship
1040,Daniel Radcliffe,127730736,The Woman in Black
978, Jennifer Lawrence,205738714,Silver Linings Playbook
971, India Eisley,132400000,Underworld: Awakening
1008, Danny DeVito,348840316,The Lorax
1017, Mark Strong,132820716,Zero Dark Thirty
991, Josh Hutcherson,691210692,The Hunger Games
1040, Alisa Khazanova,127730736,The Woman in Black
1020, Megan Boone,140470746,Step Up Revolution
1014,Taylor Kitsch,284139100,John Carter
1034, Salma Hayek,118338361,The Pirates! In an Adventure with Scientists!
1046, Christopher Walken,19422261,Seven Psychopaths
996, Michelle Pfeiffer,245527149,Dark Shadows
988, Jack McBrayer,471222889,Wreck-It Ralph
1002, Isla Fisher,306941670,Rise of the Guardians
1051,Jeffrey Dean Morgan,85446075,The Possession
1037, Jason Segel,88058786,This Is 40
1044, Salma Hayek,47000000,Savages
973, Samuel L. Jackson,425368238,Django Unchained
1005,Jason Statham,40346186,Safe
1038, Lennie James,32204030,Lockout
1018, Channing Tatum,33372606,Haywire
1033, Danny Huston,2106557,Stolen
1024, David Harbour,48126384,End of Watch
1071,Katie Featherston,142817992,Paranormal Activity 4
1054, Caroline Goodall,16863583,The Cold Light of Day
1004, Kristin Davis,355692760,Journey 2: The Mysterious Island
1003, Scott Speedman,196114570,The Vow
1013, Lily Collins,183018522,Mirror Mirror
984, Seann William Scott,877244782,Ice Age: Continental Drift
1020, Stephen Boss,140470746,Step Up Revolution
1068, Josh Pence,11417362,Fun Size
1012, Russell Crowe,441809770,Les MisÃ©rables
996,Johnny Depp,245527149,Dark Shadows
1048, Frank Grillo,3428048,Disconnect
1008, Rob Riggle,348840316,The Lorax
1011,Taylor Kitsch,303025485,Battleship
1042,Adam Sandler,58058367,That's My Boy
995, Luke Grimes,376141306,Taken 2
983, Adil Hussain,609016565,Life of Pi
1055, Brit Marling,35485056,Arbitrage
1013, Martin Klebba,183018522,Mirror Mirror
1022, Emilio Rivera,81272766,Act of Valor
1015, Bruce Willis,47042000,Looper
1027, Kirby Bliss Blanton,100000000,Project X
976, Andy Serkis,1017003568,The Hobbit: An Unexpected Journey
1007, James Kidnie,8106475,Upside Down
1006, Rufus Sewell,112265139,Abraham Lincoln: Vampire Hunter
993, Halle Berry,130482868,Cloud Atlas
1036, Jason Segel,53909751,The Five-Year Engagement
1045, Edward Burns,46221189,Man on a Ledge
1078, Michelle Rodriguez,240159255,Resident Evil: Retribution
985,Mark Wahlberg,549368315,Ted
1067, David Oyelowo,50365377,Red Tails
1055,Richard Gere,35485056,Arbitrage
1010, Jason Cope,41037742,Dredd
980, Emma Thompson,538983207,Brave
1077, Sarah Gadon,6063556,Cosmopolis
1007, Jim Sturgess,8106475,Upside Down
1004, Vanessa Hudgens,355692760,Journey 2: The Mysterious Island
1064,Matt Damon,8138788,Promised Land
983, Gautam Belur,609016565,Life of Pi
997, Nina Dobrev,33400000,The Perks of Being a Wallflower
1001, Jesse Williams,66486080,The Cabin in the Woods
999,Jason Biggs,234989584,American Reunion
1063, Jodelle Ferland,107139399,ParaNorman
1050, Matt Bush,8493728,Piranha 3DD
1060, Rachel Nichols,30353232,Alex Cross
1033, Josh Lucas,2106557,Stolen
1001, Fran Kranz,66486080,The Cabin in the Woods
1049, Michelle Pfeiffer,12434778,People Like Us
1045,Sam Worthington,46221189,Man on a Ledge
1046, Woody Harrelson,19422261,Seven Psychopaths
1031,John Cusack,29657751,The Raven
1035, Amy Adams,28258060,The Master
1064, Frances McDormand,8138788,Promised Land
1028,Mark Wahlberg,63100000,Contraband
1024,Jake Gyllenhaal,48126384,End of Watch
1061, Debbie Reynolds,36893721,One for the Money
998, Victor Garber,232324128,Argo
997,Logan Lerman,33400000,The Perks of Being a Wallflower
1008, Taylor Swift,348840316,The Lorax
1079, Carmen Ejogo,24637469,Sparkle
1004, Josh Hutcherson,355692760,Journey 2: The Mysterious Island
1019, Liam Neeson,301000000,Wrath of the Titans
1025, Jennifer Lopez,79700000,What to Expect When You're Expecting
1042, Leighton Meester,58058367,That's My Boy
