popularity,budget,revenue,original_title,release_year,genres
0.007821,0,0,TINY: A Story About Living Small,2013,Documentary
0.008078,0,0,Dark Circles,2013,Horror
0.00899,65000,0,Two Thousand Maniacs!,1964,Horror
0.009332,0,0,L'Ivresse du pouvoir,2006,Drama
0.009512,0,0,Ce soir je dors chez toi,2007,Comedy
0.009766,0,0,A Horrible Way to Die,2010,Horror
0.010047,0,0,Main Tera Hero,2014,"Comedy, Romance"
0.010213,0,0,A Viking Saga: The Darkest Day,2013,"Adventure, Thriller, Action"
0.010334999999999999,30000000,68129518,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,2013,Action
0.010407,0,0,Elefante blanco,2012,Drama
0.011229000000000001,0,0,Berkshire County,2014,"Thriller, Horror"
0.011771,0,0,Dreams of a Life,2011,"Foreign, Documentary, Drama"
0.012003,0,0,Vilaine,2008,Comedy
0.012059,0,0,Fab Five: The Texas Cheerleader Scandal,2008,"Drama, TV Movie"
0.012325,0,0,Nowitzki: The Perfect Shot,2014,Documentary
0.012539,0,0,Madman,1982,Thriller
0.012607,2000000,0,Bekas,2012,Drama
0.013016999999999999,1100000,0,Testosteron,2007,Comedy
0.01351,0,0,I Know That Voice,2013,Documentary
0.013546,0,0,The Second Renaissance Part II,2003,"Animation, Science Fiction"
0.013578,0,0,Deutschland. Ein SommermÃ¤rchen,2006,Documentary
0.013744999999999999,0,0,The Maker,2011,"Animation, Drama"
0.013813999999999998,0,0,A Fairly Odd Christmas,2012,Fantasy
0.014759,0,0,I Saw What You Did,1965,"Horror, Mystery, Thriller"
0.014991999999999998,0,0,The Thief and the Cobbler,1993,"Animation, Science Fiction, Fantasy"
0.015247,4500000,0,The Starving Games,2013,Comedy
0.015350999999999998,0,0,Liz & Dick,2012,"TV Movie, Drama"
0.015475999999999998,0,0,"Hush... Hush, Sweet Charlotte",1964,"Crime, Mystery, Thriller, Drama"
0.015668,0,0,Mardaani,2014,"Action, Drama"
0.015727,15000000,16500000,Spacehunter: Adventures in the Forbidden Zone,1983,Adventure
0.015776,0,0,Altar,2014,Horror
0.015926,0,0,Un'estate ai Caraibi,2009,Comedy
0.015951,650,0,Escape from Tomorrow,2013,"Horror, Fantasy"
0.015997,15000000,5217498,The In Crowd,2000,Thriller
0.016365,0,0,John Mulaney: New In Town,2012,Comedy
0.01705,0,0,John Mulaney: The Comeback Kid,2015,Comedy
0.017292,0,0,The Overnighters,2014,"Drama, Documentary"
0.017396000000000002,0,0,Beneath,2007,"Mystery, Thriller, Horror"
0.0174,0,0,Ambition,2014,Science Fiction
0.017468,0,0,Night Moves,1975,Mystery
0.017498,35000000,35323292,The Bad News Bears,1976,"Family, Comedy"
0.017625,0,732655,Once I Was a Beehive,2015,"Drama, Comedy, Family"
0.017708,40000,1434436,The Kid Stays in the Picture,2002,Documentary
0.017824,0,0,Bring It On: All or Nothing,2006,Comedy
0.018014,8500000,0,Corner Gas: The Movie,2014,"Family, Comedy"
0.018189,0,0,Jim Jefferies: Fully Functional,2012,Comedy
0.018633,0,0,Dear Santa,2011,"Comedy, Romance"
0.019075,0,0,Brain Damage,1988,"Comedy, Horror"
0.019197,0,0,It's Such a Beautiful Day,2012,"Animation, Comedy, Drama"
0.019263,0,0,The Champ,1979,Drama
0.019669,0,0,Twitches Too,2007,"Drama, TV Movie, Fantasy"
0.019804,0,0,Always Watching: A Marble Hornets Story,2015,Horror
0.01993,0,0,Sacro GRA,2013,Documentary
0.020272,0,0,The Cheetah Girls: One World,2008,"Comedy, Drama, Music, TV Movie, Family"
0.020513999999999998,0,0,Bring It On: In It To Win It,2007,Comedy
0.02076,0,0,There Was a Crooked Man...,1970,"Action, Drama, Western"
0.020923,0,5240,The Dead Lands,2014,Action
0.021036000000000003,0,0,The Trip to Italy,2014,"Drama, Comedy"
0.021041,0,400654,Today's Special,2009,Comedy
0.021121,0,0,Deadline,2009,"Horror, Drama"
0.021261000000000002,0,634074,Wassup Rockers,2005,Drama
0.021371,3500000,7700000,Expelled: No Intelligence Allowed,2008,Documentary
0.021498,0,0,The After,2014,"Mystery, Fantasy, Drama"
0.021644999999999998,0,0,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,2010,Comedy
0.021677000000000002,0,0,Amber Alert,2012,"Mystery, Thriller"
0.021863,0,0,Desperation,2006,"Fantasy, Thriller, Horror, Drama"
0.022144999999999998,0,1334786,Henry Fool,1997,"Comedy, Drama"
0.022635,0,0,Chelsea Peretti: One of the Greats,2014,Comedy
0.023025999999999998,0,0,Residue,2015,"Thriller, Mystery, Horror, Science Fiction"
0.023223,0,0,Hold Your Breath,2012,Horror
0.023496,0,0,Mental,2012,Comedy
0.024051,0,0,The Yes Men Fix the World,2009,Documentary
0.024766,0,0,Donald Glover: Weirdo,2011,Comedy
0.024987,0,0,Narrow Margin,1990,"Action, Crime, Thriller"
0.025124,0,0,Les Neiges du Kilimandjaro,2011,"Comedy, Foreign"
0.025252,0,0,The Gamechangers,2015,TV Movie
0.025287999999999998,0,13684,Buzzard,2015,Comedy
0.025511000000000002,0,0,18 Again!,1988,"Comedy, Fantasy"
0.02592,0,0,Maidentrip,2014,"Documentary, Adventure"
0.026458999999999996,0,0,How to Fall in Love,2012,"TV Movie, Comedy, Romance"
0.026782999999999998,0,0,Double Take,2001,"Adventure, Romance, Action"
0.027512,0,0,Rocket Science,2007,"Drama, Comedy"
0.027527,1500000,0,A Raisin in the Sun,1961,"Drama, Romance"
0.027705,0,0,Summer Lovers,1982,Romance
0.027927999999999998,0,0,Turbo Charged Prelude to 2 Fast 2 Furious,2003,Action
0.027993999999999998,0,4878242,Tracks,2014,Drama
0.028082,0,0,Stalked By My Neighbor,2015,Thriller
0.028143,0,0,A Thin Line Between Love and Hate,1996,"Thriller, Crime, Comedy, Romance"
0.028227,10000000,5000000,Action Replayy,2010,"Comedy, Romance, Drama"
0.028456,3,43,Boy,2010,"Drama, Comedy"
0.028515,0,0,Blown Away,1992,"Romance, Drama"
0.028606,0,0,The Food of the Gods,1976,Horror
0.028803,0,0,Scrat's Continental Crack-Up: Part 2,2011,"Adventure, Comedy, Animation"
0.028808999999999998,0,0,Metal: A Headbanger's Journey,2005,Music
0.028875,0,0,Toy Story of Terror!,2013,"Comedy, Animation"
0.02912,0,0,The Master of Disguise,2002,"Comedy, Family"
0.029385,0,1632,Eddie: The Sleepwalking Cannibal,2012,"Horror, Comedy"
0.02967,0,30000,Hearts and Minds,1974,Documentary
0.029726999999999996,750,0,95ers: Time Runners,2013,Science Fiction
0.029831,0,0,R.T.T.,2009,Comedy
0.029945,0,0,Eddie Murphy: Delirious,1983,Comedy
0.030005,0,0,The Suicide Theory,2015,"Thriller, Drama"
0.030113,0,0,King Jack,2015,Drama
0.030121,15600000,0,Juwanna Mann,2002,"Comedy, Drama"
0.030366000000000004,0,0,The Little Mermaid: Ariel's Beginning,2008,Family
0.030719,0,0,The Wrecking Crew,2008,Documentary
0.030819,0,0,Dawg Fight,2015,Documentary
0.030837,0,0,"Coluche, L'histoire d'un Mec",2008,Drama
0.030986,250000,0,Elle: A Modern Cinderella Tale,2011,"Drama, Fantasy, Family"
0.031018,40000000,36037909,Hanging Up,2000,"Comedy, Drama"
0.031132999999999997,3000000,0,Motel Hell,1980,Comedy
0.031932,0,0,O Som ao Redor,2012,"Drama, Thriller, Foreign"
0.032049,0,0,Anatomy of a Love Seen,2014,"Romance, Drama"
0.032098,0,0,Dracula,1979,Horror
0.032678,0,0,World of Tomorrow,2015,"Science Fiction, Comedy"
0.032878,0,0,Ardennes Fury,2014,"War, Action"
0.032936,0,0,Coonskin,1975,"Comedy, Animation, Drama, Crime"
0.033615,0,0,Meu Nome NÃ£o Ã‰ Johnny,2008,"Drama, Crime"
0.033634,0,0,One Week,2008,"Adventure, Drama"
0.034182,0,0,Come te nessuno mai,1999,"Comedy, Foreign, Drama"
0.034312,5000000,0,I Will Follow You Into the Dark,2012,"Thriller, Romance, Horror, Drama"
0.034533999999999995,0,0,Twinsters,2015,"Documentary, Family"
0.034538,0,0,Stop at Nothing: The Lance Armstrong Story,2014,Documentary
0.034555,0,0,Island of Terror,1966,"Science Fiction, Horror"
0.034572000000000006,0,0,The 10 Year Plan,2014,Romance
0.03468,0,0,The Stunt Man,1980,"Action, Thriller, Drama, Comedy"
0.035299000000000004,0,0,Run,2013,Action
0.035367,0,0,A Very Merry Mix-Up,2013,"Comedy, Romance, TV Movie, Drama"
0.03551,750000,0,Swedish House Mafia - Leave the World Behind,2014,"Music, Documentary"
0.035616,0,0,Inch'Allah,2012,Drama
0.035919,19000,0,Manos: The Hands of Fate,1966,Horror
0.03626,0,0,Idlewild,2006,"Music, Thriller, Crime, Drama"
0.036904,0,0,Tim Maia,2014,"Documentary, Music, Drama"
0.036987,0,0,Floride,2015,Comedy
0.037147,0,0,Walking with the Dead,2015,Comedy
0.037177999999999996,0,0,Last Night,1998,Drama
0.037191,75000,0,Dr. Phibes Rises Again,1972,"Comedy, Horror"
0.037459,3250000,0,Treehouse,2014,"Mystery, Thriller"
0.037487,0,0,The Subjects,2015,"Science Fiction, Thriller"
0.03797,0,17953778,CB4,1993,"Comedy, Music"
0.038133,0,0,Somers Town,2008,"Drama, Comedy"
0.038236,0,0,Eloise at Christmastime,2003,"Comedy, Drama, Family"
0.038307,0,0,The Room,2003,Drama
0.038327999999999994,0,0,Penny Dreadful,2006,"Thriller, Horror"
0.038585,0,0,Lightbulb,2009,"Drama, Romance, Comedy"
0.038804000000000005,0,0,Student Bodies,2015,Comedy
0.038819,0,0,That Touch of Mink,1962,"Comedy, Romance"
0.039127999999999996,0,0,Against the Wild,2013,"Family, Adventure"
0.039994999999999996,0,0,ìºì¹˜ë¯¸,2013,Romance
0.040005,0,0,The Young Black Stallion,2003,"Family, Adventure"
0.040279,0,0,Fertile Ground,2011,Horror
0.040520999999999995,3000000,0,Freeloaders,2012,Comedy
0.040607,0,0,Belle du Seigneur,2012,"Romance, Drama"
0.040858,58000000,44000000,The Internship,2013,Comedy
0.040915,1000000,7202,Special,2006,"Science Fiction, Fantasy, Drama"
0.041297,0,0,The Sleeper,2012,"Comedy, Thriller"
0.041454000000000005,0,0,Jack Frost,1997,"Comedy, Horror, Fantasy"
0.041727,0,0,Downhill Racer,1969,Drama
0.042047,0,0,Unhung Hero,2013,"Comedy, Documentary"
0.042066,0,0,Saint Ralph,2004,"Drama, Comedy"
0.042076999999999996,0,0,Vous n'avez encore rien vu,2012,Drama
0.042197000000000005,0,0,Five Dances,2013,Romance
0.042352999999999995,0,0,Du bi quan wang da po xue di zi,1976,"Action, Fantasy"
0.04264,0,0,Return of the Living Dead: Necropolis,2005,"Comedy, Horror"
0.042677,0,0,Nas: Time Is Illmatic,2014,Music
0.043164999999999995,0,0,Population 436,2006,"Horror, Drama"
0.043209,0,0,Bring It On: Fight to the Finish,2009,Comedy
0.043408999999999996,0,0,Amour Sur Place ou Ã  Emporter,2014,Romance
0.043438,0,0,Scooby-Doo! and the Witch's Ghost,1999,"Comedy, Animation"
0.043949,0,0,Fresh Meat,2012,Comedy
0.044220999999999996,20000000,0,Mildred Pierce,2011,Drama
0.044425,0,0,Alien Trespass,2009,"Science Fiction, Adventure, Action"
0.044502,0,0,æˆé¾çš„ç‰¹æŠ€,1999,Documentary
0.044583,0,0,Passchendaele,2008,"Romance, Drama, History, War"
0.044625,800000,0,The Stranger Within,2013,Thriller
0.044654,0,0,Kill Dil,2014,"Drama, Action"
0.044675,0,78000000,Hooper,1978,"Comedy, Action"
0.044913,0,0,The Plague Dogs,1982,"Drama, Adventure"
0.045194,0,0,Home Movie,2008,"Thriller, Drama, Horror"
0.045242000000000004,950000,814666,Charly,1968,"Drama, Romance, Science Fiction"
0.045417,66500,0,La frusta e il corpo,1963,"Horror, Mystery"
0.04548,8800000,0,The I Inside,2004,"Thriller, Science Fiction"
0.045647,0,0,Boss Nigger,1975,"Western, Crime"
0.046303,0,0,Vie Sauvage,2014,Drama
0.046679000000000005,0,0,Enter the Ninja,1981,"Drama, Crime, Action"
0.046709,0,1519796,Stepfather II: Make Room For Daddy,1989,"Thriller, Horror"
0.046862,0,0,Matriculated,2003,"Animation, Science Fiction, Drama"
0.046957,0,0,Day of the Animals,1977,"Horror, Science Fiction, Thriller"
0.047028,0,0,The Winning Season,2009,"Drama, Comedy"
0.047123000000000005,0,0,Vision Quest,1985,Romance
0.047231999999999996,0,0,Where the Red Fern Grows,1974,Drama
0.047609,0,0,The Captains,2011,"Science Fiction, Documentary"
0.047645,0,0,Long Weekend,1978,"Thriller, Horror, Mystery"
0.047949,0,0,Tanguy,2001,Comedy
0.048237,0,4654288,The Hitman,1991,"Thriller, Action"
0.048376,0,0,The Kiss of the Vampire,1963,Horror
0.048493,0,0,All This Mayhem,2014,Documentary
0.048723,0,1919653,Communion,1989,"Science Fiction, Drama"
0.048863,0,0,The Stranger,2015,"Horror, Mystery, Thriller, Drama"
0.048917,0,0,23 Blast,2014,Drama
0.049061,0,0,LadyBugs,1992,"Comedy, Family"
0.049206,3000000,0,Ass Backwards,2013,"Comedy, Adventure"
0.049226,0,0,Karla,2006,"Drama, Thriller, Crime"
0.049351,0,0,Breaking Through,2015,Drama
0.049718,8500000,29916207,Neighbors,1981,Comedy
0.049777999999999996,0,0,A Wrinkle in Time,2003,"Science Fiction, Family"
0.050481,0,0,I Hate Luv Storys,2010,"Drama, Comedy"
0.050524,12000000,32726956,Katy Perry: Part of Me,2012,"Documentary, Music"
0.0506,0,0,DC Showcase: Green Arrow,2010,"Animation, Adventure"
0.050657,0,0,Advise & Consent,1962,Drama
0.050661000000000005,0,0,Una pistola en cada mano,2012,Comedy
0.051107,0,0,Vendetta,2015,Action
0.051172,0,0,Non-Stop,2013,"Thriller, Drama"
0.051189,0,0,Wishmaster 4: The Prophecy Fulfilled,2002,Horror
0.051262,1000000,0,Best of Enemies,2015,"Documentary, History"
0.051507000000000004,0,0,Life After People,2008,Documentary
0.05159400000000001,0,0,George Carlin: You Are All Diseased,1999,"TV Movie, Documentary, Comedy"
0.051754999999999995,0,0,Oliver Twist,1982,"Crime, TV Movie"
0.052322,0,1339650,Bill Cunningham New York,2010,Documentary
0.052542,0,0,Gascoigne,2015,Documentary
0.052554,0,0,The Doom Generation,1995,"Comedy, Drama, Action, Crime"
0.052986,0,0,L'arbitro,2013,Comedy
0.0533,0,0,Bobby Jones: Stroke of Genius,2004,Drama
0.054653999999999994,0,0,The Stupids,1996,"Comedy, Family"
0.054863,0,0,Who's That Knocking at My Door,1967,"Drama, Romance"
0.054939,0,0,Lake Mungo,2008,Horror
0.05524199999999999,0,0,Submerged,2015,"Thriller, Drama"
0.05525599999999999,0,0,Into the Abyss,2011,"Crime, Documentary"
0.055791999999999994,0,0,Minecraft: The Story of Mojang,2012,Documentary
0.055821,3000000,7100000,Cinderfella,1960,Romance
0.056152999999999995,0,0,Korengal,2014,Documentary
0.056244,2000000,0,The Curse of Downers Grove,2015,"Mystery, Thriller, Drama"
0.056389999999999996,12000000,4000000,Playing God,1997,"Crime, Thriller, Action, Drama"
0.05682,0,0,Changement d'adresse,2006,"Comedy, Romance"
0.056929999999999994,0,0,Trilogy of Terror,1975,Thriller
0.057316,0,0,Le Coach,2009,Comedy
0.057680999999999996,5000000,3569939,The New Adventures of Pippi Longstocking,1988,"Adventure, Fantasy"
0.057897000000000004,10000000,0,Margot at the Wedding,2007,"Comedy, Drama"
0.058092,0,0,The Slumber Party Massacre,1982,Comedy
0.058401999999999996,0,0,Dead End Drive-In,1986,"Thriller, Drama, Horror, Action"
0.058828,0,0,Night of the Lepus,1972,"Horror, Science Fiction"
0.058977,0,0,La Guerre des Miss,2009,Comedy
0.059043,0,0,State and Main,2000,Comedy
0.059172,0,0,Didier,1997,Comedy
0.059697,0,0,Book of Blood,2009,"Horror, Thriller, Drama"
0.059713,0,0,The Lonely Guy,1984,"Comedy, Romance"
0.059877,1000000,0,The Prowler,1981,"Mystery, Horror, Thriller"
0.059976,0,0,Indiana Jones: Making the Trilogy,2003,Documentary
0.06024500000000001,100000,0,The Go-Between,1971,"Drama, Romance"
0.060425,0,0,Becket,1964,Drama
0.060425,0,0,Les grandes ondes (Ã  l'ouest),2013,Comedy
0.060512,0,0,The Devils,1971,History
0.060639,0,0,Une bouteille Ã  la mer,2011,Drama
0.06066900000000001,0,0,Flirting with Forty,2008,"Romance, Comedy, Drama"
0.0608,0,0,Tig,2015,Documentary
0.060833000000000005,800000,0,The Wicked,2013,"Horror, Thriller"
0.061776,0,0,One & Two,2015,"Drama, Fantasy"
0.061916,0,0,Pumpkinhead II: Blood Wings,1994,Horror
0.062064,12000000,0,Duma,2005,"Adventure, Family, Drama"
0.062202,0,15578237,Continental Divide,1981,Comedy
0.062221000000000005,0,2853801,The Man in the Moon,1991,"Family, Romance"
0.062235000000000006,0,0,The Incredible Shrinking Woman,1981,"Family, Comedy, Science Fiction"
0.062706,0,279735,Blancanieves,2012,"Fantasy, Drama"
0.062898,0,0,The Serpent's Egg,1977,Mystery
0.063184,0,0,Goin' South,1978,Comedy
0.06324,35000000,60251371,Secretariat,2010,Drama
0.06324600000000001,0,0,VeggieTales: Jonah,2002,"Action, Comedy"
0.063324,0,0,Megaforce,1982,"Adventure, Science Fiction, Action"
0.063325,0,0,Strapped,2010,Drama
0.063527,0,0,Kuryer,1986,"Comedy, Romance, Drama"
0.063621,0,0,Saints and Soldiers: The Void,2014,"War, Action, Drama"
0.063684,3000000,33946224,Strictly Ballroom,1992,"Romance, Comedy, Drama"
0.063725,0,0,La Moustache,2005,Drama
0.06375399999999999,0,0,As Melhores Coisas do Mundo,2010,Comedy
0.063811,0,0,The Amityville Haunting,2011,Horror
0.06384400000000001,0,0,Dogfight,1991,"Romance, Drama, War"
0.063987,0,0,Steel Trap,2007,Horror
0.064029,0,321952,The Last Waltz,1978,"Documentary, Music"
0.064038,0,0,FRED: The Movie,2010,"Family, Comedy"
0.06413300000000001,2000000,0,The Company of Wolves,1984,"Fantasy, Science Fiction"
0.064153,0,0,Bloody Birthday,1981,Thriller
0.064187,0,0,My Amityville Horror,2013,"Documentary, Horror"
0.064238,0,0,Showrunners: The Art of Running a TV Show,2014,Documentary
0.064317,0,0,"What's Up, Tiger Lily?",1966,"Comedy, Action"
0.064319,0,0,Chiko,2008,Drama
0.064322,0,0,Liquid Sky,1982,"Comedy, Science Fiction"
0.064476,0,0,Les rencontres d'aprÃ¨s minuit,2013,Comedy
0.06449500000000001,400000,0,Captain Kronos: Vampire Hunter,1974,"Horror, Adventure"
0.06455599999999999,0,0,Twin Town,1997,"Drama, Comedy"
0.064707,0,2683519,Hello Mary Lou: Prom Night II,1987,Horror
0.064907,0,0,Khoobsurat,2014,Romance
0.065064,0,0,The Fluffy Movie,2014,Comedy
0.06514099999999999,0,0,Beregis Avtomobilya,1966,"Mystery, Comedy"
0.065195,0,0,Hotel Inferno,2013,"Crime, Horror, Thriller, Action"
0.06539099999999999,0,0,Une Petite zone de turbulences,2010,Comedy
0.06550399999999999,3000000,0,Coming Home,1978,"Drama, War, Romance"
0.06554299999999999,0,0,Grand Prix,1966,"Drama, Action, Adventure"
0.06567200000000001,786675,861789,The Castle,1997,Drama
0.065723,0,0,The Unbelievers,2013,Documentary
0.065808,0,0,The City of the Dead,1960,Horror
0.065833,0,0,Christmas Cupid,2010,"Romance, Comedy, TV Movie"
0.065997,130000,0,Intruder,1989,"Thriller, Horror"
0.066135,0,0,Hugo Pool,1997,"Romance, Comedy"
0.066302,0,0,The Road to Guantanamo,2006,"Documentary, Drama"
0.066504,9000000,34573780,The Best Man,1999,"Drama, Comedy"
0.06667000000000001,0,0,Kevin Hart: Laugh at My Pain,2011,"Documentary, Comedy"
0.06677899999999999,0,0,Un amour Ã  taire,2005,Drama
0.06699400000000001,1000000,2000000,Dillinger,1973,"Action, Drama"
0.067359,0,0,CÃ¡sese quien pueda,2014,Comedy
0.067621,0,0,The Americanization of Emily,1964,"Comedy, Romance"
0.067731,700000,0,Flesh Gordon,1974,"Science Fiction, Comedy"
0.067761,0,0,Zeitgeist: Addendum,2008,"Documentary, War, History"
0.067885,0,0,A Little Help,2010,Comedy
0.067973,0,20710451,Hamlet,1990,Drama
0.067989,0,50021959,When a Man Loves a Woman,1994,Drama
0.068105,0,0,The Fantastic Flying Books of Mr Morris Lessmore,2011,"Animation, Adventure"
0.068176,0,0,Robin and the 7 Hoods,1964,"Comedy, Music"
0.06833099999999999,0,0,Du vent dans mes mollets,2012,Family
0.06843099999999999,0,0,Inbred,2011,"Horror, Comedy"
0.068642,0,0,Old Fashioned,2014,"Romance, Drama"
0.068741,0,0,Doctor Who: The Husbands of River Song,2015,"Drama, Science Fiction, Comedy"
0.068752,3000000,0,Something Wicked,2014,"Thriller, Mystery"
0.06883500000000001,15000000,8620929,Manhunter,1986,"Thriller, Crime"
0.068941,0,5980,BearCity,2010,Romance
0.068984,0,0,Brand Upon the Brain! A Remembrance in 12 Chapters,2007,"Fantasy, Drama"
0.069188,0,0,Underground: The Julian Assange Story,2012,Drama
0.069212,0,65460,Eden,2014,Music
0.069248,0,0,Carry On Matron,1972,Comedy
0.06954400000000001,0,0,Gregory's Girl,1981,Romance
0.069606,0,0,Willow Creek,2013,"Horror, Adventure, Thriller, Mystery"
0.069999,0,0,Theatre of Blood,1973,"Comedy, Horror"
0.070162,0,12195695,Family Business,1989,"Thriller, Action, Crime, Comedy"
0.070257,0,0,Inuyasha: Kagami no Naka no MugenjÅ,2002,"Adventure, Action, Animation"
0.070285,2840000,11620000,English Vinglish,2012,Drama
0.070508,0,0,Magic Beyond Words: The JK Rowling Story,2011,TV Movie
0.070616,0,0,He Was a Quiet Man,2007,"Drama, Romance"
0.070749,0,1750301,Prospero's Books,1991,Fantasy
0.070766,0,0,Life is Sweet,1990,"Drama, Comedy"
0.070776,10,0,Penis Boy,2015,"Comedy, Drama"
0.071142,0,2666118,When We Were Kings,1996,Documentary
0.071172,200000,0,Shock Waves,1977,Horror
0.07119299999999999,0,0,My Future Boyfriend,2011,"Romance, Science Fiction, Comedy, Thriller, Fantasy"
0.071358,0,0,Mom and Dad Save the World,1992,"Comedy, Family, Science Fiction, Adventure"
0.071421,100000,0,The Decline of Western Civilization,1981,Music
0.07154500000000001,95,0,84 Charing Cross Road,1987,"Drama, Romance"
0.071589,0,0,SAGA - Curse of the Shadow,2013,"Adventure, Action"
0.071619,0,0,The Ladies Man,1961,Comedy
0.07182999999999999,0,0,35 Rhums,2009,"Foreign, Drama"
0.07182999999999999,179000,0,Shivers,1975,"Horror, Science Fiction"
0.071872,0,0,Jean-Philippe,2006,Comedy
0.071965,0,12000000,Heyy Babyy,2007,"Comedy, Romance"
0.072267,0,0,The Cat from Outer Space,1978,"Comedy, Science Fiction, Family"
0.072379,0,27900000,Uncommon Valor,1983,"Adventure, Drama, Action"
0.072393,0,0,The Bling Ring,2011,TV Movie
0.072514,0,0,Atari: Game Over,2014,Documentary
0.07254,0,119563,Were The World Mine,2008,Music
0.072625,2500,0,Offside,2006,Comedy
0.07263700000000001,0,0,Montana,2014,"Action, Drama, Thriller, Crime"
0.07266900000000001,0,0,Djinn,2013,Horror
0.072899,3000000,0,Crimewave,1985,"Crime, Comedy"
0.07309,0,0,12 Men of Christmas,2009,"Comedy, Romance"
0.073295,0,0,×›×™×“×•×Ÿ,2013,Comedy
0.073425,0,0,KISS Meets the Phantom of the Park,1978,"Science Fiction, TV Movie"
0.073488,0,0,That Darn Cat!,1965,"Drama, Comedy"
0.07349299999999999,0,90508336,Madea Goes to Jail,2009,"Comedy, Drama"
0.073496,0,0,Hercules and the Lost Kingdom,1994,"TV Movie, Fantasy"
0.073521,0,0,Kurt & Courtney,1998,"Music, Documentary"
0.073533,0,0,CinÃ©man,2009,"Comedy, Fantasy"
0.073547,0,0,Alien Apocalypse,2005,"Comedy, Science Fiction"
0.073715,0,0,Wal-Mart: The High Cost of Low Price,2005,Documentary
0.073737,0,0,The Protector,2006,"Drama, Foreign"
0.073883,0,0,Contracted: Phase II,2015,"Horror, Drama"
0.074251,0,0,Not Another Happy Ending,2013,"Comedy, Drama"
0.074325,2000000,11000000,Battle Beyond the Stars,1980,Science Fiction
0.075175,0,0,A Woman Under the Influence,1974,Drama
0.075197,0,97,Jimi: All Is by My Side,2013,"Music, Drama"
0.07532,0,0,The Principal,1987,"Crime, Drama, Adventure, Action"
0.07536699999999999,0,0,Meantime,1983,"Drama, Comedy"
0.07549600000000001,0,0,Alone in the Wilderness,2004,Documentary
0.075624,3000000,9879971,Tsotsi,2005,Crime
0.07586699999999999,1200000,2861020,Home Run,2013,Drama
0.07596499999999999,0,0,Not Cool,2014,Comedy
0.07610900000000001,13500000,187674,Stonewall,2015,Drama
0.076196,1900000,4790926,Vamp,1986,"Horror, Comedy"
0.076214,0,0,Soul Food,1997,"Comedy, Drama"
0.076348,0,0,All Relative,2014,"Drama, Romance, Comedy"
0.07643,1000000,0,Hits,2014,"Drama, Comedy"
0.076438,16000000,4192440,Red Scorpion,1988,"History, War, Action"
0.076463,2000000,0,Death Clique,2014,"Drama, Thriller"
0.0766,0,0,Magic,1978,"Horror, Thriller, Drama"
0.076717,0,0,Interior. Leather Bar.,2013,Drama
0.07681,0,0,The Abominable Dr. Phibes,1971,Horror
0.076837,0,0,Princess,2008,Fantasy
0.076958,0,17514553,For Keeps,1988,"Family, Romance, Drama"
