popularity,budget,revenue,original_title,genres,release_year
1.348633,32000000,18409891,Repo Men,Thriller,2010
0.200602,2500000,0,The Last Seduction,Mystery,1994
0.6978270000000001,0,0,The Land Before Time V: The Mysterious Island,Animation,1997
0.252355,0,0,Dark Country,Thriller,2009
0.313479,8500000,5001655,Club Dread,Horror,2004
0.266435,0,0,Flaming Star,Romance,1960
0.402939,0,0,Without a Clue,Comedy,1988
0.538087,0,0,Best Laid Plans,Thriller,1999
0.16608599999999998,0,4793,Gerontophilia,Romance,2013
0.719299,8500000,16209459,Raw Deal,Action,1986
1.6470169999999997,30000000,156835339,P.S. I Love You,Drama,2007
0.471104,45000000,103071443,The Water Horse,Fantasy,2007
0.100664,0,0,The Draughtsman's Contract,Comedy,1982
0.35363,7000000,8373585,The Last Temptation of Christ,Drama,1988
1.194602,28000000,38159905,Just My Luck,Drama,2006
1.588462,0,0,Planet Terror,Action,2007
5.4621379999999995,190000000,209035668,Tomorrowland,Family,2015
0.471505,0,0,Withnail & I,Drama,1987
0.16758699999999999,0,0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,Romance,2010
0.2438,0,0,Alyce Kills,Horror,2011
0.452064,12000000,66351,Deadfall,Thriller,2012
0.121361,530000,0,Rabid,Science Fiction,1977
0.35986399999999996,18000000,7972967,Metallica: Through the Never,Music,2013
1.011185,56000000,142044638,New Year's Eve,Comedy,2011
0.7763800000000001,27000000,13670688,The Pagemaster,Fantasy,1994
0.497587,10000000,21486757,Married to the Mob,Action,1988
0.15559,0,0,Infestation,Comedy,2009
1.1151389999999999,40600000,90400000,Trading Places,Comedy,1983
0.48339499999999996,12000000,30036000,Sophie's Choice,Drama,1982
0.316727,0,0,Anaconda 3: Offspring,Action,2008
2.070708,34000000,63013281,The Longest Ride,Romance,2015
0.355479,787000,0,Santa sangre,Horror,1989
0.538135,1500000,0,Blood Simple,Thriller,1984
0.368965,0,0,The Day,Horror,2011
0.598275,50000000,105197635,Hereafter,Drama,2010
0.46268100000000006,450000,0,Duel,Thriller,1971
0.43984799999999996,45000000,21009180,Flight of the Phoenix,Thriller,2004
0.48016899999999996,11000000,8266343,Cry-Baby,Music,1990
0.221631,0,0,The Stepfather,Thriller,1987
0.23686,0,0,Mouth to Mouth,Drama,2005
0.5756680000000001,0,5979292,The Hunger,Horror,1983
0.166168,10000000,0,Resurrection,Drama,1999
0.399327,0,0,Lost Boys: The Tribe,Horror,2008
0.23041999999999999,0,0,The Second Arrival,Adventure,1998
1.5450549999999998,50000000,97437106,The Book of Life,Comedy,2014
0.109398,65000,0,Spider Baby,Science Fiction,1967
0.265865,0,0,å¤ªæžå¼ ä¸‰ä¸°,Action,1993
0.478051,38000000,28921264,James and the Giant Peach,Adventure,1996
0.380291,2500000,3325038,Robot & Frank,Comedy,2012
0.6823670000000001,0,0,House Arrest,Family,1996
0.386036,0,14202899,A Chorus Line,Music,1985
0.076348,0,0,All Relative,Drama,2014
0.289545,0,0,Chun sing gai bei,Action,2010
0.139047,500000,1000000,Redd Inc.,Comedy,2012
0.400459,0,480811,Bully,Drama,2001
0.38283,25000000,0,Heaven's Prisoners,Drama,1996
0.235312,0,0,NYC: Tornado Terror,Thriller,2008
0.42284700000000003,0,0,Bronco Billy,Drama,1980
0.501242,15000000,2856712,eXistenZ,Science Fiction,1999
1.6326379999999998,0,0,Prime,Romance,2005
0.384309,2500000,205068,Frankenhooker,Horror,1990
0.574533,0,0,Hatchet,Horror,2006
0.767389,15000000,44065653,Passenger 57,Adventure,1992
0.19025,2000000,0,Bride of Re-Animator,Horror,1989
1.223177,50000000,88715192,Failure to Launch,Comedy,2006
0.349723,35000000,0,Before and After,Drama,1996
0.412492,4000000,9221,The Sacrament,Horror,2013
0.081402,0,0,The Audrey Hepburn Story,Drama,2000
1.247659,18000000,31042035,Conan the Destroyer,Fantasy,1984
1.1318780000000002,68000000,203388341,Vanilla Sky,Mystery,2001
2.5787310000000003,40000000,672806292,The Sixth Sense,Thriller,1999
0.078796,0,0,Ellie Parker,Comedy,2005
0.674834,21000000,0,"Synecdoche, New York",Drama,2008
2.976436,135000000,368871007,Home,Animation,2015
1.323991,46000000,150000000,Star Trek: First Contact,Adventure,1996
0.127505,0,0,Fear X,Mystery,2003
0.592041,0,5732587,Gallipoli,Adventure,1981
0.571693,130000000,119269486,Sahara,Comedy,2005
0.15720499999999998,0,0,Barabbas,Drama,1961
1.949225,60000000,26673242,Event Horizon,Horror,1997
0.267406,0,22930,Struck by Lightning,Comedy,2012
2.2525049999999998,25000000,147780440,No Strings Attached,Comedy,2011
0.711201,17000000,0,Replicant,Action,2001
0.343051,0,1422749,Death Machine,Action,1994
1.469009,13500000,201965915,Teenage Mutant Ninja Turtles,Science Fiction,1990
0.021041,0,400654,Today's Special,Comedy,2009
0.12369000000000001,0,0,Wish You Were Here,Mystery,2012
1.422685,27000000,27200316,Dark City,Science Fiction,1998
0.115051,0,0,In the Time of the Butterflies,TV Movie,2001
0.290596,5000000,12232628,Lone Wolf McQuade,Action,1983
0.029726999999999996,750,0,95ers: Time Runners,Science Fiction,2013
2.000338,31000000,104384188,Vacation,Comedy,2015
0.725654,3500000,0,Green Lantern: First Flight,Animation,2009
0.149668,0,0,Blankman,Adventure,1994
0.283428,0,442965,The Last Supper,Drama,1995
1.029084,17000000,43165571,Beastly,Romance,2011
0.090543,0,427628,Break Ke Baad,Foreign,2010
0.401426,0,0,Sleuth,Thriller,2007
0.465707,0,13603453,Strange Magic,Animation,2015
5.838503,50000000,111340801,Underworld: Evolution,Science Fiction,2006
1.210324,55000000,300218018,Superman,Fantasy,1978
0.197857,0,0,The Blue Umbrella,Animation,2013
0.2817,35000000,791830,Anna Karenina,Romance,1997
0.5707439999999999,2000000,45431,Lost River,Fantasy,2015
0.46488500000000005,3500000,0,Green Lantern: Emerald Knights,Science Fiction,2011
0.291333,10000000,21786738,My Blueberry Nights,Romance,2007
1.285867,23000000,51881013,Jaws: The Revenge,Adventure,1987
0.097715,0,0,Lost and Delirious,Drama,2001
2.404473,65000000,235666219,Spy,Comedy,2015
0.536572,0,2277396,Adam,Romance,2009
0.782091,47000000,7191399,1492: Conquest of Paradise,History,1992
0.181456,0,0,The Cell 2,Thriller,2009
0.42306400000000005,5000000,16554699,Shocker,Comedy,1989
0.602165,8000000,35991087,A Walk in the Woods,Drama,2015
0.508128,48000000,124305181,The Thomas Crown Affair,Comedy,1999
0.336381,0,0,Take Me Home,Romance,2011
0.07349299999999999,0,90508336,Madea Goes to Jail,Comedy,2009
0.140163,0,102000000,The Goodbye Girl,Comedy,1977
0.23949600000000001,0,0,Close Range,Crime,2015
0.151929,0,0,Sharktopus vs Pteracuda,Adventure,2014
2.1083689999999997,76000000,69959751,Children of Men,Thriller,2006
0.209036,0,0,Taylor Swift: The 1989 World Tour - Live,Music,2015
0.276694,0,0,Free Willy 3: The Rescue,Drama,1997
0.399489,650000,0,Phantasm IV: Oblivion,Science Fiction,1998
1.624323,0,104810,The English Teacher,Drama,2013
1.210966,30000000,16930884,88 Minutes,Thriller,2007
0.154754,0,17037887,The Guardian,Horror,1990
0.588821,35000000,84606030,J. Edgar,Crime,2011
0.267231,0,0,Cow Belles,Romance,2006
0.79882,0,0,Minions: Home Makeover,Animation,2010
0.745574,46000000,100860818,Courage Under Fire,Drama,1996
1.6417389999999998,26000000,183293131,Paul Blart: Mall Cop,Action,2009
0.636582,30,0,Striking Distance,Thriller,1993
0.39602800000000005,2200000,136400000,Love Story,Drama,1970
0.23665999999999998,0,22697691,Prelude to a Kiss,Drama,1992
0.66065,63600000,19412993,Get Carter,Crime,2000
0.848748,0,0,Descendants,Adventure,2015
0.22763899999999998,0,0,Dino Time,Family,2012
0.064317,0,0,"What's Up, Tiger Lily?",Comedy,1966
0.9961129999999999,0,0,The Wrong Trousers,Comedy,1993
0.559371,0,10,Elektra Luxx,Drama,2010
0.144451,0,0,WÎ”Z,Thriller,2007
0.404482,60000000,0,Holy Man,Comedy,1998
0.810805,2000000,13129846,To Kill a Mockingbird,Drama,1962
0.117631,0,0,Le Silence de Lorna,Crime,2008
0.07848200000000001,49000000,20423389,The Adventures of Ford Fairlane,Mystery,1990
0.47667299999999996,100000,444098,Upstream Color,Drama,2013
0.280105,0,0,Every Secret Thing,Thriller,2014
0.953046,630019,0,Kung Fury,Action,2015
0.814206,37000000,26250020,Aloha,Comedy,2015
0.712793,0,0,Murder She Said,Mystery,1961
2.764535,150000000,623722818,Ratatouille,Comedy,2007
0.27821999999999997,0,0,æ±äº¬æ®‹é…·è­¦å¯Ÿ,Action,2008
0.9536469999999999,0,0,Miss You Already,Romance,2015
0.5769890000000001,5000000,16174377,Sunshine Cleaning,Comedy,2008
0.368374,0,539957,Kaboom,Mystery,2010
0.43341,2600000,0,Timber Falls,Thriller,2007
0.108905,0,0,Heartless,Thriller,2009
4.983782,210000000,245500000,Transformers: Age of Extinction,Science Fiction,2014
0.5767439999999999,55000000,141047179,Evita,History,1996
0.44076899999999997,0,14110589,Cool World,Animation,1992
0.066302,0,0,The Road to Guantanamo,Documentary,2006
0.343814,0,0,Road to Paloma,Drama,2014
2.606305,85000000,194168700,The Holiday,Romance,2006
0.42174799999999996,50000000,57059003,Annie,Comedy,1982
0.39242,0,0,Amos & Andrew,Action,1993
0.369406,0,0,Der Knochenmann,Thriller,2009
0.359106,12000000,0,Franklyn,Science Fiction,2008
2.377288,22000000,321265768,Schindler's List,Drama,1993
0.231618,0,0,She's Having a Baby,Drama,1988
0.417224,5000000,0,Ginger Snaps,Drama,2000
1.5626520000000002,92000000,264105545,Charlie's Angels,Adventure,2000
0.19252,0,29170410,YÅ«giÅ Dyueru MonsutÄzu Hikari no Piramiddo,Fantasy,2004
0.31960500000000003,0,0,The Tuskegee Airmen,Drama,1995
0.23522300000000002,60000000,66976317,Joan of Arc,Drama,1999
0.280412,7347125,0,Beneath Hill 60,History,2010
0.133455,0,0,CQ,Drama,2001
0.108201,0,0,Can que,Drama,1978
1.0488950000000001,45000000,160078586,Johnny English Reborn,Crime,2011
0.186159,0,0,Welcome to New York,Drama,2014
0.289443,1500000,0,The Land That Time Forgot,Science Fiction,1975
2.5333229999999998,72000000,210000000,Braveheart,History,1995
2.900556,10500000,792910554,E.T. the Extra-Terrestrial,Adventure,1982
0.42018500000000003,0,1234254,The Invisible Woman,Drama,2013
0.258942,0,0,Mass Effect: Paragon Lost,Animation,2012
0.321865,35000000,4858139,Little Buddha,History,1993
0.794564,30000000,53898845,The Three Musketeers,Action,1993
0.389823,0,0,Iron Eagle II,Thriller,1988
0.717333,3500000,81600000,MASH,War,1970
1.22871,250000,3542353,Like Crazy,Drama,2011
0.370148,0,0,Bad Hair Day,TV Movie,2015
0.552091,6000000,2,Mallrats,Romance,1995
0.383044,23000000,16123851,Vanity Fair,Romance,2004
0.11137999999999999,450000,0,Flesh for Frankenstein,Horror,1973
0.6323409999999999,0,0,Bronson,Action,2008
0.442826,0,0,"Family Guy Presents: Something, Something, Something, Dark Side",Comedy,2009
0.208914,3200000,10000000,Once Bitten,Comedy,1985
0.13551400000000002,0,0,Her Alibi,Romance,1989
0.264257,0,0,Dragon Age: Dawn of the Seeker,Animation,2012
0.24330100000000002,1065000,0,"Silent Night, Deadly Night",Thriller,1984
1.019569,11000000,20000000,Barry Lyndon,War,1975
0.08081100000000001,0,0,How to Hook Up Your Home Theater,Comedy,2007
0.38388,0,11000000,The Golden Voyage of Sinbad,Fantasy,1973
0.261797,0,27354,Nowhere,Comedy,1997
0.33064499999999997,0,0,5 to 7,Romance,2014
0.095473,0,0,Hercules Reborn,Adventure,2014
0.69957,9600000,2541554,Truth,Drama,2015
0.105894,6,11,Tales from the Hood,Thriller,1995
0.13792100000000002,17000000,0,Mo' Money,Romance,1992
0.227258,0,178174,Winnebago Man,Comedy,2010
3.7449559999999997,30000000,210819611,District 9,Action,2009
0.409695,7500000,145793296,Driving Miss Daisy,Comedy,1989
0.897684,360000,0,Easy Rider,Action,1969
0.6450640000000001,18000000,382174,The Informers,Adventure,2008
0.671484,10000000,66821036,Skyline,Science Fiction,2010
0.32146399999999997,0,0,All Stars,Comedy,2013
3.206696,12000000,114194847,Step Up,Drama,2006
0.7006060000000001,35000000,0,Supergirl,Adventure,1984
0.5332279999999999,26000000,124033791,City Slickers,Adventure,1991
0.22912399999999997,0,0,Exorcismus,Foreign,2010
0.015475999999999998,0,0,"Hush... Hush, Sweet Charlotte",Crime,1964
0.24207800000000002,1500000,0,Narcopolis,Mystery,2015
2.010733,8000000,441306145,The Exorcist,Thriller,1973
0.5293800000000001,0,0,Bernie,Comedy,2012
0.792471,0,0,Into the Forest,Drama,2015
0.390468,0,0,The Parent Trap,Family,1961
1.1403020000000001,5000000,40100000,"As Above, So Below",Thriller,2014
0.173731,6000000,4300000,One-Eyed Jacks,Action,1961
0.43708800000000003,0,0,Battle For SkyArk,Adventure,2015
0.616491,0,48143579,Tightrope,Thriller,1984
0.208637,10,5,Kid's Story,Science Fiction,2003
3.025852,25000000,42629776,The Age of Adaline,Fantasy,2015
0.455013,0,0,Creature,Thriller,1998
0.228584,0,0,Music Box,Drama,1989
0.869474,35000000,57269863,Willow,Drama,1988
1.0294219999999998,9300000,0,Heavy Metal,Science Fiction,1981
0.393751,0,0,Wild Things: Diamonds in the Rough,Mystery,2005
0.292579,0,0,Roger & Me,History,1989
0.74348,0,0,Annabelle's Wish,Animation,1997
0.265119,0,0,2-Headed Shark Attack,Thriller,2012
0.29991100000000004,12000000,20000000,The Sand Pebbles,Adventure,1966
1.052549,0,0,A Cinderella Story: Once Upon a Song,Family,2011
0.067885,0,0,A Little Help,Comedy,2010
0.876158,40000000,190212113,Cheaper by the Dozen,Comedy,2003
0.680581,6000000,18197398,Daddy Day Camp,Family,2007
1.094959,50000000,66002004,Herbie Fully Loaded,Family,2005
0.154121,0,0,I'll Follow You Down,Mystery,2013
0.35902199999999995,0,0,Interview with a Hitman,Action,2012
0.617698,15000000,10631333,The Purple Rose of Cairo,Fantasy,1985
0.3261,80000000,74901339,Edge of Darkness,Thriller,2010
2.148427,110000000,228738393,Ghost Rider,Thriller,2007
1.1392229999999999,60000000,73648228,Deep Blue Sea,Horror,1999
2.440611,18000000,35692920,127 Hours,Thriller,2010
0.135626,0,429766,Page One: Inside the New York Times,Documentary,2011
0.593079,0,0,Big Stan,Comedy,2007
0.09996000000000001,0,0,The Hidden,Thriller,1987
0.280055,0,0,Reeker,Mystery,2005
1.15929,63000000,296633907,Austin Powers in Goldmember,Crime,2002
0.595221,18000000,74189677,Hard Target,Crime,1993
0.380129,0,0,The Adventures of Baron Munchausen,Adventure,1988
1.147365,19000000,49830607,The Switch,Drama,2010
0.092713,0,0,Something the Lord Made,Drama,2004
1.1366100000000001,22000000,1106279658,The Net,Action,1995
0.21156599999999998,3000000,153155,Citizen Ruth,Drama,1996
0.61574,0,0,My Fake Fiance,Comedy,2009
0.194078,35000000,15000000,Le Hussard sur le toit,Romance,1995
1.754707,20000000,66787908,Selma,History,2014
1.180484,28000000,0,The Stand,Fantasy,1994
0.196421,10000000,0,"The Goods: Live Hard, Sell Hard",Comedy,2009
0.27659,0,0,The Real McCoy,Action,1993
0.406511,10000000,0,Romeo Is Bleeding,Thriller,1993
0.219829,0,0,A Glimpse Inside the Mind of Charles Swan III,Comedy,2012
0.808542,0,0,Copycat,Drama,1995
0.13766099999999998,0,0,é»‘å¤ªé™½731,History,1988
0.45087200000000005,13000000,1646788,I Saw the Light,Drama,2015
0.388227,10000000,0,Mammoth,Drama,2009
0.423663,0,0,Donkey's Christmas Shrektacular,Fantasy,2010
0.223951,0,0,Alabama Moon,Family,2009
0.403468,20000000,17432163,A Guy Thing,Romance,2003
8.095275,79000000,926287400,The Lord of the Rings: The Two Towers,Action,2002
0.20296,2000000,0,Hellraiser: Inferno,Thriller,2000
0.196999,0,0,Bugsy Malone,Comedy,1976
0.429512,16000000,48878502,Darkman,Crime,1990
0.24494699999999997,0,0,Scooby-Doo! Abracadabra-Doo,Animation,2010
0.47391400000000006,0,0,The Philadelphia Experiment,Mystery,2012
0.7277520000000001,25000000,119188334,The Omen,Drama,2006
0.663483,250000,501818,Cube,Mystery,1997
0.383827,0,0,Prison Break: The Final Break,Action,2009
0.5264850000000001,42000000,7959291,Strange Days,Crime,1995
0.359217,45000000,9323833,Miracle at St. Anna,War,2008
0.7874140000000001,35000000,117270765,Dennis the Menace,Comedy,1993
1.156092,35000000,63215872,Lions for Lambs,Drama,2007
0.017498,35000000,35323292,The Bad News Bears,Family,1976
0.077227,0,0,Michou d'Auber,Thriller,2007
0.135554,0,0,The Forbidden Room,Drama,2015
0.33726799999999996,15000000,66966987,When a Stranger Calls,Thriller,2006
0.437792,0,0,The Muppets' Wizard of Oz,Adventure,2005
0.513728,40000000,0,Bless the Child,Crime,2000
0.42571499999999995,45000000,0,Drop Zone,Action,1994
0.45016000000000006,0,316472,Good Kill,Action,2015
1.001465,60000000,55987321,Doom,Adventure,2005
1.7264700000000002,70000000,368100420,Hitch,Comedy,2005
0.364794,0,0,LEGO Marvel Super Heroes: Maximum Overload,Animation,2013
0.39024000000000003,0,6000000,The Grass Is Greener,Drama,1960
0.8924549999999999,2500000,60141683,A Haunted House,Comedy,2013
1.0070540000000001,11000000,27391084,Irrational Man,Drama,2015
0.11490999999999998,11000000,0,September Dawn,Romance,2007
0.179636,0,0,A Hitman in London,Crime,2015
0.604928,0,0,The Childhood of a Leader,Horror,2015
0.10724500000000001,2000000,0,Feast II: Sloppy Seconds,Comedy,2008
0.33974899999999997,0,0,Extraterrestrial,Horror,2014
1.039674,55000000,6416302,D-Tox,Thriller,2002
0.189135,0,0,Absolution,Adventure,2015
0.33324499999999996,14000000,18535191,An Ideal Husband,Drama,1999
0.170549,0,0,"Play It Again, Sam",Romance,1972
0.090323,0,0,An Angel at My Table,Drama,1990
0.557044,13000000,18295,Venuto al mondo,War,2012
0.38461799999999996,10500000,14144000,Poltergeist III,Horror,1988
0.349522,0,7399763,High Spirits,Fantasy,1988
0.42769700000000005,0,0,The Beast of War,War,1988
0.277035,1000000,0,The Dead Room,Horror,2015
0.34388,10,0,Plastic,Drama,2014
0.297996,0,0,At First Sight,Romance,1999
0.280074,19250000,8112712,Spartan,Drama,2004
0.180954,0,0,Inside I'm Dancing,Foreign,2004
1.178831,35000000,51680201,Hot Pursuit,Crime,2015
0.261321,0,0,Torment,Horror,2013
0.62852,0,0,Murder at the Gallop,Drama,1963
0.015668,0,0,Mardaani,Action,2014
0.052554,0,0,The Doom Generation,Comedy,1995
0.9165780000000001,0,0,Laggies,Romance,2014
3.6287260000000003,180000000,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,2005
0.355905,7000000,0,Riddle,Thriller,2013
1.1944549999999998,175000000,381509870,Monsters vs Aliens,Family,2009
0.144924,0,0,Lost in La Mancha,Documentary,2002
0.343105,0,0,The Dukes of Hazzard: The Beginning,Comedy,2007
1.362379,55000000,63408614,Tango & Cash,Adventure,1989
0.383036,0,0,Clubbed,Crime,2008
0.20498899999999998,0,0,The Den,Thriller,2013
0.276219,16000000,0,RocketMan,Science Fiction,1997
0.6853819999999999,30000000,25480490,Mimic,Thriller,1997
0.301564,15000000,0,Submerged,Action,2005
0.446622,1500000,7412216,Kids,Crime,1995
0.8219879999999999,12000000,35485056,Arbitrage,Thriller,2012
2.01227,50000000,109423648,The Game,Mystery,1997
0.389549,0,0,The World According to Garp,Drama,1982
0.8913719999999999,50000000,42277365,Escape from L.A.,Science Fiction,1996
0.155114,0,0,The Prophet,Animation,2014
0.309218,0,20603715,F/X,Action,1986
1.792138,65000000,128905366,Blade: Trinity,Adventure,2004
0.39024699999999996,0,0,Mystery Road,Thriller,2013
0.16078199999999998,0,2835116,Running on Empty,Drama,1988
1.001465,60000000,55987321,Doom,Horror,2005
1.752027,2500000,9500000,Breakfast at Tiffany's,Drama,1961
0.121449,0,0,Saw,Thriller,2003
0.460239,0,0,The Brass Teapot,Thriller,2012
0.493696,0,0,Air Mater,Family,2011
0.512054,0,0,Warlock: The Armageddon,Horror,1993
0.532062,0,0,Across the Universe,Romance,2007
0.350862,0,0,Safar e Ghandehar,Drama,2001
0.271944,0,0,Hercules and the Amazon Women,Adventure,1994
0.32907,0,0,Breathing Room,Thriller,2008
0.609595,7000000,0,Interstate 60,Comedy,2002
0.510452,50000000,79958599,Exit Wounds,Crime,2001
0.417739,0,0,Skinwalker Ranch,Science Fiction,2013
0.095559,0,0,Doc Hollywood,Comedy,1991
0.6826260000000001,0,0,Afro Samurai,Adventure,2007
0.134357,0,0,The Contractor,Crime,2013
0.180391,0,0,MR 73,Drama,2008
0.423512,1400000,0,My Girlfriend's Boyfriend,Romance,2010
0.275609,12000000,27400000,Now and Then,Comedy,1995
0.593722,15000000,1143856,The Other Man,Drama,2008
0.205204,0,0,The Order,Action,2001
0.45016000000000006,0,316472,Good Kill,Drama,2015
0.170566,0,0,Extraordinary Tales,Mystery,2015
0.485296,30000000,25312387,And So It Goes,Romance,2014
0.9618469999999999,40000000,95149435,The Princess Diaries 2: Royal Engagement,Family,2004
0.296309,5000000,20146880,Juice,Drama,1992
0.010213,0,0,A Viking Saga: The Darkest Day,Adventure,2013
1.78595,26000000,109449237,The 40 Year Old Virgin,Romance,2005
0.888985,50000000,30303072,Assassins,Action,1995
1.823058,35000000,139000000,Star Trek: The Motion Picture,Adventure,1979
0.640586,0,20345361,Code of Silence,Action,1985
0.6734640000000001,0,0,Only You,Romance,1994
0.49929799999999996,7000000,20256975,Action Jackson,Comedy,1988
1.255298,40000000,136000000,The Bounty Hunter,Action,2010
0.720101,0,0,Shark Bait,Family,2006
1.0644049999999998,84000000,275650703,Scooby-Doo,Comedy,2002
0.20169600000000001,0,0,Bitter Lake,Documentary,2015
0.40647,0,0,The Mating Habits of the Earthbound Human,Comedy,1999
0.9320729999999999,15000000,66000000,Mighty Morphin Power Rangers: The Movie,Action,1995
0.569422,7700000,21000000,Where Eagles Dare,History,1968
0.8442350000000001,60000000,105178561,Along Came a Spider,Crime,2001
0.31077899999999997,0,0,After,Mystery,2012
0.640933,25000000,50671850,Bride of Chucky,Horror,1998
0.5767439999999999,55000000,141047179,Evita,Music,1996
0.131526,60000000,296221663,Resident Evil: Afterlife,Action,2010
1.3677270000000001,30000000,151119219,Midnight in Paris,Comedy,2011
0.596775,0,25966555,Howards End,Drama,1992
0.380058,16000000,0,Black Dawn,Action,2005
0.718275,90000000,69131860,Babe: Pig in the City,Drama,1998
0.340289,0,9381260,Fierce Creatures,Comedy,1997
0.9537049999999999,11000000,791867,Antichrist,Horror,2009
0.826564,55000000,127906624,The Forbidden Kingdom,Adventure,2008
1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Horror,2015
0.24997199999999997,0,0,A Brief History of Time,Documentary,1991
0.513524,0,0,Sherlock Holmes,Action,2010
0.548596,0,221303188,Presumed Innocent,Thriller,1990
0.475095,0,0,Dead Man Running,Action,2009
0.41189899999999996,0,0,The Assignment,Action,1997
0.301709,0,0,Patrick,Science Fiction,2013
0.683243,0,65088797,*batteries not included,Comedy,1987
0.19528299999999998,17000,101236,Bellflower,Drama,2011
0.091023,0,0,Deep Dark Canyon,Thriller,2013
2.4451650000000003,40000000,123494610,Blended,Comedy,2014
0.38774000000000003,0,27484464,My Life,Drama,1993
0.18545,0,0,An Honest Liar,Documentary,2014
0.8767309999999999,0,908000,Perfect Sense,Romance,2011
0.779536,100000,1776935,Another Earth,Drama,2011
0.135239,9000000,18663238,Glee: The Concert Movie,Music,2011
0.70068,0,0,Teen Beach Movie,Music,2013
0.438396,47000000,103738726,Dick Tracy,Crime,1990
0.219941,22000000,12000000,Sorcerer,Adventure,1977
2.900556,10500000,792910554,E.T. the Extra-Terrestrial,Science Fiction,1982
0.18166500000000002,125000,0,Cannibal! The Musical,Horror,1993
0.468552,2000000,14400000,Hit & Run,Romance,2012
0.166159,0,0,Criminal,Thriller,2004
0.48018299999999997,0,0,Coneheads,Family,1993
32.985763,150000000,1513528810,Jurassic World,Science Fiction,2015
2.5113939999999997,145000000,401128639,The Mummy: Tomb of the Dragon Emperor,Action,2008
1.316239,15000000,8235661,Trumbo,Drama,2015
3.038063,130000000,185258983,Watchmen,Mystery,2009
