Index,revenue,original_title,cast
1018,33372606,Haywire," Channing Tatum, Gina Carano,  Ewan McGregor,  Bill Paxton,  Michael Fassbender"
1019,301000000,Wrath of the Titans," Liam Neeson, Sam Worthington,  Rosamund Pike,  Edgar RamÃ­rez,  Ralph Fiennes"
1020,140470746,Step Up Revolution," Jessica Guadix,  Megan Boone, Kathryn McCormick,  Ryan Guzman,  Stephen Boss"
1021,145000000,Chronicle," Anna Wood, Dane DeHaan,  Michael B. Jordan"
1022,81272766,Act of Valor," Alexander Asefa,  Nestor Serrano,  Emilio Rivera, Roselyn SÃ¡nchez"
1023,358375603,Hotel Transylvania," Kevin James,  David Spade,  Steve Buscemi,  Selena Gomez"
1024,48126384,End of Watch," Natalie Martinez, Jake Gyllenhaal,  Anna Kendrick,  David Harbour"
1025,79700000,What to Expect When You're Expecting," Anna Kendrick,  Elizabeth Banks,  Brooklyn Decker,  Jennifer Lopez"
1026,179379533,The Dictator," Anna Faris, Sacha Baron Cohen,  Sayed Badreya,  Megan Fox,  Aasif Mandvi"
1027,100000000,Project X," Dax Flame,  Thomas Mann"
1028,63100000,Contraband," Giovanni Ribisi, Mark Wahlberg,  Kate Beckinsale,  Ben Foster,  J.K. Simmons"
1029,746921274,Madagascar 3: Europe's Most Wanted," Sacha Baron Cohen,  David Schwimmer,  Chris Rock, Ben Stiller,  Frances McDormand"
1030,53676580,Lawless," Jessica Chastain,  Guy Pearce, Shia LaBeouf,  Mia Wasikowska,  Tom Hardy"
1031,29657751,The Raven," Kevin McNally,  Alice Eve,  Brendan Gleeson, John Cusack,  Luke Evans"
1032,59418613,Rock of Ages,"Tom Cruise,  Bryan Cranston,  Julianne Hough,  Diego Boneta,  Alec Baldwin"
1033,2106557,Stolen," Malin Ã…kerman,  Sami Gayle,  Josh Lucas,  Danny Huston"
1034,118338361,The Pirates! In an Adventure with Scientists!," Jeremy Piven,  Brendan Gleeson, Hugh Grant,  Salma Hayek,  Brian Blessed"
1035,28258060,The Master," Jesse Plemons,  Philip Seymour Hoffman, Joaquin Phoenix,  Laura Dern,  Amy Adams"
1036,53909751,The Five-Year Engagement," Rhys Ifans,  Chris Pratt,  Alison Brie, Emily Blunt,  Jason Segel"
1037,88058786,This Is 40," Megan Fox,  Leslie Mann,  Jason Segel, Paul Rudd,  Maude Apatow"
1038,32204030,Lockout,"Guy Pearce,  Maggie Grace,  Lennie James,  Peter Stormare,  Joseph Gilgun"
1039,24159934,Wanderlust," Lauren Ambrose, Paul Rudd,  Justin Theroux,  Malin Ã…kerman,  Jennifer Aniston"
1040,127730736,The Woman in Black," Sidney Johnston,  CiarÃ¡n Hinds, Daniel Radcliffe,  Mary Stockley,  Alisa Khazanova"
1041,81491068,Frankenweenie," Winona Ryder,  Martin Short,  Martin Landau,  Catherine O'Hara, Charlie Tahan"
1042,58058367,That's My Boy,"Adam Sandler,  Eva Amurri Martino,  Susan Sarandon,  Leighton Meester,  Andy Samberg"
1043,208076205,Safe House," Vera Farmiga,  Joel Kinnaman, Denzel Washington,  Brendan Gleeson,  Ryan Reynolds"
1044,47000000,Savages," Taylor Kitsch,  Salma Hayek,  Benicio del Toro,  Aaron Taylor-Johnson, Blake Lively"
1045,46221189,Man on a Ledge," Ed Harris,  Edward Burns, Sam Worthington,  Jamie Bell,  Elizabeth Banks"
1046,19422261,Seven Psychopaths," Abbie Cornish,  Woody Harrelson,  Sam Rockwell,  Christopher Walken, Colin Farrell"
1047,24719215,Big Miracle," Kristen Bell,  Vinessa Shaw,  Dermot Mulroney, Drew Barrymore,  John Krasinski"
1048,3428048,Disconnect," Frank Grillo,  Hope Davis,  Michael Nyqvist,  Paula Patton, Jason Bateman"
1049,12434778,People Like Us," Olivia Wilde,  Michelle Pfeiffer, Chris Pine,  Mark Duplass,  Elizabeth Banks"
1050,8493728,Piranha 3DD," Matt Bush,  Jean-Luc Bilodeau,  David Koechner, Danielle Panabaker,  Katrina Bowden"
1051,85446075,The Possession," Kyra Sedgwick,  Madison Davenport, Jeffrey Dean Morgan,  Rob LaBelle,  Natasha Calis"
1052,52302796,Silent Hill: Revelation 3D," Carrie-Anne Moss, Adelaide Clemens,  Radha Mitchell,  Sean Bean"
1053,37930465,Killing Them Softly," James Gandolfini,  Ben Mendelsohn,  Scoot McNairy, Brad Pitt,  Ray Liotta"
1054,16863583,The Cold Light of Day," Bruce Willis, Henry Cavill,  VerÃ³nica Echegui,  Caroline Goodall,  Sigourney Weaver"
1055,35485056,Arbitrage," Tim Roth, Richard Gere,  Susan Sarandon,  Brit Marling,  Monica Raymund"
1056,44806783,Red Dawn," Josh Hutcherson,  Jeffrey Dean Morgan, Chris Hemsworth,  Adrianne Palicki"
1057,54819301,The Three Stooges," SofÃ­a Vergara,  Jane Lynch, Sean Hayes,  Will Sasso,  Chris Diamantopoulos"
1058,114281051,Hope Springs," Steve Carell, Meryl Streep,  Marin Ireland,  Tommy Lee Jones,  Jean Smart"
1059,22044277,A Thousand Words,"Eddie Murphy,  Allison Janney,  Kerry Washington,  Clark Duke,  Cliff Curtis"
1060,30353232,Alex Cross,"Tyler Perry,  Jean Reno,  Matthew Fox,  Rachel Nichols,  Giancarlo Esposito"
1061,36893721,One for the Money," Patrick Fischler,  Debbie Reynolds,  John Leguizamo, Katherine Heigl,  Sherri Shepherd"
1062,59520298,Quartet," Michael Gambon,  Pauline Collins,  Billy Connolly, Maggie Smith"
1063,107139399,ParaNorman,"Kodi Smit-McPhee,  Casey Affleck,  Anna Kendrick,  Jodelle Ferland"
1064,8138788,Promised Land," Frances McDormand,  Rosemarie DeWitt,  John Krasinski,  Lucas Black, Matt Damon"
1065,77112176,Diary of a Wimpy Kid: Dog Days," Steve Zahn,  Peyton List,  Rachael Harris, Devon Bostick,  Zachary Gordon"
1066,9622846,For Greater Glory - The True Story of Cristiada," Peter O'Toole,  Andy GarcÃ­a, Eva Longoria,  Oscar Isaac,  RubÃ©n Blades"
1067,50365377,Red Tails,"Bryan Cranston,  David Oyelowo,  Terrence Howard,  Cuba Gooding Jr.,  Daniela Ruah"
1068,11417362,Fun Size," Josh Pence,  Chelsea Handler, Victoria Justice,  Jane Levy,  Jackson Nicoll"
1069,31083599,Premium Rush," Michael Shannon,  Dania Ramirez,  Jamie Chung, Joseph Gordon-Levitt,  WolÃ© Parks"
1070,13231461,The Words," Jeremy Irons, Bradley Cooper,  Dennis Quaid,  Olivia Wilde"
1071,142817992,Paranormal Activity 4," Sprague Grayden,  Matt Shively,  Kathryn Newton, Katie Featherston,  Brady Allen"
1072,8784318,On the Road,"Kristen Stewart,  Kirsten Dunst,  Tom Sturridge,  Garrett Hedlund,  Sam Riley"
1073,119772232,Parental Guidance,"Billy Crystal,  Marisa Tomei,  Bette Midler,  Tom Everett Scott"
1074,96070507,Think Like a Man," Jerry Ferrara,  Regina Hall,  Meagan Good,  Kevin Hart, Michael Ealy"
1075,4636169,Fire with Fire," Vincent D'Onofrio,  50 Cent,  Josh Duhamel,  Rosario Dawson, Bruce Willis"
1076,9627492,The Apparition," Sebastian Stan,  Luke Pasqualino,  Julianna Guill, Ashley Greene,  Tom Felton"
1077,6063556,Cosmopolis," Sarah Gadon, Robert Pattinson,  Juliette Binoche"
1078,240159255,Resident Evil: Retribution," Sienna Guillory,  Aryana Engineer,  Michelle Rodriguez,  Li Bingbing, Milla Jovovich"
1079,24637469,Sparkle,"Whitney Houston,  Mike Epps,  Carmen Ejogo,  Cee Lo Green"
1080,32726956,Katy Perry: Part of Me,"Katy Perry,  Rachael Markarian,  Mia Moretti,  Russell Brand,  Shannon Woodward"
