Index,genres
244,"Action,  Adventure,  Drama,  Fantasy"
245,"Action,  Adventure,  Comedy,  Sci-Fi"
246,"Adventure,  Drama,  Sci-Fi,  Thriller"
247,"Action,  Adventure,  Thriller"
249,"Action,  Adventure,  Sci-Fi"
250,"Action,  Adventure,  Comedy,  Family,  Fantasy"
251,"Action,  Adventure,  Drama,  Thriller"
252,"Action,  Adventure,  Thriller"
253,"Action,  Drama,  History,  War"
254,"Crime,  Thriller"
255,"Action,  Comedy,  Crime,  Romance,  Thriller"
256,"Adventure,  Sci-Fi,  Thriller"
257,"Biography,  Drama"
258,"Adventure,  Comedy,  Family,  Fantasy"
259,"Action,  Comedy,  Crime,  Sci-Fi,  Thriller"
261,"Action,  Drama,  Fantasy,  War"
262,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
263,"Animation,  Comedy,  Family,  Music,  Western"
264,"Action,  Adventure,  Mystery,  Sci-Fi,  Thriller"
265,"Action,  Drama,  Sci-Fi,  Sport"
266,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
267,"Action,  Crime,  Romance,  Thriller"
268,"Action,  Sci-Fi"
269,"Action,  Adventure,  Thriller"
270,"Action,  Adventure,  Drama,  Fantasy"
271,"Action,  Adventure,  Comedy"
272,"Biography,  Drama,  Sport"
273,"Adventure,  Comedy,  Family,  Fantasy"
274,"Action,  Mystery,  Sci-Fi,  Thriller"
275,"Action,  Adventure,  Drama,  History,  War"
276,"Adventure,  Comedy,  Family,  Fantasy"
277,"Animation,  Family,  Fantasy,  Musical,  Romance"
278,"Adventure,  Drama,  Sci-Fi"
280,"Action,  Adventure,  Romance,  Sci-Fi,  Thriller"
281,"Comedy,  Romance"
282,"Action,  Crime,  Thriller"
283,"Action,  Drama,  Romance"
284,"Action,  Mystery,  Sci-Fi,  Thriller"
285,"Adventure,  Family,  Fantasy,  Mystery"
286,"Action,  Adventure,  Thriller"
287,"Action,  Adventure,  Sci-Fi,  Thriller"
288,"Action,  Sci-Fi"
289,"Biography,  Crime,  Drama,  History,  Romance"
290,"Biography,  Crime,  Drama"
291,"Action,  Comedy,  Thriller"
292,"Action,  Crime,  Thriller"
293,"Comedy,  Romance"
294,"Action,  Comedy,  Crime"
295,"Action,  Drama,  Mystery,  Thriller"
296,"Drama,  Western"
297,"Animation,  Drama,  Family,  Musical,  Romance"
298,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
299,"Action,  Adventure,  Thriller"
300,"Action,  Adventure,  Comedy,  Family,  Mystery"
301,"Action,  Adventure,  Family,  Fantasy"
302,"Adventure,  Drama,  Family,  Fantasy"
303,"Adventure,  Family,  Fantasy"
304,"Adventure,  Animation,  Family,  Fantasy"
305,"Action,  Romance,  Thriller"
306,"Action,  Fantasy,  Horror,  Mystery"
307,"Adventure,  Drama,  Thriller"
308,"Biography,  Comedy,  Crime,  Drama"
309,"Action,  Adventure,  Fantasy"
310,"Action,  Sci-Fi,  War"
311,"Drama,  Sci-Fi"
312,"Action,  Adventure,  Animation,  Family,  Fantasy"
313,"Action,  Crime,  Fantasy,  Romance,  Thriller"
314,"Action,  Adventure"
315,"Adventure,  Animation,  Family,  Sci-Fi"
316,"Adventure,  Comedy,  Sci-Fi"
317,"Action,  Adventure,  Thriller"
318,"Action,  Crime,  Sport,  Thriller"
319,"Comedy,  Family,  Fantasy"
320,"Action,  Adventure,  Biography,  Drama,  History,  Thriller"
321,"Action,  Comedy,  Sci-Fi"
322,"Action,  Drama,  Thriller,  War"
323,"Adventure,  Animation,  Comedy,  Family"
324,"Drama,  Mystery,  Thriller"
325,"Action,  Adventure,  Fantasy,  Thriller"
326,"Crime,  Drama"
327,"Drama,  History,  Romance,  War"
328,"Animation,  Comedy,  Family,  Sport"
329,"Comedy,  Sci-Fi,  Thriller"
330,"Drama,  History,  War"
331,Comedy
332,"Action,  Adventure,  Sci-Fi"
333,"Comedy,  Drama,  Romance"
334,"Adventure,  Animation,  Comedy,  Family,  Romance"
335,"Adventure,  Animation,  Comedy,  Family"
336,"Drama,  Family,  Fantasy,  Romance"
337,"Drama,  Fantasy,  Thriller"
338,"Adventure,  Animation,  Comedy,  Family"
339,"Action,  Adventure,  Drama,  Fantasy"
340,"Action,  Adventure,  Drama,  Fantasy"
341,"Action,  Adventure,  Fantasy"
342,"Action,  Adventure,  Fantasy,  Thriller"
343,"Drama,  Mystery,  Romance,  Sci-Fi,  Thriller"
344,"Action,  Adventure,  Sci-Fi,  Thriller"
345,"Action,  Drama,  Sci-Fi,  Thriller"
346,"Adventure,  Family,  Fantasy"
347,"Action,  Thriller"
348,"Drama,  History,  War,  Western"
349,"Action,  Adventure,  Animation,  Family"
350,"Action,  Adventure,  Comedy"
351,"Adventure,  Family,  Fantasy"
352,"Adventure,  Comedy,  Family,  Mystery,  Sci-Fi"
353,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
354,"Action,  Thriller"
355,"Action,  Comedy,  Crime,  Thriller"
356,"Drama,  Fantasy,  Horror,  Mystery,  Thriller"
357,"Animation,  Comedy,  Family,  Sci-Fi"
358,"Action,  Adventure,  Animation,  Comedy,  Family"
359,"Adventure,  Comedy,  Drama,  Fantasy,  Romance"
360,"Action,  Adventure,  Comedy,  Crime,  Thriller"
361,"Crime,  Drama,  Thriller"
362,"Adventure,  Animation,  Family,  Fantasy,  Musical,  War"
363,"Action,  Comedy"
364,"Crime,  Drama,  Mystery,  Thriller"
365,"Action,  Adventure,  Thriller"
366,"Action,  Adventure,  Crime,  Mystery,  Thriller"
368,"Action,  Adventure,  Animation,  Family,  Fantasy,  Sci-Fi"
369,"Adventure,  Animation,  Comedy,  Family,  Fantasy,  Music"
370,"Drama,  History,  Thriller,  War"
371,"Action,  Comedy"
372,"Action,  Animation,  Comedy,  Sci-Fi"
373,"Adventure,  Drama,  Sci-Fi"
374,"Comedy,  Family,  Fantasy,  Horror,  Mystery"
375,"Drama,  Mystery,  Sci-Fi,  Thriller"
376,"Action,  Horror,  Sci-Fi,  Thriller"
377,"Crime,  Mystery,  Thriller"
378,"Adventure,  Family,  Fantasy"
379,"Action,  Adventure,  Fantasy"
380,"Action,  Adventure,  Comedy,  Crime,  Mystery,  Thriller"
381,"Action,  Adventure,  Romance,  Sci-Fi,  Thriller"
382,"Action,  Crime,  Thriller"
383,"Adventure,  Sci-Fi,  Thriller"
384,"Adventure,  Animation,  Comedy,  Family,  Musical"
385,"Comedy,  Drama,  Sci-Fi"
386,"Action,  Drama,  Sci-Fi,  Thriller"
387,"Action,  Crime,  Drama,  Thriller"
388,"Drama,  History,  Thriller,  War"
389,"Action,  Adventure,  Sci-Fi"
390,"Adventure,  Fantasy"
391,"Biography,  Drama,  Sport"
392,"Action,  Family,  Fantasy,  Musical"
393,"Drama,  History,  Sport"
394,"Action,  Adventure,  Drama,  Thriller"
395,"Action,  Crime,  Thriller"
396,"Adventure,  Drama,  Romance"
397,"Animation,  Comedy,  Family,  Music,  Romance"
398,"Action,  Mystery,  Thriller"
399,"Action,  Adventure,  Drama,  Thriller"
400,"Crime,  Thriller"
401,"Action,  Adventure,  Romance"
402,"Animation,  Comedy,  Family,  Fantasy"
403,"Animation,  Comedy,  Family,  Fantasy,  Musical,  Romance"
405,"Action,  Crime,  Mystery,  Thriller"
406,"Adventure,  Comedy,  Family"
407,"Action,  Comedy,  Crime"
408,"Comedy,  Romance"
409,"Action,  Crime,  Drama,  Mystery,  Thriller"
410,"Comedy,  Drama,  Romance"
411,"Crime,  Thriller"
412,"Adventure,  Animation,  Comedy,  Family"
413,"Adventure,  Mystery,  Sci-Fi"
414,"Drama,  History,  War"
415,"Action,  Adventure,  Comedy,  Thriller"
416,"Action,  Adventure,  Comedy,  Fantasy"
417,"Drama,  Romance"
418,"Action,  Crime,  Thriller"
419,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
420,"Drama,  Fantasy,  Romance"
421,"Action,  Drama,  Thriller"
423,"Adventure,  Comedy,  Drama,  Family,  Fantasy"
424,"Action,  Comedy,  Fantasy,  Romance"
425,"Action,  Adventure,  Sci-Fi,  Thriller"
426,"Comedy,  Romance,  Sci-Fi"
427,"Adventure,  Comedy,  Mystery"
428,"Action,  Sci-Fi"
429,"Comedy,  Drama,  Fantasy,  Romance"
431,"Action,  Comedy,  Family,  Fantasy"
432,"Action,  Adventure,  Sci-Fi,  Thriller"
433,"Action,  Adventure,  Fantasy,  Horror,  Sci-Fi"
434,"Crime,  Drama,  History,  Mystery,  Thriller"
435,"Action,  Mystery,  Sci-Fi,  Thriller"
436,"Comedy,  Drama"
437,"Action,  Adventure,  Thriller"
438,"Action,  Adventure,  Thriller"
439,"Adventure,  Drama,  Sci-Fi,  Thriller"
440,Comedy
441,Action
442,"Adventure,  Animation,  Comedy,  Family"
443,"Adventure,  Animation,  Comedy,  Drama,  Family,  Fantasy,  Sci-Fi"
445,"Action,  Drama,  Romance,  Sci-Fi,  Thriller"
446,"Action,  Comedy,  Crime,  Thriller"
447,"Comedy,  Crime,  Sport"
448,"Adventure,  Animation,  Comedy,  Family,  Fantasy,  Music"
449,Comedy
450,"Action,  Adventure,  Comedy"
451,"Comedy,  Drama,  Romance"
452,"Mystery,  Thriller"
453,"Comedy,  Drama,  Romance"
454,"Adventure,  Animation,  Comedy,  Family,  Sci-Fi"
455,"Action,  Crime,  Sci-Fi,  Thriller"
456,"Comedy,  Family,  Fantasy,  Romance"
457,"Crime,  Drama,  Thriller"
458,"Comedy,  Romance"
460,"Action,  Crime,  Thriller"
461,"Action,  Mystery,  Thriller"
462,"Adventure,  Drama,  History,  Romance,  War"
463,"Action,  Adventure,  Drama,  Thriller"
464,"Comedy,  Family,  Sci-Fi"
465,"Fantasy,  Horror,  Mystery,  Thriller"
466,"Adventure,  Animation,  Comedy,  Family,  Fantasy,  Sci-Fi,  Sport"
467,"Adventure,  Comedy,  Crime,  Family,  Mystery"
468,"Drama,  Sci-Fi,  Thriller"
469,"Action,  Crime,  Mystery,  Romance,  Thriller"
470,"Action,  Drama,  War"
471,"Action,  Adventure,  Comedy,  Romance"
472,"Adventure,  Animation,  Comedy,  Family"
473,"Adventure,  Animation,  Family,  Western"
474,"Comedy,  Family,  Romance"
475,"Action,  Adventure,  Family,  Sci-Fi,  Thriller"
476,"Drama,  Mystery,  Sci-Fi,  Thriller"
478,"Animation,  Comedy,  Family,  Fantasy"
480,"Animation,  Family,  Fantasy,  Music"
481,"Action,  Adventure,  Sci-Fi"
482,"Action,  Adventure,  Family,  Fantasy,  Thriller"
483,"Action,  Crime,  Thriller"
484,"Action,  Adventure,  Western"
485,"Drama,  Fantasy,  Romance"
486,"Comedy,  Fantasy"
487,"Action,  Adventure,  Comedy,  Fantasy,  Thriller"
488,"Action,  Comedy,  Sci-Fi"
491,"Action,  Sci-Fi,  Thriller"
492,"Drama,  History,  Thriller"
493,"Action,  Adventure,  Drama,  Thriller"
494,"Adventure,  Animation,  Family"
495,"Action,  Adventure,  Sci-Fi"
496,"Adventure,  Animation,  Comedy,  Family,  Fantasy,  Sci-Fi"
497,"Drama,  Musical,  Romance"
498,"Action,  Adventure,  Sci-Fi"
499,"Action,  Adventure,  Drama,  Sci-Fi"
500,"Adventure,  Comedy,  Drama,  Family,  Fantasy"
501,"Action,  Adventure,  Fantasy"
502,"Action,  Sci-Fi,  Thriller"
503,"Adventure,  Animation,  Family,  Fantasy"
504,"Documentary,  Drama"
505,"Action,  Adventure,  Horror,  Sci-Fi,  Thriller"
506,"Action,  Adventure,  Drama,  History,  Romance"
508,"Biography,  Drama"
509,"Adventure,  Animation,  Drama,  Family,  Musical"
510,"Action,  Adventure,  Comedy,  Family,  Fantasy,  Sci-Fi"
511,"Animation,  Comedy,  Family,  Fantasy,  Sci-Fi"
512,"Crime,  Drama,  Thriller"
513,"Action,  Adventure,  Western"
514,Comedy
515,"Action,  Crime,  Thriller"
516,"Adventure,  Animation,  Drama,  Family,  Fantasy"
517,"Sci-Fi,  Thriller"
518,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
519,"Animation,  Comedy,  Family"
520,"Action,  Adventure,  Fantasy,  Sci-Fi"
521,"Animation,  Comedy,  Family,  Sci-Fi"
522,"Action,  Adventure,  Sci-Fi"
523,"Action,  Adventure,  Sci-Fi"
524,"Adventure,  Animation,  Comedy,  Family"
525,"Drama,  Sci-Fi,  Thriller"
526,"Action,  Adventure,  Sci-Fi"
527,"Action,  Crime,  Fantasy,  Thriller"
528,"Action,  Adventure,  Thriller"
529,"Action,  Adventure,  Animation,  Comedy,  Family,  Fantasy"
530,"Comedy,  Romance"
531,"Comedy,  Drama,  Family,  Music,  Musical,  Romance"
532,"Horror,  Mystery,  Thriller"
533,"Action,  Adventure,  Comedy,  Family,  Sci-Fi"
534,"Crime,  Mystery,  Thriller"
535,Comedy
536,"Comedy,  Drama"
538,"Comedy,  Family"
539,"Action,  Adventure,  Drama,  Thriller"
540,"Biography,  Comedy,  Drama,  History"
541,"Adventure,  Animation,  Comedy,  Family"
542,"Drama,  Music,  Musical"
544,"Comedy,  Crime,  Music"
545,"Drama,  History,  Thriller"
546,"Action,  Drama,  Thriller,  War"
547,"Action,  Comedy,  Romance,  Thriller"
548,"Action,  Adventure,  Comedy"
549,"Comedy,  Drama,  Romance"
550,"Animation,  Comedy,  Family,  Fantasy,  Mystery"
551,"Comedy,  Crime,  Drama,  Romance"
552,"Action,  Adventure,  Romance,  Thriller"
553,"Drama,  History,  Romance"
554,"Action,  Drama,  Fantasy,  Romance"
555,"Action,  Crime,  Drama,  Mystery,  Thriller"
556,"Action,  Adventure,  Animation,  Family,  Sci-Fi"
557,"Action,  Comedy,  Crime,  Thriller"
558,"Action,  Drama,  Sci-Fi"
560,"Animation,  Comedy,  Fantasy"
561,"Action,  Adventure,  Drama,  Thriller"
562,"Drama,  Mystery,  Sci-Fi,  Thriller"
563,"Action,  Animation,  Comedy,  Family,  Sci-Fi"
564,"Action,  Fantasy"
565,"Crime,  Mystery,  Thriller"
566,"Drama,  Mystery,  Sci-Fi,  Thriller"
567,"Action,  Animation,  Comedy,  Family"
568,"Action,  Adventure,  Comedy,  Romance,  Thriller"
569,"Comedy,  Drama"
570,"Action,  Drama,  Thriller"
571,"Action,  Comedy,  Sport"
572,"Comedy,  Family,  Fantasy"
573,"Biography,  Drama,  History,  War"
574,"Action,  Drama,  War"
575,"Adventure,  Animation,  Comedy"
576,"Drama,  Romance"
577,"Action,  Drama,  Sport"
578,"Adventure,  Drama,  Family"
579,"Drama,  Mystery,  Romance,  Thriller"
580,"Comedy,  Family,  Fantasy"
581,"Drama,  Sci-Fi,  Thriller"
582,"Adventure,  Animation,  Comedy,  Family,  Fantasy,  Romance"
583,"Adventure,  Animation,  Comedy,  Family,  Sport"
584,"Comedy,  Romance"
585,"Action,  Adventure,  Thriller"
586,"Adventure,  Animation,  Comedy,  Family,  Fantasy"
587,"Crime,  Thriller"
588,"Adventure,  Drama,  War"
589,"Adventure,  Comedy,  Family,  Fantasy"
590,"Action,  Adventure"
591,"Action,  Thriller"
592,"Action,  Adventure,  Crime,  Thriller"
594,"Fantasy,  Mystery,  Romance,  Sci-Fi,  Thriller"
595,"Drama,  Fantasy,  Mystery,  Thriller"
596,"Action,  Horror,  Sci-Fi,  Thriller"
597,"Animation,  Comedy,  Family,  Fantasy,  Music"
598,"Action,  Drama,  History,  War"
599,"Action,  Thriller"
600,"Action,  Adventure,  Sci-Fi,  Thriller"
601,"Action,  Sci-Fi"
602,"Adventure,  Drama,  Fantasy"
603,"Drama,  Horror,  Romance,  Thriller"
604,"Drama,  War"
605,"Drama,  War"
606,"Adventure,  Drama,  Sci-Fi,  Thriller"
607,Drama
608,"Action,  Drama,  Fantasy,  Horror,  War"
609,"Action,  Thriller"
610,"Adventure,  Family,  Fantasy,  Romance"
611,"Adventure,  Biography,  Drama,  History,  War"
612,"Comedy,  Drama"
613,"Action,  Adventure,  Comedy,  Thriller"
614,"Action,  Adventure,  Horror,  Sci-Fi"
615,"Action,  Adventure,  Comedy,  Thriller"
616,"Action,  Fantasy,  Horror"
617,"Comedy,  Drama,  Musical,  Romance"
618,"Drama,  War"
619,"Action,  Crime,  Thriller"
620,"Action,  Sci-Fi,  Sport"
621,"Action,  Crime,  Sci-Fi,  Thriller"
622,"Action,  Crime,  Drama,  Thriller"
623,"Action,  Adventure,  Animation,  Comedy,  Crime,  Family,  Fantasy"
625,"Action,  Crime,  Drama,  Mystery,  Thriller"
626,"Action,  Adventure,  Mystery,  Sci-Fi,  Thriller"
627,"Crime,  Mystery,  Thriller"
628,"Action,  Crime,  Mystery,  Sci-Fi,  Thriller"
