Index,imdb_id,revenue,cast
972,tt1345836,1081041287, Anne Hathaway
1028,tt1524137,63100000,Mark Wahlberg
1049,tt1716777,12434778, Mark Duplass
1018,tt1506999,33372606, Channing Tatum
1041,tt1142977,81491068, Catherine O'Hara
975,tt1194173,276572938, Stacy Keach
1062,tt1441951,59520298, Tom Courtenay
1056,tt1234719,44806783,Chris Hemsworth
1009,tt1748122,68263166, Jared Gilman
1058,tt1535438,114281051, Tommy Lee Jones
1047,tt1430615,24719215, Vinessa Shaw
1032,tt1336608,59418613, Alec Baldwin
1065,tt2023453,77112176, Zachary Gordon
1033,tt1656186,2106557, Josh Lucas
1073,tt1047540,119772232, Marisa Tomei
1014,tt0401729,284139100, Mark Strong
1032,tt1336608,59418613, Bryan Cranston
1061,tt1598828,36893721, Patrick Fischler
1002,tt1446192,306941670,Chris Pine
1046,tt1931533,19422261, Woody Harrelson
1028,tt1524137,63100000, Giovanni Ribisi
1042,tt1232200,58058367, Leighton Meester
1043,tt1599348,208076205, Vera Farmiga
987,tt1649419,180274123, Tom Holland
1062,tt1441951,59520298, Michael Gambon
1032,tt1336608,59418613, Julianne Hough
1068,tt1663143,11417362, Jackson Nicoll
1066,tt1566501,9622846, Oscar Isaac
1064,tt2091473,8138788, Frances McDormand
1004,tt1397514,355692760, Vanessa Hudgens
1062,tt1441951,59520298, Pauline Collins
1009,tt1748122,68263166, Bill Murray
1017,tt1790885,132820716, Joel Edgerton
1008,tt1482459,348840316, Danny DeVito
1055,tt1764183,35485056,Richard Gere
1047,tt1430615,24719215, John Krasinski
1008,tt1482459,348840316, Rob Riggle
1030,tt1212450,53676580, Tom Hardy
1020,tt1800741,140470746, Ryan Guzman
1009,tt1748122,68263166,Bruce Willis
1007,tt1374992,8106475, Timothy Spall
