brand,categories
829,3138.0
1247,2551.0
470,1807.0
193,3901.0
933,1553.0
66,NaN
1163,74.0
720,NaN
1496,813.0
238,3818.0
406,449.0
829,17.0
1111,3903.0
342,3848.0
361,568.0
322,NaN
322,NaN
347,3268.0
453,281.0
1125,2636.0
765,NaN
322,NaN
1318,3625.0
1383,2636.0
603,3916.0
962,276.0
830,NaN
1126,3900.0
336,3778.0
829,1920.0
504,1836.0
127,813.0
994,2690.0
716,746.0
829,3778.0
771,879.0
829,2710.0
888,1390.0
1163,2085.0
1111,3916.0
829,977.0
783,2833.0
408,437.0
18,1716.0
888,3969.0
369,2091.0
1126,3143.0
703,3935.0
671,3525.0
120,3910.0
454,3985.0
186,3913.0
1239,1657.0
9,3072.0
677,1807.0
1188,NaN
1401,975.0
580,4192.0
1383,3916.0
334,3867.0
1496,279.0
4,4246.0
890,1807.0
1065,1070.0
1232,551.0
703,3625.0
333,3900.0
1368,1803.0
1282,2612.0
772,667.0
193,2147.0
929,3916.0
1350,3591.0
564,2136.0
783,2790.0
1335,2690.0
224,792.0
366,195.0
1025,3017.0
899,NaN
1023,668.0
1492,2577.0
1445,3499.0
322,3134.0
653,1807.0
897,178.0
400,3591.0
249,1362.0
78,3224.0
1245,3935.0
177,2892.0
386,1811.0
752,4231.0
1353,1463.0
389,NaN
322,1112.0
406,1085.0
1445,1112.0
617,4035.0
1445,2209.0
1410,274.0
269,4028.0
51,3944.0
228,NaN
737,300.0
1429,1350.0
479,4013.0
1126,1792.0
325,614.0
136,1901.0
386,340.0
8,3838.0
853,2085.0
1425,2545.0
618,1350.0
20,3639.0
1496,4106.0
195,2026.0
318,NaN
879,2402.0
1045,554.0
504,NaN
745,3999.0
1411,3268.0
745,3910.0
1383,3422.0
342,2259.0
685,3914.0
598,3916.0
906,3639.0
1025,192.0
806,2147.0
320,2995.0
1126,3670.0
147,2035.0
363,2833.0
656,4122.0
191,NaN
1469,3760.0
829,3540.0
18,530.0
267,3806.0
1424,NaN
1435,3228.0
267,3331.0
127,464.0
1496,3935.0
1496,2919.0
765,3900.0
792,NaN
615,1980.0
1144,3745.0
703,732.0
389,2225.0
107,3916.0
993,3901.0
1130,3915.0
386,1578.0
280,1066.0
25,1365.0
127,2722.0
748,284.0
4,NaN
887,3262.0
1371,1654.0
1023,2685.0
601,3639.0
1500,1793.0
829,3373.0
1492,1308.0
369,1045.0
841,1508.0
656,1873.0
1429,2473.0
830,NaN
571,4100.0
539,450.0
406,3424.0
1037,3582.0
632,2300.0
286,1920.0
1410,3901.0
772,879.0
1445,990.0
442,NaN
18,2738.0
1492,2938.0
1445,2226.0
1247,843.0
150,NaN
1040,594.0
1265,83.0
406,3755.0
617,37.0
77,3228.0
653,4070.0
174,NaN
6,30.0
481,3900.0
11,646.0
18,3668.0
484,3902.0
322,1984.0
18,1980.0
406,2120.0
993,2586.0
1445,2315.0
225,3775.0
1438,3613.0
1317,3202.0
580,4157.0
6,4026.0
745,1091.0
539,1330.0
745,3654.0
1042,3646.0
1295,3595.0
853,1405.0
119,NaN
1321,169.0
174,NaN
1216,4100.0
322,NaN
853,3254.0
1126,2099.0
617,2474.0
504,2591.0
704,3424.0
1040,344.0
754,1980.0
186,3867.0
322,NaN
589,NaN
1145,3922.0
610,3923.0
1360,2126.0
3,922.0
648,3902.0
484,1651.0
195,NaN
617,1608.0
1201,956.0
812,2011.0
910,394.0
1156,NaN
406,1789.0
1445,2585.0
504,2472.0
961,3891.0
1402,732.0
1180,2716.0
238,163.0
23,2942.0
1496,3245.0
378,2580.0
369,1045.0
748,3639.0
1040,3901.0
539,1000.0
408,2209.0
1324,3514.0
389,NaN
91,2746.0
1324,3625.0
706,3068.0
1023,1578.0
772,2790.0
177,191.0
150,3968.0
386,3486.0
1023,1578.0
768,2470.0
1141,3900.0
150,NaN
1338,1980.0
1126,2205.0
1371,3914.0
246,3005.0
78,3224.0
174,1405.0
1295,3902.0
791,2334.0
193,3910.0
1349,3903.0
441,870.0
1136,1027.0
1265,115.0
1383,1088.0
1445,3492.0
249,2376.0
258,480.0
157,3199.0
191,3199.0
1445,3781.0
931,175.0
1180,3693.0
1006,1675.0
783,3879.0
207,2786.0
771,2790.0
504,2708.0
617,3902.0
18,839.0
1500,2035.0
19,4135.0
608,NaN
366,2035.0
322,1221.0
632,1629.0
389,3005.0
186,803.0
362,NaN
362,NaN
1144,356.0
632,1629.0
510,3907.0
615,2658.0
1492,2203.0
1180,3924.0
933,4031.0
797,2035.0
993,78.0
806,3838.0
604,NaN
194,3901.0
127,2389.0
806,3827.0
246,NaN
450,3968.0
406,2271.0
134,136.0
194,1763.0
393,3910.0
386,1138.0
601,2476.0
395,1807.0
601,2550.0
1040,1775.0
716,108.0
580,1098.0
174,2992.0
400,4190.0
1324,2690.0
251,NaN
71,3548.0
1156,1898.0
479,2203.0
386,3902.0
388,3905.0
504,3107.0
1371,3173.0
1429,803.0
484,3424.0
1265,2528.0
1335,3224.0
953,3654.0
993,914.0
147,1524.0
703,1176.0
1366,3810.0
963,3604.0
196,3970.0
745,3999.0
724,1532.0
617,2470.0
827,1112.0
174,2420.0
766,3373.0
322,3810.0
322,NaN
1429,1772.0
1383,794.0
887,3900.0
453,995.0
771,1021.0
1437,3900.0
1113,3916.0
71,2578.0
389,3981.0
660,4029.0
322,487.0
1366,2834.0
651,NaN
523,3970.0
1030,2104.0
564,3916.0
952,1077.0
177,2519.0
74,NaN
1222,983.0
1125,2197.0
280,931.0
1111,3775.0
1111,1560.0
322,74.0
627,3991.0
393,3901.0
323,3903.0
748,2422.0
569,3902.0
398,2995.0
765,3227.0
1445,3283.0
1469,3310.0
1004,1235.0
203,146.0
944,1069.0
406,3704.0
1201,1627.0
104,1398.0
5,NaN
1023,3654.0
748,308.0
238,3730.0
1469,3024.0
193,1373.0
1010,1748.0
267,3117.0
618,1849.0
104,3902.0
363,2724.0
410,3224.0
6,4030.0
239,3890.0
314,2866.0
532,3902.0
1265,1046.0
1004,2005.0
406,3444.0
1163,3071.0
898,2128.0
1229,1508.0
418,667.0
406,1696.0
618,158.0
1180,3974.0
718,NaN
347,3268.0
806,NaN
158,2483.0
194,2995.0
632,1992.0
362,NaN
1335,3900.0
850,1772.0
1411,2259.0
361,3900.0
1324,196.0
143,2136.0
68,3916.0
1136,4136.0
1111,1188.0
406,146.0
9,3072.0
205,1163.0
378,3937.0
82,2136.0
504,1080.0
1232,3900.0
322,2300.0
1349,NaN
1383,691.0
1023,3084.0
232,2547.0
347,3499.0
512,3262.0
558,3625.0
1496,2919.0
279,3017.0
347,2104.0
504,2591.0
239,NaN
853,407.0
400,1849.0
1368,2270.0
378,1943.0
897,1544.0
194,68.0
1023,2042.0
660,4117.0
77,NaN
1445,1045.0
1371,3915.0
1445,2257.0
786,1775.0
18,2330.0
1040,3254.0
1083,71.0
8,3254.0
1388,2320.0
992,3905.0
549,3977.0
14,1537.0
77,775.0
1025,1402.0
1496,3915.0
302,1555.0
29,2049.0
219,3042.0
342,1982.0
157,3587.0
1180,3903.0
481,3980.0
157,1672.0
317,3842.0
1163,3587.0
18,327.0
853,2162.0
1445,3283.0
564,1384.0
533,2722.0
157,1803.0
322,1221.0
1462,2097.0
1237,2470.0
246,NaN
589,1900.0
310,NaN
801,3473.0
464,1066.0
366,803.0
998,2690.0
1445,990.0
1130,3574.0
994,3126.0
880,NaN
567,3910.0
194,3914.0
1111,1046.0
958,757.0
406,3924.0
8,3827.0
911,3986.0
267,3331.0
1349,NaN
1490,3900.0
449,2744.0
1429,3903.0
1492,3373.0
239,NaN
127,2443.0
62,1000.0
451,3625.0
672,300.0
1222,475.0
766,1807.0
120,3910.0
1429,2921.0
569,3912.0
402,4004.0
615,1772.0
745,4159.0
1180,2417.0
1249,3005.0
433,3254.0
791,3424.0
1023,1578.0
782,308.0
1429,2612.0
429,2711.0
186,3457.0
1490,3530.0
1260,4282.0
406,1772.0
323,3902.0
361,178.0
1040,1334.0
993,1807.0
322,1589.0
157,572.0
1145,3915.0
439,NaN
385,NaN
171,1760.0
1375,3625.0
1429,2580.0
1040,1169.0
19,2872.0
1383,3424.0
6,2939.0
897,2367.0
1411,3902.0
1040,3903.0
1126,3499.0
191,3171.0
1125,3136.0
150,NaN
768,1807.0
225,2829.0
235,3924.0
193,3900.0
62,981.0
267,3901.0
1201,2373.0
1040,NaN
1058,3992.0
853,344.0
1320,2872.0
1338,1980.0
1388,622.0
1490,3900.0
632,3902.0
150,NaN
221,3639.0
769,1232.0
206,3901.0
1023,1578.0
455,169.0
562,NaN
249,1229.0
356,3262.0
147,3924.0
1445,1749.0
6,3960.0
1379,30.0
287,1000.0
391,2062.0
1010,1228.0
791,2157.0
532,3900.0
771,1138.0
1368,1772.0
473,4106.0
335,2866.0
362,216.0
1156,31.0
267,1098.0
392,1402.0
653,4051.0
1429,3937.0
748,3900.0
1180,3901.0
382,3042.0
933,3910.0
194,826.0
771,2790.0
806,NaN
143,3900.0
1366,2682.0
406,3704.0
610,1675.0
378,701.0
766,2055.0
157,3903.0
1126,2872.0
1186,3136.0
1411,2104.0
993,1980.0
615,3914.0
1039,NaN
790,3736.0
994,2690.0
1163,3604.0
157,407.0
194,3424.0
610,3905.0
406,2334.0
1348,2470.0
745,705.0
1496,1883.0
251,NaN
771,3900.0
829,236.0
990,3867.0
716,3625.0
249,1694.0
1036,3659.0
120,2872.0
1282,3836.0
1036,NaN
18,3668.0
1113,3900.0
173,1694.0
1469,1138.0
962,3901.0
18,169.0
239,3827.0
963,3910.0
5,NaN
632,3902.0
933,2325.0
1410,2256.0
1147,4042.0
782,2757.0
1065,300.0
831,1043.0
1445,2611.0
224,970.0
552,3195.0
193,3977.0
406,3704.0
1429,3668.0
1065,3727.0
1429,1124.0
177,191.0
1201,2829.0
157,3558.0
1491,2464.0
194,3310.0
782,146.0
671,3755.0
1065,1060.0
453,2927.0
653,1785.0
1496,2738.0
1325,2797.0
1058,3923.0
994,2580.0
520,74.0
782,1908.0
71,2097.0
1038,3903.0
1222,1950.0
143,1518.0
1036,3254.0
8,1373.0
82,1807.0
408,3042.0
1342,1563.0
861,4012.0
406,3799.0
1338,813.0
322,NaN
158,2022.0
734,677.0
378,2690.0
670,327.0
702,3728.0
1004,2434.0
963,2187.0
449,423.0
393,300.0
603,3903.0
406,2334.0
1366,2834.0
945,1077.0
479,1807.0
1183,4193.0
408,4048.0
549,NaN
703,1330.0
374,789.0
928,3413.0
406,308.0
906,3133.0
791,325.0
801,3254.0
782,1694.0
1111,3912.0
1222,1053.0
519,1807.0
347,888.0
827,2890.0
745,2872.0
580,3483.0
373,327.0
1368,178.0
19,3639.0
772,2646.0
82,4179.0
441,2731.0
1180,4027.0
933,68.0
396,1921.0
580,3367.0
571,3834.0
827,3897.0
1496,999.0
342,2995.0
1023,1578.0
1054,3961.0
322,3251.0
926,1804.0
1445,3907.0
1197,NaN
523,1402.0
1040,3533.0
1496,3963.0
872,1244.0
269,3926.0
388,2862.0
386,3486.0
1390,975.0
620,1164.0
323,3024.0
1445,2089.0
703,3959.0
1376,3228.0
932,284.0
1249,2136.0
1265,390.0
1447,813.0
1433,2612.0
1126,3226.0
363,522.0
335,2366.0
615,3917.0
941,NaN
191,2801.0
484,178.0
280,2005.0
219,3717.0
504,3199.0
950,3745.0
325,3900.0
1180,3414.0
406,3915.0
1366,2834.0
748,308.0
398,NaN
238,2136.0
936,3902.0
1486,2658.0
618,2612.0
119,NaN
1445,3499.0
1180,3915.0
322,1438.0
258,3138.0
1324,2700.0
1111,3618.0
150,3625.0
748,3916.0
898,327.0
1445,3912.0
1163,1512.0
671,2005.0
19,2858.0
433,NaN
1163,3587.0
717,81.0
1433,2738.0
962,NaN
1040,NaN
15,407.0
515,3254.0
1496,1032.0
1010,3985.0
181,NaN
771,870.0
974,3147.0
1356,3613.0
449,3585.0
6,1002.0
157,731.0
1023,2209.0
1366,4086.0
1260,2469.0
1156,2002.0
333,1889.0
1023,1694.0
839,88.0
977,3900.0
933,3901.0
1500,3457.0
1291,NaN
193,1160.0
441,667.0
910,2389.0
734,3594.0
853,773.0
1114,547.0
1383,1772.0
120,146.0
1153,NaN
18,2547.0
481,2636.0
18,3047.0
1429,3388.0
334,2808.0
1121,NaN
193,3254.0
954,851.0
649,3902.0
1500,3267.0
406,879.0
703,3268.0
850,1980.0
1450,2894.0
50,390.0
269,1000.0
1462,NaN
314,2866.0
748,2422.0
827,4129.0
1138,3902.0
827,3901.0
356,2156.0
1201,2017.0
219,1085.0
1090,163.0
1407,2567.0
82,2136.0
132,3171.0
993,2443.0
615,1541.0
1126,2682.0
1125,3728.0
454,585.0
251,NaN
748,2961.0
225,1974.0
641,2902.0
617,1518.0
1297,2732.0
868,2995.0
1078,3903.0
853,3179.0
941,2786.0
1059,NaN
1201,30.0
504,2708.0
6,3936.0
18,4094.0
977,3903.0
1433,169.0
1040,1108.0
564,813.0
1023,1085.0
1335,751.0
1023,1578.0
1184,2617.0
249,1085.0
386,1085.0
153,1772.0
274,1307.0
1180,4020.0
1500,3395.0
748,2446.0
287,777.0
569,3936.0
1023,3081.0
703,327.0
615,3976.0
1040,NaN
382,356.0
1029,3903.0
1090,163.0
620,578.0
993,3923.0
1420,2079.0
1249,1865.0
267,1844.0
342,2226.0
237,3745.0
996,1114.0
1201,614.0
1445,3283.0
378,2259.0
406,3704.0
194,3779.0
1232,2256.0
238,1394.0
177,3502.0
1496,3047.0
671,2973.0
1383,2467.0
822,281.0
322,NaN
860,3902.0
147,12.0
1090,2778.0
1265,3086.0
1180,4211.0
302,3916.0
1058,1366.0
27,NaN
1164,4072.0
165,3447.0
926,757.0
1126,3903.0
1248,1112.0
1058,862.0
322,NaN
389,2402.0
748,2325.0
386,3654.0
1037,3667.0
801,3254.0
782,3017.0
782,2863.0
455,545.0
45,4029.0
1338,914.0
453,3639.0
671,3916.0
524,NaN
580,1763.0
147,4047.0
406,830.0
1445,2209.0
558,4159.0
1379,3373.0
492,1402.0
615,1711.0
231,3745.0
724,130.0
1496,2799.0
1090,92.0
1111,2706.0
453,3800.0
888,3653.0
1445,2257.0
322,300.0
675,88.0
322,4006.0
455,3959.0
786,NaN
319,3432.0
9,326.0
425,1849.0
593,390.0
267,2732.0
1127,1760.0
389,1824.0
1240,3947.0
1383,1088.0
322,856.0
829,3349.0
232,2650.0
191,1425.0
1388,1807.0
1222,3901.0
238,1540.0
453,2718.0
1265,3778.0
206,2593.0
1381,1365.0
1023,3976.0
186,3957.0
571,789.0
240,3024.0
1316,2320.0
1371,450.0
193,283.0
218,2152.0
157,1803.0
322,2957.0
1445,803.0
1368,4056.0
1483,NaN
1111,2751.0
1111,3902.0
347,545.0
539,3740.0
101,3925.0
1180,3459.0
829,3775.0
887,3613.0
1004,74.0
235,3914.0
1180,3221.0
1052,2341.0
1445,3173.0
748,3613.0
1445,3760.0
1247,667.0
617,3900.0
453,3783.0
120,3900.0
653,4011.0
1023,3903.0
347,30.0
1126,990.0
142,3905.0
993,2091.0
1500,4261.0
147,236.0
702,2107.0
393,3900.0
1023,3084.0
593,NaN
974,1847.0
1163,1000.0
618,3914.0
406,1920.0
333,3910.0
453,478.0
1368,3109.0
887,3502.0
157,3636.0
342,585.0
906,3262.0
1156,2002.0
322,3161.0
1006,3905.0
772,3540.0
656,3017.0
1083,1800.0
1410,385.0
1056,1244.0
1256,300.0
319,1098.0
933,4063.0
1111,3903.0
267,450.0
577,3291.0
1111,3916.0
827,1807.0
953,NaN
194,3914.0
453,3783.0
314,1558.0
1240,3953.0
323,3911.0
925,NaN
5,NaN
333,4007.0
150,NaN
405,4003.0
1368,3024.0
1038,3900.0
74,2136.0
1496,3244.0
962,276.0
706,3068.0
1278,3907.0
455,2022.0
396,862.0
406,3916.0
249,3879.0
386,3297.0
135,3745.0
1126,2091.0
1111,1920.0
933,870.0
752,4040.0
19,3967.0
1090,163.0
1367,NaN
1467,3262.0
165,1555.0
143,2136.0
143,327.0
251,2415.0
389,3959.0
1383,3902.0
1358,3905.0
322,3063.0
1023,2790.0
977,3900.0
231,1591.0
768,2470.0
323,3956.0
748,3837.0
1180,1033.0
194,2636.0
654,3905.0
632,4059.0
325,2228.0
775,3662.0
1338,3903.0
1017,NaN
6,2547.0
1111,2751.0
887,3613.0
1316,NaN
269,1505.0
961,3999.0
389,3811.0
1023,1085.0
1111,785.0
239,NaN
1111,371.0
406,1138.0
552,NaN
642,2022.0
449,2389.0
1065,30.0
888,1240.0
783,3910.0
333,2021.0
1433,3935.0
1410,1705.0
323,3176.0
1163,206.0
718,NaN
1265,1098.0
643,2848.0
1240,1373.0
623,1803.0
1222,3639.0
11,2808.0
18,1763.0
150,NaN
1036,NaN
334,2547.0
842,NaN
1349,NaN
408,74.0
1105,396.0
1090,2778.0
1429,2682.0
1156,2136.0
1006,4008.0
648,3086.0
428,3981.0
582,3800.0
1295,2519.0
78,2690.0
648,3903.0
703,732.0
203,1807.0
91,3023.0
169,3903.0
564,2136.0
408,2919.0
734,1977.0
748,3639.0
768,3530.0
1401,1463.0
929,3844.0
1111,1777.0
1492,914.0
1111,364.0
617,3812.0
1055,3864.0
901,2716.0
569,2450.0
139,2464.0
703,7.0
194,1091.0
497,2744.0
933,2995.0
618,2470.0
194,2463.0
771,870.0
1054,NaN
1445,2209.0
20,1664.0
1232,1252.0
716,1854.0
1445,1974.0
1249,2085.0
406,3370.0
1126,3914.0
386,1811.0
186,170.0
1058,3903.0
1315,975.0
1065,3900.0
194,2005.0
1496,3569.0
77,NaN
1180,3937.0
1023,2138.0
769,2370.0
1366,2834.0
402,300.0
193,3903.0
1145,3916.0
6,2977.0
1023,1085.0
400,715.0
768,2808.0
829,2384.0
992,578.0
239,3827.0
1239,2049.0
453,1862.0
319,3778.0
16,NaN
1287,2091.0
1201,922.0
632,2300.0
748,3639.0
748,3755.0
1039,NaN
38,482.0
1324,3510.0
468,4070.0
1037,464.0
1141,1753.0
1358,2890.0
887,3900.0
974,3199.0
314,1098.0
361,1775.0
829,1943.0
656,3575.0
772,955.0
1496,2799.0
238,633.0
186,3915.0
219,2062.0
643,1818.0
1037,NaN
777,NaN
194,146.0
1492,136.0
1288,3224.0
1023,2886.0
1111,81.0
748,2995.0
150,NaN
1040,3900.0
186,3915.0
580,3143.0
1237,1807.0
1496,2256.0
643,4047.0
513,NaN
571,3625.0
1306,311.0
1510,3005.0
206,NaN
1426,3755.0
201,2325.0
571,3909.0
1038,2528.0
249,3452.0
18,2259.0
1042,3903.0
1383,2498.0
615,3900.0
150,3254.0
363,2176.0
286,3225.0
772,879.0
408,NaN
1246,NaN
734,3901.0
193,439.0
539,4030.0
1438,482.0
797,3900.0
772,146.0
1111,72.0
974,2136.0
139,3745.0
1127,3915.0
771,1000.0
1156,2136.0
1429,2797.0
632,1629.0
985,NaN
768,1807.0
280,914.0
744,3901.0
322,3134.0
1410,NaN
406,2833.0
618,169.0
77,3905.0
406,3107.0
827,3905.0
249,3424.0
194,3561.0
1445,2209.0
962,276.0
18,3079.0
632,3900.0
186,3259.0
1379,274.0
783,3900.0
193,2420.0
1036,1998.0
449,3913.0
150,3355.0
1433,3268.0
499,3240.0
406,3913.0
9,326.0
218,1675.0
378,3224.0
251,NaN
618,4115.0
1038,536.0
1496,2091.0
771,3902.0
322,981.0
322,35.0
1156,2136.0
1295,2136.0
1079,300.0
9,1365.0
1180,990.0
580,394.0
1265,2528.0
280,3653.0
1058,2402.0
544,2423.0
453,478.0
322,3134.0
771,1247.0
1383,691.0
284,385.0
1429,4133.0
827,3915.0
615,2358.0
1368,562.0
1104,2560.0
1111,813.0
225,2797.0
1388,2365.0
1036,NaN
1206,3903.0
459,3575.0
1040,1169.0
366,2035.0
929,NaN
559,NaN
748,411.0
580,2528.0
933,2209.0
1282,3936.0
356,213.0
618,1124.0
322,1965.0
1023,983.0
1368,3525.0
737,300.0
406,1138.0
238,3926.0
25,3224.0
1111,3916.0
1027,3604.0
1383,3813.0
806,3254.0
993,1350.0
1023,1085.0
571,855.0
539,990.0
810,997.0
1385,1555.0
928,3663.0
827,3540.0
1006,3905.0
632,1629.0
801,2872.0
206,3910.0
1162,2620.0
389,596.0
1126,3284.0
771,1817.0
207,1060.0
1448,81.0
1232,2295.0
20,1807.0
1265,83.0
319,3716.0
924,74.0
1366,813.0
1383,3910.0
549,NaN
406,3435.0
135,1807.0
1180,3915.0
1445,2209.0
772,382.0
389,NaN
441,3881.0
1163,2085.0
356,1098.0
386,3901.0
136,1819.0
406,1694.0
603,3902.0
408,1711.0
745,2334.0
53,3024.0
463,3229.0
610,2011.0
362,2754.0
961,3315.0
1180,1763.0
1180,30.0
127,74.0
1126,2091.0
1436,3900.0
532,3901.0
15,3800.0
1365,2843.0
993,922.0
1324,3688.0
481,3882.0
1180,1350.0
1180,2738.0
1324,3915.0
539,3721.0
1135,3913.0
251,NaN
361,347.0
322,3900.0
1288,2690.0
748,12.0
765,1462.0
186,1053.0
1283,482.0
319,315.0
257,1022.0
906,308.0
1500,767.0
617,3924.0
626,NaN
406,3604.0
772,767.0
748,427.0
615,3910.0
1038,3901.0
580,178.0
1040,407.0
562,156.0
314,1944.0
613,3604.0
648,1628.0
896,464.0
1126,1555.0
1163,3969.0
946,2722.0
1030,4106.0
143,3929.0
1301,1772.0
186,1060.0
1368,175.0
1295,NaN
772,1930.0
18,3945.0
174,2022.0
1240,3254.0
177,3502.0
322,1984.0
564,31.0
389,316.0
238,4028.0
655,4144.0
979,81.0
73,3910.0
653,3775.0
325,669.0
523,1232.0
286,1886.0
1121,3941.0
82,2136.0
197,3901.0
1469,4014.0
386,146.0
1308,3763.0
484,3903.0
274,249.0
393,3010.0
1366,2834.0
369,1045.0
1157,4094.0
386,1578.0
386,146.0
671,585.0
279,585.0
258,2032.0
203,3923.0
186,3779.0
337,1007.0
219,813.0
615,1980.0
1036,NaN
993,2523.0
1492,805.0
1274,855.0
1180,2716.0
618,2580.0
322,NaN
358,2693.0
356,2624.0
