Index,popularity,budget,revenue,original_title,genres,release_year
6066,0.010213,0,0,A Viking Saga: The Darkest Day,Thriller,2013
10452,0.3104,0,0,Hud,Drama,1963
5106,0.35167800000000005,850000,819939,Latter Days,Comedy,2003
6880,0.16958299999999998,0,0,Going to Pieces: The Rise and Fall of the Slasher Film,Documentary,2006
130,1.284541,0,4719695,True Story,Drama,2015
7094,0.5211210000000001,110000000,72178895,Around the World in 80 Days,Action,2004
5914,0.168549,10000000,0,One Direction: This Is Us,Documentary,2013
336,0.357567,0,0,Zipper,Thriller,2015
567,0.090045,0,0,Chris Tucker: Live,Comedy,2015
7375,0.100189,0,0,The Hunter,Action,1980
8473,1.303236,12000000,41205099,Happy Gilmore,Comedy,1996
9647,0.09996000000000001,0,0,The Hidden,Action,1987
1448,1.104112,16000000,31556061,Jennifer's Body,Horror,2009
243,0.52985,0,0,Dirty Weekend,Comedy,2015
7480,0.8236469999999999,0,0,The Girl Next Door,Crime,2007
4259,0.43277600000000005,0,0,The Madness of King George,Drama,1994
1506,0.717595,60000000,62357900,Year One,Adventure,2009
937,0.41146499999999997,8000000,0,Reasonable Doubt,Thriller,2014
3559,0.5870449999999999,30000000,108609310,Sanctum,Thriller,2011
8194,0.31960500000000003,0,0,The Tuskegee Airmen,War,1995
8816,0.20564899999999997,15000000,0,Heavy Metal 2000,Action,2000
9550,0.206515,0,3184348,Bat*21,War,1988
9867,0.235542,126,0,Boccaccio '70,Romance,1962
2442,1.03785,70000000,309457509,Runaway Bride,Comedy,1999
3577,0.528255,50000000,38502340,Dream House,Thriller,2011
5465,1.874575,100000000,268426634,Epic,Animation,2013
8084,1.441055,12000000,0,Clueless,Drama,1995
8975,2.090322,0,0,The Lion King 2: Simba's Pride,Family,1998
10714,0.102242,0,0,The Skull,Thriller,1965
3153,0.316727,0,0,Anaconda 3: Offspring,Action,2008
10232,1.1767239999999999,20000000,35739755,Robin Hood: Men in Tights,Comedy,1993
1629,0.405828,60000000,0,Michael Jackson's This Is It,Music,2009
3288,0.13405699999999998,0,0,Shine a Light,Music,2008
4471,0.836457,15000000,37930465,Killing Them Softly,Thriller,2012
4077,0.462287,12000000,61141030,Crossroads,Comedy,2002
381,0.298628,0,0,Lavalantula,TV Movie,2015
1691,0.330513,0,0,Prep & Landing,Fantasy,2009
1464,0.9675520000000001,0,0,Wrong Turn 3: Left for Dead,Horror,2009
884,0.535291,0,0,Lizzie Borden Took An Ax,Mystery,2014
585,0.073883,0,0,Contracted: Phase II,Thriller,2015
3316,0.093988,0,0,Deal,Comedy,2008
7802,0.070616,0,0,He Was a Quiet Man,Romance,2007
5178,0.190667,0,0,Rugrats Go Wild,Family,2003
7817,0.020513999999999998,0,0,Bring It On: In It To Win It,Comedy,2007
9589,0.201098,0,0,Moving,Comedy,1988
7736,0.168239,0,0,Grace is Gone,Drama,2007
6302,0.6633979999999999,4000000,866999,MirrorMask,Family,2005
2433,1.254522,73000000,151493655,The Bone Collector,Drama,1999
4649,0.338055,0,0,Citadel,Horror,2012
7688,0.240002,0,0,The Contractor,Action,2007
8460,2.7757560000000003,7000000,60611975,Fargo,Drama,1996
8383,1.021218,350000,29400000,The Evil Dead,Horror,1981
557,0.099678,0,0,Brothers,Family,2015
9630,0.5137,20000000,66673516,Dragnet,Crime,1987
7534,0.54498,15000000,30226144,The Great Debaters,Drama,2007
2365,0.25427,0,0,Holy Rollers,Drama,2010
1438,1.26001,47000000,3547209,Mr. Nobody,Fantasy,2009
10645,0.09398,0,0,The Last of Sheila,Mystery,1973
6212,1.610259,25000000,122489822,Nanny McPhee,Comedy,2005
5205,0.20175,0,0,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,Animation,2003
10472,2.485419,18500000,131060248,Aliens,Science Fiction,1986
6468,0.224181,0,0,Saint-Jacques... La Mecque,Drama,2005
1072,0.634232,0,0,Age of Tomorrow,Action,2014
2787,0.293121,0,0,Lantana,Thriller,2001
9657,0.335219,0,2585639,House of Games,Crime,1987
6392,0.612001,0,0,Twitches,Family,2005
4881,0.08066,8510000,0,Talaash,Thriller,2012
5693,0.42018500000000003,0,1234254,The Invisible Woman,Romance,2013
6913,0.0979,0,21353303,Waist Deep,Adventure,2006
2391,0.050481,0,0,I Hate Luv Storys,Comedy,2010
6204,2.07205,56000000,113006880,The Pacifier,Thriller,2005
7963,0.21068,0,0,Firestarter,Drama,1984
8090,1.210502,0,35348597,A Goofy Movie,Comedy,1995
5425,4.946136,200000000,1215439994,Iron Man 3,Science Fiction,2013
3712,0.292536,0,0,Doomsday Prophecy,Science Fiction,2011
10641,0.135693,0,0,Scarecrow,Drama,1973
2114,0.516644,0,0,The Human Centipede 2 (Full Sequence),Drama,2010
4091,0.287346,0,0,Tom and Jerry: The Magic Ring,Family,2002
3767,0.09413099999999999,600000,0,Fase 7,Science Fiction,2011
4910,0.041297,0,0,The Sleeper,Horror,2012
10076,0.388685,0,5765562,Leatherface: Texas Chainsaw Massacre III,Horror,1990
1727,0.2856,0,0,Mrs. Miracle,Comedy,2009
7034,0.935483,25000000,56422687,Cellular,Crime,2004
5574,0.805517,27000000,0,Odd Thomas,Mystery,2013
10056,0.290502,0,0,Psycho IV: The Beginning,Thriller,1990
6543,0.063725,0,0,La Moustache,Thriller,2005
9853,0.630948,2200000,0,The Manchurian Candidate,Mystery,1962
3330,0.329196,0,0,Not Quite Hollywood,Documentary,2008
7423,1.4645549999999998,65000000,84785914,Zodiac,Crime,2007
1453,1.075405,4500000,3606395,After.Life,Thriller,2009
4335,0.278638,0,8638072,The Puppet Masters,Science Fiction,1994
4367,4.218933,250000000,1017003568,The Hobbit: An Unexpected Journey,Action,2012
7930,0.44653000000000004,9000000,20458340,Top Secret!,Comedy,1984
7678,0.25299,0,0,Botched,Crime,2007
2548,0.289133,0,0,True Crime,Crime,1999
2038,0.789582,15000000,75700498,Diary of a Wimpy Kid,Comedy,2010
2072,0.640516,20000000,0,Jackass 3D,Action,2010
7289,0.23424099999999998,0,0,"Now You See Him, Now You Don't",Comedy,1972
4288,0.34042100000000003,0,0,My Father the Hero,Family,1994
8784,0.322484,0,0,100 Girls,Comedy,2000
5960,0.134357,0,0,The Contractor,Crime,2013
1363,0.22879699999999997,6000000,14717854,Orca: The Killer Whale,Horror,1977
6230,1.266058,0,161451538,The Ring Two,Horror,2005
10061,0.279122,0,0,Treasure Island,Adventure,1990
344,0.344549,0,7449681,I'll See You in My Dreams,Drama,2015
3205,0.253956,0,14879423,Last Chance Harvey,Drama,2008
2525,0.33539800000000003,10000000,0,The Straight Story,Drama,1999
6531,0.09183999999999999,0,0,Boudu,Comedy,2005
7211,0.18156,1500000,0,Dead Birds,Horror,2004
6964,3.9904879999999996,50000000,40203020,Bridget Jones: The Edge of Reason,Romance,2004
774,0.9565819999999999,0,1822250,Testament of Youth,History,2014
10661,0.279079,7000000,900000,Zabriskie Point,Romance,1970
2382,0.06539099999999999,0,0,Une Petite zone de turbulences,Comedy,2010
3694,0.31424,6000000,0,The Reunion,Drama,2011
6566,2.313345,110000000,574480841,Night at the Museum,Fantasy,2006
676,2.8050189999999997,50000000,188441614,22 Jump Street,Comedy,2014
2621,0.19893,0,0,Switching Goals,Comedy,1999
9355,0.480313,0,0,L.A. Story,Drama,1991
7510,0.611445,5200000,14723313,KatyÅ„,History,2007
1951,1.730679,110000000,177238796,The A-Team,Comedy,2010
8303,0.44076899999999997,0,14110589,Cool World,Fantasy,1992
5414,0.076214,0,0,Soul Food,Drama,1997
8484,1.0443040000000001,27000000,231976425,The English Patient,Romance,1996
6988,1.6824919999999999,60000000,219417255,The Terminal,Comedy,2004
6590,1.390297,149000000,64459316,Flushed Away,Family,2006
703,2.0785139999999998,0,0,Mythica: A Quest for Heroes,Action,2014
1234,0.094574,0,0,Mostly Ghostly: Have You Met My Ghoulfriend?,Fantasy,2014
181,0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Family,2015
7762,0.13498800000000002,0,0,Jump In!,Drama,2007
9520,0.3065,0,0,Hairspray,Music,1988
6171,0.183801,0,17307019,To Live and Die in L.A.,Thriller,1985
3289,0.09436,0,0,Deux jours Ã  tuer,Thriller,2008
10236,1.0249549999999998,21,42,Teenage Mutant Ninja Turtles III,Fantasy,1993
2688,0.798104,35000000,94728529,The Wedding Planner,Comedy,2001
1959,1.5462120000000001,68000000,698491347,The Twilight Saga: Eclipse,Romance,2010
10284,0.56486,34000000,32255440,The Age of Innocence,Romance,1993
6521,0.259042,0,0,Return of the Living Dead: Rave to the Grave,Horror,2005
8009,0.554917,10000000,25697647,The Outsiders,Drama,1983
7195,0.220759,14,0,Modigliani,Drama,2004
3056,0.49916499999999997,20000000,5530764,The Brothers Bloom,Drama,2008
4023,0.535827,10000000,0,The Banger Sisters,Comedy,2002
5036,0.6270600000000001,0,65565672,Matchstick Men,Crime,2003
8817,0.20355399999999998,10000000,1631839,Gun Shy,Romance,2000
1634,0.400567,0,0,Dadnapped,Action,2009
8248,1.4326530000000002,40000000,215862692,Dracula,Horror,1992
10209,0.13442,0,0,Squirm,Horror,1976
732,1.440084,60000000,108255770,The Boxtrolls,Family,2014
3241,0.204302,0,0,$9.99 ,Animation,2008
2498,0.469286,0,0,Introducing Dorothy Dandridge,Drama,1999
5380,0.245162,35000000,25105255,Midnight in the Garden of Good and Evil,Drama,1997
3771,0.212229,15000000,0,Bag of Bones,Drama,2011
8815,0.207785,16000000,15427192,Drowning Mona,Mystery,2000
4419,1.436895,12000000,81272766,Act of Valor,Thriller,2012
2037,0.791799,22000000,9479718,Stone,Drama,2010
650,4.780419,3300000,13993093,Whiplash,Drama,2014
10219,0.002381,0,0,The Town That Dreaded Sundown,Crime,1976
7802,0.070616,0,0,He Was a Quiet Man,Drama,2007
3833,0.135061,0,0,"A Fairly Odd Movie: Grow Up, Timmy Turner!",Family,2011
1521,0.642045,20000000,1017401,Horsemen,Horror,2009
5918,0.16608599999999998,0,4793,Gerontophilia,Comedy,2013
643,6.052479,250000000,746000000,X-Men: Days of Future Past,Adventure,2014
9971,0.095445,0,0,Nicholas and Alexandra,Romance,1971
6355,0.44309399999999993,900000,381420,The Quiet,Thriller,2005
7102,0.49851,42000000,117575636,The Forgotten,Horror,2004
2244,0.25054,425000000,11087569,The Warrior's Way,Thriller,2010
8672,1.5626520000000002,92000000,264105545,Charlie's Angels,Adventure,2000
7879,0.058087,0,22228000,Norma Rae,Drama,1979
6248,1.051177,15000000,85306374,Match Point,Drama,2005
514,0.143042,0,0,All Things Must Pass,Documentary,2015
2492,0.501242,15000000,2856712,eXistenZ,Thriller,1999
6651,0.76252,24000000,0,The Fox and the Hound 2,Animation,2006
2927,1.300453,20000000,41627431,Never Back Down,Drama,2008
10068,0.255367,11000000,8862354,Nightbreed,Action,1990
2965,0.8651049999999999,85000000,297138014,Horton Hears a Who!,Fantasy,2008
7950,0.274845,0,0,Cloak & Dagger,Adventure,1984
9591,0.132436,0,0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,1988
9023,0.783938,14000000,72527595,Urban Legend,Thriller,1998
1412,1.826169,40000000,46471023,Fantastic Mr. Fox,Adventure,2009
3736,0.262882,70000,0,Absentia,Horror,2011
138,1.1647239999999999,10000000,104303851,Insidious: Chapter 3,Horror,2015
4734,0.23517800000000003,0,0,Time Travel Mater,Comedy,2012
8293,0.518807,42000000,0,Hero,Comedy,1992
6282,0.738384,45000000,16809014,Rebound,Family,2005
3656,0.37824,500000,0,Marvel One-Shot: The Consultant,Science Fiction,2011
2934,1.1420549999999998,40000000,151161491,Vantage Point,Drama,2008
5040,0.595052,17000000,55534455,The Lizzie McGuire Movie,Comedy,2003
10371,0.181726,14000000,0,The Thing Called Love,Romance,1993
1405,1.971027,50000000,709827462,The Twilight Saga: New Moon,Adventure,2009
4412,1.58709,30000000,47042000,Looper,Thriller,2012
9229,0.44835699999999995,19000000,110879513,Sea of Love,Crime,1989
6228,1.273393,65000000,64321501,Zathura: A Space Adventure,Adventure,2005
2320,0.16758699999999999,0,0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,Romance,2010
9688,0.20076,6000000,42721196,Mannequin,Romance,1987
1132,0.189201,0,0,Jarhead 2: Field of Fire,Action,2014
9886,0.663446,2135161,7000000,Marnie,Mystery,1964
9800,0.067731,700000,0,Flesh Gordon,Comedy,1974
3573,0.539108,20000000,17479,5 Days of War,War,2011
8336,0.140485,0,0,A Stranger Among Us,Crime,1992
4197,1.2328709999999998,6000000,254700832,Four Weddings and a Funeral,Drama,1994
9976,0.005235,0,0,Les lÃ¨vres rouges,Thriller,1971
9054,0.53388,20000000,18253415,Simon Birch,Family,1998
2950,0.9783129999999999,2900000,0,Felon,Drama,2008
3193,0.768409,37000000,100076342,Nim's Island,Fantasy,2008
381,0.298628,0,0,Lavalantula,Horror,2015
8344,0.21736399999999997,25000000,0,Honeymoon in Vegas,Comedy,1992
9847,0.045647,0,0,Boss Nigger,Western,1975
478,0.189135,0,0,Absolution,Thriller,2015
6250,1.045798,25000000,122644820,Hide and Seek,Mystery,2005
10454,0.24942899999999998,0,0,The Raven,Fantasy,1963
2291,0.201727,5000000,0,Arctic Blast,Science Fiction,2010
2365,0.25427,0,0,Holy Rollers,Crime,2010
8932,0.31049699999999997,2500000,14400000,Halloween III: Season of the Witch,Mystery,1982
4136,0.174183,14000000,0,Highway,Adventure,2002
2837,0.189393,7000000,3646994,The Cat's Meow,Thriller,2001
10709,0.191276,0,0,Shenandoah,Action,1965
8216,0.23513499999999998,0,180000000,Dangerous Minds,Crime,1995
52,2.7980169999999998,55000000,203427584,Everest,Drama,2015
3026,0.593722,15000000,1143856,The Other Man,Drama,2008
6498,0.15359,0,0,Man with the Screaming Brain,Science Fiction,2005
4383,2.5701009999999997,125000000,198802074,Total Recall,Adventure,2012
4111,0.23975500000000002,0,0,Orange County,Drama,2002
4484,0.767413,15000000,15608545,The Man with the Iron Fists,Action,2012
7884,2.484654,30000000,295212467,Ghostbusters,Science Fiction,1984
5668,0.469146,0,0,Breakout,Action,2013
10323,0.37406799999999996,8000000,2000000,Red Rock West,Drama,1993
8471,1.325627,40000000,152266007,A Time to Kill,Drama,1996
9455,1.3925809999999998,1500000,11806119,Bloodsport,Action,1988
2692,0.746989,57000000,147845033,The Mexican,Crime,2001
7019,1.12564,60000000,0,Christmas with the Kranks,Comedy,2004
7448,1.109374,175000000,173000000,Evan Almighty,Fantasy,2007
4969,1.6619110000000001,40000000,160583018,Johnny English,Action,2003
10406,0.5647810000000001,0,0,Dance of the Vampires,Comedy,1967
2415,2.5787310000000003,40000000,672806292,The Sixth Sense,Drama,1999
4250,0.49308199999999996,0,0,Bullets Over Broadway,Action,1994
10854,0.146402,0,0,The Chase,Drama,1966
5043,0.576539,0,6585516,Ned Kelly,History,2003
106,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Horror,2015
1498,0.760048,100000000,68688831,Land of the Lost,Adventure,2009
2060,0.661465,7500000,0,Get Low,Comedy,2010
3865,0.08276900000000001,0,0,The Devil's Rock,Thriller,2011
8764,0.38703899999999997,0,0,Lost Souls,Horror,2000
425,0.243691,0,0,Teen Beach 2,Comedy,2015
6712,0.523073,0,0,Mater and the Ghostlight,Animation,2006
3905,0.011771,0,0,Dreams of a Life,Documentary,2011
10526,0.433281,0,0,The Big Easy,Drama,1986
3939,1.381699,72000000,408247917,Signs,Science Fiction,2002
7217,0.166159,0,0,Criminal,Comedy,2004
8325,0.296309,5000000,20146880,Juice,Thriller,1992
8824,0.191631,0,0,Father and Daughter,Animation,2000
6516,0.11769,0,10422387,Water,Foreign,2005
1510,0.694443,15000000,100734718,My Bloody Valentine,Horror,2009
5933,0.109305,0,0,Hansel & Gretel: Warriors of Witchcraft,Thriller,2013
4728,0.246129,170000,0,Ill Manors,Drama,2012
1913,0.139545,0,0,De Dana Dan,Action,2009
2881,3.0866759999999998,200000000,586090727,Quantum of Solace,Thriller,2008
1156,0.24077600000000002,0,2710,Julia,Horror,2014
3619,0.436803,125000000,626137675,Fast Five,Action,2011
10262,0.711412,0,0,Nowhere to Run,Drama,1993
10829,0.39566799999999996,4653000,6000000,El Dorado,Western,1966
10730,0.575,12000000,0,Battle of Britain,History,1969
1269,0.068752,3000000,0,Something Wicked,Thriller,2014
8306,0.41003900000000004,40000000,70100000,Boomerang,Romance,1992
9804,0.02967,0,30000,Hearts and Minds,War,1974
6085,1.6239780000000001,30000000,152427960,A View to a Kill,Action,1985
6058,0.015951,650,0,Escape from Tomorrow,Fantasy,2013
8738,0.5307390000000001,75000000,215663859,Vertical Limit,Adventure,2000
10236,1.0249549999999998,21,42,Teenage Mutant Ninja Turtles III,Comedy,1993
2946,1.019335,90000000,162839667,The Spiderwick Chronicles,Fantasy,2008
9719,3.309196,12000000,56715371,2001: A Space Odyssey,Mystery,1968
9202,0.737259,18000000,46908987,"See No Evil, Hear No Evil",Crime,1989
6286,0.722961,2000000,5967038,Harsh Times,Crime,2005
4980,1.518131,30000000,90259536,Identity,Thriller,2003
2806,0.25108,0,0,61*,History,2001
9931,0.630778,20000000,0,Bedknobs and Broomsticks,Family,1971
9522,0.324427,0,12090735,Hellbound: Hellraiser II,Horror,1988
1378,0.108321,0,0,Empire of the Ants,Horror,1977
3983,0.784565,115000000,77628265,Windtalkers,Action,2002
4240,0.564501,45000000,112006296,Frankenstein,Horror,1994
5551,0.9263899999999999,18000000,97505481,Blue Jasmine,Comedy,2013
8259,0.883759,0,105232691,Sneakers,Drama,1992
2485,0.54872,0,0,Annie,Comedy,1999
8395,0.502896,0,0,Endless Love,Romance,1981
186,0.795762,28000000,7002261,Our Brand Is Crisis,Comedy,2015
6417,0.297727,0,0,Pretty Persuasion,Drama,2005
8363,0.128025,0,0,Belle Ã‰poque,Drama,1992
3020,0.6067,60000000,50877145,The Tale of Despereaux,Animation,2008
8743,0.495241,30000000,45554533,The Tigger Movie,Animation,2000
3011,0.634256,12000000,7070330,The Secret of Moonacre,Drama,2008
10256,0.756988,22000000,17287898,A Bronx Tale,Drama,1993
3953,1.15929,63000000,296633907,Austin Powers in Goldmember,Science Fiction,2002
4283,0.181617,0,0,Lassie,Family,1994
6804,0.288752,15000000,0,The Detonator,Action,2006
1020,0.12871,0,0,Ride,Comedy,2014
4595,0.42834300000000003,0,0,The Last Will and Testament of Rosalind Leigh,Thriller,2012
10710,0.145019,0,0,The Heroes of Telemark,Action,1965
9774,0.326225,200000,0,Deranged,Thriller,1974
3802,0.179339,2000000,0,The Speed of Thought,Action,2011
10285,0.563653,0,0,Trois couleurs : Bleu,Drama,1993
5469,1.6898689999999998,130000000,61648500,R.I.P.D.,Action,2013
5928,0.28222600000000003,3000000,0,Open Road,Action,2013
9660,0.32054,17000000,10278549,Someone to Watch Over Me,Drama,1987
3867,0.0803,0,0,Les tribulations d'une caissiÃ¨re,Comedy,2011
7662,0.273457,0,0,Gabriel,Science Fiction,2007
1505,0.720352,8000000,0,The Tournament,Action,2009
2153,0.41703500000000004,10000000,0,BloodRayne: The Third Reich,Fantasy,2010
9057,0.49737299999999995,28000000,14051384,Blues Brothers 2000,Crime,1998
4970,1.6530310000000001,100000000,250,Brother Bear,Adventure,2003
10204,0.214658,0,0,Robin and Marian,Adventure,1976
10246,0.853733,12500000,12281551,True Romance,Action,1993
5849,0.22488200000000003,0,0,Family Weekend,Drama,2013
3509,0.806361,45000000,24000000,The Rum Diary,Comedy,2011
6768,0.360145,20000000,41237648,Man of the Year,Thriller,2006
5579,0.782462,105000000,347434178,The Smurfs 2,Comedy,2013
5762,0.32146399999999997,0,0,All Stars,Family,2013
5257,1.172353,160000000,164508066,Speed 2: Cruise Control,Action,1997
4240,0.564501,45000000,112006296,Frankenstein,Science Fiction,1994
6099,0.7901229999999999,0,24467000,The Emerald Forest,Adventure,1985
10044,0.369847,10500000,11582891,Graveyard Shift,Drama,1990
9193,1.2742850000000001,7500000,296000000,Look Who's Talking,Comedy,1989
8723,0.650841,33000000,0,The Watcher,Thriller,2000
6198,2.6233459999999997,126000000,162949164,The Island,Action,2005
4563,0.48631,0,6842058,The Collection,Thriller,2012
5250,1.330225,80000000,245676146,Face/Off,Thriller,1997
10494,0.799534,0,5844868,The Hitcher,Thriller,1986
6645,0.7930590000000001,0,0,The Butterfly Effect 2,Science Fiction,2006
5470,1.675461,84000000,0,RED 2,Thriller,2013
10181,0.600495,2000000,7900000,Family Plot,Crime,1976
2477,0.617279,80000000,90874570,Fantasia 2000,Fantasy,1999
8139,0.5771430000000001,50000000,11534477,Fair Game,Thriller,1995
4806,0.159747,8000,0,Found,Drama,2012
9760,1.6195549999999999,7000000,97572000,The Man with the Golden Gun,Adventure,1974
9370,0.379213,0,0,Regarding Henry,Drama,1991
7779,0.112168,0,0,Flight of the Living Dead: Outbreak on a Plane,Horror,2007
5838,0.230594,0,0,Cottage Country,Comedy,2013
2706,0.6353770000000001,21150000,39438674,Crocodile Dundee in Los Angeles,Adventure,2001
4486,0.7559999999999999,0,0,Home Alone: The Holiday Heist,Crime,2012
1354,0.331417,10000,7000000,Eraserhead,Horror,1977
4277,0.387981,3500000,2341309,Double Dragon,Science Fiction,1994
8555,0.467664,0,0,The Land Before Time IV: Journey Through the Mists,Adventure,1996
390,0.309811,0,0,An Inspector Calls,Thriller,2015
1177,0.15304700000000002,0,0,JohnnyExpress,Science Fiction,2014
9378,0.35789099999999996,0,15073942,Toy Soldiers,Adventure,1991
673,2.996038,50000000,212902372,Into the Woods,Comedy,2014
3724,0.276399,1000000,0,"Cougars, Inc.",Comedy,2011
8811,0.210972,0,0,Blood: The Last Vampire,Horror,2000
4762,0.20642199999999997,0,0,Grabbers,Science Fiction,2012
1339,0.622492,0,0,March or Die,Adventure,1977
10273,0.636582,30,0,Striking Distance,Thriller,1993
2413,2.94377,80000000,415885488,The Mummy,Action,1999
6575,1.7472560000000001,45000000,184376254,Inside Man,Thriller,2006
1619,0.41491000000000006,15000000,113221,Tetro,Drama,2009
9289,0.178696,6000000,14278900,The Wizard,Comedy,1989
9766,0.696675,0,27634716,Murder on the Orient Express,Thriller,1974
10399,2.22723,3000000,104397102,The Graduate,Drama,1967
1362,0.24162899999999998,0,0,The White Buffalo,Western,1977
6976,2.241935,165000000,305875730,The Polar Express,Adventure,2004
3217,0.23477199999999998,6000000,391410,While She Was Out,Thriller,2008
2584,0.198126,38000000,635096,Ride with the Devil,Western,1999
5885,0.194328,0,0,Pete's Christmas,Family,2013
4351,0.199897,0,4352094,Brainscan,Science Fiction,1994
8318,0.346362,10000000,14356479,Rapid Fire,Thriller,1992
2963,0.879116,120000000,93945766,Speed Racer,Action,2008
6261,0.8999440000000001,88000000,105316267,The Brothers Grimm,Fantasy,2005
