mission_title,Target
Gemini 3,"17, 16"
Gemini 4,"19, 18"
Gemini 5,"20, 8"
Gemini 6A,7
Gemini 7,"21, 22"
Gemini 8,"25, 24"
Gemini 9A,"26, 23"
Mercury-Atlas 7,4
Mercury-Atlas 8,7
Mercury-Atlas 9,8
Mir Aragatz,108
Mir EO-15,308
Mir EO-21,308
STS 101,308
STS 51-C,157
STS 51-L,157
STS-1,"102, 17"
STS-100,"340, 348, 323, 392, 404, 335"
STS-101,"396, 313, 346, 262, 331, 288"
STS-102,"349, 402, 226, 403"
STS-103,"393, 319, 271, 326, 322, 282"
STS-104,"383, 373, 407"
STS-105,"387, 408, 346, 344"
STS-106,"362, 318, 377, 397"
STS-107,"433, 430, 389, 431, 369, 432"
STS-108,"412, 244, 411, 382"
STS-109,"413, 377, 414, 350"
STS-110,"192, 417, 291, 415, 416, 319"
STS-111,"420, 290, 421"
STS-112,"424, 392, 400, 306"
STS-113,"337, 226, 428, 420"
STS-114,"365, 349, 324, 402"
STS-115,"286, 341, 447, 398, 321, 448"
STS-116,"450, 364, 401, 453, 451, 452"
STS-117,"458, 387, 408, 459, 373, 457"
STS-118,"397, 463, 461, 462, 393, 407"
STS-119,"491, 457, 490, 492, 458, 404"
STS-120,"323, 467, 446, 400, 465, 466"
STS-121,"425, 411, 368, 444, 445"
STS-122,"295, 469, 470, 415, 416"
STS-123,"473, 382, 370, 350, 472, 471"
STS-124,"411, 479, 444, 481, 478"
STS-125,"497, 414, 494, 326, 496"
STS-126,"429, 487, 488, 447, 489, 448"
STS-127,"390, 501, 500, 499, 306, 401"
STS-128,"408, 504, 387, 503, 459"
STS-129,"469, 473, 509, 510, 407, 508"
STS-130,"378, 365, 512, 465, 472"
STS-131,"468, 516, 446, 515, 517, 397, 460"
STS-132,"490, 495, 488, 425, 478, 474"
STS-133,"368, 487, 493"
STS-134,"497, 418, 435, 482, 411"
STS-135,"447, 424, 499"
STS-2,"105, 104"
STS-26,"179, 142, 119, 180"
STS-27,"192, 145, 213, 214"
STS-28,"221, 219, 128, 151, 220"
STS-29,"217, 158, 215, 144, 216"
STS-3,"62, 106"
STS-30,"193, 154, 218, 184, 122"
STS-31,"146, 135"
STS-32,"226, 227"
STS-33,"225, 224, 215, 165, 117"
STS-34,"223, 160, 222"
STS-35,"76, 240, 180, 163, 129"
STS-36,"169, 230, 145"
STS-37,"245, 170, 192, 244"
STS-38,"179, 236"
STS-39,"247, 246, 248, 250, 125, 249"
STS-4,109
STS-40,"253, 161, 256, 254, 255"
STS-40 Columbia,191
STS-41,"233, 235, 234, 219"
STS-41 B,134
STS-41 C,141
STS-41-B,"132, 133, 76, 135"
STS-41-C,140
STS-41-D,"147, 146, 144, 109"
STS-41-G,"102, 151, 149, 150, 152, 153"
STS-41C,142
STS-41D,"145, 148"
STS-42,"184, 131, 267, 265, 265"
STS-43,"228, 257, 171, 215"
STS-44,"263, 262, 264, 117, 165"
STS-45,"271, 272, 150, 151, 196, 270"
STS-46,"197, 156, 227, 280"
STS-47,"284, 132, 282, 285, 245"
STS-48,"258, 169, 221, 238"
STS-49,"234, 225, 273, 231, 250, 124, 235"
STS-5,"113, 76, 112, 114"
STS-50,"223, 219, 276, 187, 237, 274"
STS-51,"236, 302, 301, 303, 266"
STS-51 J,134
STS-51-A,"119, 113, 155, 154"
STS-51-B,"166, 112, 165"
STS-51-C,"156, 158"
STS-51-D,"161, 163, 160, 115"
STS-51-F,"175, 178, 176, 174, 106"
STS-51-G,"124, 120, 171"
STS-51-I,"181, 104, 179"
STS-51-J,"115, 185, 184"
STS-51-L,"147, 139"
STS-51B,122
STS-51C,159
STS-51D,148
STS-51F,117
STS-51G,"170, 173, 172"
STS-51I,141
STS-51L,"201, 202"
STS-52,"254, 214, 286, 249, 257"
STS-53,"287, 233, 154, 262, 125"
STS-54,"247, 230, 263, 248"
STS-55,"294, 295, 292, 170, 261, 293"
STS-56,"290, 291"
STS-57,"228, 297, 296, 270, 298, 184"
STS-58,"307, 306, 171, 304, 305, 161"
STS-59,"253, 273, 244, 287, 245"
STS-6,"115, 117, 116"
STS-60,"309, 258, 283, 196"
STS-61,"163, 274, 117, 225, 235, 192, 179"
STS-61-A,"125, 109, 187"
STS-61-B,"195, 128, 194, 193"
STS-61-C,"146, 197, 132"
STS-61A,"170, 188, 189"
STS-61B,148
STS-61B Atlantis,191
STS-61C,"142, 198, 199"
STS-62,"227, 231, 230, 279"
STS-63,"293, 271, 298, 324, 226"
STS-64,"317, 218, 288, 219, 237, 246"
STS-65,"313, 315, 233, 314, 303, 250"
STS-66,"282, 291, 322, 323"
STS-67,"254, 326, 327, 265"
STS-68,"297, 302, 310, 257, 318"
STS-69,"262, 154, 301, 334"
STS-7,"122, 119, 120, 121, 102"
STS-70,"315, 296, 261, 331, 330"
STS-71,"247, 187, 223"
STS-72,"314, 341, 270, 343, 344"
STS-73,"339, 336, 225, 337, 335, 338"
STS-74,"340, 305, 192, 243, 313"
STS-75,"346, 197, 163, 280, 348, 279"
STS-76,"287, 244, 309"
STS-77,"282, 230, 153, 349, 263, 302"
STS-78,"330, 353, 288, 351, 350, 352"
STS-79,"245, 318, 303, 235, 266"
STS-8,"124, 127, 126, 125, 105"
STS-80,"290, 310, 335, 117"
STS-81,"326, 227, 341, 297"
STS-82,"247, 321, 218, 346, 319"
STS-83,"360, 359, 298, 313, 358, 315"
STS-84,"322, 292, 324, 361, 362"
STS-85,"283, 366, 282, 364"
STS-86,"323, 367, 226, 327, 108"
STS-87,"368, 369, 370, 330, 342"
STS-88,"301, 192, 387"
STS-89,"187, 372, 373"
STS-9,"17, 63, 131, 128, 129"
STS-90,"350, 380, 377, 304, 378, 381"
STS-91,"292, 327, 382, 197, 383"
STS-92,"270, 337, 314, 305, 343"
STS-93,"336, 146, 392, 324, 278"
STS-94,"298, 359, 360, 313, 358"
STS-95,"368, 365, 385, 323, 316, 282, 3"
STS-96,"335, 254, 291"
STS-97,"341, 321"
STS-98,"290, 364, 310, 401"
STS-99,"330, 382, 394, 298, 383, 285"
STS87,371
STS­106,399
STS­112,426
STS­60,212
STS­63,118
STS­88,212
Saluyt 4,69
Saluyt 6,69
Salyut 4,"74, 75"
Salyut 6,"96, 83, 93, 100, 91, 74, 83, 93, 98, 99"
Salyut 7,"86, 138, 95, 70, 86, 111, 86, 111, 99, 123, 93, 182, 110, 95, 137, 100, 107, 98, 88, 91, 183"
Shenzhou 10,534
Shenzhou 11,"550, 485"
Shenzhou 5,434
Shenzhou 6,"442, 441"
Shenzhou 7,"485, 483, 484"
Shenzhou 9,"485, 527, 528"
Skylab 2,"20, 61"
Skylab 3,"62, 63, 44"
Skylab 4,"66, 68, 67"
Skylab-2,60
Soyuz  3,332
Soyuz 1,11
Soyuz 10,"51, 36"
Soyuz 11,"52, 53, 42"
Soyuz 12,"65, 64"
Soyuz 13,70
Soyuz 14,"6, 71"
Soyuz 15,"73, 72"
Soyuz 16,"41, 51"
Soyuz 18,47
Soyuz 19,"15, 40"
Soyuz 21,35
Soyuz 22,"9, 79"
Soyuz 23,"80, 81"
Soyuz 24,82
Soyuz 25,"84, 83"
Soyuz 27/26,65
Soyuz 28,87
Soyuz 3,32
Soyuz 30,89
Soyuz 31,90
Soyuz 31/29,9
Soyuz 33,"51, 92"
Soyuz 36/35,94
Soyuz 37/36,43
Soyuz 38,"97, 85"
Soyuz 39,"86, 101"
Soyuz 4,34
Soyuz 40,103
Soyuz 5,35
Soyuz 5/4,"37, 36"
Soyuz 6,"39, 40"
Soyuz 7,"42, 75, 41"
Soyuz 8,"34, 36"
Soyuz 9,47
Soyuz TM-11/10,242
Soyuz TM-12/11,252
Soyuz TM-14/13,269
Soyuz TM-17 / Soyuz TM-16,300
Soyuz TM-24/23,355
Soyuz TM-25/24,357
Soyuz TM-27/26,376
Soyuz TM-34 / Soyuz TM-33,419
Soyuz TMA-1/TM-34,427
Soyuz TMA-10,456
Soyuz TMA-11/10,464
Soyuz TMA-12 / Soyuz TMA-11,477
Soyuz TMA-13,486
Soyuz TMA-16/14,507
Soyuz TMA-18M/16M,"545, 544"
Soyuz TMA-3/2,385
Soyuz TMA-34/TM-33,418
Soyuz TMA-4/TMA-3,436
Soyuz TMA-6/TMA-5,418
Soyuz TMA-7,440
Soyuz TMA-8,443
Soyuz TMA-9,449
Soyuz TMA­1/TM­34,395
Soyuz TMA­5,437
Soyuz TM­32/31,"312, 385"
Soyuz TM­33/32,241
Soyuz TM­4/3,207
Soyuz T­2,79
Soyuz T­3,65
Soyuz T­8,"110, 99"
Spacelab 1,130
Spacelab-2,177
Spacelab-3,167
Voskhod 2,"14, 15"
Vostok 1,1
Vostok 3,5
Vostok 4,6
Vostok 6,10
gemini 6A,23
spacelab-3,168
sts-46,281
ЭП-1,406
