mission_title,Target
STS-88,387
STS-67,327
STS-85,364
Apollo 11,24
STS-103,282
STS-70,330
STS-67,265
STS-110,319
Salyut 6,99
Apollo 12,20
STS-134,411
STS-48,221
20,427
19,329
STS-72,343
22,215
STS-60,196
5,354
Soyuz  3,332
STS-96,291
22,438
STS-59,287
STS-7,102
STS-48,238
Soyuz TMA-8,443
STS-123,471
Soyuz TMA-7,440
STS-55,261
Apollo 17,26
Salyut 7,91
26,336
STS-9,131
STS-127,401
STS-128,459
STS-83,315
46,311
STS-51-G,171
52,535
STS-114,402
STS-41-D,109
STS-51-A,155
27,388
13,396
STS-30,122
STS-49,250
STS-9,128
STS-44,165
STS-26,180
STS-51-A,154
STS-9,129
STS-57,298
16,312
STS-124,478
14,337
STS-39,249
2,100
Saluyt 6,69
57,547
STS-49,124
STS-50,274
3,91
STS-51-F,106
16,412
STS-80,335
STS-47,245
STS-61-B,193
STS-41,219
STS-95,316
STS-32,227
STS-8,125
STS-51,303
61,519
23,461
STS-94,358
30,436
STS-116,451
Shenzhou 7,484
STS-49,235
Salyut 7,183
STS-72,344
Antares,278
STS-51-L,139
38,397
STS-59,245
STS-80,117
EP-19,565
STS-98,401
20,332
Shenzhou 9,527
STS-8,105
Soyuz TM-11/10,242
Soyuz 10,36
Shenzhou 9,528
STS-106,377
STS-35,129
STS-107,432
32,481
STS-95,282
STS-122,415
STS-41D,148
46,546
59,547
STS-92,305
Soyuz 18,47
Shenzhou 11,485
STS-78,352
15,455
STS-92,343
STS-113,420
STS-66,323
STS-54,263
STS-117,373
STS-95,3
Apollo 10,23
22,354
27,300
Shenzhou 6,441
STS-3,106
STS-51,266
STS-64,237
Skylab 3,44
STS-117,457
12,208
44,543
Soyuz TMA-10,456
STS-54,248
49,489
Soyuz TMA-12 / Soyuz TMA-11,477
STS-118,407
STS-106,397
16,422
28,475
STS-43,215
STS-97,321
STS-55,293
STS-93,278
Shenzhou 5,434
STS-116,452
STS-77,302
Salyut 4,75
STS-64,246
40,539
STS-57,184
STS-112,306
Soyuz 24,82
STS-91,383
STS-122,416
STS-29,216
Apollo 8,21
