original_title,title_length,production_companies
Australia,9," ScreenWest,  Dune Entertainment III,  Twentieth Century Fox Film Corporation, Bazmark Films,  Ingenious Film Partners"
Auto Focus,10," Propaganda Films,  Good Machine, Sony Pictures Classics"
Avatar,6," Lightstorm Entertainment,  Twentieth Century Fox Film Corporation, Ingenious Film Partners,  Dune Entertainment"
Avengers: Age of Ultron,23,"Marvel Studios,  Revolution Sun Studios,  Prime Focus"
Awake,5,"The Weinstein Company,  Open City Films,  GreeneStreet Films"
Babel,5," Central Films,  Anonymous Content, Paramount Vantage,  Media Rights Capital"
Baby Boy,8,Columbia Pictures
Baby Mama,9,"Relativity Media,  Michaels-Goldwyn"
Babylon A.D.,12," Canal+, StudioCanal,  Babylon,  Cin̩Cin̩ma,  M6 Films"
Bad Boys II,11," Don Simpson/Jerry Bruckheimer Films, Columbia Pictures Corporation"
Bad Company,11,"Jerry Bruckheimer Films,  Touchstone Pictures,  Stillking Films"
Bad News Bears,14,Paramount Pictures
Bad Santa,9,"Columbia Pictures,  Dimension Films (US version)"
Bad Teacher,11,"Columbia Pictures,  Mosaic Media Group"
Baggage Claim,13,Sneak Preview Productions
Bandits,7," Epsilon Motion Pictures,  Hyde Park Entertainment,  Metro-Goldwyn-Mayer (MGM),  Empire Pictures, Cheyenne Enterprises"
Bandslam,8," Goldsmith-Thomas Productions, Summit Entertainment,  Walden Media"
Bangkok Dangerous,17," International Production Company, Virtual Studios,  Saturn Films,  Blue Star Pictures,  Initial Entertainment Group"
Banlieue 13,11," EuropaCorp, Canal Plus,  TF1 Films Production"
Barbershop,10,Metro-Goldwyn-Mayer (MGM)
Barbershop 2:  Back in Business,31,Metro-Goldwyn-Mayer (MGM)
Barney's Version,16,Serendipity Point Films
Barnyard,8,"Paramount Pictures,  Paramount Animation,  Nickelodeon Movies"
Basic,5," Krane Entertainment, Intermedia Films"
Basic Instinct 2,16," IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Intermedia Films,  C-2 Pictures,  Kanzaman"
Batman Begins,13," Warner Bros.,  DC Entertainment,  Syncopy, DC Comics,  Legendary Pictures"
Battle of the Year,18,Screen Gems
Battle: Los Angeles,19," Original Film, Columbia Pictures,  Relativity Media"
Battleship,10," Bluegrass Films,  Film 44, Universal Pictures,  Hasbro"
Be Cool,7," Jersey Films,  Nina Saxon Film Design,  Metro-Goldwyn-Mayer (MGM), Double Feature Films"
Beastly,7," Storefront Films, CBS Films,  Mel's Cite du Cinema"
Beauty Shop,11,Metro-Goldwyn-Mayer (MGM)
Because of Winn-Dixie,21,Twentieth Century Fox Film Corporation
Becoming Jane,13," 2 Entertain,  Bueprint Pictures, Ecosse Films"
Bedazzled,9," KirchMedia, Twentieth Century Fox Film Corporation,  Regency Enterprises"
Bedtime Stories,15," Gunn Films,  Happy Madison Productions, Walt Disney Pictures"
Bee Movie,9,"Pacific Data Images (PDI),  DreamWorks Animation,  Columbus 81 Productions"
Before the Devil Knows You're Dead,34," Funky Buddha Productions, Capitol Films,  Linsefilm,  Michael Cerenzie Productions,  Unity Productions"
Begin Again,11," Exclusive Media Group,  Sycamore Pictures,  Apatow Productions, Likely Story"
Behind Enemy Lines,18," Davis Entertainment, Twentieth Century Fox Film Corporation"
Behind the Candelabra,21,HBO Films
Belle,5," British Film Institute (BFI),  DJ Films, Isle of Man Film,  Pinewood Studios,  Metrol Technology"
Beowulf,7," Shangri-La Entertainment,  Paramount Animation, Paramount Pictures,  ImageMovers"
Beverly Hills Chihuahua,23,Walt Disney Pictures
Bewitched,9,"Columbia Pictures Corporation,  Red Wagon Entertainment,  Bewitched"
Big Eyes,8,"The Weinstein Company,  Silverwood Films,  Electric City Entertainment,  Tim Burton Productions"
Big Fat Liar,12,Universal Pictures
Big Fish,8," Tim Burton Productions, The Zanuck Company,  Jinks/Cohen Company,  Columbia Pictures Corporation"
Big Hero 6,10,"Walt Disney Pictures,  Walt Disney Animation Studios"
Big Miracle,11," Anonymous Content,  Working Title Films, Universal Pictures"
Big Momma's House,17," Regency Enterprises, Twentieth Century Fox Film Corporation"
Big Momma's House 2,19," Deep River Productions,  Regency Enterprises,  Epsilon Motion Pictures,  Firm Films, Twentieth Century Fox Film Corporation"
"Big Mommas: Like Father, Like Son",33," New Regency Pictures,  Runteldat Entertainment,  The Collective Studios, Twentieth Century Fox Film Corporation,  Regency Enterprises"
Big Trouble,11,Touchstone Pictures
Billy Elliot,12," Tiger Aspect Productions,  StudioCanal, BBC Films,  Working Title Films,  Arts Council of England"
Birdman,7," New Regency Pictures,  M Productions,  Le Grisbi Productions,  TSG Entertainment, Worldview Entertainment"
Black Christmas,15,Dimension Films
Black Hawk Down,15,"Jerry Bruckheimer Films,  Revolution Studios,  Scott Free Productions"
Black Mass,10," RatPac-Dune Entertainment,  Cross Creek Pictures,  Head Gear Films,  Free State Pictures, Infinitum Nihil"
Black Nativity,14," Fox Searchlight, Fox Searchlight Pictures"
Black Snake Moan,16,Paramount Classics
Black Swan,10,"Fox Searchlight Pictures,  Cross Creek Pictures,  Protozoa Pictures,  Dune Entertainment"
Black or White,14,Treehouse Pictures
Blackhat,8," Forward Pass, Universal Pictures,  Legendary Pictures"
Blade II,8," Imaginary Forces,  Milk & Honey,  Amen Ra Films, New Line Cinema,  Marvel Entertainment,  LLC"
Blade: Trinity,14," Amen Ra Films,  Imaginary Forces,  Shawn Danielle Productions Ltd., New Line Cinema,  Marvel Enterprises"
Blended,7,"Happy Madison Productions,  Gulfstream Pictures,  Karz Entertainment,  Warner Bros."
Blood Diamond,13," Warner Bros., Bedford Falls Productions,  Virtual Studios,  Lonely Film Productions GmbH & Co. KG.,  Spring Creek Productions"
Blood Ties,10," Canal+,  LGM Productions, Wild Bunch,  Mars Distribution,  Les Productions du Tr̩sor"
Blood Work,10," Warner Bros. Pictures, Malpaso Productions"
BloodRayne,10,Boll KG
Blow,4,New Line Cinema
Blue Crush,10," Universal Pictures, Imagine Entertainment,  Shutt/Jones Productions,  Mikona Productions GmbH & Co. KG"
Blue Jasmine,12,Perdido Productions
Boat Trip,9," Artisan Entertainment, Motion Picture Corporation of America"
Body of Lies,12,"Scott Free Productions,  De Line Pictures,  Warner Bros."
Boiler Room,11,New Line Cinema
Bolt,4,"Walt Disney Pictures,  Walt Disney Animation Studios"
Bones,5,New Line Cinema
Boogeyman,9," Senator International, Ghost House Pictures,  Pacific Renaissance Pictures Ltd.,  Screen Gems"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,83," Four By Two Productions, Twentieth Century Fox Film Corporation"
Boys and Girls,14,Dimension Films
Brave,5," Pixar Animation Studios, Walt Disney Pictures"
Brick Mansions,14," Cin̩+,  D8, Canal+,  EuropaCorp"
Bride Wars,10," Dune Entertainment III,  New Regency Pictures, Dune Entertainment,  Fox 2000 Pictures,  Regency Enterprises"
Brideshead Revisited,20," HanWay Films,  Ecosse Films,  UK Film Council,  2 Entertain, BBC Films"
Bridesmaids,11,"Universal Pictures,  Relativity Media,  Apatow Productions"
Bridge of Spies,15," Studio Babelsberg,  Marc Platt Productions,  Fox 2000 Pictures, DreamWorks SKG,  Amblin Entertainment"
Bridge to Terabithia,20," Hal Lieberman Company, Walden Media,  Lauren Levine Productions Inc."
Bridget Jones's Diary,21," Universal Pictures,  Working Title Films,  Studio Canal, Miramax Films,  Little Bird"
Bridget Jones: The Edge of Reason,33,"Miramax Films,  Atlantic Television,  Studio Canal,  Universal Pictures,  Working Title Films"
Bright Star,11," Australian Film Finance Corporation (AFFC),  Screen Australia,  Path̩ Renn Productions, BBC Films,  UK Film Council"
Bring It On,11,Beacon Communications
Bringing Down The House,23," Touchstone Pictures, Hyde Park Films"
Brokeback Mountain,18,"River Road Entertainment,  Good Machine,  Alberta Film Entertainment,  Focus Features"
Broken City,11," Closest to the Hole Productions, Regency Enterprises,  New Regency Pictures,  1984 Private Defense Contractors,  Inferno International"
Broken Flowers,14," Five Roses,  Focus Features, Bac Films"
Brooklyn,8," Parallel Film Productions,  Irish Film Board,  Item 7, Wildgaze Films"
Brooklyn's Finest,17," Thunder Road Productions,  Langley Productions, Nu Image Films,  Fuqua Films,  Millennium Films"
Brothers,8," Palomar Pictures (II),  Michael De Luca Productions,  Relativity Media, Lionsgate,  Sighvatsson Films"
Bruce Almighty,14," Spyglass Entertainment, Universal Pictures,  Pit Bull Productions,  Shady Acres Entertainment"
Bullet to the Head,18," Silver Reel,  After Dark Films,  IM Global, Dark Castle Entertainment,  Automatik Entertainment"
Burke & Hare,12," Aegis Film Fund,  Quickfire Films,  Fragile Films,  Prescience, Ealing Studios"
Burlesque,9,Bedford Falls Productions
Burn After Reading,18," Focus Features, Mike Zoss Productions,  Working Title Films,  Relativity Media,  Studio Canal"
Burnt,5," PeaPie Films,  3 Arts Entertainment, Double Feature Films"
Cake,4," Cinelou Films,  We're Not Brothers Productions, Echo Films"
Calendar Girls,14," Touchstone Pictures, Harbour Pictures"
Capitalism: A Love Story,24,"The Weinstein Company,  Paramount Vantage"
Capote,6,"Sony Pictures Classics,  Province of British Columbia Production Services Tax Credit,  Eagle Vision Inc.,  Manitoba Film and Video Production Tax Credit,  Cooper's Town Productions"
Captain America: The First Avenger,34,Marvel Studios
Captain America: The Winter Soldier,35,Marvel Studios
Captain Phillips,16,Columbia Pictures
Captivity,9," RAMCO, Foresight Unlimited,  Captivity Productions"
Carnage,7,"Wild Bunch,  Canal+,  Cin̩Cin̩ma,  Zanagar Films,  Constantin Film Produktion"
Carol,5,"Killer Films,  Number 9 Films,  Film4"
Carrie,6,"Screen Gems,  Metro-Goldwyn-Mayer (MGM),  Misher Films"
Cars,4," Pixar Animation Studios, Walt Disney Pictures"
Cars 2,6," Pixar Animation Studios, Walt Disney Pictures"
Case 39,7," Anonymous Content, Paramount Vantage,  Case 39 Productions,  Misher Films"
Casino Royale,13,Eon Productions
Cast Away,9," Playtone,  ImageMovers,  Twentieth Century Fox Film Corporation, DreamWorks SKG"
Catch Me If You Can,19,"DreamWorks SKG,  Kemp Company,  Splendid Pictures"
Catch and Release,17," Relativity Media, Columbia Pictures Corporation"
Cats & Dogs,11," Zide-Perry Productions,  NPV Entertainment,  Mad Chance, Village Roadshow Pictures,  Warner Bros."
Cats & Dogs 2 : The Revenge of Kitty Galore,43,Village Roadshow Pictures
Catwoman,8," Warner Bros., Village Roadshow Pictures,  Maple Shade Films,  DiNovi Pictures,  Frantic Films"
Cellular,8,New Line Cinema
Centurion,9," Canal+,  Celador Films,  UK Film Council, Path̩ Pictures International,  Warner Bros."
Changeling,10,"Imagine Entertainment,  Malpaso Productions,  Relativity Media"
Changing Lanes,14,Paramount Pictures
Chappie,7," Sony Pictures Entertainment (SPE),  Alpha Core,  Genre Films, Columbia Pictures,  Media Rights Capital"
Charlie St. Cloud,17," Marc Platt Productions,  Relativity Media, Universal Pictures"
Charlie Wilson's War,20," Participant Productions,  Playtone Production, Universal Pictures"
Charlie and the Chocolate Factory,33," Tim Burton Productions, Village Roadshow Pictures,  Warner Bros.,  Plan B Entertainment,  The Zanuck Company"
Charlie's Angels,16,Columbia Pictures
Charlie's Angels: Full Throttle,31," Flower Films (II), Columbia Pictures Corporation,  Tall Trees Productions,  Wonderland Sound and Vision"
Cheaper by the Dozen,20," Robert Simonds Productions, Twentieth Century Fox Film Corporation"
Cheaper by the Dozen 2,22,Twentieth Century Fox Film Corporation
Chef,4," Fetisov Teterin Films,  Aldamisa Entertainment,  Kilburn Media, Open Road Films"
Chicago,7," Producers Circle,  Storyline Entertainment, Miramax Films"
Chicken Little,14,"Walt Disney Pictures,  Walt Disney Feature Animation"
Chicken Run,11," Path̩, DreamWorks SKG,  DreamWorks Animation,  Aardman Animations"
Child 44,8,"Summit Entertainment,  Scott Free Productions,  Worldview Entertainment"
Children of Men,15," Strike Entertainment,  Hit & Run Productions, Universal Pictures"
Chloe,5," Outpost Studios,  Montecito Picture Company,  The, StudioCanal"
Chocolat,8," Fat Free,  David Brown Productions, Miramax Films"
Chronicle,9," Davis Entertainment, Twentieth Century Fox Film Corporation,  Adam Schroeder Productions,  Dune Entertainment"
Cinderella,10,"Walt Disney Pictures,  Beagle Pug Films,  Allison Shearmur Productions,  Genre Films"
Cinderella Man,14,"Miramax Films,  Universal Pictures,  Imagine Entertainment,  Touchstone Pictures,  Parkway Pictures (I)"
Cirque du Freak: The Vampire's Assistant,40,Universal Pictures
City By The Sea,15," Franchise Pictures,  Brad Grey Pictures,  Sea Breeze Productions Inc., Warner Bros. Pictures,  Epsilon Motion Pictures"
City of Ember,13," Walden Media, Playtone"
Clash of the Titans,19," Legendary Pictures, The Zanuck Company,  Thunder Road Pictures,  Warner Bros.,  Moving Picture Company (MPC)"
Clerks II,9," View Askew Productions, The Weinstein Company"
Click,5,"Original Film,  Happy Madison Productions,  Columbia Pictures Corporation,  Revolution Studios"
Clockstoppers,13," Valhalla Motion Pictures, Paramount Pictures,  Nickelodeon Movies"
Closer,6,Columbia Pictures
Cloud Atlas,11,"Anarchos Productions,  Ascension Pictures,  X-Filme Creative Pool,  ARD Degeto Film,  Cloud Atlas Productions"
Cloudy with a Chance of Meatballs,33,"Columbia Pictures,  Sony Pictures Animation"
Cloudy with a Chance of Meatballs 2,35," Sony, Columbia Pictures"
Cloverfield,11," Bad Robot, Paramount Pictures"
Club Dread,10," Coconut Pete Productions, Fox Searchlight Pictures,  Broken Lizard Industries"
Coach Carter,12,"Paramount Pictures,  Tollin/Robbins Productions,  MTV Films"
Cold Mountain,13,"Miramax Films,  Castel Film Romania,  Mirage Enterprises,  Cattleya,  Bona Fide Productions"
Collateral,10,"Paramount Pictures,  Edge City,  DreamWorks SKG,  Parkes/MacDonald Productions"
Collateral Damage,17,"David Foster Productions,  Warner Bros.,  Hacienda Productions,  Bel Air Entertainment"
Colombiana,10," EuropaCorp,  Cin̩Cin̩ma,  Grive Productions, TF1 Films Production,  Canal+"
Conan the Barbarian,19," Nimar Studios,  Millennium Films,  Paradox Entertainment,  Nu Image Films, Dark Horse Entertainment"
Concussion,10," Scott Free Productions,  The Shuman Company,  LStar Capital,  The Cantillon Company, Village Roadshow Pictures"
Confessions of a Dangerous Mind,31,"Miramax Films,  Mad Chance,  Allied Filmmakers"
Confessions of a Shopaholic,27,"Jerry Bruckheimer Films,  Touchstone Pictures"
Confessions of a Teenage Drama Queen,36,Walt Disney Pictures
Connie and Carla,16,Universal Pictures
Constantine,11," Branded Entertainment/Batfilm Productions,  Donners' Company, Village Roadshow Pictures,  Lonely Film Productions GmbH & Co. KG.,  DC Comics"
Contagion,9," Participant Media,  Regency Enterprises,  Imagenation Abu Dhabi FZ, Double Feature Films,  Warner Bros."
Contraband,10," Closest to the Hole Productions,  Relativity Media,  Leverage Management, Universal Pictures,  StudioCanal"
Conviction,10," Prescience,  Omega Entertainment, Oceana Media Finance,  Innocence Productions,  Pantheon Entertainment Corporation"
Cop Out,7,Warner Bros.
