original_title,title_length,production_companies
Man of Steel,12, Warner Bros.
National Treasure,17, Junction Entertainment
Carnage,7,Wild Bunch
Looper,6, Ram Bergman Productions
Burnt,5, PeaPie Films
Alex & Emma,11, Reiner-Greisman
Eat Pray Love,13,Columbia Pictures
Fury,4, LStar Capital
In Bruges,9, Scion Films
Stormbreaker,12, Weinstein Company
Kill the Messenger,18, Bluegrass Films
The Great Gatsby,16, Bazmark Films
Road to Perdition,17, The Zanuck Company
Reign Over Me,13, Madison 23
Morning Glory,13,Bad Robot
The Weather Man,15, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
The Spirit,10, Lionsgate
Red Riding Hood,15, Warner Bros.
A Good Year,11, Scott Free Productions
Mission to Mars,15,Spyglass Entertainment
Sinister 2,10, Entertainment One
American Outlaws,16,Warner Bros. Pictures
Saw 3D,6,Lionsgate
Sahara,6, Desertlands Entertainment
9,1, Starz Animation
Hitman: Agent 47,16, TSG Entertainment
Trapped,7, Colombia Pictures
No Reservations,15,Village Roadshow Pictures
Bruce Almighty,14, Spyglass Entertainment
The Fog,7, Debra Hill Productions
Miss Congeniality,17, Fortis Films
Wild Target,11, Isle of Man Film
Lady in the Water,17,Legendary Pictures
"Dude, Whereâ€™s My Car?",23,Twentieth Century Fox Film Corporation
12 Years a Slave,16, Regency Enterprises
The Hunger Games: Mockingjay - Part 2,37,Studio Babelsberg
The Ant Bully,13, Legendary Pictures
Crazy/Beautiful,15,Touchstone Pictures
Role Models,11, Internationale Filmproduktion Stella-del-SÃ¼d
The Equalizer,13, Mace Neufeld Productions
Seven Psychopaths,17, British Film Institute (BFI)
Clockstoppers,13, Valhalla Motion Pictures
How to Train Your Dragon 2,26,DreamWorks Animation
Stomp the Yard,14,Rainforest Films
The Walk,8, Sony Pictures Entertainment
A.I. Artificial Intelligence,28, Amblin Entertainment
White Noise,11, Endgame Entertainment
The Martian,11, International Traders
Shutter Island,14, Phoenix Pictures
Enemy at the Gates,18, Swanford Films
The Eagle,9, Film4
Ocean's Eleven,14, Jerry Weintraub Productions
Domino,6, Metropolitan Filmexport
Shutter Island,14, Sikelia Productions
Winter's Tale,13,Village Roadshow Pictures
Just Married,12, Robert Simonds Productions
The Musketeer,13, The
Coyote Ugly,11, Touchstone Pictures
The Intern,10, Warner Bros.
North Country,13,Warner Bros.
The Hangover Part II,20, Warner Bros.
North Country,13, Nick Wechsler Productions
127 Hours,9,Fox Searchlight Pictures
Alpha and Omega,15, Crest Animation Productions
Get Carter,10,Franchise Pictures
Ocean's Twelve,14, Section Eight
Dinner for Schmucks,19, Spyglass Entertainment
The Pacifier,12, Spyglass Entertainment
American Wedding,16, LivePlanet
Pan,3, Moving Picture Company (MPC)
The Kingdom,11, Relativity Media
Horrible Bosses 2,17, RatPac Entertainment
The SpongeBob SquarePants Movie,31,Paramount Pictures
Underworld,10, Laurinfilm
Johnson Family Vacation,23, Bird and a Bear Entertainment
Sin City: A Dame to Kill For,28, Aldamisa Entertainment
Harry Potter and the Chamber of Secrets,39, MIRACLE Productions GmbH & Co. KG
The Conspirator,15,Wildwood Enterprises
The Water Diviner,17, Seven West Media
"Dude, Whereâ€™s My Car?",23, Alcon Entertainment
Arbitrage,9, Artina Films
House of Wax,12, Dark Castle Entertainment
Looper,6, FilmDistrict
Austin Powers in Goldmember,27, Gratitude International
Mama,4,Universal Pictures
Unknown,7, Dark Castle Entertainment
The International,17, Atlas Entertainment
Inherent Vice,13,Ghoulardi Film Company
Into the Woods,14, Marc Platt Productions
Jack Reacher,12, Skydance Productions
Rumor Has It...,15, Warner Bros.
Cosmopolis,10, TÃ©lÃ©film Canada
The Revenant,12, CatchPlay
Land of the Dead,16, Exception Wild Bunch
Creed,5, Metro-Goldwyn-Mayer (MGM)
Funny People,12, Universal Pictures
Gravity,7, Heyday Films
Repo Men,8, Relativity Media
King Kong,9, MFPV Film
Skyline,7, Relativity Media
Cloud Atlas,11,Anarchos Productions
Equilibrium,11, Blue Tulip Productions
The Big Bounce,14,Warner Bros. Pictures
Alice in Wonderland,19, Team Todd
How High,8, Native Pictures Productions
The Reaping,11, Warner Bros.
The Guard,9,UK Film Council
Jobs,4,Open Road Films
Cinderella Man,14,Miramax Films
Burke & Hare,12, Aegis Film Fund
Soul Surfer,11, TriStar Pictures
Wrong Turn,10, Constantin Film Produktion
Suite FranÃ§aise,16,Qwerty Films
"Yours, Mine & Ours",18, O.N.C. Entertainment
Cloud Atlas,11, Ascension Pictures
In the Heart of the Sea,23, Spring Creek Productions
The Tailor of Panama,20, Merlin Films
Gone Baby Gone,14,Miramax Films
Spider-Man 3,12, Laura Ziskin Productions
Hardcore Henry,14, Versus Pictures
Sherlock Holmes,15, Silver Pictures
The Man from U.N.C.L.E.,23,Davis Entertainment
Sabotage,8, Crave Films
Fantastic Mr. Fox,17,Twentieth Century Fox Film Corporation
Smokin' Aces,12, StudioCanal
The Bucket List,15, Storyline Entertainment
Tropic Thunder,14,DreamWorks SKG
The Assassination of Jesse James by the Coward Robert Ford,58, Scott Free Productions
Big Momma's House 2,19, Deep River Productions
Meet the Spartans,17,Regency Enterprises
Snow White and the Huntsman,27, Roth Films
Julie & Julia,13, Easy There Tiger Productions
Love & Other Drugs,18, Stuber Productions
The Princess Diaries,20, BrownHouse Productions
Role Models,11,Universal Pictures
Fury,4, QED International
K-PAX,5, Lawrence Gordon Productions
Nutty Professor II: The Klumps,30, Universal Pictures
Dracula Untold,14, Michael De Luca Productions
The Scorpion King,17, Alphaville Films
Rise of the Planet of the Apes,30,20th Century Fox
The Wolverine,13, Donners' Company
Contagion,9, Participant Media
Treasure Planet,15,Walt Disney Pictures
The Majestic,12, Castle Rock Entertainment
Made of Honor,13, Original Film
Riddick,7, Riddick Canada Productions
Talladega Nights: The Ballad of Ricky Bobby,43, Apatow Productions
The Hundred-Foot Journey,24,Amblin Entertainment
Remember the Titans,19, Run It Up Productions Inc.
Star Wars: The Force Awakens,28, Bad Robot
Punisher: War Zone,18, SGF Entertainment
The Hundred-Foot Journey,24, Reliance Entertainment
Moon,4,Liberty Films UK
Transcendence,13, Straight Up Films
The Day After Tomorrow,22,Lions Gate Films
Final Destination 3,19, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
Resident Evil,13, New Legacy
Max,3, Metro-Goldwyn-Mayer (MGM)
Repo Men,8, Dentsu
I Could Never Be Your Woman,27,Scott Rudin Productions
A Sound of Thunder,18, Franchise Pictures
Agent Cody Banks,16, Metro-Goldwyn-Mayer (MGM)
The Little Vampire,18,New Line Cinema
The Curious Case of Benjamin Button,35,Paramount Pictures
Monster-in-Law,14, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
Equilibrium,11,Dimension Films
The Good Dinosaur,17, Pixar Animation Studios
Anchorman: The Legend of Ron Burgundy,37,Apatow Productions
Unstoppable,11, Millbrook Farm Productions
The Hurt Locker,15, Kingsgate Films
"Legally Blonde 2: Red, White & Blonde",37, Metro-Goldwyn-Mayer (MGM)
Sex and the City,16, Darren Star Productions
Planet 51,9,TriStar Pictures
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59, Jim Henson Company
The Tourist,11, Peninsula Films
Jason X,7,New Line Cinema
Mad Max: Fury Road,18, Kennedy Miller Productions
S.W.A.T.,8, Camelot Pictures
Elizabeth: The Golden Age,25, Working Title Films
Agent Cody Banks 2: Destination London,38, Dylan Sellers Productions
I Am Number Four,16, Touchstone Pictures
Dredd,5, IM Global
Next,4, Broken Road Productions
Femme Fatale,12, Quinta Communications
Panic Room,10, Hofflund/Polone
Hot Pursuit,11, Warner Bros.
DÃ©jÃ  Vu,9, Touchstone Pictures
The X Files: I Want to Believe,30, Ten Thirteen Productions
Date Night,10, 21 Laps Entertainment
The Golden Compass,18, Scholastic Productions
The Help,8,DreamWorks SKG
Yogi Bear,9,De Line Pictures
Wall Street: Money Never Sleeps,31, Edward R. Pressman Film
The Men Who Stare at Goats,26,BBC Films
Orphan,6, Don Carmody Productions
The Kingdom,11,Universal Pictures
My Big Fat Greek Wedding,24,MPH Entertainment
The Danish Girl,15, ArtÃ©mis Productions
Percy Jackson: Sea of Monsters,30,1492 Pictures
The Hitchhiker's Guide to the Galaxy,36,Spyglass Entertainment
Freedom Writers,15, Jersey Films
Silent Hill: Revelation 3D,26, Konami Corporation Ltd.
Jupiter Ascending,17, Anarchos Productions
Charlie and the Chocolate Factory,33, Tim Burton Productions
Death at a Funeral,18,Parabolic Pictures
Saw 3D,6, Serendipity Productions
Cake,4, Cinelou Films
P.S. I Love You,15, Alcon Entertainment
The Lookout,11,Miramax Films
Spider-Man 2,12, Columbia Pictures Corporation
Dinosaur,8,Walt Disney Pictures
Fantastic Mr. Fox,17, Twentieth Century Fox Animation
12 Rounds,9, WWE Studios
Riding in Cars with Boys,24,Columbia Pictures
Don't Say a Word,16, NPV Entertainment
Drag Me to Hell,15, Curse Productions
Scary Movie 2,13, Brad Grey Pictures
The Taking of Pelham 1 2 3,26,Columbia Pictures
National Lampoonâ€™s Van Wilder,31,Tapestry Films
Love Actually,13,DNA Films
Pirates of the Caribbean: Dead Man's Chest,42, Second Mate Productions
Noah,4, Disruption Entertainment
Into the Storm,14, Village Roadshow Pictures
The Secret of Moonacre,22,South Pacific Pictures
Solaris,7,Twentieth Century Fox Film Corporation
Repo Men,8, Stuber Productions
The International,17, Mosaic Media Group
X-Men Origins: Wolverine,24,Ingenious Film Partners
Space Cowboys,13, Clipsal Films
Harold & Kumar Escape from Guantanamo Bay,41,New Line Cinema
Mamma Mia!,10, Relativity Media
Begin Again,11, Exclusive Media Group
The Legend of Zorro,19,Amblin Entertainment
The Prestige,12,Touchstone Pictures
In the Heart of the Sea,23, Warner Bros.
The Revenant,12, Anonymous Content
Seeking Justice,15, Maguire Entertainment
The Lord of the Rings: The Two Towers,37,WingNut Films
Flyboys,7, Electric Entertainment
AVP: Alien vs. Predator,23, Stillking Films
White Chicks,12,Columbia Pictures
Don't Be Afraid of the Dark,27,Miramax Films
The Grudge 2,12,Columbia Pictures Corporation
The Holiday,11, Relativity Media
Battleship,10, Bluegrass Films
Blow,4,New Line Cinema
Ghost Rider: Spirit of Vengeance,32, Marvel Entertainment
Taken,5, M6 Films
Meet the Fockers,16, Universal Pictures
Birdman,7, New Regency Pictures
What Happens in Vegas,21,Twentieth Century Fox Film Corporation
The Fighter,11,Paramount Pictures
Black Mass,10, RatPac-Dune Entertainment
Crocodile Dundee in Los Angeles,31,Bungalow Productions
The Incredible Hulk,19, Marvel Studios
The Break-Up,12, Mosaic Media Group
This Is Where I Leave You,25, 21 Laps Entertainment
Grown Ups,9,Columbia Pictures
Devil,5, Night Chronicles
The Time Machine,16, Warner Bros.
Death Race,10,Universal Pictures
The Sorcerer's Apprentice,25, Junction Entertainment
Million Dollar Baby,19, Epsilon Motion Pictures
Duplicity,9, Medienproduktion Poseidon Filmgesellschaft
Black Swan,10,Fox Searchlight Pictures
An Education,12,BBC Films
We Are Marshall,15, Warner Bros.
Resident Evil: Apocalypse,25, Constantin Film Ltd.
Itâ€™s a Boy Girl Thing,23,Prospero Pictures
The Rite,8,New Line Cinema
Child 44,8, Scott Free Productions
Moms' Night Out,15,TriStar Pictures
Sydney White,12,Morgan Creek Productions
Bad Company,11,Jerry Bruckheimer Films
Captivity,9, RAMCO
The Spirit,10, Media Magik Entertainment
Robin Hood,10, Relativity Media
Murder by Numbers,17, Warner Bros. Pictures
Barbershop 2:  Back in Business,31,Metro-Goldwyn-Mayer (MGM)
2 Fast 2 Furious,16, Ardustry Entertainment
Far from Heaven,15,Clear Blue Sky Productions
The Manchurian Candidate,24,Paramount Pictures
Brick Mansions,14, CinÃ©+
Brooklyn's Finest,17, Thunder Road Productions
Sicario,7,Lionsgate
The Change-Up,13, Original Film
The Whole Nine Yards,20, Nine Yards Productions
John Tucker Must Die,20, Dune Entertainment
Save the Last Dance,19,MTV Films
Broken Flowers,14, Five Roses
The Aviator,11, Forward Pass
G.I. Joe: The Rise of Cobra,27,Paramount Pictures
Hancock,7, Overbrook Entertainment
The Four Feathers,17, Dune Films
RoboCop,7, Strike Entertainment
The Equalizer,13, Village Roadshow Pictures
Avengers: Age of Ultron,23,Marvel Studios
Olympus Has Fallen,18,Nu Image Films
American Gangster,17, Film Rites
The Peanuts Movie,17, Twentieth Century Fox Animation
Hanging Up,10, Nora Ephron Productions
Ender's Game,12, Digital Domain
Step Up 3D,10, Touchstone Pictures
Side Effects,12, Open Road Films
Casino Royale,13,Eon Productions
The Tourist,11, GK Films
Fred Claus,10,Silver Pictures
Van Helsing,11, The
Hotel Transylvania 2,20,Columbia Pictures
The Bounty Hunter,17, Original Film
A Good Day to Die Hard,22,Ingenious Media
Abraham Lincoln: Vampire Hunter,31, Location Gourmet
Out of the Furnace,18, Red Granite Pictures
Empire State,12, Emmett/Furla Films
Shaft,5, Scott Rudin Productions
Jack Reacher,12,Paramount Pictures
The Possession,14,Ghost House Pictures
Julie & Julia,13,Columbia Pictures
Hellboy II: The Golden Army,27, Relativity Media
Honey,5, NuAmerica Entertainment
Stranger Than Fiction,21, Three Strange Angels
Star Trek Into Darkness,23, Skydance Productions
The Kingdom,11, Forward Pass
Burn After Reading,18, Focus Features
Minority Report,15, Amblin Entertainment
The Day the Earth Stood Still,29, 3 Arts Entertainment
I Now Pronounce You Chuck & Larry,33,Universal Pictures
The Core,8, Core Productions
Bandslam,8, Goldsmith-Thomas Productions
Music and Lyrics,16, Reserve Room
Club Dread,10, Coconut Pete Productions
Silver Linings Playbook,23,The Weinstein Company
AVP: Alien vs. Predator,23,Impact Pictures
The Sentinel,12, Dune Entertainment
Shanghai Knights,16, Jackie Chan Films Limited
Marie Antoinette,16, Pricel
The Butterfly Effect,20, FilmEngine
Rush,4, Working Title Films
Revolutionary Road,18, BBC Films
Jack Ryan: Shadow Recruit,25, Mace Neufeld Productions
Heaven is for Real,18,TriStar Pictures
The Midnight Meat Train,23, Lakeshore Entertainment
Philomena,9, The Weinstein Company
An Unfinished Life,18,Miramax Films
The Jacket,10, Mandalay Pictures
The Bourne Supremacy,20, The Kennedy/Marshall Company
Gamer,5,Lakeshore Entertainment
Evolution,9, Montecito Picture Company
Adaptation.,11, Clinica Estetico
Godsend,7, Artists Production Group (APG)
Land of the Dead,16,Universal Pictures
Machine Gun Preacher,20, Relativity Media
Colombiana,10, EuropaCorp
The Wedding Ringer,18, Screen Gems
The Return,10, Raygun Productions
Resident Evil: Apocalypse,25,Impact Pictures
District 9,10, TriStar Pictures
Charlie's Angels: Full Throttle,31, Flower Films (II)
The SpongeBob SquarePants Movie,31, Paramount Animation
12 Rounds,9, Fox Atomic
Hulk,4, Marvel Enterprises
The Bourne Legacy,17, Relativity Media
Ghost Rider: Spirit of Vengeance,32, Hyde Park Entertainment
Big Momma's House 2,19, Regency Enterprises
8 Mile,6,Imagine Entertainment
Planet of the Apes,18, Tim Burton Productions
Unbreakable,11, Barry Mendel Productions
Driven,6, Franchise Pictures
Grindhouse,10,Big Talk Productions
Identity Thief,14, Aggregate Films
Banlieue 13,11, EuropaCorp
Be Cool,7, Jersey Films
The Adjustment Bureau,21, Media Rights Capital
Wimbledon,9,Universal Pictures
The Secret of Moonacre,22, The Australian Film Commission
Transsiberian,13, Canal+ EspaÃ±a
A Cinderella Story,18, Dylan Sellers Productions
The Vow,7,Spyglass Entertainment
Secretariat,11,Walt Disney Pictures
Zoom,4, Revolution Studios
The Box,7, Darko Entertainment
Swordfish,9, Silver Pictures
The Bourne Legacy,17, The
Mission: Impossible III,23, China Film Co-Production Corporation
Your Highness,13,Universal Pictures
Death Sentence,14, Dune Entertainment
2 Guns,6,Universal Studios
The Incredibles,15, Pixar Animation Studios
The Wedding Planner,19, Intermedia Films
People Like Us,14,DreamWorks SKG
A Sound of Thunder,18, Baldwin Entertainment Group
Captain Phillips,16,Columbia Pictures
The Wedding Planner,19, Dee Gee Entertainment
Live Free or Die Hard,21, Dune Entertainment
The Devil Wears Prada,21, Major Studio Partners
Valkyrie,8,United Artists
Young Adult,11,Paramount Pictures
Red Eye,7,DreamWorks SKG
The Gift,8, Blue-Tongue Films
Her,3,Annapurna Pictures
Prometheus,10,Twentieth Century Fox Film Corporation
Journey 2: The Mysterious Island,32, Walden Media
Spider-Man 2,12, Marvel Enterprises
Goal!: The Dream Begins,23, Hargitay & Hargitay Pictures in Motion
No Reservations,15, Warner Bros.
People Like Us,14, Touchstone Pictures
Highlander: Endgame,19, Dimension Films
The Jungle Book 2,17, DisneyToon Studios
Speed Racer,11, Anarchos Productions
Ted,3, Fuzzy Door Productions
Mandela: Long Walk to Freedom,29,Distant Horizons
Unbreakable,11,Limited Edition Productions Inc.
John Tucker Must Die,20, Landscape Entertainment
The Grudge,10, Fellah Pictures
Cellular,8,New Line Cinema
Secret Window,13, Grand Slam Productions
The Bounty Hunter,17,Columbia Pictures
American Hustle,15,Columbia Pictures
A Sound of Thunder,18, Dante Entertainment
Transformers,12, Amblin Entertainment
Cinderella,10,Walt Disney Pictures
She's Out of My League,22, Mosaic
Remember the Titans,19, Technical Black
Dolphin Tale,12, Arc Productions
The Road to El Dorado,21,DreamWorks Animation
Aliens in the Attic,19, Upstairs Canada Productions
This Is 40,10,Apatow Productions
Dumb and Dumber To,18, Conundrum Entertainment
S.W.A.T.,8, Chris Lee Productions
Creed,5,New Line Cinema
The Wrestler,12,Saturn Films
Never Back Down,15,Summit Entertainment
The Martian,11,Twentieth Century Fox Film Corporation
Capitalism: A Love Story,24,The Weinstein Company
Xin shao lin si,15,Emperor Motion Pictures
The Ides of March,17, Cross Creek Pictures
12 Years a Slave,16, River Road Entertainment
Heaven is for Real,18, Roth Films
Hitman: Agent 47,16,Twentieth Century Fox Film Corporation
Sky Captain and the World of Tomorrow,37, Natural Nylon Entertainment
The November Man,16,Irish Dreamtime
Bandits,7, Epsilon Motion Pictures
Eragon,6, Dune Entertainment
Alvin and the Chipmunks,23, Regency Enterprises
Planes: Fire & Rescue,21, DisneyToon Studios
Red Planet,10, NPV Entertainment
The Kite Runner,15,DreamWorks SKG
Planet 51,9, Hand Made Films
Vanilla Sky,11, Vinyl Films
Abduction,9, Tailor Made
A Good Year,11,Fox 2000 Pictures
Orphan,6,Dark Castle Entertainment
Spanglish,9, Columbia Pictures Corporation
Country Strong,14, Screen Gems
The Chronicles of Narnia: Prince Caspian,40, Propeler
Edge of Tomorrow,16,Village Roadshow Pictures
Edge of Darkness,16,Icon Productions
X-Men Origins: Wolverine,24, Twentieth Century Fox Film Corporation
The Fountain,12,Regency Enterprises
Leap Year,9, BenderSpink
Fun with Dick and Jane,22, Columbia Pictures Corporation
Virgin Territory,16,Ingenious Film Partners
Billy Elliot,12, StudioCanal
Khumba,6,Triggerfish Animation
Behind Enemy Lines,18, Davis Entertainment
My Big Fat Greek Wedding,24, Gold Circle Films
Unfinished Business,19, Regency Enterprises
Hidalgo,7,Casey Silver Productions
Act of Valor,12,Relativity Media
Anchorman 2: The Legend Continues,33, Apatow Productions
Max Keeble's Big Move,21, Karz Entertainment
An Unfinished Life,18, Persistent Entertainment
Kingdom of Heaven,17, Dune Films
The Martian,11, Mid Atlantic Films
Showtime,8, Tribeca Productions
Seven Pounds,12,Columbia Pictures
Hellboy II: The Golden Army,27, Dark Horse Entertainment
Cosmopolis,10,France 2 CinÃ©ma
The Master,10, Annapurna Pictures
Zodiac,6,Paramount Pictures
Basic Instinct 2,16, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
