Index,revenue,cast
999,234989584,"Jason Biggs,  Chris Klein,  Thomas Ian Nicholas,  Seann William Scott,  Alyson Hannigan"
1000,167221571," Cody Horn,  Alex Pettyfer,  Matthew McConaughey, Channing Tatum"
1001,66486080,"Kristen Connolly,  Anna Hutchison,  Jesse Williams,  Chris Hemsworth,  Fran Kranz"
1002,306941670," Jude Law, Chris Pine,  Alec Baldwin,  Isla Fisher"
1003,196114570,"Rachel McAdams,  Channing Tatum,  Sam Neill,  Scott Speedman,  Jessica Lange"
1004,355692760," Vanessa Hudgens,  Luis GuzmÃ¡n,  Josh Hutcherson, Dwayne Johnson,  Kristin Davis"
1005,40346186,"Jason Statham,  James Hong,  Catherine Chan,  Robert John Burke,  Chris Sarandon"
1006,112265139,"Benjamin Walker,  Anthony Mackie,  Mary Elizabeth Winstead,  Rufus Sewell"
1007,8106475,"Kirsten Dunst,  Heidi Hawkins,  James Kidnie,  Jim Sturgess,  Timothy Spall"
1008,348840316," Danny DeVito,  Rob Riggle,  Ed Helms,  Taylor Swift, Zac Efron"
1009,68263166," Edward Norton, Bruce Willis,  Jared Gilman,  Bill Murray,  Kara Hayward"
1010,41037742," Wood Harris,  Olivia Thirlby, Karl Urban,  Jason Cope"
1011,303025485,"Taylor Kitsch,  Brooklyn Decker,  Tadanobu Asano,  Rihanna"
1012,441809770," Sacha Baron Cohen,  Russell Crowe,  Amanda Seyfried,  Anne Hathaway, Hugh Jackman"
1013,183018522," Armie Hammer,  Lily Collins,  Martin Klebba, Julia Roberts"
1014,284139100," Mark Strong,  CiarÃ¡n Hinds,  Lynn Collins, Taylor Kitsch"
1015,47042000," Bruce Willis,  Emily Blunt,  Paul Dano, Joseph Gordon-Levitt,  Noah Segan"
1016,829000000," Taylor Lautner, Kristen Stewart,  Elizabeth Reaser,  Robert Pattinson"
1017,132820716," Chris Pratt,  Jason Clarke,  Mark Strong,  Joel Edgerton"
1018,33372606," Michael Fassbender, Gina Carano,  Channing Tatum,  Bill Paxton,  Ewan McGregor"
1019,301000000," Ralph Fiennes,  Edgar RamÃ­rez, Sam Worthington,  Rosamund Pike,  Liam Neeson"
1020,140470746," Stephen Boss,  Megan Boone,  Ryan Guzman,  Jessica Guadix, Kathryn McCormick"
1021,145000000," Alex Russell,  Anna Wood,  Michael B. Jordan, Dane DeHaan,  Michael Kelly"
1022,81272766," Nestor Serrano,  Emilio Rivera,  Gonzalo Menendez, Roselyn SÃ¡nchez"
1023,358375603," Kevin James,  Selena Gomez,  David Spade,  Steve Buscemi, Adam Sandler"
1024,48126384," Natalie Martinez, Jake Gyllenhaal,  David Harbour,  Michael PeÃ±a"
1025,79700000," Brooklyn Decker,  Elizabeth Banks, Cameron Diaz,  Anna Kendrick,  Jennifer Lopez"
1026,179379533," Megan Fox,  Anna Faris, Sacha Baron Cohen,  Aasif Mandvi"
1027,100000000," Dax Flame,  Kirby Bliss Blanton,  Thomas Mann,  Jonathan Daniel Brown, Oliver Cooper"
1028,63100000," Kate Beckinsale,  J.K. Simmons,  Giovanni Ribisi,  Ben Foster, Mark Wahlberg"
1029,746921274," Frances McDormand,  David Schwimmer,  Sacha Baron Cohen, Ben Stiller,  Chris Rock"
1030,53676580," Mia Wasikowska,  Tom Hardy, Shia LaBeouf,  Guy Pearce"
1031,29657751," Kevin McNally,  Alice Eve,  Luke Evans,  Brendan Gleeson, John Cusack"
1032,59418613," Bryan Cranston,  Diego Boneta, Tom Cruise,  Julianne Hough,  Alec Baldwin"
1033,2106557," Sami Gayle, Nicolas Cage,  Josh Lucas,  Danny Huston"
1034,118338361," Brian Blessed,  Brendan Gleeson,  Jeremy Piven,  Salma Hayek"
1035,28258060," Amy Adams,  Jesse Plemons,  Laura Dern, Joaquin Phoenix"
1036,53909751," Rhys Ifans, Emily Blunt,  Alison Brie,  Chris Pratt,  Jason Segel"
1037,88058786," Maude Apatow, Paul Rudd,  Jason Segel,  Megan Fox"
1038,32204030," Peter Stormare,  Lennie James,  Joseph Gilgun, Guy Pearce"
1039,24159934," Justin Theroux,  Lauren Ambrose,  Jennifer Aniston, Paul Rudd,  Malin Ã…kerman"
1040,127730736," Alisa Khazanova, Daniel Radcliffe,  Mary Stockley,  Sidney Johnston,  CiarÃ¡n Hinds"
1041,81491068," Catherine O'Hara,  Martin Landau, Charlie Tahan,  Martin Short"
1042,58058367,"Adam Sandler,  Leighton Meester,  Susan Sarandon,  Eva Amurri Martino,  Andy Samberg"
1043,208076205," Ryan Reynolds, Denzel Washington,  Vera Farmiga,  Joel Kinnaman,  Brendan Gleeson"
1044,47000000," Aaron Taylor-Johnson,  Benicio del Toro,  Taylor Kitsch, Blake Lively,  Salma Hayek"
1045,46221189," Edward Burns,  Jamie Bell,  Ed Harris,  Elizabeth Banks, Sam Worthington"
1046,19422261," Sam Rockwell,  Abbie Cornish, Colin Farrell,  Christopher Walken,  Woody Harrelson"
1047,24719215," Kristen Bell, Drew Barrymore,  Vinessa Shaw,  Dermot Mulroney,  John Krasinski"
1048,3428048," Hope Davis,  Frank Grillo,  Michael Nyqvist,  Paula Patton, Jason Bateman"
1049,12434778," Olivia Wilde,  Mark Duplass, Chris Pine,  Michelle Pfeiffer,  Elizabeth Banks"
1050,8493728," David Koechner,  Matt Bush,  Katrina Bowden, Danielle Panabaker"
1051,85446075," Madison Davenport,  Rob LaBelle,  Kyra Sedgwick,  Natasha Calis"
1052,52302796," Carrie-Anne Moss,  Sean Bean,  Kit Harington, Adelaide Clemens,  Radha Mitchell"
1053,37930465,"Brad Pitt,  Ben Mendelsohn,  Scoot McNairy,  James Gandolfini"
1054,16863583," Caroline Goodall,  Bruce Willis,  Sigourney Weaver, Henry Cavill,  VerÃ³nica Echegui"
1055,35485056," Susan Sarandon,  Monica Raymund,  Tim Roth, Richard Gere,  Brit Marling"
1056,44806783," Isabel Lucas,  Josh Hutcherson, Chris Hemsworth,  Adrianne Palicki,  Jeffrey Dean Morgan"
1057,54819301," Will Sasso,  SofÃ­a Vergara,  Jane Lynch,  Chris Diamantopoulos, Sean Hayes"
1058,114281051,"Meryl Streep,  Jean Smart,  Steve Carell,  Marin Ireland"
1059,22044277," Cliff Curtis,  Clark Duke,  Kerry Washington,  Allison Janney"
1060,30353232," Giancarlo Esposito,  Matthew Fox,  Jean Reno,  Rachel Nichols"
1061,36893721," Debbie Reynolds,  Patrick Fischler,  John Leguizamo,  Sherri Shepherd, Katherine Heigl"
1062,59520298," Billy Connolly,  Tom Courtenay,  Michael Gambon"
1063,107139399," Jodelle Ferland,  Tucker Albrizzi, Kodi Smit-McPhee,  Casey Affleck,  Anna Kendrick"
1064,8138788," John Krasinski,  Rosemarie DeWitt,  Frances McDormand,  Lucas Black, Matt Damon"
1065,77112176," Rachael Harris,  Steve Zahn,  Peyton List,  Zachary Gordon, Devon Bostick"
1066,9622846," Peter O'Toole,  RubÃ©n Blades,  Oscar Isaac,  Andy GarcÃ­a, Eva Longoria"
1067,50365377,"Bryan Cranston,  Daniela Ruah,  David Oyelowo,  Terrence Howard"
1068,11417362," Jane Levy,  Chelsea Handler,  Jackson Nicoll, Victoria Justice"
1069,31083599," Michael Shannon,  Dania Ramirez,  Jamie Chung, Joseph Gordon-Levitt"
1070,13231461," Olivia Wilde,  Jeremy Irons, Bradley Cooper,  Zoe Saldana"
1071,142817992,"Katie Featherston,  Kathryn Newton,  Matt Shively,  Brady Allen"
1072,8784318," Tom Sturridge,  Sam Riley,  Kirsten Dunst,  Garrett Hedlund"
1073,119772232," Bailee Madison, Billy Crystal,  Marisa Tomei,  Bette Midler,  Tom Everett Scott"
1074,96070507,"Michael Ealy,  Regina Hall,  Kevin Hart,  Jerry Ferrara,  Meagan Good"
1075,4636169," 50 Cent,  Josh Duhamel,  Vincent D'Onofrio, Bruce Willis"
1076,9627492,"Ashley Greene,  Luke Pasqualino,  Tom Felton,  Sebastian Stan,  Julianna Guill"
1077,6063556,"Robert Pattinson,  Paul Giamatti,  Samantha Morton,  Sarah Gadon,  Juliette Binoche"
1078,240159255," Li Bingbing,  Aryana Engineer,  Sienna Guillory, Milla Jovovich"
1079,24637469," Mike Epps,  Derek Luke,  Cee Lo Green,  Carmen Ejogo"
1080,32726956,"Katy Perry,  Rachael Markarian,  Shannon Woodward,  Mia Moretti,  Russell Brand"
