Index,revenue,cast
1039,24159934, Lauren Ambrose
1046,19422261, Sam Rockwell
1040,127730736, Alisa Khazanova
1026,179379533, Megan Fox
984,877244782, Seann William Scott
1024,48126384, Natalie Martinez
1024,48126384,Jake Gyllenhaal
1080,32726956,Katy Perry
1018,33372606, Michael Fassbender
1063,107139399, Tucker Albrizzi
1061,36893721, Patrick Fischler
1038,32204030, Peter Stormare
988,471222889, Jane Lynch
1066,9622846, RubÃ©n Blades
982,201585328, Brie Larson
1077,6063556, Paul Giamatti
978,205738714, Chris Tucker
1026,179379533, Anna Faris
1043,208076205,Denzel Washington
1055,35485056, Susan Sarandon
1034,118338361, Jeremy Piven
1040,127730736,Daniel Radcliffe
1036,53909751, Alison Brie
1050,8493728, David Koechner
1073,119772232, Bailee Madison
1022,81272766, Gonzalo Menendez
977,403170142, Charlize Theron
997,33400000,Logan Lerman
1042,58058367,Adam Sandler
1004,355692760, Luis GuzmÃ¡n
976,1017003568, Cate Blanchett
1066,9622846, Oscar Isaac
1052,52302796, Sean Bean
1006,112265139,Benjamin Walker
1001,66486080, Anna Hutchison
1058,114281051, Jean Smart
1013,183018522, Lily Collins
1002,306941670,Chris Pine
978,205738714, Jacki Weaver
982,201585328, Jonah Hill
1055,35485056, Monica Raymund
1013,183018522, Martin Klebba
1003,196114570, Sam Neill
1056,44806783, Josh Hutcherson
1057,54819301, Will Sasso
1028,63100000, J.K. Simmons
990,624026776, Emma Thompson
1000,167221571, Matthew McConaughey
1079,24637469, Derek Luke
1048,3428048, Frank Grillo
1015,47042000, Bruce Willis
1046,19422261, Abbie Cornish
1047,24719215, Kristen Bell
990,624026776,Will Smith
1011,303025485, Brooklyn Decker
1043,208076205, Vera Farmiga
1016,829000000, Taylor Lautner
999,234989584, Seann William Scott
1004,355692760, Josh Hutcherson
989,115350426, Rebel Wilson
1054,16863583, Bruce Willis
1067,50365377, Daniela Ruah
1059,22044277, Cliff Curtis
1056,44806783,Chris Hemsworth
975,276572938, Rachel Weisz
990,624026776, Josh Brolin
1009,68263166,Bruce Willis
988,471222889, Jamie Elman
1006,112265139, Anthony Mackie
1031,29657751, Alice Eve
989,115350426,Anna Kendrick
1030,53676580, Mia Wasikowska
1050,8493728, Matt Bush
997,33400000, Emma Watson
971,132400000, Stephen Rea
1054,16863583, Sigourney Weaver
1063,107139399,Kodi Smit-McPhee
994,312573423,Sylvester Stallone
1069,31083599, Dania Ramirez
1027,100000000, Jonathan Daniel Brown
1005,40346186,Jason Statham
1009,68263166, Jared Gilman
970,1519557910, Chris Evans
1048,3428048, Michael Nyqvist
980,538983207, Billy Connolly
1046,19422261,Colin Farrell
975,276572938, Stacy Keach
1070,13231461,Bradley Cooper
1021,145000000, Michael B. Jordan
1051,85446075, Rob LaBelle
1073,119772232,Billy Crystal
987,180274123, Oaklee Pendergast
1068,11417362, Jane Levy
1080,32726956, Rachael Markarian
980,538983207, Kevin McKidd
1007,8106475,Kirsten Dunst
1006,112265139, Mary Elizabeth Winstead
1009,68263166, Bill Murray
1051,85446075, Kyra Sedgwick
1001,66486080, Jesse Williams
1036,53909751, Chris Pratt
1076,9627492,Ashley Greene
1004,355692760,Dwayne Johnson
1074,96070507,Michael Ealy
976,1017003568,Ian McKellen
984,877244782, Ray Romano
1026,179379533,Sacha Baron Cohen
1059,22044277, Clark Duke
1023,358375603, Selena Gomez
971,132400000, Theo James
983,609016565, Gautam Belur
979,752215857, Denis Leary
1071,142817992, Matt Shively
1066,9622846, Andy GarcÃ­a
1029,746921274, Frances McDormand
981,396600000, Chris Hemsworth
1019,301000000, Edgar RamÃ­rez
993,130482868, Hugo Weaving
992,198802074, Bryan Cranston
1012,441809770, Amanda Seyfried
989,115350426, Brittany Snow
1077,6063556, Samantha Morton
1058,114281051, Steve Carell
998,232324128, Alan Arkin
1055,35485056, Tim Roth
1057,54819301, SofÃ­a Vergara
1025,79700000, Brooklyn Decker
996,245527149, Michelle Pfeiffer
970,1519557910,Robert Downey Jr.
1063,107139399, Casey Affleck
1033,2106557, Sami Gayle
1076,9627492, Luke Pasqualino
971,132400000, India Eisley
1037,88058786, Maude Apatow
1029,746921274, David Schwimmer
1019,301000000,Sam Worthington
975,276572938, Scott Glenn
980,538983207,Kelly Macdonald
995,376141306, Famke Janssen
1005,40346186, James Hong
996,245527149, Jonny Lee Miller
1033,2106557,Nicolas Cage
1028,63100000, Giovanni Ribisi
983,609016565,Suraj Sharma
973,425368238, Samuel L. Jackson
974,1108561013, Javier Bardem
1045,46221189, Ed Harris
1025,79700000, Elizabeth Banks
1017,132820716, Jason Clarke
1018,33372606,Gina Carano
1013,183018522,Julia Roberts
1055,35485056,Richard Gere
1053,37930465,Brad Pitt
975,276572938, Edward Norton
1041,81491068, Catherine O'Hara
1015,47042000, Emily Blunt
996,245527149, Helena Bonham Carter
1044,47000000, Benicio del Toro
1075,4636169, Josh Duhamel
1022,81272766,Roselyn SÃ¡nchez
984,877244782,John Leguizamo
1044,47000000, Taylor Kitsch
1014,284139100, Mark Strong
1039,24159934, Jennifer Aniston
987,180274123,Naomi Watts
1047,24719215,Drew Barrymore
1032,59418613, Diego Boneta
971,132400000,Kate Beckinsale
1015,47042000, Paul Dano
1070,13231461, Zoe Saldana
1054,16863583,Henry Cavill
1048,3428048, Paula Patton
1042,58058367, Leighton Meester
986,218340595, Rosamund Pike
999,234989584, Alyson Hannigan
1010,41037742, Wood Harris
1068,11417362, Chelsea Handler
1039,24159934,Paul Rudd
1077,6063556, Sarah Gadon
981,396600000, Sam Claflin
1040,127730736, Mary Stockley
1043,208076205, Joel Kinnaman
984,877244782, Denis Leary
983,609016565, Adil Hussain
1012,441809770, Anne Hathaway
1059,22044277, Kerry Washington
1011,303025485, Tadanobu Asano
1016,829000000,Kristen Stewart
1035,28258060, Amy Adams
1055,35485056, Brit Marling
1080,32726956, Shannon Woodward
977,403170142,Noomi Rapace
1060,30353232, Giancarlo Esposito
994,312573423, Arnold Schwarzenegger
1007,8106475, Heidi Hawkins
1029,746921274, Sacha Baron Cohen
1025,79700000,Cameron Diaz
1010,41037742, Olivia Thirlby
1037,88058786,Paul Rudd
973,425368238, Christoph Waltz
1080,32726956, Mia Moretti
1071,142817992, Brady Allen
978,205738714, Jennifer Lawrence
1037,88058786, Jason Segel
1073,119772232, Marisa Tomei
1061,36893721, John Leguizamo
1072,8784318, Sam Riley
1017,132820716, Mark Strong
1069,31083599, Jamie Chung
1004,355692760, Kristin Davis
1030,53676580, Tom Hardy
1024,48126384, David Harbour
980,538983207, Julie Walters
1044,47000000,Blake Lively
1064,8138788, John Krasinski
1065,77112176, Rachael Harris
1074,96070507, Regina Hall
984,877244782, Chris Wedge
1035,28258060, Jesse Plemons
1014,284139100, CiarÃ¡n Hinds
1060,30353232, Matthew Fox
1010,41037742,Karl Urban
1068,11417362, Jackson Nicoll
1032,59418613,Tom Cruise
998,232324128, John Goodman
1003,196114570, Scott Speedman
1002,306941670, Alec Baldwin
1031,29657751, Luke Evans
992,198802074, Kate Beckinsale
1053,37930465, Ben Mendelsohn
1049,12434778, Olivia Wilde
1061,36893721, Sherri Shepherd
1042,58058367, Susan Sarandon
1039,24159934, Malin Ã…kerman
1031,29657751, Brendan Gleeson
1050,8493728, Katrina Bowden
971,132400000, Michael Ealy
1024,48126384, Michael PeÃ±a
1008,348840316, Ed Helms
1072,8784318, Kirsten Dunst
1030,53676580,Shia LaBeouf
976,1017003568, Martin Freeman
982,201585328, Dave Franco
972,1081041287, Michael Caine
1016,829000000, Elizabeth Reaser
978,205738714, Robert De Niro
1062,59520298, Tom Courtenay
1019,301000000, Rosamund Pike
1023,358375603, David Spade
1019,301000000, Liam Neeson
994,312573423, Bruce Willis
992,198802074, Jessica Biel
1038,32204030, Lennie James
997,33400000, Ezra Miller
991,691210692, Liam Hemsworth
982,201585328, Ellie Kemper
977,403170142, Idris Elba
1065,77112176, Steve Zahn
1074,96070507, Kevin Hart
1033,2106557, Josh Lucas
1076,9627492, Tom Felton
1068,11417362,Victoria Justice
1032,59418613, Julianne Hough
1064,8138788, Rosemarie DeWitt
1006,112265139, Rufus Sewell
1032,59418613, Alec Baldwin
993,130482868, Jim Broadbent
1079,24637469, Cee Lo Green
981,396600000, Ian McShane
1003,196114570, Jessica Lange
977,403170142, Guy Pearce
1048,3428048,Jason Bateman
990,624026776, Tommy Lee Jones
1018,33372606, Channing Tatum
1077,6063556, Juliette Binoche
993,130482868,Tom Hanks
1042,58058367, Eva Amurri Martino
1057,54819301, Jane Lynch
1014,284139100, Lynn Collins
1041,81491068, Martin Landau
1000,167221571,Channing Tatum
1073,119772232, Bette Midler
986,218340595, Richard Jenkins
1009,68263166, Kara Hayward
1049,12434778, Mark Duplass
1042,58058367, Andy Samberg
1007,8106475, James Kidnie
1076,9627492, Sebastian Stan
996,245527149, Jackie Earle Haley
1031,29657751,John Cusack
1025,79700000, Anna Kendrick
1064,8138788, Frances McDormand
1008,348840316, Taylor Swift
1028,63100000, Ben Foster
1040,127730736, Sidney Johnston
1046,19422261, Christopher Walken
1047,24719215, Vinessa Shaw
977,403170142, Michael Fassbender
1046,19422261, Woody Harrelson
1038,32204030, Joseph Gilgun
1001,66486080, Chris Hemsworth
1078,240159255, Li Bingbing
1015,47042000,Joseph Gordon-Levitt
1037,88058786, Megan Fox
1017,132820716, Joel Edgerton
1020,140470746, Ryan Guzman
1015,47042000, Noah Segan
1076,9627492, Julianna Guill
988,471222889, Jack McBrayer
1030,53676580, Guy Pearce
1074,96070507, Jerry Ferrara
1045,46221189, Elizabeth Banks
1043,208076205, Brendan Gleeson
1029,746921274,Ben Stiller
978,205738714,Bradley Cooper
1061,36893721,Katherine Heigl
1050,8493728,Danielle Panabaker
985,549368315, Joel McHale
1010,41037742, Jason Cope
1018,33372606, Bill Paxton
1005,40346186, Catherine Chan
1047,24719215, Dermot Mulroney
1045,46221189,Sam Worthington
1078,240159255, Aryana Engineer
1053,37930465, Scoot McNairy
1020,140470746, Jessica Guadix
1065,77112176, Peyton List
1028,63100000,Mark Wahlberg
985,549368315,Mark Wahlberg
1040,127730736, CiarÃ¡n Hinds
970,1519557910, Scarlett Johansson
1026,179379533, Aasif Mandvi
1035,28258060, Laura Dern
1073,119772232, Tom Everett Scott
1047,24719215, John Krasinski
991,691210692, Woody Harrelson
972,1081041287, Gary Oldman
1079,24637469, Carmen Ejogo
979,752215857, Rhys Ifans
972,1081041287, Anne Hathaway
1078,240159255, Sienna Guillory
1060,30353232, Jean Reno
998,232324128, Bryan Cranston
997,33400000, Nina Dobrev
1080,32726956, Russell Brand
987,180274123, Samuel Joslin
1057,54819301, Chris Diamantopoulos
1005,40346186, Robert John Burke
1075,4636169, Vincent D'Onofrio
993,130482868, Halle Berry
986,218340595,Tom Cruise
994,312573423, Jason Statham
1056,44806783, Adrianne Palicki
1023,358375603, Steve Buscemi
1002,306941670, Isla Fisher
1066,9622846,Eva Longoria
993,130482868, Jim Sturgess
1049,12434778,Chris Pine
1041,81491068,Charlie Tahan
1060,30353232, Rachel Nichols
980,538983207, Emma Thompson
1014,284139100,Taylor Kitsch
1034,118338361, Salma Hayek
1067,50365377, David Oyelowo
1007,8106475, Jim Sturgess
1075,4636169,Bruce Willis
1065,77112176, Zachary Gordon
1056,44806783, Jeffrey Dean Morgan
1008,348840316,Zac Efron
1049,12434778, Michelle Pfeiffer
972,1081041287,Christian Bale
1059,22044277, Allison Janney
1062,59520298, Michael Gambon
1033,2106557, Danny Huston
1044,47000000, Salma Hayek
1063,107139399, Anna Kendrick
1069,31083599,Joseph Gordon-Levitt
1052,52302796, Kit Harington
1023,358375603,Adam Sandler
1005,40346186, Chris Sarandon
973,425368238, Kerry Washington
1020,140470746,Kathryn McCormick
1078,240159255,Milla Jovovich
1025,79700000, Jennifer Lopez
1018,33372606, Ewan McGregor
998,232324128,Ben Affleck
1074,96070507, Meagan Good
988,471222889, Sarah Silverman
1007,8106475, Timothy Spall
985,549368315, Mila Kunis
1041,81491068, Martin Short
1027,100000000,Oliver Cooper
1051,85446075, Natasha Calis
1036,53909751, Jason Segel
1052,52302796,Adelaide Clemens
1064,8138788, Lucas Black
1064,8138788,Matt Damon
1058,114281051, Marin Ireland
991,691210692,Jennifer Lawrence
1049,12434778, Elizabeth Banks
1054,16863583, VerÃ³nica Echegui
990,624026776, Michael Stuhlbarg
1021,145000000,Dane DeHaan
1016,829000000, Robert Pattinson
1021,145000000, Michael Kelly
994,312573423, Dolph Lundgren
1001,66486080, Fran Kranz
1065,77112176,Devon Bostick
973,425368238, Leonardo DiCaprio
1057,54819301,Sean Hayes
983,609016565, Ayush Tandon
1052,52302796, Radha Mitchell
1038,32204030,Guy Pearce
1012,441809770,Hugh Jackman
991,691210692, Josh Hutcherson
1029,746921274, Chris Rock
979,752215857,Andrew Garfield
1011,303025485, Rihanna
1035,28258060,Joaquin Phoenix
1072,8784318, Garrett Hedlund
1053,37930465, James Gandolfini
1067,50365377, Terrence Howard
992,198802074,Colin Farrell
