mission_title,Target
STS-28,"221, 128, 220, 219, 151"
STS-29,"158, 217, 144, 216"
STS-3,62
STS-30,"122, 154, 193"
STS-31,"196, 146, 150"
STS-32,"228, 227, 187"
STS-33,"165, 225, 215"
STS-34,"171, 222"
STS-35,"240, 76, 129"
STS-36,185
STS-37,"244, 245, 243"
STS-38,216
STS-39,"248, 246, 144, 247, 125"
STS-4,"56, 109"
STS-40,"255, 254, 256, 161"
STS-40 Columbia,191
STS-41,"214, 235, 233, 234"
STS-41 B,134
STS-41 C,141
STS-41-B,"135, 132"
STS-41-C,139
STS-41-D,"144, 147, 109"
STS-41-G,"121, 150"
STS-41C,142
STS-42,"122, 265, 265, 131, 185, 267"
STS-43,257
STS-44,"261, 117, 165, 263, 264"
STS-45,"196, 272, 150, 271, 151"
STS-46,"280, 197, 156, 279"
STS-47,"282, 285, 284, 283"
STS-48,"169, 158"
STS-49,"250, 235, 231, 124, 234"
STS-5,"76, 112, 113"
STS-50,"187, 223, 274, 275"
STS-51,"303, 302, 236"
STS-51 J,134
STS-51-A,"113, 119, 154, 155"
STS-51-B,"166, 127, 112"
STS-51-C,158
STS-51-D,"162, 163, 115"
STS-51-F,"175, 174"
STS-51-G,"169, 171"
STS-51-I,"180, 104"
STS-51-J,"186, 184"
STS-51-L,139
STS-51A,126
STS-51B,122
STS-51C,159
STS-51D,"148, 164"
STS-51G,173
STS-51L,201
STS-52,"257, 226, 249"
STS-54,"288, 263, 247, 230"
STS-55,"192, 294, 170, 292"
STS-56,"243, 290, 271"
STS-57,"296, 184"
STS-58,"215, 305, 307"
STS-59,"287, 245"
STS-6,"60, 117, 116"
STS-60,"196, 258"
STS-61,"235, 163, 179"
STS-61-A,"190, 187, 158, 125"
STS-61-C,"146, 196, 132"
STS-61A,189
STS-61B,148
STS-61C,198
STS-62,"227, 238, 230"
STS-63,"271, 226, 293, 298"
STS-64,"219, 246"
STS-65,"316, 303, 233, 315"
STS-66,"291, 282"
STS-67,"240, 326, 265, 327"
STS-68,"310, 302, 319, 297"
STS-69,"154, 290, 334, 301, 262"
STS-7,"102, 119, 120"
STS-70,"296, 330, 261, 331, 315"
STS-71,"187, 292, 223"
STS-72,"344, 270, 314"
STS-73,"274, 337"
STS-74,"340, 313, 305"
STS-75,"348, 346"
STS-76,287
STS-77,"282, 349, 153"
STS-78,"288, 353, 351"
STS-79,"245, 235"
STS-8,"125, 105"
STS-80,335
STS-81,"326, 257, 297, 227"
STS-82,"346, 218, 319, 146, 274"
STS-83,"358, 313, 298, 359, 334, 360"
STS-84,"322, 292"
STS-85,"335, 365"
STS-86,"226, 323"
STS-87,"369, 368, 342, 330"
STS-88,"233, 387, 296"
STS-89,"318, 187, 374"
STS-9,"129, 63"
STS-90,"380, 378, 350, 304"
STS-91,"382, 383, 197"
STS-92,"270, 400, 305, 343"
STS-93,"278, 392, 336, 324"
STS-94,"358, 334, 359, 298, 315, 360"
STS-95,"323, 365"
STS-96,"254, 291, 390, 335"
STS-97,367
STS-98,"364, 227, 401, 310"
STS-99,"382, 330"
STS87,371
STS­100,405
STS­112,426
STS­63,118
STS­96,391
Saluyt 6,69
Salyut 4,"74, 75"
Salyut 6,"84, 96, 75, 100, 98, 93, 88"
Salyut 7,"182, 143, 86, 111, 138, 86, 70, 107, 108, 91, 98, 110, 95, 93, 88, 95, 137, 86"
Shenzhou 10,533
Shenzhou 11,550
Shenzhou 5,434
Shenzhou 6,442
Shenzhou 7,485
Shenzhou 9,"528, 485"
Skylab 2,"61, 20"
Skylab 3,"63, 44"
Skylab 4,"67, 68, 66"
Skylab-2,60
Soyuz 1,11
Soyuz 10,36
Soyuz 11,"53, 42"
Soyuz 12,64
Soyuz 13,70
Soyuz 15,"72, 73"
Soyuz 16,41
Soyuz 21,"78, 35"
Soyuz 24,82
Soyuz 26/27,85
Soyuz 27/26,"86, 65"
Soyuz 28,87
Soyuz 30,89
Soyuz 33,"51, 92"
Soyuz 38,"97, 85"
Soyuz 39,101
Soyuz 4,34
Soyuz 40,103
Soyuz 5,35
Soyuz 5/4,"37, 36"
Soyuz 6,"39, 40"
Soyuz 7,"75, 43"
Soyuz 8,"36, 34"
Soyuz TM-14/13,269
Soyuz TM-25/24,357
Soyuz TM-27/26,376
Soyuz TM-33/32,355
Soyuz TMA-10,456
Soyuz TMA-11/10,464
Soyuz TMA-13,486
Soyuz TMA-18M/16M,544
Soyuz TMA-3/2,385
Soyuz TMA-34/TM-33,418
Soyuz TMA-8,443
Soyuz TMA-9,449
Soyuz TMA­1/TM­34,"405, 395"
Soyuz TM­32/31,"312, 385"
Soyuz TM­33/32,241
Soyuz T­8,118
Spacelab 1,130
Spacelab-3,167
Voskhod 1,12
Vostok 2,2
Vostok 3,5
Vostok 6,10
spacelab-3,168
ЭП-1,406
