mission_title,Target
16,311
7,232
44,542
Soyuz TMA­1/TM­34,395
STS-131,446
STS-5,112
STS-134,497
STS-55,294
STS-94,358
Soyuz TM-25/24,357
STS-63,226
Soyuz 8,34
STS-61-C,196
4,183
18,424
STS-77,349
STS-79,245
STS-133,505
STS-115,447
Salyut 7,86
STS-70,330
STS-69,334
Atlas-1,130
STS-119,490
STS-49,231
STS-51-G,169
STS-41C,142
STS-51-I,180
STS-75,348
STS-134,471
STS-51-F,175
Skylab 4,67
Skylab 3,44
Apollo 11,24
STS-41-C,139
STS-121,425
STS-113,428
Soyuz TM-14/13,269
STS-51 J,134
Mir EO-15,308
52,509
Vostok 6,10
STS-109,414
STS-99,382
STS-103,326
STS-48,169
23,299
Soyuz 21,35
STS-39,248
Shenzhou 11,550
STS-109,296
54,556
54,555
STS-87,369
STS-51-B,127
Soyuz 10,36
STS-63,293
STS-62,230
STS-87,368
STS-78,353
8,241
STS-123,350
STS-4,56
Salyut 7,70
53,531
STS-112,400
STS-118,461
20,502
STS-31,146
Gemini 8,25
STS-51,303
STS-58,307
Gemini 4,19
STS-130,451
STS-124,411
24,518
Gemini 10,27
STS-39,246
STS-100,404
22,317
STS-42,265
Soyuz 5/4,37
STS-68,310
31,526
Soyuz 5,35
STS-112,424
STS-50,223
Soyuz 24,82
STS-111,420
STS-129,469
STS-30,122
9,212
Soyuz TMA-10,456
Salyut 7,107
STS-42,265
STS-114,402
STS-38,216
STS-39,144
Skylab 4,68
Soyuz 12,64
Gemini 5,20
STS-31,150
STS-75,346
Salyut 4,75
STS­100,405
STS-33,225
STS-52,257
STS-61C,198
Salyut 7,108
STS-51A,126
46,502
STS-61A,189
STS-64,219
2,208
STS-61,235
Apollo 16,56
21,506
Soyuz TM-27/26,376
STS-122,469
Soyuz 27/26,65
8,268
43,393
11,204
49,522
STS-72,314
STS-132,488
16,312
STS-81,326
STS-126,488
STS-8,125
STS-9,129
STS-27,132
15,426
STS-28,128
STS-87,342
STS-55,170
STS-125,495
STS-116,451
STS-108,411
STS-125,377
STS-35,76
STS-50,274
STS-82,218
33,529
Gemini 7,22
STS-28,220
STS-7,102
Soyuz 11,53
STS-28,219
STS-46,197
Gemini 12,22
STS-6,117
STS-118,397
60,513
STS-84,292
Spacelab 1,130
STS-73,274
23,461
STS-128,452
Salyut 7,91
STS-126,487
STS-67,327
STS-88,233
STS-94,334
STS-32,187
19,384
STS-123,370
STS-61-C,132
Astro-2,239
STS-44,165
spacelab-3,168
STS-114,438
31,384
STS-85,335
STS-48,158
STS-33,215
STS-51-J,186
1,205
STS-99,330
STS-41-D,147
STS-95,323
Gemini 11,20
STS-51C,159
2,85
51,426
STS-69,301
STS-91,382
STS-109,301
STS-51L,201
STS-83,359
STS-51,302
Skylab 2,61
Soyuz 6,39
STS-61,163
Apollo 15,25
STS-7,119
STS-68,302
6,208
STS-61,179
47,519
STS-29,144
STS-51-J,184
STS87,371
Salyut 7,98
STS-113,337
STS-52,226
STS-41,233
STS-120,466
STS-74,313
STS-64,246
42,512
Soyuz TMA-3/2,385
STS-110,416
STS-50,275
25,329
47,547
Saluyt 6,69
STS-124,481
5,204
14,454
STS-118,463
STS-134,418
STS-132,478
Salyut 7,110
48,549
STS-46,156
Soyuz 33,51
STS-82,319
Voskhod 1,12
Salyut 7,95
STS-56,243
Soyuz 16,41
STS-61-A,187
STS-65,303
Soyuz TMA-18M/16M,544
5,423
STS-111,290
16,311
Salyut 7,93
50,422
Soyuz 5/4,36
STS-43,257
STS-133,488
Soyuz 1,11
1,98
STS-121,444
STS-101,313
STS-54,288
Salyut 7,88
Soyuz 40,103
32,454
18,99
STS-133,493
STS-40 Columbia,191
27,388
STS-29,216
57,561
STS-105,408
9,251
STS-41-G,121
STS-30,154
STS-35,129
STS-70,261
Gemini 3,17
STS-92,305
Salyut 7,95
Soyuz 6,40
STS-82,146
STS-83,334
27,241
STS-57,184
MA-6,3
STS-37,245
20,332
21,396
STS-119,404
Vostok 2,2
17,476
STS-81,257
3,210
STS-59,287
STS-82,274
STS-114,365
STS-6,116
STS-130,465
Shenzhou 6,442
STS-131,460
STS-60,196
STS-36,185
STS-61-A,158
STS-49,124
STS-127,500
STS-123,472
STS-97,367
41,521
2,288
STS-61-A,125
STS-124,479
STS-7,120
Apollo 14,48
STS-54,263
Soyuz 28,87
Gemini 8,24
STS-51D,164
STS-116,364
STS-56,290
STS-42,131
Soyuz 33,92
Skylab 2,20
24,306
19,208
Mercury-Atlas 7,4
STS-70,331
STS-88,387
11,268
17,482
STS-116,450
Gemini 10,17
STS-94,359
Shenzhou 5,434
STS-70,315
Soyuz 7,43
STS-98,401
26,336
STS-88,296
STS-74,305
Soyuz TMA-34/TM-33,418
STS-45,150
STS-131,397
Salyut 6,75
Shenzhou 10,533
STS­112,426
STS-117,373
STS-52,249
Salyut 6,100
STS-51B,122
22,511
STS-4,109
STS-79,235
STS-51,236
23,513
ASTP,23
STS-122,415
STS-55,292
STS-114,324
STS-86,323
STS-51-D,162
Salyut 7,137
3,206
STS-54,247
STS-51-D,163
STS-96,335
29,524
Apollo 16,57
STS-1,102
STS-78,351
Soyuz 13,70
STS-135,447
STS-51-D,115
STS-118,462
24,466
STS-37,243
46,311
Skylab-2,60
Soyuz 15,72
STS-93,336
Soyuz 30,89
Soyuz TMA-13,486
Apollo 17,26
4,302
17,475
STS-118,393
STS-5,113
57,547
45,475
26,385
STS-54,230
STS-83,360
STS-131,517
Shenzhou 9,485
46,546
19,329
STS 51-L,157
STS-77,153
STS-68,319
STS-107,374
STS-124,478
STS-76,287
Soyuz 39,101
STS-90,378
STS-87,330
STS-51-C,158
STS-101,396
STS-69,262
ЭП-1,406
STS-123,473
Apollo 14,49
Skylab 4,66
2,209
12,305
STS-27,214
STS-27,192
STS-73,337
Apollo 14,50
STS-91,383
STS-126,448
48,525
STS-9,63
Salyut 6,98
STS-51-L,139
STS-59,245
STS-42,185
STS-27,145
STS-44,263
STS-91,197
Soyuz 38,97
STS-65,233
36,532
STS-71,223
STS-85,365
STS-107,431
STS-45,271
STS-51-B,112
12,208
STS-41-D,109
STS-120,446
STS-51-I,104
Apollo 13,46
STS-40,161
STS-39,247
STS-127,501
20,427
STS-51-G,171
Apollo 9,25
STS-51-A,155
STS-8,105
Salyut 7,86
STS-45,151
STS-41 B,134
Mercury-Atlas 9,8
STS-49,234
20,353
Salyut 6,93
Apollo 9,18
STS-120,323
STS-119,492
2,203
Soyuz 15,73
STS-90,350
STS-107,389
STS-108,382
STS-115,321
STS-92,343
30,436
7,311
STS-81,297
STS-44,264
4,303
STS-94,298
Soyuz TMA-8,443
STS-39,125
STS-42,267
STS-51-F,174
STS-130,512
Spacelab-3,167
STS-95,365
Soyuz T­8,118
STS-129,473
STS-107,432
STS-56,271
STS-131,516
STS 101,308
STS-103,282
STS-93,324
STS-41-B,132
STS-121,368
42,541
STS-90,304
STS-128,387
25,268
STS-89,374
11,404
STS-3,62
STS-132,490
Salyut 6,88
STS-94,315
24,118
7,99
STS-41,234
STS-60,258
STS-65,315
STS-115,398
STS-117,457
STS-46,279
1,136
1,332
Soyuz 38,85
3,91
STS-51G,173
Apollo 17,58
STS-98,310
STS-81,227
STS-94,360
STS-2,104
Soyuz 11,42
STS-66,282
STS-109,326
Apollo 12,28
STS-110,291
STS-63,298
STS-68,297
30,429
Soyuz TM­32/31,385
STS-109,413
STS-61B,148
STS-28,151
STS-30,193
STS­96,391
31,491
ASTP,77
STS-41-G,150
