date,name,group,Index,quantity
2018-01-03,TAMPON BELLA A/8 REGULAR,GENERAL_ITEMS,26,1
2018-01-03,WATA 100G BELLA,GENERAL_ITEMS,27,4
2018-01-04,BELLA HERBS 12 Z WERBENA,GENERAL_ITEMS,28,2
2018-01-04,BELLA PODPASKI NORMAL 20 B/SKRZYD,GENERAL_ITEMS,29,4
2018-01-04,BELLA PODPASKI NORMAL MAXI 10,GENERAL_ITEMS,30,2
2018-01-04,BELLA PODPASKI NOVA MAXI 10,GENERAL_ITEMS,31,2
2018-01-04,BELLA PODPASKI PERF.BLUE 10,GENERAL_ITEMS,32,4
2018-01-04,EVA MYDLO W PLYNIE Z DOZ 500 MML,GENERAL_ITEMS,33,3
2018-01-04,PODPASKI BELLA  NOVA 10 SZT,GENERAL_ITEMS,34,2
2018-01-05,BAMBINO SZAMPON 400 ML,GENERAL_ITEMS,35,1
2018-01-05,BELLA HERBS 12 Z WERBENA,GENERAL_ITEMS,36,1
2018-01-05,BELLA PODPASKI NORMAL 20 B/SKRZYD,GENERAL_ITEMS,37,6
2018-01-05,BELLA PODPASKI NOVA MAXI 10,GENERAL_ITEMS,38,4
2018-01-05,PLYN KAMIEN I RDZA 750 ML,GENERAL_ITEMS,39,1
2018-01-05,TAMPON BELLA A/8 REGULAR,GENERAL_ITEMS,40,1
2018-01-05,TAMPONY BELLA A/8 SUPER,GENERAL_ITEMS,41,3
2018-01-05,TAMPONY BELLA A/8 SUPER PLUS,GENERAL_ITEMS,42,2
2018-01-05,WATA 100G BELLA,GENERAL_ITEMS,43,2
2018-01-06,BELLA HERBS 12 Z WERBENA,GENERAL_ITEMS,44,2
2018-01-06,BELLA PODPASKI NORMAL 20 B/SKRZYD,GENERAL_ITEMS,45,2
2018-01-06,BELLA PODPASKI NORMAL MAXI 10,GENERAL_ITEMS,46,2
2018-01-06,ODSWIEZACZ SZYSZKA ZAPAS,GENERAL_ITEMS,47,1
2018-01-06,SZAMPON HEADS SHOULDERS 400 ML PIELEGNAC,GENERAL_ITEMS,48,2
2018-01-06,TAMPON BELLA A/8 REGULAR,GENERAL_ITEMS,49,2
2018-01-06,TAMPONY BELLA A/8 SUPER PLUS,GENERAL_ITEMS,50,1
2018-01-07,BELLA HERBS 12 Z WERBENA,GENERAL_ITEMS,51,1
2018-01-07,BELLA PODPASKI NORMAL 20 B/SKRZYD,GENERAL_ITEMS,52,8
2018-01-07,BELLA PODPASKI NORMAL MAXI 10,GENERAL_ITEMS,53,4
2018-01-07,BELLA PODPASKI NOVA MAXI 10,GENERAL_ITEMS,54,2
2018-01-07,BELLA PODPASKI PERFECTA GREEN,GENERAL_ITEMS,55,2
2018-01-07,PLYN DO ?AZIENKI 1 L ZÓ?TY,GENERAL_ITEMS,56,1
2018-01-07,PODPASKI BELLA  NOVA 10 SZT,GENERAL_ITEMS,57,4
2018-01-07,SZAMPON HEADS SHOULDERS 400 ML PIELEGNAC,GENERAL_ITEMS,58,1
2018-01-08,BELLA HERBS 12 Z WERBENA,GENERAL_ITEMS,59,2
2018-01-08,BELLA PODPASKI BLUE MAX,GENERAL_ITEMS,60,2
2018-01-08,BELLA PODPASKI NORMAL 20 B/SKRZYD,GENERAL_ITEMS,61,5
2018-01-08,BELLA PODPASKI NORMAL MAXI 10,GENERAL_ITEMS,62,3
2018-01-08,BELLA PODPASKI PERF.BLUE 10,GENERAL_ITEMS,63,4
2018-01-08,EVA MYDLO W PLYNIE Z DOZOW.500 ML,GENERAL_ITEMS,64,1
2018-01-08,TAMPON BELLA A/8 REGULAR,GENERAL_ITEMS,65,3
2018-01-09,BELLA PODPASKI NORMAL 20 B/SKRZYD,GENERAL_ITEMS,66,10
2018-01-09,BELLA PODPASKI PERF.BLUE 10,GENERAL_ITEMS,67,6
2018-01-09,EVA MYDLO W PLYNIE Z DOZOW.500 ML,GENERAL_ITEMS,68,1
2018-01-09,PLYN DO ZATLUSZCZONYCH POWIERZCHNI  750,GENERAL_ITEMS,69,2
2018-01-09,PLYN KAMIEN I RDZA 750 ML,GENERAL_ITEMS,70,1
2018-01-09,WATA 100G BELLA,GENERAL_ITEMS,71,2
2018-01-10,BELLA HERBS 12 Z WERBENA,GENERAL_ITEMS,72,1
2018-01-10,BELLA PODPASKI NORMAL 20 B/SKRZYD,GENERAL_ITEMS,73,3
2018-01-10,BELLA PODPASKI PERF.BLUE 10,GENERAL_ITEMS,74,4
2018-01-10,BELLA PODPASKI PERFECTA GREEN,GENERAL_ITEMS,75,1
2018-01-10,EVA MYDLO W PLYNIE Z DOZOW.500 ML,GENERAL_ITEMS,76,1
2018-01-10,PLYN DO ZATLUSZCZONYCH POWIERZCHNI  750,GENERAL_ITEMS,77,1
2018-01-10,PLYN KAMIEN I RDZA 750 ML,GENERAL_ITEMS,78,1
2018-01-10,TAMPON BELLA A/8 REGULAR,GENERAL_ITEMS,79,1
2018-01-11,BAMBINO SZAMPON 400 ML,GENERAL_ITEMS,80,2
2018-01-11,BELLA PODPASKI NORMAL 20 B/SKRZYD,GENERAL_ITEMS,81,3
2018-01-11,BELLA PODPASKI NORMAL MAXI 10,GENERAL_ITEMS,82,2
2018-01-11,BELLA PODPASKI NOVA MAXI 10,GENERAL_ITEMS,83,4
2018-01-11,BELLA PODPASKI PERF.BLUE 10,GENERAL_ITEMS,84,2
2018-01-11,ODSWIEZACZ SZYSZKA ZAPAS,GENERAL_ITEMS,85,2
2018-01-11,PLYN DO ?AZIENKI 1 L ZÓ?TY,GENERAL_ITEMS,86,1
2018-01-11,SZAMPON HEADS SHOULDERS 400 ML PIELEGNAC,GENERAL_ITEMS,87,1
2018-01-11,TAMPON BELLA A/8 REGULAR,GENERAL_ITEMS,88,1
2018-01-11,TAMPONY BELLA A/8 SUPER,GENERAL_ITEMS,89,2
2018-01-12,BAMBINO SZAMPON 400 ML,GENERAL_ITEMS,90,2
2018-01-12,BELLA HERBS 12 Z WERBENA,GENERAL_ITEMS,91,1
2018-01-12,BELLA PODPASKI BLUE MAX,GENERAL_ITEMS,92,2
2018-01-12,BELLA PODPASKI NORMAL 20 B/SKRZYD,GENERAL_ITEMS,93,3
2018-01-12,BELLA PODPASKI NORMAL MAXI 10,GENERAL_ITEMS,94,2
2018-01-12,BELLA PODPASKI NOVA MAXI 10,GENERAL_ITEMS,95,3
2018-01-12,BELLA PODPASKI PERF.BLUE 10,GENERAL_ITEMS,96,1
2018-01-12,BELLA PODPASKI PERFECTA GREEN,GENERAL_ITEMS,97,4
2018-01-12,ODSWIEZACZ SZYSZKA ZAPAS,GENERAL_ITEMS,98,1
2018-01-12,PODPASKI BELLA  NOVA 10 SZT,GENERAL_ITEMS,99,1
2018-01-12,TAMPONY BELLA A/8 SUPER PLUS,GENERAL_ITEMS,100,1
2018-01-01,BIBULA KOLOR,GENERAL_ITEMS,101,2
2018-01-01,ZESZYT W LINIE 32 K,GENERAL_ITEMS,102,1
2018-01-02,BALON KOLOR,GENERAL_ITEMS,103,12
2018-01-02,BIBULA KOLOR,GENERAL_ITEMS,104,1
2018-01-02,ZESZYT W LINIE 32 K,GENERAL_ITEMS,105,2
2018-01-03,BALON KOLOR,GENERAL_ITEMS,106,16
2018-01-03,PAPIER KOLOROWY A4,GENERAL_ITEMS,107,1
2018-01-03,SERWETKI WIELKANOCNE 20 SZT,GENERAL_ITEMS,108,3
2018-01-03,ZESZYT W LINIE 16 K,GENERAL_ITEMS,109,4
2018-01-04,BALON KOLOR,GENERAL_ITEMS,110,3
2018-01-04,ZESZYT W LINIE 16 K,GENERAL_ITEMS,111,8
2018-01-04,ZESZYT W LINIE 32 K,GENERAL_ITEMS,112,2
2018-01-05,BALON KOLOR,GENERAL_ITEMS,113,3
2018-01-05,KOREKTOR  W PISAKU,GENERAL_ITEMS,114,1
2018-01-05,ZESZYT W LINIE 16 K,GENERAL_ITEMS,115,4
2018-01-06,BALON KOLOR,GENERAL_ITEMS,116,8
2018-01-07,BALON KOLOR,GENERAL_ITEMS,117,3
2018-01-07,ZESZYT W LINIE 16 K,GENERAL_ITEMS,118,2
2018-01-08,DLUGOPIS PSTRYKANY,GENERAL_ITEMS,119,1
2018-01-09,BALON KOLOR,GENERAL_ITEMS,120,2
2018-01-09,DLUGOPIS PSTRYKANY,GENERAL_ITEMS,121,2
2018-01-12,BALON KOLOR,GENERAL_ITEMS,122,2
2018-01-12,DLUGOPIS PSTRYKANY,GENERAL_ITEMS,123,3
2018-01-12,ZESZYT W LINIE 16 K,GENERAL_ITEMS,124,1
2018-01-01,PIWO BOJAN  WIELKOP.0_5 L B/ZW,ALCOHOL,125,3
2018-01-01,PIWO BOJAN FAJRANT 0_5 L B/ZWR,ALCOHOL,126,7
2018-01-01,PIWO BOJAN KOKOS 0_5 L B/ZWR,ALCOHOL,127,1
2018-01-01,PIWO BOJAN STRAZACKIE 0_5 L B/ZW,ALCOHOL,128,1
2018-01-01,PIWO BOJAN SZWEJK 0_5 L B/ZWROT,ALCOHOL,129,5
2018-01-01,PIWO BRACKIE 0_5 L B/ZWROT,ALCOHOL,130,12
2018-01-01,PIWO CIECHAN MIODOWE 0_5 L B/ZW,ALCOHOL,131,4
2018-01-01,PIWO DEBOWE MOCNE 0_5L BUTELKA,ALCOHOL,132,60
2018-01-01,PIWO DEBOWE MOCNE 0_5L PUSZKA,ALCOHOL,133,4
2018-01-01,PIWO DESPERADOS 0_4 L,ALCOHOL,134,24
2018-01-01,PIWO DESPERADOS 0_4 L 6%  B/BEZW,ALCOHOL,135,2
2018-01-01,PIWO DESPERADOS 0_4 NOCTURN 7%,ALCOHOL,136,3
2018-01-01,PIWO EB 0_5 L B/ZWR,ALCOHOL,137,2
2018-01-01,PIWO EB 0_5 L PUSZKA,ALCOHOL,138,8
2018-01-01,PIWO FOX 0_5 L PUSZKA MOCNE,ALCOHOL,139,61
2018-01-01,PIWO FOX 0_5L PUSZKA JASNE,ALCOHOL,140,1
2018-01-01,PIWO HARNAS 0_5L BUTELKA,ALCOHOL,141,1
2018-01-01,PIWO HEINEKEN 0_5L B BEZ ZWROT,ALCOHOL,142,19
2018-01-01,PIWO KARMI 0_5L BUT /ZWROT,ALCOHOL,143,2
2018-01-01,PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR,ALCOHOL,144,2
2018-01-01,PIWO LECH LITE 0_33 BUT BEZ/ZW,ALCOHOL,145,1
2018-01-01,PIWO LECH LITE 0_33 PUSZKA,ALCOHOL,146,1
2018-01-01,PIWO LECH PILS 0_5L BUTELKA,ALCOHOL,147,76
2018-01-01,PIWO LECH PILS 0_5L PUSZKA,ALCOHOL,148,4
2018-01-01,PIWO LECH PREMIUM 0_5L  PUSZKA,ALCOHOL,149,32
2018-01-01,PIWO LECH PREMIUM 0_5L BUTELKA,ALCOHOL,150,87
2018-01-01,PIWO LEZAJSK 0_5 L B/BEZW,ALCOHOL,151,3
2018-01-01,PIWO LEZAJSK CHMIEL 0_5 L B/BEZ,ALCOHOL,152,2
2018-01-01,PIWO LOMZA EXPORT 0_5L BUT/BEZ.,ALCOHOL,153,1
2018-01-01,PIWO LWOWEK 0_5L B/ZW,ALCOHOL,154,1
2018-01-01,PIWO LWOWEK MALINA 0_5 L B/ZW,ALCOHOL,155,2
2018-01-01,PIWO MOCNE POLSKIE 0_33L,ALCOHOL,156,36
2018-01-01,PIWO MUSCOVADO 0_5 L B/ZWR,ALCOHOL,157,5
2018-01-01,PIWO OKOCIM 0_5 L RADLER B/Z LIMON,ALCOHOL,158,2
2018-01-01,PIWO OKOCIM PILS 0_5 B/ZWROTNA,ALCOHOL,159,6
2018-01-01,PIWO PILSNER URQUELL 0_5L BUTELKA,ALCOHOL,160,1
2018-01-01,PIWO PRAZUBR NIEP.0_5 B/ZW,ALCOHOL,161,10
2018-01-01,PIWO REDDS MALINOWE PUSZKA 0_5L,ALCOHOL,162,2
2018-01-01,PIWO REEDS 0_5L PUSZKA JABLKOWE,ALCOHOL,163,3
2018-01-01,PIWO SAMERSBY  0_500 ML PUSZKA,ALCOHOL,164,2
2018-01-01,PIWO SAMERSBY BLACKBERRY 0_5 L PUSZKA,ALCOHOL,165,1
2018-01-01,PIWO TATRA JASNE PE?NE 0_5L BUTELKA ZÓ?T,ALCOHOL,166,277
2018-01-01,PIWO TATRA PILS 0_5L PUSZKA,ALCOHOL,167,29
2018-01-01,PIWO TYSKIE 0_5 L BUT.NIEPAST.,ALCOHOL,168,1
2018-01-01,PIWO TYSKIE 0_5L BUTELKA,ALCOHOL,169,275
2018-01-01,PIWO TYSKIE PUSZKA 0_5L,ALCOHOL,170,99
2018-01-01,PIWO WARKA 0_5L BUT.JASNE PE?NE,ALCOHOL,171,1
2018-01-01,PIWO WARKA RADLER 0_5 L BUT.,ALCOHOL,172,16
2018-01-01,PIWO WARKA RADLER 0_5 PUSZKA,ALCOHOL,173,8
2018-01-01,PIWO WARKA RADLER MAL+CYTR .0_5 B/ZWR,ALCOHOL,174,5
2018-01-01,PIWO WARKA STRONG BUTELKA,ALCOHOL,175,6
2018-01-01,PIWO WARKA STRONG PUSZKA,ALCOHOL,176,4
2018-01-01,PIWO WOJAK 0_5 L BUTELKA JASNE,ALCOHOL,177,281
2018-01-01,PIWO ZUBR 0_5L BUTELKA,ALCOHOL,178,1222
2018-01-01,PIWO ZUBR 0_5L PUSZKA,ALCOHOL,179,199
2018-01-01,PIWO ZYWIEC 0_5L BUTELKA,ALCOHOL,180,25
2018-01-01,PIWO ZYWIEC PUSZKA 0_5L,ALCOHOL,181,33
2018-01-02,PIWO BOJAN  WIELKOP.0_5 L B/ZW,ALCOHOL,182,1
2018-01-02,PIWO BOJAN FAJRANT 0_5 L B/ZWR,ALCOHOL,183,11
2018-01-02,PIWO BOJAN KOKOS 0_5 L B/ZWR,ALCOHOL,184,1
2018-01-02,PIWO BOJAN STRAZACKIE 0_5 L B/ZW,ALCOHOL,185,6
2018-01-02,PIWO CIECHAN LAGEROWE 0_5 L B/ZW,ALCOHOL,186,2
2018-01-02,PIWO CIECHAN MIODOWE 0_5 L B/ZW,ALCOHOL,187,9
2018-01-02,PIWO DEBOWE MOCNE 0_5L BUTELKA,ALCOHOL,188,32
2018-01-02,PIWO DEBOWE MOCNE 0_5L PUSZKA,ALCOHOL,189,8
2018-01-02,PIWO DESPERADOS 0_4 L,ALCOHOL,190,12
2018-01-02,PIWO DESPERADOS 0_4 L 6%  B/BEZW,ALCOHOL,191,5
2018-01-02,PIWO DESPERADOS 580 ML,ALCOHOL,192,3
2018-01-02,PIWO DESPERADOS RED 0_4 L,ALCOHOL,193,6
2018-01-02,PIWO EB 0_5 L B/ZWR,ALCOHOL,194,9
2018-01-02,PIWO EB 0_5 L PUSZKA,ALCOHOL,195,12
2018-01-02,PIWO FOX 0_5 L PUSZKA MOCNE,ALCOHOL,196,59
2018-01-02,PIWO FOX 0_5L PUSZKA JASNE,ALCOHOL,197,47
2018-01-02,PIWO HEINEKEN 0_5L B BEZ ZWROT,ALCOHOL,198,11
2018-01-02,PIWO KARMI 0_5L BUT /ZWROT,ALCOHOL,199,1
2018-01-02,PIWO KASZTELAN 0_5 BUTELKA,ALCOHOL,200,1
2018-01-02,PIWO KSIAZECE IPA 0_5 B/ZWR,ALCOHOL,201,9
2018-01-02,PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR,ALCOHOL,202,3
2018-01-02,PIWO LECH  FREE 0_5 L  B/ZWR,ALCOHOL,203,3
2018-01-02,PIWO LECH LITE 0_33 BUT BEZ/ZW,ALCOHOL,204,1
2018-01-02,PIWO LECH PILS 0_5L BUTELKA,ALCOHOL,205,149
2018-01-02,PIWO LECH PILS 0_5L PUSZKA,ALCOHOL,206,20
2018-01-02,PIWO LECH PREMIUM 0_5L  PUSZKA,ALCOHOL,207,29
2018-01-02,PIWO LECH PREMIUM 0_5L BUTELKA,ALCOHOL,208,77
2018-01-02,PIWO LWOWEK PORTER 0_5 L B/ZWR,ALCOHOL,209,2
2018-01-02,PIWO LWÓWEK 0_5 L B/ZWR,ALCOHOL,210,2
2018-01-02,PIWO MOCNE POLSKIE 0_33L,ALCOHOL,211,42
2018-01-02,PIWO MUSCOVADO 0_5 L B/ZWR,ALCOHOL,212,1
2018-01-02,PIWO OKOCIM 0_5 L RADLER B/Z LIMON,ALCOHOL,213,1
2018-01-02,PIWO OKOCIM PILS 0_5 B/ZWROTNA,ALCOHOL,214,12
2018-01-02,PIWO PILSNER URQUELL 0_5L BUTELKA,ALCOHOL,215,1
2018-01-02,PIWO PRAZUBR 0_5 L PUSZKA,ALCOHOL,216,4
2018-01-02,PIWO PRAZUBR NIEP.0_5 B/ZW,ALCOHOL,217,21
2018-01-02,PIWO REDD`S APPLE 0_4L BUT.B\ZWR.,ALCOHOL,218,2
2018-01-02,PIWO REDDS MALINOWE PUSZKA 0_5L,ALCOHOL,219,1
2018-01-02,PIWO REDDS MALINOWY 0_4  BEZ/ZWR,ALCOHOL,220,2
2018-01-02,PIWO REEDS 0_5L PUSZKA JABLKOWE,ALCOHOL,221,1
2018-01-02,PIWO SAMERSBY  0_500 ML PUSZKA,ALCOHOL,222,2
2018-01-02,PIWO SAMERSBY BLACKBERRY 0_5 L PUSZKA,ALCOHOL,223,3
2018-01-02,PIWO TATRA JASNE PE?NE 0_5L BUTELKA ZÓ?T,ALCOHOL,224,206
2018-01-02,PIWO TYSKIE 0_5 L BUT.NIEPAST.,ALCOHOL,225,2
2018-01-02,PIWO TYSKIE 0_5L BUTELKA,ALCOHOL,226,221
2018-01-02,PIWO TYSKIE 0_65L BUT,ALCOHOL,227,2
2018-01-02,PIWO TYSKIE PUSZKA 0_5L,ALCOHOL,228,112
2018-01-02,PIWO WARKA 0_5L BUT.JASNE PE?NE,ALCOHOL,229,2
2018-01-02,PIWO WARKA 0_5L PUSZKA,ALCOHOL,230,8
2018-01-02,PIWO WARKA RADLER 0_5 L BUT.,ALCOHOL,231,14
2018-01-02,PIWO WARKA RADLER 0_5 PUSZKA,ALCOHOL,232,10
2018-01-02,PIWO WARKA RADLER MAL+CYTR .0_5 B/ZWR,ALCOHOL,233,7
2018-01-02,PIWO WARKA STRONG BUTELKA,ALCOHOL,234,3
2018-01-02,PIWO WOJAK 0_5 L BUTELKA JASNE,ALCOHOL,235,225
2018-01-02,PIWO ZUBR 0_5L BUTELKA,ALCOHOL,236,1297
2018-01-02,PIWO ZUBR 0_5L PUSZKA,ALCOHOL,237,187
2018-01-02,PIWO ZYWIEC 0_5L BUTELKA,ALCOHOL,238,20
2018-01-02,PIWO ZYWIEC PUSZKA 0_5L,ALCOHOL,239,26
2018-01-03,PIWO BOJAN FAJRANT 0_5 L B/ZWR,ALCOHOL,240,2
2018-01-03,PIWO BOJAN KOKOS 0_5 L B/ZWR,ALCOHOL,241,1
2018-01-03,PIWO BOJAN STRAZACKIE 0_5 L B/ZW,ALCOHOL,242,8
2018-01-03,PIWO CIECHAN LAGEROWE 0_5 L B/ZW,ALCOHOL,243,1
2018-01-03,PIWO CIECHAN MIODOWE 0_5 L B/ZW,ALCOHOL,244,1
2018-01-03,PIWO CIECHAN PRZENICZNE 0_5 L B/ZWROT,ALCOHOL,245,3
2018-01-03,PIWO DEBOWE MOCNE 0_5L BUTELKA,ALCOHOL,246,55
2018-01-03,PIWO DEBOWE MOCNE 0_5L PUSZKA,ALCOHOL,247,7
2018-01-03,PIWO DESPERADOS 0_4 L,ALCOHOL,248,10
2018-01-03,PIWO DESPERADOS 0_4 L 6%  B/BEZW,ALCOHOL,249,5
2018-01-03,PIWO EB 0_5 L B/ZWR,ALCOHOL,250,9
2018-01-03,PIWO EB 0_5 L PUSZKA,ALCOHOL,251,1
2018-01-03,PIWO FOX 0_5 L PUSZKA MOCNE,ALCOHOL,252,46
2018-01-03,PIWO FOX 0_5L PUSZKA JASNE,ALCOHOL,253,23
2018-01-03,PIWO HARNAS 0_5L BUTELKA,ALCOHOL,254,6
2018-01-03,PIWO HARNAS 0_5L PUSZKA,ALCOHOL,255,1
2018-01-03,PIWO HEINEKEN 0_5L B BEZ ZWROT,ALCOHOL,256,6
2018-01-03,PIWO KSIAZECE IPA 0_5 B/ZWR,ALCOHOL,257,12
2018-01-03,PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR,ALCOHOL,258,6
2018-01-03,PIWO LECH  FREE 0_5 L  B/ZWR,ALCOHOL,259,7
2018-01-03,PIWO LECH  MOITO 0_5 L B/ZW,ALCOHOL,260,5
2018-01-03,PIWO LECH PILS 0_5L BUTELKA,ALCOHOL,261,166
2018-01-03,PIWO LECH PILS 0_5L PUSZKA,ALCOHOL,262,24
2018-01-03,PIWO LECH PREMIUM 0_5L  PUSZKA,ALCOHOL,263,54
2018-01-03,PIWO LECH PREMIUM 0_5L BUTELKA,ALCOHOL,264,116
2018-01-03,PIWO LECH SHANDY 0_5 BUT,ALCOHOL,265,3
2018-01-03,PIWO LOMZA EXPORT 0_5L BUT/BEZ.,ALCOHOL,266,2
2018-01-03,PIWO LWOWEK MALINA 0_5 L B/ZW,ALCOHOL,267,3
2018-01-03,PIWO LWOWEK PORTER 0_5 L B/ZWR,ALCOHOL,268,1
2018-01-03,PIWO MOCNE POLSKIE 0_33L,ALCOHOL,269,30
2018-01-03,PIWO NAMYS?OW 0_5 B/BEZW,ALCOHOL,270,6
2018-01-03,PIWO OKOCIM 0_5 L RADLER B/Z LIMON,ALCOHOL,271,2
2018-01-03,PIWO OKOCIM PILS 0_5 B/ZWROTNA,ALCOHOL,272,19
2018-01-03,PIWO PRAZUBR NIEP.0_5 B/ZW,ALCOHOL,273,4
2018-01-03,PIWO REDDS MALINOWY 0_4  BEZ/ZWR,ALCOHOL,274,4
2018-01-03,PIWO SOMERSBI APPLE SECCO 0_5 PUSZKA,ALCOHOL,275,3
2018-01-03,PIWO SOMERSBY  0_4 B/BEZW,ALCOHOL,276,3
2018-01-03,PIWO SOMERSBY 0_4 L BUTELKA BLACKBERRY,ALCOHOL,277,3
2018-01-03,PIWO TATRA JASNE PE?NE 0_5L BUTELKA ZÓ?T,ALCOHOL,278,180
2018-01-03,PIWO TATRA PILS 0_5L PUSZKA,ALCOHOL,279,8
2018-01-03,PIWO TYSKIE 0_5L BUTELKA,ALCOHOL,280,213
2018-01-03,PIWO TYSKIE 0_65L BUT,ALCOHOL,281,2
2018-01-03,PIWO TYSKIE KLASYCZNE 0_5 BUT.ZW,ALCOHOL,282,2
2018-01-03,PIWO TYSKIE PUSZKA 0_5L,ALCOHOL,283,110
2018-01-03,PIWO WARKA 0_5L BUT.JASNE PE?NE,ALCOHOL,284,4
2018-01-03,PIWO WARKA 0_5L PUSZKA,ALCOHOL,285,10
2018-01-03,PIWO WARKA RADL JAB+GRUSZKA 0_5 L PUSZ,ALCOHOL,286,2
2018-01-03,PIWO WARKA RADLER 0% MIETA B/ZWROT,ALCOHOL,287,1
2018-01-03,PIWO WARKA RADLER 0% PUSZKA,ALCOHOL,288,1
2018-01-03,PIWO WARKA RADLER 0_5 L BUT.,ALCOHOL,289,2
2018-01-03,PIWO WARKA RADLER 0_5 PUSZKA,ALCOHOL,290,3
2018-01-03,PIWO WARKA RADLER MALI+CYTR 0_5 L PUSZKA,ALCOHOL,291,1
2018-01-03,PIWO WARKA STRONG BUTELKA,ALCOHOL,292,2
2018-01-03,PIWO WARKA STRONG PUSZKA,ALCOHOL,293,12
2018-01-03,PIWO WOJAK 0_5 L BUTELKA JASNE,ALCOHOL,294,272
2018-01-03,PIWO ZATECKY 0_5 L B/ZWROT,ALCOHOL,295,2
2018-01-03,PIWO ZUBR 0_5L BUTELKA,ALCOHOL,296,1918
2018-01-03,PIWO ZUBR 0_5L PUSZKA,ALCOHOL,297,257
2018-01-03,PIWO ZYWIEC 0_5 L B/ALK. B/ZWR,ALCOHOL,298,1
2018-01-03,PIWO ZYWIEC 0_5L BUTELKA,ALCOHOL,299,20
2018-01-03,PIWO ZYWIEC PORTER 0_5L,ALCOHOL,300,3
2018-01-03,PIWO ZYWIEC PUSZKA 0_5L,ALCOHOL,301,7
2018-01-04,HEINEKEN 0_65 L,ALCOHOL,302,3
2018-01-04,PIWO BOJAN  WIELKOP.0_5 L B/ZW,ALCOHOL,303,3
2018-01-04,PIWO BOJAN FAJRANT 0_5 L B/ZWR,ALCOHOL,304,2
2018-01-04,PIWO BOJAN TOPOREK 0_5 L,ALCOHOL,305,B/ZW
2018-01-04,PIWO CIECHAN EKSPORTOWE 0_5 L BUT/ZWROT,ALCOHOL,306,2
2018-01-04,PIWO CIECHAN MIODOWE 0_5 L B/ZW,ALCOHOL,307,2
2018-01-04,PIWO DEBOWE MOCNE 0_5L BUTELKA,ALCOHOL,308,20
2018-01-04,PIWO DEBOWE MOCNE 0_5L PUSZKA,ALCOHOL,309,16
2018-01-04,PIWO DESPERADOS 0_4 L,ALCOHOL,310,5
2018-01-04,PIWO DESPERADOS RED 0_4 L,ALCOHOL,311,4
2018-01-04,PIWO EB 0_5 L B/ZWR,ALCOHOL,312,19
2018-01-04,PIWO EB 0_5 L PUSZKA,ALCOHOL,313,4
2018-01-04,PIWO FOX 0_5 L PUSZKA MOCNE,ALCOHOL,314,71
2018-01-04,PIWO FOX 0_5L PUSZKA JASNE,ALCOHOL,315,66
2018-01-04,PIWO HARNAS 0_5L BUTELKA,ALCOHOL,316,2
2018-01-04,PIWO HEINEKEN 0_5L B BEZ ZWROT,ALCOHOL,317,1
