city,ranking,rating,reviews_number,cuisine_style
Amsterdam,148.0,4.0,3595.0," International, Dutch,  Vegetarian Friendly"
Amsterdam,149.0,4.5,1030.0,"German,  Dutch"
Amsterdam,153.0,4.0,809.0," European,  Vegetarian Friendly,  Central European, Dutch"
Amsterdam,156.0,4.5,482.0," Vegetarian Friendly, Steakhouse,  Latin"
Amsterdam,162.0,4.0,544.0," Bar,  Vegetarian Friendly, Dutch,  Gluten Free Options"
Amsterdam,163.0,4.5,435.0,"Dutch,  Cafe"
Amsterdam,165.0,4.0,1340.0," Gluten Free Options,  Vegetarian Friendly"
Amsterdam,169.0,4.5,226.0," Vegetarian Friendly,  International, European"
Amsterdam,171.0,4.0,540.0, Vegetarian Friendly
Amsterdam,175.0,4.5,328.0, Vegetarian Friendly
Amsterdam,176.0,4.5,498.0,unknown
Amsterdam,178.0,4.0,284.0,"European,  Vegetarian Friendly"
Amsterdam,180.0,4.5,354.0," Pub,  Bar"
Amsterdam,181.0,5.0,72.0," Fast Food, Lebanese,  Middle Eastern,  Vegan Options,  Vegetarian Friendly"
Amsterdam,184.0,5.0,220.0," Dutch,  Gluten Free Options,  European,  Vegetarian Friendly, French"
Amsterdam,186.0,4.0,724.0," European, French,  Gluten Free Options"
Amsterdam,188.0,4.5,400.0," Bar,  Pub, Dutch,  European"
Amsterdam,189.0,4.0,583.0,"Japanese,  Sushi"
Amsterdam,197.0,4.0,847.0," European,  Bar,  Grill, Dutch"
Amsterdam,198.0,4.0,377.0," Vegetarian Friendly,  Pub,  Gastropub,  British"
Amsterdam,199.0,4.5,365.0," Vegetarian Friendly, Mediterranean"
Amsterdam,200.0,4.5,111.0," Gluten Free Options, Mediterranean,  Vegetarian Friendly,  Arabic,  Vegan Options,  Halal"
Amsterdam,201.0,4.0,814.0," European,  Mediterranean,  Vegan Options, Italian"
Amsterdam,202.0,4.0,687.0," European, Cafe,  Vegetarian Friendly"
Amsterdam,212.0,4.5,343.0," European,  International,  Central European,  Vegan Options,  Gluten Free Options"
Amsterdam,217.0,4.0,582.0, Pub
Amsterdam,219.0,4.0,403.0," Grill,  Gluten Free Options, Steakhouse"
Amsterdam,223.0,4.0,1046.0," European,  Pizza,  Vegan Options"
Amsterdam,224.0,4.0,402.0," Asian,  Japanese,  Vegan Options"
Amsterdam,225.0,4.0,552.0," Vegetarian Friendly,  Gluten Free Options,  Indonesian"
Amsterdam,228.0,4.5,201.0," Bar,  Vegetarian Friendly,  Gastropub,  Cafe, Dutch"
Amsterdam,229.0,4.5,97.0, Argentinean
Amsterdam,230.0,4.0,818.0,"Asian,  Indonesian"
Amsterdam,232.0,4.5,200.0, Portuguese
Amsterdam,238.0,4.5,346.0," Vegetarian Friendly,  International,  Bar,  Gluten Free Options"
Amsterdam,244.0,4.0,542.0," European,  Vegetarian Friendly"
Amsterdam,248.0,4.0,650.0, Fast Food
Amsterdam,249.0,4.5,202.0," Mediterranean,  Vegan Options,  European,  Gluten Free Options"
Amsterdam,250.0,4.0,827.0," Vegetarian Friendly,  Bar,  Central European"
Amsterdam,251.0,4.0,1074.0," Gluten Free Options,  Vegan Options"
Amsterdam,254.0,4.5,183.0," European, Cafe,  Vegetarian Friendly"
Amsterdam,257.0,4.0,399.0," European,  Vegetarian Friendly,  Gluten Free Options,  Spanish"
Amsterdam,259.0,4.5,342.0," Gluten Free Options,  Spanish"
Amsterdam,263.0,4.5,255.0," Gluten Free Options,  Turkish"
Amsterdam,264.0,4.0,349.0," Bar, Dutch,  Pub,  Vegetarian Friendly"
Amsterdam,265.0,4.0,796.0," Vegetarian Friendly,  Gluten Free Options"
Amsterdam,270.0,4.5,389.0," Vegetarian Friendly,  Dutch,  European"
Amsterdam,272.0,4.5,160.0, European
Amsterdam,273.0,4.0,392.0," European,  Vegetarian Friendly"
Amsterdam,280.0,4.0,349.0," Gluten Free Options,  Vegetarian Friendly"
Amsterdam,284.0,4.5,310.0," Gluten Free Options, European"
Amsterdam,286.0,4.5,206.0, Vietnamese
Amsterdam,291.0,4.5,187.0,"Dutch,  Central European,  European"
Amsterdam,297.0,4.0,339.0, Vegetarian Friendly
Amsterdam,300.0,4.0,1103.0, Vegetarian Friendly
Amsterdam,304.0,4.5,273.0,"Cafe,  Dutch,  European"
Amsterdam,309.0,4.5,241.0," Pub,  Vegetarian Friendly"
Amsterdam,312.0,4.0,279.0, Vegetarian Friendly
Amsterdam,313.0,4.5,124.0," Vegetarian Friendly, European"
Amsterdam,316.0,4.5,183.0," European,  Vegan Options"
Amsterdam,317.0,5.0,39.0," Vegetarian Friendly,  Bar,  Spanish, Mediterranean"
Amsterdam,319.0,5.0,39.0,"Indian,  Nepali"
Amsterdam,326.0,4.0,270.0,"Steakhouse,  Dutch,  International"
Amsterdam,331.0,4.5,318.0," Vegetarian Friendly, Dutch,  Gluten Free Options"
Amsterdam,336.0,4.5,243.0," Wine Bar, European"
Amsterdam,340.0,4.5,243.0, Vegetarian Friendly
Amsterdam,345.0,4.5,244.0," Bar, American,  European"
Amsterdam,347.0,4.5,291.0," Vegetarian Friendly,  Central European"
Amsterdam,358.0,4.0,444.0,"Dutch,  Vegan Options,  Gluten Free Options"
Amsterdam,359.0,4.0,537.0, European
Amsterdam,362.0,4.5,296.0," Belgian,  Bar"
Amsterdam,364.0,4.0,337.0,"Dutch,  Gluten Free Options,  Vegetarian Friendly"
Amsterdam,368.0,4.5,111.0, Wine Bar
Amsterdam,371.0,4.0,242.0," European,  Gluten Free Options"
Amsterdam,372.0,4.5,86.0,"Italian,  Mediterranean,  Vegan Options"
Amsterdam,374.0,4.5,124.0,"American,  Pub,  Vegan Options,  Bar"
Amsterdam,375.0,4.5,197.0," Healthy,  European"
Amsterdam,377.0,4.0,455.0," Grill,  Bar, American"
Amsterdam,378.0,4.5,56.0," Greek, Mediterranean,  Grill"
Amsterdam,382.0,4.5,55.0,Dutch
Amsterdam,383.0,4.0,845.0," Chinese, Seafood,  Vegan Options,  Asian"
Amsterdam,386.0,4.5,176.0," Gluten Free Options,  Vegan Options"
Amsterdam,389.0,4.5,301.0," Dutch, French,  Gluten Free Options"
Amsterdam,392.0,4.5,224.0," Cafe,  Bar,  Vegetarian Friendly"
Amsterdam,399.0,4.0,341.0, European
Amsterdam,402.0,4.5,204.0," International, Bar"
Amsterdam,403.0,4.0,342.0," Bar,  French,  European"
Amsterdam,406.0,4.5,200.0," Pub,  European"
Amsterdam,409.0,4.5,135.0,Dutch
Amsterdam,411.0,4.5,80.0," Dutch,  Vegetarian Friendly"
Amsterdam,414.0,4.0,230.0,"Dutch,  Cafe"
Amsterdam,417.0,4.5,446.0," Gluten Free Options,  Vegetarian Friendly, Dutch"
Amsterdam,425.0,4.0,420.0," Gluten Free Options,  Asian"
Amsterdam,426.0,4.0,479.0," French,  Vegan Options,  Contemporary,  European,  Gluten Free Options,  Vegetarian Friendly"
Amsterdam,435.0,4.5,138.0," Gluten Free Options,  Vegan Options"
Amsterdam,438.0,4.0,381.0, Gluten Free Options
Amsterdam,441.0,3.5,732.0," International,  Gluten Free Options"
Amsterdam,444.0,4.5,102.0," Vegan Options, Italian"
Amsterdam,445.0,4.0,261.0," Mediterranean, Italian,  European"
Amsterdam,446.0,4.5,401.0," Asian,  Vegetarian Friendly, Indian"
Amsterdam,449.0,4.5,81.0,"Healthy,  Gluten Free Options,  Soups,  European,  Vegan Options"
Amsterdam,459.0,4.5,220.0," Portuguese,  Mediterranean,  European"
Amsterdam,460.0,5.0,37.0," Vegetarian Friendly,  Vegan Options"
Amsterdam,463.0,4.5,143.0, Bar
Amsterdam,464.0,4.0,281.0, European
Amsterdam,465.0,4.5,84.0," European, Italian,  Vegetarian Friendly"
Amsterdam,468.0,4.5,122.0,"Dutch,  Brew Pub,  Bar"
Amsterdam,472.0,5.0,30.0," Vegetarian Friendly,  Vegan Options, European,  Bar,  Dutch"
Amsterdam,480.0,4.0,211.0," European, Dutch"
Amsterdam,481.0,4.5,119.0," International,  European"
Amsterdam,488.0,4.0,379.0," Vegan Options, Indian"
Amsterdam,493.0,4.0,153.0," Vegetarian Friendly, Dutch,  Gluten Free Options"
Amsterdam,495.0,4.5,118.0, Latin
Amsterdam,497.0,4.5,120.0,"Barbecue,  Gluten Free Options"
Amsterdam,502.0,4.5,129.0," Vegetarian Friendly,  European, Dutch"
Amsterdam,506.0,4.5,59.0,"Italian,  Vegan Options,  Gluten Free Options"
Amsterdam,509.0,4.5,153.0," Vegetarian Friendly,  Gluten Free Options"
Amsterdam,510.0,4.0,250.0,"Dutch,  European,  Vegetarian Friendly"
Amsterdam,517.0,4.0,164.0," Vegan Options,  Tibetan"
Amsterdam,525.0,4.5,137.0,"European,  Gluten Free Options,  Vegan Options,  Vegetarian Friendly"
Amsterdam,529.0,4.5,105.0, Indonesian
Amsterdam,533.0,4.0,147.0,"Dutch,  European,  Vegan Options"
Amsterdam,535.0,4.0,240.0, Fast Food
Amsterdam,546.0,4.5,180.0," French,  Vegetarian Friendly"
Amsterdam,551.0,4.5,109.0, Gluten Free Options
Amsterdam,553.0,4.0,214.0," Vegetarian Friendly,  Gluten Free Options"
Amsterdam,554.0,4.0,263.0," European, French"
Amsterdam,555.0,4.5,192.0,"French,  Gluten Free Options"
Amsterdam,561.0,4.0,217.0, Vegan Options
Amsterdam,562.0,4.5,120.0," Seafood,  Vegetarian Friendly,  Grill"
Amsterdam,566.0,4.5,163.0," Gluten Free Options,  Dutch, European,  Central European"
Amsterdam,575.0,4.0,262.0," Vegan Options,  Vegetarian Friendly, Singaporean,  Asian"
Amsterdam,577.0,4.5,62.0, Latin
Amsterdam,578.0,4.5,126.0," Vegetarian Friendly, Fast Food,  Middle Eastern"
Amsterdam,579.0,4.0,467.0,"Dutch,  Vegetarian Friendly"
Amsterdam,580.0,4.0,118.0," Vegan Options,  Mediterranean,  Vegetarian Friendly"
Amsterdam,581.0,4.0,186.0, Halal
Amsterdam,584.0,4.5,166.0," Gluten Free Options,  Vegan Options,  Thai, Asian"
Amsterdam,586.0,4.0,116.0, Bar
Amsterdam,589.0,4.0,258.0,"Mexican,  Gluten Free Options"
Amsterdam,590.0,4.5,157.0," Gluten Free Options, Dutch,  Vegetarian Friendly"
Amsterdam,593.0,4.0,171.0,"American,  Bar,  Steakhouse,  Vegetarian Friendly,  European"
Amsterdam,597.0,5.0,42.0,"Cafe,  Healthy,  Dutch"
Amsterdam,601.0,4.0,140.0, Gluten Free Options
Amsterdam,604.0,4.5,132.0," European, Dutch,  Gluten Free Options"
Amsterdam,615.0,4.5,34.0,"French,  International,  Gluten Free Options,  Vegetarian Friendly"
Amsterdam,616.0,4.0,195.0, Mediterranean
Amsterdam,617.0,4.5,134.0," Pizza,  Vegetarian Friendly"
Amsterdam,619.0,4.0,183.0," Gluten Free Options,  Vegan Options"
Amsterdam,623.0,4.0,270.0," Vegetarian Friendly,  Pizza"
Amsterdam,626.0,4.5,94.0, European
Amsterdam,629.0,4.0,226.0," Pub,  Vegetarian Friendly,  European, Dutch"
Amsterdam,633.0,5.0,82.0, Dutch
Amsterdam,635.0,4.5,109.0," European,  Vegetarian Friendly, Dutch"
Amsterdam,637.0,4.5,105.0,"African,  Mediterranean,  Moroccan"
Amsterdam,647.0,4.5,64.0," Pub,  Cafe,  Bar"
Amsterdam,655.0,4.5,79.0," Pub, Bar,  Cafe,  Fusion"
Amsterdam,656.0,4.5,115.0," European,  Gluten Free Options,  Contemporary"
Amsterdam,659.0,4.0,177.0," Vegetarian Friendly,  Bar, Dutch"
Amsterdam,661.0,5.0,26.0," Vegetarian Friendly, Dutch,  Asian"
Amsterdam,666.0,4.5,150.0,International
Amsterdam,668.0,4.5,86.0, International
Amsterdam,670.0,4.0,336.0," Vegetarian Friendly, Dutch"
Amsterdam,673.0,4.0,326.0," Gluten Free Options, Dutch,  Seafood"
Amsterdam,674.0,4.5,71.0, Spanish
Amsterdam,685.0,4.5,58.0,Dutch
Amsterdam,688.0,4.0,187.0," Central European,  International,  Vegetarian Friendly"
Amsterdam,693.0,4.0,409.0, Halal
Amsterdam,699.0,4.5,58.0,"Chinese,  Vegan Options,  Asian,  Fast Food,  Vegetarian Friendly"
Amsterdam,700.0,4.0,248.0," Vietnamese,  Vegetarian Friendly"
Amsterdam,701.0,4.0,163.0," Dutch,  Contemporary,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
Amsterdam,702.0,5.0,23.0, International
Amsterdam,709.0,5.0,23.0,unknown
Amsterdam,710.0,4.5,93.0,"Cafe,  Vegetarian Friendly"
Amsterdam,713.0,4.5,102.0,European
Amsterdam,719.0,4.5,50.0, Mediterranean
Amsterdam,722.0,4.5,128.0," Vegetarian Friendly,  Vegan Options,  Ethiopian"
Amsterdam,723.0,4.0,131.0,"Seafood,  Dutch,  European"
Amsterdam,728.0,4.5,74.0," Vegetarian Friendly,  European"
Amsterdam,729.0,4.5,132.0," Gluten Free Options, European"
Amsterdam,732.0,4.0,294.0,"Italian,  European"
Amsterdam,733.0,4.0,184.0," Gluten Free Options,  Asian,  Vegetarian Friendly"
Amsterdam,739.0,4.0,173.0," Grill,  Fusion,  Cafe"
Amsterdam,744.0,4.5,215.0," Asian,  Vegan Options"
Amsterdam,746.0,4.0,129.0," European,  Vegetarian Friendly, Street Food,  American"
Amsterdam,749.0,4.0,146.0," Gluten Free Options,  Bar, American"
Amsterdam,750.0,4.5,54.0,"Greek,  Vegetarian Friendly,  Vegan Options,  Seafood"
Amsterdam,755.0,4.0,158.0," International, Dutch,  European"
Amsterdam,766.0,4.0,151.0," Asian,  Japanese,  Vegetarian Friendly"
Amsterdam,772.0,4.5,154.0," Mediterranean,  Vegetarian Friendly"
Amsterdam,773.0,4.5,122.0," Vegetarian Friendly, Asian"
Amsterdam,774.0,4.0,170.0," Vegetarian Friendly, Mediterranean,  European"
Amsterdam,775.0,4.0,138.0," Gluten Free Options,  Vegetarian Friendly,  European"
Amsterdam,778.0,4.0,188.0," Thai, Asian"
Amsterdam,779.0,4.0,290.0, European
Amsterdam,781.0,4.5,223.0," South American, Peruvian"
Amsterdam,784.0,4.5,38.0," European,  Mediterranean,  Vegetarian Friendly,  Seafood"
Amsterdam,786.0,4.5,79.0," Bar,  European"
Amsterdam,790.0,4.5,196.0," Asian,  Vegetarian Friendly"
Amsterdam,792.0,5.0,28.0," Soups,  Vegetarian Friendly,  European, Dutch,  Vegan Options"
Amsterdam,793.0,4.5,104.0," Cafe, Dutch"
Amsterdam,794.0,4.0,108.0,"Dutch,  European,  Vegetarian Friendly"
Amsterdam,795.0,4.5,24.0,"Asian,  Taiwanese"
Amsterdam,796.0,4.5,94.0,"Asian,  Vegan Options,  Gluten Free Options,  Vegetarian Friendly"
Amsterdam,800.0,4.5,61.0,Bar
Amsterdam,802.0,4.5,65.0," Gastropub, Bar"
Amsterdam,808.0,4.5,131.0," Vegan Options, Indian,  Asian"
Amsterdam,809.0,4.0,103.0,"French,  European,  Vegetarian Friendly,  Bar"
Amsterdam,811.0,4.0,142.0, Vegetarian Friendly
Amsterdam,814.0,5.0,19.0," Vegetarian Friendly,  Vegan Options"
Amsterdam,815.0,4.0,177.0,"Barbecue,  Asian"
Amsterdam,816.0,3.5,338.0," Argentinean,  Barbecue,  South American"
Amsterdam,818.0,4.0,134.0, Vegetarian Friendly
Amsterdam,821.0,4.0,183.0," Seafood,  Mediterranean,  Vegetarian Friendly,  European"
Amsterdam,823.0,4.5,59.0," Vegan Options, European"
Amsterdam,827.0,3.5,595.0," Vegetarian Friendly,  British,  Pub,  European"
Amsterdam,831.0,4.5,144.0," Vegan Options,  Vegetarian Friendly,  Gluten Free Options"
Amsterdam,835.0,4.5,46.0," Soups, Dutch,  Vegetarian Friendly"
Amsterdam,837.0,4.5,78.0, Vegan Options
Amsterdam,838.0,4.0,205.0, Bar
Amsterdam,839.0,4.0,132.0, European
Amsterdam,844.0,4.5,100.0," European, Dutch,  Bar"
Amsterdam,847.0,4.0,85.0," Asian,  Vegetarian Friendly,  Sushi"
Amsterdam,848.0,4.5,41.0, Vegetarian Friendly
Amsterdam,849.0,4.5,122.0,"European,  Vegetarian Friendly"
Amsterdam,854.0,4.5,36.0,Italian
Amsterdam,860.0,4.5,82.0, European
Amsterdam,861.0,4.0,81.0, Pub
Amsterdam,862.0,4.0,63.0,American
Amsterdam,864.0,4.0,151.0," Vegetarian Friendly, Asian"
Amsterdam,869.0,4.0,84.0," Bar,  European"
Amsterdam,882.0,4.5,60.0," International, Bar"
Amsterdam,885.0,4.5,47.0, Pub
Amsterdam,886.0,4.5,55.0," Mediterranean, Italian,  European,  Vegetarian Friendly"
Amsterdam,891.0,4.0,129.0,"Cafe,  European"
Amsterdam,893.0,4.0,67.0, Vegetarian Friendly
Amsterdam,894.0,4.0,74.0," Bar, American,  Steakhouse"
Amsterdam,895.0,4.5,34.0," Vegetarian Friendly,  Central American"
Amsterdam,896.0,4.5,67.0," European, Mediterranean,  Vegetarian Friendly"
Amsterdam,897.0,4.0,107.0,"Dutch,  European"
Amsterdam,908.0,4.5,31.0," Hawaiian, Bar,  Jamaican,  Pub,  Vegan Options"
Amsterdam,910.0,4.0,95.0," Pizza, Italian"
Amsterdam,912.0,4.0,82.0," European,  Bar"
Amsterdam,921.0,4.5,42.0,"Mediterranean,  European"
Amsterdam,922.0,3.5,297.0,"Steakhouse,  Bar,  Argentinean,  European"
Amsterdam,930.0,4.5,47.0, Vegetarian Friendly
Amsterdam,935.0,4.5,79.0," European, Italian"
Amsterdam,937.0,4.0,88.0,Dutch
Amsterdam,939.0,4.0,189.0, Barbecue
Amsterdam,945.0,4.0,41.0,Italian
Amsterdam,950.0,4.0,91.0," Vegetarian Friendly,  Grill"
Amsterdam,953.0,5.0,21.0," International, French,  European,  Pub,  Cafe,  Fusion"
Amsterdam,957.0,4.0,286.0, European
Amsterdam,960.0,4.0,72.0," European, French"
Amsterdam,961.0,4.0,72.0,"Italian,  Pizza"
Amsterdam,967.0,4.0,77.0," Vegetarian Friendly,  Vegan Options"
Amsterdam,969.0,4.5,55.0,"Indonesian,  Vegetarian Friendly"
Amsterdam,972.0,4.5,72.0, Bar
Amsterdam,974.0,4.0,193.0," Vegetarian Friendly, Caribbean"
Amsterdam,978.0,4.0,99.0," Brazilian,  Peruvian,  Vegetarian Friendly,  Asian"
Amsterdam,987.0,4.5,24.0," Dutch,  Vegetarian Friendly,  European"
Amsterdam,994.0,4.0,125.0, Vegetarian Friendly
Amsterdam,995.0,3.5,285.0,"Bar,  Vegetarian Friendly"
Amsterdam,998.0,4.0,106.0," Vegetarian Friendly, Pub"
Amsterdam,999.0,4.0,48.0," European, Dutch,  Pub"
Amsterdam,1001.0,4.5,49.0,"Italian,  Pizza,  European"
Amsterdam,1003.0,4.5,58.0," International,  Cafe,  Vegetarian Friendly,  Bar"
Amsterdam,1004.0,4.0,102.0," Pub,  Cafe,  Bar"
Amsterdam,1006.0,4.0,54.0," Vegan Options, Asian,  Vietnamese"
Amsterdam,1018.0,4.0,155.0,Vegetarian Friendly
Amsterdam,1019.0,4.5,47.0," Bar,  Vegetarian Friendly,  Pub"
Amsterdam,1020.0,4.0,314.0," Mediterranean,  European, Bar,  Spanish"
Amsterdam,1022.0,4.0,68.0,"Dutch,  Pub,  Vegetarian Friendly,  European"
Amsterdam,1023.0,4.0,78.0,"Mediterranean,  Vegetarian Friendly,  Spanish"
Amsterdam,1027.0,4.5,45.0, Vegetarian Friendly
Amsterdam,1028.0,4.5,53.0," Halal,  Middle Eastern, Mediterranean"
Amsterdam,1029.0,4.0,81.0,"European,  Mediterranean"
Amsterdam,1035.0,4.5,52.0," Pub,  Dutch,  Cafe"
Amsterdam,1039.0,4.5,117.0," Vegetarian Friendly, Asian"
Amsterdam,1040.0,3.5,404.0," Bar,  European, Dutch"
Amsterdam,1041.0,4.5,19.0,"French,  Vegetarian Friendly"
Amsterdam,1043.0,3.5,955.0," Bar, American"
Amsterdam,1044.0,4.5,28.0,Mexican
Amsterdam,1045.0,4.0,167.0," European, Italian"
Amsterdam,1053.0,4.5,29.0,"Bar,  Pub,  International"
Amsterdam,1056.0,4.5,42.0," European,  International,  Dutch"
Amsterdam,1057.0,4.0,121.0," Vegetarian Friendly,  Vegan Options"
Amsterdam,1065.0,4.5,21.0," Vegetarian Friendly,  International, Southwestern,  Vegan Options"
Amsterdam,1069.0,4.5,47.0," Vegan Options, Asian"
Amsterdam,1071.0,4.0,143.0," Bar,  Gluten Free Options"
Amsterdam,1072.0,4.5,50.0,"Dutch,  Bar,  Vegetarian Friendly,  European"
Amsterdam,1073.0,3.5,383.0," Pizza, Italian"
Amsterdam,1074.0,4.5,25.0," Barbecue,  Argentinean"
Amsterdam,1076.0,5.0,33.0," Vegetarian Friendly, Italian,  Mediterranean,  Delicatessen"
Amsterdam,1077.0,4.5,39.0,"Delicatessen,  Wine Bar"
Amsterdam,1078.0,3.5,554.0,Dutch
Amsterdam,1080.0,4.0,63.0,"Steakhouse,  Argentinean"
Amsterdam,1082.0,4.0,109.0," Pub, Bar"
Amsterdam,1084.0,4.5,61.0," Grill,  Bar,  Vegetarian Friendly"
Amsterdam,1090.0,4.5,38.0," Bar,  Pub,  Vegetarian Friendly,  European"
Amsterdam,1091.0,4.0,106.0," Central European,  Bar,  European"
Amsterdam,1094.0,4.0,132.0, Gluten Free Options
Amsterdam,1098.0,5.0,17.0," Mediterranean,  Mexican"
Amsterdam,1102.0,4.5,42.0," Dutch,  European"
Amsterdam,1106.0,4.0,69.0," Kosher,  Middle Eastern,  Vegetarian Friendly"
Amsterdam,1107.0,4.5,70.0," Vegetarian Friendly, Italian"
Amsterdam,1115.0,4.0,135.0, Vegetarian Friendly
Amsterdam,1116.0,4.5,130.0," French,  Vegetarian Friendly"
Amsterdam,1117.0,4.0,164.0," Asian, Japanese,  Gluten Free Options,  Vegetarian Friendly"
Amsterdam,1118.0,4.5,16.0," European,  Dutch,  Healthy, Italian"
Amsterdam,1124.0,5.0,12.0,unknown
Amsterdam,1125.0,4.0,52.0," Vegan Options,  Gluten Free Options"
Amsterdam,1128.0,4.5,24.0," Vegetarian Friendly,  Soups"
Amsterdam,1130.0,4.5,38.0,"French,  European,  Vegetarian Friendly"
Amsterdam,1138.0,4.0,97.0," Dutch, European"
Amsterdam,1139.0,4.5,65.0," Dutch,  European,  International,  Pub"
Amsterdam,1145.0,4.0,93.0," Seafood,  Vegetarian Friendly"
Amsterdam,1146.0,4.5,70.0,American
Amsterdam,1150.0,4.5,70.0," European,  Cafe, Dutch"
Amsterdam,1157.0,4.0,141.0, European
Amsterdam,1158.0,4.5,31.0, Vegetarian Friendly
Amsterdam,1159.0,3.5,198.0," Pub, Dutch,  Bar,  European"
Amsterdam,1164.0,5.0,27.0," Pub, Bar"
Amsterdam,1165.0,4.0,90.0,Bar
Amsterdam,1166.0,4.5,16.0,Cafe
Amsterdam,1168.0,4.0,99.0," Vegan Options,  Indonesian,  Vegetarian Friendly, Asian"
Amsterdam,1170.0,4.0,118.0," Dutch,  Gluten Free Options,  Vegetarian Friendly"
Amsterdam,1171.0,4.5,103.0," Vegetarian Friendly, Fast Food,  Vegan Options"
Amsterdam,1176.0,4.5,30.0,"Asian,  Vegetarian Friendly"
Amsterdam,1193.0,4.0,81.0, Bar
Amsterdam,1199.0,4.5,24.0,Asian
