pop,name
69455,Ridgewood
70016," Polo Grounds, Central Harlem North"
70150," Chelsea, Hudson Yards,  Union Square,  Flat Iron"
70300,"Prospect Lefferts Gardens,  Wingate"
70713,Bedford
72008,Flushing
72101,Bushwick South
72258,Lower East Side
72340,Sunset Park East
72957,Lower East Side
73457,Washington Heights North
75282," Polo Grounds, Central Harlem North"
75878,South Ozone Park
76631,"Lenox Hill,  Roosevelt Island"
76768,Yorkville
77942,Yorkville
78793,Astoria
78906,South Ozone Park
79371,Bay Ridge
80539,Bay Ridge
80771," Roosevelt Island, Lenox Hill"
83275,East New York
83693,Canarsie
83728,Forest Hills
84438,Washington Heights South
84640,Bensonhurst West
85046,Forest Hills
85058,Canarsie
87972,Elmhurst
88427,Elmhurst
88727,Bensonhurst West
89122,Astoria
91958,East New York
93671,Washington Heights South
101055,Borough Park
103169,Crown Heights North
103462,Crown Heights North
105804,Flatbush
106357,Borough Park
108152,Jackson Heights
110875,Flatbush
113327,Jackson Heights
132378,Upper West Side
136954,Upper West Side
