itemID,brand,categories
50,322,1984.0
51,898,"274.0, 327.0"
52,799,1403.0
53,504,"1847.0, 2708.0"
54,1277,NaN
55,203,NaN
56,827,300.0
57,322,981.0
58,772,"2997.0, 2833.0, 3779.0"
59,1207,1221.0
60,936,"2804.0, 3619.0, 3625.0"
61,580,"2299.0, 2209.0, 2371.0, 758.0"
62,8,"3827.0, 1505.0, 2269.0"
63,234,"3497.0, 983.0"
64,412,"386.0, 2833.0"
65,147,"743.0, 2973.0, 227.0"
66,196,2197.0
67,322,1440.0
68,356,"1085.0, 450.0, 1903.0"
69,1424,NaN
70,127,218.0
71,430,"3960.0, 280.0, 585.0, 2731.0"
72,1496,"1711.0, 2222.0, 2919.0"
73,389,"3792.0, 2126.0, 596.0"
74,523,"870.0, 2370.0"
75,258,"3625.0, 3701.0, 3599.0, 581.0, 1780.0"
76,1344,"2079.0, 2487.0, 3913.0, 308.0"
77,322,NaN
78,322,NaN
79,342,"2738.0, 2547.0, 3668.0, 169.0, 2612.0, 3047.0, 2259.0, 2332.0, 3514.0"
80,238,"2136.0, 3818.0"
81,1416,"2878.0, 1425.0"
82,790,"2063.0, 3736.0, 1408.0, 1523.0, 2402.0"
83,950,NaN
84,1492,"305.0, 3138.0, 2470.0"
85,194,"3902.0, 3910.0, 3915.0, 146.0, 1138.0, 3900.0, 3901.0, 3903.0, 3444.0, 3912.0"
86,673,921.0
87,1138,NaN
88,823,NaN
89,812,NaN
90,220,"327.0, 4021.0, 4002.0"
91,1201,"4133.0, 4157.0, 1772.0, 3024.0, 4156.0"
92,20,"574.0, 568.0"
93,1161,NaN
94,1371,"2178.0, 4004.0"
95,219,NaN
96,373,"327.0, 4230.0"
97,433,1170.0
98,1411,"3981.0, 1803.0, 1672.0"
99,532,"3910.0, 3911.0, 4029.0, 3900.0, 3497.0, 3903.0, 3902.0, 3901.0"
100,603,"3902.0, 3901.0, 3228.0, 3910.0"
101,193,"397.0, 3254.0"
102,18,2383.0
103,896,NaN
104,322,NaN
105,1295,NaN
106,1246,NaN
107,123,"1518.0, 2256.0"
108,140,"2313.0, 3865.0, 2675.0, 1343.0"
109,463,"3229.0, 879.0, 23.0"
110,186,"3344.0, 1763.0, 347.0, 2598.0, 3259.0, 978.0"
111,1295,2519.0
112,43,"4027.0, 747.0, 3920.0, 327.0, 4028.0, 2897.0, 3413.0"
113,86,NaN
114,705,NaN
115,898,"1069.0, 1800.0"
116,1295,NaN
117,322,"1922.0, 3393.0, 1540.0"
118,322,NaN
119,322,1984.0
120,193,"3903.0, 1373.0, 1779.0, 3900.0, 3910.0, 3254.0, 3902.0, 3855.0, 3901.0"
121,449,"1958.0, 2829.0, 2196.0, 1244.0, 614.0"
122,361,3639.0
123,1097,"3901.0, 464.0"
124,1267,1461.0
125,342,"1725.0, 3848.0, 659.0, 3986.0, 1082.0"
126,1391,3639.0
127,1103,NaN
128,1368,"4056.0, 4185.0, 2295.0"
129,539,"1010.0, 2470.0, 2473.0, 1798.0"
130,1376,NaN
131,311,"1962.0, 3844.0, 3688.0, 3195.0, 2422.0, 2863.0"
132,206,163.0
133,366,"195.0, 2748.0"
134,389,NaN
135,933,"74.0, 578.0, 1247.0, 3262.0, 1601.0"
136,1321,"3051.0, 2547.0, 3047.0, 2738.0, 1879.0, 2259.0, 169.0, 2612.0, 3668.0, 3514.0"
137,771,"745.0, 2872.0, 2790.0, 68.0"
138,322,1984.0
139,888,"3459.0, 2371.0, 807.0, 3399.0, 1124.0, 3907.0, 1505.0, 2209.0, 3222.0, 3283.0, 3625.0, 871.0, 4203.0"
140,1004,"1235.0, 3601.0"
141,105,NaN
142,1139,1874.0
143,4,"407.0, 287.0, 4246.0, 1720.0"
144,18,"4035.0, 3775.0, 637.0"
145,1383,3502.0
146,1379,"274.0, 1807.0, 789.0, 3999.0"
147,987,"3911.0, 3910.0, 3902.0, 3901.0, 3903.0, 3900.0"
148,1368,"1373.0, 184.0, 4056.0, 4290.0"
149,1365,NaN
150,936,"3619.0, 3625.0, 1431.0"
151,1371,"849.0, 1098.0"
152,766,3228.0
153,322,981.0
154,206,"1772.0, 3948.0"
155,481,"74.0, 4048.0"
156,1025,"4135.0, 577.0, 3497.0, 3779.0"
157,901,"3523.0, 2808.0, 3530.0"
158,342,"3960.0, 585.0"
159,342,"568.0, 4285.0, 585.0, 3915.0, 3914.0, 177.0"
160,221,NaN
161,1301,"3042.0, 1518.0, 2256.0"
162,1366,NaN
163,1366,2834.0
164,238,"633.0, 2995.0"
165,87,NaN
166,438,"1091.0, 3424.0"
167,768,547.0
168,615,NaN
169,620,"870.0, 1628.0, 1083.0, 3916.0, 1229.0, 1238.0, 1164.0"
170,1156,NaN
171,580,"2732.0, 394.0, 483.0, 2166.0"
172,643,2470.0
173,1127,"480.0, 4227.0"
174,4,NaN
175,1382,NaN
176,580,3367.0
177,45,"3964.0, 78.0, 1000.0, 2005.0"
178,493,694.0
179,5,NaN
180,1496,"2969.0, 4040.0, 4140.0, 480.0"
181,105,NaN
182,1039,1463.0
183,157,NaN
184,1496,"3910.0, 2738.0, 3668.0, 2547.0, 3514.0, 2259.0, 3047.0, 3901.0, 3902.0, 2332.0, 2612.0, 3900.0, 89.0"
185,1492,"1686.0, 1711.0"
186,1410,"2176.0, 2473.0"
187,1023,"2790.0, 533.0, 1147.0, 1085.0, 1578.0"
188,824,"178.0, 976.0"
189,322,1984.0
190,1158,"3779.0, 3262.0"
191,732,NaN
192,157,"247.0, 3199.0, 1425.0"
193,433,NaN
194,157,1378.0
195,453,"478.0, 2718.0, 3783.0"
196,322,NaN
197,194,"3924.0, 1793.0, 2050.0, 2790.0, 3914.0, 4019.0"
198,322,NaN
199,704,"3604.0, 3088.0, 99.0"
200,906,"1091.0, 3273.0"
201,322,"2024.0, 2480.0"
202,1249,"3625.0, 807.0"
203,393,"3720.0, 2048.0"
204,105,NaN
205,238,"3601.0, 352.0"
206,257,1022.0
207,77,1608.0
208,782,"3901.0, 111.0, 3903.0, 3900.0"
209,772,"3591.0, 1053.0, 1402.0"
210,1132,NaN
211,906,3639.0
212,160,NaN
213,580,3367.0
214,657,"2053.0, 921.0"
215,657,2053.0
216,522,NaN
217,1206,"2580.0, 2690.0"
218,71,"3548.0, 2578.0, 1163.0"
219,393,"5.0, 3775.0, 2470.0, 211.0, 2048.0, 3914.0, 3915.0, 1524.0, 1807.0, 4116.0, 503.0"
220,1180,"3413.0, 2897.0, 4027.0, 4028.0, 3920.0, 327.0"
221,406,"3704.0, 2833.0, 1295.0, 3424.0"
222,1079,300.0
223,329,2136.0
224,569,614.0
225,258,"2256.0, 3042.0"
226,829,"1772.0, 3882.0, 3907.0, 4061.0"
227,618,"1030.0, 1886.0, 1042.0, 383.0, 179.0"
228,797,NaN
229,37,300.0
230,1385,"1563.0, 2553.0"
231,1066,NaN
232,322,1984.0
233,906,2721.0
234,939,NaN
235,1058,"862.0, 2035.0"
236,929,NaN
237,4,NaN
238,406,"2644.0, 955.0, 3704.0, 883.0"
239,1025,"2995.0, 3494.0, 3916.0, 1085.0"
240,907,"3900.0, 1849.0, 1763.0, 3902.0, 1053.0, 3910.0, 3915.0, 3903.0, 3901.0"
241,388,2470.0
242,23,"274.0, 2473.0, 1807.0, 1225.0, 779.0"
243,47,"3901.0, 3902.0, 3900.0, 3999.0, 789.0, 3903.0"
244,1349,NaN
245,231,"2460.0, 3902.0, 3903.0, 1608.0, 3901.0, 2470.0, 3905.0"
246,20,"3941.0, 3654.0, 2995.0"
247,1296,"2014.0, 2790.0"
248,316,NaN
249,1027,2995.0
250,827,"3917.0, 1772.0"
251,504,"1724.0, 3551.0"
252,979,"2209.0, 3226.0, 3900.0, 1816.0, 2473.0, 3905.0"
253,1358,"3625.0, 2389.0"
254,615,2995.0
255,279,2470.0
256,265,300.0
257,1301,"4203.0, 3459.0"
258,689,NaN
259,147,"2658.0, 1980.0, 1760.0"
260,745,"278.0, 218.0, 3915.0"
261,974,2088.0
262,660,"1000.0, 2005.0, 4117.0"
263,194,"411.0, 3976.0, 826.0, 3913.0, 277.0, 1091.0"
264,933,2995.0
265,150,NaN
266,1113,2642.0
267,1305,NaN
268,1353,933.0
269,958,"3903.0, 3902.0, 3910.0, 3578.0, 3901.0, 3900.0, 473.0"
270,484,"3903.0, 3900.0, 3901.0, 1651.0, 3902.0"
271,18,"3514.0, 2547.0, 2738.0, 3611.0, 3047.0, 3668.0, 2612.0, 3051.0, 2259.0, 919.0"
272,280,"274.0, 1705.0, 975.0"
273,23,NaN
274,442,3744.0
275,143,NaN
276,1325,"3820.0, 712.0"
277,406,"1728.0, 601.0, 341.0, 3575.0"
278,1300,"3916.0, 1711.0"
279,408,3502.0
280,1136,NaN
281,1265,"1098.0, 3086.0, 2366.0, 849.0, 83.0"
282,930,NaN
283,140,NaN
284,1011,"1425.0, 3642.0, 1803.0"
285,290,"3941.0, 3654.0, 2995.0"
286,206,NaN
287,199,"1998.0, 426.0"
288,1222,"2667.0, 3639.0"
289,1181,"1306.0, 3201.0, 3724.0"
290,1156,"31.0, 2136.0"
291,356,"1085.0, 450.0, 3214.0"
292,772,"3901.0, 3902.0, 411.0, 3090.0"
293,484,"1091.0, 1138.0, 146.0, 1229.0"
294,322,1984.0
295,449,"3914.0, 3185.0, 614.0"
296,539,"855.0, 3908.0, 3909.0"
297,575,"3755.0, 1362.0"
298,1401,"1849.0, 3654.0, 914.0, 4086.0, 2942.0, 3497.0, 3530.0, 274.0, 587.0"
299,323,"3267.0, 1835.0"
300,771,"3902.0, 3900.0, 3903.0, 3901.0, 411.0"
301,504,"3438.0, 2708.0"
302,734,2995.0
303,157,"1979.0, 1378.0, 1672.0"
304,1297,"2732.0, 884.0"
305,1180,"3047.0, 3668.0, 2259.0, 2612.0, 2738.0, 3514.0, 2547.0, 169.0, 2089.0, 1879.0"
306,1197,NaN
307,1422,NaN
308,1037,"3582.0, 464.0"
309,1126,"940.0, 2175.0, 3029.0"
310,1192,"3005.0, 807.0, 2722.0"
311,1366,2834.0
312,157,"2739.0, 3981.0, 1803.0"
313,888,"3921.0, 3922.0, 327.0"
314,791,"3214.0, 450.0"
315,1376,1807.0
316,158,NaN
317,1039,"2473.0, 3078.0, 300.0, 1763.0"
318,660,"3941.0, 74.0"
319,340,"720.0, 1091.0, 522.0"
320,206,NaN
321,590,NaN
322,1383,"2636.0, 2725.0, 3017.0"
323,77,1800.0
324,153,"146.0, 1138.0"
325,1105,"2836.0, 1980.0, 2996.0, 1418.0"
326,406,"1138.0, 3704.0, 146.0, 1789.0"
327,402,1984.0
328,406,"3370.0, 1138.0, 146.0"
329,880,1123.0
330,822,"3274.0, 1628.0, 1358.0, 3916.0, 2447.0"
331,887,"3639.0, 3613.0"
332,177,"191.0, 771.0, 669.0, 3973.0"
333,455,2951.0
334,1492,"2203.0, 805.0, 2716.0"
335,1079,NaN
336,554,NaN
337,765,"1283.0, 1591.0"
338,907,"3775.0, 4042.0"
339,604,NaN
340,322,2957.0
341,1496,"3268.0, 3140.0, 2057.0, 90.0, 1502.0, 4033.0, 2556.0, 3652.0, 30.0"
342,1111,"785.0, 2751.0, 2716.0, 2203.0, 3044.0"
343,634,"150.0, 386.0, 1091.0"
344,1408,"2457.0, 3916.0, 1627.0"
345,1127,"1807.0, 327.0"
346,1295,163.0
347,939,NaN
348,1040,"478.0, 1169.0, 365.0"
349,615,"1980.0, 1491.0, 1342.0, 2658.0"
350,1044,"1138.0, 3340.0, 146.0"
351,1353,NaN
352,408,"3915.0, 74.0, 4048.0, 1763.0, 3914.0"
353,1445,"3138.0, 860.0, 3283.0"
354,906,"3916.0, 2721.0"
355,105,2136.0
356,473,"3668.0, 2612.0, 3514.0, 1879.0, 2547.0, 3047.0, 169.0, 2259.0, 3051.0, 2738.0"
357,193,"3254.0, 2754.0"
358,801,"1779.0, 1734.0, 3254.0"
359,1249,NaN
360,20,"1675.0, 3259.0"
361,322,3810.0
362,671,"480.0, 4011.0"
363,993,"1980.0, 2256.0, 2873.0"
364,552,"3912.0, 2345.0, 394.0, 308.0, 3101.0, 3837.0, 3195.0, 3913.0"
365,258,"1772.0, 3907.0, 4060.0"
366,1366,NaN
367,238,"2091.0, 557.0, 3675.0"
368,454,"585.0, 3960.0"
369,191,3199.0
370,782,"2412.0, 1138.0, 146.0"
371,150,NaN
372,150,NaN
373,319,NaN
374,27,"2473.0, 779.0"
375,186,"3639.0, 3916.0"
376,739,"1325.0, 1792.0, 3981.0, 2633.0, 1064.0, 2011.0"
377,938,274.0
378,1496,"220.0, 3268.0, 3915.0, 3924.0, 3937.0, 2104.0, 1060.0, 30.0, 3652.0, 1070.0"
379,406,"3086.0, 2794.0, 1098.0, 2366.0"
380,1038,"3900.0, 3902.0, 3901.0, 3903.0, 3910.0, 1288.0"
381,50,"3902.0, 3176.0, 2443.0, 3911.0, 3903.0, 3900.0, 3910.0, 3901.0"
382,86,NaN
383,73,"2116.0, 2690.0, 3224.0"
384,1004,"1394.0, 1235.0"
385,474,"1672.0, 1979.0"
386,322,NaN
387,325,"4249.0, 2548.0, 545.0, 3700.0, 3419.0, 3867.0, 2373.0"
388,591,NaN
389,322,1221.0
390,147,NaN
391,201,"3575.0, 879.0, 3229.0"
392,1258,"1066.0, 2402.0"
393,564,"740.0, 2136.0"
394,1366,2834.0
395,745,"2909.0, 392.0, 3912.0, 278.0, 3760.0, 4019.0, 3933.0, 1668.0, 803.0, 3915.0, 1986.0, 3867.0, 4115.0, 3914.0, 3924.0, 2800.0, 1124.0, 3443.0, 4159.0, 4158.0, 777.0, 2921.0, 3389.0"
396,1511,"3803.0, 3404.0, 2732.0, 2912.0"
397,1040,"2772.0, 1328.0"
398,1152,"1402.0, 2810.0"
399,829,3138.0
400,40,2658.0
401,272,"2888.0, 2022.0"
402,1040,"3900.0, 3902.0, 3903.0, 3901.0, 1373.0, 3254.0, 2420.0"
403,194,"3916.0, 2463.0, 1792.0, 3874.0, 1696.0, 3644.0, 871.0"
404,71,"2097.0, 1348.0, 1311.0, 1306.0"
405,369,"2011.0, 1045.0, 846.0"
406,531,"327.0, 4001.0"
407,962,NaN
408,1498,"1807.0, 1569.0, 2252.0"
409,1025,NaN
410,1180,1508.0
411,145,"2384.0, 88.0, 3259.0"
412,1016,2628.0
413,1141,"3902.0, 3910.0, 3900.0, 3901.0, 3903.0, 2175.0"
414,759,NaN
415,632,"2726.0, 4183.0"
416,248,3228.0
417,1023,"655.0, 668.0, 1085.0, 3084.0, 2790.0, 1097.0, 68.0, 950.0, 1147.0, 1578.0, 2872.0"
418,389,NaN
419,799,"1775.0, 3934.0"
420,1156,2136.0
421,933,"2285.0, 2995.0"
422,1025,"3263.0, 648.0, 2636.0, 137.0, 65.0, 192.0, 955.0, 1352.0, 3017.0, 2387.0"
423,853,NaN
424,1496,"1443.0, 89.0, 2259.0, 3668.0, 169.0, 2612.0, 1879.0, 2089.0, 2738.0, 2547.0, 3047.0, 3514.0"
425,220,"327.0, 4002.0, 2312.0, 4126.0"
426,1023,"1097.0, 1147.0, 3470.0, 2790.0, 1578.0, 655.0, 1085.0"
427,136,NaN
428,514,"219.0, 2062.0"
429,812,"2011.0, 237.0, 3561.0, 2671.0, 1382.0, 3595.0, 3431.0, 1090.0, 2619.0"
430,408,NaN
431,385,NaN
432,1232,NaN
433,702,"526.0, 178.0, 3625.0"
434,199,"1998.0, 426.0, 2682.0"
435,251,NaN
436,4,NaN
437,1438,NaN
438,749,81.0
439,246,"1063.0, 1824.0"
440,1365,NaN
441,1145,1807.0
442,1247,2943.0
443,478,1583.0
444,322,1984.0
445,186,"545.0, 3700.0, 4167.0, 1474.0, 1032.0"
446,207,"813.0, 3949.0"
447,174,"1405.0, 3254.0"
448,1249,"3625.0, 807.0"
449,1115,"356.0, 236.0, 3625.0"
450,1037,"3911.0, 3910.0, 3176.0"
451,1147,"4042.0, 3775.0, 4032.0"
452,1383,"3900.0, 3901.0, 3910.0, 3424.0, 3902.0, 3903.0"
453,153,3424.0
454,1188,NaN
455,322,2957.0
456,844,NaN
457,771,"879.0, 1209.0, 2138.0"
458,604,2136.0
459,408,"236.0, 356.0"
460,1496,"4204.0, 3361.0, 74.0, 679.0"
461,406,"411.0, 3924.0, 1760.0, 3915.0, 2833.0, 1789.0, 3912.0, 2325.0, 3704.0, 3913.0, 3540.0, 3914.0, 1415.0, 3976.0"
462,1301,NaN
463,1146,"1772.0, 3917.0"
464,1469,"3469.0, 1529.0, 3107.0, 3587.0"
465,830,NaN
466,325,"3915.0, 88.0, 877.0, 3349.0, 3259.0, 3914.0"
467,632,"3900.0, 1965.0, 3903.0, 4123.0, 3902.0"
468,1206,"1898.0, 3901.0, 3903.0, 2473.0, 914.0, 3900.0, 2586.0, 3910.0, 3911.0, 3905.0, 3902.0, 2469.0, 2464.0"
469,1058,1807.0
470,748,"2961.0, 3639.0"
471,810,"2091.0, 2632.0"
472,1492,"2951.0, 805.0"
473,322,1221.0
474,1248,1437.0
475,1391,"3941.0, 1775.0"
476,484,3639.0
477,603,581.0
478,406,"1261.0, 1910.0"
479,406,"461.0, 3704.0, 1021.0"
480,128,"1785.0, 3908.0, 4070.0"
481,648,"2653.0, 967.0, 302.0, 2732.0, 3150.0"
482,1045,364.0
483,82,"1402.0, 77.0"
484,782,"2412.0, 3918.0, 3900.0, 435.0, 3905.0, 3745.0, 3903.0, 1849.0, 3910.0, 1524.0"
485,78,"2690.0, 3224.0"
486,193,"2581.0, 3903.0, 1794.0, 3910.0, 3855.0, 3901.0, 1373.0, 2167.0, 1522.0, 3254.0, 1763.0, 3900.0, 3902.0, 1482.0, 2147.0"
487,839,3138.0
488,1280,"2897.0, 3413.0"
489,386,"1578.0, 2041.0, 1085.0, 3702.0, 3098.0, 1851.0, 268.0"
490,1475,NaN
491,539,"2207.0, 17.0, 1176.0, 732.0, 115.0, 3240.0"
492,1295,2519.0
493,495,"855.0, 3908.0, 4051.0"
494,5,1807.0
495,618,"3916.0, 1980.0"
496,782,"2863.0, 308.0, 3262.0, 1694.0, 1247.0, 2044.0"
497,408,1350.0
498,1080,"648.0, 1578.0, 1143.0, 1187.0"
499,1025,"2995.0, 3934.0, 3654.0, 3970.0"
500,635,"249.0, 399.0"
501,453,"2927.0, 3783.0, 478.0"
502,1383,"3240.0, 412.0, 1407.0, 2207.0, 1176.0"
503,1492,1424.0
504,222,NaN
505,560,"585.0, 2731.0, 2359.0"
506,618,"2612.0, 3047.0, 2738.0, 919.0, 3051.0, 3514.0, 2259.0, 3668.0, 2547.0, 109.0"
507,1411,"3935.0, 1060.0, 2104.0, 3936.0, 3268.0, 30.0, 3937.0"
508,107,NaN
509,322,"1394.0, 2435.0"
510,1246,1984.0
511,601,"705.0, 2476.0, 568.0"
512,322,NaN
513,322,1984.0
514,1023,"3478.0, 2032.0, 1085.0, 1184.0, 3262.0, 1578.0"
515,539,"1176.0, 2207.0, 3712.0, 1361.0, 1604.0"
516,906,2470.0
517,735,3107.0
518,703,"1174.0, 3173.0, 3625.0, 2806.0, 2872.0, 2389.0"
519,399,"2455.0, 3267.0, 1807.0"
520,1383,"691.0, 2004.0, 3422.0, 1088.0, 3639.0"
521,1366,"1763.0, 2834.0"
522,1445,"1330.0, 2209.0, 3283.0"
523,82,NaN
524,1306,"1755.0, 3262.0"
525,519,NaN
526,771,"2609.0, 2686.0"
527,873,"890.0, 1591.0"
528,1016,NaN
529,943,"2470.0, 2848.0"
530,408,NaN
531,1276,"3901.0, 169.0, 3040.0, 1879.0"
532,1150,"2995.0, 2810.0, 1000.0, 1878.0, 2005.0, 3654.0"
533,615,"1711.0, 2919.0"
534,1276,"855.0, 169.0, 3040.0, 1879.0"
535,203,2758.0
536,1379,"2682.0, 3078.0, 433.0"
537,933,"2603.0, 2790.0"
538,207,"3268.0, 30.0, 2104.0, 3937.0"
539,1376,"2569.0, 3994.0"
540,1038,"3903.0, 3901.0, 3086.0, 3902.0, 3910.0, 3900.0"
541,1054,"3948.0, 1772.0"
542,901,"1807.0, 3901.0, 3911.0, 3900.0, 3905.0"
543,1324,"1843.0, 2580.0, 3453.0, 2964.0"
544,365,3262.0
545,249,"491.0, 879.0"
546,1500,"3484.0, 3867.0, 862.0, 1793.0, 3395.0, 3457.0, 3625.0, 2722.0, 4281.0, 1921.0, 1591.0, 2872.0, 767.0, 2615.0"
547,1445,"3283.0, 1548.0, 2209.0, 3571.0"
548,1039,"3775.0, 4028.0"
549,82,2642.0
550,703,"1763.0, 2104.0, 795.0, 3937.0, 30.0, 3935.0, 4106.0"
551,16,NaN
552,839,"74.0, 4048.0, 747.0"
553,167,"3767.0, 2788.0, 3625.0"
554,1375,"178.0, 3625.0, 2872.0, 1013.0"
555,598,"3745.0, 1849.0"
556,362,"3254.0, 1405.0"
557,829,"3024.0, 4193.0"
558,831,"3916.0, 455.0, 1173.0, 836.0, 1043.0, 399.0"
559,646,"1343.0, 2675.0"
560,649,"3631.0, 1538.0, 2320.0, 152.0, 3346.0"
561,632,"4059.0, 1350.0, 3903.0, 3901.0, 3902.0, 921.0"
562,1368,"2942.0, 938.0"
563,356,"1801.0, 2773.0, 3214.0, 3799.0, 450.0, 1085.0"
564,950,NaN
565,1442,"178.0, 3625.0, 622.0, 925.0, 2617.0, 1046.0, 3280.0, 1176.0, 3483.0, 2453.0"
566,135,1980.0
567,1036,"1063.0, 1923.0"
568,1111,"2473.0, 3444.0, 547.0, 3900.0, 3905.0, 3915.0, 3903.0, 2470.0"
569,322,1022.0
570,454,1350.0
571,1513,2136.0
572,1163,"3107.0, 3469.0"
573,369,"2624.0, 2107.0"
574,174,"1794.0, 3254.0"
575,1023,"1085.0, 879.0, 491.0, 2874.0"
576,617,"1366.0, 3444.0, 3905.0"
577,1508,NaN
578,1111,"3900.0, 2716.0, 3910.0, 3911.0, 3903.0"
579,37,524.0
580,615,"3582.0, 464.0"
581,782,"2412.0, 720.0, 1430.0, 578.0"
582,1083,"71.0, 2951.0, 1675.0"
583,641,NaN
584,62,NaN
585,1366,2834.0
586,1126,"507.0, 3053.0, 4034.0, 2556.0, 2682.0, 3388.0, 2341.0, 777.0, 1124.0, 4106.0, 803.0, 3915.0, 476.0, 3499.0, 2389.0, 2508.0, 1986.0, 285.0, 3268.0, 1638.0, 1013.0, 990.0"
587,1324,"3694.0, 3912.0, 3523.0, 1617.0, 3543.0, 2346.0, 3625.0, 3914.0, 1760.0, 4116.0, 3915.0"
588,898,"1800.0, 1069.0"
589,843,"3901.0, 464.0"
590,547,NaN
591,147,"2995.0, 4243.0, 74.0"
592,571,"274.0, 656.0, 1807.0, 3834.0, 902.0, 3909.0, 1004.0, 855.0, 2890.0, 1759.0, 789.0, 3908.0"
593,1445,"2209.0, 3173.0, 2452.0, 2275.0, 3283.0"
594,203,NaN
595,406,"2325.0, 1789.0, 1138.0, 411.0, 1091.0, 3704.0"
596,1385,NaN
597,342,"3934.0, 1775.0, 4029.0"
598,745,"1711.0, 2919.0"
599,10,NaN
600,827,"3903.0, 3902.0, 3901.0, 3900.0, 3905.0, 3995.0, 3444.0, 1807.0"
601,1188,3639.0
602,653,"3391.0, 4070.0, 3595.0, 2029.0, 3909.0, 4011.0, 3150.0, 332.0, 3561.0, 855.0"
603,206,"74.0, 4255.0"
604,1232,"2389.0, 2872.0, 813.0, 3929.0, 1667.0, 3915.0, 3625.0, 303.0"
605,1125,"2636.0, 3136.0, 2197.0"
606,251,"1471.0, 454.0"
607,194,"146.0, 3702.0, 3150.0, 2041.0, 826.0, 1138.0, 1546.0, 681.0"
608,45,"3948.0, 4133.0, 1772.0"
609,615,"3903.0, 2942.0"
610,406,"461.0, 3704.0, 1093.0, 3604.0"
611,1039,NaN
612,514,"1636.0, 3170.0, 1955.0, 3267.0, 3836.0, 1874.0, 609.0, 3913.0, 3135.0"
613,540,NaN
614,322,NaN
615,239,"3827.0, 3838.0"
616,1025,"1053.0, 3591.0, 1402.0, 3322.0"
617,962,276.0
618,150,NaN
619,1445,"3283.0, 2209.0, 2470.0"
620,322,1221.0
621,322,NaN
622,1090,"2778.0, 163.0"
623,601,2476.0
624,406,"2091.0, 1421.0, 1732.0, 2555.0"
625,1111,136.0
626,322,3810.0
627,1111,"1874.0, 1277.0"
628,1411,"3900.0, 3986.0, 3268.0, 30.0, 3901.0, 1060.0, 3937.0, 2104.0"
629,604,1729.0
630,150,46.0
631,601,"3273.0, 2833.0"
632,258,"3262.0, 2032.0, 1083.0, 3378.0"
633,369,"3867.0, 3529.0, 2365.0, 3837.0, 2422.0, 1694.0, 12.0, 3024.0"
634,1015,"1184.0, 2833.0"
635,623,"1708.0, 390.0, 536.0"
636,314,"1288.0, 2866.0, 1098.0, 2451.0"
637,6,"47.0, 279.0, 1260.0"
638,310,NaN
639,359,NaN
640,791,"879.0, 1613.0, 2157.0"
641,1492,"805.0, 1560.0"
642,393,"2048.0, 1667.0"
643,643,"1138.0, 146.0"
644,157,"3625.0, 2085.0, 3459.0, 807.0"
645,1023,"3755.0, 1147.0, 1085.0, 1097.0, 668.0, 1578.0, 2790.0, 655.0, 702.0"
646,1156,"1835.0, 622.0, 3267.0"
647,1411,"3910.0, 3937.0, 2104.0, 3268.0, 1395.0, 3904.0"
648,880,NaN
649,441,"67.0, 2091.0"
650,239,NaN
651,1060,NaN
652,389,NaN
653,402,"813.0, 3961.0, 300.0"
654,1246,524.0
655,1366,NaN
656,1145,"4035.0, 3775.0"
657,402,981.0
658,1004,"487.0, 1235.0"
659,1006,"2942.0, 415.0"
