Index,revenue,original_title,cast
1008,348840316,The Lorax," Rob Riggle, Zac Efron,  Danny DeVito,  Taylor Swift,  Ed Helms"
1009,68263166,Moonrise Kingdom," Edward Norton,  Jared Gilman,  Bill Murray, Bruce Willis,  Kara Hayward"
1010,41037742,Dredd," Olivia Thirlby, Karl Urban,  Lena Headey,  Wood Harris,  Jason Cope"
1011,303025485,Battleship,"Taylor Kitsch,  Alexander SkarsgÃ¥rd,  Rihanna,  Tadanobu Asano,  Brooklyn Decker"
1012,441809770,Les MisÃ©rables," Sacha Baron Cohen,  Anne Hathaway,  Russell Crowe,  Amanda Seyfried, Hugh Jackman"
1013,183018522,Mirror Mirror," Armie Hammer,  Martin Klebba,  Lily Collins,  Nathan Lane, Julia Roberts"
1014,284139100,John Carter," CiarÃ¡n Hinds,  Mark Strong,  Willem Dafoe,  Lynn Collins, Taylor Kitsch"
1015,47042000,Looper," Paul Dano,  Noah Segan,  Bruce Willis,  Emily Blunt, Joseph Gordon-Levitt"
1016,829000000,The Twilight Saga: Breaking Dawn - Part 2," Taylor Lautner,  Robert Pattinson,  Elizabeth Reaser, Kristen Stewart,  Peter Facinelli"
1017,132820716,Zero Dark Thirty," Joel Edgerton,  Chris Pratt, Jessica Chastain,  Jason Clarke,  Mark Strong"
1018,33372606,Haywire," Michael Fassbender, Gina Carano,  Bill Paxton,  Ewan McGregor,  Channing Tatum"
1019,301000000,Wrath of the Titans,"Sam Worthington,  Ralph Fiennes,  Liam Neeson,  Edgar RamÃ­rez,  Rosamund Pike"
1020,140470746,Step Up Revolution," Megan Boone,  Jessica Guadix,  Ryan Guzman, Kathryn McCormick,  Stephen Boss"
1021,145000000,Chronicle," Michael Kelly,  Michael B. Jordan, Dane DeHaan,  Alex Russell,  Anna Wood"
1022,81272766,Act of Valor," Alexander Asefa,  Nestor Serrano, Roselyn SÃ¡nchez,  Emilio Rivera,  Gonzalo Menendez"
1023,358375603,Hotel Transylvania," David Spade, Adam Sandler,  Kevin James,  Selena Gomez,  Steve Buscemi"
1024,48126384,End of Watch," Michael PeÃ±a, Jake Gyllenhaal,  Anna Kendrick,  Natalie Martinez,  David Harbour"
1025,79700000,What to Expect When You're Expecting," Brooklyn Decker,  Jennifer Lopez,  Elizabeth Banks, Cameron Diaz,  Anna Kendrick"
1026,179379533,The Dictator," Aasif Mandvi,  Sayed Badreya,  Megan Fox, Sacha Baron Cohen,  Anna Faris"
1027,100000000,Project X," Dax Flame,  Kirby Bliss Blanton,  Thomas Mann,  Jonathan Daniel Brown, Oliver Cooper"
1028,63100000,Contraband,"Mark Wahlberg,  Kate Beckinsale,  Ben Foster,  Giovanni Ribisi,  J.K. Simmons"
1029,746921274,Madagascar 3: Europe's Most Wanted," Chris Rock, Ben Stiller,  Frances McDormand,  David Schwimmer,  Sacha Baron Cohen"
1030,53676580,Lawless," Guy Pearce,  Jessica Chastain,  Mia Wasikowska,  Tom Hardy, Shia LaBeouf"
1031,29657751,The Raven," Brendan Gleeson,  Kevin McNally,  Alice Eve, John Cusack,  Luke Evans"
1032,59418613,Rock of Ages,"Tom Cruise,  Bryan Cranston,  Diego Boneta,  Alec Baldwin,  Julianne Hough"
1033,2106557,Stolen,"Nicolas Cage,  Danny Huston,  Josh Lucas,  Malin Ã…kerman,  Sami Gayle"
1034,118338361,The Pirates! In an Adventure with Scientists!," Salma Hayek,  Jeremy Piven,  Brian Blessed,  Brendan Gleeson, Hugh Grant"
1035,28258060,The Master," Jesse Plemons, Joaquin Phoenix,  Amy Adams,  Laura Dern,  Philip Seymour Hoffman"
1036,53909751,The Five-Year Engagement," Jason Segel,  Chris Pratt,  Rhys Ifans, Emily Blunt,  Alison Brie"
1037,88058786,This Is 40," Jason Segel,  Leslie Mann,  Megan Fox,  Maude Apatow, Paul Rudd"
1038,32204030,Lockout," Lennie James,  Maggie Grace,  Joseph Gilgun, Guy Pearce,  Peter Stormare"
1039,24159934,Wanderlust,"Paul Rudd,  Lauren Ambrose,  Jennifer Aniston,  Malin Ã…kerman,  Justin Theroux"
1040,127730736,The Woman in Black," Sidney Johnston,  Mary Stockley,  CiarÃ¡n Hinds,  Alisa Khazanova, Daniel Radcliffe"
1041,81491068,Frankenweenie," Catherine O'Hara,  Martin Short, Charlie Tahan,  Winona Ryder,  Martin Landau"
1042,58058367,That's My Boy," Susan Sarandon,  Leighton Meester, Adam Sandler,  Andy Samberg,  Eva Amurri Martino"
1043,208076205,Safe House," Brendan Gleeson,  Joel Kinnaman, Denzel Washington,  Vera Farmiga,  Ryan Reynolds"
1044,47000000,Savages," Taylor Kitsch,  Salma Hayek,  Benicio del Toro, Blake Lively,  Aaron Taylor-Johnson"
1045,46221189,Man on a Ledge," Jamie Bell, Sam Worthington,  Elizabeth Banks,  Ed Harris,  Edward Burns"
1046,19422261,Seven Psychopaths," Woody Harrelson,  Sam Rockwell,  Christopher Walken,  Abbie Cornish, Colin Farrell"
1047,24719215,Big Miracle," Dermot Mulroney,  Kristen Bell,  John Krasinski, Drew Barrymore,  Vinessa Shaw"
1048,3428048,Disconnect," Michael Nyqvist, Jason Bateman,  Frank Grillo,  Paula Patton,  Hope Davis"
1049,12434778,People Like Us," Elizabeth Banks, Chris Pine,  Michelle Pfeiffer,  Mark Duplass,  Olivia Wilde"
1050,8493728,Piranha 3DD," David Koechner, Danielle Panabaker,  Jean-Luc Bilodeau,  Katrina Bowden,  Matt Bush"
1051,85446075,The Possession," Kyra Sedgwick,  Natasha Calis, Jeffrey Dean Morgan,  Madison Davenport,  Rob LaBelle"
1052,52302796,Silent Hill: Revelation 3D,"Adelaide Clemens,  Radha Mitchell,  Sean Bean,  Carrie-Anne Moss,  Kit Harington"
1053,37930465,Killing Them Softly," Ben Mendelsohn,  Ray Liotta,  James Gandolfini, Brad Pitt,  Scoot McNairy"
1054,16863583,The Cold Light of Day," Sigourney Weaver,  VerÃ³nica Echegui,  Caroline Goodall, Henry Cavill,  Bruce Willis"
1055,35485056,Arbitrage," Susan Sarandon,  Tim Roth, Richard Gere,  Monica Raymund,  Brit Marling"
1056,44806783,Red Dawn," Isabel Lucas,  Adrianne Palicki, Chris Hemsworth,  Jeffrey Dean Morgan,  Josh Hutcherson"
1057,54819301,The Three Stooges," Chris Diamantopoulos,  Jane Lynch,  SofÃ­a Vergara, Sean Hayes,  Will Sasso"
1058,114281051,Hope Springs," Tommy Lee Jones,  Marin Ireland, Meryl Streep,  Jean Smart,  Steve Carell"
1059,22044277,A Thousand Words," Cliff Curtis, Eddie Murphy,  Kerry Washington,  Clark Duke,  Allison Janney"
1060,30353232,Alex Cross," Jean Reno,  Rachel Nichols,  Giancarlo Esposito, Tyler Perry,  Matthew Fox"
1061,36893721,One for the Money," John Leguizamo,  Sherri Shepherd, Katherine Heigl,  Debbie Reynolds,  Patrick Fischler"
1062,59520298,Quartet," Michael Gambon, Maggie Smith,  Tom Courtenay,  Pauline Collins,  Billy Connolly"
1063,107139399,ParaNorman," Casey Affleck,  Jodelle Ferland,  Tucker Albrizzi,  Anna Kendrick, Kodi Smit-McPhee"
1064,8138788,Promised Land," Lucas Black,  Frances McDormand,  Rosemarie DeWitt,  John Krasinski, Matt Damon"
1065,77112176,Diary of a Wimpy Kid: Dog Days,"Devon Bostick,  Peyton List,  Zachary Gordon,  Rachael Harris,  Steve Zahn"
1066,9622846,For Greater Glory - The True Story of Cristiada," RubÃ©n Blades,  Andy GarcÃ­a,  Peter O'Toole, Eva Longoria,  Oscar Isaac"
1067,50365377,Red Tails," David Oyelowo, Bryan Cranston,  Terrence Howard,  Cuba Gooding Jr.,  Daniela Ruah"
1068,11417362,Fun Size," Josh Pence, Victoria Justice,  Chelsea Handler,  Jane Levy,  Jackson Nicoll"
1069,31083599,Premium Rush,"Joseph Gordon-Levitt,  Michael Shannon,  WolÃ© Parks,  Jamie Chung,  Dania Ramirez"
1070,13231461,The Words,"Bradley Cooper,  Zoe Saldana,  Jeremy Irons,  Dennis Quaid,  Olivia Wilde"
1071,142817992,Paranormal Activity 4," Sprague Grayden,  Brady Allen,  Matt Shively, Katie Featherston,  Kathryn Newton"
1072,8784318,On the Road," Kirsten Dunst,  Garrett Hedlund,  Tom Sturridge, Kristen Stewart,  Sam Riley"
1073,119772232,Parental Guidance," Marisa Tomei,  Bailee Madison,  Tom Everett Scott, Billy Crystal,  Bette Midler"
1074,96070507,Think Like a Man,"Michael Ealy,  Jerry Ferrara,  Kevin Hart,  Regina Hall,  Meagan Good"
1075,4636169,Fire with Fire," 50 Cent,  Rosario Dawson,  Josh Duhamel,  Vincent D'Onofrio, Bruce Willis"
1076,9627492,The Apparition," Tom Felton, Ashley Greene,  Julianna Guill,  Sebastian Stan,  Luke Pasqualino"
1077,6063556,Cosmopolis," Samantha Morton, Robert Pattinson,  Sarah Gadon,  Juliette Binoche,  Paul Giamatti"
1078,240159255,Resident Evil: Retribution,"Milla Jovovich,  Michelle Rodriguez,  Aryana Engineer,  Li Bingbing,  Sienna Guillory"
1079,24637469,Sparkle,"Whitney Houston,  Carmen Ejogo,  Mike Epps,  Cee Lo Green,  Derek Luke"
1080,32726956,Katy Perry: Part of Me," Shannon Woodward,  Rachael Markarian, Katy Perry,  Russell Brand,  Mia Moretti"
