Index,cast,revenue,original_title
1052, Kit Harington,52302796,Silent Hill: Revelation 3D
1043, Vera Farmiga,208076205,Safe House
1036, Alison Brie,53909751,The Five-Year Engagement
1073, Bette Midler,119772232,Parental Guidance
1050, Jean-Luc Bilodeau,8493728,Piranha 3DD
1049, Michelle Pfeiffer,12434778,People Like Us
991, Josh Hutcherson,691210692,The Hunger Games
1030, Mia Wasikowska,53676580,Lawless
1072,Kristen Stewart,8784318,On the Road
1076, Sebastian Stan,9627492,The Apparition
1001,Kristen Connolly,66486080,The Cabin in the Woods
998, Bryan Cranston,232324128,Argo
1014, Willem Dafoe,284139100,John Carter
981, Charlize Theron,396600000,Snow White and the Huntsman
1077, Sarah Gadon,6063556,Cosmopolis
1025, Jennifer Lopez,79700000,What to Expect When You're Expecting
1020, Stephen Boss,140470746,Step Up Revolution
1079, Carmen Ejogo,24637469,Sparkle
1028, Ben Foster,63100000,Contraband
1024, David Harbour,48126384,End of Watch
1080, Shannon Woodward,32726956,Katy Perry: Part of Me
1033,Nicolas Cage,2106557,Stolen
1071, Kathryn Newton,142817992,Paranormal Activity 4
1041, Martin Short,81491068,Frankenweenie
1069, Dania Ramirez,31083599,Premium Rush
1027, Jonathan Daniel Brown,100000000,Project X
989, Skylar Astin,115350426,Pitch Perfect
1065, Peyton List,77112176,Diary of a Wimpy Kid: Dog Days
981, Chris Hemsworth,396600000,Snow White and the Huntsman
1048, Michael Nyqvist,3428048,Disconnect
1002,Chris Pine,306941670,Rise of the Guardians
975, Stacy Keach,276572938,The Bourne Legacy
976, Cate Blanchett,1017003568,The Hobbit: An Unexpected Journey
1070, Olivia Wilde,13231461,The Words
1018, Bill Paxton,33372606,Haywire
1041, Winona Ryder,81491068,Frankenweenie
1056, Jeffrey Dean Morgan,44806783,Red Dawn
974, Ralph Fiennes,1108561013,Skyfall
1058,Meryl Streep,114281051,Hope Springs
1015, Noah Segan,47042000,Looper
1006, Anthony Mackie,112265139,Abraham Lincoln: Vampire Hunter
1059,Eddie Murphy,22044277,A Thousand Words
1034, Brendan Gleeson,118338361,The Pirates! In an Adventure with Scientists!
1023, Selena Gomez,358375603,Hotel Transylvania
1010,Karl Urban,41037742,Dredd
1050, Matt Bush,8493728,Piranha 3DD
1042, Andy Samberg,58058367,That's My Boy
1022, Gonzalo Menendez,81272766,Act of Valor
1053, Ray Liotta,37930465,Killing Them Softly
1017, Mark Strong,132820716,Zero Dark Thirty
1000, Alex Pettyfer,167221571,Magic Mike
1039, Lauren Ambrose,24159934,Wanderlust
1054, Bruce Willis,16863583,The Cold Light of Day
1046, Sam Rockwell,19422261,Seven Psychopaths
1056, Josh Hutcherson,44806783,Red Dawn
978, Jennifer Lawrence,205738714,Silver Linings Playbook
1041, Martin Landau,81491068,Frankenweenie
1074,Michael Ealy,96070507,Think Like a Man
1026, Megan Fox,179379533,The Dictator
972, Anne Hathaway,1081041287,The Dark Knight Rises
1011, Brooklyn Decker,303025485,Battleship
1023,Adam Sandler,358375603,Hotel Transylvania
981,Kristen Stewart,396600000,Snow White and the Huntsman
1019, Rosamund Pike,301000000,Wrath of the Titans
989,Anna Kendrick,115350426,Pitch Perfect
1077, Juliette Binoche,6063556,Cosmopolis
990, Josh Brolin,624026776,Men in Black 3
999, Thomas Ian Nicholas,234989584,American Reunion
996, Jackie Earle Haley,245527149,Dark Shadows
995, Famke Janssen,376141306,Taken 2
1075,Bruce Willis,4636169,Fire with Fire
986, Werner Herzog,218340595,Jack Reacher
1062, Michael Gambon,59520298,Quartet
1040,Daniel Radcliffe,127730736,The Woman in Black
1042, Susan Sarandon,58058367,That's My Boy
1043,Denzel Washington,208076205,Safe House
1042,Adam Sandler,58058367,That's My Boy
1038, Joseph Gilgun,32204030,Lockout
1059, Kerry Washington,22044277,A Thousand Words
1036, Jason Segel,53909751,The Five-Year Engagement
970, Chris Hemsworth,1519557910,The Avengers
975,Jeremy Renner,276572938,The Bourne Legacy
990, Michael Stuhlbarg,624026776,Men in Black 3
1052, Carrie-Anne Moss,52302796,Silent Hill: Revelation 3D
1034, Salma Hayek,118338361,The Pirates! In an Adventure with Scientists!
1069, WolÃ© Parks,31083599,Premium Rush
1069,Joseph Gordon-Levitt,31083599,Premium Rush
1026,Sacha Baron Cohen,179379533,The Dictator
1042, Eva Amurri Martino,58058367,That's My Boy
1079, Derek Luke,24637469,Sparkle
1064, Rosemarie DeWitt,8138788,Promised Land
1040, Sidney Johnston,127730736,The Woman in Black
970, Mark Ruffalo,1519557910,The Avengers
1025, Brooklyn Decker,79700000,What to Expect When You're Expecting
1004,Dwayne Johnson,355692760,Journey 2: The Mysterious Island
1055,Richard Gere,35485056,Arbitrage
1075, Josh Duhamel,4636169,Fire with Fire
1006, Dominic Cooper,112265139,Abraham Lincoln: Vampire Hunter
1071, Matt Shively,142817992,Paranormal Activity 4
1019, Edgar RamÃ­rez,301000000,Wrath of the Titans
1018, Channing Tatum,33372606,Haywire
1017,Jessica Chastain,132820716,Zero Dark Thirty
985, Mila Kunis,549368315,Ted
1005, Catherine Chan,40346186,Safe
980, Emma Thompson,538983207,Brave
1078, Sienna Guillory,240159255,Resident Evil: Retribution
1002, Jude Law,306941670,Rise of the Guardians
1071, Sprague Grayden,142817992,Paranormal Activity 4
1020,Kathryn McCormick,140470746,Step Up Revolution
1030, Jessica Chastain,53676580,Lawless
984, Ray Romano,877244782,Ice Age: Continental Drift
979, Martin Sheen,752215857,The Amazing Spider-Man
1018, Ewan McGregor,33372606,Haywire
1015, Paul Dano,47042000,Looper
1035, Philip Seymour Hoffman,28258060,The Master
1062,Maggie Smith,59520298,Quartet
1022,Roselyn SÃ¡nchez,81272766,Act of Valor
1063,Kodi Smit-McPhee,107139399,ParaNorman
1078, Michelle Rodriguez,240159255,Resident Evil: Retribution
970, Chris Evans,1519557910,The Avengers
972, Michael Caine,1081041287,The Dark Knight Rises
1070, Jeremy Irons,13231461,The Words
1048, Frank Grillo,3428048,Disconnect
1080, Rachael Markarian,32726956,Katy Perry: Part of Me
976, Andy Serkis,1017003568,The Hobbit: An Unexpected Journey
970,Robert Downey Jr.,1519557910,The Avengers
1007, James Kidnie,8106475,Upside Down
1063, Casey Affleck,107139399,ParaNorman
1066, Oscar Isaac,9622846,For Greater Glory - The True Story of Cristiada
1010, Wood Harris,41037742,Dredd
1031, Alice Eve,29657751,The Raven
1062, Tom Courtenay,59520298,Quartet
1060,Tyler Perry,30353232,Alex Cross
1008, Taylor Swift,348840316,The Lorax
994, Jason Statham,312573423,The Expendables 2
1039, Jennifer Aniston,24159934,Wanderlust
1031, Kevin McNally,29657751,The Raven
984, Denis Leary,877244782,Ice Age: Continental Drift
1033, Malin Ã…kerman,2106557,Stolen
1003, Jessica Lange,196114570,The Vow
1047, Kristen Bell,24719215,Big Miracle
1059, Clark Duke,22044277,A Thousand Words
1054, Caroline Goodall,16863583,The Cold Light of Day
1028, J.K. Simmons,63100000,Contraband
1022, Nestor Serrano,81272766,Act of Valor
1009, Edward Norton,68263166,Moonrise Kingdom
1007, Timothy Spall,8106475,Upside Down
1012, Anne Hathaway,441809770,Les MisÃ©rables
998, Alan Arkin,232324128,Argo
1040, Alisa Khazanova,127730736,The Woman in Black
984, Seann William Scott,877244782,Ice Age: Continental Drift
1041, Catherine O'Hara,81491068,Frankenweenie
1023, David Spade,358375603,Hotel Transylvania
1029,Ben Stiller,746921274,Madagascar 3: Europe's Most Wanted
997, Ezra Miller,33400000,The Perks of Being a Wallflower
1037, Jason Segel,88058786,This Is 40
971, Michael Ealy,132400000,Underworld: Awakening
1072, Garrett Hedlund,8784318,On the Road
1020, Ryan Guzman,140470746,Step Up Revolution
1029, Sacha Baron Cohen,746921274,Madagascar 3: Europe's Most Wanted
988, Jack McBrayer,471222889,Wreck-It Ralph
1005, Chris Sarandon,40346186,Safe
1037, Megan Fox,88058786,This Is 40
993, Jim Sturgess,130482868,Cloud Atlas
1071, Brady Allen,142817992,Paranormal Activity 4
1013, Armie Hammer,183018522,Mirror Mirror
980,Kelly Macdonald,538983207,Brave
1013,Julia Roberts,183018522,Mirror Mirror
1007, Jim Sturgess,8106475,Upside Down
1023, Steve Buscemi,358375603,Hotel Transylvania
1052, Radha Mitchell,52302796,Silent Hill: Revelation 3D
992, Jessica Biel,198802074,Total Recall
1022, Alexander Asefa,81272766,Act of Valor
1026, Sayed Badreya,179379533,The Dictator
1025, Anna Kendrick,79700000,What to Expect When You're Expecting
1061, Sherri Shepherd,36893721,One for the Money
985, Giovanni Ribisi,549368315,Ted
1034,Hugh Grant,118338361,The Pirates! In an Adventure with Scientists!
1007, Heidi Hawkins,8106475,Upside Down
1042, Leighton Meester,58058367,That's My Boy
984, Chris Wedge,877244782,Ice Age: Continental Drift
987, Oaklee Pendergast,180274123,Lo imposible
1065, Rachael Harris,77112176,Diary of a Wimpy Kid: Dog Days
998, John Goodman,232324128,Argo
1001, Fran Kranz,66486080,The Cabin in the Woods
1052, Sean Bean,52302796,Silent Hill: Revelation 3D
1047, Vinessa Shaw,24719215,Big Miracle
977,Noomi Rapace,403170142,Prometheus
983, Irrfan Khan,609016565,Life of Pi
997,Logan Lerman,33400000,The Perks of Being a Wallflower
1060, Jean Reno,30353232,Alex Cross
999, Alyson Hannigan,234989584,American Reunion
1075, Rosario Dawson,4636169,Fire with Fire
999,Jason Biggs,234989584,American Reunion
1001, Jesse Williams,66486080,The Cabin in the Woods
1048, Paula Patton,3428048,Disconnect
996, Michelle Pfeiffer,245527149,Dark Shadows
1065, Steve Zahn,77112176,Diary of a Wimpy Kid: Dog Days
984,John Leguizamo,877244782,Ice Age: Continental Drift
1076, Tom Felton,9627492,The Apparition
1063, Jodelle Ferland,107139399,ParaNorman
987,Naomi Watts,180274123,Lo imposible
1057,Sean Hayes,54819301,The Three Stooges
1028,Mark Wahlberg,63100000,Contraband
973, Leonardo DiCaprio,425368238,Django Unchained
971,Kate Beckinsale,132400000,Underworld: Awakening
1055, Susan Sarandon,35485056,Arbitrage
1046, Woody Harrelson,19422261,Seven Psychopaths
1055, Brit Marling,35485056,Arbitrage
1050, Katrina Bowden,8493728,Piranha 3DD
995,Liam Neeson,376141306,Taken 2
1008, Danny DeVito,348840316,The Lorax
1017, Chris Pratt,132820716,Zero Dark Thirty
974,Daniel Craig,1108561013,Skyfall
1059, Cliff Curtis,22044277,A Thousand Words
1068, Jane Levy,11417362,Fun Size
1036,Emily Blunt,53909751,The Five-Year Engagement
993, Jim Broadbent,130482868,Cloud Atlas
1001, Chris Hemsworth,66486080,The Cabin in the Woods
1016, Elizabeth Reaser,829000000,The Twilight Saga: Breaking Dawn - Part 2
1035, Amy Adams,28258060,The Master
1024, Michael PeÃ±a,48126384,End of Watch
1016, Peter Facinelli,829000000,The Twilight Saga: Breaking Dawn - Part 2
1014, Lynn Collins,284139100,John Carter
994, Arnold Schwarzenegger,312573423,The Expendables 2
973,Jamie Foxx,425368238,Django Unchained
1038, Maggie Grace,32204030,Lockout
996, Jonny Lee Miller,245527149,Dark Shadows
1060, Rachel Nichols,30353232,Alex Cross
1039,Paul Rudd,24159934,Wanderlust
1057, SofÃ­a Vergara,54819301,The Three Stooges
1003, Sam Neill,196114570,The Vow
1032, Alec Baldwin,59418613,Rock of Ages
982, Jonah Hill,201585328,21 Jump Street
997, Nina Dobrev,33400000,The Perks of Being a Wallflower
986, Richard Jenkins,218340595,Jack Reacher
983, Adil Hussain,609016565,Life of Pi
974, Javier Bardem,1108561013,Skyfall
1037, Maude Apatow,88058786,This Is 40
1018,Gina Carano,33372606,Haywire
976, Richard Armitage,1017003568,The Hobbit: An Unexpected Journey
1078, Aryana Engineer,240159255,Resident Evil: Retribution
1011, Tadanobu Asano,303025485,Battleship
1015, Emily Blunt,47042000,Looper
994, Bruce Willis,312573423,The Expendables 2
1027, Thomas Mann,100000000,Project X
1065,Devon Bostick,77112176,Diary of a Wimpy Kid: Dog Days
1009, Bill Murray,68263166,Moonrise Kingdom
1041,Charlie Tahan,81491068,Frankenweenie
971, Theo James,132400000,Underworld: Awakening
1036, Chris Pratt,53909751,The Five-Year Engagement
1011, Alexander SkarsgÃ¥rd,303025485,Battleship
1017, Joel Edgerton,132820716,Zero Dark Thirty
1055, Tim Roth,35485056,Arbitrage
994,Sylvester Stallone,312573423,The Expendables 2
1026, Anna Faris,179379533,The Dictator
995, Rade Serbedzija,376141306,Taken 2
1074, Kevin Hart,96070507,Think Like a Man
1080, Russell Brand,32726956,Katy Perry: Part of Me
1006, Mary Elizabeth Winstead,112265139,Abraham Lincoln: Vampire Hunter
1064, Lucas Black,8138788,Promised Land
979, Emma Stone,752215857,The Amazing Spider-Man
1005, Robert John Burke,40346186,Safe
972, Tom Hardy,1081041287,The Dark Knight Rises
1027, Dax Flame,100000000,Project X
1031, Brendan Gleeson,29657751,The Raven
1019, Liam Neeson,301000000,Wrath of the Titans
1029, Frances McDormand,746921274,Madagascar 3: Europe's Most Wanted
1006, Rufus Sewell,112265139,Abraham Lincoln: Vampire Hunter
1066,Eva Longoria,9622846,For Greater Glory - The True Story of Cristiada
1030, Tom Hardy,53676580,Lawless
1039, Justin Theroux,24159934,Wanderlust
1016, Taylor Lautner,829000000,The Twilight Saga: Breaking Dawn - Part 2
1014, CiarÃ¡n Hinds,284139100,John Carter
986, Rosamund Pike,218340595,Jack Reacher
1068, Chelsea Handler,11417362,Fun Size
979, Denis Leary,752215857,The Amazing Spider-Man
1056, Isabel Lucas,44806783,Red Dawn
1067,Bryan Cranston,50365377,Red Tails
991, Woody Harrelson,691210692,The Hunger Games
992,Colin Farrell,198802074,Total Recall
1033, Josh Lucas,2106557,Stolen
990, Tommy Lee Jones,624026776,Men in Black 3
982, Ellie Kemper,201585328,21 Jump Street
1067, Daniela Ruah,50365377,Red Tails
1058, Steve Carell,114281051,Hope Springs
1065, Zachary Gordon,77112176,Diary of a Wimpy Kid: Dog Days
1045, Ed Harris,46221189,Man on a Ledge
985,Mark Wahlberg,549368315,Ted
1020, Jessica Guadix,140470746,Step Up Revolution
1063, Tucker Albrizzi,107139399,ParaNorman
1074, Jerry Ferrara,96070507,Think Like a Man
993, Hugo Weaving,130482868,Cloud Atlas
1077, Samantha Morton,6063556,Cosmopolis
1010, Lena Headey,41037742,Dredd
973, Kerry Washington,425368238,Django Unchained
1044, Benicio del Toro,47000000,Savages
1011, Rihanna,303025485,Battleship
1051, Natasha Calis,85446075,The Possession
1008,Zac Efron,348840316,The Lorax
1080,Katy Perry,32726956,Katy Perry: Part of Me
1025,Cameron Diaz,79700000,What to Expect When You're Expecting
985, Joel McHale,549368315,Ted
1050,Danielle Panabaker,8493728,Piranha 3DD
1014, Mark Strong,284139100,John Carter
1046, Abbie Cornish,19422261,Seven Psychopaths
998, Victor Garber,232324128,Argo
979, Rhys Ifans,752215857,The Amazing Spider-Man
978, Jacki Weaver,205738714,Silver Linings Playbook
1058, Tommy Lee Jones,114281051,Hope Springs
1079,Whitney Houston,24637469,Sparkle
971, Stephen Rea,132400000,Underworld: Awakening
1022, Emilio Rivera,81272766,Act of Valor
1057, Will Sasso,54819301,The Three Stooges
1033, Sami Gayle,2106557,Stolen
1078,Milla Jovovich,240159255,Resident Evil: Retribution
1057, Chris Diamantopoulos,54819301,The Three Stooges
1051, Kyra Sedgwick,85446075,The Possession
1043, Joel Kinnaman,208076205,Safe House
1056, Adrianne Palicki,44806783,Red Dawn
978, Chris Tucker,205738714,Silver Linings Playbook
1038, Lennie James,32204030,Lockout
978, Robert De Niro,205738714,Silver Linings Playbook
1019, Ralph Fiennes,301000000,Wrath of the Titans
982,Channing Tatum,201585328,21 Jump Street
1064,Matt Damon,8138788,Promised Land
1053, Ben Mendelsohn,37930465,Killing Them Softly
995, Luke Grimes,376141306,Taken 2
985, Seth MacFarlane,549368315,Ted
1049, Mark Duplass,12434778,People Like Us
980, Billy Connolly,538983207,Brave
1002, Hugh Jackman,306941670,Rise of the Guardians
996, Helena Bonham Carter,245527149,Dark Shadows
1027, Kirby Bliss Blanton,100000000,Project X
1049, Elizabeth Banks,12434778,People Like Us
975, Scott Glenn,276572938,The Bourne Legacy
1045, Edward Burns,46221189,Man on a Ledge
1062, Billy Connolly,59520298,Quartet
1051, Madison Davenport,85446075,The Possession
1073, Marisa Tomei,119772232,Parental Guidance
992, Bryan Cranston,198802074,Total Recall
1046,Colin Farrell,19422261,Seven Psychopaths
1021,Dane DeHaan,145000000,Chronicle
1004, Kristin Davis,355692760,Journey 2: The Mysterious Island
975, Rachel Weisz,276572938,The Bourne Legacy
1067, David Oyelowo,50365377,Red Tails
991, Elizabeth Banks,691210692,The Hunger Games
1030,Shia LaBeouf,53676580,Lawless
1001, Anna Hutchison,66486080,The Cabin in the Woods
988, Jamie Elman,471222889,Wreck-It Ralph
1060, Giancarlo Esposito,30353232,Alex Cross
1061, John Leguizamo,36893721,One for the Money
998,Ben Affleck,232324128,Argo
1003, Scott Speedman,196114570,The Vow
1044,Blake Lively,47000000,Savages
1057, Jane Lynch,54819301,The Three Stooges
1066, RubÃ©n Blades,9622846,For Greater Glory - The True Story of Cristiada
1030, Guy Pearce,53676580,Lawless
1008, Ed Helms,348840316,The Lorax
1020, Megan Boone,140470746,Step Up Revolution
1058, Marin Ireland,114281051,Hope Springs
1068, Josh Pence,11417362,Fun Size
1012, Russell Crowe,441809770,Les MisÃ©rables
974, Judi Dench,1108561013,Skyfall
986, David Oyelowo,218340595,Jack Reacher
1039, Malin Ã…kerman,24159934,Wanderlust
1028, Giovanni Ribisi,63100000,Contraband
1072, Tom Sturridge,8784318,On the Road
1052,Adelaide Clemens,52302796,Silent Hill: Revelation 3D
990, Emma Thompson,624026776,Men in Black 3
1013, Martin Klebba,183018522,Mirror Mirror
1035, Laura Dern,28258060,The Master
1002, Isla Fisher,306941670,Rise of the Guardians
1045,Sam Worthington,46221189,Man on a Ledge
1021, Anna Wood,145000000,Chronicle
1021, Michael B. Jordan,145000000,Chronicle
1024, Natalie Martinez,48126384,End of Watch
987, Samuel Joslin,180274123,Lo imposible
992, Bill Nighy,198802074,Total Recall
1000, Cody Horn,167221571,Magic Mike
1069, Jamie Chung,31083599,Premium Rush
1054, VerÃ³nica Echegui,16863583,The Cold Light of Day
1076, Julianna Guill,9627492,The Apparition
982, Brie Larson,201585328,21 Jump Street
1047, Dermot Mulroney,24719215,Big Miracle
1050, David Koechner,8493728,Piranha 3DD
1076,Ashley Greene,9627492,The Apparition
1021, Michael Kelly,145000000,Chronicle
1071,Katie Featherston,142817992,Paranormal Activity 4
975, Edward Norton,276572938,The Bourne Legacy
1026, Aasif Mandvi,179379533,The Dictator
1049,Chris Pine,12434778,People Like Us
1005, James Hong,40346186,Safe
993,Tom Hanks,130482868,Cloud Atlas
989, Anna Camp,115350426,Pitch Perfect
1053, Scoot McNairy,37930465,Killing Them Softly
1013, Nathan Lane,183018522,Mirror Mirror
991,Jennifer Lawrence,691210692,The Hunger Games
973, Christoph Waltz,425368238,Django Unchained
1079, Cee Lo Green,24637469,Sparkle
1068, Jackson Nicoll,11417362,Fun Size
1006,Benjamin Walker,112265139,Abraham Lincoln: Vampire Hunter
1054, Sigourney Weaver,16863583,The Cold Light of Day
996,Johnny Depp,245527149,Dark Shadows
983, Ayush Tandon,609016565,Life of Pi
1016,Kristen Stewart,829000000,The Twilight Saga: Breaking Dawn - Part 2
1079, Mike Epps,24637469,Sparkle
1034, Jeremy Piven,118338361,The Pirates! In an Adventure with Scientists!
1029, David Schwimmer,746921274,Madagascar 3: Europe's Most Wanted
987, Tom Holland,180274123,Lo imposible
1024, Anna Kendrick,48126384,End of Watch
1066, Andy GarcÃ­a,9622846,For Greater Glory - The True Story of Cristiada
