Index,revenue,original_title,cast
1006,112265139,Abraham Lincoln: Vampire Hunter," Anthony Mackie,  Dominic Cooper,  Mary Elizabeth Winstead,  Rufus Sewell, Benjamin Walker"
1007,8106475,Upside Down,"Kirsten Dunst,  James Kidnie,  Timothy Spall,  Jim Sturgess,  Heidi Hawkins"
1008,348840316,The Lorax," Rob Riggle,  Taylor Swift,  Danny DeVito, Zac Efron,  Ed Helms"
1009,68263166,Moonrise Kingdom,"Bruce Willis,  Kara Hayward,  Jared Gilman,  Edward Norton,  Bill Murray"
1010,41037742,Dredd," Olivia Thirlby, Karl Urban,  Wood Harris,  Lena Headey"
1011,303025485,Battleship,"Taylor Kitsch,  Brooklyn Decker,  Tadanobu Asano,  Alexander SkarsgÃ¥rd,  Rihanna"
1012,441809770,Les MisÃ©rables," Amanda Seyfried, Hugh Jackman,  Anne Hathaway,  Russell Crowe"
1013,183018522,Mirror Mirror," Lily Collins,  Armie Hammer, Julia Roberts,  Martin Klebba,  Nathan Lane"
1014,284139100,John Carter,"Taylor Kitsch,  Willem Dafoe,  Lynn Collins,  CiarÃ¡n Hinds,  Mark Strong"
1015,47042000,Looper," Bruce Willis, Joseph Gordon-Levitt,  Noah Segan,  Paul Dano,  Emily Blunt"
1016,829000000,The Twilight Saga: Breaking Dawn - Part 2," Robert Pattinson,  Elizabeth Reaser,  Peter Facinelli,  Taylor Lautner, Kristen Stewart"
1017,132820716,Zero Dark Thirty," Jason Clarke,  Mark Strong, Jessica Chastain,  Chris Pratt,  Joel Edgerton"
1018,33372606,Haywire," Michael Fassbender,  Bill Paxton,  Channing Tatum,  Ewan McGregor, Gina Carano"
1019,301000000,Wrath of the Titans,"Sam Worthington,  Rosamund Pike,  Edgar RamÃ­rez,  Liam Neeson,  Ralph Fiennes"
1020,140470746,Step Up Revolution," Stephen Boss, Kathryn McCormick,  Ryan Guzman,  Jessica Guadix,  Megan Boone"
1021,145000000,Chronicle," Alex Russell, Dane DeHaan,  Anna Wood,  Michael B. Jordan,  Michael Kelly"
1022,81272766,Act of Valor," Gonzalo Menendez, Roselyn SÃ¡nchez,  Nestor Serrano,  Alexander Asefa,  Emilio Rivera"
1023,358375603,Hotel Transylvania," Kevin James,  Selena Gomez, Adam Sandler,  David Spade,  Steve Buscemi"
1024,48126384,End of Watch,"Jake Gyllenhaal,  David Harbour,  Michael PeÃ±a,  Natalie Martinez,  Anna Kendrick"
1025,79700000,What to Expect When You're Expecting," Elizabeth Banks,  Jennifer Lopez,  Brooklyn Decker,  Anna Kendrick, Cameron Diaz"
1026,179379533,The Dictator," Megan Fox, Sacha Baron Cohen,  Sayed Badreya,  Anna Faris,  Aasif Mandvi"
1027,100000000,Project X,"Oliver Cooper,  Jonathan Daniel Brown,  Thomas Mann,  Dax Flame,  Kirby Bliss Blanton"
1028,63100000,Contraband," Ben Foster,  J.K. Simmons, Mark Wahlberg,  Giovanni Ribisi"
1029,746921274,Madagascar 3: Europe's Most Wanted," Chris Rock, Ben Stiller,  Sacha Baron Cohen,  Frances McDormand,  David Schwimmer"
1030,53676580,Lawless," Mia Wasikowska,  Jessica Chastain,  Tom Hardy, Shia LaBeouf,  Guy Pearce"
1031,29657751,The Raven," Luke Evans, John Cusack,  Alice Eve,  Kevin McNally,  Brendan Gleeson"
1032,59418613,Rock of Ages," Diego Boneta,  Bryan Cranston,  Julianne Hough, Tom Cruise,  Alec Baldwin"
1033,2106557,Stolen,"Nicolas Cage,  Malin Ã…kerman,  Josh Lucas,  Sami Gayle"
1034,118338361,The Pirates! In an Adventure with Scientists!," Brian Blessed,  Brendan Gleeson,  Salma Hayek, Hugh Grant,  Jeremy Piven"
1035,28258060,The Master,"Joaquin Phoenix,  Philip Seymour Hoffman,  Amy Adams,  Laura Dern"
1036,53909751,The Five-Year Engagement," Rhys Ifans,  Alison Brie,  Jason Segel, Emily Blunt,  Chris Pratt"
1037,88058786,This Is 40," Leslie Mann, Paul Rudd,  Jason Segel,  Megan Fox,  Maude Apatow"
1038,32204030,Lockout,"Guy Pearce,  Peter Stormare,  Joseph Gilgun,  Maggie Grace,  Lennie James"
1039,24159934,Wanderlust," Lauren Ambrose,  Jennifer Aniston, Paul Rudd,  Justin Theroux,  Malin Ã…kerman"
1040,127730736,The Woman in Black,"Daniel Radcliffe,  Sidney Johnston,  Alisa Khazanova"
1041,81491068,Frankenweenie," Martin Short,  Winona Ryder,  Martin Landau,  Catherine O'Hara, Charlie Tahan"
1042,58058367,That's My Boy," Andy Samberg,  Susan Sarandon, Adam Sandler,  Eva Amurri Martino,  Leighton Meester"
1043,208076205,Safe House," Ryan Reynolds,  Vera Farmiga, Denzel Washington,  Joel Kinnaman"
1044,47000000,Savages," Taylor Kitsch,  Salma Hayek,  Aaron Taylor-Johnson,  Benicio del Toro, Blake Lively"
1045,46221189,Man on a Ledge," Elizabeth Banks,  Jamie Bell,  Ed Harris,  Edward Burns, Sam Worthington"
1046,19422261,Seven Psychopaths," Christopher Walken,  Sam Rockwell,  Woody Harrelson,  Abbie Cornish, Colin Farrell"
1047,24719215,Big Miracle,"Drew Barrymore,  John Krasinski,  Kristen Bell,  Vinessa Shaw,  Dermot Mulroney"
1048,3428048,Disconnect," Hope Davis, Jason Bateman,  Michael Nyqvist,  Frank Grillo,  Paula Patton"
1049,12434778,People Like Us," Olivia Wilde,  Michelle Pfeiffer,  Mark Duplass,  Elizabeth Banks, Chris Pine"
1050,8493728,Piranha 3DD," Jean-Luc Bilodeau,  Matt Bush,  Katrina Bowden, Danielle Panabaker,  David Koechner"
1051,85446075,The Possession," Rob LaBelle, Jeffrey Dean Morgan,  Natasha Calis,  Kyra Sedgwick,  Madison Davenport"
1052,52302796,Silent Hill: Revelation 3D," Kit Harington,  Carrie-Anne Moss,  Radha Mitchell,  Sean Bean, Adelaide Clemens"
1053,37930465,Killing Them Softly,"Brad Pitt,  Ray Liotta,  Ben Mendelsohn,  Scoot McNairy"
1054,16863583,The Cold Light of Day,"Henry Cavill,  Bruce Willis,  Caroline Goodall,  VerÃ³nica Echegui,  Sigourney Weaver"
1055,35485056,Arbitrage," Monica Raymund, Richard Gere,  Susan Sarandon,  Brit Marling,  Tim Roth"
1056,44806783,Red Dawn," Jeffrey Dean Morgan,  Josh Hutcherson,  Isabel Lucas,  Adrianne Palicki"
1057,54819301,The Three Stooges,"Sean Hayes,  SofÃ­a Vergara,  Will Sasso,  Chris Diamantopoulos,  Jane Lynch"
1058,114281051,Hope Springs," Jean Smart, Meryl Streep,  Steve Carell,  Tommy Lee Jones,  Marin Ireland"
1059,22044277,A Thousand Words," Allison Janney, Eddie Murphy,  Kerry Washington,  Clark Duke,  Cliff Curtis"
1060,30353232,Alex Cross," Matthew Fox, Tyler Perry,  Jean Reno,  Rachel Nichols,  Giancarlo Esposito"
1061,36893721,One for the Money," Patrick Fischler, Katherine Heigl,  Debbie Reynolds,  Sherri Shepherd,  John Leguizamo"
1062,59520298,Quartet," Michael Gambon, Maggie Smith,  Tom Courtenay,  Billy Connolly"
1063,107139399,ParaNorman,"Kodi Smit-McPhee,  Casey Affleck,  Jodelle Ferland,  Tucker Albrizzi"
1064,8138788,Promised Land," John Krasinski,  Frances McDormand,  Rosemarie DeWitt,  Lucas Black, Matt Damon"
1065,77112176,Diary of a Wimpy Kid: Dog Days," Peyton List,  Rachael Harris,  Steve Zahn, Devon Bostick,  Zachary Gordon"
1066,9622846,For Greater Glory - The True Story of Cristiada," Peter O'Toole,  Oscar Isaac, Eva Longoria,  RubÃ©n Blades,  Andy GarcÃ­a"
1067,50365377,Red Tails," Cuba Gooding Jr.,  Terrence Howard, Bryan Cranston,  Daniela Ruah,  David Oyelowo"
1068,11417362,Fun Size," Jane Levy,  Chelsea Handler,  Josh Pence,  Jackson Nicoll"
1069,31083599,Premium Rush," Dania Ramirez,  WolÃ© Parks, Joseph Gordon-Levitt,  Jamie Chung"
1070,13231461,The Words," Dennis Quaid, Bradley Cooper,  Olivia Wilde,  Jeremy Irons"
1071,142817992,Paranormal Activity 4," Kathryn Newton,  Matt Shively,  Sprague Grayden,  Brady Allen, Katie Featherston"
1072,8784318,On the Road," Kirsten Dunst, Kristen Stewart,  Garrett Hedlund,  Tom Sturridge"
1073,119772232,Parental Guidance,"Billy Crystal,  Bailee Madison,  Bette Midler,  Marisa Tomei"
1074,96070507,Think Like a Man," Meagan Good, Michael Ealy,  Kevin Hart,  Jerry Ferrara"
1075,4636169,Fire with Fire," Vincent D'Onofrio, Bruce Willis,  Josh Duhamel,  Rosario Dawson"
1076,9627492,The Apparition," Luke Pasqualino,  Sebastian Stan,  Tom Felton,  Julianna Guill, Ashley Greene"
1077,6063556,Cosmopolis,"Robert Pattinson,  Paul Giamatti,  Sarah Gadon,  Juliette Binoche,  Samantha Morton"
1078,240159255,Resident Evil: Retribution," Sienna Guillory,  Michelle Rodriguez,  Aryana Engineer, Milla Jovovich"
1079,24637469,Sparkle," Carmen Ejogo,  Derek Luke, Whitney Houston,  Cee Lo Green,  Mike Epps"
1080,32726956,Katy Perry: Part of Me," Mia Moretti,  Shannon Woodward,  Rachael Markarian,  Russell Brand, Katy Perry"
