Index,genres,imdb_score
1129, Romance,7.0
708,Adventure,5.5
4523, Thriller,7.6
1315,Comedy,5.9
1375,Action,5.6
1561,Comedy,5.9
1978, Sport,8.2
2524,Adventure,6.4
2360, Mystery,7.2
1247,Horror,5.8
456, Romance,6.1
1092,Action,4.6
1470, Family,5.6
2785, Fantasy,4.5
1774, Thriller,4.9
2326, Western,7.4
1628, Comedy,5.8
1484, War,5.7
16,Action,6.6
1042, Mystery,6.7
3434, Drama,7.4
158, History,7.7
3262,Action,6.9
1893,Action,6.1
1378, Fantasy,5.2
2277,Drama,7.1
1716,Drama,7.1
682,Action,6.1
3741, Horror,8.0
3423, Animation,8.1
3565, Drama,7.7
1137, History,7.7
3926,Comedy,5.8
1717, Romance,6.6
1899, Drama,4.7
693, Thriller,7.1
511, Fantasy,6.5
602, Drama,8.0
2945, Romance,7.4
361, Drama,8.5
56, Animation,7.2
3415, Drama,6.8
377,Crime,6.4
853, Thriller,6.0
425, Thriller,5.4
2687, Sci-Fi,4.6
2810,Action,6.5
2581, Sci-Fi,2.8
4091, Drama,6.0
1151, Thriller,6.8
627, Mystery,4.2
238, Family,8.1
2926, Drama,7.4
445,Action,6.1
1409, Sci-Fi,6.4
4987,Comedy,6.3
3079,Adventure,8.3
2663, Fantasy,6.2
3080, Sci-Fi,7.9
4008, Romance,6.5
1552, Sci-Fi,7.5
2568,Action,3.1
1062, Comedy,4.5
2718, Mystery,4.6
4998,Comedy,7.6
1796,Comedy,7.0
1116,Action,5.6
1333, Family,7.0
1360, Sci-Fi,6.4
2648,Comedy,6.1
2207, Comedy,7.2
616,Action,6.4
4553, Comedy,7.2
2747, Fantasy,5.9
585,Action,5.8
2773, Music,5.2
238,Adventure,8.1
2957,Drama,6.4
4466, Thriller,6.1
516, Drama,7.8
2926, Romance,7.4
898, Sci-Fi,6.8
2132, Thriller,5.9
1217, Thriller,8.0
1239,Comedy,5.9
119, Comedy,8.0
1128,Action,6.0
2208, Thriller,4.8
3911, Fantasy,7.0
1470, War,5.6
1852,Drama,7.1
1002, Adventure,5.9
283, Drama,8.5
1577, Sci-Fi,6.3
2086,Drama,7.5
2788, Romance,4.6
614, Sci-Fi,5.2
3529,Drama,6.7
4796,Drama,7.1
2928,Crime,6.5
3596, Western,6.9
3351, Sport,7.2
146, Sci-Fi,6.9
898, Romance,6.8
91, Fantasy,6.6
61, Drama,6.8
2340, Comedy,5.1
1879,Action,5.8
1777,Sci-Fi,8.2
4011, Comedy,5.3
4075, Comedy,5.9
1334,Action,8.0
1904, Romance,5.0
3105,Horror,6.1
491,Action,6.3
3162, Romance,6.5
529, Comedy,6.9
562, Mystery,7.2
3170, Thriller,6.0
2112, Thriller,3.9
1204, Drama,7.0
2862, Romance,6.5
4247, Adventure,7.5
2291,Comedy,6.8
1003,Action,6.5
2334, Thriller,6.9
582, Family,7.2
1145, Adventure,6.8
1575, Drama,7.2
3109, Comedy,6.5
974, War,5.8
3669, Sport,7.2
993,Drama,6.5
2365,Comedy,4.1
3343, Romance,7.0
231, Thriller,6.2
702, War,6.6
423, Fantasy,5.6
1910, Thriller,6.1
4676, Animation,6.9
1177, Music,7.0
409, Drama,7.3
4539, Horror,7.0
2938,Drama,6.8
1369, Drama,7.6
122, Fantasy,5.9
1057, Thriller,6.1
27,Action,8.2
1847, Horror,5.2
453, Romance,5.6
1691,Comedy,5.5
432,Action,6.1
1835, Romance,7.2
83, Adventure,7.6
2984,Comedy,5.0
1487,Action,6.0
1373, Drama,8.1
1541, Romance,6.4
2105, Thriller,6.9
690,Action,4.8
2898, Romance,8.0
3205,Drama,7.2
3923,Documentary,2.7
2745, Drama,5.1
2033, Thriller,5.3
261,Action,6.2
408, Romance,6.9
1424, Comedy,6.3
1387, Romance,5.7
4275,Drama,6.1
2705, Drama,6.6
2687,Action,4.6
407, Comedy,6.2
3131, Thriller,5.2
1050,Comedy,6.0
1097, Romance,5.4
156, Fantasy,7.3
1096, Thriller,6.8
3741,Comedy,8.0
896, Romance,6.4
3392,Comedy,5.4
3603, Drama,6.2
4725, Family,6.1
424, Fantasy,7.5
1538,Drama,7.6
2550,Comedy,3.3
1939, Sport,6.9
3000,Comedy,6.4
125, Comedy,7.6
4212,Drama,6.8
1470, Comedy,5.6
2049,Action,7.2
1406, Crime,6.9
258, Comedy,4.9
769, Sci-Fi,6.2
1723, Drama,6.0
2402,Comedy,7.1
375, Mystery,7.4
1153, Thriller,6.6
623, Crime,6.2
3729,Drama,6.2
1841, Horror,6.6
1931, History,7.5
1483,Drama,6.2
4240,Comedy,7.6
268, Sci-Fi,6.7
1484,Action,5.7
2703, Crime,8.2
4544,Adventure,7.4
4922, Romance,7.7
1502, Drama,6.4
4655,Drama,5.6
523,Action,6.5
2504, Sport,7.4
3609, Drama,6.8
1927, Family,6.3
1117, Drama,5.3
3140, Thriller,4.4
1673, Drama,6.9
2032,Comedy,6.2
113, Biography,5.5
2230, Family,5.8
3521, Drama,6.3
556, Family,6.6
4010,Comedy,6.4
3996, Mystery,6.8
140,Action,4.2
4725, Romance,6.1
1342, Family,5.1
1362, Drama,5.2
1337, Sport,6.4
3000, Crime,6.4
674, Romance,6.3
447, Crime,6.4
253,Action,7.1
3355, Drama,8.9
3978, Comedy,7.1
646, Sci-Fi,7.0
4853,Comedy,6.9
1220, Drama,7.2
720, Drama,7.0
4551, Horror,5.4
2188, Family,6.3
3793,Drama,7.3
732, Romance,6.7
3647, Drama,6.3
3697, Mystery,6.6
1466,Drama,5.9
3028, Music,4.5
1407, Western,7.7
4523,Action,7.6
2070, Drama,6.0
1926, Romance,6.4
523, Adventure,6.5
3292, Thriller,7.0
2898, Drama,8.0
875, Sport,5.8
2486,Action,8.4
3639, Romance,6.2
1867, Drama,6.9
3284,Action,6.8
54, Fantasy,6.2
1792,Action,6.6
4173, Thriller,5.3
3063,Drama,7.4
1603, Drama,8.0
4708, Music,8.1
614,Action,5.2
395, Crime,6.7
1442, Romance,5.3
1547,Horror,6.2
2334,Action,6.9
1734, Music,6.5
902, Drama,7.1
3703, Horror,6.6
2425, Sport,8.3
935,Comedy,5.8
523, Sci-Fi,6.5
2533,Drama,7.6
2324, Thriller,6.9
3944, Thriller,7.0
2140,Action,6.8
2830, Romance,8.1
2209, Thriller,6.6
3157, Romance,7.4
3502,Comedy,6.4
1423, History,7.2
97, Sci-Fi,8.8
3547, Drama,7.0
1333, Horror,7.0
2252, Thriller,5.0
874,Comedy,5.8
3064, Romance,6.2
1013, Crime,6.6
2233, Comedy,5.3
1518, Romance,7.1
6,Action,6.2
1208, Drama,7.3
373, Drama,7.1
747, Fantasy,4.4
1468, Sport,7.1
3291, Thriller,7.0
2255,Comedy,6.6
499, Sci-Fi,6.0
1511, Mystery,6.8
1,Action,7.1
3523, Drama,6.3
1909, Crime,6.5
2743, Horror,6.1
3726,Comedy,6.4
125,Adventure,7.6
1764,Comedy,6.6
209, Family,6.4
3916, Mystery,7.5
1693, Adventure,4.6
1355,Crime,6.1
1981,Drama,6.5
734, Sport,6.8
3119,Comedy,6.7
1476,Action,5.1
1170, Thriller,7.6
1168,Action,6.1
409,Action,7.3
389, Sci-Fi,4.3
2663, Horror,6.2
301, Adventure,5.1
1332,Action,6.7
171, Sci-Fi,6.9
1946,Comedy,6.8
2432,Comedy,5.7
870, Comedy,7.2
576,Drama,6.9
1549, Thriller,6.2
2508,Comedy,4.9
2706, Drama,6.7
582,Adventure,7.2
1689, Thriller,5.9
2329,Action,7.5
3908,Action,5.7
68, Animation,6.5
1356,Drama,6.2
3028, Drama,4.5
1995,Action,5.2
1268, Fantasy,6.0
1708, Mystery,6.8
721,Comedy,5.5
34,Action,6.8
2981,Comedy,6.3
1399, Comedy,6.6
207,Adventure,6.7
2108, Music,5.3
1375, Crime,5.6
2534,Crime,7.4
2991, Drama,7.0
905, Crime,7.0
985, Thriller,6.2
4275, Romance,6.1
574, Drama,7.1
768, Crime,5.0
726, Animation,6.6
1286, Romance,5.9
1768,Comedy,6.6
717,Action,7.2
1431, Family,5.4
1963, Drama,6.8
3503,Comedy,6.2
4490, Drama,7.4
2187, Mystery,5.9
2593, Drama,4.5
2593,Comedy,4.5
162, Family,7.9
25, Adventure,7.2
1870,Biography,6.4
4997,Drama,7.5
2934, Sci-Fi,7.0
3242, Thriller,6.1
153,Action,6.3
1859, Drama,6.1
305,Action,6.0
180, Sport,6.5
4979, Drama,5.6
309,Action,5.4
1892,Action,7.8
2380, Romance,6.3
4708, History,8.1
4375, Drama,7.8
3052,Comedy,5.3
3970, War,8.2
1002, Sci-Fi,5.9
4576, Drama,7.0
1110,Action,6.1
2695, Drama,6.4
2196,Horror,5.0
151,Action,6.6
755, Romance,6.1
57,Action,7.5
1616,Comedy,5.4
1317,Action,5.8
3077, Sci-Fi,5.5
1163, Drama,6.5
1391, Mystery,6.8
4694, Adventure,7.2
1041, Sci-Fi,6.9
1110, Comedy,6.1
2205, Drama,6.6
2144, Romance,7.1
2297, Crime,4.5
2325, Musical,4.5
2719, Crime,7.5
262,Adventure,5.5
1290, Drama,6.4
3024,Action,8.7
299, Thriller,6.7
2222, Thriller,7.3
1833, Family,6.1
4058, Sci-Fi,5.7
26,Drama,7.7
2606,Drama,8.4
4157, Fantasy,8.1
4407, Romance,6.7
1325, Thriller,7.0
869, Drama,6.8
2418,Drama,7.9
2052, Drama,6.8
4569, Horror,6.4
4101,Crime,7.3
212, Adventure,7.5
1107, Fantasy,5.9
1093, Romance,5.6
2096, Drama,7.4
843, Adventure,5.4
2679, Thriller,4.9
4101, Drama,7.3
1351, Crime,4.4
3199,Horror,4.8
910, Sport,5.9
4897,Action,8.0
628,Action,6.7
3218, Comedy,7.3
2057,Comedy,6.1
625, Drama,5.4
3494,Horror,6.0
2392, Fantasy,6.9
212, Mystery,7.5
317, Thriller,6.1
405,Action,6.8
1522, History,7.1
720, Fantasy,7.0
774, Romance,6.2
2876, Drama,7.3
1207,Comedy,5.7
2836, Thriller,6.2
2858,Drama,7.7
886,Adventure,6.4
2059, Drama,7.5
1843, History,7.4
4385,Drama,7.8
802, Family,4.9
3064,Drama,6.2
1932, Fantasy,5.3
1574, Sci-Fi,6.3
1191, Sci-Fi,4.1
120,Action,8.3
909,Drama,5.9
2669,Adventure,6.2
135, Thriller,7.4
35, Animation,7.3
4027,Comedy,6.5
1118, Romance,6.0
42, Adventure,5.6
1428, Comedy,7.5
1169, Comedy,4.0
272, Drama,6.8
380, Comedy,6.9
2385, Mystery,6.0
1938,Adventure,4.8
2446, Romance,5.9
2721, Mystery,7.6
2113, Thriller,4.1
991,Comedy,6.0
210, Fantasy,7.5
801, Mystery,6.0
2954,Comedy,6.9
2391,Comedy,6.4
885,Comedy,5.6
3,Action,8.5
2225, Drama,6.8
1564, Drama,3.6
51, Adventure,6.6
1319,Drama,6.9
797, Romance,6.6
985,Action,6.2
3311,Action,6.6
2240, Thriller,6.1
1717, Drama,6.6
161, Romance,7.3
1083, Romance,5.5
2359, Family,5.9
425,Action,5.4
550, Fantasy,6.6
285, Family,7.4
2437,Comedy,6.5
4156,Horror,5.3
1888, Romance,7.3
519, Family,6.8
369, Comedy,5.0
398, Mystery,7.8
3098, Thriller,5.5
1613, Drama,7.2
402, Comedy,7.1
5011,Comedy,7.3
945, Musical,6.0
1790, Drama,7.0
236, Sci-Fi,7.6
2726, Romance,7.2
837,Animation,5.2
1237, Thriller,6.7
1172, Thriller,5.3
3265, Thriller,4.5
162, Comedy,7.9
97, Thriller,8.8
3902, Sci-Fi,7.3
4004, Adventure,5.2
4437,Drama,5.1
2109, Crime,6.5
2070,Action,6.0
3200, Mystery,5.2
569, Drama,6.4
1781, Horror,4.8
226,Action,4.8
355, Thriller,6.6
334,Adventure,6.9
2934, Fantasy,7.0
2700,Drama,8.0
841,Comedy,5.6
1058, Romance,6.8
4263,Animation,7.8
1511,Action,6.8
977,Comedy,6.5
153, Adventure,6.3
3102, Sport,6.4
548,Action,7.3
318, Thriller,5.3
190, Thriller,6.6
1534,Action,6.5
3862, Crime,7.3
2327, Drama,7.0
2484, Thriller,6.0
2337, Romance,6.4
1607,Comedy,6.1
1274, Horror,5.1
1017, Comedy,5.6
3369, Thriller,5.2
2910,Comedy,6.4
743, Crime,4.4
1042,Crime,6.7
2879, Romance,7.3
2293,Action,6.8
4753, Romance,5.7
1593, Thriller,7.6
62, Adventure,5.4
50, Romance,7.3
118, Fantasy,6.7
2494,Comedy,5.1
3749, Drama,6.9
2468, Romance,6.2
3318, Thriller,7.3
91, Animation,6.6
1376, Romance,6.1
353, Comedy,7.9
3219,Drama,5.0
988, Thriller,4.4
469, Mystery,6.7
181,Adventure,7.2
2544, Romance,6.4
1311, Sci-Fi,6.2
1184, Sport,7.2
2419, Comedy,5.3
2451, Drama,7.3
4936, Thriller,7.5
2439, Thriller,6.1
2910, Romance,6.4
2783, Romance,5.9
1221, Drama,6.4
2803, Romance,7.6
2588, Fantasy,7.3
1235, Animation,5.9
2939, Thriller,6.0
3132, Music,5.7
1532,Action,6.5
2624,Comedy,5.6
653, Drama,7.4
3332, Romance,7.3
1567, Comedy,6.9
3624, Music,7.8
867,Biography,6.3
2998,Drama,6.8
4343,Crime,7.1
5035,Action,6.9
3618,Drama,7.2
2094,Drama,6.6
2051, Adventure,8.8
342, Fantasy,5.7
4676,Action,6.9
434,Crime,7.7
3506, Sci-Fi,6.2
4197, Drama,7.1
1869,Drama,8.2
2373, Family,8.6
2944, Thriller,8.0
1541,Drama,6.4
2520, Crime,7.4
1211, Drama,7.8
794,Action,8.1
1873,Action,6.1
2169,Drama,7.0
3557,Biography,6.8
3113,Horror,6.3
3726, Drama,6.4
1807,Action,7.9
1191, Comedy,4.1
4099,Biography,6.9
680, Drama,6.7
2677, Drama,7.3
3484,Action,5.2
136, Fantasy,5.8
2106, Drama,5.8
767, Fantasy,7.8
4688, Drama,8.3
3296, Biography,7.7
1287,Action,4.0
4084, Horror,6.5
201, Family,7.3
1526, Comedy,5.1
74, Fantasy,5.4
1131,Comedy,6.5
2570, Drama,5.7
3728, Drama,5.6
2881, Crime,5.9
2004, Drama,7.8
3179, Drama,8.0
123,Action,6.7
1848, Crime,6.5
2915,Comedy,7.0
4382,Horror,6.3
1025, Drama,5.1
1714,Crime,8.4
265, Sci-Fi,7.1
229, Thriller,6.6
964, Romance,4.7
293, Romance,5.5
1242, Thriller,6.5
3779, Thriller,7.7
1123, Comedy,4.9
647, War,5.4
3058, Romance,7.8
3192, Thriller,7.1
1045, War,7.1
1309, Sci-Fi,4.1
1388, Drama,6.1
4000,Drama,8.2
4860,Mystery,7.3
829, Adventure,6.4
842,Comedy,6.6
1618, Drama,6.3
3690, Thriller,7.6
511, Family,6.5
340, Adventure,8.7
393, History,7.3
1052, Western,7.8
4257,Biography,7.6
340,Action,8.7
1158, Romance,5.4
550, Comedy,6.6
323, Family,7.2
2216, Thriller,6.5
42,Action,5.6
3717,Horror,6.5
1852, Thriller,7.1
575, Comedy,7.4
4384,Drama,6.8
1820,Action,6.0
3013, Drama,5.6
351, Family,5.9
2599, Sci-Fi,6.5
1720, Drama,5.6
3281,Action,7.0
1879, Horror,5.8
4744, Drama,6.6
128, Thriller,8.1
922, Fantasy,5.5
809,Adventure,6.5
4183,Comedy,6.9
321,Action,3.8
2168, Sci-Fi,5.8
2145,Comedy,6.1
376,Action,5.7
2536,Biography,7.1
3069, Horror,7.4
3970,Drama,8.2
3748, Sci-Fi,5.2
291, Thriller,7.2
1304, Fantasy,5.9
3177,Animation,5.8
2657, Family,6.7
1526,Action,5.1
633,Animation,7.7
36, Adventure,6.0
1160, Drama,7.0
3672, Romance,6.6
455, Thriller,7.3
70,Adventure,7.5
1262, Romance,5.8
694,Crime,7.5
1230,Action,7.7
1861,Comedy,6.8
3737, Romance,6.6
2488, Thriller,5.6
1419,Action,5.8
3837, Drama,7.2
2948, Drama,7.4
2737,Action,6.4
2850, Comedy,4.9
3386, Crime,6.3
381, Romance,6.2
3135,Comedy,6.8
3076,Comedy,6.9
1662, Fantasy,5.9
481, Sci-Fi,5.9
854, Romance,6.7
503, Family,6.0
1412,Crime,6.8
278, Sci-Fi,8.1
2199,Comedy,6.2
3198, Music,6.5
1938, Comedy,4.8
3978,Adventure,7.1
2099, Thriller,6.0
2556,Adventure,5.9
815,Adventure,6.4
526,Action,7.4
2276, Drama,6.3
1998,Action,2.9
883, War,6.3
4595, Crime,6.8
620, Sci-Fi,3.0
3384, Romance,6.5
1495, Sci-Fi,4.2
1435, Romance,5.9
1915, Drama,6.6
594,Fantasy,6.9
3191, Thriller,6.6
4413,Fantasy,6.8
160, Sci-Fi,8.0
1834, Romance,7.1
460,Action,6.8
467, Crime,5.6
970,Action,7.4
1913, Musical,5.6
141, Thriller,6.9
2630,Comedy,7.1
3096,Drama,7.3
2327, Sport,7.0
1452, Romance,7.3
2255, Drama,6.6
3299, Thriller,6.7
1098, Romance,6.3
715, Thriller,8.1
730, Thriller,6.4
3575,Action,8.1
1213, Thriller,8.1
30,Action,7.8
3907, Mystery,6.7
1893, Crime,6.1
840, Romance,7.3
508, Drama,8.2
3079, Sci-Fi,8.3
2527, Thriller,5.5
3765, Drama,6.6
443, Drama,7.2
3375,Action,6.8
112,Action,7.1
23,Adventure,7.9
131,Adventure,6.9
2000,Crime,6.5
4053,Comedy,7.4
1425,Biography,6.9
1568,Drama,6.9
1788, Drama,6.1
3566,Drama,7.3
781, Drama,6.6
1966, Drama,7.0
1079, Mystery,6.5
4383, Romance,6.3
2190,Adventure,6.8
2887, Romance,6.5
263, Music,5.4
968, Adventure,6.1
1162, Drama,6.3
568,Action,5.6
524, Family,6.9
3311, Adventure,6.6
1276, Thriller,4.4
2114, War,6.2
4267,Drama,8.1
238, Comedy,8.1
682, Sci-Fi,6.1
2821,Comedy,6.8
1874,Biography,8.9
2622,Biography,7.3
1932, Horror,5.3
1801,Drama,6.8
218,Comedy,6.0
157, Crime,6.1
1964, Romance,5.4
4464,Drama,6.5
1535,Comedy,6.0
2068, Drama,5.1
808,Action,3.8
71,Action,4.8
1930,Drama,7.5
4273, Drama,7.4
2380, Drama,6.3
473, Western,7.0
646, Thriller,7.0
1849, Romance,6.5
1751, Drama,6.3
1068,Action,4.7
2668, Romance,5.5
716, Thriller,7.9
1594, Drama,7.2
2564,Drama,7.2
620, Sport,3.0
1338, Drama,7.4
244, Drama,6.1
466, Comedy,6.3
19, Fantasy,6.8
496, Fantasy,5.7
488,Action,6.3
1829, Drama,5.7
24, Fantasy,6.1
4742,Comedy,6.0
2997, Drama,7.3
611, Biography,7.0
4493,Crime,7.8
352, Sci-Fi,7.3
2582,Drama,6.6
212, Thriller,7.5
2496,Action,6.7
1283, Crime,6.4
4812, Romance,6.3
89, Family,7.9
1236, Thriller,7.8
2286, Drama,6.3
1825, Drama,6.7
979, Thriller,7.3
3783, Drama,6.3
2985,Mystery,5.3
3417,Action,6.9
2131, Romance,6.3
1982, Thriller,4.9
1143,Animation,7.5
253, War,7.1
138, Animation,6.2
959, Thriller,5.7
2723, Mystery,8.0
2270, Thriller,6.6
834, Drama,5.5
3865, Mystery,5.9
4197,Comedy,7.1
3421,Comedy,6.6
965,Crime,6.3
3890, Romance,6.7
667,Comedy,6.1
1358,Adventure,6.6
1841, Thriller,6.6
438, Thriller,7.1
2274, Sci-Fi,6.2
799,Horror,4.8
4495, Sport,6.0
3328,Crime,6.5
446, Crime,6.7
2893, Adventure,5.4
1417, Family,6.2
3227, Horror,6.6
1164,Drama,6.5
3501,Drama,7.6
145,Adventure,5.8
312, Animation,7.0
2681, Thriller,6.0
1088,Adventure,7.1
554, Drama,6.1
3829, Horror,5.5
1240, Thriller,6.6
4603,Comedy,6.9
3172, Sci-Fi,6.7
2785, Romance,4.5
2228,Action,6.5
3122, Horror,6.5
4025, Drama,7.1
139, Family,7.3
2258, Family,4.0
2912,Biography,6.2
1927,Comedy,6.3
626, Adventure,6.1
1522,Biography,7.1
1693,Action,4.6
4827,Comedy,6.7
3040, Mystery,6.0
1861, Mystery,6.8
2393, Romance,7.3
2679,Drama,4.9
3271,Drama,7.5
146, Family,6.9
2305, Thriller,5.6
3133, Mystery,4.7
1069, War,6.6
2523, Mystery,7.6
464,Comedy,5.2
3583,Documentary,7.5
1991, Drama,4.1
2172, Comedy,7.1
4643,Drama,6.4
2356, Western,8.0
1194, Thriller,7.6
1461, Mystery,5.1
3155, Drama,7.0
3463,Comedy,7.5
3884,Crime,7.3
2199, Drama,6.2
2785,Comedy,4.5
3024, Fantasy,8.7
2494, Drama,5.1
191, Animation,6.7
506,Action,5.6
550, Mystery,6.6
1233, Sci-Fi,8.5
3156,Comedy,6.8
811, Drama,6.7
4197, Romance,7.1
3533, Thriller,6.0
3469, Music,7.6
592,Action,6.0
979, Crime,7.3
854,Drama,6.7
862,Action,6.4
289, Crime,7.0
156, Family,7.3
60, Adventure,5.8
3927, Romance,6.5
4205,Comedy,6.2
971,Adventure,7.3
2541, Romance,7.6
2880,Drama,6.3
834, Family,5.5
1439,Comedy,6.2
1572, Romance,6.3
3634,Action,3.8
1102, Romance,4.3
549, Romance,6.5
2498, Romance,5.6
878, Thriller,5.6
1694,Crime,6.7
1989, Drama,7.3
2988, Sci-Fi,7.0
1066, Mystery,7.2
492, Thriller,7.3
1336, Comedy,4.9
3978, Musical,7.1
200, Fantasy,6.2
2367,Comedy,6.1
1542, Comedy,5.1
4203,Comedy,5.7
946, Mystery,7.6
1865,Drama,7.5
2153, Comedy,6.6
1924, Drama,5.8
4494,Comedy,6.6
3831, Drama,5.7
4830,Comedy,7.1
1357,Drama,7.3
3548, Thriller,6.4
2951, Mystery,7.0
1654,Comedy,2.7
2452,Action,7.3
1233,Drama,8.5
2478, Musical,6.2
2737, Drama,6.4
2721,Comedy,7.6
3038,Crime,7.6
541, Animation,6.0
632,Crime,6.8
464, Sci-Fi,5.2
3913, Thriller,5.9
2625,Drama,7.3
1255, Drama,5.8
443,Adventure,7.2
328,Animation,6.8
1682, Thriller,7.4
654,Action,8.7
1771,Comedy,6.3
4199,Comedy,7.7
4530,Drama,8.1
470, Drama,7.6
1627,Comedy,7.7
4893, Horror,6.7
432, Thriller,6.1
1904, Adventure,5.0
1496, Drama,7.4
382, Crime,7.0
2194,Biography,8.1
2322, Drama,7.5
2656, Sci-Fi,7.0
391, Drama,8.0
1113,Drama,7.4
1621, Mystery,6.9
2571, Romance,5.2
1246,Crime,7.1
2844,Comedy,6.1
698,Adventure,6.6
2031, Crime,6.3
612, Drama,5.3
3557, Drama,6.8
1716, Romance,7.1
1827,Comedy,6.4
2242, Thriller,8.5
1835,Comedy,7.2
829,Action,6.4
3199, Thriller,4.8
221,Action,6.4
267, Thriller,3.7
3550, Mystery,8.2
650, Romance,6.4
600,Action,6.4
3767,Comedy,6.4
3913,Crime,5.9
2335, History,6.2
235,Action,7.0
665, Thriller,6.4
384, Family,7.0
2825, Drama,7.4
2676, Thriller,5.5
1094, Drama,7.7
4855, Romance,7.2
1979,Biography,7.1
2045,Drama,5.1
2321,Adventure,6.9
3716, Thriller,8.5
588, War,8.3
454, Animation,6.3
4842, Musical,7.4
756, Animation,6.1
623, Animation,6.2
928,Romance,7.1
184,Action,7.6
981, Crime,5.5
3340, Music,2.1
2038,Comedy,5.3
2286,Action,6.3
1765, Adventure,6.8
1095, Family,7.2
1386,Drama,6.4
231,Action,6.2
1581,Crime,7.3
1952, Drama,7.3
1284, Animation,6.2
791, Sci-Fi,5.7
802, Comedy,4.9
3267, Adventure,7.6
679, Thriller,6.4
2808,Biography,5.7
1720, Fantasy,5.6
269, Adventure,7.2
3949, Drama,7.7
168, Sci-Fi,5.8
4706,Comedy,7.8
542, Music,6.5
2185, Musical,5.4
2572,Drama,7.7
4890,Documentary,7.5
1531,Crime,5.3
1067, Thriller,7.6
2636,Crime,6.9
3819,Comedy,7.4
2135, Comedy,4.8
2250,Adventure,8.2
222,Action,5.6
715,Crime,8.1
2198, Fantasy,6.2
506, Drama,5.6
634, Crime,5.6
