Index,popularity,budget,revenue,original_title,release_year,genres
100,1.7247119999999998,0,0,Frozen Fever,2015,Family
101,1.661789,0,0,High-Rise,2015,"Science Fiction, Action"
102,1.6510779999999998,4000000,50163103,The Boy Next Door,2015,Thriller
103,1.646664,0,0,Spooks: The Greater Good,2015,"Thriller, Action"
104,1.532997,30000000,49263404,Entourage,2015,Comedy
106,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,2015,"Horror, Comedy"
107,1.495112,5000000,98450062,The Visit,2015,"Thriller, Horror"
108,1.4832459999999998,53000000,99775678,Black Mass,2015,Crime
109,1.449072,8900000,50136,Heist,2015,"Thriller, Crime, Action"
110,1.448002,15000000,61548707,Krampus,2015,"Fantasy, Horror, Comedy"
111,1.443406,20000000,208588,Dark Places,2015,"Thriller, Drama"
112,1.41239,5000000,54418872,No Escape,2015,"Action, Thriller"
113,1.40805,700000,17986781,Dope,2015,"Crime, Drama, Comedy"
114,1.3882510000000001,28000000,28208085,American Ultra,2015,"Comedy, Action"
116,1.38032,0,0,The Scorpion King: The Lost Throne,2015,"Fantasy, Adventure, Action"
117,1.3766049999999999,30000000,105011053,Sisters,2015,Comedy
118,1.360926,12000000,32248241,Project Almanac,2015,"Science Fiction, Thriller"
119,1.360827,0,5189646,Absolutely Anything,2015,Science Fiction
120,1.3558219999999999,25000000,72629670,The Transporter Refueled,2015,"Action, Crime, Thriller"
121,1.345982,55000000,74679822,Crimson Peak,2015,"Horror, Mystery, Fantasy, Drama"
122,1.342839,0,0,Everly,2015,"Thriller, Action"
123,1.338481,14800000,122413057,Magic Mike XXL,2015,"Music, Drama, Comedy"
124,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,2015,"Horror, Thriller"
125,1.329702,0,229094,Slow West,2015,"Romance, Thriller, Western"
127,1.315266,19500000,32189727,Secret in Their Eyes,2015,"Drama, Crime, Mystery"
128,1.29314,0,2500431,Mistress America,2015,Comedy
129,1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,2015,Family
130,1.284541,0,4719695,True Story,2015,"Crime, Drama, Mystery"
131,1.278928,20000000,43967255,Max,2015,Family
132,1.25358,0,59700000,Shaun the Sheep Movie,2015,"Family, Comedy, Animation, Adventure"
133,1.251681,11000000,0,Louder Than Bombs,2015,Drama
134,1.2452239999999999,0,1702433,A Perfect Day,2015,"Comedy, Drama"
135,1.225325,40000000,10664749,The Gunman,2015,"Action, Crime, Drama"
136,1.191138,1000000,62882090,Unfriended,2015,Horror
137,1.178831,35000000,51680201,Hot Pursuit,2015,"Action, Comedy"
138,1.1647239999999999,10000000,104303851,Insidious: Chapter 3,2015,"Drama, Horror, Thriller"
139,1.161812,0,118483,Z for Zachariah,2015,"Science Fiction, Drama, Thriller"
140,1.144808,0,0,Dragonheart 3: The Sorcerer's Curse,2015,"Fantasy, Action, Adventure"
141,1.142518,6000000,41387687,The Lady in the Van,2015,Drama
142,1.138395,40000000,34227298,Victor Frankenstein,2015,"Drama, Science Fiction"
143,1.128081,0,0,Brothers of the Wind,2015,"Adventure, Drama, Family"
144,1.1252389999999999,8000000,3759286,Anomalisa,2015,"Comedy, Romance"
145,1.0733489999999999,1800000,0,Bone Tomahawk,2015,"Horror, Western, Adventure, Drama"
146,1.065888,0,17671101,Regression,2015,"Mystery, Horror, Thriller"
147,1.0630549999999999,0,0,Pawn Sacrifice,2015,Drama
148,1.046518,0,11472454,The Man Who Knew Infinity,2015,Drama
149,1.041922,20000000,0,Momentum,2015,"Thriller, Action"
150,1.03839,2000000,1477002,The Diary of a Teenage Girl,2015,"Romance, Drama"
151,1.036825,0,0,Pay the Ghost,2015,"Thriller, Horror"
152,1.02762,0,0,The Voices,2015,"Comedy, Horror"
153,1.021441,0,3643591,Last Knights,2015,"Action, Adventure"
154,1.0084739999999999,12000000,0,Il racconto dei racconti,2015,"Romance, Fantasy, Horror"
155,1.0070540000000001,11000000,27391084,Irrational Man,2015,Drama
156,0.973316,15000000,0,Queen of the Desert,2015,"Drama, History"
157,0.956096,18000000,41325328,Ricki and the Flash,2015,"Music, Comedy, Drama"
158,0.9536469999999999,0,0,Miss You Already,2015,"Drama, Comedy"
159,0.953046,630019,0,Kung Fury,2015,Action
160,0.950793,12000000,60273173,The Perfect Guy,2015,Drama
161,0.9384319999999999,0,1936524,A Bigger Splash,2015,"Drama, Crime, Thriller"
162,0.9376200000000001,10000000,7587485,While We're Young,2015,"Comedy, Drama"
163,0.9273389999999999,40000000,106511453,Get Hard,2015,Comedy
164,0.91704,0,0,Kidnapping Mr. Heineken,2015,"Crime, Drama, Thriller"
165,0.913085,60000000,0,The Ridiculous 6,2015,"Western, Comedy"
166,0.90686,0,0,Kill Me Three Times,2015,"Comedy, Thriller"
167,0.9060360000000001,25000000,24902723,The 33,2015,"History, Drama"
168,0.8982959999999999,14000000,16002420,Suffragette,2015,"Drama, History"
170,0.8809379999999999,6000000,11122090,We Are Your Friends,2015,"Romance, Drama, Music"
171,0.880268,0,6075,Barely Lethal,2015,"Action, Comedy, Adventure"
172,0.874641,0,13192457,Macbeth,2015,"History, War, Drama"
173,0.872149,0,16775,Extraction,2015,Action
174,0.8611790000000001,0,0,Jenny's Wedding,2015,Comedy
175,0.848748,0,0,Descendants,2015,"Music, Comedy, Adventure, Family, Action"
176,0.843174,0,0,Tumbledown,2015,"Romance, Music, Comedy"
177,0.842202,0,30229977,Far from the Madding Crowd,2015,"Drama, Romance"
178,0.8369409999999999,0,3002884,The End of the Tour,2015,Drama
179,0.8324870000000001,10000000,85978266,The Second Best Exotic Marigold Hotel,2015,Drama
180,0.829111,20000000,6420319,Little Boy,2015,"Drama, Comedy, War"
181,0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,2015,"Family, Action, Adventure, Animation"
182,0.820691,0,1986615,Remember,2015,Thriller
183,0.814206,37000000,26250020,Aloha,2015,"Comedy, Romance, Adventure"
184,0.813893,26000000,0,Accidental Love,2015,"Romance, Comedy"
185,0.810667,0,0,Halo: The Fall of Reach,2015,"Animation, Action, Science Fiction"
186,0.795762,28000000,7002261,Our Brand Is Crisis,2015,"Drama, Comedy"
187,0.792471,0,0,Into the Forest,2015,"Science Fiction, Drama"
190,0.7739090000000001,0,0,Open Season: Scared Silly,2015,"Adventure, Comedy, Family, Animation"
193,0.758133,0,3214116,Sleeping with Other People,2015,Comedy
195,0.738404,0,8413144,Amy,2015,"Music, Documentary"
196,0.7299,0,0,Madame Bovary,2015,Drama
197,0.719407,0,0,The Hallow,2015,"Fantasy, Horror"
198,0.7141310000000001,0,0,Barbie in Princess Power,2015,"Family, Animation"
199,0.7073550000000001,0,0,Howl,2015,Horror
200,0.706023,7000000,573335,Freeheld,2015,Drama
201,0.7013699999999999,0,0,Man Up,2015,Romance
202,0.699932,3000000,695269,Love,2015,"Drama, Romance"
204,0.696184,0,0,Return to Sender,2015,Thriller
205,0.690479,10000000,10835752,Danny Collins,2015,"Music, Comedy"
206,0.6895789999999999,15000000,3020664,Rock the Kasbah,2015,"Music, War"
207,0.689571,2240000,0,Fathers and Daughters,2015,Drama
208,0.6737920000000001,1000000,14444999,"Hello, My Name Is Doris",2015,"Romance, Comedy"
209,0.669351,13000000,1784763,The Vatican Tapes,2015,"Thriller, Horror"
210,0.661471,8000000,1411927,99 Homes,2015,Drama
211,0.6611630000000001,14000000,12314651,Hot Tub Time Machine 2,2015,Comedy
212,0.654335,0,0,Knight of Cups,2015,Drama
213,0.654046,4000000,143101,Manglehorn,2015,Drama
214,0.649628,0,0,Mississippi Grind,2015,Drama
215,0.644786,0,0,400 Days,2015,"Thriller, Science Fiction, Mystery"
216,0.640151,0,0,Lava,2015,"Comedy, Animation, Family"
217,0.6385569999999999,0,0,Air,2015,Thriller
218,0.633608,0,0,Riot,2015,Action
219,0.6295609999999999,0,0,Septembers of Shiraz,2015,"Thriller, Drama"
220,0.607124,0,8034,Every Thing Will Be Fine,2015,Drama
221,0.606113,0,0,Extinction,2015,"Horror, Drama"
222,0.604928,0,0,The Childhood of a Leader,2015,"Horror, Drama, Mystery"
223,0.602165,8000000,35991087,A Walk in the Woods,2015,"Comedy, Adventure"
225,0.599655,3300000,64110728,The Lazarus Effect,2015,Thriller
226,0.589472,0,0,Batman vs. Robin,2015,"Animation, Action, Adventure"
227,0.586735,8000000,0,Careful What You Wish For,2015,Thriller
229,0.577814,35000000,14431253,Unfinished Business,2015,Comedy
230,0.5707439999999999,2000000,45431,Lost River,2015,Fantasy
231,0.569443,0,0,Cobain: Montage of Heck,2015,"Documentary, Music"
232,0.561032,0,0,Hyena Road,2015,"War, Drama"
233,0.5607439999999999,7000000,0,Criminal Activities,2015,"Drama, Crime, Thriller"
234,0.560423,12000000,0,Life,2015,Drama
235,0.553238,0,45710059,"McFarland, USA",2015,Drama
236,0.5485869999999999,0,0,Backtrack,2015,"Horror, Mystery"
238,0.546458,3000000,0,Home Sweet Hell,2015,Comedy
239,0.542568,6000000,0,Ooops! Noah is Gone...,2015,"Adventure, Animation"
240,0.5327,0,0,The Unspoken,2015,"Thriller, Horror"
241,0.532239,0,0,Hot Girls Wanted,2015,Documentary
242,0.532205,100000,42664410,The Gallows,2015,"Horror, Thriller"
243,0.52985,0,0,Dirty Weekend,2015,Comedy
244,0.527957,0,0,I Spit on Your Grave III: Vengeance is Mine,2015,"Thriller, Horror"
245,0.526642,0,0,Experimenter,2015,Drama
246,0.524315,10000000,3334927,By the Sea,2015,"Romance, Drama"
247,0.52025,0,0,Woodlawn,2015,Drama
248,0.516954,0,0,The Hollow,2015,"TV Movie, Horror"
249,0.515401,0,0,Visions,2015,"Thriller, Horror"
250,0.514735,0,1236094,Beyond the Mask,2015,Action
251,0.513386,0,0,I Am Here,2015,"Thriller, Drama"
252,0.50732,0,0,Wild Horses,2015,Drama
253,0.5048279999999999,0,0,Pressure,2015,Drama
254,0.5024890000000001,0,0,Hidden,2015,Thriller
255,0.49726499999999996,0,157768,Hell & Back,2015,"Comedy, Fantasy"
256,0.48635100000000003,21000000,0,Robot Overlords,2015,"Science Fiction, Action"
257,0.482422,0,0,The Man with the Iron Fists 2,2015,Action
258,0.47784,0,0,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,2015,"Adventure, Action"
260,0.475473,0,0,Spare Parts,2015,"Action, Drama, Family"
261,0.474788,0,0,The World Made Straight,2015,Drama
262,0.47462600000000005,0,0,Last Shift,2015,"Thriller, Horror"
263,0.473344,0,0,Frankenstein,2015,Horror
264,0.471393,0,0,Cartel Land,2015,"Drama, Documentary"
265,0.471091,20000000,0,Superfast!,2015,Comedy
266,0.470991,0,0,Moonwalkers,2015,Comedy
267,0.470124,0,0,Chi-Raq,2015,"Music, Drama, Comedy, Crime"
268,0.467556,5300000,0,Bad Asses on the Bayou,2015,"Action, Comedy"
269,0.465707,0,13603453,Strange Magic,2015,"Animation, Fantasy, Music, Family"
270,0.46208999999999995,9000000,21571189,Black or White,2015,Drama
271,0.45959700000000003,0,0,Dead Rising,2015,"Horror, Science Fiction"
272,0.454151,0,0,Deathgasm,2015,Comedy
273,0.45293900000000004,0,0,Justice League: Gods and Monsters,2015,"Action, Animation"
274,0.45087200000000005,13000000,1646788,I Saw the Light,2015,Music
275,0.45016000000000006,0,316472,Good Kill,2015,"Action, Thriller"
276,0.44426499999999997,0,0,Southbound,2015,"Horror, Science Fiction"
277,0.444193,0,0,Star Trek: Renegades,2015,"Adventure, Action, Fantasy, Science Fiction"
278,0.443525,0,0,The Boy,2015,"Thriller, Horror, Drama"
279,0.44283500000000003,0,0,Riley's First Date?,2015,"Animation, Family"
281,0.442067,0,0,Lila & Eve,2015,"Drama, Thriller"
282,0.441882,0,0,The Final Girls,2015,"Comedy, Horror"
283,0.441402,0,0,He Never Died,2015,"Thriller, Comedy, Horror"
284,0.43959799999999993,0,0,A Very Murray Christmas,2015,Comedy
285,0.438409,0,0,Kill Your Friends,2015,"Crime, Comedy"
286,0.43708800000000003,0,0,Battle For SkyArk,2015,"Science Fiction, Family, Action"
287,0.43558199999999997,5000000,2333684,Jem and the Holograms,2015,"Music, Drama, Adventure"
288,0.43307299999999993,0,0,The Adderall Diaries,2015,"Thriller, Drama, Action"
289,0.429892,10000000,0,Grizzly,2015,"Action, Thriller"
290,0.427116,0,0,Where to Invade Next,2015,Documentary
291,0.424813,6000000,90777,Beasts of No Nation,2015,"Drama, War"
292,0.42316099999999995,0,0,A Christmas Horror Story,2015,Horror
294,0.429756,0,4505,Synchronicity,2015,"Mystery, Science Fiction, Thriller"
296,0.415041,0,0,The Pack,2015,"Horror, Thriller"
297,0.41491300000000003,3000000,3387000,Demonic,2015,Thriller
299,0.41287700000000005,0,0,The Legend of Barney Thomson,2015,"Comedy, Drama, Thriller"
300,0.41250299999999995,1000000,0,The Duke of Burgundy,2015,Drama
301,0.40969799999999995,0,0,88,2015,Action
302,0.405095,0,0,The Girl in the Book,2015,Drama
303,0.404511,0,0,Avengers Grimm,2015,"Adventure, Fantasy"
304,0.40223600000000004,447524,771317,The D Train,2015,Comedy
305,0.250209,0,0,The Lion Guard: Return of the Roar,2015,"TV Movie, Animation"
306,0.399947,0,228136,A Royal Night Out,2015,"Romance, Drama, Thriller"
307,0.398982,0,0,Parallels,2015,"Science Fiction, Action"
309,0.394466,1950000,0,The Marine 4: Moving Target,2015,Action
310,0.393642,0,0,Tales of Halloween,2015,Horror
311,0.39356599999999997,1000000,0,Blunt Force Trauma,2015,"Action, Adventure"
312,0.391326,0,0,Operator,2015,"Action, Thriller, Drama"
313,0.386529,0,0,The Human Centipede 3 (Final Sequence),2015,Horror
314,0.38340599999999997,0,49970,Spring,2015,"Science Fiction, Romance, Horror"
316,0.382997,0,0,We Are Still Here,2015,Horror
317,0.7128899999999999,0,0,Monster High: Haunted,2015,Family
318,0.378836,0,0,3-Headed Shark Attack,2015,"Horror, Science Fiction"
319,0.37668,0,0,Navy Seals vs. Zombies,2015,"Action, Horror"
320,0.411416,0,0,Wrecker,2015,Horror
321,0.37485300000000005,0,0,The Escort,2015,Romance
322,0.37288899999999997,0,0,Martyrs,2015,"Drama, Thriller"
323,0.371145,0,0,Uncanny,2015,"Thriller, Science Fiction"
324,0.370148,0,0,Bad Hair Day,2015,"TV Movie, Comedy, Adventure"
325,0.369529,5000000,0,Area 51,2015,"Science Fiction, Horror"
326,0.369108,0,0,San Andreas Quake,2015,"Action, TV Movie, Science Fiction"
327,0.36817,6000000,0,The Runner,2015,Drama
329,0.36743400000000004,0,0,Partisan,2015,"Thriller, Drama"
330,0.36603,4400000,0,R.L. Stine's Monsterville: The Cabinet of Souls,2015,"Horror, Comedy"
331,0.36590100000000003,10000000,17472,Strangerland,2015,Drama
332,0.329164,0,0,Ashby,2015,"Romance, Drama"
333,0.35982600000000003,0,0,Beautiful & Twisted,2015,"Crime, Thriller"
334,0.35765399999999997,0,0,Ronaldo,2015,Documentary
335,0.357614,0,0,Going Clear: Scientology and the Prison of Belief,2015,Documentary
336,0.357567,0,0,Zipper,2015,"Drama, Thriller"
337,0.35651900000000003,0,0,War Pigs,2015,"War, Action"
338,0.354624,0,0,Turbo Kid,2015,"Comedy, Action, Adventure"
339,0.350858,0,0,Barbie in Rock 'N Royals,2015,"Animation, Family, Music"
340,0.350599,0,0,Circle,2015,"Horror, Science Fiction"
341,0.348306,0,16661077,Monkey Kingdom,2015,"Animation, Documentary"
342,0.34779699999999997,0,0,Joe Dirt 2: Beautiful Loser,2015,Comedy
343,0.344994,0,0,Minions: The Competition,2015,Animation
344,0.344549,0,7449681,I'll See You in My Dreams,2015,Drama
345,0.34253,0,0,Jesse Stone: Lost in Paradise,2015,"Crime, TV Movie, Drama"
346,0.5740310000000001,0,494506,Steve Jobs: The Man in the Machine,2015,Documentary
347,0.33929699999999996,0,0,Babysitter's Black Book,2015,"Drama, TV Movie"
348,0.5114310000000001,0,0,The Ones Below,2015,Thriller
349,0.336453,0,0,Tremors 5: Bloodlines,2015,"Horror, Science Fiction"
350,0.336107,2000000,2801508,Captive,2015,"Thriller, Drama"
351,0.335941,0,0,Terminus,2015,"Fantasy, Science Fiction"
353,0.332921,0,0,How to Plan an Orgy in a Small Town,2015,Comedy
354,0.330968,0,70958,Freaks of Nature,2015,"Science Fiction, Horror"
355,0.330484,0,0,Reversal,2015,Horror
356,0.329776,0,0,Batman Unlimited: Monster Mayhem,2015,"Action, Family, Animation"
357,0.32910900000000004,27000000,0,The Lovers,2015,"Science Fiction, Adventure, Action, Romance"
359,0.32706599999999997,0,0,Harbinger Down,2015,Science Fiction
360,0.32705,0,0,Batman Unlimited: Animal Instincts,2015,"Family, Action, Animation"
361,0.324666,0,0,Entertainment,2015,Drama
363,0.324,0,643557,The Stanford Prison Experiment,2015,"Thriller, Drama"
364,0.39018800000000003,0,0,The Girl King,2015,"Drama, History"
365,0.322653,0,0,Bessie,2015,"Music, Drama, TV Movie"
366,0.32264,0,0,The Atticus Institute,2015,Horror
367,0.30035,0,0,The Hoarder,2015,Horror
368,0.318459,0,0,I Smile Back,2015,Drama
369,0.315196,0,0,Oddball,2015,Adventure
371,0.422901,0,0,Sanjay's Super Team,2015,Animation
372,0.307395,0,3447633,Learning to Drive,2015,"Romance, Comedy"
373,0.30591599999999997,0,0,Christmas Eve,2015,"Comedy, Romance"
375,0.30134299999999997,0,0,Sharknado 3: Oh Hell No!,2015,"Science Fiction, Horror, TV Movie"
376,0.300128,0,0,12 Rounds 3: Lockdown,2015,Action
377,0.198522,0,0,Hitting the Apex,2015,Documentary
378,0.299427,0,4444,Club Life,2015,Drama
379,0.298861,0,0,Cleveland Abduction,2015,"Drama, Crime"
381,0.298628,0,0,Lavalantula,2015,"Horror, Science Fiction, TV Movie"
383,0.40436300000000003,3500000,0,Justice League: Throne of Atlantis,2015,"Action, Adventure, Science Fiction, Animation"
384,0.26500999999999997,0,0,Lady Chatterley's Lover,2015,"Romance, Drama"
385,0.292437,0,0,The Wicked Within,2015,Horror
386,0.291244,0,0,Bridgend,2015,Drama
387,0.29042399999999996,0,0,Backcountry,2015,"Horror, Drama, Thriller"
389,0.288598,500000,0,Ratter,2015,Horror
390,0.309811,0,0,An Inspector Calls,2015,"Drama, Mystery, Thriller"
391,0.28626599999999996,0,0,The Survivalist,2015,"Drama, Science Fiction"
392,0.28336999999999996,0,0,Don't Grow Up,2015,Horror
394,0.282237,0,0,No Stranger Than Love,2015,"Comedy, Romance"
395,0.280878,0,0,The Hive,2015,"Science Fiction, Horror"
396,0.27858299999999997,0,0,Back in Time,2015,"History, Documentary"
397,0.277844,0,0,Nina Forever,2015,"Comedy, Horror"
398,0.277613,0,0,Some Kind Of Hate,2015,Horror
399,0.277035,1000000,0,The Dead Room,2015,Horror
400,0.272995,0,0,Condemned,2015,Horror
402,0.270786,0,0,The Sand,2015,"Horror, Science Fiction"
403,0.171829,0,0,Digging for Fire,2015,Drama
405,0.261932,0,0,From the Dark,2015,Horror
406,0.26171700000000003,20000000,0,My All American,2015,Drama
407,0.26004499999999997,0,0,Hangman,2015,Thriller
408,0.202673,0,0,Larry Gaye: Renegade Male Flight Attendant,2015,Comedy
411,0.256542,0,0,Summer Camp,2015,Horror
412,0.256286,0,0,Backmask,2015,"Thriller, Horror"
413,0.255458,0,0,Already Tomorrow in Hong Kong,2015,"Comedy, Romance"
416,0.248964,0,0,Curve,2015,"Horror, Thriller"
417,0.24828000000000003,7500000,0,Pound of Flesh,2015,Action
418,0.24759499999999998,0,0,Cyberbully,2015,Thriller
419,0.24758899999999998,0,0,Final Girl,2015,"Drama, Action"
420,0.24742600000000003,0,2642899,He Named Me Malala,2015,Documentary
421,0.24660900000000002,0,0,The Driftless Area,2015,"Romance, Drama, Mystery"
422,0.245948,0,0,Do You Believe?,2015,Drama
423,0.24495,0,0,7 Days in Hell,2015,"TV Movie, Comedy"
425,0.243691,0,0,Teen Beach 2,2015,"Comedy, Music"
426,0.243321,1500000,0,Full Out,2015,"Drama, History, Family"
427,0.24207800000000002,1500000,0,Narcopolis,2015,"Mystery, Science Fiction"
429,0.24128400000000003,0,0,Safelight,2015,Drama
430,0.239558,0,0,Bad Roomies,2015,Comedy
431,0.23949600000000001,0,0,Close Range,2015,"Crime, Action"
432,0.154846,0,0,The Reconstruction of William Zero,2015,"Drama, Science Fiction, Thriller"
433,0.236709,0,0,Queen of Earth,2015,"Mystery, Drama, Thriller"
436,0.22758,0,0,"What Happened, Miss Simone?",2015,"Documentary, Music"
438,0.22479699999999997,0,0,The Eichmann Show,2015,Drama
