Index,popularity,budget,revenue,original_title,genres,release_year
5107,0.35029299999999997,500000,8679814,The Station Agent,Drama,2003
7758,0.14418599999999998,700000,31576,The Tracey Fragments,Drama,2007
2425,1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Science Fiction,1999
49,2.8851259999999996,4000000,9064511,The Lobster,Romance,2015
9633,0.48134799999999994,0,40050884,Roxanne,Romance,1987
6867,0.200709,0,0,The Woods,Horror,2006
3022,0.59883,6100000,0,Niko: LentÃ¤jÃ¤n poika,Animation,2008
4042,0.455247,70000000,19924033,Ballistic: Ecks vs. Sever,Action,2002
8787,0.513728,40000000,0,Bless the Child,Horror,2000
3654,0.38117399999999996,17000000,3696232,The Double,Mystery,2011
655,3.990452,178000000,370541256,Edge of Tomorrow,Science Fiction,2014
1943,1.9236939999999998,40000000,224920315,The Social Network,Drama,2010
4627,0.38161,3000000,0,El Gringo,Adventure,2012
4789,0.17713299999999998,0,14567,Silent Night,Comedy,2012
3930,1.75153,100000000,193772504,Gangs of New York,Crime,2002
2711,0.605017,0,0,The Shipping News,Drama,2001
1854,0.114327,0,0,Italians,Comedy,2009
864,0.574398,50000000,80383113,Muppets Most Wanted,Adventure,2014
9414,0.22113899999999997,0,0,The Butcher's Wife,Fantasy,1991
3153,0.316727,0,0,Anaconda 3: Offspring,Horror,2008
1423,1.487114,20000000,34560577,Crank: High Voltage,Thriller,2009
6346,0.463596,10000000,91196419,White Noise,Drama,2005
8212,0.25404,19000000,0,Restoration,Romance,1995
3002,0.6664140000000001,25000000,19844979,Blindness,Drama,2008
7858,0.255216,6000000,0,The First Great Train Robbery,Drama,1979
8260,0.851712,1000000,2019469,Bad Lieutenant,Drama,1992
9786,0.225194,0,0,Gone in 60 Seconds,Action,1974
1439,1.232312,70000000,171844840,Couples Retreat,Romance,2009
3997,0.682513,0,0,The Land Before Time IX: Journey to the Big Water,Family,2002
9538,0.25926,0,1547397,Two Moon Junction,Romance,1988
6512,0.129724,7000000,0,Die weisse Massai,Drama,2005
270,0.46208999999999995,9000000,21571189,Black or White,Drama,2015
4955,3.440519,94000000,864625978,Finding Nemo,Animation,2003
1140,0.184395,0,0,JLA Adventures: Trapped in Time,Family,2014
950,0.6698069999999999,0,7176347,A Long Way Down,Comedy,2014
3824,0.06843099999999999,0,0,Inbred,Comedy,2011
3578,0.524684,10000000,1759252,A Better Life,Drama,2011
7054,0.779837,56000000,57223890,Walking Tall,Drama,2004
3770,0.21417199999999997,25000000,0,Bunraku,Action,2011
10503,0.582226,19000000,40996665,Poltergeist II: The Other Side,Thriller,1986
8609,0.301638,0,0,Darkman III: Die Darkman Die,Action,1996
2631,0.18171199999999998,0,0,Mulholland Dr.,Mystery,1999
1446,1.138277,80000000,214104620,Public Enemies,Drama,2009
127,1.315266,19500000,32189727,Secret in Their Eyes,Drama,2015
1999,1.023117,47000000,10539000,Jonah Hex,Thriller,2010
6246,1.05364,15000000,15785148,Kiss Kiss Bang Bang,Crime,2005
5851,0.223863,0,0,Crazy Kind of Love,Romance,2013
8336,0.140485,0,0,A Stranger Among Us,Romance,1992
3127,0.35338,0,38804615,First Sunday,Action,2008
7955,0.262738,0,0,Crimes of Passion,Thriller,1984
8101,0.986266,60000000,104324083,Under Siege 2: Dark Territory,Thriller,1995
6684,0.62873,85000000,158468292,The Fast and the Furious: Tokyo Drift,Thriller,2006
5584,0.7523270000000001,4600000,23198652,The Way Way Back,Comedy,2013
9211,0.547658,18598420,78247647,K-9,Action,1989
10836,0.23943499999999998,0,0,Walk Don't Run,Comedy,1966
588,0.061776,0,0,One & Two,Thriller,2015
8332,0.269621,0,0,Wuthering Heights,Romance,1992
3806,0.17304,0,790421,Thin Ice,Crime,2011
8688,1.0602120000000002,31000000,68106245,Frequency,Drama,2000
10476,1.36519,6000000,70136369,Ferris Bueller's Day Off,Drama,1986
10541,0.327717,4700000,8025872,The Texas Chainsaw Massacre 2,Horror,1986
3237,0.21403899999999998,0,0,August,Drama,2008
10264,0.707901,0,0,Point of No Return,Drama,1993
3544,0.656612,25000000,34942188,The Sitter,Comedy,2011
17,5.5731839999999995,130000000,518602163,Ant-Man,Adventure,2015
10565,0.24752399999999997,0,12303904,No Mercy,Action,1986
8870,0.08429,57000000,0,All the Pretty Horses,Drama,2000
8274,0.700187,0,0,Peter's Friends,Drama,1992
9714,0.07154500000000001,95,0,84 Charing Cross Road,Drama,1987
2812,0.507235,0,0,To End All Wars,Drama,2001
4763,0.20610599999999998,0,14752,Kiss of the Damned,Thriller,2012
7,7.6674,108000000,595380321,The Martian,Adventure,2015
7831,1.39491,239000,0,Beneath the Valley of the Ultra-Vixens,Comedy,1979
10794,0.063184,0,0,Goin' South,Western,1978
4694,0.287294,0,0,Storage 24,Science Fiction,2012
10377,0.151355,30,0,The Meteor Man,Comedy,1993
9987,1.469009,13500000,201965915,Teenage Mutant Ninja Turtles,Adventure,1990
417,0.24828000000000003,7500000,0,Pound of Flesh,Action,2015
2678,0.9454290000000001,42000000,35402320,Original Sin,Drama,2001
6338,0.49992600000000004,0,1117920,Little Manhattan,Comedy,2005
2971,0.822759,60000000,73174566,Righteous Kill,Action,2008
3764,0.22973400000000002,0,0,The Suite Life Movie,Adventure,2011
5347,0.378662,0,0,Money Talks,Comedy,1997
3072,0.45988500000000004,0,0,Open Season 2,Comedy,2008
1566,0.515547,0,0,Redline,Drama,2009
7050,0.804481,17000000,16980098,Win a Date with Tad Hamilton!,Romance,2004
2031,0.82289,38000000,105610124,Life as We Know It,Comedy,2010
9369,0.379975,0,3106559,K2,Drama,1991
4379,2.858742,165000000,471222889,Wreck-It Ralph,Comedy,2012
7640,0.317446,3000000,0,FrontiÃ¨re(s),Thriller,2007
5404,0.15255,0,0,Wild America,Family,1997
3937,1.494612,5000000,0,Cinderella II: Dreams Come True,Fantasy,2002
3042,0.5319050000000001,8500000,8936663,Ong Bak 2,Thriller,2008
7747,0.314684,0,10597734,Primeval,Adventure,2007
1714,0.300313,4500000,0,Stay Cool,Comedy,2009
5786,0.29648800000000003,0,0,Zombie Hunter,Thriller,2013
6907,0.112694,0,0,Teen Titans: Trouble in Tokyo,Animation,2006
4305,0.275024,45000000,0,I Love Trouble,Romance,1994
35,3.557846,6000000,35401758,Room,Thriller,2015
1957,1.614028,37000000,154026136,The Town,Drama,2010
1394,3.4315589999999996,90000000,524028679,Sherlock Holmes,Thriller,2009
5265,0.999866,90000000,0,Volcano,Action,1997
1445,1.145724,15000000,8459458,Chloe,Drama,2009
9103,0.30829,0,3572443,Major League: Back to the Minors,Comedy,1998
8601,0.319461,0,0,The Great White Hype,Drama,1996
8124,0.726743,30000000,24048000,Virtuosity,Action,1995
1635,0.39805100000000004,0,0,The Limits of Control,Crime,2009
7859,0.24539,0,0,10,Romance,1979
10614,0.412189,0,0,The Three Musketeers,Action,1973
541,0.11095999999999999,0,0,Bloodsucking Bastards,Comedy,2015
5123,0.315387,80000000,0,Inspector Gadget 2,Family,2003
4741,0.227384,0,0,ThÃ©rÃ¨se Desqueyroux,Foreign,2012
4542,0.530375,0,30668,The Bay,Thriller,2012
5111,0.33970900000000004,5000000,4856298,Intermission,Mystery,2003
4107,0.246462,0,0,K-9: P.I.,Comedy,2002
2423,1.769152,16000000,53478166,10 Things I Hate About You,Drama,1999
1430,1.324927,150000000,292817841,G-Force,Action,2009
10410,0.42865200000000003,2000000,27379978,In the Heat of the Night,Drama,1967
5833,0.238632,5000000,15179302,The Last Exorcism Part II,Horror,2013
7310,2.4320009999999996,19000000,44017374,The Shining,Thriller,1980
9773,0.378621,500000,0,Foxy Brown,Thriller,1974
8271,0.740663,25000000,411006740,The Bodyguard,Action,1992
5457,2.0253349999999997,20000000,0,The World's End,Science Fiction,2013
1026,0.296822,0,0,Date and Switch,Comedy,2014
6120,0.555541,25000000,0,Lifeforce,Fantasy,1985
2642,2.478879,140000000,449220945,Pearl Harbor,War,2001
1407,1.906998,175000000,302469017,G.I. Joe: The Rise of Cobra,Science Fiction,2009
5587,0.744185,25500000,2415472,Blood Ties,Thriller,2013
1056,0.26903299999999997,0,0,Authors Anonymous,Comedy,2014
8391,0.5649390000000001,2500000,25533818,Halloween II,Horror,1981
8840,0.15692799999999998,0,0,The Dish,Comedy,2000
6815,0.27504,0,0,é»‘ç¤¾ä¼š2ï¼šä»¥å’Œä¸ºè´µ,Drama,2006
7968,0.197425,1250000,3412497,C.H.U.D.,Science Fiction,1984
2822,0.209579,22000000,0,Josie and the Pussycats,Music,2001
2572,0.297398,35000000,0,The Other Sister,Romance,1999
8535,0.5375770000000001,67000000,47267001,Last Man Standing,Thriller,1996
9676,0.258955,0,0,Maurice,Romance,1987
10656,0.381352,25485000,29548291,Tora! Tora! Tora!,War,1970
3484,0.9216530000000001,150000000,38992758,Mars Needs Moms,Animation,2011
3204,0.2552,0,0,The Haunting of Molly Hartley,Horror,2008
7040,0.8939219999999999,0,0,Sniper 3,Action,2004
8000,0.771263,22000000,67642693,Sudden Impact,Action,1983
9417,0.21307399999999999,0,0,Little Man Tate,Family,1991
9390,0.313071,0,13,Drop Dead Fred,Comedy,1991
584,0.190385,0,0,The Phoenix Incident,Thriller,2015
3551,0.607142,0,0,Geek Charming,TV Movie,2011
7931,0.378244,0,0,Against All Odds,Drama,1984
4002,0.646373,40000000,16872671,Life or Something Like It,Comedy,2002
2349,0.12315799999999999,0,0,American Grindhouse,History,2010
9124,0.23309699999999997,0,0,Halloweentown,Horror,1998
10711,0.168025,0,0,Darling,Drama,1965
2959,0.905428,0,0,Presto,Family,2008
5627,0.5907720000000001,0,0,Iron Man & Hulk: Heroes United,Adventure,2013
3174,0.283048,0,0,Les Femmes de l'ombre,Action,2008
5058,0.49078599999999994,0,0,Kangaroo Jack,Adventure,2003
8477,1.117552,50000000,273552592,Jerry Maguire,Drama,1996
4958,2.7101919999999997,32000000,173398518,Elf,Fantasy,2003
10385,0.265865,0,0,å¤ªæžå¼ ä¸‰ä¸°,Action,1993
1850,0.22288200000000002,9000000,0,Against the Dark,Science Fiction,2009
5044,0.576335,52000000,0,Bulletproof Monk,Action,2003
3372,7.9592279999999995,140000000,370569774,Captain America: The First Avenger,Adventure,2011
9134,0.214567,1500000,870751,Edge of Seventeen,Romance,1998
39,3.227329,11000000,62076141,Brooklyn,Drama,2015
2120,0.51097,0,0,Chatroom,Thriller,2010
7538,0.54281,21000000,41170784,Freedom Writers,Drama,2007
7544,0.523238,0,0,The Hunting Party,Drama,2007
5716,0.3795,0,0,The Power of Few,Action,2013
7,7.6674,108000000,595380321,The Martian,Drama,2015
9319,1.606765,48000000,390493908,Robin Hood: Prince of Thieves,Drama,1991
1293,0.036904,0,0,Tim Maia,Music,2014
7676,0.367836,0,0,Postal,Action,2007
3023,0.598695,35000000,25871834,Superhero Movie,Comedy,2008
35,3.557846,6000000,35401758,Room,Drama,2015
1451,1.083957,40000000,186167139,The Final Destination,Mystery,2009
4570,0.47391400000000006,0,0,The Philadelphia Experiment,Mystery,2012
7509,0.6145579999999999,60795000,73090611,Perfect Stranger,Mystery,2007
1794,0.196413,0,0,TiMER,Romance,2009
9230,0.440959,0,0,The BFG,Family,1989
2072,0.640516,20000000,0,Jackass 3D,Comedy,2010
8802,0.363815,0,8524534,Before Night Falls,Drama,2000
7325,0.6464409999999999,0,0,Little Lord Fauntleroy,Family,1980
5572,0.816581,80000000,126546518,Walking With Dinosaurs,Adventure,2013
6112,0.632419,1000000,0,American Ninja,Action,1985
2125,0.495162,20000000,39300000,Alpha and Omega,Animation,2010
6668,0.6982970000000001,20000000,48548426,Date Movie,Comedy,2006
7029,0.976399,57000000,28283637,Thunderbirds,Adventure,2004
784,0.900955,0,0,Frontera,Western,2014
1509,0.6964130000000001,0,19406406,Oceans,Documentary,2009
5006,0.997525,40000000,141591324,Gothika,Thriller,2003
9535,0.265664,4000000,9797098,Bad Dreams,Horror,1988
9230,0.440959,0,0,The BFG,Fantasy,1989
9774,0.326225,200000,0,Deranged,Horror,1974
3551,0.607142,0,0,Geek Charming,Family,2011
5816,0.26826300000000003,0,0,I Declare War,Action,2013
197,0.719407,0,0,The Hallow,Fantasy,2015
1766,0.781772,0,0,George & A.J.,Family,2009
1419,1.6417389999999998,26000000,183293131,Paul Blart: Mall Cop,Family,2009
3924,1.9367279999999998,70000000,277448382,xXx,Action,2002
3201,0.258571,0,0,Lost in Austen,Family,2008
7736,0.168239,0,0,Grace is Gone,Drama,2007
688,2.493306,12000000,0,Drive Hard,Action,2014
45,3.023253,10000000,14333790,Hardcore Henry,Action,2015
9367,0.387056,0,89325780,Father of the Bride,Romance,1991
1736,0.272422,1700000,1007962,The Girlfriend Experience,Comedy,2009
8125,0.705828,8,16,The Prophecy,Fantasy,1995
8110,0.829551,0,0,French Kiss,Romance,1995
9657,0.335219,0,2585639,House of Games,Thriller,1987
7099,0.506575,0,0,King Solomon's Mines,Adventure,2004
791,0.887576,0,0,Kite,Action,2014
9519,0.336536,1300000,354704,Prison,Drama,1988
379,0.298861,0,0,Cleveland Abduction,Drama,2015
3503,0.846125,3500000,19504039,Margin Call,Thriller,2011
2434,1.221973,170000000,222104681,Wild Wild West,Action,1999
3820,0.160529,0,366377,The Oranges,Romance,2011
5410,0.143585,0,0,Leave it to Beaver,Family,1997
5806,0.278117,0,0,Blackfish,Documentary,2013
7042,0.8749379999999999,35000000,36098382,Jersey Girl,Romance,2004
1430,1.324927,150000000,292817841,G-Force,Family,2009
9202,0.737259,18000000,46908987,"See No Evil, Hear No Evil",Crime,1989
6597,1.223392,4200000,0,High School Musical,Music,2006
9668,0.288138,0,0,Steel Dawn,Action,1987
2540,0.258844,0,0,Summer of Sam,Thriller,1999
10299,0.48521099999999995,12000000,22750363,Rudy,Drama,1993
6841,0.247029,0,849055,Inland Empire,Horror,2006
9310,0.070162,0,12195695,Family Business,Thriller,1989
8629,0.22005100000000002,0,0,Dunston Checks In,Adventure,1996
2066,0.6538,0,0,Camp Rock 2: The Final Jam,Music,2010
3948,1.204615,60000000,67312826,Star Trek: Nemesis,Adventure,2002
1790,0.20904299999999998,0,0,The Haunted World of El Superbeasto,Horror,2009
3903,0.060639,0,0,Une bouteille Ã  la mer,Drama,2011
5503,1.2790780000000002,7000000,0,Only Lovers Left Alive,Drama,2013
9669,0.287829,14000000,57915972,Throw Momma from the Train,Comedy,1987
3157,0.312842,0,0,Religulous,Comedy,2008
9569,0.154945,20000000,51684798,Biloxi Blues,Comedy,1988
4313,0.24664699999999998,600000,185898,Texas Chainsaw Massacre: The Next Generation,Thriller,1994
6696,0.575781,0,0,Hollow Man II,Science Fiction,2006
8848,0.266997,0,0,Here On Earth,Drama,2000
3351,0.033634,0,0,One Week,Drama,2008
5174,0.19486199999999998,17000000,0,Good Boy!,Family,2003
6577,1.6128,50000000,132180323,Perfume: The Story of a Murderer,Drama,2006
5073,0.448434,0,343816,The United States of Leland,Drama,2003
2836,0.19156600000000001,40000000,27053815,The Musketeer,Adventure,2001
9821,0.438899,0,12484444,French Connection II,Thriller,1975
6615,1.027989,17000000,57103895,Smokin' Aces,Action,2006
6851,0.225633,2380000,8176544,This Is England,Drama,2006
5065,0.46951800000000005,56000000,12923936,Gods and Generals,History,2003
1164,0.165741,0,0,Jamie Marks Is Dead,Thriller,2014
8460,2.7757560000000003,7000000,60611975,Fargo,Drama,1996
9353,0.489806,0,0,Wild Hearts Can't Be Broken,Drama,1991
796,0.8632350000000001,0,427418,Cold in July,Thriller,2014
5269,0.96047,80000000,177977226,Flubber,Family,1997
6538,0.04264,0,0,Return of the Living Dead: Necropolis,Comedy,2005
10854,0.146402,0,0,The Chase,Thriller,1966
1984,1.1383889999999999,25000000,36993168,Don't Be Afraid of the Dark,Thriller,2010
5530,1.049952,16000000,0,The Colony,Action,2013
7635,0.32477,0,0,Flood,Foreign,2007
5619,0.621046,0,0,The Returned,Thriller,2013
826,0.7057,0,0,Feast,Family,2014
5901,0.065195,0,0,Hotel Inferno,Action,2013
2756,0.403778,0,0,The Affair of the Necklace,Drama,2001
9889,0.451661,0,0,The Last Man on Earth,Science Fiction,1964
9354,0.48393100000000006,11000000,2807854,Return to the Blue Lagoon,Drama,1991
4271,0.408327,2500000,0,Phantasm III: Lord of the Dead,Horror,1994
965,0.366176,2500000,0,Catch Hell,Drama,2014
10053,0.30899899999999997,0,0,Class of 1999,Science Fiction,1990
9634,0.47393,15000000,13290368,The Pick-up Artist,Comedy,1987
31,3.899557,49000000,102069268,Chappie,Science Fiction,2015
286,0.43708800000000003,0,0,Battle For SkyArk,Science Fiction,2015
7900,0.791148,8200000,80035402,Footloose,Romance,1984
9428,0.189644,0,21830957,Only the Lonely,Romance,1991
10657,0.374514,0,0,Beyond the Valley of the Dolls,Drama,1970
5271,0.936736,75000000,136982834,Conspiracy Theory,Mystery,1997
2365,0.25427,0,0,Holy Rollers,Thriller,2010
10111,1.752027,2500000,9500000,Breakfast at Tiffany's,Drama,1961
4141,0.132296,25000000,41604473,Undercover Brother,Comedy,2002
4692,0.29081999999999997,0,1697294,Song for Marion,Music,2012
2261,0.22912399999999997,0,0,Exorcismus,Thriller,2010
582,0.077252,0,0,Welcome to Leith,Crime,2015
7757,0.228338,120000,0,A Dog's Breakfast,Comedy,2007
8249,1.375348,11000000,0,Army of Darkness,Comedy,1992
5124,0.30925199999999997,22000000,0,Willard,Horror,2003
994,0.331919,1500000,0,Free Fall,Thriller,2014
10196,0.317676,0,0,The Missouri Breaks,Drama,1976
1937,2.1287990000000003,150000000,335154643,Prince of Persia: The Sands of Time,Adventure,2010
1564,0.520419,15000000,5024782,Solitary Man,Comedy,2009
4367,4.218933,250000000,1017003568,The Hobbit: An Unexpected Journey,Action,2012
6553,0.001983,0,0,Paheli,Foreign,2005
1027,0.29562,0,0,Don't Blink,Horror,2014
4098,0.26816100000000004,0,0,Rose Red,Thriller,2002
3576,0.530139,38000000,114156230,Water for Elephants,Drama,2011
8739,0.525341,42000000,32168970,Reindeer Games,Thriller,2000
832,0.6841520000000001,0,0,The Little Death,Romance,2014
677,2.777996,28000000,53181600,A Walk Among the Tombstones,Thriller,2014
1794,0.196413,0,0,TiMER,Science Fiction,2009
318,0.378836,0,0,3-Headed Shark Attack,Horror,2015
6677,0.646745,33000000,62022014,Snakes on a Plane,Action,2006
9194,1.2184979999999999,32000000,222724172,"Honey, I Shrunk the Kids",Adventure,1989
5452,2.1092470000000003,130000000,371876278,G.I. Joe: Retaliation,Thriller,2013
2984,0.748854,30000000,68369434,The X Files: I Want to Believe,Drama,2008
6227,1.274645,42000000,24127895,Lord of War,Crime,2005
274,0.45087200000000005,13000000,1646788,I Saw the Light,Music,2015
4099,0.260167,0,0,The Dangerous Lives of Altar Boys,Comedy,2002
4933,0.019197,0,0,It's Such a Beautiful Day,Animation,2012
8561,0.445287,0,0,Fly Away Home,Adventure,1996
3508,0.8067350000000001,63000000,183953723,Hop,Animation,2011
2293,0.200241,2300000,0,Hunt to Kill,Thriller,2010
1647,0.388227,10000000,0,Mammoth,Drama,2009
5334,1.086558,30000000,51376861,Mortal Kombat: Annihilation,Action,1997
4936,0.013813999999999998,0,0,A Fairly Odd Christmas,Family,2012
10667,0.281532,0,0,Soldier Blue,Romance,1970
3217,0.23477199999999998,6000000,391410,While She Was Out,Action,2008
1193,0.134767,0,0,Hyena,Crime,2014
10439,2.1804099999999997,0,0,The Sword in the Stone,Family,1963
9486,0.528411,16000000,0,Alien Nation,Science Fiction,1988
7429,1.368087,15000000,64238440,28 Weeks Later,Science Fiction,2007
9407,0.245709,35000000,0,Flight of the Intruder,Drama,1991
8964,0.078907,0,0,Forbidden World,Science Fiction,1982
8896,1.176922,20000000,68851475,Conan the Barbarian,Adventure,1982
6844,0.241377,5000000,0,Like Mike 2: Streetball,Family,2006
5325,0.46490699999999996,25000000,100000000,Spice World - The Movie,Fantasy,1997
2350,0.120636,0,0,Peacock,Thriller,2010
246,0.524315,10000000,3334927,By the Sea,Romance,2015
5466,1.821423,40000000,149295601,Lone Survivor,Drama,2013
2904,1.611632,80000000,178066569,Eagle Eye,Thriller,2008
3426,1.401424,0,0,Page Eight,Mystery,2011
9825,0.328246,0,0,Breakheart Pass,Western,1975
1760,0.242794,0,0,The Marine 2,Action,2009
8753,0.44904099999999997,43000000,80049764,Finding Forrester,Drama,2000
5146,0.246824,0,0,Hope Springs,Comedy,2003
5095,0.379915,300000,0,Pieces of April,Drama,2003
