mission_title,Target
STS-121,"445, 411, 368, 425, 444, 446"
STS-122,"470, 416, 415, 295, 469, 468"
STS-123,"382, 350, 370, 473, 471, 472"
STS-124,"444, 481, 411, 478, 479, 480"
STS-125,"497, 495, 494, 414, 496, 377, 326"
STS-126,"448, 489, 487, 447, 488, 429"
STS-127,"401, 390, 500, 501, 306, 499"
STS-128,"504, 387, 408, 452, 459, 503"
STS-129,"510, 508, 473, 509, 469, 407"
STS-130,"451, 378, 512, 465, 472, 365"
STS-131,"517, 460, 397, 516, 468, 446, 515"
STS-132,"495, 478, 425, 490, 474, 488"
STS-133,"488, 493, 505, 487, 368, 462"
STS-134,"411, 482, 418, 435, 497, 471"
STS-135,"447, 424, 416, 499"
STS-151-C,56
STS-2,"105, 104"
STS-26,"119, 179, 185, 142, 180"
STS-27,"132, 145, 213, 214, 192"
STS-28,"220, 221, 128, 151, 219"
STS-29,"215, 216, 144, 158, 217"
STS-3,"106, 62"
STS-30,"193, 122, 154, 218, 184"
STS-31,"196, 156, 146, 150, 135"
STS-32,"227, 187, 226, 124, 228"
STS-33,"117, 225, 165, 224, 215"
STS-34,"160, 171, 222, 223, 197"
STS-35,"163, 129, 180, 213, 76, 240"
STS-36,"185, 145, 231, 169, 230"
STS-37,"245, 192, 170, 244, 243"
STS-38,"179, 237, 216, 236, 238"
STS-39,"246, 144, 247, 248, 250, 125, 249"
STS-4,"56, 109"
STS-40,"254, 255, 217, 161, 256, 253"
STS-40 Columbia,191
STS-41,"214, 234, 235, 219, 233"
STS-41 B,134
STS-41 C,141
STS-41-B,"135, 133, 76, 132"
STS-41-C,"140, 139, 102"
STS-41-D,"146, 144, 147, 109"
STS-41-G,"149, 150, 121, 153, 152, 151, 102"
STS-41C,142
STS-41D,"148, 145"
STS-42,"265, 184, 267, 265, 185, 131, 122, 266"
STS-43,"257, 171, 215, 228, 220"
STS-44,"264, 262, 263, 165, 261, 117"
STS-45,"272, 270, 196, 150, 151, 271"
STS-46,"280, 279, 197, 156, 227, 163"
STS-47,"218, 285, 245, 283, 282, 132, 284"
STS-48,"238, 158, 221, 169, 258"
STS-49,"225, 231, 234, 235, 124, 273, 250"
STS-5,"76, 112, 114, 113"
STS-50,"223, 275, 219, 276, 187, 274, 237"
STS-51,"266, 236, 303, 302, 301"
STS-51 J,134
STS-51-A,"155, 113, 119, 154"
STS-51-B,"112, 165, 127, 166"
STS-51-C,"158, 156"
STS-51-D,"161, 160, 163, 162, 115"
STS-51-F,"106, 178, 174, 175, 176"
STS-51-G,"171, 169, 124, 120"
STS-51-I,"104, 180, 179, 181"
STS-51-J,"185, 186, 184, 115"
STS-51-L,"147, 139, 133"
STS-51A,126
STS-51B,122
STS-51C,159
STS-51D,"148, 164"
STS-51F,117
STS-51G,"170, 173, 172"
STS-51I,141
STS-51L,"200, 201, 202"
STS-52,"257, 249, 226, 286, 214, 254"
STS-53,"233, 154, 287, 262, 125"
STS-54,"248, 230, 247, 263, 288"
STS-55,"192, 295, 293, 294, 170, 292, 261"
STS-56,"291, 271, 243, 290"
STS-57,"270, 298, 296, 184, 297, 228"
STS-58,"304, 161, 171, 307, 305, 306, 215"
STS-59,"287, 244, 273, 310, 253, 245"
STS-6,"115, 60, 116, 117"
STS-60,"196, 309, 283, 258, 197"
STS-61,"235, 274, 179, 163, 225, 117, 192"
STS-61-A,"158, 280, 109, 190, 187, 125"
STS-61-B,"195, 193, 128, 194"
STS-61-C,"132, 196, 146, 197"
STS-61A,"170, 188, 189"
STS-61B,148
STS-61B Atlantis,191
STS-61C,"199, 198, 142"
STS-62,"230, 231, 279, 238, 227"
STS-63,"324, 226, 271, 293, 298"
STS-64,"317, 288, 246, 219, 237, 218"
STS-65,"315, 233, 303, 316, 314, 313, 250"
STS-66,"282, 323, 322, 248, 321, 291"
STS-67,"327, 240, 265, 254, 326, 325"
STS-68,"297, 319, 257, 310, 318, 302"
STS-69,"262, 334, 154, 290, 301"
STS-7,"121, 122, 120, 119, 102"
STS-70,"261, 315, 331, 296, 330"
STS-71,"132, 247, 292, 223, 187"
STS-72,"343, 344, 314, 341, 342, 270"
STS-73,"339, 336, 338, 335, 337, 225, 274"
STS-74,"313, 243, 305, 192, 340"
STS-75,"279, 280, 163, 348, 197, 346, 347"
STS-76,"304, 244, 309, 287, 273"
STS-77,"349, 263, 230, 302, 153, 282"
STS-78,"353, 350, 352, 288, 330, 351, 261"
STS-79,"235, 266, 318, 245, 303"
STS-8,"105, 126, 125, 124, 127"
STS-80,"310, 254, 335, 117, 290"
STS-81,"227, 257, 341, 297, 326"
STS-82,"274, 247, 218, 146, 346, 319, 321"
STS-83,"298, 315, 334, 313, 359, 360, 358"
STS-84,"324, 361, 322, 292, 362"
STS-85,"366, 365, 364, 282, 335, 283"
STS-86,"327, 323, 226, 367, 108"
STS-87,"342, 370, 369, 330, 368"
STS-88,"387, 233, 192, 301, 296"
STS-89,"318, 374, 187, 373, 372"
STS-9,"128, 17, 129, 63, 131"
STS-90,"378, 380, 350, 381, 379, 377, 304"
STS-91,"383, 327, 292, 382, 197"
STS-92,"297, 343, 400, 337, 305, 314, 270"
STS-93,"336, 278, 324, 146, 392"
STS-94,"358, 315, 298, 313, 360, 359, 334"
STS-95,"323, 3, 365, 282, 385, 316, 368"
STS-96,"390, 291, 335, 344, 389, 254"
STS-97,"153, 321, 361, 341, 367"
STS-98,"227, 290, 364, 310, 401"
STS-99,"383, 394, 285, 330, 382, 298"
STS87,371
STS­ 91,84
STS­100,405
STS­106,"399, 311"
STS­112,426
STS­60,212
STS­63,118
STS­88,212
STS­96,391
Saluyt 4,69
Saluyt 6,69
Salyut 4,"75, 74"
Salyut 6,"100, 84, 93, 88, 83, 91, 99, 96, 83, 74, 93, 84, 98, 75"
Salyut 7,"95, 70, 86, 107, 136, 143, 111, 86, 137, 183, 86, 110, 100, 88, 95, 123, 138, 182, 111, 93, 91, 108, 98, 99"
Shenzhou 10,"534, 533, 442"
Shenzhou 11,"550, 485"
Shenzhou 5,434
Shenzhou 6,"441, 442"
Shenzhou 7,"484, 483, 485"
Shenzhou 9,"485, 527, 528"
Skylab 2,"61, 20"
Skylab 3,"44, 62, 63"
Skylab 4,"66, 68, 67"
Skylab-2,60
Soyuz  3,332
Soyuz 1,11
Soyuz 10,"34, 51, 36"
Soyuz 11,"42, 52, 53"
Soyuz 12,"65, 64"
Soyuz 13,"69, 70"
Soyuz 14,"71, 6"
Soyuz 15,"72, 73"
Soyuz 16,"51, 41"
Soyuz 18,47
Soyuz 19,"15, 40"
Soyuz 21,"35, 78"
Soyuz 22,"79, 9"
Soyuz 23,"81, 80"
Soyuz 24,"82, 43"
Soyuz 25,"84, 83"
Soyuz 26/27,85
Soyuz 27/26,"86, 65"
Soyuz 28,87
Soyuz 3,32
Soyuz 30,89
Soyuz 31,90
Soyuz 31/29,9
Soyuz 33,"51, 92"
Soyuz 36/35,"40, 94"
Soyuz 37/36,43
Soyuz 38,"85, 97"
Soyuz 39,"86, 101"
Soyuz 4,34
Soyuz 40,103
Soyuz 5,35
Soyuz 5/4,"37, 36"
Soyuz 6,"39, 40"
Soyuz 7,"43, 75, 42, 41"
Soyuz 8,"36, 34"
Soyuz 9,"5, 47"
Soyuz TM-11/10,242
Soyuz TM-12/11,252
Soyuz TM-14/13,269
Soyuz TM-17 / Soyuz TM-16,300
Soyuz TM-24/23,355
Soyuz TM-25/24,357
Soyuz TM-27/26,376
Soyuz TM-33/32,355
Soyuz TM-34 / Soyuz TM-33,419
Soyuz TM13/12,260
Soyuz TMA-1/TM-34,427
Soyuz TMA-10,456
Soyuz TMA-11/10,464
Soyuz TMA-12 / Soyuz TMA-11,477
Soyuz TMA-13,486
Soyuz TMA-14,456
Soyuz TMA-16/14,507
Soyuz TMA-18M/16M,"544, 545"
Soyuz TMA-3/2,385
Soyuz TMA-34/TM-33,418
Soyuz TMA-4/TMA-3,436
Soyuz TMA-6/TMA-5,418
Soyuz TMA-7,440
Soyuz TMA-8,443
Soyuz TMA-9,449
Soyuz TMA­1/TM­34,"405, 395"
Soyuz TMA­5,437
Soyuz TM­32/31,"312, 385"
Soyuz TM­33/32,"241, 410"
Soyuz TM­4/3,207
Soyuz T­2,79
Soyuz T­3,65
Soyuz T­8,"99, 110, 118"
Spacelab 1,130
Spacelab-2,177
Spacelab-3,167
Voskhod 1,"13, 12, 11"
Voskhod 2,"15, 14"
Vostok 1,1
Vostok 2,2
Vostok 3,5
Vostok 4,6
Vostok 5,9
Vostok 6,10
apollo 9,38
gemini 6A,23
spacelab-3,168
sts-46,281
ЭП-1,406
