mission_title,Target
STS-88,192
STS-38,237
STS-35,129
STS-109,296
16,311
Soyuz TMA-13,486
33,530
STS-49,234
STS-85,282
STS-1,102
STS-77,302
41,508
STS-6,116
STS-59,287
STS-134,418
STS-34,171
1,204
Shenzhou 11,550
59,547
STS-68,310
STS-84,322
STS-64,288
STS-72,314
STS-103,282
39,458
Gemini 12,22
40,539
Soyuz 21,35
STS-43,215
STS-65,303
STS-151-C,56
Salyut 7,86
59,562
STS-113,428
Soyuz T­8,99
STS-121,368
STS-64,246
STS-41-G,121
STS-130,465
Salyut 6,91
25,312
STS-107,374
STS-4,56
STS-57,270
Soyuz TM-25/24,357
STS-61A,188
21,268
20,332
STS-76,244
STS-126,447
Soyuz TMA-10,456
2,308
STS-49,235
STS-51-C,158
STS-51A,126
STS-113,337
52,509
Gemini 4,18
STS-128,504
STS-123,473
STS-41,214
STS-59,244
38,397
Skylab 4,66
57,559
STS-118,397
STS-53,154
STS-9,17
37,536
STS-87,342
STS-47,283
Apollo 16,17
Soyuz 4,34
STS-76,309
STS-66,323
STS 101,308
STS-101,396
18,343
STS-96,335
23,461
8,241
Astro-2,239
STS-117,458
STS-131,397
Salyut 6,99
STS-41-G,153
STS-118,461
STS-51B,122
MA-6,3
Soyuz 7,75
Soyuz TMA-9,449
32,454
STS-75,279
Vostok 3,5
Vostok 1,1
Soyuz TM-11/10,242
STS-132,425
STS-97,153
STS-49,124
STS-62,230
Salyut 6,96
STS-87,370
Salyut 7,137
Apollo 15,54
2,85
STS-93,324
17,482
STS-51-I,180
STS-64,219
Salyut 7,183
Apollo 10,26
Shenzhou 7,484
STS-61-A,109
31,384
STS-119,457
STS-41,234
STS-36,145
Soyuz TMA-8,443
STS-73,336
STS-62,231
17,320
STS-54,263
STS-99,394
STS-66,322
STS-105,387
STS-85,335
STS-122,415
Gemini 11,28
STS-119,458
51,426
36,479
STS-127,401
STS-55,293
21,345
STS-126,488
STS-118,393
STS-57,298
STS-120,467
15,210
3,236
Spacelab-3,167
STS-28,221
22,438
STS-8,125
STS-82,146
STS-61B Atlantis,191
STS-41 C,141
Gemini 5,20
STS-5,112
STS-37,192
STS-73,338
STS-118,379
STS-110,291
STS-100,340
26,467
STS-51L,201
17,204
23,513
60,513
STS-128,387
STS-74,305
STS-108,382
53,491
STS-44,262
Euromir 94,131
STS-52,249
Soyuz 25,84
Salyut 6,83
STS-34,222
Soyuz 25,83
STS 51-C,157
28,268
STS-134,435
44,543
Shenzhou 11,485
22,215
STS-57,296
STS-124,481
Gemini 7,21
Soyuz 33,51
Voskhod 2,14
STS-89,374
39,513
STS-61C,199
Skylab 3,62
STS-91,327
6,208
STS-86,226
STS-126,429
STS-81,257
9,212
STS-51-B,165
STS-50,276
STS-88,301
STS-122,295
STS-44,263
Apollo 11,24
STS-56,243
Shenzhou 5,434
Salyut 7,86
STS-95,385
Soyuz 8,36
STS-67,240
STS-41-B,132
STS-98,290
STS-42,185
Soyuz 8,34
STS-47,282
Soyuz 21,78
50,552
STS-44,165
Vostok 2,2
STS-39,248
STS-80,310
STS-26,179
STS-89,187
STS-30,154
48,548
5,354
3,91
24,518
STS-61-B,193
STS-41-G,152
Soyuz 19,15
STS-103,280
gemini 6A,23
STS-125,414
STS-51I,141
STS-67,265
STS-66,248
2,123
STS-80,254
STS-45,272
29,525
STS-28,128
STS-36,231
STS-115,398
Soyuz 6,39
STS-51-D,160
Salyut 7,110
STS-92,343
55,492
STS-41,235
STS-77,153
Apollo 12,20
STS-80,335
STS-105,408
Gemini 10,27
STS-78,352
Salyut 4,75
42,524
STS-29,215
STS-92,400
Soyuz 10,51
28,523
STS-57,184
STS-124,411
STS-98,364
Salyut 7,100
Soyuz 7,42
Shenzhou 9,527
Gemini 8,25
Soyuz 27/26,86
STS-61A,189
STS-104,373
STS-48,238
Salyut 7,88
34,501
STS-48,158
STS-119,491
STS-78,288
STS-127,390
STS-115,321
Salyut 7,95
STS-41-D,147
STS-45,270
STS-27,145
STS-117,373
STS-104,407
29,398
Apollo 11,27
STS-94,298
STS-40,255
STS-28,151
34,498
48,549
15,241
STS-75,280
STS-33,165
Soyuz 19,40
7,99
STS-7,121
18,424
STS-81,341
Gemini 9A,23
STS-61-A,190
STS-51-A,155
STS-114,402
STS-66,321
STS-88,296
STS-69,334
42,541
24,208
STS-40,217
1,136
Salyut 7,123
STS-124,478
STS-47,132
Apollo 7,30
STS-69,154
STS-116,451
STS-64,237
STS-38,216
22,171
Shenzhou 9,528
STS-61,117
19,208
STS-109,414
STS-123,471
STS-127,500
STS-75,163
STS-58,161
23,356
STS-51G,170
STS-51,236
STS-110,417
STS-94,313
STS-127,501
STS-102,403
STS-133,493
Salyut 7,138
STS-60,196
STS-132,490
13,363
42,512
Antares,278
26,277
STS-51-A,113
STS-59,273
37,455
Salyut 7,182
STS-103,319
12,208
STS-31,196
STS-60,309
STS-106,318
STS-46,156
STS-50,187
STS-62,279
28,395
STS-92,337
Saluyt 6,69
STS-92,305
3,328
STS-29,216
Soyuz TMA-6/TMA-5,418
STS-27,213
STS-63,324
STS-99,285
Salyut 6,74
Apollo 12,44
52,535
STS-51D,148
14,299
STS-7,122
STS-71,292
Soyuz 11,42
STS-106,398
Soyuz 24,82
STS-58,171
STS-94,360
36,426
STS 51-L,157
STS-73,335
STS-81,297
STS-110,367
STS-51-I,179
STS-129,473
31,491
61,519
STS-35,180
STS-95,316
18,99
STS-86,367
STS-49,273
Soyuz TM­33/32,241
STS-66,291
STS-75,348
STS-72,341
STS-51-F,178
STS-51G,173
STS-132,474
STS-135,416
STS-99,330
STS-110,192
STS­100,405
STS-61-A,187
STS-42,131
STS-111,421
STS-69,290
STS-87,369
STS-38,236
26,520
16,376
STS-51,303
STS-99,382
STS-58,307
55,497
Apollo 14,48
STS-65,316
STS-90,381
Soyuz TM-34 / Soyuz TM-33,419
25,519
STS-55,294
Gemini 3,16
STS-83,315
STS-118,462
STS-35,213
STS-133,505
STS-111,197
STS-67,254
STS-80,117
STS-101,262
Soyuz 28,87
STS-53,287
STS-110,415
43,393
Apollo 14,50
STS-43,228
11,212
STS-120,323
STS-129,509
17,476
STS-125,496
STS-48,221
STS-61-C,146
STS-50,274
STS-46,227
3,210
STS-90,379
27,241
STS-112,306
56,557
STS-114,365
Apollo 12,28
STS-26,185
STS-79,266
Soyuz TM-27/26,376
STS-99,298
STS-51G,172
Soyuz TMA-7,440
STS-39,250
STS­112,426
STS-79,318
STS-78,330
56,558
STS-116,453
2,100
STS-120,446
STS-127,306
STS-31,156
STS-51-D,163
Soyuz 12,65
STS-31,146
STS-133,487
STS-109,350
Gemini 7,22
STS-118,463
Gemini 10,17
STS-134,497
Soyuz 7,41
Soyuz 38,85
STS-122,469
STS-51-B,127
Apollo 16,56
Salyut 6,93
STS­ 91,84
STS-51-G,169
STS-76,287
2,203
Soyuz 5/4,37
Soyuz 36/35,40
STS-34,223
2,288
STS-65,314
STS-101,331
Salyut 6,84
STS-9,129
STS-65,313
Apollo 17,59
STS-100,323
STS-59,310
Soyuz TMA-18M/16M,544
1,332
STS-73,337
STS-91,292
STS-90,377
STS-123,472
STS-130,472
Soyuz 18,47
24,375
STS-81,326
STS-63,226
6,329
Astro-1,239
3,118
STS-29,144
STS-41-C,102
4,303
35,500
STS-47,284
Voskhod 1,13
Apollo 7,31
STS-128,408
Apollo 15,25
STS-33,224
STS-89,373
STS-51L,202
STS-36,169
Soyuz TMA-14,456
STS-34,197
STS-82,346
STS­63,118
18,122
7,362
Soyuz 31/29,9
STS-61B,148
STS-51-J,185
12,391
STS-60,283
Soyuz TM-17 / Soyuz TM-16,300
Mir EO-21,308
STS-83,334
STS-97,321
Salyut 7,111
STS-87,330
STS-127,499
STS-61C,198
STS-51 J,134
STS-100,404
STS-109,326
STS-51-C,156
27,480
Skylab 2,61
STS-107,430
STS-37,170
STS-51-F,174
Soyuz TMA­5,437
STS-83,313
STS-133,368
STS-69,301
14,454
STS-41 B,134
40,506
10,314
Soyuz 33,92
STS-41-G,151
STS-114,324
Salyut 6,98
STS­88,212
STS-94,359
STS-61-B,128
18,328
STS-8,124
STS-48,169
STS-61-A,125
STS-76,273
STS-61,192
STS-63,271
26,385
10,183
5,423
24,466
STS-133,462
STS-128,452
STS-8,127
STS-116,452
STS-53,262
STS-101,346
STS-51-L,139
STS­96,391
STS-92,314
STS-132,488
STS-7,120
STS-52,226
Soyuz 38,97
Soyuz 16,51
29,524
21,506
27,522
1,205
Soyuz TMA-1/TM-34,427
Soyuz 40,103
STS-84,292
STS-41-G,102
STS-90,304
STS-91,382
apollo 9,38
STS-74,192
STS-32,187
Shenzhou 7,483
STS-102,226
STS-61-C,197
STS­106,311
Soyuz 3,32
5,422
STS-51-F,175
Soyuz 23,81
STS-114,327
Skylab 4,68
STS-135,499
STS-37,244
Apollo 14,49
STS-108,412
STS-41,219
46,502
8,268
Soyuz 16,41
STS-9,63
STS-87,368
STS-55,170
STS-107,389
Soyuz T­8,110
57,476
STS-109,301
STS-45,196
STS-26,142
45,475
16,412
Salyut 7,93
34,340
Vostok 6,10
STS-107,431
STS-115,286
Shenzhou 6,441
11,268
EP-19,565
STS-68,318
2,208
54,556
STS-131,516
STS-51-B,166
Soyuz 36/35,94
Voskhod 1,12
Mercury-Atlas 9,8
22,354
STS-120,466
Soyuz 22,79
STS-42,122
STS-56,290
STS-95,368
STS-119,492
Soyuz 5/4,36
STS-51-D,162
Gemini 11,20
STS-72,342
Soyuz TM-14/13,269
14,110
STS-96,344
24,363
STS-29,158
STS-58,305
STS-7,119
STS-93,146
Soyuz 27/26,65
STS-113,226
STS-5,114
Soyuz 23,80
Soyuz TM­33/32,410
STS-48,258
Atlas-1,130
Apollo 13,46
24,118
Apollo 9,25
STS-35,76
STS-70,296
STS-41D,145
STS-75,197
54,524
STS-3,106
23,514
4,302
STS-51-A,119
STS-75,346
50,529
STS-121,425
STS-116,401
STS-89,372
STS-82,319
STS-55,292
STS-54,288
STS-84,362
STS-55,261
STS-79,245
15,455
STS-38,238
STS-57,297
9,251
STS-27,214
Soyuz 13,69
STS-83,359
53,554
STS-41-D,109
9,384
STS-53,125
Soyuz T­3,65
STS-58,306
STS-52,286
3,409
Skylab 4,67
20,502
STS-104,383
Soyuz TM-24/23,355
STS-37,243
STS-120,465
33,529
28,444
57,547
STS-46,163
10,375
Spacelab 1,130
STS-83,360
STS-98,310
STS-28,219
Soyuz TMA-11/10,464
STS-96,389
STS-117,408
STS-120,400
spacelab-3,168
STS-51-J,186
STS-40,161
8,206
STS-93,392
Apollo 8,21
STS-60,258
26,336
15,426
STS-68,302
Soyuz  3,332
Soyuz 14,71
STS-134,471
STS-129,469
26,384
STS-51F,117
STS-43,220
Soyuz TMA-18M/16M,545
STS-65,250
STS-67,326
STS-121,444
STS-32,226
STS-29,217
Soyuz 39,101
Soyuz 6,40
32,481
Soyuz TMA-34/TM-33,418
STS-51-A,154
STS-27,192
Apollo 17,26
STS-51,302
STS-129,407
6,229
STS-64,218
STS-39,125
STS-51,301
STS-51-D,115
STS-97,361
Soyuz 15,73
Apollo 7,7
15,460
STS-115,448
STS-40,256
STS-5,113
STS-115,447
STS-110,416
Soyuz 13,70
STS-63,293
STS-106,397
Soyuz 12,64
20,498
22,455
STS-78,351
16,312
25,268
STS-71,223
Salyut 7,91
STS-44,261
Soyuz T­8,118
11,404
STS-30,218
STS-9,131
STS-63,298
Spacelab-2,177
STS-51-L,133
STS-117,459
38,343
STS-59,253
STS-79,303
STS-80,290
Skylab 3,63
46,311
49,551
Apollo 8,33
5,204
STS-131,468
STS-125,377
6,274
STS-107,369
STS-117,457
Apollo 13,22
54,555
STS-31,150
STS-52,214
Vostok 5,9
STS-131,446
3,206
16,311
39,537
Soyuz TMA-4/TMA-3,436
STS-97,341
STS-107,432
STS-100,392
STS-49,250
Soyuz 1,11
STS-26,180
STS-94,334
STS-98,401
Gemini 4,19
STS-112,425
STS-125,326
20,277
STS-32,124
STS-51-I,181
STS-62,238
Apollo 13,45
Soyuz 11,52
STS-92,270
STS-128,459
Soyuz T­2,79
28,475
STS-51-G,124
1,212
Salyut 4,74
53,531
Soyuz TM­32/31,385
59,559
Shenzhou 10,533
STS-51-F,176
Gemini 5,8
STS-61C,142
38,409
STS-124,479
STS-39,249
STS-51-J,184
STS-41,233
STS-124,480
Soyuz 24,43
25,393
STS-36,230
Voskhod 1,11
STS-31,135
STS-116,364
STS-110,319
Salyut 7,108
22,317
STS-74,340
STS-73,225
STS-30,184
40,538
STS-128,503
STS-51-J,115
Soyuz 14,6
STS-45,150
STS-91,197
Soyuz TMA­1/TM­34,395
STS-122,468
ASTP,23
STS-52,254
STS-70,330
46,546
STS-103,271
STS-41C,142
STS-51D,164
Soyuz 31,90
STS-106,362
Soyuz TMA-16/14,507
STS-77,282
Shenzhou 7,485
27,388
STS-51-G,120
STS-6,117
7,311
STS-4,109
STS-67,325
STS-57,228
STS-44,117
STS-40 Columbia,191
STS-131,515
STS-111,420
STS-7,102
STS-45,151
Gemini 8,24
2,262
56,539
Shenzhou 10,442
STS87,371
STS-62,227
STS-32,228
18,435
STS-58,215
Salyut 6,75
STS-130,365
STS-121,446
STS-42,266
STS-35,240
14,409
STS-61-B,194
STS-108,411
STS-111,290
Shenzhou 6,442
12,277
STS-78,261
STS-40,253
STS-73,274
20,353
STS-72,270
Skylab 2,20
STS-103,326
Salyut 7,98
Gemini 6A,7
STS-3,62
STS-82,321
41,540
STS-59,245
STS-85,283
STS-50,237
Apollo 10,17
STS-83,358
STS-2,104
STS-45,271
STS-33,215
21,396
Soyuz 10,36
STS-75,347
STS-97,367
14,337
STS-86,108
Apollo 16,57
Salyut 7,99
STS-96,254
Soyuz 22,9
STS-60,197
STS-71,187
Soyuz 11,53
