name,pop
SoHo,42742
 Rockwy Prk,28018
Soundview,50753
Georgetown,42940
park,418
Spuyten Duyvil,30161
 Ravenswood,20030
Canarsie,83693
Jackson Heights,108152
Maspeth,30516
DUMBO,34495
 Edenwald,34517
Belmont,25967
Murray Hill,53009
Ft. Totten,22731
 Holliswood,25480
Bay Ridge,79371
Douglas Manor,24356
Carroll Gardens,38353
Windsor Terrace,20988
 Manhattan,1849
 Westchester Square,29250
 Wakefield,42483
Greenpoint,37821
 Flushing Heights,34034
 Vinegar Hill,34495
 Bayside Hills,43808
 Lighthse Hill,30762
 Coney Island,34267
Erasmus,29938
Far Rockaway,48344
 Country Club,26583
 cemetery,540
Rosedale,25063
Soundview,53686
park,1849
 Dongan Hills,23017
 cemetery,1906
Midwood,52835
 Arrochar,16079
Kensington,36891
Oakwood,22049
 Flat Iron,70150
Highbridge,37727
SoHo,36757
East Flatbush,50355
 Floral Park,22426
Ridgewood,69455
Kingsbridge Heights,33286
Upper West Side,136954
Seagate,34267
 Arlington,31474
West Brighton,17370
Marble Hill,49087
 Pelham Gardens,28903
 Fox Hills,19834
Flatlands,64762
 Brookville,20132
Charleston,23313
Douglas Manor,24739
 Port Ivory,27957
 Chelsea,70150
 Oakwood Beach,22049
Astoria,89122
 Eltingville,27770
Woodside,43846
 Flushing Heights,31734
 Riverdale,27860
 Staten Island,7
Jackson Heights,113327
Bayside,44371
 Silver Lake,16784
park,93
 Holliswood,26061
Eastchester,34517
park,1785
Co,43752
West Farms,34542
 Edgemere,31645
 Prince's Bay,27770
Erasmus,31392
Turtle Bay,51231
Rego Park,28260
Brownsville,58300
Cambria Heights,20944
Old Astoria,27814
New Springville,39597
Cypress Hills,48961
Grymes Hill,22460
 Kingsbridge,29872
Arden Heights,24996
Hammels,36885
 Maspeth,24338
Murray Hill,48419
East Village,44136
 Morris Park,29250
Jamaica,51849
 Brooklyn,418
New Springville,39309
South Jamaica,35181
 Bay Terrace,21751
Breezy Point,26711
East Flushing,26516
 Columbia Street,38353
 Brookville,18950
park,1906
 Clearview,21751
Hollis,20269
 Ravenswood,21104
Bellerose,25287
Van Nest,27135
Bushwick North,56093
Seagate,31965
West Village,68483
 Morris Heights,54335
 Port Morris,49030
 Mott Haven North,39214
Flatlands,66726
 Hillcrest,31734
Steinway,47534
 Douglaston,24739
Jamaica,53751
Forest Hills,85046
Upper East Side,63664
Morningside Heights,54208
 Inwood,46746
East Village,41746
Central Harlem South,39075
Allerton,28510
 Douglaston,24356
Woodlawn,42483
Co,40676
 Arverne,36885
Clinton,45884
Elmhurst,88427
 Manhattn Bch,64518
Stuyvesant Town,19101
 Mill Basin,45231
Kew Gardens Hills,37479
Melrose South,33195
Mount Hope,52649
 cemetery,418
 Cooper Village,21049
Chinatown,52375
 etc,7
East Flatbush,56033
Central Harlem North,70016
 Tottenville,18332
 Ft. Wadsworth,15238
Ft. Totten,21751
Yorkville,77942
 Emersn Hill,30714
Midtown,28630
Washington Heights North,67136
Airport,0
 Travis,39597
 etc,0
Williamsburg,32926
Bronxdale,34309
Annadale,26376
Bronxdale,35538
Woodlawn,43583
 City Island,26583
Brownsville,59099
Corona,57658
 Graniteville,31474
Gravesend,29436
Bedford,59227
Springfield Gardens South,18950
Queensboro Hill,19309
 Cobble Hill,22887
Richmond Hill,62985
 Richmond Valley,18332
North Riverdale,28013
 Edgewater Park,44167
 Gerritsen Beach,64518
DUMBO,30847
Hunters Point,61947
 Wingate,67459
Norwood,40494
Lenox Hill,76631
 Broad Chnl,28018
Queens Village,52504
Elmhurst,87972
Baisley Park,35729
 Melrose,37865
Canarsie,85058
East Harlem North,58019
Ridgewood,69317
Washington Heights South,84438
Stuyvesant Town,21049
Airport,0
Lindenwood,26148
park,540
Van Cortlandt Village,50607
Rosedale,25502
 Edgewater Park,43712
Pelham Bay,26583
 South Side,45774
Sheepshead Bay,64518
Pomonok,31734
Auburndale,20201
Starrett City,13354
Fort Greene,26079
University Heights,54188
 Fox Hills,22460
 Heartland Villg,30714
 Jamaica Hills,39138
 cemetery,1849
park,436
 Bronx,1906
 Wingate,70300
Grymes Hill,19834
Van Nest,29250
 Carnegie Hill,63664
 Silver Lake,17525
 etc,1785
 Little Neck,24739
Bensonhurst East,58566
 Polo Grounds,70016
 Bayswater,50058
East Flushing,26982
Murray Hill,51739
 Olinville,61321
Crotona Park East,18072
 cemetery,436
 Woodrow,18894
 Bloomfield,39309
New Dorp,21896
Glendale,32496
 Port Morris,52413
Bedford Park,55329
 Marine Park,42940
Manhattanville,22950
 Lower Manhattan,39699
Borough Park,106357
Turtle Bay,49737
Whitestone,30773
 Rosebank,24048
Central Harlem North,75282
 South Beach,24835
Kingsbridge Heights,32496
South Ozone Park,78906
