itemID,brand,categories
18162,911,3514.0
14327,772,3765.0
20702,888,2203.0
26632,712,652.0
30082,1504,4287.0
17806,1371,1066.0
27929,1429,4113.0
31791,810,3755.0
24313,1368,173.0
4228,924,3459.0
7218,515,1114.0
9515,1111,3680.0
30370,504,1847.0
4350,91,3653.0
7939,827,3905.0
14986,82,NaN
5562,643,1459.0
13957,580,925.0
14815,290,3173.0
4839,1010,3903.0
778,1277,71.0
16952,1052,3254.0
14234,1209,2278.0
25773,598,2995.0
21013,1420,554.0
10529,453,2927.0
30441,19,3934.0
1126,648,1045.0
11275,801,3055.0
16488,52,1114.0
4821,745,278.0
31281,116,3903.0
17628,810,2995.0
23303,319,1098.0
15209,933,2368.0
8978,107,NaN
242,23,1807.0
16531,648,1358.0
8091,1445,2496.0
29589,1058,862.0
26621,1445,1694.0
23381,582,550.0
4089,1431,3902.0
4511,656,2091.0
11237,455,147.0
21910,872,1807.0
10080,20,4030.0
30984,366,282.0
30428,460,1657.0
31186,107,NaN
3676,791,86.0
6470,9,2962.0
24706,1145,3911.0
12921,186,3914.0
1753,194,2325.0
13207,73,3914.0
28312,389,394.0
18748,950,3745.0
7658,683,NaN
27929,1429,3937.0
3476,1093,1033.0
27627,322,2733.0
29349,194,3424.0
21432,1496,614.0
16050,89,3916.0
22035,147,3323.0
30445,829,2822.0
7391,8,3981.0
18215,388,1366.0
22910,127,1498.0
29829,615,2733.0
24120,564,3900.0
3466,793,284.0
14223,267,3778.0
24413,603,300.0
31294,193,330.0
13693,406,1138.0
11866,783,3903.0
4054,235,3913.0
9311,1429,3902.0
6784,1030,1060.0
25957,1222,475.0
11905,620,1482.0
14218,1180,2417.0
1586,1265,3304.0
16590,322,NaN
24292,250,2318.0
19824,523,3409.0
10976,1240,94.0
31701,1154,1694.0
6033,1374,614.0
22329,806,NaN
32094,1385,1555.0
30862,906,1690.0
12395,78,3608.0
5284,1180,4227.0
8184,1297,2366.0
29262,1156,2136.0
12751,1265,2451.0
28181,4,NaN
27329,620,522.0
25640,484,3900.0
1019,868,2005.0
17969,150,536.0
32725,1388,1889.0
1370,19,1083.0
19339,737,NaN
28016,1469,2615.0
3853,1016,2628.0
7471,1249,3005.0
9351,386,2384.0
4363,1006,3910.0
24356,1390,NaN
7217,410,2452.0
8355,169,568.0
8102,101,1807.0
30022,1180,3902.0
8212,349,4013.0
15963,4,NaN
24911,1445,2315.0
13118,1411,3910.0
11963,1073,2469.0
5381,1215,1000.0
6184,772,3209.0
7389,1222,3587.0
2576,1066,NaN
10707,1492,2034.0
22991,279,3909.0
24587,771,1950.0
28778,314,1098.0
17429,1335,3901.0
14710,481,536.0
13541,325,855.0
14110,580,723.0
30953,887,3900.0
23679,1383,1356.0
22401,1040,166.0
16185,157,3981.0
27390,1295,2136.0
22768,1055,3910.0
21123,6,3047.0
28995,642,1316.0
7655,393,3910.0
32570,880,NaN
16410,171,578.0
12219,406,1529.0
27121,748,3613.0
32037,433,NaN
586,1126,3388.0
7894,523,3970.0
25243,406,3262.0
8403,323,1886.0
9269,783,3953.0
18238,433,4055.0
21516,897,536.0
19614,322,NaN
24386,1383,3910.0
14085,513,NaN
22307,1125,2197.0
10183,703,332.0
13145,782,926.0
15671,400,3903.0
25897,328,3910.0
23231,1277,2464.0
22889,249,1085.0
986,1445,3283.0
3447,620,1628.0
2220,1061,3903.0
30570,1023,1085.0
11203,1338,1523.0
19867,120,146.0
28293,648,3900.0
18216,752,3051.0
26347,1325,1675.0
16467,221,3639.0
29063,1445,2731.0
29923,1324,2580.0
30126,58,3701.0
31685,617,1454.0
4665,393,3042.0
32712,963,2304.0
28425,249,1855.0
10671,157,3981.0
15816,180,NaN
18611,660,1000.0
23294,703,3914.0
30573,356,1503.0
19777,626,585.0
22920,1401,1080.0
10739,1065,1390.0
19557,280,1980.0
23128,91,3653.0
1306,1111,72.0
11535,328,715.0
16241,269,NaN
8524,615,2389.0
28230,1111,3901.0
3252,150,NaN
25424,615,4196.0
6492,127,2256.0
18595,601,2476.0
24752,853,3947.0
8932,764,1906.0
31752,765,890.0
5215,219,3900.0
7867,406,1138.0
13121,1240,1373.0
25711,453,3768.0
8666,1090,2011.0
23791,748,2961.0
10480,1004,921.0
23196,1496,1879.0
8885,322,NaN
7145,408,3900.0
29353,334,3916.0
30102,1132,3906.0
27410,1266,2790.0
3628,1265,2866.0
15715,1132,NaN
23274,890,1807.0
20103,1054,1350.0
27604,91,2055.0
21766,994,1959.0
10202,999,41.0
29045,143,813.0
4976,392,1402.0
14787,771,2361.0
13825,1126,3801.0
1447,1368,316.0
7734,745,1423.0
22856,1180,2176.0
16969,107,3981.0
12114,564,2136.0
21469,479,3903.0
13717,1383,3900.0
8771,601,546.0
28827,1383,1389.0
6421,564,813.0
14967,777,3639.0
8449,150,NaN
17110,703,1527.0
31803,966,813.0
9888,1061,1746.0
10165,267,3331.0
29211,1141,1442.0
15200,1293,3901.0
6385,1429,1505.0
20408,1016,NaN
2523,685,299.0
24567,510,2005.0
796,1201,3937.0
27983,961,1241.0
21027,995,2794.0
14115,148,344.0
31183,1338,813.0
30552,1006,3900.0
32685,342,4030.0
28225,454,1350.0
15884,1367,NaN
16226,19,177.0
18162,911,2547.0
34,617,3912.0
30687,1181,1306.0
24886,104,3900.0
32164,406,2504.0
21079,1096,3941.0
25763,1156,1910.0
2342,249,2995.0
21227,898,1800.0
5744,143,4002.0
27011,1416,NaN
31144,806,3977.0
542,901,3905.0
810,1023,1492.0
3332,782,1387.0
6870,453,2927.0
10012,235,4008.0
20344,1368,1063.0
9214,748,3604.0
19698,577,394.0
19659,248,1920.0
11165,1496,3963.0
12800,1385,NaN
1349,649,3903.0
5216,157,1080.0
19691,386,3486.0
20418,580,3570.0
349,615,1980.0
3986,936,3619.0
7731,1222,2146.0
2843,322,1221.0
29616,356,450.0
3043,193,204.0
25130,342,3459.0
27960,504,2708.0
26385,378,2580.0
9596,302,3916.0
3873,632,996.0
18793,1040,3013.0
4188,449,327.0
11743,765,2091.0
25128,481,3639.0
18515,1058,862.0
5434,19,3901.0
17268,827,871.0
7386,564,3910.0
13784,632,4183.0
28192,906,1690.0
9201,1264,3901.0
7843,157,1803.0
25994,601,4044.0
11863,6,2547.0
9526,1193,3625.0
30124,1374,2829.0
24863,267,1176.0
24456,1383,514.0
24913,1416,3179.0
22556,1496,3668.0
12007,765,2731.0
25879,1156,1889.0
16592,782,435.0
24575,1126,3029.0
31404,1040,1114.0
2079,139,1560.0
3603,890,914.0
25130,342,1029.0
19243,1125,2197.0
32076,9,3910.0
11728,1496,679.0
3067,769,3262.0
5817,827,2062.0
10885,406,3540.0
29058,194,578.0
26091,549,NaN
10646,810,667.0
12549,408,2593.0
12088,737,3911.0
22795,588,1630.0
20131,347,2932.0
28378,888,2842.0
18655,1037,2711.0
13978,1410,2658.0
16906,120,150.0
10778,302,1555.0
26190,851,3915.0
23500,1025,74.0
1970,703,3284.0
3141,1163,3424.0
12084,1246,NaN
30421,1469,146.0
14587,1156,137.0
17264,610,820.0
30239,1028,NaN
21797,1040,478.0
25257,648,2175.0
28130,827,715.0
29916,1103,2081.0
31947,318,NaN
8300,615,1482.0
7167,433,NaN
4224,52,614.0
10671,157,1425.0
29657,18,3912.0
28146,194,667.0
21395,782,2387.0
5443,1379,2062.0
4873,1433,3514.0
18484,238,813.0
11006,127,3201.0
8671,365,3755.0
1995,661,3005.0
16449,1332,2022.0
13234,615,675.0
18767,378,1803.0
3692,632,3900.0
15588,768,2469.0
1142,135,1920.0
12829,513,NaN
25473,389,2386.0
22958,1130,3145.0
3641,748,2593.0
24353,314,1558.0
22534,1379,480.0
12591,1371,3265.0
29531,194,2833.0
29995,194,3976.0
1097,615,2760.0
20998,356,3682.0
19787,391,300.0
21501,1383,3625.0
14347,748,3561.0
11347,888,3903.0
13283,928,3982.0
16398,1010,1748.0
16352,193,3254.0
30781,186,3915.0
21023,868,2005.0
22787,386,3252.0
8759,323,2642.0
16480,140,3800.0
26641,810,328.0
26979,23,1807.0
17797,378,74.0
8665,658,3902.0
3652,62,4045.0
25956,1156,2136.0
3474,1040,1255.0
22508,782,19.0
13657,1038,3901.0
25009,143,NaN
18518,193,3532.0
17202,143,327.0
27350,1411,74.0
20079,402,300.0
20779,400,4190.0
1561,1297,NaN
31461,504,1707.0
16846,400,3915.0
1726,1500,1921.0
15870,9,1365.0
9589,1337,1807.0
7723,1180,2790.0
15219,453,3783.0
10906,955,3902.0
25145,1193,81.0
30735,393,3905.0
26050,580,1466.0
22967,107,3024.0
5368,19,3970.0
4095,143,3903.0
21805,822,3274.0
27401,1260,1560.0
14026,150,3997.0
23,1113,4002.0
4939,1158,2833.0
2198,810,3090.0
9,1065,30.0
29153,610,1920.0
15048,194,1889.0
26680,737,NaN
4819,249,288.0
13870,447,1398.0
15861,267,2538.0
5368,19,4031.0
30500,1301,2096.0
25615,1298,1979.0
24175,347,545.0
3053,280,547.0
20102,653,4011.0
30901,451,NaN
9073,43,2973.0
1893,1365,3402.0
22251,642,1646.0
29602,541,3047.0
25531,194,2463.0
27560,1201,921.0
7398,1206,3902.0
1502,791,1889.0
5073,473,3986.0
10289,1249,450.0
13676,186,789.0
17678,941,NaN
23291,1090,92.0
10299,225,219.0
16253,249,879.0
5058,1058,2099.0
1193,415,3244.0
7606,1509,3005.0
5292,147,3373.0
30517,1216,NaN
2464,1207,NaN
29511,75,2136.0
18711,1280,2951.0
11154,337,3902.0
3220,1281,1365.0
11759,55,3767.0
11411,677,NaN
1523,1125,955.0
29293,45,74.0
13097,643,3745.0
20607,724,1199.0
24931,749,81.0
1034,600,NaN
19044,105,NaN
8107,1065,3268.0
19070,177,2118.0
19405,961,1436.0
12965,1201,1393.0
17132,1359,3910.0
30297,926,443.0
28787,240,4080.0
880,1163,1803.0
30920,1156,2136.0
20614,615,3543.0
2282,615,464.0
4268,386,1085.0
21701,389,32.0
17513,623,2473.0
21673,322,NaN
3511,620,578.0
26617,378,3969.0
28052,193,3903.0
29983,643,2470.0
14977,748,3956.0
3469,484,150.0
32148,393,3653.0
19079,18,2383.0
4416,782,3262.0
1252,378,1820.0
28410,1010,568.0
23446,589,146.0
32525,748,644.0
5042,1383,2498.0
1255,1469,3981.0
1322,827,3324.0
9705,508,NaN
26695,479,3900.0
28736,748,1085.0
18654,441,389.0
24182,430,797.0
29421,1180,4004.0
29730,193,679.0
4784,234,3948.0
30400,786,1421.0
1937,642,1373.0
19195,656,3904.0
902,1499,1569.0
23485,1445,3283.0
31367,961,480.0
6295,1023,3901.0
14426,1414,NaN
10736,183,3424.0
976,1356,3424.0
10530,1416,NaN
4274,1367,NaN
11913,347,3936.0
14079,481,1772.0
16742,105,2136.0
15689,1201,747.0
6630,1411,2508.0
11056,955,3901.0
5055,150,NaN
6590,6,3935.0
3542,580,NaN
13234,615,2167.0
29847,1006,2252.0
13569,907,1849.0
14784,745,2800.0
20856,974,2088.0
21901,1433,3935.0
23431,615,30.0
21525,53,3900.0
8549,1401,2096.0
14767,157,731.0
30287,1383,NaN
3581,196,3654.0
20256,775,870.0
18659,373,327.0
13759,1496,2547.0
24446,1484,3903.0
19693,221,1138.0
22815,356,3914.0
30444,1490,3745.0
3565,62,2951.0
6034,764,2226.0
2103,1039,1467.0
14581,782,2990.0
22325,897,NaN
30451,18,2919.0
14595,219,3278.0
27268,1037,464.0
17078,43,30.0
2367,1023,3755.0
1701,347,3902.0
31547,219,3278.0
19598,771,3262.0
13049,617,3460.0
19993,643,1818.0
21947,322,35.0
23792,185,279.0
12310,1013,4194.0
1433,880,NaN
27602,557,NaN
19183,225,3847.0
22387,994,2586.0
11504,1222,712.0
20888,6,1060.0
30875,1219,536.0
13477,648,3903.0
14313,451,3373.0
11178,194,1085.0
11813,10,924.0
7970,772,3273.0
20613,89,3226.0
1398,408,3914.0
17535,993,3900.0
29068,1371,2178.0
20923,887,3900.0
28609,926,1126.0
26584,1025,695.0
27157,280,3701.0
15186,229,1608.0
22108,481,3916.0
6478,1040,344.0
10067,365,3625.0
17424,748,1772.0
936,453,1792.0
30429,1496,3444.0
16428,160,4209.0
27056,527,NaN
14512,1383,3910.0
9987,783,870.0
18913,473,3935.0
22809,1004,1235.0
19051,974,3400.0
7173,1265,849.0
30947,322,1926.0
6232,267,3778.0
15817,1066,3928.0
14598,1111,3916.0
5912,993,1760.0
6331,1445,3760.0
2037,642,NaN
23739,1232,740.0
13402,954,2402.0
30127,571,3909.0
10786,52,1479.0
29288,194,3644.0
21662,831,399.0
4816,593,NaN
28453,1492,305.0
8119,791,3424.0
30768,933,3902.0
12709,19,99.0
4029,274,NaN
14105,887,1807.0
24900,74,4002.0
17046,453,3783.0
10672,703,3385.0
20165,703,2617.0
10689,1079,300.0
14308,1496,3897.0
6917,1180,4234.0
21436,552,394.0
3865,77,3910.0
6656,653,4070.0
6499,1376,3905.0
25148,157,1803.0
32040,356,3903.0
19058,1429,1461.0
14964,1366,2834.0
27478,880,831.0
30945,1425,2951.0
11897,361,928.0
6499,1376,3900.0
29930,1130,3024.0
5189,1445,3268.0
12998,378,2774.0
23636,780,NaN
28486,453,1862.0
19106,1042,NaN
26747,393,2048.0
10802,810,3260.0
10467,787,1807.0
23215,1023,2886.0
6141,127,390.0
20664,408,236.0
28135,78,2690.0
604,1232,303.0
20228,1379,4104.0
26386,322,NaN
14644,617,2913.0
8705,1324,2580.0
6433,627,1186.0
13753,993,914.0
12310,1013,1237.0
24238,293,1998.0
15125,1371,3767.0
1204,191,3558.0
7540,745,3916.0
3570,953,2995.0
29754,15,407.0
3062,897,NaN
7713,1073,3968.0
22688,703,3959.0
2412,1040,3800.0
15590,314,1098.0
21268,782,1164.0
18223,322,511.0
24960,598,NaN
9766,1040,3625.0
29497,1111,1980.0
7431,1201,3986.0
26656,716,1726.0
30612,748,2422.0
5714,823,394.0
27998,193,1779.0
5675,1368,1373.0
9265,532,3910.0
31036,406,341.0
9482,748,3901.0
6301,400,3966.0
10571,623,2833.0
16511,1371,2389.0
16355,1240,2888.0
20233,827,2629.0
31829,1496,813.0
29041,539,1760.0
26349,334,3910.0
19295,92,3173.0
3629,1445,2389.0
19218,582,3575.0
5644,632,3900.0
18265,806,3254.0
26218,322,NaN
31753,926,3469.0
1195,1040,2122.0
24602,1090,2778.0
15208,617,3900.0
30107,257,1022.0
25319,346,3912.0
5871,386,1041.0
2115,123,855.0
15458,539,568.0
28378,888,3013.0
9293,381,NaN
5405,406,2863.0
12397,20,2384.0
16687,955,3187.0
15633,1025,3107.0
693,194,3426.0
4705,703,90.0
26364,19,2995.0
27934,1433,2547.0
16738,1383,2834.0
22715,323,2731.0
18935,860,667.0
23783,1111,2808.0
8524,615,219.0
18915,453,2927.0
21338,1265,849.0
5050,1492,2149.0
27388,782,2833.0
16404,539,622.0
30497,1416,NaN
31031,926,757.0
21328,1156,3900.0
29670,479,3903.0
29961,157,265.0
11986,18,2104.0
27287,799,3625.0
18397,249,3900.0
6462,386,3297.0
7012,1496,3962.0
23322,127,712.0
19475,1260,3910.0
6259,1040,2022.0
8300,615,2594.0
3657,632,3903.0
28914,39,NaN
1013,448,NaN
13352,737,300.0
18841,1066,3986.0
23267,618,871.0
21235,1315,580.0
26199,598,NaN
16827,580,1073.0
28664,386,3865.0
27185,406,3090.0
19645,459,288.0
2188,1004,1775.0
28428,193,3254.0
19063,838,2097.0
17676,771,2361.0
4869,1010,3976.0
22359,1058,2523.0
29170,844,468.0
5746,1127,327.0
31804,322,NaN
14844,620,3916.0
16648,1232,3904.0
26621,1445,3436.0
8782,1222,3901.0
15667,1201,4069.0
32601,1325,1854.0
1730,219,2253.0
6838,18,3905.0
19423,1111,785.0
25167,829,3915.0
6123,249,2790.0
5973,1276,3999.0
9296,627,2754.0
16213,1469,3238.0
979,1065,1760.0
13201,18,3903.0
23882,1180,3920.0
5345,19,3310.0
17087,274,407.0
22863,769,3310.0
10878,806,1422.0
13234,615,2205.0
19880,703,3935.0
23572,82,3968.0
19172,238,2300.0
5754,1010,2970.0
6095,1023,186.0
17714,1232,3916.0
26238,601,2833.0
16292,615,1980.0
24330,406,3976.0
19403,861,1807.0
11676,1111,3912.0
29038,933,3262.0
1806,1265,83.0
10476,279,1807.0
20168,598,3900.0
6723,1065,3591.0
7090,1469,3913.0
16045,322,2480.0
29396,1054,NaN
27624,990,1313.0
18114,271,1495.0
2330,1445,2209.0
31809,1222,2667.0
25819,1023,1085.0
1990,322,981.0
7739,771,1138.0
25615,1298,1806.0
21433,323,545.0
26296,1222,3017.0
16275,43,2389.0
20998,356,178.0
25697,500,1421.0
30823,632,3900.0
3914,1201,3922.0
12729,1157,2722.0
28639,1379,2682.0
21229,1010,1091.0
14914,569,1330.0
14522,147,1807.0
18536,1232,2136.0
17007,748,3755.0
16726,748,1694.0
12014,175,3903.0
23538,389,NaN
17710,484,3901.0
31649,389,NaN
32496,974,2088.0
4005,995,2207.0
5141,791,2605.0
28996,1180,2014.0
24576,322,3373.0
21054,643,931.0
22385,839,1467.0
16589,1445,3916.0
28410,1010,1028.0
6567,246,1979.0
14753,993,1560.0
25999,1094,3625.0
6698,649,17.0
27995,1383,526.0
19463,1288,2700.0
3113,290,1527.0
30444,1490,3916.0
13791,1496,2932.0
32685,342,3941.0
29703,18,3935.0
24452,1383,667.0
15449,1288,2690.0
21859,238,327.0
5667,1469,1164.0
20719,1248,3901.0
9204,1030,2995.0
12768,430,2951.0
20925,393,3903.0
12258,322,3810.0
9988,1180,3937.0
22904,748,3529.0
27130,928,3900.0
25003,1111,333.0
17034,1090,163.0
20742,539,2731.0
12283,1143,3981.0
29474,1000,4124.0
32338,653,1608.0
1748,1023,1578.0
11710,1496,2919.0
8133,408,NaN
24569,618,1350.0
13381,249,2941.0
28079,1282,3915.0
9933,993,2469.0
4063,829,3373.0
17114,1232,3900.0
11020,1338,1980.0
17812,400,1560.0
7978,361,977.0
27142,1025,1085.0
20817,215,1807.0
18631,125,NaN
16823,284,346.0
17211,1383,2360.0
15397,703,1943.0
22709,567,3910.0
17542,653,3903.0
15555,287,3915.0
13400,1371,4133.0
18964,237,468.0
16216,249,1857.0
23282,322,3810.0
27891,1222,3728.0
1782,6,377.0
2187,157,3199.0
22102,784,NaN
16519,174,1405.0
2240,1023,2685.0
24165,665,813.0
28978,1111,274.0
370,782,2412.0
10067,365,2872.0
18241,1360,2225.0
14908,43,327.0
4030,879,1079.0
7970,772,870.0
26344,369,284.0
25933,238,1472.0
25300,314,2866.0
11396,793,1800.0
19258,429,3199.0
28942,406,3874.0
10150,386,1085.0
20182,615,3543.0
1095,358,862.0
8456,504,2708.0
15464,993,4142.0
23323,1090,92.0
29467,428,41.0
13873,1496,2969.0
9478,748,3062.0
15260,453,3900.0
8483,319,2822.0
21575,1156,2002.0
11527,643,3267.0
2143,322,NaN
18159,1492,2938.0
4810,1052,3867.0
30669,314,NaN
26342,1065,2256.0
5577,827,3523.0
21682,267,1098.0
2765,1492,2176.0
18650,718,NaN
10869,539,1176.0
23194,552,3837.0
30148,992,578.0
10553,1366,2834.0
23867,1023,1085.0
10667,1163,2085.0
26810,290,NaN
9492,888,3915.0
7674,242,1138.0
8578,609,1518.0
28031,219,3278.0
19345,249,3916.0
26080,366,2035.0
30156,539,1441.0
17350,75,2136.0
18299,829,3259.0
16347,406,3587.0
2613,414,394.0
21131,1445,3283.0
8362,73,2690.0
30957,43,2547.0
2448,251,3625.0
28052,193,3855.0
23207,1016,NaN
17313,349,NaN
23261,745,4115.0
15958,1108,4154.0
23287,706,3068.0
24236,1121,3912.0
825,286,3903.0
1189,18,3079.0
11253,962,3393.0
10090,615,3902.0
32236,1111,3224.0
15564,127,3173.0
14159,524,1000.0
2459,1335,3453.0
27774,45,3916.0
29203,347,30.0
22078,451,3903.0
9391,1126,3901.0
15209,933,3901.0
11522,1041,3953.0
1039,519,1807.0
30714,441,NaN
26111,389,2580.0
2027,1156,889.0
24919,1126,2405.0
27021,406,3903.0
3390,320,74.0
5287,783,578.0
12408,1368,3107.0
18471,1066,3107.0
4239,1371,3799.0
3580,1025,1352.0
25511,1232,3900.0
12207,1040,3901.0
20101,1090,2833.0
28318,1023,3497.0
13400,1371,1772.0
17583,406,3533.0
20404,1383,2137.0
22744,1469,1359.0
27400,1425,1112.0
17184,221,1083.0
28776,663,NaN
19697,325,2548.0
1358,386,3934.0
11557,157,3199.0
18742,1496,3920.0
18929,473,3900.0
19375,203,1980.0
20904,323,274.0
31213,177,2402.0
3360,617,274.0
29423,632,160.0
18724,127,4106.0
18365,174,1405.0
5287,783,2504.0
11614,347,3499.0
899,887,3900.0
31106,748,3604.0
30110,1295,NaN
5185,138,1803.0
32088,615,876.0
13258,1180,3310.0
11591,993,1518.0
27927,1379,4016.0
12979,238,2136.0
1278,521,2162.0
8817,461,914.0
6379,926,308.0
575,1023,491.0
25687,1445,3283.0
15158,18,2383.0
22687,1004,1235.0
11478,322,NaN
4927,238,31.0
7083,361,1675.0
2551,1232,3185.0
16107,1051,3291.0
25892,1282,356.0
11904,748,3903.0
6375,157,3199.0
18655,1037,3667.0
10033,1232,3364.0
28205,854,3639.0
23834,347,1879.0
14268,325,3865.0
17229,1492,1807.0
8613,1111,72.0
591,147,2995.0
31224,1023,2935.0
15139,768,3523.0
27452,1130,3595.0
11240,1122,3254.0
21981,406,2442.0
11017,1113,146.0
20865,784,NaN
18518,193,3901.0
29288,194,702.0
27650,552,3195.0
25689,1180,2454.0
8478,648,1807.0
8584,791,1138.0
12204,219,990.0
14943,157,2850.0
878,325,2548.0
20131,347,1287.0
21376,728,4002.0
27593,769,1091.0
23744,716,3975.0
14959,1445,4180.0
4973,269,NaN
19615,322,2756.0
32263,703,3902.0
13618,82,3228.0
11074,194,2863.0
11062,369,3907.0
21680,406,3272.0
7774,1040,1628.0
9769,612,870.0
28842,8,3827.0
15428,504,2708.0
20527,704,3960.0
17567,1265,1710.0
6957,994,2690.0
13811,979,2473.0
31007,926,111.0
27316,615,592.0
18122,322,NaN
1781,618,3915.0
4424,1496,1772.0
20889,933,3901.0
31065,1037,NaN
727,1111,3902.0
27338,632,3979.0
31228,1366,2834.0
23563,1222,3901.0
27834,1371,4129.0
6588,388,188.0
18126,1265,3304.0
9201,1264,3900.0
19632,1125,107.0
20974,1265,3464.0
12767,386,3297.0
23987,1040,478.0
28295,238,3818.0
1915,880,3867.0
24308,775,1000.0
24431,514,4011.0
31495,18,3936.0
7082,269,NaN
24589,322,NaN
3406,984,4194.0
9911,1111,1886.0
8446,926,284.0
2656,936,3903.0
4441,1093,274.0
10236,1297,1098.0
27753,1025,3900.0
18906,239,NaN
12831,993,2470.0
24279,632,3902.0
25453,1181,3128.0
28024,860,3902.0
15201,1401,1463.0
19456,1038,2732.0
14323,1411,4034.0
29610,1038,3901.0
16253,249,1855.0
7765,701,236.0
25994,601,3421.0
21355,157,560.0
5176,1044,462.0
21458,1280,3911.0
2829,1023,1085.0
22723,1492,2577.0
9005,748,3595.0
20230,782,1694.0
27149,603,2005.0
23457,1295,NaN
21237,1023,3901.0
8844,174,3827.0
25484,806,3910.0
12295,386,1578.0
13560,1335,2700.0
17587,1383,3422.0
878,325,3700.0
18522,600,1807.0
4663,322,2480.0
1037,406,1138.0
20406,1141,2175.0
6712,771,2833.0
602,653,3391.0
1097,615,3354.0
10255,1036,1819.0
1637,186,2104.0
14782,406,146.0
14885,325,3700.0
19064,766,1705.0
26379,1324,7.0
6153,745,2995.0
23364,280,2176.0
27177,1121,3941.0
43,249,288.0
15035,77,3900.0
16437,1156,2951.0
1698,251,NaN
20275,169,3910.0
2088,1383,3902.0
15778,772,3273.0
10957,18,2598.0
796,1201,1002.0
21339,86,NaN
28052,193,2147.0
12870,1015,3908.0
11562,672,NaN
29805,1371,2732.0
25913,771,3901.0
15203,1039,1244.0
19871,6,1395.0
533,615,1711.0
10565,618,3871.0
30003,1161,3424.0
21421,539,3198.0
4835,653,1807.0
12853,810,870.0
5694,1494,1920.0
3073,431,NaN
20339,194,1085.0
10583,217,3916.0
7762,1201,692.0
10379,165,2632.0
8177,392,3910.0
7956,143,3925.0
16120,1385,216.0
20463,362,3254.0
25345,1125,2197.0
26832,1438,2709.0
26493,440,3613.0
18724,127,30.0
7246,406,3900.0
24289,1111,1980.0
30944,1282,3936.0
14794,140,NaN
11678,345,74.0
25738,1329,1083.0
3249,274,NaN
20894,1496,2473.0
13705,323,1772.0
13040,1023,1578.0
9884,974,2037.0
17405,193,2091.0
6535,246,2030.0
11706,618,3051.0
31037,1163,2561.0
18733,1496,1032.0
6639,993,3745.0
4966,686,3742.0
15831,1079,300.0
18459,603,3910.0
25458,1105,1980.0
19981,5,4012.0
31655,267,2528.0
16059,186,74.0
31564,51,2104.0
10867,1366,NaN
24316,1433,3962.0
19237,248,2473.0
29534,963,2731.0
9923,771,3903.0
6991,765,3775.0
13676,186,3915.0
29317,748,2737.0
28287,648,3011.0
1942,771,1848.0
16127,386,1851.0
20142,829,2624.0
30209,322,487.0
29735,1037,2152.0
29792,150,NaN
7571,366,862.0
30733,617,3900.0
22562,873,3407.0
5331,219,3720.0
8473,810,2032.0
15283,1368,3267.0
17241,793,1628.0
17679,1301,4252.0
3780,284,2470.0
8817,461,3910.0
29355,1383,1138.0
30225,580,390.0
8921,539,2203.0
8388,1383,1088.0
26328,1401,2402.0
20685,1045,2171.0
16894,400,4084.0
3277,1145,1612.0
23629,400,3981.0
14573,219,1085.0
5105,1023,1147.0
26379,1324,1011.0
5135,147,136.0
11643,926,568.0
3044,1342,NaN
