League,Season,Date,game_id,Goal_Away,Team_Away,Win_Away,d_rating_Away,o_rating_Away,Goal_Home,Team_Home,Win_Home,d_rating_Home,o_rating_Home
Bundesliga,2017-2018,10/14/2017,4032,2,Hamburger SV,0,0.90836793,0.7859076,3,Mainz 05,1,0.77617604,0.14335735
Bundesliga,2017-2018,10/14/2017,4033,2,Schalke 04,1,1.4236951,1.9994192,0,Hertha BSC,0,1.2977684999999999,0.7731922
Bundesliga,2017-2018,10/14/2017,4034,2,Augsburg,0,0.81673074,0.18988839,2,Hoffenheim,0,0.92911,0.0
Bundesliga,2017-2018,10/14/2017,4035,3,RB Leipzig,1,0.9224720999999999,0.77152723,2,Dortmund,0,0.8483575999999999,0.3260384
Bundesliga,2017-2018,10/15/2017,4036,2,Wolfsburg,0,0.77617604,0.9484988000000001,2,Leverkusen,0,0.8587712,0.5011123
Bundesliga,2017-2018,10/15/2017,4037,2,M'Gladbach,1,1.0194777,2.774517,0,Werder Bremen,0,0.97680897,0.74930763
Bundesliga,2017-2018,10/20/2017,4038,0,Mainz 05,0,0.77617604,0.2774915,2,Schalke 04,1,2.6509167999999996,1.1451426000000002
Bundesliga,2017-2018,10/21/2017,4039,0,Stuttgart,0,0.8668540000000001,0.07491303,1,RB Leipzig,1,0.86326486,0.37076437
Bundesliga,2017-2018,10/21/2017,4040,2,Hannover 96,1,0.8498103000000001,0.67594266,1,Augsburg,0,0.9103131999999999,0.001036748
Bundesliga,2017-2018,10/21/2017,4041,5,Leverkusen,1,1.3979251,0.6473129,1,M'Gladbach,0,1.3181331,1.0115665
Bundesliga,2017-2018,10/21/2017,4042,2,Dortmund,0,0.90752673,0.8755961,2,Eint Frankfurt,0,0.78965795,0.19586527
Bundesliga,2017-2018,10/21/2017,4043,1,Bayern Munich,1,1.5149746000000002,1.1536539,0,Hamburger SV,0,1.1299801,0.47853779999999996
Bundesliga,2017-2018,10/22/2017,4044,0,Werder Bremen,0,0.77617604,0.5690593,0,Köln,0,0.9356771,0.42663409999999996
Bundesliga,2017-2018,10/22/2017,4045,1,Hertha BSC,0,0.83888865,0.25434196,1,Freiburg,0,0.8296319,0.017067641
Bundesliga,2017-2018,10/22/2017,4046,1,Hoffenheim,0,0.87566125,0.35346669999999997,1,Wolfsburg,0,1.383985,0.21341449
Bundesliga,2017-2018,10/27/2017,4047,1,Eint Frankfurt,0,0.77617604,0.96879786,1,Mainz 05,0,0.77617604,0.31893256
Bundesliga,2017-2018,10/28/2017,4048,1,Hamburger SV,0,0.77617604,0.0,2,Hertha BSC,1,0.77617604,0.4375209
Bundesliga,2017-2018,10/28/2017,4049,1,Wolfsburg,0,1.3524818,0.42255816,1,Schalke 04,0,1.3896451,0.52476496
Bundesliga,2017-2018,10/28/2017,4050,3,M'Gladbach,1,0.7998050999999999,2.503612,1,Hoffenheim,0,1.1656382,0.49034572
Bundesliga,2017-2018,10/28/2017,4051,2,Dortmund,0,0.8758389999999999,0.15376729,4,Hannover 96,1,0.77617604,0.83448327
Bundesliga,2017-2018,10/28/2017,4052,1,Köln,0,0.7979259,0.3207333,2,Leverkusen,1,1.0129261,0.5046642
Bundesliga,2017-2018,10/28/2017,4053,0,RB Leipzig,0,1.1707827,0.50336117,2,Bayern Munich,1,1.8344696,1.5597808000000002
Bundesliga,2017-2018,10/29/2017,4054,3,Augsburg,1,0.77617604,1.6481514,0,Werder Bremen,0,0.77995384,0.08048869
Bundesliga,2017-2018,10/29/2017,4055,0,Freiburg,0,1.0485829,0.43476143,3,Stuttgart,1,1.9344473000000002,1.8281089
Bundesliga,2017-2018,11/17/2017,4065,1,Dortmund,0,0.9186228000000001,0.3706281,2,Stuttgart,1,0.77617604,0.38968924
Bundesliga,2017-2018,11/18/2017,4066,0,Köln,0,0.8644608,0.14057487,1,Mainz 05,1,1.1497567,1.1580694
Bundesliga,2017-2018,11/18/2017,4067,2,RB Leipzig,0,0.87377024,0.6263689,2,Leverkusen,0,0.9995615,0.0
Bundesliga,2017-2018,11/18/2017,4068,1,Eint Frankfurt,0,1.0122248,0.98008543,1,Hoffenheim,0,1.0452163,1.3335011
Bundesliga,2017-2018,11/18/2017,4069,0,Augsburg,0,1.1074405,0.43245962,3,Bayern Munich,1,2.049608,2.7814167000000003
Bundesliga,2017-2018,11/18/2017,4070,1,Freiburg,0,0.9945666999999999,1.213001,3,Wolfsburg,1,1.1976714,0.18339899
Bundesliga,2017-2018,11/18/2017,4071,4,M'Gladbach,1,0.812136,1.8643401000000002,2,Hertha BSC,0,1.2862879999999999,0.62395155
Bundesliga,2017-2018,11/19/2017,4072,0,Hamburger SV,0,0.7799586,0.17138077,2,Schalke 04,1,0.9914946,0.80882883
Bundesliga,2017-2018,11/19/2017,4073,0,Hannover 96,0,0.97729015,0.6494933,4,Werder Bremen,1,1.1322622,0.85680616
Bundesliga,2017-2018,11/24/2017,4074,1,Stuttgart,0,0.9295379,0.22037005,1,Hannover 96,0,0.77617604,0.28658357
Bundesliga,2017-2018,11/25/2017,4075,1,Mainz 05,0,0.8592579,0.18839276,2,Freiburg,1,1.0300515,0.20190355
Bundesliga,2017-2018,11/25/2017,4076,1,Wolfsburg,0,1.124944,0.16961113,2,Augsburg,1,0.9515591,1.3341643
Bundesliga,2017-2018,11/25/2017,4077,1,Leverkusen,1,0.875577,0.42543945,0,Eint Frankfurt,0,1.2653027000000001,0.0
Bundesliga,2017-2018,11/25/2017,4078,0,Werder Bremen,0,1.01836,0.0,2,RB Leipzig,1,1.0285363,0.8601753000000001
Bundesliga,2017-2018,11/25/2017,4079,4,Schalke 04,0,0.9173893,0.008917205,4,Dortmund,0,1.2194711999999999,0.09685279
Bundesliga,2017-2018,11/25/2017,4080,1,Bayern Munich,0,1.0620971000000001,0.69901353,2,M'Gladbach,1,0.77617604,0.31277156
Bundesliga,2017-2018,11/26/2017,4081,0,Hoffenheim,0,0.86795884,0.49882123,3,Hamburger SV,1,0.77617604,0.4579379
Bundesliga,2017-2018,11/26/2017,4082,2,Hertha BSC,1,1.5666136999999998,1.3460119,0,Köln,0,1.4731569,0.7602524
Bundesliga,2017-2018,11/3/2017,4056,1,Werder Bremen,0,0.77617604,0.0,2,Eint Frankfurt,1,0.8012234,0.0
Bundesliga,2017-2018,11/4/2017,4057,1,Schalke 04,1,1.1812075,0.5912343000000001,0,Freiburg,0,1.2872589,0.121276185
Bundesliga,2017-2018,11/4/2017,4058,1,Hannover 96,0,0.77617604,0.47431840000000003,2,RB Leipzig,1,1.0105331,0.71206045
Bundesliga,2017-2018,11/4/2017,4059,1,Mainz 05,0,1.0505613,0.8164978,1,M'Gladbach,0,1.7335200000000002,0.5637318
Bundesliga,2017-2018,11/4/2017,4060,1,Stuttgart,0,1.0092961,0.42239103,3,Hamburger SV,1,1.4665308000000001,0.8172012
Bundesliga,2017-2018,11/4/2017,4061,1,Leverkusen,0,1.0296766,0.76147544,1,Augsburg,0,1.2589632,0.060720712
Bundesliga,2017-2018,11/4/2017,4062,3,Bayern Munich,1,0.89181566,1.03465,1,Dortmund,0,1.1976124,0.18988042
Bundesliga,2017-2018,11/5/2017,4063,3,Hoffenheim,1,1.1254714,2.349309,0,Köln,0,0.97510356,0.012820721
Bundesliga,2017-2018,11/5/2017,4064,3,Hertha BSC,0,1.3502562,0.3930817,3,Wolfsburg,0,1.2066398,0.71591383
Bundesliga,2017-2018,12/1/2017,4083,0,Hamburger SV,0,1.0314537,0.34232807,0,Freiburg,0,0.8410988000000001,0.20607227
Bundesliga,2017-2018,12/10/2017,4098,4,Freiburg,1,0.94321626,0.2974265,3,Köln,0,0.77617604,0.3245289
Bundesliga,2017-2018,12/10/2017,4099,0,Hoffenheim,0,1.1056099,0.025888056,2,Hannover 96,1,0.78514206,0.87123245
Bundesliga,2017-2018,12/10/2017,4100,1,Hertha BSC,0,0.77617604,0.37366328,1,Augsburg,0,0.80194783,0.006003715
Bundesliga,2017-2018,12/12/2017,4101,1,RB Leipzig,0,1.4746255,0.6116951999999999,1,Wolfsburg,0,1.2238221000000002,2.4102848
Bundesliga,2017-2018,12/12/2017,4102,0,M'Gladbach,0,1.3652885000000001,0.38965374,1,Freiburg,1,0.967133,0.6543137
Bundesliga,2017-2018,12/12/2017,4103,2,Dortmund,1,1.6890714,0.86557335,0,Mainz 05,0,1.0425055,0.11067525
Bundesliga,2017-2018,12/12/2017,4104,2,Eint Frankfurt,1,0.77617604,0.3610271,1,Hamburger SV,0,0.89781785,0.12524544
Bundesliga,2017-2018,12/13/2017,4105,0,Stuttgart,0,1.2370338,0.35633734,1,Hoffenheim,1,1.6325171,0.35493156
Bundesliga,2017-2018,12/13/2017,4106,2,Augsburg,0,0.77617604,0.21276474,3,Schalke 04,1,1.0623879999999999,0.5515076999999999
Bundesliga,2017-2018,12/13/2017,4107,0,Werder Bremen,0,1.3057508,0.18272394,1,Leverkusen,1,0.83880377,0.64022964
Bundesliga,2017-2018,12/13/2017,4108,1,Hannover 96,0,1.2373246,0.6594097,3,Hertha BSC,1,0.7872241999999999,0.8142695
Bundesliga,2017-2018,12/13/2017,4109,0,Köln,0,1.0738337,0.7863101,1,Bayern Munich,1,2.0738049,1.2573886
Bundesliga,2017-2018,12/15/2017,4110,1,Hamburger SV,0,1.4064003,0.07459429,3,M'Gladbach,1,0.5837114999999999,0.6734196
Bundesliga,2017-2018,12/16/2017,4111,0,Wolfsburg,0,1.5800104,0.3739726,1,Köln,1,0.93284523,0.979043
Bundesliga,2017-2018,12/16/2017,4112,1,Bayern Munich,1,1.0639832,0.9135663,0,Stuttgart,0,0.962076,0.1973781
Bundesliga,2017-2018,12/16/2017,4113,3,Freiburg,0,0.7884196,0.6051091,3,Augsburg,0,0.8457958000000001,0.03473933
Bundesliga,2017-2018,12/16/2017,4114,2,Schalke 04,0,0.95785326,0.05550299,2,Eint Frankfurt,0,0.77617604,0.61562276
Bundesliga,2017-2018,12/16/2017,4115,2,Mainz 05,0,0.7402677,0.17713314,2,Werder Bremen,0,0.77617604,0.45809305
Bundesliga,2017-2018,12/16/2017,4116,1,Hoffenheim,0,1.2174935,0.46462650000000005,2,Dortmund,1,1.17212,0.40338877
Bundesliga,2017-2018,12/17/2017,4117,4,Leverkusen,0,0.77617604,0.068600856,4,Hannover 96,0,0.82765216,0.21675012
Bundesliga,2017-2018,12/17/2017,4118,3,Hertha BSC,1,0.77617604,0.8747049000000001,2,RB Leipzig,0,1.110074,0.46985933
Bundesliga,2017-2018,12/2/2017,4084,1,Dortmund,0,1.7020166,0.45442834,1,Leverkusen,0,0.8495035,0.5691206999999999
Bundesliga,2017-2018,12/2/2017,4085,0,RB Leipzig,0,0.91026545,0.29433802,4,Hoffenheim,1,1.0651093,0.8912401
Bundesliga,2017-2018,12/2/2017,4086,0,Stuttgart,0,0.9222963,0.14273472,1,Werder Bremen,1,1.1687105,1.4075476
Bundesliga,2017-2018,12/2/2017,4087,1,Hannover 96,0,1.0119135000000001,0.608355,3,Bayern Munich,1,1.1893538000000001,1.5593915
Bundesliga,2017-2018,12/2/2017,4088,3,Augsburg,1,0.77617604,0.8486319999999999,1,Mainz 05,0,0.7889507,0.17355749
Bundesliga,2017-2018,12/2/2017,4089,2,Köln,0,0.86872536,0.3883021,2,Schalke 04,0,1.2196777,0.5107913
Bundesliga,2017-2018,12/3/2017,4090,2,Eint Frankfurt,1,1.2110326,0.016759574,1,Hertha BSC,0,0.93492734,0.48488109999999995
Bundesliga,2017-2018,12/3/2017,4091,0,M'Gladbach,0,0.74910253,0.42662272,3,Wolfsburg,1,0.8505290999999999,0.5306335
Bundesliga,2017-2018,12/8/2017,4092,2,Leverkusen,1,0.9204527,0.6078619000000001,0,Stuttgart,0,1.2008286,0.2931083
Bundesliga,2017-2018,12/9/2017,4093,0,Wolfsburg,0,0.9103001000000001,0.12525931,0,Hamburger SV,0,1.0519806,0.21198806
Bundesliga,2017-2018,12/9/2017,4094,2,Mainz 05,0,0.77617604,0.5066297000000001,2,RB Leipzig,0,0.8149638000000001,0.24812144
Bundesliga,2017-2018,12/9/2017,4095,2,Werder Bremen,1,0.77617604,0.57296616,1,Dortmund,0,1.5474195,0.43916747
Bundesliga,2017-2018,12/9/2017,4096,1,Bayern Munich,1,1.274772,1.03758,0,Eint Frankfurt,0,1.1365819,0.013613634
Bundesliga,2017-2018,12/9/2017,4097,1,Schalke 04,0,1.3984088,0.6248627,1,M'Gladbach,0,1.1924692,0.71457374
Bundesliga,2017-2018,2/10/2018,4156,2,Mainz 05,0,0.7826459,0.0,4,Hoffenheim,1,0.826939,0.07289848
Bundesliga,2017-2018,2/10/2018,4157,2,Hertha BSC,1,0.77617604,0.8901993,0,Leverkusen,0,0.92066896,0.5779778
Bundesliga,2017-2018,2/10/2018,4158,1,Freiburg,0,0.87206066,0.13024268,2,Hannover 96,1,0.79909486,0.75779235
Bundesliga,2017-2018,2/10/2018,4159,2,Köln,0,0.8606969999999999,0.10361544,4,Eint Frankfurt,1,0.8930693999999999,0.15423918
Bundesliga,2017-2018,2/10/2018,4160,0,Hamburger SV,0,0.7886151,0.0,2,Dortmund,1,1.3994865,0.9007033000000001
Bundesliga,2017-2018,2/10/2018,4161,1,Schalke 04,0,1.5141327,0.4083288,2,Bayern Munich,1,1.3944626,0.89120454
Bundesliga,2017-2018,2/11/2018,4162,0,M'Gladbach,0,1.222394,0.5492941,1,Stuttgart,1,0.94893944,0.35545805
Bundesliga,2017-2018,2/11/2018,4163,1,Wolfsburg,0,1.0443764000000002,0.39101422,3,Werder Bremen,1,1.2111952,0.0
Bundesliga,2017-2018,2/16/2018,4164,2,Mainz 05,1,0.8380457,0.5119661,0,Hertha BSC,0,1.1880245,0.0
Bundesliga,2017-2018,2/17/2018,4165,1,Hannover 96,0,0.82252395,0.3846884,1,Köln,0,0.82014936,0.8811978000000001
Bundesliga,2017-2018,2/17/2018,4166,0,Werder Bremen,0,1.3467948,0.0,1,Freiburg,1,1.0335543,0.40880182
Bundesliga,2017-2018,2/17/2018,4167,2,Bayern Munich,1,1.4233109,1.1392139,1,Wolfsburg,0,0.77617604,0.47757992
Bundesliga,2017-2018,2/17/2018,4168,2,Leverkusen,1,0.9653357,2.2661781000000003,1,Hamburger SV,0,0.952952,0.1372195
Bundesliga,2017-2018,2/17/2018,4169,1,Hoffenheim,0,0.93779016,0.022035963999999998,2,Schalke 04,1,0.77617604,0.7871719
Bundesliga,2017-2018,2/18/2018,4170,1,Stuttgart,1,0.77617604,0.78044426,0,Augsburg,0,0.91263974,0.09266752
Bundesliga,2017-2018,2/18/2018,4171,1,Dortmund,1,1.1060458,1.4061178,0,M'Gladbach,0,0.8551368,0.45128915
Bundesliga,2017-2018,2/19/2018,4172,1,RB Leipzig,0,0.8148127,0.50812525,2,Eint Frankfurt,1,0.77092224,0.09774115
Bundesliga,2017-2018,2/2/2018,4146,3,Dortmund,1,0.9481976999999999,1.2666166,2,Köln,0,0.8471626,0.730928
Bundesliga,2017-2018,2/23/2018,4173,1,Wolfsburg,0,1.3470447,0.0,1,Mainz 05,0,0.82761514,0.5199767
Bundesliga,2017-2018,2/24/2018,4174,0,Eint Frankfurt,0,1.0429128,0.0,1,Stuttgart,1,0.8525550999999999,0.17807367
Bundesliga,2017-2018,2/24/2018,4175,1,M'Gladbach,1,0.77617604,0.5101918,0,Hannover 96,0,1.0754693000000002,0.5022943
Bundesliga,2017-2018,2/24/2018,4176,1,Freiburg,0,1.0661987,0.5029169,1,Hoffenheim,0,1.4992192,0.0
Bundesliga,2017-2018,2/24/2018,4177,0,Hertha BSC,0,0.77617604,0.95801735,0,Bayern Munich,0,0.9320538,0.8634447000000001
Bundesliga,2017-2018,2/24/2018,4178,0,Hamburger SV,0,0.77617604,0.33205116,1,Werder Bremen,1,0.75772834,0.41691443
Bundesliga,2017-2018,2/25/2018,4179,2,Schalke 04,1,1.0738199,0.75827366,0,Leverkusen,0,0.9760264000000001,0.11521426
Bundesliga,2017-2018,2/25/2018,4180,2,Köln,1,1.2470934,0.63692385,1,RB Leipzig,0,0.9382368000000001,1.0377645
Bundesliga,2017-2018,2/26/2018,4181,1,Augsburg,0,0.77617604,0.29585773,1,Dortmund,0,1.3543178999999999,0.9011269000000001
Bundesliga,2017-2018,2/3/2018,4147,1,Hoffenheim,0,0.8793693000000001,0.6995534000000001,1,Hertha BSC,0,0.85649484,0.119102426
Bundesliga,2017-2018,2/3/2018,4148,1,Stuttgart,0,1.0021855,1.071541,1,Wolfsburg,0,1.0295843,0.5172705
Bundesliga,2017-2018,2/3/2018,4149,2,Bayern Munich,1,1.155126,1.6688015,0,Mainz 05,0,0.81243783,0.30044508
Bundesliga,2017-2018,2/3/2018,4150,0,Leverkusen,0,1.0375265999999999,0.47378784,0,Freiburg,0,1.1429473999999997,0.14071223
Bundesliga,2017-2018,2/3/2018,4151,2,Werder Bremen,1,1.2295662,0.46524608,1,Schalke 04,0,1.0941651000000001,0.7120960999999999
Bundesliga,2017-2018,2/3/2018,4152,1,RB Leipzig,1,0.87681293,0.55706614,0,M'Gladbach,0,1.0783017,0.14332584
Bundesliga,2017-2018,2/4/2018,4153,0,Eint Frankfurt,0,0.8021255,0.43132612,3,Augsburg,1,0.77617604,0.73128724
Bundesliga,2017-2018,2/4/2018,4154,1,Hannover 96,0,0.77617604,0.49906048,1,Hamburger SV,0,0.63173985,0.22468585
Bundesliga,2017-2018,2/9/2018,4155,0,Augsburg,0,1.1409040000000001,1.0976443999999999,2,RB Leipzig,1,0.9136776,0.7888514
Bundesliga,2017-2018,3/10/2018,4192,0,Wolfsburg,0,1.3115966000000001,1.2749983999999999,3,Hoffenheim,1,1.3156733999999999,0.46452040000000006
Bundesliga,2017-2018,3/10/2018,4193,3,Augsburg,1,0.77617604,0.23571554,1,Hannover 96,0,0.79580534,0.0
Bundesliga,2017-2018,3/10/2018,4194,0,Freiburg,0,1.6533697,0.774405,0,Hertha BSC,0,1.9064233,0.78951997
Bundesliga,2017-2018,3/10/2018,4195,0,Hamburger SV,0,1.3226348999999997,0.058365232999999996,6,Bayern Munich,1,1.2675014,2.4383072999999995
Bundesliga,2017-2018,3/10/2018,4196,0,M'Gladbach,0,1.1024501,0.41188356,2,Leverkusen,1,1.3610764,0.60617024
Bundesliga,2017-2018,3/11/2018,4197,0,RB Leipzig,0,0.9189664000000001,0.20223387,0,Stuttgart,0,0.79248744,0.019146986
Bundesliga,2017-2018,3/11/2018,4198,2,Eint Frankfurt,0,0.79667264,0.03498979,3,Dortmund,1,0.77617604,0.6009635999999999
Bundesliga,2017-2018,3/12/2018,4199,1,Köln,0,0.88826156,0.528903,3,Werder Bremen,1,1.0536663999999998,0.09599952
Bundesliga,2017-2018,3/16/2018,4200,2,Stuttgart,1,0.88703847,0.27393585,1,Freiburg,0,1.4322095,0.6328796
Bundesliga,2017-2018,3/17/2018,4201,2,Hertha BSC,1,0.949048,1.2429620000000001,1,Hamburger SV,0,1.1269488,0.7194981
Bundesliga,2017-2018,3/17/2018,4202,3,Werder Bremen,1,0.80328,0.18771285,1,Augsburg,0,1.0243997999999999,0.348313
Bundesliga,2017-2018,3/17/2018,4203,0,Mainz 05,0,0.96546495,0.29228908,3,Eint Frankfurt,1,1.2676363000000002,0.41601083
Bundesliga,2017-2018,3/17/2018,4204,3,Hoffenheim,0,0.93888104,0.6998196999999999,3,M'Gladbach,0,1.4671066000000001,0.05733736
Bundesliga,2017-2018,3/17/2018,4205,1,Schalke 04,1,0.81896925,0.6048894,0,Wolfsburg,0,1.1403041999999999,0.0
Bundesliga,2017-2018,3/18/2018,4206,0,Hannover 96,0,0.77617604,0.6265909000000001,1,Dortmund,1,0.9007689,0.11784043
Bundesliga,2017-2018,3/18/2018,4207,0,Leverkusen,0,1.0039158000000001,0.70435786,2,Köln,1,0.96920455,0.46694908
Bundesliga,2017-2018,3/18/2018,4208,1,Bayern Munich,0,0.8141119000000001,0.09460482,2,RB Leipzig,1,0.7824981,0.5393197
Bundesliga,2017-2018,3/2/2018,4182,2,Werder Bremen,0,0.94325066,0.29719207,2,M'Gladbach,0,0.89487016,0.42210746
Bundesliga,2017-2018,3/3/2018,4183,0,Mainz 05,0,0.77617604,2.1613457,0,Hamburger SV,0,0.7799389,0.15708640000000001
Bundesliga,2017-2018,3/3/2018,4184,0,Hertha BSC,0,1.5550461000000002,0.0,1,Schalke 04,1,1.1255285,0.93143594
Bundesliga,2017-2018,3/3/2018,4185,2,Hoffenheim,1,0.77617604,0.14138253,0,Augsburg,0,0.78223693,0.0
Bundesliga,2017-2018,3/3/2018,4186,0,Hannover 96,0,0.817966,0.028031222999999997,1,Eint Frankfurt,1,0.7867941999999999,2.3083202999999997
Bundesliga,2017-2018,3/3/2018,4187,2,Leverkusen,1,1.1661708,0.14835334,1,Wolfsburg,0,1.3708155,0.037997632999999996
Bundesliga,2017-2018,3/3/2018,4188,1,Dortmund,0,1.1378466,0.9733296999999999,1,RB Leipzig,0,0.9815403,0.17854542
Bundesliga,2017-2018,3/31/2018,4209,3,RB Leipzig,1,0.905119,1.1268592,2,Hannover 96,0,0.81758463,0.17578891
Bundesliga,2017-2018,3/31/2018,4210,0,Augsburg,0,0.77617604,0.517342,0,Leverkusen,0,1.2127,1.0066522
Bundesliga,2017-2018,3/31/2018,4211,0,Freiburg,0,1.4404798,0.12062102,2,Schalke 04,1,1.7981904,0.42057544
Bundesliga,2017-2018,3/31/2018,4212,1,Hamburger SV,0,1.366638,0.41958904,1,Stuttgart,0,0.7329331,0.5816661999999999
Bundesliga,2017-2018,3/31/2018,4213,0,Köln,0,1.2532153999999998,0.2600013,6,Hoffenheim,1,1.0139796,0.55545515
Bundesliga,2017-2018,3/31/2018,4214,0,Dortmund,0,1.7338898,2.084532,6,Bayern Munich,1,1.6128678,2.6741029999999997
Bundesliga,2017-2018,3/31/2018,4215,0,Wolfsburg,0,0.77963436,0.0,0,Hertha BSC,0,0.9730300999999999,0.5831970999999999
Bundesliga,2017-2018,3/4/2018,4189,3,Stuttgart,1,1.128167,0.22420844,2,Köln,0,1.0156723,0.88748175
Bundesliga,2017-2018,3/4/2018,4190,4,Bayern Munich,1,1.3488204,1.57447,0,Freiburg,0,1.2386236000000002,0.26212403
Bundesliga,2017-2018,3/9/2018,4191,1,Schalke 04,1,0.7885251,0.36307,0,Mainz 05,0,0.77682704,0.024363062999999997
Bundesliga,2017-2018,4/1/2018,4216,1,Eint Frankfurt,0,0.9829041,0.45372537,2,Werder Bremen,1,0.77617604,0.13045996
Bundesliga,2017-2018,4/1/2018,4217,0,M'Gladbach,0,1.1567636000000001,0.8299251,0,Mainz 05,0,0.87624663,1.179816
Bundesliga,2017-2018,4/13/2018,4227,0,Augsburg,0,0.7837574,0.14695221,0,Wolfsburg,0,1.0445349,0.26466632
Bundesliga,2017-2018,4/14/2018,4228,1,Hannover 96,0,0.9786546,0.087568305,1,Stuttgart,0,0.8566862,0.0
