Restaurant_id,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,ID_TA
id_1010,Berlin,  Thai,1012,3.5,$$ - $$$,440.0,d1507237
id_792,London,  Vegan Options,793,4.0,$$ - $$$,381.0,d8419110
id_17,Rome,  Mediterranean,18,4.5,$,281.0,d8516817
id_357,Milan,  Vegan Options,358,4.0,$$ - $$$,472.0,d8076891
id_7657,Barcelona,Spanish,7659,2.0,$,32.0,d3179035
id_323,Lisbon,European,324,5.0,$$ - $$$,41.0,d12900896
id_661,Barcelona,  European,662,3.5,$$ - $$$,1332.0,d1137212
id_131,Dublin,  Vegan Options,132,4.5,$$ - $$$,404.0,d3859070
id_270,Warsaw,  Polish,271,4.0,$$ - $$$,85.0,d8797372
id_863,Edinburgh,  Vegan Options,864,3.5,$$ - $$$,165.0,d1136782
id_4289,Rome,  Japanese,4290,4.0,$,73.0,d5825135
id_3150,Vienna,Other,3152,3.0,NaN,NaN,d10818786
id_4920,Madrid,International,4923,4.5,NaN,3.0,d12488103
id_438,Oporto,  Portuguese,439,4.5,$,51.0,d3537392
id_2783,Rome,  Vegetarian Friendly,2784,4.0,$,161.0,d3567816
id_430,Krakow,Bar,431,4.5,$,38.0,d8425435
id_344,Milan,  Mediterranean,345,4.0,$$ - $$$,732.0,d2648160
id_368,Munich,German,370,5.0,$$ - $$$,27.0,d10524693
id_2473,Rome,Pizza,2474,4.5,$,102.0,d7707930
id_3995,Paris,  Mediterranean,3996,4.5,$,26.0,d10840545
id_2228,Prague,Cafe,2233,4.0,$$ - $$$,11.0,d10412920
id_1986,Prague,  Czech,1989,5.0,NaN,NaN,d4768291
id_538,Munich,  Vegetarian Friendly,542,4.5,$,59.0,d2255569
id_2108,Budapest,Other,2109,3.5,NaN,2.0,d11616946
id_1069,Dublin,  Sushi,1072,4.5,$$ - $$$,17.0,d5536153
id_322,Milan,  Mediterranean,323,4.0,$$ - $$$,590.0,d781928
id_6607,Barcelona,Bar,6608,3.5,$$ - $$$,19.0,d3319308
id_1261,Rome,  Vegetarian Friendly,1262,4.0,$,822.0,d4811912
id_6016,Berlin,German,6018,3.5,NaN,3.0,d4156673
id_2265,Stockholm,Sushi,2269,3.5,NaN,6.0,d5972350
id_6607,Barcelona,  Spanish,6608,3.5,$$ - $$$,19.0,d3319308
id_1686,Rome,  Vegetarian Friendly,1687,4.5,$,38.0,d12538734
id_1372,Prague,Other,1373,5.0,NaN,7.0,d9745343
id_2608,Hamburg,Italian,2615,4.5,NaN,7.0,d8517072
id_1468,Zurich,  Pub,1473,3.5,$$ - $$$,24.0,d1887046
id_4230,Paris,  American,4231,4.0,$$ - $$$,45.0,d10841012
id_8229,Madrid,  Diner,8236,2.5,$$ - $$$,55.0,d4731719
id_2663,Vienna,Other,2665,4.0,NaN,2.0,d12233546
id_771,Paris,  Gluten Free Options,772,4.0,$$$$,926.0,d695264
id_3038,Lisbon,European,3041,3.5,$$ - $$$,15.0,d4225439
id_6149,Barcelona,Other,6150,3.5,NaN,34.0,d1417391
id_717,Copenhagen,  Vegetarian Friendly,718,4.0,$$ - $$$,68.0,d6780578
id_1615,Barcelona,Mediterranean,1616,4.0,$$ - $$$,83.0,d10339269
id_1698,Berlin,Vegetarian Friendly,1700,4.0,$$ - $$$,19.0,d11888740
id_3917,Rome,  Grill,3918,3.5,$$ - $$$,197.0,d3454924
id_361,Rome,  Mediterranean,362,4.5,$$ - $$$,288.0,d7361724
id_8562,Paris,Other,8564,4.0,NaN,20.0,d1327141
id_1000,Oporto,Other,1001,4.5,NaN,5.0,d12336001
id_323,Lisbon,  Wine Bar,324,5.0,$$ - $$$,41.0,d12900896
id_415,Milan,Italian,416,4.0,$$ - $$$,615.0,d2263352
id_8235,Paris,Other,8236,5.0,NaN,NaN,d11861153
id_16034,London,Other,16046,2.0,NaN,NaN,d7243246
id_4209,Rome,Italian,4210,4.0,$,55.0,d8020681
id_1556,Rome,  Gluten Free Options,1557,4.5,$$ - $$$,287.0,d1095455
id_1257,Budapest,  Vegetarian Friendly,1258,5.0,$$ - $$$,14.0,d10613140
id_4481,Milan,Italian,4484,3.0,$$ - $$$,1063.0,d2204143
id_1556,Rome,  Wine Bar,1557,4.5,$$ - $$$,287.0,d1095455
id_430,Krakow,  European,431,4.5,$,38.0,d8425435
id_1556,Rome,  Italian,1557,4.5,$$ - $$$,287.0,d1095455
id_279,Dublin,Italian,280,4.0,$$ - $$$,257.0,d1785149
id_1539,Dublin,Chinese,1543,3.5,$$ - $$$,44.0,d811284
id_64,Amsterdam,Dutch,65,4.5,$$ - $$$,2428.0,d697036
id_1722,Hamburg,Asian,1725,4.0,$$ - $$$,3.0,d12867794
id_14,Helsinki,  European,15,4.0,$$ - $$$,1488.0,d850178
id_6624,Barcelona,  Mediterranean,6625,3.0,$$ - $$$,169.0,d3292870
id_3909,Paris,Italian,3910,5.0,$$ - $$$,11.0,d12563331
id_514,Madrid,  Vegetarian Friendly,515,4.0,$$ - $$$,231.0,d4473807
id_270,Vienna,  Gluten Free Options,271,4.0,$$ - $$$,384.0,d2021717
id_1359,Barcelona,  Mediterranean,1360,4.5,$,59.0,d9765679
id_918,Helsinki,Bar,919,3.5,NaN,2.0,d904707
id_908,Barcelona,Mediterranean,909,4.5,$$ - $$$,51.0,d11923374
id_237,Stockholm,Swedish,238,4.5,$$ - $$$,154.0,d1496204
id_395,Oporto,Mediterranean,396,4.5,$$ - $$$,95.0,d1081959
id_986,Madrid,  Vegetarian Friendly,987,4.0,$$ - $$$,274.0,d775579
id_547,Milan,Japanese,548,4.0,$$ - $$$,554.0,d4353632
id_2361,Brussels,Spanish,2362,4.0,$$ - $$$,23.0,d4506544
id_4706,London,Chinese,4714,3.5,$$ - $$$,376.0,d1388962
id_3015,Rome,  Mediterranean,3016,3.0,$$ - $$$,1012.0,d2226584
id_293,Madrid,  Spanish,294,4.0,$$ - $$$,754.0,d4410180
id_1889,Barcelona,  Fusion,1890,4.5,$$ - $$$,24.0,d11679759
id_1339,London,American,1341,4.0,$$ - $$$,1495.0,d3181518
id_427,Luxembourg,Other,428,3.5,NaN,19.0,d12407347
id_1079,Lisbon,  Portuguese,1080,4.0,$$ - $$$,167.0,d2703359
id_1720,Milan,  Pizza,1722,4.0,$,50.0,d5808504
id_1968,Vienna,Cafe,1970,4.0,$$ - $$$,39.0,d7920021
id_4166,London,  Pakistani,4173,3.5,$$ - $$$,3135.0,d779012
id_11432,Paris,Other,11434,4.0,NaN,15.0,d1074698
id_85,Barcelona,  Vegan Options,86,4.5,$$ - $$$,2186.0,d697571
id_11602,London,Other,11612,4.0,NaN,16.0,d10392913
id_73,Edinburgh,  Vegetarian Friendly,74,4.5,$$ - $$$,1806.0,d1545969
id_194,Warsaw,  European,195,4.0,$$ - $$$,143.0,d779167
id_7183,Paris,  Bar,7184,3.5,$,115.0,d1013511
id_7672,Paris,Japanese,7673,4.0,$$ - $$$,65.0,d3316640
id_7814,London,Fast Food,7823,4.0,$$ - $$$,21.0,d7332678
id_158,Warsaw,  Gluten Free Options,159,4.0,$$ - $$$,187.0,d6369030
id_4501,Barcelona,Spanish,4502,4.0,$,9.0,d3538769
id_377,Warsaw,  Thai,378,4.0,$$ - $$$,98.0,d4211999
id_1530,Prague,  Czech,1533,4.5,$$ - $$$,34.0,d4768479
id_1468,Zurich,Bar,1473,3.5,$$ - $$$,24.0,d1887046
id_10781,London,  Halal,10791,4.5,$$ - $$$,17.0,d787024
id_4653,Madrid,Spanish,4656,4.0,$,18.0,d11754798
id_1391,Budapest,  International,1392,5.0,NaN,NaN,d7724601
id_2041,Madrid,  Spanish,2043,3.5,$$ - $$$,172.0,d6868018
id_1674,Amsterdam,Mediterranean,1679,4.0,$$ - $$$,26.0,d3610708
id_3995,Paris,Lebanese,3996,4.5,$,26.0,d10840545
id_6583,London,Cafe,6592,4.5,$,29.0,d2524119
id_206,Vienna,  Vegetarian Friendly,207,4.5,$$ - $$$,55.0,d10395526
id_7359,London,Seafood,7368,4.5,$,17.0,d8017581
id_438,Oporto,Cafe,439,4.5,$,51.0,d3537392
id_6678,Madrid,Mediterranean,6681,3.5,$$ - $$$,13.0,d10383695
id_253,Prague,Bar,254,4.5,$$ - $$$,307.0,d3192062
id_10157,London,Lebanese,10166,5.0,$$ - $$$,4.0,d9602787
id_529,Milan,  Mediterranean,530,4.5,$$ - $$$,233.0,d3691545
id_3501,Berlin,  Cafe,3503,5.0,NaN,2.0,d11999809
id_522,Budapest,  Hungarian,523,4.5,$$ - $$$,40.0,d9710368
id_537,Madrid,  Vegetarian Friendly,538,4.0,$$ - $$$,515.0,d991104
id_299,Amsterdam,  Asian,300,4.0,$$ - $$$,1103.0,d779071
id_1133,Brussels,  Pizza,1134,3.5,$$ - $$$,61.0,d1082420
id_547,Stockholm,  Bar,548,4.0,$$ - $$$,97.0,d3898172
id_1856,Hamburg,Cafe,1859,3.5,NaN,4.0,d2722599
id_211,Barcelona,American,212,4.5,$$ - $$$,773.0,d2470800
id_8755,London,Other,8764,4.5,NaN,4.0,d12676684
id_373,Ljubljana,Other,374,4.0,NaN,NaN,d8602510
id_357,Milan,  Vegetarian Friendly,358,4.0,$$ - $$$,472.0,d8076891
id_4742,Berlin,Other,4744,4.0,NaN,8.0,d8401819
id_2806,Rome,  Seafood,2807,3.5,$$ - $$$,1079.0,d1182786
id_2171,Berlin,Mediterranean,2173,3.5,$$ - $$$,130.0,d1359957
id_284,Milan,  Asian,285,4.0,$$ - $$$,905.0,d1926746
id_332,Rome,  Vegetarian Friendly,333,4.5,$$ - $$$,153.0,d12423010
id_10356,London,Fast Food,10365,3.5,$$ - $$$,65.0,d2001507
id_384,Copenhagen,  European,385,4.5,$$ - $$$,40.0,d10072291
id_815,Budapest,Other,816,5.0,NaN,7.0,d12598682
id_245,Stockholm,  Vegan Options,246,4.0,$$ - $$$,92.0,d8774485
id_5817,Paris,  Korean,5818,4.0,$$$$,52.0,d1020592
id_997,Rome,  Vegetarian Friendly,998,4.0,$$ - $$$,367.0,d2042134
id_253,Prague,  European,254,4.5,$$ - $$$,307.0,d3192062
id_6690,Barcelona,  Mediterranean,6691,3.0,$$ - $$$,37.0,d3242259
id_5738,Madrid,Japanese,5741,3.5,$$ - $$$,51.0,d2098938
id_1208,Vienna,Vietnamese,1209,4.5,$$ - $$$,8.0,d12995806
id_5013,Paris,  Vegetarian Friendly,5014,4.0,$$$$,116.0,d719923
id_194,Warsaw,Russian,195,4.0,$$ - $$$,143.0,d779167
id_48,Rome,  Gluten Free Options,49,4.5,$$ - $$$,1724.0,d8511258
id_543,Krakow,  Bar,544,4.5,$,20.0,d8049985
id_7153,Barcelona,Russian,7154,3.5,$$ - $$$,5.0,d8804386
id_866,Athens,Other,868,4.5,NaN,12.0,d7690496
id_10665,London,Other,10675,4.0,NaN,7.0,d10677156
id_1721,Edinburgh,  Bar,1728,2.0,$$ - $$$,26.0,d11688138
id_6011,Madrid,  Pizza,6014,3.5,$$ - $$$,48.0,d3902868
id_2044,Barcelona,  Mediterranean,2045,4.5,$$ - $$$,89.0,d8118086
id_2434,Lyon,Vietnamese,2435,3.0,NaN,4.0,d3543959
id_214,Milan,  Vegetarian Friendly,215,4.0,$$$$,1613.0,d5264429
id_249,Ljubljana,  Mediterranean,250,3.5,$$ - $$$,101.0,d4068550
id_6114,Madrid,Other,6117,4.0,NaN,5.0,d5795989
id_13747,London,  British,13757,3.5,$$ - $$$,39.0,d4919283
id_758,Berlin,  Vegetarian Friendly,759,4.5,$,44.0,d10698854
id_997,Rome,  Mediterranean,998,4.0,$$ - $$$,367.0,d2042134
id_1430,Oporto,Other,1431,3.5,NaN,3.0,d7992689
id_945,Berlin,  Pizza,946,4.0,$,164.0,d4823847
id_3492,Barcelona,Spanish,3493,4.5,NaN,5.0,d12906918
id_86,Budapest,  Vegetarian Friendly,87,4.5,$$ - $$$,1256.0,d779921
id_5357,Madrid,Sushi,5360,3.5,$$ - $$$,60.0,d6703191
id_6090,London,  Asian,6099,3.5,$$ - $$$,136.0,d731204
id_1760,Paris,  Vegan Options,1761,4.5,$,86.0,d8384800
id_134,Geneva,French,135,4.0,$$ - $$$,191.0,d7687905
id_173,Hamburg,Seafood,174,4.0,$$ - $$$,142.0,d1340332
id_643,Oslo,  Pizza,644,4.0,$,19.0,d4043773
id_40,Edinburgh,  Gluten Free Options,41,4.5,$$ - $$$,834.0,d1871954
id_469,Berlin,  Vegetarian Friendly,470,4.5,$$ - $$$,69.0,d8429273
id_7542,Barcelona,  Spanish,7543,2.5,$$ - $$$,129.0,d1929118
id_3196,Berlin,  Mediterranean,3198,4.0,$,30.0,d5519810
id_1012,Helsinki,  Sushi,1013,3.0,NaN,19.0,d3345223
id_2982,Milan,Pizza,2984,3.5,$$ - $$$,132.0,d2620190
id_6803,Barcelona,Pizza,6804,3.5,NaN,13.0,d7092943
id_5183,Barcelona,Other,5184,4.5,NaN,6.0,d11914515
id_758,Berlin,  Vegan Options,759,4.5,$,44.0,d10698854
id_1714,Hamburg,Chinese,1717,4.0,NaN,5.0,d1038938
id_5673,Rome,  Healthy,5675,5.0,$,NaN,d12322989
id_813,Oslo,Asian,814,3.5,$$ - $$$,16.0,d13064730
id_10781,London,Turkish,10791,4.5,$$ - $$$,17.0,d787024
id_4348,London,  Pub,4355,4.5,$$ - $$$,120.0,d4324139
id_229,Helsinki,  Bar,230,4.0,$$ - $$$,47.0,d4476199
id_1776,Brussels,Polish,1777,4.5,$,3.0,d11445075
id_885,Dublin,  Pub,886,3.5,$$ - $$$,250.0,d1771808
id_7183,Paris,Moroccan,7184,3.5,$,115.0,d1013511
id_293,Madrid,  European,294,4.0,$$ - $$$,754.0,d4410180
id_1547,Amsterdam,  Japanese,1550,3.5,$$ - $$$,91.0,d10488468
id_3652,Lisbon,  Portuguese,3657,2.0,$$ - $$$,292.0,d1096951
id_198,Zurich,  European,200,4.0,$$$$,211.0,d797737
id_3625,Barcelona,  European,3626,3.5,$$ - $$$,258.0,d1385082
id_1374,Copenhagen,  Scandinavian,1376,3.5,$$ - $$$,66.0,d6618276
id_6090,London,  Vegetarian Friendly,6099,3.5,$$ - $$$,136.0,d731204
id_270,Vienna,  Pizza,271,4.0,$$ - $$$,384.0,d2021717
id_1831,Paris,Mediterranean,1832,4.5,$$ - $$$,111.0,d4212687
id_1760,Paris,  Vegetarian Friendly,1761,4.5,$,86.0,d8384800
id_1746,Munich,  Mediterranean,1760,4.0,$$ - $$$,55.0,d1912599
id_987,Warsaw,Pizza,988,4.5,$$ - $$$,12.0,d6732811
id_456,Rome,  Mediterranean,457,4.5,$$ - $$$,1237.0,d3134650
id_237,Stockholm,  Scandinavian,238,4.5,$$ - $$$,154.0,d1496204
id_781,Barcelona,  Healthy,782,4.5,$$ - $$$,88.0,d9769328
id_2620,London,  Vegetarian Friendly,2625,4.0,$$ - $$$,372.0,d3192453
id_156,Budapest,  Vegetarian Friendly,157,4.0,$$ - $$$,438.0,d1648922
id_3436,Barcelona,Italian,3437,4.0,$,26.0,d8536895
id_1079,Lisbon,Seafood,1080,4.0,$$ - $$$,167.0,d2703359
id_2006,Amsterdam,Dutch,2011,4.5,$$ - $$$,15.0,d3591150
id_13830,Paris,French,13832,2.0,$$ - $$$,3.0,d10784629
id_284,Paris,  Vegetarian Friendly,285,5.0,$,93.0,d11929974
id_1409,Budapest,  Hungarian,1410,5.0,NaN,NaN,d13197631
id_4481,Milan,  Mediterranean,4484,3.0,$$ - $$$,1063.0,d2204143
id_4157,Rome,Italian,4158,4.0,$$ - $$$,182.0,d2321047
id_266,Oporto,  European,267,4.0,$$$$,129.0,d10878563
id_14996,London,  Bar,15007,3.0,$$ - $$$,85.0,d6403079
id_1374,Copenhagen,European,1376,3.5,$$ - $$$,66.0,d6618276
id_7270,Paris,French,7271,4.0,$$ - $$$,65.0,d783430
id_1257,Budapest,  Vegan Options,1258,5.0,$$ - $$$,14.0,d10613140
id_11082,Paris,American,11084,3.5,$$ - $$$,36.0,d1327268
id_4670,London,  Pizza,4678,5.0,$$ - $$$,19.0,d10070252
id_1188,Rome,  Brazilian,1189,4.0,$$ - $$$,173.0,d11895495
id_7038,London,  Pub,7047,4.0,$$ - $$$,97.0,d5414878
id_311,Warsaw,  Vegan Options,312,4.5,$$ - $$$,34.0,d9863670
id_7665,London,  Pizza,7674,3.5,$$ - $$$,200.0,d1992130
id_1401,Amsterdam,  Brazilian,1404,3.5,$$ - $$$,142.0,d3191953
id_771,Paris,  European,772,4.0,$$$$,926.0,d695264
id_3625,Barcelona,Mediterranean,3626,3.5,$$ - $$$,258.0,d1385082
id_1168,Lisbon,  Mediterranean,1169,4.0,$$ - $$$,67.0,d6883153
id_131,Dublin,  European,132,4.5,$$ - $$$,404.0,d3859070
id_6536,Barcelona,  Vegetarian Friendly,6537,3.5,$$ - $$$,122.0,d4436498
id_1579,Rome,  Vegan Options,1580,4.5,$$ - $$$,64.0,d10744198
id_1762,Warsaw,  Pizza,1764,3.5,NaN,6.0,d6673365
id_229,Helsinki,Cafe,230,4.0,$$ - $$$,47.0,d4476199
id_2259,Vienna,Other,2261,4.5,NaN,3.0,d7097810
id_3287,Rome,Italian,3288,4.5,$,44.0,d9710052
id_321,Bratislava,Other,322,4.0,NaN,15.0,d4770035
id_3308,Milan,  Mediterranean,3310,4.0,$$ - $$$,243.0,d1746716
id_7425,Barcelona,Mediterranean,7426,2.5,$,55.0,d3308325
id_4180,London,  Vegetarian Friendly,4187,4.5,$$ - $$$,26.0,d10903502
id_2041,Madrid,Mediterranean,2043,3.5,$$ - $$$,172.0,d6868018
id_2512,Vienna,Japanese,2514,3.5,$$ - $$$,65.0,d947018
id_3652,Lisbon,  European,3657,2.0,$$ - $$$,292.0,d1096951
id_5139,Berlin,  Contemporary,5141,4.0,$,NaN,d12098434
id_1244,Munich,  Vegetarian Friendly,1256,3.5,$$ - $$$,45.0,d2524764
id_4519,London,  Vegetarian Friendly,4527,3.5,$$ - $$$,1352.0,d680500
id_866,Brussels,Asian,867,4.0,$$ - $$$,52.0,d7347239
id_20,Budapest,European,21,4.5,$$$$,956.0,d696038
id_1754,Rome,  Vegan Options,1755,4.0,$$ - $$$,382.0,d4930739
id_322,Dublin,  Vegetarian Friendly,323,4.5,$$ - $$$,55.0,d12564018
id_2561,Prague,  European,2567,3.5,$$ - $$$,89.0,d2175380
id_1524,Athens,  Greek,1526,3.5,NaN,3.0,d13001826
id_3198,Amsterdam,  European,3209,5.0,$,NaN,d10587448
id_810,Madrid,  Healthy,811,4.5,$,79.0,d9714837
id_2458,Amsterdam,Cafe,2464,4.5,$$ - $$$,12.0,d3671977
id_636,Hamburg,Peruvian,637,4.0,$$ - $$$,23.0,d12181566
id_984,London,  Gluten Free Options,986,4.0,$$$$,928.0,d793183
id_5139,Berlin,  Healthy,5141,4.0,$,NaN,d12098434
id_48,Rome,Italian,49,4.5,$$ - $$$,1724.0,d8511258
id_12449,London,Other,12459,4.0,NaN,NaN,d12114896
id_565,Brussels,Mediterranean,566,4.0,$$ - $$$,35.0,d3622799
id_557,Hamburg,  European,558,4.0,$$ - $$$,46.0,d2489872
id_5569,Paris,European,5570,3.5,$$ - $$$,194.0,d1912643
id_3456,Berlin,Other,3458,5.0,NaN,3.0,d1358776
id_3005,London,Asian,3011,4.5,$$ - $$$,91.0,d2516361
id_8120,London,Other,8129,5.0,NaN,3.0,d11842481
id_7453,Barcelona,Spanish,7454,3.5,NaN,3.0,d5077935
id_9772,London,Pakistani,9781,4.5,NaN,7.0,d7599401
id_130,Edinburgh,  Gluten Free Options,131,4.5,$$ - $$$,448.0,d752894
id_108,Hamburg,  Gastropub,109,4.0,$$ - $$$,371.0,d1353540
id_984,London,  Mediterranean,986,4.0,$$$$,928.0,d793183
id_4693,London,American,4701,4.0,$$ - $$$,185.0,d1906552
id_987,Milan,  Seafood,989,4.0,$$ - $$$,88.0,d10385156
id_75,Brussels,Belgian,76,4.0,$$ - $$$,484.0,d4150215
id_284,Paris,Lebanese,285,5.0,$,93.0,d11929974
id_360,Budapest,  Vegetarian Friendly,361,5.0,$$ - $$$,49.0,d8654533
id_111,Edinburgh,  Vegetarian Friendly,112,4.5,$$ - $$$,1951.0,d1186842
id_2155,Lyon,Other,2156,3.5,NaN,20.0,d1324782
id_3038,Lisbon,  Portuguese,3041,3.5,$$ - $$$,15.0,d4225439
id_205,Barcelona,  International,206,4.5,$$ - $$$,613.0,d3499028
id_246,Rome,  Mediterranean,247,4.5,$$ - $$$,537.0,d6988362
id_16199,London,Other,16211,2.0,NaN,2.0,d5122657
id_1,Zurich,  Asian,2,4.5,$$ - $$$,418.0,d10169867
id_216,Copenhagen,  Vegan Options,217,4.5,$$ - $$$,125.0,d8121703
id_194,Munich,  European,196,4.0,$$ - $$$,106.0,d4818393
id_994,Warsaw,  European,995,4.5,$,12.0,d11947459
id_155,Amsterdam,Steakhouse,156,4.5,$$ - $$$,482.0,d4588301
id_573,Barcelona,  Contemporary,574,4.0,$$$$,604.0,d986276
id_12381,Paris,French,12383,3.5,NaN,3.0,d715001
id_1033,London,  Middle Eastern,1035,4.5,$$ - $$$,193.0,d8599829
id_253,Prague,  Eastern European,254,4.5,$$ - $$$,307.0,d3192062
id_304,Oporto,  Mediterranean,305,4.5,$,70.0,d6946964
id_7415,Paris,Moroccan,7416,5.0,NaN,9.0,d2614607
id_4092,Rome,  Mediterranean,4093,4.0,$$ - $$$,35.0,d8092415
id_846,Copenhagen,  Vegetarian Friendly,847,3.5,$,74.0,d1081584
id_633,Milan,  Vegan Options,635,3.5,$$ - $$$,743.0,d7660183
id_396,Barcelona,  Vegetarian Friendly,397,5.0,$$ - $$$,45.0,d12384001
id_3270,Rome,  Pizza,3271,4.0,$$ - $$$,85.0,d6981542
id_1827,Rome,  Pub,1828,4.0,$$ - $$$,274.0,d2374918
id_1815,Berlin,Italian,1817,3.5,$$ - $$$,1067.0,d1119896
id_6624,Barcelona,  European,6625,3.0,$$ - $$$,169.0,d3292870
id_156,Budapest,  Pub,157,4.0,$$ - $$$,438.0,d1648922
id_12392,London,  Cafe,12402,4.0,$$ - $$$,NaN,d13153300
id_13419,London,Bar,13429,3.5,$$ - $$$,35.0,d3242247
id_533,Barcelona,  Asian,534,4.0,$$$$,1060.0,d1099373
id_1200,London,  Vegetarian Friendly,1202,4.0,$$ - $$$,278.0,d719718
id_633,Milan,  Vegetarian Friendly,635,3.5,$$ - $$$,743.0,d7660183
id_887,Lisbon,European,888,4.5,$$ - $$$,66.0,d6432242
id_850,London,  European,852,4.0,$$ - $$$,1322.0,d2216928
id_2763,Madrid,Other,2765,5.0,NaN,11.0,d10060659
id_4293,Rome,  Pub,4294,5.0,$,14.0,d10595133
id_793,Dublin,French,794,5.0,$$ - $$$,8.0,d13172414
id_357,Milan,  Mediterranean,358,4.0,$$ - $$$,472.0,d8076891
id_387,Ljubljana,  Central European,388,3.5,$,10.0,d806051
id_50,Rome,Italian,51,4.5,$,1068.0,d6603135
id_7075,Madrid,Other,7079,3.0,NaN,22.0,d5796187
id_1705,Budapest,Other,1706,4.0,NaN,6.0,d9747453
id_14,Helsinki,  Scandinavian,15,4.0,$$ - $$$,1488.0,d850178
id_270,Vienna,  European,271,4.0,$$ - $$$,384.0,d2021717
id_1897,Rome,  Pizza,1898,4.0,$$ - $$$,181.0,d1674503
id_1877,Budapest,Other,1878,4.0,NaN,NaN,d9752550
id_13337,Paris,Italian,13339,2.5,$$ - $$$,13.0,d4129187
id_565,Brussels,  European,566,4.0,$$ - $$$,35.0,d3622799
id_615,Hamburg,Bar,616,5.0,$$ - $$$,16.0,d10302492
id_13175,Paris,French,13177,3.0,$$ - $$$,121.0,d3405673
id_2476,Barcelona,Italian,2477,5.0,$,17.0,d10445344
id_211,Barcelona,  Vegetarian Friendly,212,4.5,$$ - $$$,773.0,d2470800
id_1820,Milan,  Vegetarian Friendly,1822,3.5,$,567.0,d1100325
id_483,Madrid,Spanish,484,4.5,$$ - $$$,166.0,d7310999
id_4999,Paris,  Vegetarian Friendly,5000,4.0,$$ - $$$,128.0,d2258959
id_1905,Barcelona,  Gluten Free Options,1906,4.0,$$ - $$$,250.0,d8602690
id_13354,London,Asian,13364,4.0,$,34.0,d3192609
id_318,Copenhagen,  Vegan Options,319,4.5,$$ - $$$,88.0,d4093614
id_9835,Paris,  Halal,9837,3.5,$,71.0,d813958
id_6936,London,  Australian,6945,3.5,$$ - $$$,28.0,d12536774
id_602,Dublin,  Vegetarian Friendly,603,4.0,$$ - $$$,135.0,d7591680
id_1718,Edinburgh,  Fast Food,1725,2.5,$,18.0,d5425608
id_11266,London,  Chilean,11276,4.0,$$ - $$$,10.0,d9740703
id_14351,London,Other,14362,3.0,NaN,3.0,d5081396
