Restaurant_id,City,Ranking,Rating,Price Range,Number of Reviews,ID_TA,Cuisine Style
id_11121,London,11131,4.5,$$ - $$$,7.0,d8659568,"Bar,   Pub"
id_11134,London,11144,4.5,$,8.0,d2225278,"  Mediterranean,   British, Turkish"
id_1115,Rome,1116,4.5,$$ - $$$,87.0,d7359557,"Pizza,   Vegan Options"
id_11266,London,11276,4.0,$$ - $$$,10.0,d9740703,"  Chilean, Latin,   Spanish"
id_11291,Paris,11293,4.5,$$ - $$$,10.0,d3543081,French
id_11299,Paris,11301,4.0,NaN,7.0,d10336129,Other
id_11306,London,11316,3.5,$$ - $$$,47.0,d2643319,"Mediterranean,   European,   Bar,   Spanish"
id_1132,Paris,1133,4.5,$$$$,255.0,d1877226,"  Asian, Japanese"
id_1133,Brussels,1134,3.5,$$ - $$$,61.0,d1082420,"  Pizza,   European"
id_1135,Zurich,1140,4.5,NaN,4.0,d6620235,"Chinese,   Vietnamese"
id_11407,London,11417,4.5,NaN,3.0,d10109314,Other
id_1141,Milan,1143,4.5,$$ - $$$,28.0,d12710453,"Indian,   Vegetarian Friendly"
id_11432,Paris,11434,4.0,NaN,15.0,d1074698,Other
id_1144,Warsaw,1146,5.0,NaN,NaN,d12404527,Other
id_1149,Madrid,1150,4.5,$$ - $$$,53.0,d12099376,"  Gluten Free Options, Steakhouse"
id_1151,Milan,1153,4.5,NaN,143.0,d2697097,Other
id_11560,Paris,11562,3.5,NaN,129.0,d4227711,Other
id_11602,London,11612,4.0,NaN,16.0,d10392913,Other
id_1167,Brussels,1168,4.0,$$ - $$$,26.0,d11962971,"  Delicatessen, European"
id_1168,Lisbon,1169,4.0,$$ - $$$,67.0,d6883153,"  Mediterranean, Seafood"
id_1182,Copenhagen,1176,5.0,NaN,3.0,d6813236,Japanese
id_1188,Rome,1189,4.0,$$ - $$$,173.0,d11895495,"  Brazilian,   Sushi, Japanese,   Vegan Options,   Vegetarian Friendly,   Gluten Free Options"
id_1200,London,1202,4.0,$$ - $$$,278.0,d719718,"  Vegetarian Friendly,   British, European,   Gluten Free Options"
id_12014,Paris,12016,3.5,NaN,16.0,d3735127,Seafood
id_1208,Vienna,1209,4.5,$$ - $$$,8.0,d12995806,Vietnamese
id_12089,Paris,12091,3.5,NaN,15.0,d1035596,Other
id_1213,Dublin,1216,5.0,NaN,NaN,d7246537,Other
id_12247,Paris,12249,3.0,NaN,2.0,d12112547,Other
id_1225,Dublin,1228,5.0,NaN,NaN,d12873448,Other
id_12273,London,12283,4.5,NaN,2.0,d1044726,"Bar,   Pub"
id_1228,Barcelona,1229,4.0,$$ - $$$,277.0,d790369,"  Spanish,   Vegan Options, Mediterranean,   Vegetarian Friendly,   International"
id_1228,Madrid,1230,4.0,$$ - $$$,78.0,d10331391,"  Spanish,   Gluten Free Options"
id_12287,Paris,12289,3.0,NaN,8.0,d11666969,Other
id_12302,Paris,12304,3.5,NaN,15.0,d8261215,Italian
id_12304,Paris,12306,4.0,$$$$,7.0,d719518,French
id_12307,London,12317,3.5,$$ - $$$,63.0,d1018974,"  Thai,   Chinese, Asian,   Vegetarian Friendly"
id_12381,Paris,12383,3.5,NaN,3.0,d715001,French
id_1239,Rome,1240,4.0,$$ - $$$,302.0,d4023512,"  Seafood,   Gluten Free Options,   Soups,   Mediterranean"
id_12392,London,12402,4.0,$$ - $$$,NaN,d13153300,"  Cafe, Italian,   Pizza"
id_1244,Munich,1256,3.5,$$ - $$$,45.0,d2524764,"  Vegetarian Friendly, Asian"
id_12449,London,12459,4.0,NaN,NaN,d12114896,Other
id_1247,Dublin,1250,5.0,NaN,3.0,d7805333,Other
id_12473,Paris,12475,3.5,NaN,13.0,d4185793,South American
id_12475,London,12485,4.0,NaN,NaN,d5583335,Indian
id_12495,Paris,12497,3.0,NaN,8.0,d10478105,Other
id_1257,Budapest,1258,5.0,$$ - $$$,14.0,d10613140,"  Vegetarian Friendly,   Vegan Options,   Healthy, Eastern European,   Central European,   Hungarian"
id_1257,Madrid,1259,4.0,$$ - $$$,121.0,d2096546,"  Asian, Chinese"
id_12587,London,12597,4.0,$$ - $$$,2.0,d10333393,French
id_1261,Rome,1262,4.0,$,822.0,d4811912,"  Vegetarian Friendly,   Fast Food, Brew Pub"
id_12622,London,12632,4.0,$$ - $$$,NaN,d12175079,Indian
id_1268,Lyon,1269,4.0,$,37.0,d4585716,French
id_12703,Paris,12705,3.0,$$ - $$$,121.0,d2011853,"  Pub, Bar"
id_1272,Barcelona,1273,4.0,$$$$,554.0,d1080720,"  Vegetarian Friendly,   Gluten Free Options,   Vegan Options,   Spanish"
id_1275,Rome,1276,4.0,$$ - $$$,377.0,d2439603,"  Pub,   Brew Pub,   Bar, Italian"
id_128,Stockholm,129,4.5,$$ - $$$,183.0,d5949148,"  Mediterranean,   Vegetarian Friendly, Italian"
id_12901,London,12911,3.5,$$ - $$$,4.0,d12996130,  British
id_12906,London,12916,3.0,NaN,8.0,d5080700,Other
id_1293,Stockholm,1294,4.0,NaN,6.0,d12335302,"Lebanese,   Mediterranean"
id_130,Edinburgh,131,4.5,$$ - $$$,448.0,d752894,"  Gluten Free Options,   Vegetarian Friendly, American,   Pub,   British"
id_1300,Lisbon,1301,4.5,$,32.0,d8008981,  European
id_13016,London,13026,3.5,$$ - $$$,52.0,d2508041,"Bar,   British"
id_131,Dublin,132,4.5,$$ - $$$,404.0,d3859070,"  Vegan Options,   European,   Gluten Free Options,   Bar,   International"
id_13122,London,13132,3.5,$$ - $$$,28.0,d4040052,"  Asian, Indian"
id_1313,Zurich,1318,4.0,NaN,6.0,d8736586,Other
id_13175,Paris,13177,3.0,$$ - $$$,121.0,d3405673,"French,   European,   International,   Vegetarian Friendly"
id_13199,London,13209,3.0,$$ - $$$,11.0,d718909,Italian
id_1322,Edinburgh,1323,4.0,NaN,18.0,d10146454,Other
id_1323,Dublin,1326,3.5,$,113.0,d3431140,"  Gluten Free Options,   Delicatessen,   Vegetarian Friendly"
id_1328,Milan,1330,4.0,NaN,237.0,d1226617,Other
id_13337,Paris,13339,2.5,$$ - $$$,13.0,d4129187,Italian
id_1334,Hamburg,1336,5.0,$,NaN,d12384552,  Pub
id_13354,London,13364,4.0,$,34.0,d3192609,"  Thai, Asian"
id_13389,London,13399,4.0,$$ - $$$,16.0,d4872826,  British
id_1339,London,1341,4.0,$$ - $$$,1495.0,d3181518,"American,   Bar,   Central American,   Vegetarian Friendly,   Gluten Free Options"
id_134,Geneva,135,4.0,$$ - $$$,191.0,d7687905,"French,   European"
id_1341,Vienna,1342,3.5,$,110.0,d941095,"Italian,   European,   Pizza"
id_13419,London,13429,3.5,$$ - $$$,35.0,d3242247,"Bar,   Pub"
id_1346,London,1348,4.5,$,156.0,d8125299,"  Vegan Options,   Vegetarian Friendly"
id_13478,London,13488,2.5,NaN,8.0,d1097059,Other
id_1349,Athens,1351,4.5,NaN,3.0,d8810157,Other
id_13563,London,13573,3.5,$,6.0,d8401717,Seafood
id_1359,Barcelona,1360,4.5,$,59.0,d9765679,"  Mediterranean,   Pizza,   Vegetarian Friendly"
id_1365,Zurich,1370,3.5,$$ - $$$,25.0,d1125197,Italian
id_1368,Warsaw,1370,4.5,NaN,2.0,d8596967,Other
id_13695,London,13705,3.5,NaN,5.0,d4961398,Steakhouse
id_1372,Prague,1373,5.0,NaN,7.0,d9745343,Other
id_1374,Copenhagen,1376,3.5,$$ - $$$,66.0,d6618276,"  Scandinavian, European,   Danish"
id_13747,London,13757,3.5,$$ - $$$,39.0,d4919283,"  British, Bar"
id_13815,London,13825,3.5,$,28.0,d2176100,"  South American,   Central American,   Vegetarian Friendly,   Fast Food, Mexican"
id_13830,Paris,13832,2.0,$$ - $$$,3.0,d10784629,French
id_13850,London,13860,3.5,$$ - $$$,32.0,d7949523,"Pizza,   Italian,   Vegan Options"
id_13892,Paris,13894,5.0,$$ - $$$,NaN,d8660001,"  Delicatessen,   Healthy,   Street Food"
id_1391,Budapest,1392,5.0,NaN,NaN,d7724601,"  International, American,   European"
id_1394,Dublin,1398,4.5,NaN,2.0,d5812483,Chinese
id_1398,Geneva,1405,1.5,NaN,2.0,d12414220,Other
id_14,Helsinki,15,4.0,$$ - $$$,1488.0,d850178,"  European,   Scandinavian,   Gluten Free Options,   Soups,   Vegan Options, Cafe,   Vegetarian Friendly"
id_1401,Amsterdam,1404,3.5,$$ - $$$,142.0,d3191953,  Brazilian
id_1401,Dublin,1405,4.0,$$ - $$$,28.0,d6633059,Cafe
id_1403,Geneva,1411,1.0,NaN,NaN,d7996902,Other
id_1409,Budapest,1410,5.0,NaN,NaN,d13197631,"French,   Hungarian,   European"
id_14134,London,14144,3.5,$$ - $$$,52.0,d734267,"  Pizza,   Vegetarian Friendly,   Gluten Free Options"
id_1414,Milan,1416,4.0,$,252.0,d3773630,Pizza
id_1418,Athens,1420,4.5,$,7.0,d10122352,  Mediterranean
id_1418,Oporto,1419,3.0,NaN,2.0,d12503536,Other
id_1430,Oporto,1431,3.5,NaN,3.0,d7992689,Other
id_14346,London,14357,3.5,$,14.0,d5081096,Fast Food
id_1435,Munich,1447,4.0,$,21.0,d4597916,  Pizza
id_14351,London,14362,3.0,NaN,3.0,d5081396,Other
id_14386,London,14397,3.5,$$ - $$$,53.0,d731210,Indian
id_14403,London,14414,4.0,NaN,4.0,d10760580,Turkish
id_1441,Paris,1442,5.0,$$ - $$$,49.0,d12947099,"  Vegetarian Friendly,   Pakistani,   Middle Eastern, Indian"
id_1457,Oporto,1458,4.5,$,2.0,d12147644,"Brazilian,   Portuguese,   Contemporary,   Fusion"
id_1461,Milan,1463,3.5,$,283.0,d2589168,"  Sushi, Chinese,   Vegetarian Friendly,   Japanese"
id_1464,Rome,1465,4.0,$$ - $$$,678.0,d1953294,"Italian,   European,   Mediterranean"
id_1466,Vienna,1467,4.0,$$ - $$$,21.0,d2632522,Middle Eastern
id_1468,Zurich,1473,3.5,$$ - $$$,24.0,d1887046,"  Pub, Bar,   Irish,   British,   Fast Food"
id_147,Prague,148,4.5,$,105.0,d10389421,"  Gluten Free Options, Cafe,   European,   International"
id_1473,Stockholm,1474,4.0,$,15.0,d1079439,Thai
id_1475,London,1477,4.5,$$ - $$$,313.0,d733450,"  Gluten Free Options, Indian,   Vegan Options"
id_1478,Madrid,1480,4.0,$$ - $$$,215.0,d8123141,"  Grill, Mediterranean,   Spanish,   European"
id_1482,Amsterdam,1485,5.0,NaN,12.0,d10027275,Other
id_14925,London,14936,3.0,$$ - $$$,319.0,d2361013,"  Vegetarian Friendly, Bar,   British"
id_14953,London,14964,3.5,NaN,11.0,d5122174,Sushi
id_14973,London,14984,3.0,$,18.0,d7617571,  British
id_1498,Zurich,1503,3.0,NaN,5.0,d9729580,Other
id_14996,London,15007,3.0,$$ - $$$,85.0,d6403079,"  Bar, British,   European"
id_150,Budapest,151,4.5,$,1317.0,d813990,"  Mediterranean, Healthy,   Vegetarian Friendly"
id_1501,Barcelona,1502,4.0,$$ - $$$,144.0,d8737446,"  Mediterranean,   Spanish"
id_1504,Rome,1505,4.0,$,403.0,d7208833,  Italian
id_1508,Lyon,1490,5.0,NaN,2.0,d1328183,Other
id_1512,Warsaw,1514,4.0,$$ - $$$,34.0,d2271370,"Chinese,   Asian"
id_1516,Warsaw,1518,4.0,NaN,6.0,d11793939,Other
id_152,Luxembourg,153,4.0,$$ - $$$,80.0,d743790,"  Sushi, Japanese,   Asian"
id_1524,Athens,1526,3.5,NaN,3.0,d13001826,"  Greek,   Fast Food,   Street Food"
id_15279,London,15291,3.5,$$ - $$$,16.0,d5795578,  Halal
id_1530,Prague,1533,4.5,$$ - $$$,34.0,d4768479,"  Czech, European"
id_15306,London,15318,3.5,NaN,2.0,d8853180,Other
id_1533,Paris,1534,4.5,$$ - $$$,105.0,d4697825,French
id_1535,Stockholm,1537,4.0,NaN,10.0,d7992032,Other
id_1536,Brussels,1537,4.0,$,20.0,d7336387,Asian
id_1536,Vienna,1537,4.0,$,27.0,d2140541,"Austrian,   Contemporary"
id_1539,Brussels,1540,4.5,$$ - $$$,4.0,d13206789,Italian
id_1539,Dublin,1543,3.5,$$ - $$$,44.0,d811284,"Chinese,   Asian"
id_1539,Stockholm,1541,3.5,$$ - $$$,8.0,d12516525,"  Pub, American,   Bar,   Steakhouse"
id_1541,Lisbon,1542,4.5,$$ - $$$,17.0,d3729391,"  Sushi, Japanese"
id_1545,Lisbon,1546,4.5,$$ - $$$,7.0,d13171584,"  Portuguese, European"
id_1547,Amsterdam,1550,3.5,$$ - $$$,91.0,d10488468,"  Japanese,   Korean,   Seafood,   Vegetarian Friendly,   Asian,   Street Food"
id_155,Amsterdam,156,4.5,$$ - $$$,482.0,d4588301,"Steakhouse,   Vegetarian Friendly,   South American,   Latin,   Barbecue,   European,   Argentinean"
id_1556,Rome,1557,4.5,$$ - $$$,287.0,d1095455,"  Gluten Free Options,   Wine Bar,   Italian, Seafood,   Mediterranean,   Vegetarian Friendly"
id_156,Budapest,157,4.0,$$ - $$$,438.0,d1648922,"  Vegetarian Friendly,   Pub"
id_15646,London,15658,2.5,NaN,3.0,d5440481,Other
id_15679,London,15691,2.5,$,25.0,d8505654,Fast Food
id_1571,Barcelona,1572,4.0,$$ - $$$,105.0,d8774881,"  Asian, Japanese"
id_15748,London,15760,3.0,$,31.0,d4584798,  American
id_1579,Rome,1580,4.5,$$ - $$$,64.0,d10744198,"  Vegan Options,   International,   Vegetarian Friendly"
id_158,Warsaw,159,4.0,$$ - $$$,187.0,d6369030,"  Gluten Free Options,   European,   Vegan Options, French"
id_1583,Prague,1586,4.0,$$ - $$$,14.0,d4769401,European
id_1585,Lyon,1586,4.0,$$ - $$$,25.0,d4295258,Italian
id_159,Oporto,160,4.5,$$ - $$$,264.0,d1027670,  Gluten Free Options
id_16034,London,16046,2.0,NaN,NaN,d7243246,Other
id_1608,Athens,1610,4.0,NaN,9.0,d4591733,Pizza
id_1611,Rome,1612,4.0,$$ - $$$,621.0,d803842,"  Pizza,   Seafood"
id_1615,Barcelona,1616,4.0,$$ - $$$,83.0,d10339269,"Mediterranean,   Vegetarian Friendly,   Vegan Options"
id_1619,Madrid,1621,4.5,$$ - $$$,107.0,d3218566,Italian
id_16199,London,16211,2.0,NaN,2.0,d5122657,Other
id_16215,London,16227,2.0,$,11.0,d5667751,Pizza
id_163,Stockholm,164,4.5,$,99.0,d3478764,"  Vegetarian Friendly, Mediterranean"
id_1630,Lisbon,1631,4.5,$$ - $$$,9.0,d12081682,"Italian,   Vegetarian Friendly"
id_1639,Berlin,1641,4.0,$,64.0,d6494498,"  Vegetarian Friendly, Cafe"
id_164,Hamburg,165,4.5,$$ - $$$,73.0,d6031001,"  Vegetarian Friendly,   Vegan Options, Soups,   Gluten Free Options"
id_1646,Athens,1648,3.5,NaN,17.0,d3709334,Other
id_1651,Copenhagen,1654,3.5,NaN,3.0,d11749991,Other
id_1651,Lyon,1652,4.5,NaN,2.0,d13279636,Other
id_1655,Madrid,1657,5.0,$$$$,11.0,d13174390,"  South American, Peruvian"
id_1665,Athens,1667,3.5,NaN,8.0,d8627732,Other
id_1674,Amsterdam,1679,4.0,$$ - $$$,26.0,d3610708,"Mediterranean,   International"
id_1675,Lisbon,1676,4.0,$$ - $$$,41.0,d10170180,"  Mexican,   Delicatessen,   Greek, Mediterranean"
id_1678,Athens,1680,3.0,NaN,NaN,d12883544,Other
id_1684,Dublin,1688,3.0,NaN,8.0,d11958324,Other
id_1686,Rome,1687,4.5,$,38.0,d12538734,"  Vegetarian Friendly, Mexican"
id_1696,Paris,1697,4.0,$$$$,519.0,d942290,"French,   European"
id_1698,Berlin,1700,4.0,$$ - $$$,19.0,d11888740,Vegetarian Friendly
id_1698,Paris,1699,4.5,$$ - $$$,135.0,d1069513,French
id_17,Rome,18,4.5,$,281.0,d8516817,"  Mediterranean, Italian,   Vegan Options"
id_1705,Budapest,1706,4.0,NaN,6.0,d9747453,Other
id_1714,Hamburg,1717,4.0,NaN,5.0,d1038938,Chinese
id_1716,Dublin,1720,3.5,$,20.0,d3544710,"  Diner, Fast Food"
id_1718,Edinburgh,1725,2.5,$,18.0,d5425608,"  Fast Food,   Asian, Chinese"
id_1720,Milan,1722,4.0,$,50.0,d5808504,"  Pizza, Italian"
id_1721,Edinburgh,1728,2.0,$$ - $$$,26.0,d11688138,"  Bar, Pub"
id_1722,Hamburg,1725,4.0,$$ - $$$,3.0,d12867794,"Asian,   Tibetan"
id_173,Hamburg,174,4.0,$$ - $$$,142.0,d1340332,"Seafood,   Barbecue,   European,   Mediterranean"
id_1741,Hamburg,1744,3.0,NaN,12.0,d959162,Other
id_1745,Lisbon,1747,4.0,$$ - $$$,11.0,d13150829,"  Contemporary,   Portuguese, European"
id_1746,Munich,1760,4.0,$$ - $$$,55.0,d1912599,"  Mediterranean,   Vegetarian Friendly,   Contemporary,   International,   European, Diner"
id_1748,Berlin,1750,3.5,$,90.0,d6280580,  Fast Food
id_1751,Paris,1752,4.5,$$$$,114.0,d3327962,  European
id_1753,Stockholm,1756,4.0,NaN,NaN,d7160467,Italian
id_1754,Rome,1755,4.0,$$ - $$$,382.0,d4930739,"  Vegan Options, Italian,   Pizza,   Vegetarian Friendly"
id_1760,Paris,1761,4.5,$,86.0,d8384800,"  Vegan Options,   Vegetarian Friendly, Cafe"
id_1762,Warsaw,1764,3.5,NaN,6.0,d6673365,  Pizza
id_1767,Milan,1769,4.0,$$ - $$$,25.0,d12927216,"  Vegetarian Friendly, Japanese"
id_1776,Brussels,1777,4.5,$,3.0,d11445075,"Polish,   European"
id_1780,Barcelona,1781,4.5,$,31.0,d10230660,Italian
id_1789,Madrid,1791,4.0,$$ - $$$,35.0,d11978912,"  Vegetarian Friendly, Thai"
id_18,Dublin,19,4.5,$$ - $$$,670.0,d6482548,"  European,   Vegetarian Friendly, Gastropub,   Irish"
id_1801,Amsterdam,1806,5.0,$,8.0,d8656639,"  Vegan Options,   Vegetarian Friendly"
id_1808,Hamburg,1811,3.5,NaN,16.0,d5506292,Other
id_1810,Berlin,1812,4.0,$,68.0,d5532050,"  Vietnamese, Asian,   Vegan Options"
id_1811,Hamburg,1814,4.0,$$ - $$$,2.0,d10250368,"  German, Chinese,   Delicatessen,   Minority Chinese"
id_1815,Berlin,1817,3.5,$$ - $$$,1067.0,d1119896,"Italian,   Gluten Free Options,   Vegetarian Friendly,   Vegan Options,   European,   Pizza,   Mediterranean"
id_182,Lisbon,183,4.0,$,825.0,d1852620,"  European, Steakhouse"
id_1820,Milan,1822,3.5,$,567.0,d1100325,"  Vegetarian Friendly, Italian,   Mediterranean"
id_1827,Rome,1828,4.0,$$ - $$$,274.0,d2374918,"  Pub, Bar"
id_1831,Paris,1832,4.5,$$ - $$$,111.0,d4212687,"Mediterranean,   Vegetarian Friendly,   Italian,   Vegan Options"
id_1841,Copenhagen,1846,3.0,NaN,16.0,d11841754,Other
id_1842,Paris,1843,4.5,$$ - $$$,132.0,d9746677,"French,   European"
id_1850,Lisbon,1853,5.0,NaN,3.0,d10734451,Other
id_1856,Hamburg,1859,3.5,NaN,4.0,d2722599,"Cafe,   Contemporary"
id_1856,Munich,1871,4.0,NaN,23.0,d7211474,Other
id_1857,Budapest,1858,4.0,NaN,2.0,d12359266,Other
id_1862,Rome,1863,4.5,$$ - $$$,89.0,d9603011,  Seafood
id_1877,Budapest,1878,4.0,NaN,NaN,d9752550,Other
id_1879,Lisbon,1882,4.0,$,33.0,d9739262,  Gluten Free Options
id_1889,Barcelona,1890,4.5,$$ - $$$,24.0,d11679759,"  Fusion, Mediterranean"
id_1897,Rome,1898,4.0,$$ - $$$,181.0,d1674503,"  Pizza,   Mediterranean"
id_1905,Barcelona,1906,4.0,$$ - $$$,250.0,d8602690,"  Gluten Free Options,   European, Mediterranean"
id_1907,Munich,1923,3.5,NaN,46.0,d1356624,Other
id_191,Oslo,192,4.0,$$ - $$$,53.0,d3385038,"  Pub,   European"
id_1921,Barcelona,1922,4.0,$$ - $$$,94.0,d8661176,"  Vegetarian Friendly, Mediterranean,   Vegan Options"
id_1925,Berlin,1927,4.0,$,42.0,d4748988,"  European,   Contemporary"
id_194,Munich,196,4.0,$$ - $$$,106.0,d4818393,"Cafe,   European,   Gluten Free Options"
id_194,Warsaw,195,4.0,$$ - $$$,143.0,d779167,"  European, Russian,   Eastern European"
id_1940,Lyon,1941,3.0,$$ - $$$,354.0,d1324029,"  Seafood, European"
id_1941,Milan,1943,4.0,NaN,47.0,d10701333,Other
id_1945,Vienna,1947,4.0,NaN,5.0,d12556149,Other
id_1952,Budapest,1953,3.5,$$ - $$$,39.0,d12410110,"Cafe,   Vegetarian Friendly"
id_1958,Munich,1974,3.5,$$ - $$$,95.0,d1342155,"German,   Vegetarian Friendly"
id_1968,Vienna,1970,4.0,$$ - $$$,39.0,d7920021,"Cafe,   European"
id_197,Bratislava,198,4.5,$$ - $$$,6.0,d13203526,"American,   International"
id_197,Lyon,198,4.0,$$ - $$$,370.0,d918784,French
id_1971,Vienna,1973,4.0,NaN,9.0,d12630204,Other
id_1974,Paris,1975,4.0,$$ - $$$,152.0,d6385547,  Vegetarian Friendly
id_1976,Paris,1977,4.0,$$ - $$$,345.0,d807906,"French,   European"
id_198,Zurich,200,4.0,$$$$,211.0,d797737,"  European, Italian,   Vegetarian Friendly"
id_1981,Budapest,1982,3.5,NaN,8.0,d10073699,Other
id_1986,Prague,1989,5.0,NaN,NaN,d4768291,"  Czech, European"
id_1989,Munich,2005,4.0,NaN,15.0,d1820729,Other
id_199,Luxembourg,200,4.0,$$ - $$$,145.0,d3675106,"  Gluten Free Options, European"
id_1993,Amsterdam,1998,4.5,NaN,12.0,d9832010,Other
id_1994,Munich,2010,3.5,$,50.0,d2517446,"  Healthy,   Vegetarian Friendly"
id_20,Budapest,21,4.5,$$$$,956.0,d696038,"European,   Vegan Options,   Vegetarian Friendly,   Gluten Free Options,   Hungarian"
id_2006,Amsterdam,2011,4.5,$$ - $$$,15.0,d3591150,Dutch
id_2016,Munich,2032,4.0,NaN,5.0,d5818174,Other
id_2024,Paris,2025,4.5,$$ - $$$,93.0,d780204,"Bar,   French"
id_2040,Madrid,2042,3.5,$$ - $$$,339.0,d1109944,"  Spanish, Mediterranean"
id_2041,Madrid,2043,3.5,$$ - $$$,172.0,d6868018,"  Spanish, Mediterranean,   Vegetarian Friendly"
id_2042,Stockholm,2045,3.5,NaN,2.0,d5936523,Pub
id_2044,Barcelona,2045,4.5,$$ - $$$,89.0,d8118086,  Mediterranean
id_2044,Budapest,2045,3.5,NaN,5.0,d10498197,Italian
id_2045,Madrid,2047,4.5,$$ - $$$,20.0,d10302313,"  South American,   Mexican, Italian"
id_2047,Prague,2050,5.0,$$ - $$$,NaN,d12243659,  Mediterranean
id_205,Barcelona,206,4.5,$$ - $$$,613.0,d3499028,"  International, Brew Pub,   Cafe,   Vegan Options,   Gluten Free Options"
id_2055,Amsterdam,2060,4.5,NaN,8.0,d10488130,Other
id_206,Vienna,207,4.5,$$ - $$$,55.0,d10395526,"  Vegetarian Friendly, Japanese,   Vegan Options,   Fusion"
id_2068,Barcelona,2069,4.0,$$ - $$$,112.0,d797017,"  Spanish,   Mediterranean"
id_2073,Paris,2074,4.0,$$ - $$$,128.0,d1048529,"  Bar,   Pub,   European,   Cafe"
id_2074,Amsterdam,2079,4.5,NaN,5.0,d11909263,Other
id_2074,Prague,2077,5.0,NaN,NaN,d7124393,Vietnamese
id_2089,Milan,2091,4.5,$$ - $$$,103.0,d2701946,"  Seafood, Italian"
id_2098,Barcelona,2099,4.0,$,41.0,d7952588,"  Vegetarian Friendly,   Mediterranean,   Spanish, Cafe"
id_2108,Budapest,2109,3.5,NaN,2.0,d11616946,Other
id_211,Barcelona,212,4.5,$$ - $$$,773.0,d2470800,"American,   Vegetarian Friendly,   Contemporary"
id_2111,Paris,2112,4.0,$$ - $$$,121.0,d695083,  Vegan Options
id_213,Helsinki,214,4.5,$,100.0,d784491,"Soups,   International"
id_2137,Lisbon,2140,5.0,NaN,2.0,d3193915,"  Portuguese, European"
id_214,Dublin,215,4.0,$$ - $$$,1774.0,d4236147,"  British,   Soups, Irish,   Pub"
id_214,Milan,215,4.0,$$$$,1613.0,d5264429,"  Vegetarian Friendly,   Gluten Free Options,   Mediterranean, Italian,   Vegan Options"
id_2155,Lyon,2156,3.5,NaN,20.0,d1324782,Other
id_216,Copenhagen,217,4.5,$$ - $$$,125.0,d8121703,"  Vegan Options, Bar,   European,   Vegetarian Friendly,   Cafe"
id_2170,Lyon,2171,4.0,NaN,5.0,d5962368,Other
