name,pop
Crown Heights North,103462
Hamilton Heights,50555
 Prince's Bay,27770
Fresh Meadows,17812
Starrett City,13354
 Eltingville,27770
 Staten Island,0
Georgetown,45231
 Sunnyside,61947
West Village,66880
 Polo Grounds,70016
Lincoln Square,61489
 etc,7
Crown Heights North,103169
 cemetery,0
 Harding Park,50753
 Chelsea,55839
 Fieldston,27860
 Kips Bay,48419
 Fox Hills,19834
 Edgewater Park,43712
 Eltingville,26376
 Dongan Hills,24835
Westerleigh,23790
Corona,52082
 cemetery,418
 Polo Grounds,75282
 Holliswood,26061
 Downtown Brklyn,34495
 Ocean Parkway,36937
Flatbush,105804
Steinway,53604
 Edgemere,31645
Manhattanville,22950
Ocean Parkway South,20299
Ocean Hill,30067
 Civic Center,36757
Bedford Park,55329
St. Albans,50046
 Prince's Bay,26376
 Throgs Neck,43712
Queens Village,52504
East New York,83275
Carroll Gardens,38327
park,1785
New Brighton,17525
Springfield Gardens South,20132
Bushwick North,56093
East Harlem South,57902
Gramercy,27988
 Port Ivory,27957
 Morris Park,29250
 Bruckner,35137
Ocean Hill,31935
 Lighthse Hill,30714
Stuyvesant Heights,61827
park,7
 Cobble Hill,22887
Van Cortlandt Village,50100
 Olinville,61321
Erasmus,29938
Bellerose,25287
 Clifton,22460
 Maspeth,25521
 cemetery,7
 Arrochar,15238
 City Line,49223
Manhattanville,24772
South Jamaica,35181
 Kips Bay,50742
Bensonhurst West,84640
 Ocean Parkway,36891
Pomonok,31734
Midwood,52835
Bath Beach,28572
Brighton Beach,35547
Madison,39076
Queensboro Hill,20800
 Douglaston,24356
Murray Hill,50742
 Bloomfield,39309
Canarsie,83693
 Bronx River,34542
Westchester,25768
East Village,41746
 Bronx,1906
Fort Greene,26079
Allerton,28903
South Jamaica,38894
East New York,91958
Lower East Side,72957
Longwood,23082
 Manhattan,1662
 Floral Park,22426
New Springville,39597
 Silver Lake,16784
Pelham Bay,26583
 Bathgate,31078
 Huguenot,26376
 Kingsbridge,29872
Homecrest,44316
 etc,93
 Castle Hill,50753
 Coney Island,31965
Gravesend,29257
Breezy Point,28018
 Midtown South,25807
 Ravenswood,21104
Dyker Heights,39332
 Arverne,31645
Whitestone,30773
Bay Ridge,79371
 Long Island City,21104
Longwood,26196
Woodhaven,56674
Hammels,36885
Kensington,36937
Elmhurst,24338
Rikers Island,11091
 Civic Center,42742
North Side,45774
 etc,418
 Brooklyn,418
Prospect Heights,19655
Erasmus,31392
 Mott Haven North,39214
 St. George,32154
Lincoln Square,55239
 St. George,33551
Elmhurst,25521
 Edgemere,36885
Clinton Hill,34791
 Marine Park,42940
 Douglaston,24739
Auburndale,19996
Prospect Heights,19849
Clinton,45884
 Long Island City,20030
Central Harlem South,43383
Turtle Bay,49737
East Williamsburg,34158
 etc,540
 Op City,40676
Park Slope,67263
Homecrest,45679
Woodside,45099
Claremont,28149
South Ozone Park,78906
East Harlem South,56899
Hollis,20269
Murray Hill,51739
Sunset Park West,54041
 Bay Terrace,22731
Rosedale,25063
Greenpoint,37821
Richmond Hill,62982
Brownsville,59099
 Farragut,56033
West New Brighton,33551
Sunset Park East,66150
Van Cortlandt Village,50607
Jamaica Estates,25480
West Brighton,17750
 Gowanus,67263
 Graniteville,27957
 Coney Island,34267
Woodlawn,43583
 Arverne,36885
Douglas Manor,24739
Morningside Heights,54208
 cemetery,93
 Dongan Hills,23017
Mott Haven,52413
Battery Park City,20088
 New Hyde Park,22571
park,0
 Flat Iron,55839
West Concourse,39557
 South Beach,23017
Jackson Heights,108152
Crotona Park East,18072
 TriBeCa,36757
 Bergen Beach,45231
Queensbridge,21104
Maspeth,30516
Pelham Parkway,30006
Hudson Yards,55839
 etc,0
 West Maspeth,61947
Bedford,70713
Elmhurst,87972
 Port Morris,49030
Springfield Gardens North,25409
Kensington,36891
 Bayside Hills,44371
 Inwood,49087
Crown Heights South,42370
Lenox Hill,76631
Cypress Hills,49223
 Hillcrest,31734
Bushwick North,57138
Rugby,55326
 Maspeth,24338
 Morris Heights,54335
park,93
Rugby,57934
 Lower Manhattan,20088
 Flushing Heights,34034
Brooklyn Heights,22548
Woodhaven,54149
Williamsburg,32926
College Point,24275
Hunts Point,25142
 etc,1785
 Clason Point,50753
Norwood,40817
Charleston,18332
 Pelham Gardens,28903
Bedford Park,54415
Airport,0
 Roosevelt Island,80771
Jamaica Estates,26061
Bayside,43808
Washington Heights North,67136
Woodside,43846
North Side,40130
Oakwood,22049
 Broad Chnl,28018
West Farms,34542
Williamsbridge,57420
Glendale,32496
Georgetown,42940
 Red Hook,38327
Eastchester,35422
 Westchester Square,29250
 Columbia Street,38327
North Riverdale,27860
Kew Gardens,23888
Marble Hill,49087
Far Rockaway,48344
Washington Heights South,84438
Hudson Yards,70150
Pomonok,34034
 Edgewater Park,44167
New Dorp,20242
DUMBO,30847
Bensonhurst West,88727
Seagate,34267
 Rosebank,24048
Parkchester,29353
park,436
East Flatbush,56033
Todt Hill,30762
Hamilton Heights,48520
Murray Hill,53009
East Flushing,26516
 Harding Park,53686
Bushwick South,64617
Crotona Park East,20277
Rikers Island,12780
Lower East Side,72258
Williamsbridge,61321
 Carnegie Hill,61207
Breezy Point,26711
Mount Hope,51807
Ft. Totten,22731
Upper West Side,132378
College Point,21407
 Clearview,21751
Central Harlem South,39075
Borough Park,106357
 South Side,45774
Oakland Gardens,27873
 Rosebank,26453
Schuylerville,43712
Rossville,20763
 Farragut,50355
 Boerum Hill,30847
 Melrose,37865
park,1906
East Flatbush,50355
 Cooper Village,19101
 Ravenswood,20030
 Clifton,19834
Van Nest,27135
 Mill Basin,42940
North Corona,52037
Bronxdale,35538
 Bayswater,50058
SoHo,42742
 New Brighton,32154
Middle Village,37629
 Gerritsen Beach,64596
Canarsie,85058
 Edenwald,34517
Stapleton,24048
 Downtown Brklyn,30847
 Country Club,26583
 Mill Basin,45231
Belmont,27378
 Inwood,46746
 Emersn Hill,30762
East Elmhurst,23150
DUMBO,34495
Midtown,25807
 Queens,1785
 Travis,39309
Highbridge,33844
 Bloomfield,39597
North Corona,47156
Morrisania,29797
Auburndale,20201
Pelham Parkway,30073
 Manhattan,1849
Stuyvesant Heights,63504
 Midland Beach,20242
Oakwood,22266
Borough Park,101055
 Bruckner,35634
Steinway,47534
Ridgewood,69455
Westerleigh,24102
 Floral Park,22571
 Union Square,55839
Fresh Meadows,17373
 Wingate,67459
 Boerum Hill,34495
Bedford,59227
Port Richmond,18042
 Cooper Village,21049
Stuyvesant Town,21049
 Union Square,70150
Flushing,72008
Annadale,27770
East Harlem North,58019
 Olinville,57420
Bronxdale,34309
Bensonhurst East,58566
Forest Hills,83728
Lindenwood,28121
 Arlington,27957
Jamaica,53751
Great Kills,41680
 Lower Manhattan,39699
 Queens,436
New Dorp,21896
