Index,genres,imdb_score
35, Comedy,7.3
2603, Drama,7.4
1332,Action,6.7
3202,Drama,7.2
4424,Comedy,6.2
1115, Thriller,6.6
1588, Animation,8.3
1266,Comedy,5.7
576, Romance,6.9
90, Comedy,7.8
1207,Comedy,5.7
859, Crime,6.3
540, Comedy,7.1
1123,Action,4.9
1557, Sport,6.9
252, Adventure,6.5
3798,Crime,6.2
1617,Comedy,6.8
820,Comedy,6.0
4796,Drama,7.1
2551, War,8.2
3700,Horror,6.9
1021,Drama,5.1
2425,Biography,8.3
3837, Drama,7.2
2544, Drama,6.4
1231, Thriller,7.3
2225, Crime,6.8
1915, Family,6.6
72,Action,5.2
2327,Biography,7.0
228, Comedy,5.4
234, Comedy,6.3
392, Family,4.4
1959,Drama,5.6
2319, Music,7.0
4955,Drama,6.7
4855,Crime,7.2
2725, Romance,6.3
516, Drama,7.8
1288, Thriller,6.2
1415, Romance,7.4
1015, Adventure,5.8
139, Family,7.3
1528,Action,4.9
1322, Fantasy,7.3
3002,Drama,6.4
1994,Action,5.6
1596, Fantasy,6.8
4213, Thriller,5.1
1974,Biography,7.1
4356,Drama,5.6
2645,Horror,4.9
4663,Drama,7.2
659, Romance,6.5
659,Comedy,6.5
2070, Thriller,6.0
888, Musical,6.4
937,Biography,7.3
2060,Mystery,6.6
2852, Family,2.5
2711, Family,5.6
2187, Mystery,5.9
969,Drama,7.0
2385, Mystery,6.0
1145, Thriller,6.8
3010, Fantasy,6.7
3468,Comedy,7.7
454, Sci-Fi,6.3
947, Thriller,7.1
2667,Drama,7.9
1225, Thriller,6.4
733,Action,7.1
373, Sci-Fi,7.1
4565,Comedy,7.2
1868,Drama,8.0
4259, Thriller,8.5
2985,Mystery,5.3
2233, Family,5.3
734, Sport,6.8
2718,Drama,4.6
4082,Drama,7.9
2150,Comedy,5.8
1640, Crime,6.6
2524, Thriller,6.4
2655, Romance,6.0
312, Animation,7.0
4283, Drama,6.5
4676, Adventure,6.9
380, Crime,6.9
3423, Animation,8.1
3714,Biography,8.0
1758, Sport,7.5
2651, Family,8.1
493, Thriller,5.8
3624,Comedy,7.8
1476, Crime,5.1
2186, Thriller,4.1
188,Adventure,6.7
95, Adventure,8.1
4169, Thriller,5.9
139, Animation,7.3
1901, Thriller,5.9
86,Action,7.8
2568, Fantasy,3.1
1746, Mystery,7.1
1532, Thriller,6.5
1100, Sport,5.6
4733, Sport,7.6
721, Family,5.5
3898, Thriller,4.6
2052, Drama,6.8
2647, Thriller,6.6
4101,Crime,7.3
1593,Action,7.6
1600,Crime,8.6
3829,Comedy,5.5
3366, Romance,6.5
1677, Mystery,6.2
1865, Thriller,7.5
3363,Drama,7.6
1912, Comedy,5.2
1145,Action,6.8
3478, Drama,7.4
1383, Mystery,6.9
374, Fantasy,4.9
1102, Family,4.3
163, Adventure,5.5
113, Romance,5.5
4542,Action,6.0
1944,Biography,7.5
1447, Thriller,3.8
104,Action,6.1
329,Comedy,5.2
1674,Drama,7.0
1722,Biography,7.5
2632, Thriller,6.5
2632,Action,6.5
1657, Sci-Fi,6.9
3655,Drama,7.1
1016,Adventure,6.4
1631, Sci-Fi,5.4
3279, Drama,6.6
108, Fantasy,7.3
2637,Comedy,5.7
3511,Drama,6.8
2128, Comedy,6.5
2615,Comedy,6.1
427,Adventure,4.9
1135, Adventure,6.3
1747, Animation,8.0
355, Thriller,6.6
2847, Crime,6.1
2404, Family,6.1
2810, History,6.5
808, Fantasy,3.8
3717, Mystery,6.5
3923,Documentary,2.7
2997, Drama,7.3
4827, Drama,6.7
1655, Thriller,7.6
2669, Family,6.2
2527,Comedy,5.5
1425, Drama,6.9
282,Action,6.5
1719,Biography,7.0
286, Thriller,8.0
1855, Thriller,6.0
3059,Biography,7.7
285, Mystery,7.4
3310,Documentary,5.4
3979,Drama,6.9
4349,Drama,5.8
482,Action,5.6
2714,Comedy,6.2
2936,Comedy,6.7
566, Sci-Fi,6.0
4784,Comedy,6.2
1610,Drama,6.6
1392, Horror,6.0
1511,Action,6.8
2051, Sci-Fi,8.8
2496, Drama,6.7
557, Thriller,5.3
873,Drama,6.5
2774, Adventure,7.1
1697, Romance,7.0
1675,Action,5.5
2513, Drama,6.7
3267,Action,7.6
3141, Drama,6.6
555, Thriller,6.6
3974, Romance,7.0
473, Animation,7.0
16, Family,6.6
226, Adventure,4.8
1529, Romance,6.5
2042,Biography,6.7
2335, Sport,6.2
1160, Romance,7.0
3911, Romance,7.0
454, Comedy,6.3
2736,Crime,6.8
914, Musical,6.3
541, Comedy,6.0
4403, Drama,6.8
1549, Thriller,6.2
2364,Horror,5.6
3403,Comedy,7.2
3938,Drama,6.9
3758,Comedy,6.9
3191,Action,6.6
2799, History,7.0
1172,Action,5.3
3060,Crime,7.7
1416, Thriller,8.3
703,Comedy,6.8
1172, Comedy,5.3
3206, Drama,6.9
777, Sci-Fi,6.1
284, Mystery,7.7
4267,Drama,8.1
2877, Sport,6.8
3706,Horror,4.6
1875,Drama,8.1
502, Thriller,5.7
488,Action,6.3
4587,Documentary,7.3
2608, Crime,6.0
1675, Thriller,5.5
4287,Drama,6.9
3678,Comedy,6.7
679, Sci-Fi,6.4
1962, Thriller,4.8
4027,Comedy,6.5
623,Action,6.2
985,Action,6.2
1163,Comedy,6.5
957, Thriller,6.6
1907, Crime,6.7
2156, Comedy,6.4
743, Comedy,4.4
1644, Mystery,7.6
4964, Crime,6.8
1082, Thriller,6.9
2550, Family,3.3
1786,Comedy,5.4
682, Adventure,6.1
2553, Family,5.4
1062, Animation,4.5
964,Adventure,4.7
569,Comedy,6.4
300,Action,6.9
1717, Romance,6.6
300, Adventure,6.9
4778,Adventure,6.4
2662, Fantasy,4.0
4291,Biography,6.8
465, Thriller,4.9
1642, Romance,7.4
4987, Romance,6.3
708,Adventure,5.5
571,Action,6.6
541, Animation,6.0
2161, Horror,5.7
7, Romance,7.8
420, Fantasy,7.1
4084, Fantasy,6.5
2096,Biography,7.4
137, Adventure,6.6
2694, Musical,6.6
1927, Family,6.3
159, Drama,6.1
3061,Comedy,5.4
716, Thriller,7.9
157, Crime,6.1
3492,Crime,6.1
2329, Sci-Fi,7.5
299, Adventure,6.7
1487, Western,6.0
3598, Sci-Fi,7.2
2282, Fantasy,7.2
3404, Drama,7.2
1899,Comedy,4.7
2978, Crime,5.7
1511, Mystery,6.8
180, Animation,6.5
2694, Drama,6.6
1907, Comedy,6.7
322, Thriller,6.9
694,Crime,7.5
550, Fantasy,6.6
1364,Drama,7.1
2494, Fantasy,5.1
1217,Drama,8.0
2244, Romance,6.3
1450,Drama,6.8
2445, Romance,7.1
1220,Biography,7.2
1216, Drama,5.9
3506, Sci-Fi,6.2
2661,Comedy,4.8
1544, Family,5.7
516, Fantasy,7.8
2103,Crime,6.6
3647,Crime,6.3
1272,Action,5.7
1282, Drama,6.1
4602, Sci-Fi,5.5
4091,Crime,6.0
1867,Comedy,6.9
528, Adventure,7.4
617,Comedy,5.9
277, Family,7.1
695, Comedy,6.2
4105, Mystery,8.4
4043,Crime,7.5
706, Thriller,7.9
506, History,5.6
996,Comedy,4.2
3044, Thriller,6.0
2769, Sport,6.9
4606, Drama,4.1
402, Comedy,7.1
2096, Drama,7.4
2322, Romance,7.5
1784,Comedy,6.7
2027, Drama,7.6
152, Mystery,6.1
394, Adventure,6.3
3010, Family,6.7
4051, Documentary,6.6
2861, Family,5.8
1744,Comedy,6.9
3049,Comedy,6.3
977,Comedy,6.5
431, Family,4.3
1980, History,7.7
2826, Crime,7.2
1167, Thriller,5.4
696, Comedy,6.3
1905,Comedy,6.6
3365,Biography,7.6
2081, Fantasy,7.0
1367, Adventure,5.2
2998,Drama,6.8
2462, Romance,5.9
2082,Comedy,7.1
399, Adventure,6.4
2554,Crime,6.4
2525, Drama,6.9
657, Fantasy,5.5
332, Adventure,7.7
1923, Romance,5.6
1924,Action,5.8
2423, Drama,5.8
573,Biography,8.4
619, Thriller,6.5
4799,Biography,7.2
2993, Drama,7.1
851, Drama,8.0
1282,Comedy,6.1
4043, Drama,7.5
4538, Sci-Fi,5.0
2227, Crime,5.9
19, Sci-Fi,6.8
3699, Documentary,6.6
1405, Comedy,5.4
251, Adventure,6.1
509, Family,8.5
2051,Action,8.8
493,Action,5.8
2435, Drama,7.2
913, Drama,5.8
2280, Drama,6.7
1512,Comedy,5.4
2800, Mystery,5.4
903, Musical,7.6
2914, Drama,8.1
2494, Sci-Fi,5.1
2983,Comedy,2.1
236, Adventure,7.6
291, Comedy,7.2
4104, Horror,5.4
4173,Drama,5.3
247,Action,5.8
43, Comedy,8.3
1666,Comedy,5.5
2413, Romance,6.3
3744, Thriller,5.9
195,Adventure,7.8
1903,Biography,8.7
2034, Drama,7.3
766,Comedy,6.1
849, Romance,5.1
1359,Horror,8.2
4313,Comedy,5.1
2898,Action,8.0
885,Comedy,5.6
1790, History,7.0
1131, Thriller,6.5
2820, Comedy,5.9
3698, Sci-Fi,7.3
1348, Drama,7.6
2084, Sport,7.0
3978,Adventure,7.1
1106,Action,6.3
1966, History,7.0
2800,Comedy,5.4
4494, Drama,6.6
1067, Thriller,7.6
3109, Comedy,6.5
5025, Horror,6.1
2017, Drama,6.1
530,Comedy,6.8
922, Comedy,5.5
2042, Drama,6.7
3428, Romance,6.9
2307,Adventure,5.3
597, Music,4.5
2662, Mystery,4.0
4795,Adventure,8.3
74, Fantasy,5.4
1462,Crime,6.6
2666, Romance,7.9
4816,Documentary,7.8
1916,Action,6.6
505, Thriller,4.2
1155,Comedy,7.0
1455, Horror,5.2
2175,Comedy,5.7
3521,Adventure,6.3
4086,Comedy,7.0
691,Action,6.5
1398, Biography,7.2
2497,Horror,5.6
179, Western,8.1
3627, History,7.2
3662, Sport,6.7
2331,Crime,6.4
2905,Comedy,7.4
3192, Drama,7.1
383, Sci-Fi,5.6
2705,Crime,6.6
1211, Drama,7.8
738,Action,6.5
2685, Animation,5.7
118, Family,6.7
531,Comedy,6.7
1479,Comedy,6.3
3133,Horror,4.7
2554, Romance,6.4
1726, Drama,6.8
2850, Family,4.9
2743, Mystery,6.1
3690, Thriller,7.6
1983,Drama,6.4
1513,Drama,7.2
3230,Comedy,3.3
1288,Drama,6.2
2873, Romance,5.6
3144, Romance,6.5
2214,Horror,5.5
1812, Mystery,7.8
2152, Adventure,8.5
3577,Biography,7.6
252, Thriller,6.5
3819, Drama,7.4
3687, Comedy,5.3
4922, Romance,7.7
4114,Comedy,5.3
2721,Comedy,7.6
3001, Drama,6.0
138, Animation,6.2
1963, Romance,6.8
3463, Drama,7.5
78, Animation,8.3
1188,Adventure,7.8
3617,Comedy,4.6
611,Adventure,7.0
915, Romance,5.7
3039, Romance,6.9
102, Sci-Fi,7.8
2371, Drama,3.6
699, Drama,6.9
1801, Thriller,6.8
2274,Action,6.2
589,Adventure,6.7
2429,Adventure,7.6
3670, Romance,5.6
743, Crime,4.4
2658,Comedy,6.4
1634, Adventure,6.3
615, Comedy,5.4
4059,Horror,6.8
3262, Thriller,6.9
1304, Adventure,5.9
1825, Thriller,6.7
934,Comedy,6.3
3388,Comedy,7.1
321,Action,3.8
2008, Sport,5.7
2584,Crime,7.0
1106, Crime,6.3
946, Mystery,7.6
2935,Comedy,3.3
2095,Comedy,6.5
995, Crime,4.3
2098, Drama,6.4
3905,Drama,4.0
887, Sci-Fi,4.2
145, Family,5.8
632, Thriller,6.8
552, Romance,5.9
2983, Musical,2.1
92, Adventure,5.5
2598, Crime,6.6
3487,Horror,4.0
8, Sci-Fi,7.5
344, Adventure,5.9
2048, Sci-Fi,7.7
1014, Thriller,7.7
2236, Fantasy,4.9
2053, Crime,6.8
3672, Romance,6.6
3180, Drama,5.6
1484, Drama,5.7
3168, Thriller,7.4
2326, Western,7.4
3149, Thriller,6.0
3939, Romance,6.6
1872,Drama,6.7
329, Sci-Fi,5.2
580, Fantasy,5.3
3631,Comedy,7.0
2120, Comedy,6.1
1284, Drama,6.2
2930,Crime,7.5
170, Sci-Fi,6.4
2228,Action,6.5
566, Thriller,6.0
1478, Romance,6.2
1098, Sport,6.3
4553,Biography,7.2
180, Comedy,6.5
1468,Biography,7.1
2033, Thriller,5.3
2678, Crime,6.3
4544, Comedy,7.4
3612, Romance,5.9
3879,Adventure,5.8
119, Family,8.0
2593, Drama,4.5
2233,Adventure,5.3
1809,Comedy,5.7
1292, Crime,5.1
1260,Comedy,4.7
3500, Romance,7.6
431, Fantasy,4.3
3916, Thriller,7.5
4977, Documentary,7.3
102, Adventure,7.8
3824, Drama,6.8
2055,Drama,7.1
3262,Action,6.9
739, Mystery,7.0
5035, Crime,6.9
3367,Comedy,5.6
1006,Action,5.7
999, Crime,6.3
1049, Romance,6.4
955,Comedy,5.2
4733,Biography,7.6
2731, Thriller,6.5
839, History,6.6
1781, Thriller,4.8
2951, Mystery,7.0
2672, Romance,6.7
2120, Romance,6.1
1796, Romance,7.0
1078, Family,5.7
2462, Sci-Fi,5.9
1698,Comedy,6.4
2176, Romance,4.4
484, Western,5.9
323,Adventure,7.2
4542, Sci-Fi,6.0
2499, Adventure,6.8
4642, Thriller,7.1
1097, Thriller,5.4
223, Drama,8.0
1617, Drama,6.8
1078,Comedy,5.7
219,Action,6.4
343, Sci-Fi,6.3
4180, Fantasy,5.1
1401,Biography,5.9
335, Comedy,6.6
1128, Crime,6.0
557, Comedy,5.3
1678, Thriller,5.9
4833,Drama,7.1
75, Sci-Fi,7.9
588,Adventure,8.3
1236, Adventure,7.8
299,Action,6.7
732,Comedy,6.7
2031, Crime,6.3
2138,Biography,7.5
3950, Sci-Fi,6.5
2136,Drama,6.3
1716, Romance,7.1
3599, Drama,5.8
1001, Drama,5.9
2707,Comedy,5.5
4196,Drama,7.6
1630, Romance,6.1
1314,Adventure,7.3
4742,Comedy,6.0
1161,Action,6.5
1258,Biography,7.2
1589, Crime,7.2
1858, Fantasy,4.3
19, Fantasy,6.8
159,Action,6.1
1938, Comedy,4.8
34, Sci-Fi,6.8
3109, Mystery,6.5
927, Family,7.9
2427, Mystery,6.8
2195, Thriller,6.1
2569, Romance,7.2
829, Adventure,6.4
2901, Thriller,6.1
2640, Drama,5.6
2546,Drama,4.8
1856, Thriller,6.4
4891,Drama,7.0
2186,Drama,4.1
1055, Thriller,6.0
2854, Drama,5.9
1713, History,7.9
859, Thriller,6.3
4107,Action,6.1
2421, Drama,7.1
1825, Drama,6.7
1706,Animation,4.8
2701, Romance,5.9
2604, Drama,6.9
1886, Romance,6.2
197, Sci-Fi,4.9
688, Fantasy,5.1
4638, Romance,8.2
2563,Comedy,5.3
1767, Thriller,5.8
1145, Sci-Fi,6.8
2738, Crime,6.9
1450, Family,6.8
3555,Comedy,6.3
1988, Crime,5.9
403, Comedy,7.1
1931,Biography,7.5
1685, Crime,6.1
1108, Thriller,6.5
421,Action,5.5
1343, Adventure,6.6
3721,Comedy,5.1
1171,Action,7.9
2185, Family,5.4
4575,Drama,6.9
3210, Thriller,6.7
3857, Drama,6.8
3485, Horror,7.2
3199, Thriller,4.8
639,Biography,7.9
3502, Romance,6.4
1063, Thriller,5.8
878,Action,5.6
1063, Horror,5.8
3505,Comedy,2.0
1010, Biography,6.7
3000, Crime,6.4
2867,Comedy,6.4
1483, Thriller,6.2
2548,Horror,5.9
3565, Drama,7.7
298, Comedy,7.3
4060, Comedy,5.4
321, Comedy,3.8
461,Action,6.6
4291, History,6.8
2112, Sci-Fi,3.9
46, Thriller,7.0
423, Fantasy,5.6
1964, Mystery,5.4
1720, Fantasy,5.6
2570, Drama,5.7
33, Fantasy,6.5
414,Drama,7.6
2600,Action,7.3
235, Sci-Fi,7.0
64,Adventure,6.9
515, Crime,5.9
2320,Action,4.9
3377,Fantasy,6.4
363,Action,7.0
4376,Drama,6.7
3551, Romance,6.5
4363,Drama,7.3
1495,Action,4.2
4590, Drama,7.6
3508, Biography,6.5
190, Thriller,6.6
1062, Comedy,4.5
53, Sci-Fi,6.3
1057, Comedy,6.1
4247,Action,7.5
2, Adventure,6.8
1964, Crime,5.4
2424, Adventure,5.8
1394,Biography,5.3
939, Comedy,7.1
2471, Animation,6.7
3609,Comedy,6.8
1125, Drama,7.1
1304,Action,5.9
3512, Drama,6.3
2720,Drama,6.5
11,Action,6.1
726, Animation,6.6
3211,Comedy,6.5
360, Adventure,5.5
1335,Biography,5.3
3916, Mystery,7.5
1118, Sci-Fi,6.0
2850, Comedy,4.9
770, Crime,6.7
1921, Romance,5.8
2446, Romance,5.9
1052, Drama,7.8
1237,Action,6.7
2912, Comedy,6.2
551,Comedy,6.6
701,Comedy,4.3
3036,Crime,7.1
3980,Comedy,6.9
1258, Music,7.2
1962, Mystery,4.8
3589, Sport,7.4
268, Sci-Fi,6.7
1943,Comedy,6.6
619,Action,6.5
1498, Drama,6.9
966, Horror,6.1
596, Horror,5.6
776,Action,6.1
2232, Drama,6.8
1362, Western,5.2
1339,Comedy,6.1
4928, Drama,5.5
2087, Sci-Fi,4.8
2755, Romance,8.1
3210, Romance,6.7
1865, Romance,7.5
1057,Action,6.1
3635, Sport,5.7
5015,Comedy,7.1
1472,Action,4.5
3228,Drama,6.3
3902,Horror,7.3
3572,Drama,7.2
1518, Romance,7.1
376, Thriller,5.7
1395,Adventure,4.5
464, Family,5.2
2925,Sci-Fi,7.1
3190,Drama,5.5
3151,Comedy,5.9
600, Adventure,6.4
1949, Crime,6.4
1385, Sci-Fi,6.4
503, Animation,6.0
1670, Family,7.3
4461,Drama,8.1
287,Action,5.7
3064, Thriller,6.2
2301,Adventure,2.8
1613, Drama,7.2
3047,Drama,7.5
1092, Thriller,4.6
1211, War,7.8
2256, Crime,7.8
1723, History,6.0
2698, Drama,5.0
3721, Music,5.1
1574, Thriller,6.3
3199,Horror,4.8
1113, Musical,7.4
2040,Comedy,4.9
529,Action,6.9
969, Thriller,7.0
1913, Fantasy,5.6
3738,Crime,5.3
238, Animation,8.1
2673,Action,4.7
4557, Drama,7.5
2223, Sci-Fi,8.3
4893, Horror,6.7
1944, Comedy,7.5
2907, Drama,8.0
26, Romance,7.7
4557, Romance,7.5
107,Adventure,6.1
3592, Drama,8.6
2451, Biography,7.3
2028,Horror,4.6
2531,Comedy,6.8
2021,Horror,6.1
4606,Action,4.1
2072, Drama,6.7
1064,Comedy,6.3
1342, Comedy,5.1
592, Thriller,6.0
2229, Romance,6.4
4419, Drama,6.5
3926,Comedy,5.8
3679, Mystery,6.6
566, Mystery,6.0
1985,Comedy,6.2
1163, Romance,6.5
3615, Drama,7.4
3034,Comedy,7.2
2517, Music,5.5
4202, Sport,6.7
88, Adventure,6.5
790, Adventure,4.3
1924, Thriller,5.8
1269, Drama,6.9
1900,Action,6.8
557, Crime,5.3
1982, Thriller,4.9
824, Sci-Fi,5.9
2165,Comedy,4.9
4607,Comedy,5.4
493, Adventure,5.8
3703, Horror,6.6
1034,Action,5.9
1461,Action,5.1
153,Action,6.3
828,Comedy,5.6
4857,Comedy,6.6
2695, Drama,6.4
1726,Action,6.8
1385,Comedy,6.4
2798, Family,5.4
238, Family,8.1
1506, Western,6.8
1456, Sci-Fi,6.2
753,Action,6.3
1591,Drama,6.5
954,Animation,5.0
1901, Mystery,5.9
440,Comedy,6.5
3347, Thriller,7.1
3485,Adventure,7.2
483, Thriller,6.5
125, Family,7.6
3351,Action,7.2
346, Family,6.6
2654,Comedy,4.6
798, Drama,6.9
2836, Crime,6.2
766, Romance,6.1
4449, Musical,7.7
96, Drama,8.6
1250, Thriller,4.7
2133, Comedy,7.8
1653, Mystery,7.0
1959, Mystery,5.6
2398,Comedy,5.7
298, Animation,7.3
2452,Action,7.3
527, Thriller,6.7
2954,Comedy,6.9
1300,Comedy,6.2
451, Drama,6.7
269, Adventure,7.2
4551, Horror,5.4
612,Comedy,5.3
983,Crime,7.4
323, Animation,7.2
371, Comedy,5.5
3149, Mystery,6.0
2988, Sci-Fi,7.0
1833, Music,6.1
418, Crime,6.0
5033,Drama,7.0
1366, Sport,7.3
3160,Comedy,5.8
3242, Mystery,6.1
4067,Adventure,5.3
1351, Comedy,4.4
4581, Romance,7.4
1805, Drama,7.8
850, Drama,7.3
3712, Thriller,5.0
2004, Mystery,7.8
993, Romance,6.5
280, Thriller,6.9
4024,Documentary,7.6
403, Fantasy,7.1
1988, Drama,5.9
351, Fantasy,5.9
3212,Crime,7.2
1431,Comedy,5.4
791, Sci-Fi,5.7
1013, Drama,6.6
4584, Fantasy,6.7
777,Adventure,6.1
1232, Mystery,6.9
1024, Biography,6.0
2500, Romance,6.2
2233, Romance,5.3
2173,Drama,5.8
846, Romance,6.3
2912,Biography,6.2
3977, Crime,6.8
551, Crime,6.6
668, Thriller,6.0
956, Drama,7.6
1836, Drama,6.5
878, Drama,5.6
3516, Thriller,7.5
1981, War,6.5
1320,Comedy,6.2
2607, Drama,8.0
277, Musical,7.1
423, Drama,5.6
1706, Family,4.8
2314, Music,6.4
3401,Action,6.0
697,Adventure,8.1
2946,Documentary,5.9
3097,Horror,5.9
2310, Thriller,6.5
2359, Family,5.9
3679, Drama,6.6
717, Thriller,7.2
647, War,5.4
1551,Action,4.4
4318,Action,7.8
1420,Horror,7.5
3193,Crime,7.9
1866,Drama,7.1
2916,Horror,8.0
3255, Western,7.3
186, Sci-Fi,7.6
2573, Sci-Fi,7.0
4643, Thriller,6.4
768, Crime,5.0
1308, Drama,4.7
3560,Adventure,6.2
3122,Fantasy,6.5
170, Fantasy,6.4
1910, Comedy,6.1
2847,Action,6.1
454, Animation,6.3
4541,Drama,5.9
2361,Horror,5.5
2365, Drama,4.1
3927, Romance,6.5
1440, Crime,5.4
1525, Thriller,5.5
1907,Action,6.7
455,Action,7.3
2229,Comedy,6.4
1442, Romance,5.3
328, Comedy,6.8
3825, Thriller,7.4
2511, Romance,3.1
2295, Sci-Fi,1.9
4175,Horror,7.2
3415, Drama,6.8
1715, Drama,6.5
1274, Thriller,5.1
1980, War,7.7
2578, Music,6.8
622, Thriller,5.8
2300, Crime,6.7
292, Thriller,6.4
2534,Crime,7.4
2717, Romance,7.2
807, Mystery,5.5
938, Romance,6.4
342, Thriller,5.7
2803, Romance,7.6
449,Comedy,5.4
462, Romance,7.2
3987,Comedy,7.3
3363, Sci-Fi,7.6
2777, Romance,7.7
1053, Thriller,6.0
4563, Drama,5.6
2601,Comedy,7.5
3675, Romance,7.1
359, Fantasy,7.3
2326,Crime,7.4
112, Adventure,7.1
1192, Thriller,7.4
4659,Drama,8.4
554, Romance,6.1
2158, Horror,8.6
1342, Family,5.1
1410,Comedy,5.7
151, Adventure,6.6
1479, Sport,6.3
2598, Thriller,6.6
316,Adventure,5.4
2740,Action,6.2
3669,Biography,7.2
235, Mystery,7.0
353, Comedy,7.9
4893,Adventure,6.7
3747, Drama,6.3
1165,Comedy,5.8
466, Sci-Fi,6.3
552,Action,5.9
510, Family,5.8
1233,Drama,8.5
173, Adventure,7.4
1230,Action,7.7
416, Fantasy,6.2
771, Comedy,4.9
3319, Romance,4.2
4733, Documentary,7.6
2337,Action,6.4
4601, Drama,6.1
3145,Action,6.2
308,Biography,8.2
4792, Thriller,7.1
583, Comedy,7.2
2277,Drama,7.1
3318, War,7.3
2518, Adventure,3.6
179,Adventure,8.1
2931,Adventure,6.6
870, Comedy,7.2
225, Thriller,7.1
215, Adventure,6.6
558, Sci-Fi,6.0
3314,Drama,7.6
4781, History,7.7
953, Drama,7.4
2173, Music,5.8
3674, Drama,7.4
1139,Action,5.5
907, Thriller,7.4
1946, Drama,6.8
1454, Mystery,6.2
1079,Crime,6.5
2031, Drama,6.3
2747, Drama,5.9
2315,Drama,6.1
309,Action,5.4
3296, History,7.7
2158,Crime,8.6
2398, Romance,5.7
892, Sci-Fi,6.7
4258, Thriller,5.3
87, Comedy,6.4
219, Sci-Fi,6.4
338, Family,8.2
631,Adventure,4.9
1144, Western,6.8
3703, Fantasy,6.6
2861,Adventure,5.8
2829,Biography,8.3
1221, Family,6.4
3488,Comedy,6.8
570, Thriller,7.1
2581, Sci-Fi,2.8
3907, Mystery,6.7
1886, Crime,6.2
107, Family,6.1
514,Comedy,3.4
1005, Mystery,6.5
1088,Adventure,7.1
16, Fantasy,6.6
3898,Mystery,4.6
3193, Drama,7.9
1143, Fantasy,7.5
2782, Family,6.6
2622, Drama,7.3
3360, Romance,6.2
3856, Mystery,7.8
421, Drama,5.5
1106, Thriller,6.3
1722, Western,7.5
3389,Comedy,7.1
4254, Sci-Fi,7.6
1991, Comedy,4.1
902, Musical,7.1
388, War,6.7
919, Comedy,7.4
77, Adventure,5.8
2770, Thriller,5.5
60, Sci-Fi,5.8
1300, Romance,6.2
1022, Drama,6.8
1241, Fantasy,6.8
587, Thriller,6.6
4862, Drama,7.0
2982,Comedy,6.2
1145, Adventure,6.8
2820, Adventure,5.9
1131, Crime,6.5
2915,Comedy,7.0
792,Adventure,6.7
4562,Documentary,7.4
1301,Biography,6.5
4184, Mystery,4.6
364, Drama,7.8
2889,Action,6.6
2680, History,7.6
1536, Adventure,8.4
173, History,7.4
1766,Comedy,6.9
303, Fantasy,5.8
1212, Drama,7.7
3362, Drama,8.1
1239, Crime,5.9
1093, Music,5.6
782, Mystery,5.7
482, Adventure,5.6
2084, Family,7.0
3886,Horror,5.0
1668,Crime,7.1
2592, Western,6.6
168,Action,5.8
1665, Sport,6.9
1274, Horror,5.1
335, Family,6.6
4594,Horror,6.4
2175, Music,5.7
947, Crime,7.1
2771,Horror,5.9
221, Adventure,6.4
