FIPS,RegionName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
6005,Amador,148500.0,168575.0,194258.33333333328,227575.0,273525.0,349108.33333333326,364708.33333333326,329016.66666666674,271916.66666666674,250283.33333333328,217558.33333333328,197700.0,189416.66666666663,204125.0,226225.0
6007,Butte,122266.66666666669,139375.0,161058.33333333337,194725.0,235883.33333333328,282433.33333333326,295875.0,276008.33333333326,241625.0,225750.0,207783.33333333328,188925.0,188158.33333333328,204550.0,220558.33333333328
6009,Calaveras,151608.33333333337,174475.0,201241.66666666663,238433.33333333328,287000.0,359283.33333333326,371908.33333333326,355275.0,296116.66666666674,246391.66666666663,224166.66666666663,205475.0,184233.33333333328,203216.66666666663,235908.33333333328
6013,Contra Costa,285916.66666666674,334450.0,363791.66666666674,407300.0,479900.0,590233.3333333335,607275.0,557108.3333333335,442891.66666666674,372016.66666666674,355625.0,320191.66666666674,323308.33333333326,394183.33333333326,459191.66666666674
6017,El Dorado,196791.66666666663,238191.66666666663,269475.0,310641.66666666674,370441.66666666674,452783.33333333326,468008.33333333326,431491.66666666674,379758.33333333326,337358.33333333326,305133.33333333326,278666.66666666674,275275.0,317783.33333333326,350908.33333333326
6019,Fresno,104825.0,114258.33333333331,130341.66666666669,158516.66666666663,203408.33333333328,264791.66666666674,291166.66666666674,259508.33333333328,209691.66666666663,175416.66666666663,160266.66666666663,141375.0,140941.66666666663,160475.0,182541.66666666663
6021,Glenn,,,,,173000.0,211200.0,229425.0,215716.66666666663,192100.0,175683.33333333337,143991.66666666663,131450.0,128725.0,141216.66666666663,150133.33333333337
6023,Humboldt,122516.66666666669,134158.33333333337,156691.66666666663,194591.66666666663,240558.33333333328,298308.33333333326,316900.0,318925.0,305550.0,270408.33333333326,256491.66666666663,241208.33333333328,227733.33333333328,232366.66666666663,244425.0
6025,Imperial,107216.66666666669,118075.0,127608.33333333331,141241.66666666663,166650.0,216708.33333333328,258600.0,240658.33333333328,198825.0,153308.33333333337,128700.0,121075.0,119266.66666666669,128983.33333333331,149566.66666666663
6027,Inyo,,,,,,,,,,281155.55555555556,286225.0,266108.33333333326,263658.33333333326,267166.66666666674,283016.66666666674
6029,Kern,92425.0,98616.66666666669,108933.33333333331,127858.33333333331,165300.0,232791.66666666663,270833.33333333326,246275.0,191866.66666666663,149083.33333333337,135608.33333333337,124083.33333333331,125900.0,145883.33333333337,165100.0
6031,Kings,91000.0,96466.66666666669,105241.66666666669,118750.0,149975.0,199500.0,225425.0,216575.0,189925.0,172350.0,156800.0,137825.0,130208.33333333331,138358.33333333337,152308.33333333337
6033,Lake,115583.33333333331,133208.33333333337,148600.0,179775.0,223083.33333333328,282408.33333333326,306933.33333333326,282883.33333333326,225900.0,195225.0,174875.0,141800.0,135500.0,146766.66666666663,168533.33333333337
6035,Lassen,89900.0,94608.33333333331,104941.66666666669,108100.0,132266.66666666663,175400.0,197866.66666666663,194600.0,181716.66666666663,176391.66666666663,152408.33333333337,120291.66666666669,122383.33333333331,113708.33333333331,113408.33333333331
6037,Los Angeles,211716.66666666663,234875.0,271408.33333333326,330766.66666666674,420958.33333333326,509683.33333333326,564383.3333333335,541991.6666666665,455966.66666666674,397366.66666666674,392566.66666666674,370641.66666666674,369141.66666666674,426683.33333333326,475716.66666666674
6039,Madera,109225.0,120975.0,138258.33333333337,167550.0,216208.33333333328,289716.66666666674,315883.33333333326,289316.66666666674,221716.66666666663,178775.0,161550.0,143500.0,144266.66666666663,159883.33333333337,183391.66666666663
6041,Marin,539783.3333333335,598050.0,626275.0,666508.3333333335,752325.0,853200.0,869950.0,851125.0,792716.6666666665,734741.6666666665,720008.3333333335,678716.6666666665,695033.3333333335,791883.3333333335,873950.0
6043,Mariposa,103375.0,116100.0,120758.33333333331,155416.66666666663,208883.33333333328,265050.0,322683.33333333326,308991.66666666674,270383.33333333326,207758.33333333328,212441.66666666663,190458.33333333328,184966.66666666663,198983.33333333328,233241.66666666663
6045,Mendocino,166441.66666666663,199383.33333333328,229183.33333333328,272850.0,334958.33333333326,400750.0,427650.0,409091.66666666674,369158.33333333326,324775.0,306891.66666666674,283608.33333333326,261483.33333333328,279075.0,318591.66666666674
6053,Monterey,285766.66666666674,343716.66666666674,363133.33333333326,415025.0,521758.33333333326,650466.6666666665,662275.0,580775.0,438875.0,345700.0,332708.33333333326,303058.33333333326,301950.0,348125.0,406833.33333333326
6055,Napa,280066.66666666674,334041.66666666674,377975.0,438400.0,511508.33333333326,598358.3333333335,610858.3333333335,579075.0,509083.33333333326,431425.0,386900.0,362233.33333333326,360891.66666666674,418866.66666666674,476158.33333333326
6057,Nevada,226341.66666666663,267200.0,294141.66666666674,328350.0,382200.0,465108.33333333326,491191.66666666674,461125.0,402041.66666666674,360583.33333333326,332033.33333333326,292000.0,284783.33333333326,317775.0,365308.33333333326
6059,Orange,285941.66666666674,322691.66666666674,369600.0,442100.0,562941.6666666665,647216.6666666665,694716.6666666665,656683.3333333335,562900.0,515700.0,505175.0,475425.0,476691.66666666674,554808.3333333335,602175.0
6061,Placer,232516.66666666663,270550.0,297266.66666666674,337633.33333333326,404375.0,483908.33333333326,481175.0,430041.66666666674,372033.33333333326,333191.66666666674,306716.66666666674,283341.66666666674,293850.0,346450.0,388316.66666666674
6063,Plumas,,,145888.88888888888,182383.33333333328,242600.0,301408.33333333326,341341.66666666674,303708.33333333326,267700.0,255658.33333333328,209116.66666666663,212566.66666666663,186575.0,173458.33333333337,205108.33333333328
6065,Riverside,163825.0,181633.33333333328,206808.33333333328,246950.0,323741.66666666674,388850.0,419466.66666666674,386058.33333333326,304250.0,231075.0,216641.66666666663,206125.0,208416.66666666663,249658.33333333328,292008.33333333326
6067,Sacramento,154383.33333333337,181833.33333333328,209300.0,249975.0,308208.33333333326,372833.33333333326,369191.66666666674,328941.66666666674,263358.33333333326,222900.0,206325.0,181650.0,183575.0,229375.0,263583.33333333326
6069,San Benito,297458.33333333326,338733.33333333326,342216.66666666674,378391.66666666674,448916.66666666674,575491.6666666665,595591.6666666665,506116.66666666674,356616.66666666674,310258.33333333326,307066.66666666674,283108.33333333326,288666.66666666674,359491.66666666674,404558.33333333326
6071,San Bernardino,127391.66666666669,141066.66666666663,159558.33333333337,191033.33333333328,255466.66666666663,328633.33333333326,375458.33333333326,353208.33333333326,274083.33333333326,202241.66666666663,184983.33333333328,174800.0,177041.66666666663,210200.0,248733.33333333328
6073,San Diego,238150.0,272291.66666666674,318116.66666666674,380575.0,480308.33333333326,533858.3333333335,528566.6666666665,495591.66666666674,419600.0,372991.66666666674,377391.66666666674,353550.0,360583.33333333326,420275.0,459700.0
6075,San Francisco,472083.33333333326,509800.0,541191.6666666665,580466.6666666665,672158.3333333335,768408.3333333335,777091.6666666665,806441.6666666665,769816.6666666665,704441.6666666665,700316.6666666665,674275.0,709683.3333333335,839516.6666666665,955583.3333333335
6077,San Joaquin,158883.33333333337,195933.33333333328,213516.66666666663,243733.33333333328,294608.33333333326,382500.0,403283.33333333326,346275.0,242408.33333333328,181741.66666666663,166908.33333333337,153891.66666666663,157008.33333333337,191766.66666666663,233550.0
6079,San Luis Obispo,249808.33333333328,300541.66666666674,344583.33333333326,406850.0,484650.0,569216.6666666665,585575.0,547708.3333333335,493200.0,445950.0,416500.0,388166.66666666674,387475.0,435275.0,483850.0
6081,San Mateo,495933.33333333326,524808.3333333335,537575.0,571341.6666666665,672258.3333333335,775808.3333333335,805375.0,810416.6666666665,733258.3333333335,669400.0,660308.3333333335,625158.3333333335,655183.3333333335,771650.0,863966.6666666665
6083,Santa Barbara,294033.33333333326,350183.33333333326,402741.66666666674,471658.33333333326,573591.6666666665,673533.3333333335,654041.6666666665,592925.0,504966.66666666674,461383.33333333326,442066.66666666674,400475.0,386433.33333333326,450758.33333333326,511658.33333333326
6085,Santa Clara,477308.33333333326,508691.66666666674,507358.33333333326,522133.33333333326,594775.0,701558.3333333335,738258.3333333335,741341.6666666665,675816.6666666665,594400.0,599983.3333333335,571741.6666666665,610466.6666666665,723725.0,810958.3333333335
6087,Santa Cruz,382941.66666666674,439883.33333333326,462483.33333333326,503766.66666666674,585283.3333333335,701616.6666666665,708991.6666666665,663616.6666666665,563800.0,536841.6666666665,516216.66666666674,488308.33333333326,493541.66666666674,559075.0,615775.0
6089,Shasta,109508.33333333331,123633.33333333331,144958.33333333337,177083.33333333337,212341.66666666663,261016.66666666663,278033.33333333326,258450.0,228416.66666666663,211066.66666666663,186733.33333333328,166083.33333333337,166266.66666666663,182691.66666666663,200950.0
6093,Siskiyou,,,,,,,,,,,,,147800.0,137308.33333333337,155950.0
6095,Solano,195166.66666666663,238258.33333333328,265125.0,312016.66666666674,372216.66666666674,449833.33333333326,473191.66666666674,428200.0,317950.0,250591.66666666663,227175.0,203275.0,201191.66666666663,247358.33333333328,302875.0
6097,Sonoma,294233.33333333326,341425.0,362666.66666666674,410708.33333333326,486358.33333333326,572550.0,581841.6666666665,530366.6666666665,438508.33333333326,398033.33333333326,380650.0,341966.66666666674,347400.0,409225.0,472325.0
6099,Stanislaus,132391.66666666663,161616.66666666663,183266.66666666663,214516.66666666663,259433.33333333328,336100.0,355933.33333333326,300833.33333333326,216491.66666666663,158408.33333333337,146241.66666666663,135008.33333333337,139008.33333333337,169475.0,206408.33333333328
6101,Sutter,122758.33333333331,139300.0,160775.0,193933.33333333328,236100.0,302325.0,306925.0,269800.0,222000.0,186066.66666666663,166233.33333333337,155500.0,145733.33333333337,171308.33333333337,205225.0
6103,Tehama,88650.0,94558.33333333331,102275.0,115208.33333333331,140141.66666666663,166650.0,160533.33333333337,143925.0,120808.33333333331,118100.0,114033.33333333331,98841.66666666669,106925.0,129408.33333333331,144541.66666666663
6105,Trinity,,,,,,,,,,,,,176877.77777777778,208016.66666666663,197150.0
6107,Tulare,96200.0,100191.66666666669,106725.0,120075.0,151958.33333333337,208683.33333333328,237391.66666666663,217708.33333333328,184458.33333333328,155883.33333333337,138800.0,123175.0,122575.0,139125.0,155208.33333333337
6109,Tuolumne,129841.66666666669,147425.0,172716.66666666663,204416.66666666663,248158.33333333328,297525.0,317158.33333333326,305100.0,271050.0,230058.33333333328,205058.33333333328,179791.66666666663,169483.33333333337,185300.0,204241.66666666663
6111,Ventura,255825.0,280550.0,326641.66666666674,403950.0,508525.0,588783.3333333335,628916.6666666665,566791.6666666665,470241.66666666674,429883.33333333326,417016.66666666674,393325.0,389400.0,442933.33333333326,490250.0
6113,Yolo,183133.33333333328,213241.66666666663,252000.0,302008.33333333326,368550.0,438816.66666666674,451141.66666666674,385333.33333333326,332333.33333333326,297358.33333333326,273233.33333333326,249908.33333333328,241991.66666666663,286550.0,330683.33333333326
6115,Yuba,99366.66666666669,113216.66666666669,127675.0,159216.66666666663,204633.33333333328,272958.33333333326,287408.33333333326,253816.66666666663,195775.0,161991.66666666663,148558.33333333337,132575.0,123733.33333333331,149208.33333333337,173425.0
8001,Adams,162416.66666666663,181600.0,189700.0,193541.66666666663,197091.66666666663,198841.66666666663,198016.66666666663,189475.0,173658.33333333337,162050.0,163516.66666666663,156591.66666666663,163816.66666666663,180841.66666666663,205558.33333333328
8005,Arapahoe,181050.0,201541.66666666663,207833.33333333328,211316.66666666663,215408.33333333328,219466.66666666663,220166.66666666663,215291.66666666663,203050.0,194575.0,194741.66666666663,186641.66666666663,193808.33333333328,215475.0,241425.0
8013,Boulder,248050.0,281091.66666666674,287933.33333333326,285516.66666666674,290133.33333333326,301683.33333333326,309525.0,312866.66666666674,311958.33333333326,309041.66666666674,309483.33333333326,306950.0,316200.0,338875.0,369700.0
8014,Broomfield,227783.33333333328,244816.66666666663,250491.66666666663,254366.66666666663,254775.0,262091.66666666663,265141.66666666674,262866.66666666674,259041.66666666663,252175.0,252433.33333333328,252508.33333333328,255166.66666666663,270800.0,292683.33333333326
8015,Chaffee,170858.33333333337,177683.33333333337,185516.66666666663,204716.66666666663,211025.0,231741.66666666663,240583.33333333328,256141.66666666663,273075.0,270033.33333333326,268816.66666666674,270941.66666666674,256500.0,258158.33333333328,273033.33333333326
8019,Clear Creek,176308.33333333337,188816.66666666663,202825.0,209441.66666666663,212683.33333333328,219033.33333333328,227341.66666666663,229308.33333333328,219958.33333333328,211058.33333333328,206691.66666666663,207083.33333333328,200258.33333333328,206983.33333333328,237016.66666666663
8023,Costilla,,,,,,,,,,,,,68081.81818181818,91016.66666666669,102858.33333333331
8029,Delta,108816.66666666669,117725.0,126658.33333333331,131650.0,145100.0,152183.33333333337,174425.0,180883.33333333328,180083.33333333337,176933.33333333337,171491.66666666663,158441.66666666663,155916.66666666663,154758.33333333337,159308.33333333337
8031,Denver,172991.66666666663,193775.0,202750.0,207183.33333333328,212983.33333333328,219725.0,225200.0,225416.66666666663,219041.66666666663,211050.0,211166.66666666663,207066.66666666663,218733.33333333328,242933.33333333328,273191.66666666674
8035,Douglas,253800.0,278541.66666666674,287008.33333333326,289750.0,300141.66666666674,312700.0,322625.0,322208.33333333326,312141.66666666674,303741.66666666674,297350.0,283308.33333333326,301091.66666666674,324766.66666666674,354266.66666666674
8037,Eagle,375850.0,379858.33333333326,383866.66666666674,401016.66666666674,433441.66666666674,521500.0,616058.3333333335,673866.6666666665,682041.6666666665,615200.0,538608.3333333335,489375.0,484216.66666666674,513375.0,554483.3333333335
8039,Elbert,236908.33333333328,269400.0,277916.66666666674,284733.33333333326,300500.0,309750.0,319758.33333333326,315075.0,289616.66666666674,269583.33333333326,265975.0,262741.66666666674,267725.0,292841.66666666674,321650.0
8041,El Paso,151683.33333333337,163233.33333333337,171150.0,176458.33333333337,182975.0,194058.33333333328,202025.0,207016.66666666663,199300.0,190658.33333333328,189016.66666666663,184375.0,188050.0,196933.33333333328,207966.66666666663
8045,Garfield,197891.66666666663,224783.33333333328,231725.0,239908.33333333328,242333.33333333328,261758.33333333328,295050.0,347575.0,362183.33333333326,330691.66666666674,281483.33333333326,231650.0,218025.0,239408.33333333328,275891.66666666674
8051,Gunnison,192341.66666666663,215875.0,214116.66666666663,211791.66666666663,240125.0,304816.66666666674,338408.33333333326,341433.33333333326,315275.0,284258.33333333326,259575.0,240975.0,246333.33333333328,252408.33333333328,259625.0
8059,Jefferson,198316.66666666663,220533.33333333328,230666.66666666663,235475.0,239700.0,246508.33333333328,248800.0,246891.66666666663,240441.66666666663,236075.0,232491.66666666663,223791.66666666663,230275.0,253116.66666666663,281500.0
8067,La Plata,158941.66666666663,174325.0,191266.66666666663,209491.66666666663,232575.0,264475.0,295275.0,314483.33333333326,310800.0,302041.66666666674,295958.33333333326,278908.33333333326,271741.66666666674,280091.66666666674,310091.66666666674
8069,Larimer,176675.0,194116.66666666663,205758.33333333328,212000.0,216016.66666666663,220100.0,223558.33333333328,224975.0,220100.0,218783.33333333328,219425.0,217991.66666666663,225558.33333333328,238925.0,258991.66666666663
8075,Logan,75758.33333333331,79575.0,79158.33333333331,88716.66666666669,92575.0,95608.33333333331,99916.66666666669,100983.33333333331,102100.0,103783.33333333331,92308.33333333331,100275.0,102325.0,105675.0,107750.0
8077,Mesa,117833.33333333331,122875.0,130775.0,141191.66666666663,150683.33333333337,164225.0,186558.33333333328,212858.33333333328,220950.0,207475.0,190216.66666666663,172433.33333333337,167908.33333333337,173891.66666666663,177158.33333333337
8083,Montezuma,,,127900.0,126433.33333333331,141183.33333333337,153091.66666666663,177600.0,194658.33333333328,201658.33333333328,202375.0,179100.0,154625.0,150633.33333333337,172933.33333333337,183433.33333333328
8085,Montrose,127308.33333333331,135725.0,146583.33333333337,155633.33333333337,163825.0,179683.33333333337,196558.33333333328,205400.0,201291.66666666663,198708.33333333328,174166.66666666663,161858.33333333337,166275.0,176616.66666666663,182250.0
8087,Morgan,98908.33333333331,100725.0,96908.33333333331,106966.66666666669,105758.33333333331,111425.0,116808.33333333331,120983.33333333331,118141.66666666669,118033.33333333331,111783.33333333331,106533.33333333331,110816.66666666669,112266.66666666669,116325.0
8093,Park,152516.66666666663,156841.66666666663,167491.66666666663,173975.0,181708.33333333328,190841.66666666663,196925.0,205275.0,202700.0,195141.66666666663,187416.66666666663,177866.66666666663,178208.33333333337,187350.0,204450.0
8097,Pitkin,,,746772.7272727273,635791.6666666665,723533.3333333335,864708.3333333335,1073683.333333333,1380525.0,1424150.0,1128658.333333333,1002416.6666666665,936133.3333333335,909933.3333333335,943075.0,1017475.0
8101,Pueblo,97291.66666666669,101458.33333333331,105433.33333333331,109016.66666666669,114450.0,120891.66666666669,124425.0,124500.0,119925.0,115041.66666666669,113375.0,108591.66666666669,105791.66666666669,107300.0,110741.66666666669
8107,Routt,271183.33333333326,268900.0,281983.33333333326,297916.66666666674,318025.0,354108.33333333326,391750.0,488083.33333333326,548658.3333333335,438341.66666666674,381683.33333333326,318358.33333333326,309516.66666666674,329133.33333333326,349350.0
8119,Teller,150158.33333333337,156500.0,166933.33333333337,171441.66666666663,176183.33333333337,187483.33333333328,200366.66666666663,200333.33333333328,194858.33333333328,185183.33333333328,182075.0,183133.33333333328,187033.33333333328,196900.0,211050.0
8123,Weld,146833.33333333337,161025.0,171625.0,175241.66666666663,178658.33333333337,181908.33333333328,182350.0,177625.0,166416.66666666663,159041.66666666663,158708.33333333337,154191.66666666663,162883.33333333337,174516.66666666663,196375.0
9001,Fairfield,283858.33333333326,316383.33333333326,350750.0,388125.0,434491.66666666674,480491.66666666674,495308.33333333326,480791.66666666674,447958.33333333326,406333.33333333326,398241.66666666674,384650.0,372633.33333333326,382550.0,392533.33333333326
9003,Hartford,144541.66666666663,156425.0,171316.66666666663,189750.0,208750.0,231725.0,244666.66666666663,245775.0,235116.66666666663,225808.33333333328,223291.66666666663,212741.66666666663,207075.0,207050.0,208358.33333333328
9005,Litchfield,160658.33333333337,176900.0,195133.33333333328,219100.0,245600.0,273333.33333333326,288625.0,283358.33333333326,269591.66666666674,250458.33333333328,243083.33333333328,230916.66666666663,218225.0,219800.0,224941.66666666663
9007,Middlesex,171566.66666666663,185841.66666666663,205991.66666666663,231458.33333333328,255825.0,284750.0,297466.66666666674,297216.66666666674,287475.0,274858.33333333326,270191.66666666674,256575.0,248725.0,251025.0,251683.33333333328
