original_title,title_length,production_companies
Man of Tai Chi,14,Universal Pictures
Rat Race,8, Alphaville Films
Despicable Me 2,15,Universal Pictures
X-Men: First Class,18, Twentieth Century Fox Film Corporation
Percy Jackson: Sea of Monsters,30, Dune Entertainment
X-Men,5,Twentieth Century Fox Film Corporation
A Perfect Getaway,17, Relativity Media
Centurion,9, Celador Films
Nick and Norah's Infinite Playlist,34, Depth of Field
My Week with Marilyn,20, The Weinstein Company
North Country,13, Nick Wechsler Productions
Equilibrium,11, Blue Tulip Productions
Ender's Game,12,Summit Entertainment
Clash of the Titans,19, Moving Picture Company (MPC)
My Soul to Take,15, Rogue
Cursed,6,Craven-Maddalena Films
30 Days of Night,16,Columbia Pictures
The Eagle,9, Twins Financing
Doomsday,8,Rogue Pictures
The Mummy Returns,17, Imhotep Productions
Jeepers Creepers 2,18,United Artists
The Patriot,11, Columbia Pictures Corporation
Slumdog Millionaire,19, Warner Bros.
Resident Evil,13, New Legacy
Street Fighter: The Legend of Chun-Li,37, Hyde Park Films
Hereafter,9,Amblin Entertainment
Confessions of a Dangerous Mind,31,Miramax Films
Ninja Assassin,14,Studio Babelsberg
Valiant,7,Vanguard Films
The Weather Man,15, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
The Fourth Kind,15,Universal Pictures
After Earth,11, Overbrook Entertainment
Bridget Jones: The Edge of Reason,33,Miramax Films
Final Destination,17,New Line Cinema
The Cave,8, Cineblue Internationale Filmproduktionsgesellschaft
Black Swan,10, Dune Entertainment
Deux frÃ¨res,12, Two Brothers Productions
World War Z,11, Apparatus Productions
Along Came a Spider,19, Phase 1 Productions
The Hours,9, Scott Rudin Productions
The Lizzie McGuire Movie,24,Walt Disney Pictures
Enough,6,Columbia Pictures
Tammy,5,New Line Cinema
Brooklyn's Finest,17, Fuqua Films
Capote,6,Sony Pictures Classics
Clash of the Titans,19,The Zanuck Company
DÃ©jÃ  Vu,9,Jerry Bruckheimer Films
G.I. Joe: The Rise of Cobra,27, Spyglass Entertainment
Lakeview Terrace,16,Screen Gems
State of Play,13, Relativity Media
The Dark Knight,15, Syncopy
Big Miracle,11, Working Title Films
The Boy in the Striped Pyjamas,30, BBC Films
X-Men: Days of Future Past,26, Donners' Company
The Lovely Bones,16, Key Creatives
Promised Land,13,Participant Media
Next Friday,11,New Line Cinema
Hart's War,10,David Foster Productions
The King's Speech,17, UK Film Council
The Twilight Saga: Eclipse,26, Imprint Entertainment
Saw 3D,6, Serendipity Productions
Green Zone,10, StudioCanal
The Heartbreak Kid,18, Davis Entertainment
Metallica: Through the Never,28, Picturehouse Entertainment
Broken City,11, Closest to the Hole Productions
Carrie,6,Screen Gems
Hanging Up,10, Global Entertainment Productions GmbH & Company Medien KG
Along Came a Spider,19, MFP Munich Film Partners
Rambo,5, Nu Image Films
I Know Who Killed Me,20, 360 Pictures
Colombiana,10, Grive Productions
Enemy at the Gates,18,Paramount Pictures
Righteous Kill,14, Nu-Image Films
Love & Other Drugs,18,Bedford Falls Productions
Before the Devil Knows You're Dead,34, Funky Buddha Productions
There Will Be Blood,19, Ghoulardi Film Company
Paul Blart: Mall Cop 2,22, Sony Pictures Releasing
The Great Raid,14, Lawrence Bender Productions
Gone In Sixty Seconds,21, Touchstone Pictures
Avatar,6,Ingenious Film Partners
Predators,9, Davis Entertainment
Snitch,6, Participant Media
People Like Us,14, Touchstone Pictures
Bedazzled,9,Twentieth Century Fox Film Corporation
K-19: The Widowmaker,20, Palomar Pictures (II)
Terminator Salvation,20,Columbia Pictures
Chloe,5,StudioCanal
The Rookie,10,Walt Disney Pictures
Dragonfly,9, Kalima Productions GmbH & Co. KG
Iron Man,8,Marvel Studios
National Treasure: Book of Secrets,34,Jerry Bruckheimer Films
Endless Love,12, Bluegrass Films
Big Momma's House 2,19, Firm Films
Elizabethtown,13, KMP Film Invest
Down with Love,14, Jinks/Cohen Company
Burn After Reading,18, Studio Canal
Jumping the Broom,17, TDJ Enterprises / New Dimensions Entertainment
Ladder 49,9, Beacon Communications
Hannah Montana: The Movie,25,Walt Disney Pictures
The Brothers Grimm,18, Reforma Films
American Hustle,15,Columbia Pictures
Taken,5, M6 Films
Mission: Impossible III,23, Cruise/Wagner Productions
Joe Dirt,8, Happy Madison Productions
The SpongeBob Movie: Sponge Out of Water,40,Paramount Pictures
The Big Wedding,15,Millenium Films
The November Man,16, SPD Films
Hannibal Rising,15, Quinta Communications
Brooklyn,8, Item 7
Nick and Norah's Infinite Playlist,34, Screen Gems
Sanctum,7, Relativity Media
Red Planet,10, The Canton Company
The Perfect Storm,17, Radiant Productions
Mr. Deeds,9, Happy Madison Productions
The House Bunny,15, Relativity Media
Seventh Son,11, Moving Picture Company (MPC)
Planes: Fire & Rescue,21, Prana Studios
Coraline,8,Focus Features
The Lone Ranger,15, Infinitum Nihil
Blood Ties,10, Mars Distribution
Made of Honor,13, Original Film
Orphan,6, Studio Babelsberg StudioBabelsberg Motion Pictures
Kick-Ass,8,Lions Gate
I Am Legend,11, Heyday Films
Johnny English,14, StudioCanal
Doomsday,8, Internationale Filmproduktion Blackbird Dritte
Open Range,10, Cobalt Media Group
Avatar,6, Lightstorm Entertainment
Punisher: War Zone,18, Marvel Knights
The Hills Have Eyes,19, Major Studio Partners
The Counselor,13, Kanzaman
Syriana,7, Warner Bros.
Little Fockers,14, Universal Pictures
City By The Sea,15,Warner Bros. Pictures
Red Planet,10, NPV Entertainment
Lockout,7, EuropaCorp
Herbie Fully Loaded,19,Walt Disney Pictures
Dolphin Tale 2,14, Color Force
Itâ€™s a Boy Girl Thing,23,Prospero Pictures
Child 44,8,Summit Entertainment
The Legend of Bagger Vance,26, Epsilon Motion Pictures
Gladiator,9, Mill Film
Stuart Little 2,15,Columbia Pictures
Itâ€™s a Boy Girl Thing,23, Rocket Pictures
Suffragette,11, PathÃ©
Lucy,4, CinÃ©+
Agent Cody Banks,16, Maverick Films
Jackass Number Two,18,Paramount Pictures
The Da Vinci Code,17, Imagine Entertainment
The Road,8,2929 Productions
Sky High,8, Gunn Films
Underworld: Awakening,21,Lakeshore Entertainment
Mr. & Mrs. Smith,16, Weed Road Pictures
X2,2,Twentieth Century Fox Film Corporation
Cast Away,9, Playtone
Flyboys,7, Skydance Productions
Hearts in Atlantis,18,Castle Rock Entertainment
Homefront,9,Millennium Films
The Reaping,11, Chime Films
Pirates of the Caribbean: On Stranger Tides,43, Jerry Bruckheimer Films
This Must Be the Place,22, Indigo Film
AntiTrust,9, Metro-Goldwyn-Mayer (MGM)
White Noise,11, Endgame Entertainment
Cake,4, Cinelou Films
Resident Evil: Extinction,25, Constantin Film Produktion
The Bourne Supremacy,20, Motion Picture THETA Produktionsgesellschaft
The Tourist,11,Spyglass Entertainment
The Legend of Zorro,19,Amblin Entertainment
Little Miss Sunshine,20,Fox Searchlight Pictures
In the Land of Women,20, Land Films Inc.
The Fifth Estate,16,DreamWorks SKG
Final Destination 5,19, Practical Pictures
The Informant!,14, Warner Bros.
Behind the Candelabra,21,HBO Films
True Grit,9, Skydance Productions
The Lego Movie,14, Lin Pictures
A Good Year,11, Scott Free Productions
Super 8,7, K/O Camera Toys
The Road to El Dorado,21,DreamWorks Animation
Atonement,9, Working Title Films
The Call,8, WWE Studios
Focus,5, RatPac-Dune Entertainment
Just Married,12, Robert Simonds Productions
Prometheus,10,Twentieth Century Fox Film Corporation
Baggage Claim,13,Sneak Preview Productions
J. Edgar,8, Wintergreen Productions
The Apparition,14, Dark Castle Entertainment
Vicky Cristina Barcelona,24, Antena 3 Films
The Day After Tomorrow,22, Twentieth Century Fox Film Corporation
300,3, Warner Bros.
Insomnia,8, Alcon Entertainment
Abandon,7, Spyglass Entertainment
I'm Not There.,14, Killer Films
War,3, Province of British Columbia Production Services Tax Credit
Seventh Son,11, Outlaw Sinema
Freddy vs. Jason,16, Avery Pix
Happy Feet,10, Kingdom Feature Productions
Hitch,5, Overbrook Entertainment
United 93,9, Working Title Films
Percy Jackson & the Olympians: The Lightning Thief,50, Dune Entertainment
Suspect Zero,12, Intermedia Films
Blade II,8,New Line Cinema
Land of the Lost,16, Sid & Marty Krofft Pictures
A Lot Like Love,15, Kevin Messick Productions
Legends of Oz: Dorothy's Return,31,Prana Animation Studios
The Legend of Bagger Vance,26, Wildwood Enterprises
Lawless,7,The Weinstein Company
Bedtime Stories,15, Happy Madison Productions
Thor: The Dark World,20,Marvel Studios
Meet the Robinsons,18,Walt Disney Pictures
The Ghost Writer,16, France 2 CinÃ©ma
The Ides of March,17, Exclusive Media Group
Abduction,9, Vertigo Entertainment
Mamma Mia!,10, Relativity Media
Babylon A.D.,12,StudioCanal
Get Smart,9,Village Roadshow Pictures
Terminator Salvation,20, Warner Bros.
The Alamo,9,Imagine Entertainment
Jennifer's Body,15,Dune Entertainment
Just My Luck,12, New Regency Pictures
Resident Evil: Afterlife,24, Davis-Films
Saving Mr. Banks,16,Walt Disney Pictures
The Punisher,12, Marvel Enterprises
Harry Potter and the Prisoner of Azkaban,40, Warner Bros.
Next,4, Broken Road Productions
Aloha,5, Regency Enterprises
High Crimes,11, Monarch Pictures
Return to Never Land,20, Walt Disney Animation Canada
Spring Breakers,15, Pop Films
Transporter 2,13, TF 1 Film Productions
Furious 7,9, Original Film
The Karate Kid,14, China Film Group
Woman in Gold,13,BBC Films
The Three Musketeers,20, New Legacy
Sweeney Todd: The Demon Barber of Fleet Street,46, Parkes+MacDonald Image Nation
Extremely Loud & Incredibly Close,33, Scott Rudin Productions
The Boy in the Striped Pyjamas,30,Miramax Films
A.I. Artificial Intelligence,28, Amblin Entertainment
Spartan,7, Franchise Pictures
The Apparition,14, Studio Babelsberg Motion Pictures
Righteous Kill,14, InVenture Entertainment
What Just Happened,18, Art Linson Productions
Miss Congeniality,17, Fortis Films
The Patriot,11, Global Entertainment Productions GmbH & Company Medien KG
Hollow Man,10,Columbia Pictures Corporation
K-19: The Widowmaker,20, New Regency Pictures
Dracula Untold,14,Universal Pictures
You Again,9, Touchstone Pictures
Gulliver's Travels,18, Davis Entertainment
S.W.A.T.,8, Camelot Pictures
Cheaper by the Dozen,20, Robert Simonds Productions
The Little Vampire,18,New Line Cinema
(500) Days of Summer,20, Watermark
Underworld: Rise of the Lycans,30, Screen Gems
Shooter,7, Grosvenor Park Impact Productions
Drive Angry,11, Saturn Films
Sahara,6, Desertlands Entertainment
La migliore offerta,19, Warner Bros.
Love in the Time of Cholera,27,New Line Cinema
The Tailor of Panama,20, Merlin Films
The Bling Ring,14,PathÃ© Distribution
Agent Cody Banks,16,Splendid Pictures
Cosmopolis,10, Prospero Pictures
Bewitched,9,Columbia Pictures Corporation
The International,17,Studio Babelsberg
22 Jump Street,14, Media Rights Capital
The A-Team,10,20th Century Fox
The Giver,9, Walden Media
The League of Extraordinary Gentlemen,37, JD Productions
Blood Ties,10, Les Productions du TrÃ©sor
Ender's Game,12, Digital Domain
Ghosts of Mars,14, Animationwerks
Saw III,7,Lions Gate Films
Need for Speed,14, Touchstone Pictures
Yogi Bear,9, Sunswept Entertainment
Sicario,7, Thunder Road Pictures
Conviction,10, Pantheon Entertainment Corporation
Halloween,9, Nightfall Productions
Funny People,12, Apatow Productions
300: Rise of an Empire,22, Nimar Studios
P.S. I Love You,15,Wendy Finerman Productions
Swing Vote,10,Touchstone Pictures
The Invasion,12, Silver Pictures
Million Dollar Arm,18,Walt Disney Pictures
The Hoax,8, Yari Film Group
Gangs of New York,17, Alberto Grimaldi Productions
About Schmidt,13,New Line Cinema
Victor Frankenstein,19, Moving Picture Company (MPC)
The Revenant,12, CatchPlay
AVP: Alien vs. Predator,23,Impact Pictures
The Jacket,10, Mandalay Pictures
The Family,10, EuropaCorp
My Week with Marilyn,20, Trademark Films
Death Race,10, Impact Pictures
Ninja Assassin,14, Dark Castle Entertainment
Thank You for Smoking,21,Fox Searchlight Pictures
Bangkok Dangerous,17,Virtual Studios
Jason X,7, Sean S. Cunningham Films
The Change-Up,13, Relativity Media
Deception,9, Seed Productions
Underworld: Evolution,21,Lakeshore Entertainment
Clockstoppers,13, Valhalla Motion Pictures
Never Back Down,15, Baumgarten Management and Productions (BMP)
Alice in Wonderland,19,Walt Disney Pictures
Everything Must Go,18,Birdsong Pictures
Think Like a Man,16,Rainforest Films
What Lies Beneath,17,DreamWorks SKG
Last Vegas,10, CBS Films
Chronicle,9, Adam Schroeder Productions
Flyboys,7,Ingenious Film Partners
Little Black Book,17,Revolution Studios
Accepted,8,Universal Pictures
The Wrestler,12, Wild Bunch
Her,3,Annapurna Pictures
The Core,8,Paramount Pictures
The Judge,9,Village Roadshow Pictures
The Adventures of Tintin,24, Amblin Entertainment
This Is Where I Leave You,25, Warner Bros.
Austin Powers in Goldmember,27, Eric's Boy
About Schmidt,13, Avery Pix
Night at the Museum: Battle of the Smithsonian,46, Museum Canada Productions
Step Up,7, Eketahuna LLC
Eastern Promises,16, TÃ©lÃ©film Canada
"I Love You, Man",15, The Montecito Picture Company
Real Steel,10, Touchstone Pictures
Evolution,9, Montecito Picture Company
Eternal Sunshine of the Spotless Mind,37, This Is That Productions
American Dreamz,15,Universal Pictures
Legend,6, Cross Creek Pictures
Death at a Funeral,18,Parabolic Pictures
The Legend of Bagger Vance,26,DreamWorks SKG
The Thing,9, Strike Entertainment
The Danish Girl,15, Working Title Films
Dream House,11,Cliffjack Motion Pictures
Behind Enemy Lines,18, Davis Entertainment
The Butler,10, Pam Williams Productions
Jay and Silent Bob Strike Back,30, View Askew Productions
Kingdom of Heaven,17, Dune Films
The Martian,11,Twentieth Century Fox Film Corporation
Harry Potter and the Chamber of Secrets,39, Heyday Films
15 Minutes,10, Industry Entertainment
The Good German,15,Warner Bros.
Happy Feet Two,14,Village Roadshow Pictures
Shoot 'Em Up,12,New Line Cinema
The Book of Eli,15,Alcon Entertainment
Love & Other Drugs,18, Fox 2000 Pictures
Killing Them Softly,19, 1984 Private Defense Contractors
Killing Them Softly,19, Inferno Entertainment
Honey,5, NuAmerica Entertainment
The Fifth Estate,16, Anonymous Content
High Fidelity,13,Buena Vista
Along Came a Spider,19, David Brown Productions
Gladiator,9, Universal Pictures
Justin Bieber: Never Say Never,30,Insurge Pictures
Shooter,7,Paramount Pictures
Centurion,9,PathÃ© Pictures International
Welcome Home Roscoe Jenkins,27, Spyglass Entertainment
Sherlock Holmes: A Game of Shadows,34, Wigram Productions
Transsiberian,13, Canal+ EspaÃ±a
The Devil Wears Prada,21, Peninsula Films
The Exorcism of Emily Rose,26, Screen Gems
Blade II,8, Imaginary Forces
Pitch Perfect 2,15, Gold Circle Films
The Da Vinci Code,17, Government of Malta
The Blind Side,14,Alcon Entertainment
The Others,10, Lucky Red
Taken,5,Twentieth Century Fox Film Corporation
The Last Witch Hunter,21, Atmosphere Entertainment MM
Walk the Line,13,Tree Line Films
That's My Boy,13,Columbia Pictures
An Unfinished Life,18,Miramax Films
Fantastic Four,14, Moving Picture Company (MPC)
The Social Network,18,Columbia Pictures
28 Weeks Later,14, Fox Atomic
Pompeii,7, FilmDistrict
My Big Fat Greek Wedding,24,MPH Entertainment
Chicken Run,11, Aardman Animations
The DUFF,8, CBS Films
Fury,4, Crave Films
Contagion,9, Warner Bros.
Rules of Engagement,19, Seven Arts Pictures
Gone Girl,9, TSG Entertainment
Batman Begins,13, Warner Bros.
"Legally Blonde 2: Red, White & Blonde",37, Marc Platt Productions
The Punisher,12,Lions Gate Films
Traffic,7,USA Films
A Good Day to Die Hard,22, Mid Atlantic Films
Friends with Benefits,21, Olive Bridge Entertainment
Spy,3, Chernin Entertainment
A Man Apart,11," ""DIA"" Productions GmbH & Co. KG"
Miss Congeniality,17, Warner Bros.
Runner Runner,13, New Regency Pictures
The Last Airbender,18,Paramount Pictures
Lord of War,11, Rising Star
Moms' Night Out,15, FourBoys Entertainment
Saw V,5, Twisted Pictures
Harry Potter and the Deathly Hallows: Part 2,44, Moving Picture Company (MPC)
Catwoman,8, Warner Bros.
Remember the Titans,19, Technical Black
Blade II,8, Marvel Entertainment
The Assassination of Jesse James by the Coward Robert Ford,58, Scott Free Productions
Dumb and Dumber To,18,New Line Cinema
Lockout,7,Canal+
Red Tails,9, Partnership Pictures
A.I. Artificial Intelligence,28, Warner Bros.
Oculus,6, Relativity Media
Julie & Julia,13,Columbia Pictures
The Muppets,11,Walt Disney Pictures
City By The Sea,15, Sea Breeze Productions Inc.
Mission: Impossible II,22, Cruise/Wagner Productions
Final Destination 2,19, Zide-Perry Productions
Click,5, Happy Madison Productions
The Grand Budapest Hotel,24, TSG Entertainment
Ocean's Twelve,14, Jerry Weintraub Productions
Dead Silence,12, Twisted Pictures
Grown Ups 2,11, Sony Pictures Entertainment (SPE)
Pineapple Express,17,Columbia Pictures
The Next Three Days,19, FidÃ©litÃ© Films
Forgetting Sarah Marshall,25,Universal Pictures
Robin Hood,10, Relativity Media
The Hoax,8, Bob Yari Productions
Hancock,7, Forward Pass
Serendipity,11, Tapestry Films
Killer Elite,12, Omnilab Media
The Monuments Men,17, Fox 2000 Pictures
Hachi: A Dog's Tale,19, Inferno Distribution
Piranha 3D,10,The Weinstein Company
Red Dragon,10, Metro-Goldwyn-Mayer (MGM)
Pitch Perfect,13,Brownstone Productions
Tristan & Isolde,16, Epsilon Motion Pictures
A Perfect Getaway,17, QED International
Chicken Run,11,DreamWorks SKG
The Golden Compass,18, Depth of Field
The Spiderwick Chronicles,25, The Kennedy/Marshall Company
Fur: An Imaginary Portrait of Diane Arbus,41, Iron Film
Prisoners,9,Alcon Entertainment
A Good Day to Die Hard,22,Ingenious Media
Ocean's Thirteen,16,Village Roadshow Pictures
Jack the Giant Slayer,21, Legendary Pictures
Journey 2: The Mysterious Island,32, Contrafilm
21 Jump Street,14, Metro-Goldwyn-Mayer (MGM)
Ã†on Flux,9, Valhalla Motion Pictures
Rio 2,5, Twentieth Century Fox Animation
The Whole Nine Yards,20, Warner Bros.
Shrek 2,7, Pacific Data Images (PDI)
Transporter 2,13, Twentieth Century Fox Film Corporation
Without a Paddle,16, De Line Pictures
Home,4, DreamWorks Animation
12 Rounds,9, Midnight Sun Pictures
The Giver,9, Asis Productions
The Jungle Book 2,17,Walt Disney Pictures
Blended,7, Gulfstream Pictures
Charlie St. Cloud,17, Relativity Media
Drive Angry,11, Michael De Luca Productions
Trainwreck,10, Fuji Television Network
AntiTrust,9, Epsilon Motion Pictures
I'm Not There.,14, Dreamachine
The Smurfs,10, Kerner Entertainment Company
Ted 2,5,Universal Pictures
The Other Guys,14, Gary Sanchez Productions
Quills,6, Walrus & Associates
9,1, Arc Productions
Going the Distance,18,New Line Cinema
G-Force,7, Jerry Bruckheimer Films
Austin Powers in Goldmember,27, Moving Pictures
The Texas Chainsaw Massacre,27, Next Entertainment
Astro Boy,9,The Weinstein Company
Traffic,7, Initial Entertainment Group (IEG)
Marmaduke,9,Twentieth Century Fox Film Corporation
Lions for Lambs,15, United Artists
Wreck-It Ralph,14,Walt Disney Animation Studios
A Perfect Getaway,17,Davis Entertainment
Driven,6, Mel's Cite du Cinema
A Scanner Darkly,16, Warner Independent Pictures (WIP)
The Host,8, Silver Reel
Cars 2,6, Pixar Animation Studios
Blade II,8, Milk & Honey
Muppets Most Wanted,19,Buena Vista
Boat Trip,9,Motion Picture Corporation of America
The Punisher,12, VIP 3 Medienfonds
New Year's Eve,14,New Line Cinema
Hot Pursuit,11,New Line Cinema
Room,4, A24
Philomena,9, Yucaipa Films
The Darkest Hour,16, Regency Enterprises
Marie Antoinette,16, Columbia Pictures Corporation
Captivity,9, RAMCO
Sahara,6, Mace Neufeld Productions
Transformers: Age of Extinction,31, Hasbro
A Guy Thing,11, David Ladd Films
Lockout,7, CinÃ©+
Driven,6,Epsilon Motion Pictures
Vanilla Sky,11, Cruise-Wagner Productions
The Ring,8,DreamWorks SKG
Pirates of the Caribbean: At World's End,40, Second Mate Productions
You Don't Mess With the Zohan,29, Happy Madison Productions
Curious George,14,Imagine Entertainment
Mad Max: Fury Road,18, Kennedy Miller Productions
Non-Stop,8, TF1 Films Production
The Guardian,12,Contrafilm
John Tucker Must Die,20,Twentieth Century Fox Film Corporation
Scott Pilgrim vs. the World,27,Universal Pictures
The Flintstones in Viva Rock Vegas,34,Universal Pictures
Maze Runner: The Scorch Trials,30, TSG Entertainment
DÃ©jÃ  Vu,9, Touchstone Pictures
Agora,5, Canal+ EspaÃ±a
Atlas Shrugged Part I,21,Atlas Productions
The Prince,10, Emmett/Furla Films
When the Game Stands Tall,25,Mandalay Pictures
Arbitrage,9, Treehouse Pictures
How to Lose Friends & Alienate People,37, Lipsync Productions
Spotlight,9, Entertainment One Features
The Lord of the Rings: The Return of the King,45, New Line Cinema
Lone Survivor,13,Universal Pictures
Get Smart,9, Warner Bros.
Billy Elliot,12, StudioCanal
Extraordinary Measures,22, CBS Films
Big Momma's House 2,19,Twentieth Century Fox Film Corporation
Miss Congeniality,17, NPV Entertainment
The Polar Express,17, Universal CGI
Twisted,7, Blackout Productions Inc.
Madagascar,10, DreamWorks Animation
The Fault in Our Stars,22, TSG Entertainment
The Last Airbender,18, Kennedy/Marshall Company
Starsky & Hutch,15,Weed Road Pictures
Poltergeist,11, Vertigo Entertainment
Creed,5,New Line Cinema
Man of Tai Chi,14, Village Roadshow Pictures
Sky High,8, Max Stronghold Productions Inc.
Due Date,8, Green Hat Films
King Kong,9, Universal Pictures
Nanny McPhee and the Big Bang,29, Working Title Films
Man on a Ledge,14,Summit Entertainment
Resident Evil: Apocalypse,25, Constantin Film Ltd.
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59, 21 Laps Entertainment
Water for Elephants,19, Big Screen Productions
The Company Men,15,Spring Creek Productions
The Fifth Estate,16, Touchstone Pictures
The Transporter,15,TF1 Films Productions
Zookeeper,9,Columbia Pictures
Scary Movie 2,13, Wayans Bros. Entertainment
The Number 23,13, Contrafilm
The Prince,10,Grindstone Entertainment Group
Ratatouille,11,Walt Disney Pictures
Keeping the Faith,17, Touchstone Pictures
Assault on Precinct 13,22, Biscayne Pictures
Crank,5, Radical Media
My Bloody Valentine,19,Lionsgate
Bruce Almighty,14, Shady Acres Entertainment
Hitman: Agent 47,16, Fox International Productions
License to Wed,14, Underground
Finding Forrester,17,Fountainbridge Films
Timeline,8, Cobalt Media Group
Smokin' Aces,12, Relativity Media
Seabiscuit,10, Spyglass Entertainment
Whisper,7, Province of British Columbia Production Services Tax Credit
Need for Speed,14,DreamWorks SKG
The Transporter Refueled,24,EuropaCorp
Gods and Generals,17,Turner Pictures
Love the Coopers,16,Imagine Entertainment
Scary Movie,11, Wayans Bros. Entertainment
Taken 2,7, M6 Films
The Hunger Games: Mockingjay - Part 1,37,Lionsgate
Scream 4,8,Dimension Films
The Imitation Game,18, Bristol Automotive
Quarantine,10, Andale Pictures
Moneyball,9,Columbia Pictures
One for the Money,17,Lakeshore Entertainment
21 & Over,9, Mandeville Films
Seven Pounds,12, Overbrook Entertainment
Saw 3D,6,Lionsgate
Prometheus,10, Dune Entertainment
The Dark Knight Rises,21, Warner Bros.
Cursed,6, Dimension Films
National Treasure,17,Walt Disney Pictures
Yes Man,7,The Zanuck Company
Scary Movie 2,13, Brad Grey Pictures
The Heat,8, Big Screen Productions
Becoming Jane,13, Bueprint Pictures
Cold Mountain,13, Bona Fide Productions
The Love Guru,13, Internationale Filmproduktion
Final Destination 3,19, Zide-Perry Productions
The Jacket,10, VIP 3 Medienfonds
The Expendables 3,17, Ex3 Productions
Sin City: A Dame to Kill For,28, Troublemaker Studios
This Is 40,10,Apatow Productions
Surrogates,10, Top Shelf Productions
Star Wars: Episode II - Attack of the Clones,44,Lucasfilm
Hachi: A Dog's Tale,19, Stage 6 Films
Apollo 18,9,Bazelevs Production
Carnage,7, CinÃ©CinÃ©ma
Monte Carlo,11,Dune Entertainment
An Education,12,BBC Films
The Last Samurai,16, Bedford Falls Company
Atlantis: The Lost Empire,25, Walt Disney Feature Animation
Agora,5, Nimar Studios
Ghost Ship,10, Warner Bros.
Guess Who,9,Columbia Pictures
The Musketeer,13, Signature Entertainment
Stomp the Yard,14,Rainforest Films
12 Rounds,9, Fox Atomic
Flushed Away,12, DreamWorks Animation
Antwone Fisher,14,Fox Searchlight
The Twilight Saga: Eclipse,26,Summit Entertainment
Just Married,12,Twentieth Century Fox Film Corporation
Hellboy II: The Golden Army,27, Dark Horse Entertainment
The Grand Budapest Hotel,24, Scott Rudin Productions
What to Expect When You're Expecting,36, Phoenix Pictures
Dolphin Tale,12, Arc Productions
Sherlock Holmes,15,Village Roadshow Pictures
Ocean's Eleven,14, Section Eight
The Pianist,11, Heritage Films
The Iron Lady,13,UK Film Council
Alexander,9, Egmond Film & Television
How High,8, Jersey Films
Piranha 3DD,11, Intellectual Properties Worldwide
Domino,6, Scott Free Productions
The Rover,9, Screen Australia
Gone Girl,9,Twentieth Century Fox Film Corporation
New in Town,11, Edmonds Entertainment Group (EEG)
Exodus: Gods and Kings,22, Volcano Films
Tristan & Isolde,16, Franchise Pictures
The Mexican,11, Newmarket Capital Group
My Sister's Keeper,18,Mark Johnson Productions
Punisher: War Zone,18,Lionsgate
The Way Back,12,Polish Film Institute
Indiana Jones and the Kingdom of the Crystal Skull,50,Lucasfilm
Total Recall,12,Columbia Pictures
Rat Race,8, Fireworks Pictures
I Now Pronounce You Chuck & Larry,33, Happy Madison Productions
End of Watch,12, Knightsbridge Entertainment
What to Expect When You're Expecting,36,Alcon Entertainment
The Love Guru,13,Paramount Pictures
Zookeeper,9, Happy Madison Productions
War,3, Fierce Entertainment
Heaven is for Real,18, Screen Gems
Harry Brown,11, Marv Films
Hellboy,7,Revolution Studios
Sex and the City 2,18, HBO Films
Safe,4, 87Eleven
Taken 3,7, EuropaCorp
