original_title,title_length,production_companies
Alvin and the Chipmunks,23," Bagdasarian Productions,  Regency Enterprises, Dune Entertainment"
Alvin and the Chipmunks: Chipwrecked,36,Fox 2000 Pictures
American Dreamz,15,"Universal Pictures,  Depth of Field"
American Gangster,17," Universal Pictures, Imagine Entertainment,  Scott Free Productions,  Relativity Media"
American Hustle,15,Columbia Pictures
American Outlaws,16,Warner Bros. Pictures
American Pie 2,14," Zide-Perry Productions,  Liveplanet"
American Psycho,15, Edward R. Pressman Film
American Reunion,16,Universal Pictures
American Sniper,15,"Village Roadshow Pictures,  Mad Chance Productions"
American Wedding,16, Loumolo & Co.
An Education,12,BBC Films
An Unfinished Life,18,"Miramax Films,  The Ladd Company,  Persistent Entertainment,  Initial Entertainment Group (IEG),  Revolution Studios"
Anchorman 2: The Legend Continues,33, Gary Sanchez Productions
Angel Eyes,10," Morgan Creek Productions,  Franchise Pictures"
Anger Management,16, Happy Madison Productions
Annabelle,9," RatPac-Dune Entertainment,  Evergreen Media Group"
Annapolis,9,Touchstone Pictures
Annie,5," Overbrook Entertainment,  Sony Pictures Entertainment (SPE), Columbia Pictures"
Ant-Man,7,Marvel Studios
AntiTrust,9," Metro-Goldwyn-Mayer (MGM),  Epsilon Motion Pictures, Industry Entertainment"
Antwone Fisher,14,Fox Searchlight
Apocalypto,10," Icon Entertainment International, Icon Productions"
Apollo 18,9,Bazelevs Production
Aquamarine,10," Storefront Pictures, Fox 2000 Pictures"
Arbitrage,9," Treehouse Pictures, Lionsgate,  Artina Films"
Are We There Yet?,17," Revolution Studios, Columbia Pictures"
Argo,4," Warner Bros.,  Smokehouse Pictures"
Armored,7," Buckaroo Entertainment,  Farah Films & Management"
Around the World in 80 Days,27,"Studio Babelsberg,  Walden Media,  Mostow/Lieberman Productions,  Babelsberg Film"
Arthur,6,Warner Bros.
"As Above, So Below",18,Legendary Pictures
Assault on Precinct 13,22," Biscayne Pictures,  Why Not Productions,  Liaison Films"
Astro Boy,9,"The Weinstein Company,  Summit Entertainment,  Imagi Animation Studios,  Tezuka Production Company Ltd."
Atlantis: The Lost Empire,25," Walt Disney Feature Animation, Walt Disney Pictures"
Atlas Shrugged Part I,21,Atlas Productions
Atonement,9," Working Title Films,  Relativity Media"
Attack the Block,16," Studio Canal, UK Film Council"
August Rush,11, Southpaw Entertainment
August: Osage County,20,Jean Doumanian Productions
Austin Powers in Goldmember,27," Eric's Boy,  Moving Pictures,  Team Todd, New Line Cinema,  Gratitude International"
Australia,9," Dune Entertainment III,  Twentieth Century Fox Film Corporation,  Ingenious Film Partners, Bazmark Films"
Auto Focus,10, Propaganda Films
Avatar,6,"Ingenious Film Partners,  Lightstorm Entertainment,  Dune Entertainment"
Avengers: Age of Ultron,23,Marvel Studios
Awake,5,The Weinstein Company
Babel,5," Anonymous Content,  Media Rights Capital, Paramount Vantage"
Baby Boy,8,Columbia Pictures
Baby Mama,9,"Relativity Media,  Michaels-Goldwyn"
Babylon A.D.,12,"StudioCanal,  Babylon,  CinÃ©CinÃ©ma,  Canal+"
Bad Boys II,11,Columbia Pictures Corporation
Bad Company,11, Touchstone Pictures
Bad Santa,9," Dimension Films (US version), Columbia Pictures"
Bad Teacher,11, Mosaic Media Group
Baggage Claim,13,Sneak Preview Productions
Bandits,7," Epsilon Motion Pictures,  Hyde Park Entertainment, Cheyenne Enterprises"
Bandslam,8,"Summit Entertainment,  Goldsmith-Thomas Productions"
Bangkok Dangerous,17,"Virtual Studios,  Blue Star Pictures,  Initial Entertainment Group,  International Production Company"
Banlieue 13,11,"Canal Plus,  EuropaCorp"
Barbershop 2:  Back in Business,31,Metro-Goldwyn-Mayer (MGM)
Barney's Version,16,Serendipity Point Films
Barnyard,8,Paramount Pictures
Basic,5,"Intermedia Films,  Krane Entertainment"
Basic Instinct 2,16," C-2 Pictures,  Kanzaman"
Batman Begins,13," Warner Bros., DC Comics,  Syncopy"
Battle of the Year,18,Screen Gems
Battle: Los Angeles,19,Columbia Pictures
Be Cool,7, Nina Saxon Film Design
Beastly,7," Mel's Cite du Cinema, CBS Films"
Beauty Shop,11,Metro-Goldwyn-Mayer (MGM)
Because of Winn-Dixie,21,Twentieth Century Fox Film Corporation
Becoming Jane,13," Bueprint Pictures, Ecosse Films"
Bedazzled,9,Twentieth Century Fox Film Corporation
Bedtime Stories,15," Happy Madison Productions, Walt Disney Pictures"
Bee Movie,9,"Pacific Data Images (PDI),  DreamWorks Animation"
Before the Devil Knows You're Dead,34," Funky Buddha Productions,  Linsefilm"
Begin Again,11, Exclusive Media Group
Behind Enemy Lines,18, Davis Entertainment
Behind the Candelabra,21,HBO Films
Belle,5," DJ Films, Isle of Man Film,  British Film Institute (BFI)"
Beowulf,7," ImageMovers,  Paramount Animation, Paramount Pictures,  Shangri-La Entertainment"
Beverly Hills Chihuahua,23,Walt Disney Pictures
Bewitched,9,"Columbia Pictures Corporation,  Red Wagon Entertainment"
Big Eyes,8," Silverwood Films,  Tim Burton Productions"
Big Fish,8,"The Zanuck Company,  Tim Burton Productions"
Big Hero 6,10, Walt Disney Animation Studios
Big Miracle,11," Working Title Films, Universal Pictures,  Anonymous Content"
Big Momma's House 2,19," Firm Films, Twentieth Century Fox Film Corporation,  Epsilon Motion Pictures,  Regency Enterprises"
"Big Mommas: Like Father, Like Son",33,"Twentieth Century Fox Film Corporation,  Regency Enterprises,  Runteldat Entertainment,  New Regency Pictures"
Billy Elliot,12," StudioCanal,  Tiger Aspect Productions,  Working Title Films,  Arts Council of England, BBC Films"
Birdman,7, New Regency Pictures
Black Hawk Down,15," Scott Free Productions,  Revolution Studios"
Black Mass,10," RatPac-Dune Entertainment,  Head Gear Films, Infinitum Nihil"
Black Nativity,14,Fox Searchlight Pictures
Black Swan,10," Dune Entertainment,  Cross Creek Pictures, Fox Searchlight Pictures"
Black or White,14,Treehouse Pictures
Blackhat,8, Legendary Pictures
Blade II,8,"New Line Cinema,  Imaginary Forces,  Marvel Entertainment,  Milk & Honey,  LLC"
Blade: Trinity,14," Shawn Danielle Productions Ltd.,  Amen Ra Films, New Line Cinema,  Marvel Enterprises"
Blended,7," Gulfstream Pictures, Happy Madison Productions,  Warner Bros.,  Karz Entertainment"
Blood Diamond,13,"Bedford Falls Productions,  Spring Creek Productions,  Lonely Film Productions GmbH & Co. KG."
Blood Ties,10," Mars Distribution,  Les Productions du TrÃ©sor, Wild Bunch,  LGM Productions,  Canal+"
Blood Work,10,Malpaso Productions
Blue Crush,10," Mikona Productions GmbH & Co. KG,  Universal Pictures"
Blue Jasmine,12,Perdido Productions
Boat Trip,9,"Motion Picture Corporation of America,  Artisan Entertainment"
Body of Lies,12," De Line Pictures, Scott Free Productions,  Warner Bros."
Bolt,4," Walt Disney Animation Studios, Walt Disney Pictures"
Bones,5,New Line Cinema
Boogeyman,9," Screen Gems,  Senator International,  Pacific Renaissance Pictures Ltd., Ghost House Pictures"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,83, Four By Two Productions
Brave,5,"Walt Disney Pictures,  Pixar Animation Studios"
Brick Mansions,14,"Canal+,  D8"
Bride Wars,10,Dune Entertainment
Brideshead Revisited,20," 2 Entertain,  HanWay Films,  UK Film Council,  Ecosse Films"
Bridesmaids,11," Relativity Media, Universal Pictures"
Bridge of Spies,15," Marc Platt Productions, DreamWorks SKG,  Fox 2000 Pictures,  Studio Babelsberg"
Bridget Jones's Diary,21," Working Title Films,  Little Bird,  Universal Pictures"
Bridget Jones: The Edge of Reason,33,"Miramax Films,  Atlantic Television,  Working Title Films"
Bright Star,11,BBC Films
Bringing Down The House,23, Touchstone Pictures
Brokeback Mountain,18," Alberta Film Entertainment,  Focus Features,  Good Machine"
Broken City,11," Closest to the Hole Productions,  1984 Private Defense Contractors,  New Regency Pictures"
Broken Flowers,14," Focus Features,  Five Roses"
Brooklyn,8," Item 7,  Parallel Film Productions"
Brooklyn's Finest,17," Fuqua Films,  Millennium Films,  Thunder Road Productions,  Langley Productions"
Brothers,8," Sighvatsson Films,  Relativity Media,  Palomar Pictures (II)"
Bruce Almighty,14," Shady Acres Entertainment,  Spyglass Entertainment,  Pit Bull Productions, Universal Pictures"
Bullet to the Head,18," Automatik Entertainment,  Silver Reel, Dark Castle Entertainment"
Burke & Hare,12," Aegis Film Fund,  Prescience"
Burlesque,9,Bedford Falls Productions
Burn After Reading,18," Studio Canal,  Relativity Media, Mike Zoss Productions,  Focus Features"
Burnt,5," PeaPie Films,  3 Arts Entertainment"
Cake,4," Cinelou Films,  We're Not Brothers Productions"
Calendar Girls,14," Touchstone Pictures, Harbour Pictures"
Capitalism: A Love Story,24, Paramount Vantage
Capote,6,"Sony Pictures Classics,  Province of British Columbia Production Services Tax Credit,  Cooper's Town Productions,  Manitoba Film and Video Production Tax Credit"
Captain America: The First Avenger,34,Marvel Studios
Captivity,9,"Foresight Unlimited,  RAMCO"
Carnage,7," CinÃ©CinÃ©ma,  Zanagar Films,  Canal+,  Constantin Film Produktion, Wild Bunch"
Carol,5," Number 9 Films,  Film4, Killer Films"
Carrie,6,"Screen Gems,  Misher Films,  Metro-Goldwyn-Mayer (MGM)"
Cars,4,Walt Disney Pictures
Cars 2,6, Pixar Animation Studios
Casino Royale,13,Eon Productions
Cast Away,9," Playtone,  Twentieth Century Fox Film Corporation,  ImageMovers, DreamWorks SKG"
Catch Me If You Can,19," Kemp Company, DreamWorks SKG,  Splendid Pictures"
Catch and Release,17,"Columbia Pictures Corporation,  Relativity Media"
Cats & Dogs,11," NPV Entertainment,  Warner Bros.,  Zide-Perry Productions, Village Roadshow Pictures"
Cats & Dogs 2 : The Revenge of Kitty Galore,43,Village Roadshow Pictures
Catwoman,8," Warner Bros.,  Maple Shade Films,  DiNovi Pictures"
Cellular,8,New Line Cinema
Centurion,9," Celador Films, PathÃ© Pictures International,  Warner Bros.,  Canal+"
Changeling,10," Relativity Media, Imagine Entertainment,  Malpaso Productions"
Chappie,7," Media Rights Capital,  Sony Pictures Entertainment (SPE),  Genre Films"
Charlie St. Cloud,17," Relativity Media, Universal Pictures,  Marc Platt Productions"
Charlie Wilson's War,20,"Universal Pictures,  Playtone Production"
Charlie and the Chocolate Factory,33," Tim Burton Productions,  The Zanuck Company, Village Roadshow Pictures,  Plan B Entertainment"
Charlie's Angels: Full Throttle,31," Flower Films (II),  Tall Trees Productions, Columbia Pictures Corporation"
Cheaper by the Dozen,20, Robert Simonds Productions
Cheaper by the Dozen 2,22,Twentieth Century Fox Film Corporation
Chef,4," Aldamisa Entertainment,  Fetisov Teterin Films, Open Road Films"
Chicago,7," Producers Circle,  Storyline Entertainment"
Chicken Little,14,Walt Disney Pictures
Chicken Run,11," Aardman Animations, DreamWorks SKG,  DreamWorks Animation"
Child 44,8,"Summit Entertainment,  Worldview Entertainment"
Children of Men,15,Universal Pictures
Chloe,5,"StudioCanal,  The,  Outpost Studios,  Montecito Picture Company"
Chocolat,8, David Brown Productions
Chronicle,9," Dune Entertainment,  Adam Schroeder Productions, Twentieth Century Fox Film Corporation"
Cinderella,10,"Walt Disney Pictures,  Beagle Pug Films,  Genre Films"
Cinderella Man,14,"Miramax Films,  Universal Pictures,  Imagine Entertainment"
Cirque du Freak: The Vampire's Assistant,40,Universal Pictures
City By The Sea,15,"Warner Bros. Pictures,  Sea Breeze Productions Inc.,  Epsilon Motion Pictures,  Brad Grey Pictures,  Franchise Pictures"
City of Ember,13, Walden Media
Clash of the Titans,19," Moving Picture Company (MPC), The Zanuck Company,  Legendary Pictures"
Clerks II,9, View Askew Productions
Click,5," Happy Madison Productions, Original Film,  Revolution Studios"
Clockstoppers,13, Valhalla Motion Pictures
Cloud Atlas,11,"Anarchos Productions,  Ascension Pictures,  Cloud Atlas Productions"
Cloudy with a Chance of Meatballs,33," Sony Pictures Animation, Columbia Pictures"
Cloudy with a Chance of Meatballs 2,35,"Columbia Pictures,  Sony"
Cloverfield,11,"Paramount Pictures,  Bad Robot"
Club Dread,10, Broken Lizard Industries
Coach Carter,12," MTV Films,  Tollin/Robbins Productions, Paramount Pictures"
Cold Mountain,13," Bona Fide Productions,  Cattleya, Miramax Films,  Castel Film Romania,  Mirage Enterprises"
Collateral,10, Edge City
Collateral Damage,17,"David Foster Productions,  Hacienda Productions"
Colombiana,10," Grive Productions,  CinÃ©CinÃ©ma, TF1 Films Production,  Canal+"
Conan the Barbarian,19," Paradox Entertainment, Dark Horse Entertainment,  Nu Image Films"
Concussion,10," The Cantillon Company,  The Shuman Company,  LStar Capital, Village Roadshow Pictures"
Confessions of a Dangerous Mind,31,"Miramax Films,  Allied Filmmakers"
Confessions of a Shopaholic,27, Touchstone Pictures
Connie and Carla,16,Universal Pictures
Constantine,11," DC Comics,  Donners' Company, Village Roadshow Pictures,  Branded Entertainment/Batfilm Productions"
Contagion,9," Warner Bros., Double Feature Films,  Participant Media,  Regency Enterprises"
Contraband,10," StudioCanal,  Leverage Management, Universal Pictures"
Conviction,10," Pantheon Entertainment Corporation,  Omega Entertainment,  Innocence Productions, Oceana Media Finance"
Coraline,8,"Focus Features,  Laika Entertainment"
Corky Romano,12,Robert Simonds Productions
Corpse Bride,12," Warner Bros., Tim Burton Animation Company"
Cosmopolis,10," Prospero Pictures,  Alfama Films, France 2 CinÃ©ma"
Country Strong,14,"Maguire Entertainment,  Screen Gems"
Cowboys & Aliens,16," platinum studios, Imagine Entertainment"
Coyote Ugly,11," Touchstone Pictures, Jerry Bruckheimer Films"
Cradle 2 the Grave,18," Warner Bros., Silver Pictures"
Crank,5," Radical Media,  Lakeshore Entertainment,  GreeneStreet Films"
Crank: High Voltage,19,"Lakeshore Entertainment,  Lionsgate"
Crash,5," Yari Film Group,  Bob Yari Productions, Blackfriars Bridge Films,  Bull's Eye Entertainment,  ApolloProScreen Filmproduktion"
Crazy Heart,11, Butcher's Run Films
Crazy/Beautiful,15,"Touchstone Pictures,  Ufland"
Creed,5,"New Line Cinema,  Metro-Goldwyn-Mayer (MGM),  Chartoff-Winkler Productions"
Crimson Peak,12,Legendary Pictures
Crocodile Dundee in Los Angeles,31, Vision View Entertainment
Crossroads,10,"Paramount Pictures,  MTV Films"
Curious George,14,Imagine Entertainment
Cursed,6,"Craven-Maddalena Films,  Dimension Films,  Kalis Productions GmbH & Co. Zweite KG,  Outerbanks Entertainment"
D-Tox,5,Universal Pictures
Daddy Day Camp,14, TriStar Pictures
Daddy Day Care,14,"Columbia Pictures,  Davis Entertainment"
Daddy's Home,12," Red Granite Pictures,  Gary Sanchez Productions, Paramount Pictures"
Daddy's Little Girls,20, The
Dallas Buyers Club,18," Universal Pictures, Universal Studios"
Dan in Real Life,16," Focus Features,  Jon Shestack Productions, Touchstone Pictures"
Dancer in the Dark,18," SVT Drama,  Zentropa Entertainments, Fine Line Features,  Arte"
Daredevil,9," New Regency Pictures, Twentieth Century Fox Film Corporation"
Dark Blue,9," IM Filmproduktion,  Intermedia Films,  Metro-Goldwyn-Mayer (MGM),  Cosmic Pictures"
Dark Shadows,12,"Village Roadshow Pictures,  Tim Burton Productions"
Dark Water,10, Post No Bills Films
Date Movie,10," Epsilon Motion Pictures, Regency Enterprises"
Date Night,10," Dune Entertainment,  21 Laps Entertainment"
Dawn of the Dead,16,"New Amsterdam Entertainment,  Cruel and Unusual Films"
Dawn of the Planet of the Apes,30," Chernin Entertainment, Ingenious Media,  TSG Entertainment"
Daybreakers,11," Pacific Film and Television Commission,  Australian Film Finance Corporation (AFFC),  Furst Films"
Dead Silence,12," Twisted Pictures,  Evolution Entertainment"
Dear John,9,Screen Gems
Death Race,10," Impact Pictures, Universal Pictures,  Scion Films"
Death Sentence,14," Baldwin Entertainment Group,  Hyde Park Entertainment,  Dune Entertainment"
Death at a Funeral,18,Parabolic Pictures
Deception,9," Seed Productions, Rifkin-Eberts"
Defiance,8," Defiance Productions,  Grosvenor Park Productions,  The,  Bedford Falls Company, Paramount Vantage"
Derailed,8, Di Bonaventura Pictures
Despicable Me,13,Universal Pictures
Despicable Me 2,15,Universal Pictures
Deux frÃ¨res,12," Two Brothers Productions,  Pathe"
Devil,5," Media Rights Capital,  Relativity Media"
Devil's Due,11, TSG Entertainment
Diana,5," Scope Pictures, Ecosse Films,  Filmgate Films"
Diary of a Wimpy Kid,20,Color Force
Diary of a Wimpy Kid: Rodrick Rules,35," Color Force, Fox 2000 Pictures"
Did You Hear About The Morgans?,31,"Columbia Pictures,  Relativity Media"
Die Another Day,15,Eon Productions
Dinner for Schmucks,19," Reliance BIG Entertainment,  Spyglass Entertainment,  DreamWorks SKG,  Everyman Pictures"
Dinosaur,8,"Walt Disney Pictures,  Walt Disney Feature Animation"
Dirty Dancing: Havana Nights,28,"Miramax Films,  Lions Gate Films"
Disaster Movie,14," 3 in the Box, Grosvenor Park Media Ltd.,  LionsGate"
Disconnect,10," Exclusive Media Group,  Wonderful Films PLC,  Liddell Entertainment"
District 9,10," Canadian Film or Video Production Tax Credit (CPTC), WingNut Films"
Disturbia,9," Montecito Picture Company, Paramount Pictures,  Cold Spring Pictures"
Divergent,9," Red Wagon Entertainment, Summit Entertainment"
Django Unchained,16,Columbia Pictures
DodgeBall: A True Underdog Story,32," Red Hour Films,  Mediastream Vierte Film GmbH & Co. Vermarktungs KG, Twentieth Century Fox Film Corporation"
Dolphin Tale,12," Arc Productions, Alcon Entertainment"
Dolphin Tale 2,14," Color Force,  Boxing Cat Films, Alcon Entertainment"
Domestic Disturbance,20,Paramount Pictures
Domino,6," Scott Free Productions, New Line Cinema"
Don't Be Afraid of the Dark,27," Gran Via Productions,  Tequila Gang,  Necropia"
Don't Say a Word,16,"20th Century Fox,  Kopelson Entertainment,  Village Roadshow Pictures,  NPV Entertainment"
Doom,4,"Di Bonaventura Pictures,  John Wells Productions,  Babelsberg Film,  Reaper Productions"
Doomsday,8,"Rogue Pictures,  Internationale Filmproduktion Blackbird Dritte"
Doubt,5,Miramax Films
Down with Love,14," Jinks/Cohen Company,  Epsilon Motion Pictures, Regency Enterprises"
Dracula 2000,12,"Neo Art & Logic,  Dimension Films,  Wes Craven Films"
Dracula Untold,14,"Universal Pictures,  Dentsu,  Michael De Luca Productions"
Drag Me to Hell,15," Ghost House Pictures,  Mandate Pictures,  Buckaroo Entertainment"
Dragonfly,9," Kalima Productions GmbH & Co. KG, Universal Pictures,  Shady Acres Entertainment"
Dream House,11,"Cliffjack Motion Pictures,  Morgan Creek Productions"
Dreamcatcher,12," Castle Rock Entertainment, Village Roadshow Pictures,  NPV Entertainment,  Kasdan Pictures,  WV Films II"
Dredd,5," Peach Trees,  Reliance BIG Entertainment, DNA Films"
Drive,5,"Bold Films,  Motel Movies,  Odd Lot Entertainment"
Drive Angry,11," Saturn Films,  Michael De Luca Productions, Summit Entertainment,  Nu Image Films,  Millennium Films"
Driven,6," Mel's Cite du Cinema, Epsilon Motion Pictures,  Franchise Pictures"
Drumline,8,Fox 2000 Pictures
Due Date,8," Green Hat Films, Legendary Pictures,  Warner Bros."
Dumb and Dumber To,18,"New Line Cinema,  Universal Pictures"
Dumb and Dumberer: When Harry Met Lloyd,39,New Line Cinema
Dungeons & Dragons,18," Silver Pictures, New Line Cinema"
Duplicity,9," Medienproduktion Poseidon Filmgesellschaft,  Laura Bickford Productions"
Dylan Dog: Dead of Night,24," platinum studios,  Long Distance Films, Hyde Park Films"
DÃ©jÃ  Vu,9,"Jerry Bruckheimer Films,  Touchstone Pictures"
Eagle Eye,9,"DreamWorks SKG,  Goldcrest Pictures,  K/O Paper Products"
Earth,5,BBC
Earth to Echo,13, Panay Films
Eastern Promises,16," TÃ©lÃ©film Canada,  Scion Films,  Astral Media, BBC Films,  Serendipity Point Films"
Easy A,6," Olive Bridge Entertainment, Screen Gems"
Eat Pray Love,13," Plan B Entertainment,  Red Om Films"
Edge of Darkness,16," BBC Films,  GK Films, Icon Productions"
Edge of Tomorrow,16, 3 Arts Entertainment
Eight Below,11," Spyglass Entertainment,  Kennedy/Marshall Company, Walt Disney Pictures,  Mandeville Films"
Elektra,7," Marvel Enterprises,  New Regency Pictures,  Epsilon Motion Pictures"
Elf,3, Gold/Miller Productions
Elizabethtown,13," KMP Film Invest, Paramount Pictures,  Vinyl Films"
Ella Enchanted,14,Miramax Films
Elysium,7," Alpha Core, TriStar Pictures,  QED International,  Sony Pictures Entertainment (SPE)"
Empire State,12," Voltage Pictures,  Envision Entertainment Corporation"
Employee of the Month,21,Lionsgate
Enchanted,9,"Walt Disney Pictures,  Right Coast Productions,  Josephson Entertainment,  Andalasia Productions"
End of Watch,12," Knightsbridge Entertainment, Emmett/Furla Films"
Ender's Game,12,"Summit Entertainment,  Digital Domain,  Chartoff Productions,  K/O Paper Products"
Endless Love,12,"Universal Pictures,  Bluegrass Films"
Enemy at the Gates,18,"Paramount Pictures,  Little Bird,  KC Medien,  Swanford Films"
Enough,6,Columbia Pictures
Entourage,9,Warner Bros.
Epic,4,Blue Sky Studios
Epic Movie,10,"Twentieth Century Fox Film Corporation,  Paul Schiff Productions,  New Regency Pictures"
Equilibrium,11," Blue Tulip Productions, Dimension Films"
Eragon,6," Major Studio Partners,  Twentieth Century Fox Film Corporation,  Dune Entertainment"
Escape Plan,11,"Summit Entertainment,  Atmosphere Entertainment MM,  Emmett/Furla Films"
