mission_title,Target
STS-2,105
STS-89,318
Salyut 6,93
STS-90,304
STS-99,330
Soyuz 11,52
37,455
STS-120,400
STS-37,243
STS-41C,142
3,206
STS-55,294
46,546
STS-65,250
STS-8,124
STS-61-A,187
Soyuz TMA-13,486
STS-61C,142
STS-109,326
STS-51F,117
STS-59,273
STS-133,462
35,363
STS-26,185
STS-31,146
STS-28,128
8,241
STS-100,404
STS-128,452
50,422
Soyuz TMA­1/TM­34,405
STS-34,171
Voskhod 1,12
6,329
STS-32,187
STS-92,297
STS-51-C,156
Astro-1,239
STS-86,367
STS-116,451
STS-31,196
STS-45,270
STS-125,496
STS-61-C,197
50,552
16,311
39,513
STS-80,310
Soyuz TMA-9,449
STS-61B Atlantis,191
STS-66,291
STS-114,438
STS-111,197
41,540
Skylab 2,20
Soyuz 11,42
Salyut 7,138
Skylab 2,61
STS-67,327
Apollo 9,18
STS-129,510
STS-51-D,163
STS-106,318
25,268
STS-78,288
STS-40,253
2,85
sts-46,281
STS-43,257
STS-51-F,178
Apollo 17,26
26,384
STS-30,184
STS-47,283
STS-51-D,160
STS-77,263
STS-72,314
47,547
Soyuz TMA-1/TM-34,427
Soyuz 21,35
8,206
STS-124,478
Vostok 1,1
Soyuz 15,73
STS-41-C,139
Soyuz 6,39
STS-127,501
STS-41D,148
Soyuz 12,64
Salyut 7,91
55,492
STS-118,397
STS-107,389
STS-73,336
STS-8,127
STS-44,261
STS-104,334
STS-92,305
STS-4,56
Soyuz 5,35
Salyut 7,88
STS-65,233
Salyut 6,74
STS-51L,202
STS-106,398
STS-29,215
STS-92,270
26,467
STS-109,296
Soyuz 19,40
59,559
STS-37,245
STS-98,227
STS-41,235
Soyuz 16,51
STS 51-L,157
Soyuz 25,83
STS-65,315
STS-130,472
Gemini 9A,26
47,519
Salyut 7,108
Soyuz TMA-18M/16M,545
12,305
Soyuz TM-12/11,252
STS-78,351
STS-36,231
16,376
Astro-2,239
23,513
Soyuz TM­4/3,207
43,514
STS-116,401
44,543
STS-99,394
STS-85,335
STS-52,286
STS-115,447
STS-41-G,149
3,210
STS-61-A,158
Voskhod 2,14
STS-39,247
12,277
Soyuz T­8,118
32,454
43,384
STS-30,193
STS-63,293
STS-134,482
STS-92,314
STS-46,163
15,460
STS-51-I,179
STS-86,323
Soyuz 7,43
Soyuz T­2,79
STS-51-A,155
STS-52,214
STS-69,154
Salyut 6,91
STS-5,76
STS-60,283
STS-71,223
STS-135,499
Shenzhou 6,441
STS-128,459
STS-34,223
STS-38,179
STS-94,334
spacelab-3,168
1,98
Gemini 3,17
2,209
STS-80,254
STS-133,493
Salyut 7,111
STS-29,144
STS-77,349
STS-35,213
Voskhod 1,13
STS-134,435
Salyut 7,86
STS-109,301
Soyuz 11,53
Gemini 4,19
Salyut 7,93
STS-133,487
Shenzhou 7,483
STS-94,313
STS-108,411
STS-108,412
Soyuz 33,92
STS-41-G,150
STS-5,112
STS-126,488
Shenzhou 10,533
4,345
STS-95,316
STS-119,457
STS-42,265
15,241
STS-88,387
STS-70,261
STS-100,340
STS-41-B,133
STS-51-A,113
STS-61,117
STS-63,226
STS-83,313
STS-54,288
STS-127,306
STS-62,227
14,409
STS-43,220
Soyuz 26/27,85
STS-84,324
Soyuz 3,32
STS-56,271
STS-35,129
STS-98,290
STS-92,400
49,522
STS-49,231
22,438
STS-54,247
STS-87,370
STS-75,348
STS-40,161
STS-97,321
STS-63,324
STS-51C,159
STS-126,448
STS-129,469
STS-41-G,153
Gemini 6A,7
STS-135,424
STS-99,285
STS-110,192
STS-132,495
STS-65,316
STS-130,465
Soyuz T­8,99
STS-87,368
STS-129,473
Skylab 4,68
STS-41-D,146
Salyut 6,83
STS-38,237
STS-59,245
35,531
STS-105,408
STS-48,258
Apollo 11,27
STS-130,365
STS-53,233
STS-74,305
STS-114,327
39,537
60,563
1,212
STS-131,397
13,289
Salyut 6,96
STS-121,368
19,384
Shenzhou 7,484
Salyut 7,123
61,519
35,500
STS-67,325
14,110
STS-49,124
Spacelab-2,177
STS-90,350
Soyuz TM-11/10,242
STS-28,220
Soyuz 9,47
13,333
Salyut 4,75
26,277
STS-74,340
STS-41-B,135
STS-58,305
STS-66,282
STS-7,121
3,328
36,532
STS-61,192
STS-7,120
Soyuz 10,34
STS-113,420
STS-61-A,125
16,412
STS-27,132
Soyuz 7,42
STS-54,230
Soyuz TM­32/31,385
STS-86,327
32,481
Vostok 5,9
Apollo 13,45
STS-41-G,121
Soyuz TM13/12,260
STS-66,248
STS-4,109
STS-81,326
STS-51,266
STS-89,372
STS-99,383
Salyut 7,136
59,562
57,560
Apollo 14,48
27,522
STS-61-B,194
ASTP,23
STS-135,416
18,99
25,393
57,561
STS-56,243
STS-64,219
STS-61-A,109
STS-72,270
STS-95,282
STS-5,114
15,455
16,311
STS-114,402
STS-9,128
20,353
STS-124,480
2,100
24,466
STS-98,310
Skylab 3,63
STS-69,262
STS-115,286
Soyuz 1,11
STS-54,263
Mercury-Atlas 8,7
29,524
Antares,278
24,363
STS-96,254
STS-51,303
Soyuz TMA­1/TM­34,395
STS-95,3
STS-6,60
Salyut 6,98
25,312
STS-58,304
STS-73,337
STS-132,474
46,311
Skylab 3,62
STS-64,317
Gemini 10,27
STS-33,165
STS-41-G,152
STS-48,238
STS-38,236
STS-74,313
STS-132,490
STS-1,102
Salyut 6,88
STS-30,122
29,398
46,502
33,503
19,208
Apollo 7,31
STS-109,414
STS-111,421
STS-125,377
STS-81,227
42,541
Shenzhou 6,442
STS-73,225
Soyuz TMA-11/10,464
36,479
Salyut 6,84
STS-121,444
Soyuz TM-33/32,355
22,354
STS-27,192
STS-65,303
31,384
STS-41-D,109
Apollo 12,28
ASTP,77
STS-78,330
Soyuz 27/26,65
STS-123,472
STS-82,319
Spacelab 1,130
STS-42,266
Soyuz TM­32/31,312
STS-27,213
36,426
STS-130,451
STS-55,292
STS-102,226
STS-51-L,139
9,384
STS-86,108
Apollo 9,25
STS-59,310
Soyuz 6,40
25,519
STS-36,169
3,236
STS-58,306
STS-127,499
STS-51B,122
STS-121,411
STS-111,420
STS-112,425
STS-51 J,134
STS-126,447
STS-58,171
Soyuz 37/36,43
STS-117,408
STS-41-G,151
STS-68,302
STS-31,150
STS-45,271
Apollo 14,50
Soyuz TM­33/32,410
STS-71,292
STS-99,298
STS-32,124
STS-68,310
60,513
STS-6,117
STS-70,330
STS-57,297
STS-97,367
STS-55,293
STS-47,218
28,475
STS-133,368
STS-100,323
STS-129,407
53,531
STS-120,446
STS-32,228
STS-133,488
STS-111,290
1,204
Apollo 14,49
Soyuz TMA-18M/16M,544
STS-95,368
Gemini 7,21
Soyuz 16,41
STS-40,217
STS-61-A,190
STS-124,444
STS-50,237
56,558
STS-60,196
STS-84,362
2,123
41,521
STS-60,258
STS-28,151
STS-118,462
Soyuz 31,90
STS-27,145
Gemini 12,29
STS-66,323
Soyuz TM-17 / Soyuz TM-16,300
STS-105,346
STS-96,389
7,99
Apollo 12,20
Apollo 13,22
STS-78,352
STS-50,187
54,524
STS-44,264
22,171
5,423
STS-131,468
STS-103,393
Apollo 8,22
Apollo 17,59
STS-131,460
28,395
STS-71,187
5,204
Vostok 2,2
STS-61-B,193
STS-31,156
38,409
Soyuz 39,101
24,375
STS-40,254
Apollo 15,55
9,435
STS-44,263
STS-26,142
Soyuz 22,9
STS-88,233
Salyut 7,86
STS-113,337
STS-90,381
STS-77,282
Soyuz  3,332
STS-107,369
STS-53,262
Gemini 3,16
STS-119,490
30,476
STS-62,279
STS-99,382
STS-52,257
Soyuz 33,51
STS-134,411
STS­96,391
STS-68,319
STS-61-B,128
14,299
STS-126,487
24,208
13,232
59,547
STS-41-D,147
Voskhod 1,11
STS-88,296
STS-71,247
26,520
5,110
Apollo 16,17
STS-83,360
1,205
STS-87,342
STS-52,254
39,458
STS-45,196
STS-118,379
31,491
STS-74,243
STS-33,224
STS-61,179
STS-61-B,195
STS-61,274
56,539
Soyuz 13,69
24,349
STS-112,392
STS-1,17
STS-130,512
STS-95,323
STS-47,245
STS-41-D,144
Skylab 4,66
Atlas-1,130
ЭП-1,406
STS-46,156
28,444
27,521
19,329
Salyut 7,95
STS-83,359
Soyuz 7,75
STS-37,192
Gemini 11,20
STS-53,125
STS-36,185
13,396
STS-76,304
1,214
STS-112,400
STS-64,288
38,397
STS-102,403
STS-106,377
STS-106,362
Salyut 6,93
STS-132,488
STS-85,283
43,393
STS-57,228
STS-94,360
27,480
STS-89,373
STS-67,326
17,482
STS-121,445
STS-41-B,76
Gemini 5,20
STS87,371
Apollo 8,33
STS-51G,172
STS­100,405
3,118
STS-76,309
STS-116,364
Vostok 6,10
STS-122,470
STS-73,338
STS-9,131
STS-46,227
STS-9,17
STS-85,366
STS-110,416
EP-19,565
52,509
STS-96,291
STS-61-C,132
18,122
STS-65,313
21,506
STS-64,246
Apollo 10,23
STS-41,233
54,556
6,208
STS-60,197
STS-45,150
Soyuz TM-14/13,269
STS-91,327
STS-101,331
Soyuz 30,89
STS-123,471
60,564
STS-40,256
9,251
57,547
20,277
STS-51,301
5,422
STS-41-B,132
STS-63,271
STS-79,266
STS-105,344
STS-38,216
STS-75,163
9,212
STS-32,226
STS-51L,201
32,311
STS-122,416
STS-116,452
STS-90,380
STS-113,226
Soyuz TMA-10,456
Soyuz 36/35,40
STS-100,348
STS-61A,170
4,303
17,476
Soyuz 38,97
48,525
STS-104,373
STS-29,158
STS-106,397
STS-78,353
Gemini 8,24
STS-51-J,185
17,475
STS-76,287
STS-84,361
STS-57,184
7,362
Salyut 7,183
STS­112,426
11,212
STS-123,473
STS-51-F,176
STS-113,428
Gemini 11,28
STS-91,197
51,426
STS-51-B,127
Gemini 10,17
STS-122,295
STS-115,398
Shenzhou 10,442
STS-119,491
STS-101,313
STS-125,494
STS-89,187
STS-51I,141
STS-39,248
14,454
STS-41D,145
STS-117,457
STS-91,382
STS-41 B,134
22,455
STS-57,298
STS-80,335
STS-69,290
23,514
STS-51D,148
24,518
Apollo 12,44
STS-117,373
STS-95,365
STS-100,392
5,354
STS-73,274
Salyut 6,84
STS-101,396
20,332
STS-64,237
STS-44,117
Soyuz TMA-6/TMA-5,418
STS-126,489
54,555
STS-2,104
STS-91,383
STS-26,119
Salyut 7,99
STS-8,125
STS-94,358
STS-39,246
31,526
STS­106,311
52,535
STS-112,306
STS-61C,199
STS-114,324
Skylab-2,60
Soyuz T­8,110
STS-59,244
Apollo 10,17
12,208
STS-41,219
STS-51,302
STS-107,374
STS-61-C,196
53,491
STS-57,270
STS-7,122
STS-88,192
STS-95,385
STS-127,500
Soyuz 38,85
STS-36,230
STS-63,298
STS-37,170
STS-133,505
STS-120,323
STS-125,497
STS-43,215
STS-103,271
STS-50,219
55,497
STS-112,424
Apollo 13,46
STS-121,425
STS-115,341
2,308
Soyuz 28,87
STS-90,378
Salyut 7,100
17,320
STS-131,517
STS-61C,198
STS-72,344
STS-115,448
STS-119,404
57,559
STS-109,377
49,551
STS-32,227
23,356
STS-123,382
STS-58,215
STS-116,450
Shenzhou 9,485
STS-55,170
STS-51-F,175
STS-96,390
STS-114,349
Soyuz 4,34
STS-131,515
STS-70,331
STS-33,117
29,525
24,118
STS-93,146
STS-51-B,112
40,506
STS-48,158
13,363
STS-58,161
STS-94,315
STS-60,309
11,404
STS-51-A,119
STS-101,262
STS-57,296
STS-82,218
STS-51-J,184
STS-39,144
STS-9,129
Soyuz TM-24/23,355
Soyuz 14,71
34,501
48,549
STS-49,273
Apollo 17,58
STS-35,180
55,537
18,328
