Index,genres,imdb_score
2456, Drama,6.7
2927, Drama,6.5
600, Adventure,6.4
3371, Romance,6.1
882, Sci-Fi,5.5
1882, Sci-Fi,7.0
1162, Thriller,6.3
1632, Family,5.1
2312, Sport,7.2
134,Comedy,6.2
999, Crime,6.3
441,Action,7.0
4978,Comedy,5.6
2157,Comedy,5.5
770, Crime,6.7
3702, Horror,4.4
1837, Comedy,6.0
365,Action,7.6
1708, Mystery,6.8
275, Drama,7.2
0, Fantasy,7.9
2118,Drama,7.8
410,Comedy,6.6
736, Drama,7.6
2325, Comedy,4.5
129, Thriller,6.7
3498, Horror,6.2
4737, Music,6.5
2132, Thriller,5.9
886, Crime,6.4
719, Drama,8.1
2522, Crime,3.0
2517,Comedy,5.5
3392,Comedy,5.4
2859,Comedy,7.8
2419,Action,5.3
863,Comedy,6.0
3288, Horror,6.5
2359,Comedy,5.9
1840, Western,7.5
2784, Crime,5.7
629, Fantasy,4.2
334, Romance,6.9
1915, Family,6.6
3065, Romance,5.1
4567,Comedy,7.0
1018,Drama,6.0
2919, Comedy,7.9
1805, Drama,7.8
562, Thriller,7.2
2873,Adventure,5.6
1667, Animation,7.1
2951, Thriller,7.0
627, Mystery,4.2
114, Mystery,7.5
1594, Drama,7.2
940, Fantasy,7.6
1841,Drama,6.6
677,Comedy,6.7
315,Adventure,7.1
4915, Documentary,7.7
1519, Thriller,5.3
4532, Horror,6.8
3092, Comedy,6.9
1273, Musical,7.0
3663, Romance,6.9
207, Sci-Fi,6.7
4565, Drama,7.2
2848, Thriller,6.8
2272,Action,6.1
1765, Adventure,6.8
4659, Mystery,8.4
3224,Comedy,7.3
1912,Adventure,5.2
1132,Drama,6.4
1845, Thriller,6.2
150, Comedy,5.5
25, Drama,7.2
478, Comedy,6.7
2478, Musical,6.2
2769, Family,6.9
2198, Comedy,6.2
2337, Romance,6.4
4570,Drama,7.2
3932,Adventure,4.8
3998, Romance,6.1
1903, Drama,8.7
1567, Comedy,6.9
3952,Biography,5.8
1038,Crime,7.6
1631, Adventure,5.4
1402, Thriller,6.7
2862,Drama,6.5
240, Fantasy,6.5
3585, Fantasy,7.8
410, Romance,6.6
325, Thriller,6.3
163, Fantasy,5.5
3345, Music,6.5
216, Thriller,6.7
3059, History,7.7
3628,Comedy,5.8
4449,Animation,7.7
1295,Adventure,7.8
1656, Sci-Fi,6.6
47, Sci-Fi,8.0
403, Family,7.1
388, Thriller,6.7
2611,Drama,7.8
3281, Adventure,7.0
1626, Romance,6.1
1441,Action,6.7
164, Adventure,5.0
1249, Drama,6.0
2430,Comedy,6.7
4107, Thriller,6.1
1812,Crime,7.8
614, Adventure,5.2
4649,Action,6.5
174, Romance,5.5
523, Sci-Fi,6.5
220, Thriller,6.1
4264, Drama,7.2
1419, Horror,5.8
1900, Drama,6.8
3080, Sci-Fi,7.9
2747, Fantasy,5.9
3565, Drama,7.7
997, Fantasy,6.5
2598,Action,6.6
3672, Romance,6.6
2911, Thriller,6.7
3917, Fantasy,4.7
393, Sport,7.3
1283,Action,6.4
695, Comedy,6.2
1611, War,7.5
509, Animation,8.5
1877, Fantasy,4.9
2261,Action,5.8
3028, Musical,4.5
4851, Thriller,6.4
2653, Drama,7.8
2630, Drama,7.1
2762,Drama,8.0
3104,Comedy,7.0
1738,Adventure,5.8
291,Action,7.2
4642, Drama,7.1
953, Romance,7.4
2511,Comedy,3.1
1010, War,6.7
1909, Drama,6.5
1661,Comedy,6.1
3291, Thriller,7.0
2425, Drama,8.3
3893, Horror,5.6
2282, Horror,7.2
4403, Biography,6.8
3508, Biography,6.5
409, Thriller,7.3
2099,Drama,6.0
2037, Family,5.2
2070, Thriller,6.0
2974, Drama,7.6
4586, Documentary,7.7
1701, Fantasy,5.5
2995, Romance,7.5
3115, Horror,6.1
657, Family,5.5
1468, Sport,7.1
1387, Crime,5.7
2990, Horror,7.1
3906,Drama,8.0
4452, Comedy,6.6
2844,Comedy,6.1
348, History,6.0
3780, Drama,6.8
3662, Sport,6.7
2149,Drama,6.7
1741,Comedy,5.3
1345, Romance,6.9
2758,Drama,7.5
1304, Fantasy,5.9
2439, Thriller,6.1
4184, Sci-Fi,4.6
1277,Action,4.7
2681, Thriller,6.0
2560,Drama,7.2
1152, Fantasy,6.5
2898, Romance,8.0
3876, Family,7.6
3013,Action,5.6
3345, Romance,6.5
1362, Drama,5.2
755,Drama,6.1
572, Fantasy,4.6
681, Thriller,6.2
3080,Family,7.9
2991, Romance,7.0
825, Adventure,5.9
319, Fantasy,2.2
2316,Action,7.0
718, Thriller,6.3
26,Drama,7.7
520, Adventure,5.8
2556,Adventure,5.9
759,Action,5.4
323, Family,7.2
2109,Action,6.5
1214, Thriller,6.6
1094, Romance,7.7
3465,Action,6.7
3133, Mystery,4.7
4128, Family,6.5
4631, Thriller,7.0
3124, Comedy,5.8
2092, History,5.6
1140, Thriller,7.5
2176, Romance,4.4
2271,Comedy,6.0
2555,Drama,4.8
3781, Crime,7.0
3567, Thriller,7.4
3235,Comedy,5.5
1439, Crime,6.2
342, Thriller,5.7
2875,Comedy,5.9
2908,Drama,6.7
1008,Action,8.0
1018, Mystery,6.0
2639, Drama,5.4
3583, War,7.5
938,Comedy,6.4
2061, Fantasy,5.4
2970, Thriller,8.4
3564, Thriller,3.6
616, Horror,6.4
2948,Crime,7.4
3985,Comedy,7.8
2493,Action,7.9
415, Comedy,6.7
2173, Romance,5.8
3434, Family,7.4
2373, Animation,8.6
1627,Comedy,7.7
1618, Romance,6.3
2764, Romance,6.9
2659, Romance,7.2
3023,Comedy,7.2
4569,Adventure,6.4
285, Mystery,7.4
1085, Drama,7.7
3403, Drama,7.2
4603, Sci-Fi,6.9
4027, Drama,6.5
605, War,6.1
154, Family,7.2
1674,Drama,7.0
2337, Drama,6.4
1015, Thriller,5.8
3460, Crime,7.2
1690,Drama,7.3
1564, Fantasy,3.6
380, Comedy,6.9
3591,Comedy,6.9
184, Adventure,7.6
1763,Mystery,7.3
531, Drama,6.7
4860,Mystery,7.3
1355, Thriller,6.1
1121, Musical,6.4
2136,Drama,6.3
4386, Romance,6.9
2287,Comedy,7.4
397,Animation,6.5
2566, Crime,5.6
1898, Drama,7.8
2668, Thriller,5.5
2885,Action,5.1
1080, Thriller,6.7
4000, Mystery,8.2
4399, Mystery,5.4
4284,Animation,8.0
1825, Thriller,6.7
3056, Horror,7.6
385,Comedy,6.8
369, Family,5.0
29, Thriller,7.0
97,Action,8.8
830, Crime,6.3
4353, History,7.8
945, Drama,6.0
3559, Thriller,7.1
3046, Sci-Fi,5.5
4655,Drama,5.6
209, Family,6.4
904, Thriller,5.5
3162, Romance,6.5
4084, Horror,6.5
3767, Crime,6.4
3697,Horror,6.6
1581,Crime,7.3
1889,Comedy,4.6
72, Adventure,5.2
2479, Family,6.5
892, Sci-Fi,6.7
1241,Drama,6.8
496, Comedy,5.7
541, Family,6.0
2558, Comedy,7.9
257,Biography,7.5
370, Thriller,7.1
586,Adventure,6.0
123, Thriller,6.7
2045,Drama,5.1
173,Action,7.4
1361,Crime,6.4
478, Family,6.7
1491,Action,4.8
758,Action,5.3
12, Adventure,6.7
280, Thriller,6.9
39, Fantasy,6.7
698,Adventure,6.6
2177, Romance,7.9
2421, Family,7.1
743, Crime,4.4
2065,Action,5.8
4569, Horror,6.4
1424, Family,6.3
313, Fantasy,3.3
1525, Thriller,5.5
236,Action,7.6
2496, Thriller,6.7
2697,Action,5.4
1640, Thriller,6.6
998, Thriller,6.1
4475,Horror,6.1
825, History,5.9
1677, Mystery,6.2
385, Sci-Fi,6.8
2106,Crime,5.8
3477, Drama,7.5
2877,Drama,6.8
1722, Crime,7.5
1416, Mystery,8.3
412, Comedy,6.2
2823,Comedy,5.1
3186, Biography,7.3
603, Thriller,6.2
2451, Biography,7.3
2481, Crime,6.3
871, Sci-Fi,5.7
2129, Thriller,7.2
2976,Sci-Fi,6.4
152, Mystery,6.1
216,Action,6.7
752, Family,7.0
2220,Horror,3.9
2680, War,7.6
1615,Action,7.4
2847,Action,6.1
861,Action,6.6
3177, Family,5.8
1938, Comedy,4.8
181, Comedy,7.2
54,Action,6.2
1381,Comedy,7.0
3724,Drama,7.2
3622,Comedy,5.3
1112, Sci-Fi,6.6
3687,Action,5.3
2133, Fantasy,7.8
2792, War,6.9
3311, Drama,6.6
2337, Adventure,6.4
4891,Drama,7.0
2993,Comedy,7.1
1975, History,6.9
1644, Thriller,7.6
78, Animation,8.3
2792,Comedy,6.9
2031, Drama,6.3
3104, Sport,7.0
1375, Comedy,5.6
1174, Fantasy,6.3
4103, Documentary,6.6
287, Thriller,5.7
192, Thriller,6.4
3879,Adventure,5.8
1531,Crime,5.3
2836, Sci-Fi,6.2
936, Sci-Fi,7.1
2963, Thriller,7.0
2617, Family,6.2
19, Adventure,6.8
817, Romance,6.7
4406,Comedy,7.4
1141, Adventure,6.4
1151,Drama,6.8
79,Adventure,7.8
3533,Comedy,6.0
1677, Thriller,6.2
2747,Comedy,5.9
815,Adventure,6.4
2736,Crime,6.8
103,Adventure,6.6
768,Action,5.0
2598, Crime,6.6
2458,Biography,7.1
4594,Horror,6.4
2980,Comedy,6.3
662,Comedy,6.6
1321, War,6.9
13, Adventure,7.3
3876,Drama,7.6
3549, Horror,5.6
275, War,7.2
3670, Romance,5.6
726, Animation,6.6
2681,Action,6.0
1385,Comedy,6.4
933, Romance,6.7
748,Comedy,6.1
4751,Comedy,5.8
2471, Thriller,6.7
771,Adventure,4.9
2416, History,7.6
1784,Comedy,6.7
2787, Mystery,5.0
104,Action,6.1
184,Action,7.6
844, Romance,6.3
693, Drama,7.1
3144, Romance,6.5
89,Action,7.9
966, Fantasy,6.1
4104, Drama,5.4
3475, Drama,5.7
1391,Drama,6.8
3605, Romance,6.8
2081,Drama,7.0
1485, Music,6.7
681,Action,6.2
877, Mystery,7.8
1673, Drama,6.9
2806, Drama,6.7
4783,Comedy,7.1
4857,Comedy,6.6
225,Action,7.1
839, Romance,6.6
311, Sci-Fi,7.5
1042, Mystery,6.7
3577,Biography,7.6
3364, Music,3.5
769, Sci-Fi,6.2
1575, Romance,7.2
301, Fantasy,5.1
1368, Sport,7.7
3280, Romance,8.0
1160, Romance,7.0
76,Action,6.1
2737, Drama,6.4
853, Thriller,6.0
475, Thriller,5.1
3235, Drama,5.5
2131, Romance,6.3
805,Adventure,6.1
727,Comedy,5.5
338, Comedy,8.2
688, Fantasy,5.1
1064, Romance,6.3
2141,Action,6.6
3631, Romance,7.0
162, Adventure,7.9
4007, Fantasy,7.0
3931,Documentary,8.5
3167, Comedy,5.5
578, Drama,7.1
3112, Thriller,6.0
1062,Adventure,4.5
332, Adventure,7.7
1846,Adventure,7.8
966,Action,6.1
1526,Action,5.1
1577, Thriller,6.3
2721, Crime,7.6
334,Adventure,6.9
3624,Comedy,7.8
802,Adventure,4.9
3861, Sport,6.5
1360, Thriller,6.4
3669, Drama,7.2
1328,Action,7.6
45, Crime,7.2
2221,Crime,6.1
2199, Romance,6.2
2858, Sci-Fi,7.7
3503, Romance,6.2
2085, Family,6.2
148, Family,6.9
4581, Drama,7.4
938, Romance,6.4
4275, Romance,6.1
742, Thriller,6.6
1890, Family,6.1
2660, Crime,7.4
3032, Music,6.8
1788,Comedy,6.1
179,Adventure,8.1
143, Family,5.4
3748, Sci-Fi,5.2
271, Adventure,5.8
3540,Western,7.3
2069, Romance,7.2
181, Family,7.2
693,Adventure,7.1
18, Fantasy,6.7
2493, History,7.9
4114, Romance,5.3
2725,Comedy,6.3
2437,Comedy,6.5
2943, Musical,7.7
2522,Adventure,3.0
3024, Fantasy,8.7
4583,Comedy,6.1
4424,Comedy,6.2
3922, Drama,7.1
545,Drama,7.6
4157, Musical,8.1
2260,Drama,7.7
3200,Adventure,5.2
560, Fantasy,4.7
1141,Action,6.4
1338, Drama,7.4
2358, Mystery,6.8
1743, Drama,7.5
2510, Thriller,4.8
4363,Drama,7.3
80, Adventure,7.0
2852, Family,2.5
1369,Crime,7.6
1405, Adventure,5.4
1051, Music,6.5
54, Adventure,6.2
859,Action,6.3
281,Comedy,4.4
2172, Drama,7.1
2666,Drama,7.9
2905, Romance,7.4
742,Drama,6.6
299, Thriller,6.7
32, Sci-Fi,7.2
3062, Romance,6.2
368, Sci-Fi,6.8
4120,Comedy,7.4
2683, Thriller,6.8
797, Adventure,6.6
1070, Fantasy,6.8
4353, Thriller,7.8
1603, Mystery,8.0
2161, Thriller,5.7
2209,Crime,6.6
1699, History,6.7
4259, Thriller,8.5
3408, Fantasy,7.7
3423, Animation,8.1
1631,Action,5.4
636,Adventure,7.2
644,Action,6.2
796, Thriller,5.6
3359, Family,8.0
3681, Drama,4.9
1113,Drama,7.4
814, Drama,7.3
3145, Comedy,6.2
2168, Thriller,5.8
1941,Drama,7.3
4277, Thriller,7.0
734, Sport,6.8
3491, Crime,7.3
3701,Horror,5.8
1651, Romance,7.6
104, Fantasy,6.1
493, Drama,5.8
1120, Mystery,6.8
2631, Family,5.3
1907,Action,6.7
323,Adventure,7.2
3328,Crime,6.5
3037, Romance,7.4
635,Comedy,6.4
1650, Sport,5.6
3884,Crime,7.3
722, Crime,6.7
1073, Family,4.8
1589, Crime,7.2
2198, Sci-Fi,6.2
4676,Action,6.9
170, Adventure,6.4
630, Drama,6.4
864,Action,6.6
2976, Thriller,6.4
61, Drama,6.8
1610, Romance,6.6
970, War,7.4
1855, Romance,6.0
4475, Thriller,6.1
270, Fantasy,8.8
3684,Comedy,6.1
3599, Musical,5.8
723, Family,5.2
1076, Romance,6.2
60,Action,5.8
1200, Mystery,5.5
429, Romance,6.4
1111, Family,5.9
170, Fantasy,6.4
1137, Thriller,7.7
252, Adventure,6.5
88,Action,6.5
233, Drama,5.3
1531, Mystery,5.3
1642,Animation,7.4
2055,Drama,7.1
2074, Romance,6.2
2482,Drama,4.4
43, Family,8.3
1696, Romance,5.6
2450,Drama,6.9
4896, Drama,7.4
3413, Musical,5.6
113,Action,5.5
668, Thriller,6.0
3199,Horror,4.8
1644, Drama,7.6
89, Sci-Fi,7.9
1525, Drama,5.5
3664,Action,2.1
1423, History,7.2
2533, Thriller,7.6
3911, Romance,7.0
2896,Biography,7.3
1322,Comedy,7.3
1291,Action,5.9
2184, History,7.5
4750,Comedy,6.2
1192, Thriller,7.4
83, Sci-Fi,7.6
1308, Thriller,4.7
3700,Horror,6.9
4446,Action,7.0
4003, Thriller,7.8
236, Sci-Fi,7.6
2527, Thriller,5.5
3949, Drama,7.7
2049, Romance,7.2
1299, Crime,4.8
2644, History,8.4
158, Drama,7.7
2405, Family,6.6
1082,Action,6.9
748, Crime,6.1
2052, Drama,6.8
3179,Biography,8.0
413, Mystery,6.7
2305, Thriller,5.6
3005, Romance,7.1
397, Comedy,6.5
1333, Comedy,7.0
3485, Thriller,7.2
292,Action,6.4
765,Adventure,6.8
1646, Thriller,6.6
187,Adventure,5.5
3575, Sci-Fi,8.1
3456, Drama,8.0
2415,Drama,7.3
3703, Fantasy,6.6
1169, Sci-Fi,4.0
3013, War,5.6
1511, Thriller,6.8
4057,Drama,7.4
3214, Romance,6.7
2114, Romance,6.2
1646,Horror,6.6
1038, Thriller,7.6
1250,Action,4.7
384, Comedy,7.0
387, Drama,6.1
2494, Fantasy,5.1
4255, Comedy,7.6
424,Action,7.5
716,Action,7.9
712,Crime,8.5
1882, Adventure,7.0
4501,Comedy,6.1
2689,Drama,7.0
1639, Drama,6.5
1332, Crime,6.7
1373,Action,8.1
3615, Drama,7.4
1079, Thriller,6.5
2103, Drama,6.6
492,Drama,7.3
807, Comedy,5.5
2956, Romance,5.3
4829,Comedy,6.9
373, Drama,7.1
220,Action,6.1
4298, Sci-Fi,6.7
3767, Drama,6.4
3210, Thriller,6.7
3337, Drama,7.3
19,Action,6.8
325,Action,6.3
3286,Fantasy,6.5
3163, Romance,7.0
3741, Horror,8.0
69, Sci-Fi,7.9
3572, Romance,7.2
3902, Thriller,7.3
2112, Thriller,3.9
1742,Comedy,5.3
614, Horror,5.2
2016, Romance,7.7
4515,Comedy,6.8
2756, Drama,5.7
606, Drama,7.6
583, Animation,7.2
883, History,6.3
557, Thriller,5.3
3511, Sport,6.8
1873, Drama,6.1
672,Comedy,5.2
1374,Drama,8.0
4401, Thriller,7.4
960, Drama,8.2
1284, Fantasy,6.2
1000, Thriller,6.2
2322, Romance,7.5
1962, Thriller,4.8
2807, Mystery,3.9
792, Romance,6.7
493, Thriller,5.8
2233, Romance,5.3
1419,Action,5.8
953, Drama,7.4
1405, Sci-Fi,5.4
2565, Horror,5.1
1119, Sci-Fi,5.4
2509, Drama,7.5
605,Drama,6.1
2163,Horror,7.5
3392, Drama,5.4
881, History,6.9
2518, Sci-Fi,3.6
3134, Sci-Fi,5.9
2843, Drama,7.3
2166, Thriller,6.9
3740, Comedy,7.7
4157,Adventure,8.1
372,Action,5.6
240, Sci-Fi,6.5
222,Action,5.6
4662, Romance,7.2
425, Thriller,5.4
1976, Adventure,7.3
761,Biography,6.6
1775, Family,6.2
3990, Horror,6.0
549, Romance,6.5
4375, Drama,7.8
1908, Drama,7.8
1780, Thriller,6.9
3990,Comedy,6.0
2957, Mystery,6.4
3757, Sci-Fi,5.9
3065, Drama,5.1
2310, Thriller,6.5
1330, Sci-Fi,7.1
646, Sci-Fi,7.0
2807,Drama,3.9
1168, Crime,6.1
1187, Mystery,6.4
1415,Drama,7.4
1576, Thriller,7.3
1219,Adventure,6.1
2179,Comedy,4.8
675,Action,5.9
2926,Crime,7.4
3146, Horror,7.1
4184,Horror,4.6
245, Adventure,5.9
483, Thriller,6.5
4284, Documentary,8.0
2858, Thriller,7.7
3028, Drama,4.5
90, Animation,7.8
4862,Animation,7.0
370,Drama,7.1
2614, War,8.1
2223, Romance,8.3
4401, Horror,7.4
2172, Family,7.1
3236, Romance,5.9
3738,Crime,5.3
2531,Comedy,6.8
993,Drama,6.5
4979,Comedy,5.6
2998, Romance,6.8
3781,Biography,7.0
1022, Thriller,6.8
2705, Drama,6.6
2849,Sci-Fi,7.7
785,Action,6.1
86, Adventure,7.8
46, Sci-Fi,7.0
1816, Thriller,7.7
767, Fantasy,7.8
2573, Sci-Fi,7.0
1982, Romance,4.9
1655, Crime,7.6
2310, Drama,6.5
4278, Drama,5.3
1162, Drama,6.3
188, Sci-Fi,6.7
1582, Sci-Fi,5.5
1155,Comedy,7.0
1883, Family,6.0
3382,Drama,7.0
1809, Music,5.7
3359, Romance,8.0
2920, Mystery,5.9
1342, Comedy,5.1
2283, Family,4.3
4175, Sci-Fi,7.2
2428, Drama,5.0
473, Family,7.0
1962,Horror,4.8
2382, Music,5.7
1777,Sci-Fi,8.2
89, Adventure,7.9
550, Family,6.6
480, Fantasy,7.3
4200,Documentary,7.6
4195, Crime,7.1
499,Action,6.0
3276,Drama,6.9
961,Action,6.2
3281, Thriller,7.0
457,Crime,7.7
1299, Family,4.8
1588, Animation,8.3
1892, Biography,7.8
230, Adventure,6.7
3621,Comedy,6.7
3678, Drama,6.7
4072,Comedy,7.2
1069, Drama,6.6
1621, Thriller,6.9
3151,Comedy,5.9
2092, Drama,5.6
2583, War,6.7
720, Animation,7.0
762, Drama,5.9
210,Action,7.5
4155,Comedy,8.3
2291, Musical,6.8
1001, Romance,5.9
1114, Romance,7.3
959,Action,5.7
2671, Mystery,4.1
3197,Comedy,3.3
852, Mystery,6.2
677, Drama,6.7
2928, Romance,6.5
511, Comedy,6.5
812, Adventure,8.1
2877, Sport,6.8
2983, Musical,2.1
1548,Biography,7.2
2435,Biography,7.2
1113, Musical,7.4
3779,Drama,7.7
462, Drama,7.2
4792, Thriller,7.1
4219,Drama,3.9
152, Adventure,6.1
1813, History,7.9
2232, Romance,6.8
5033, Sci-Fi,7.0
1812, Thriller,7.8
619, Thriller,6.5
1907, Comedy,6.7
728,Action,5.9
4828, Mystery,6.6
2568, Mystery,3.1
798,Action,6.9
675, Horror,5.9
506, History,5.6
1151, Mystery,6.8
1081, Comedy,7.4
2688, Romance,6.2
48, Adventure,7.8
245, Sci-Fi,5.9
277, Family,7.1
1036, Mystery,6.3
2622, Drama,7.3
102, Sci-Fi,7.8
56, Animation,7.2
764, Drama,7.2
107, Fantasy,6.1
93, Fantasy,8.2
2684,Comedy,4.5
1469, Mystery,5.0
868, Thriller,7.3
2549,Drama,5.4
2951,Horror,7.0
2333, Romance,5.3
566, Thriller,6.0
2930, Thriller,7.5
2004, Drama,7.8
180, Comedy,6.5
202, Fantasy,7.5
1389, Romance,5.4
1033,Action,3.7
191,Action,6.7
1593, Adventure,7.6
2603, Romance,7.4
1049,Comedy,6.4
2154,Drama,7.7
2945, Drama,7.4
4708, History,8.1
3054,Biography,7.3
3819,Comedy,7.4
1551, Crime,4.4
3204,Comedy,5.7
3637, Romance,6.7
1042, Thriller,6.7
2878, Romance,5.7
756, Family,6.1
1369, Drama,7.6
1458,Comedy,6.6
30, Thriller,7.8
3826, Thriller,6.7
554, Drama,6.1
1915,Comedy,6.6
1120, Thriller,6.8
478,Animation,6.7
1351, Comedy,4.4
2880, Romance,6.3
2003,Drama,6.8
2835, Thriller,8.0
4893, Sci-Fi,6.7
1882,Action,7.0
539, Drama,5.9
3162, Thriller,6.5
4710,Action,5.6
2169, Mystery,7.0
304, Family,6.7
3688,Comedy,5.0
1657,Comedy,6.9
1783,Comedy,5.3
4567, Sport,7.0
3533, Crime,6.0
1619, Drama,7.2
352, Family,7.3
827, Thriller,7.5
85, Fantasy,6.3
1550,Comedy,5.6
2227, Family,5.9
963, Animation,6.6
2792, Drama,6.9
4216, Drama,7.7
2598, Drama,6.6
2402, Drama,7.1
16, Fantasy,6.6
2648, Romance,6.1
1591,Drama,6.5
1632,Comedy,5.1
1986,Action,5.8
4587,Documentary,7.3
1342,Action,5.1
3366, Music,6.5
4333, Fantasy,5.7
1912, Family,5.2
354,Action,6.8
2578,Comedy,6.8
2791,Comedy,6.0
310, War,7.2
2550,Comedy,3.3
108, Fantasy,7.3
2020, Thriller,5.3
31,Action,7.3
3133,Horror,4.7
1701,Drama,5.5
928, Thriller,7.1
1904, Crime,5.0
268, Sci-Fi,6.7
4184, Mystery,4.6
957, Drama,6.6
1395, Comedy,4.5
584,Comedy,5.5
1496,Adventure,7.4
355, Comedy,6.6
2162, Family,3.7
1490,Drama,6.7
74,Comedy,5.4
2365,Comedy,4.1
4277, Drama,7.0
2867,Comedy,6.4
1704, Thriller,4.8
2738, Drama,6.9
2131,Comedy,6.3
651, Animation,7.6
3550, War,8.2
1854,Comedy,5.7
1371,Comedy,7.0
4921, Family,8.5
1822,Crime,5.9
322,Action,6.9
466, Sport,6.3
3784, Music,7.1
666, Thriller,6.0
1961, Romance,4.7
4490, Romance,7.4
715, Thriller,8.1
553, History,6.7
1899,Comedy,4.7
94,Action,6.4
1032,Action,5.5
353, Animation,7.9
2799,Drama,7.0
3380, Crime,6.7
369, Fantasy,5.0
2208, Thriller,4.8
4094, Horror,5.3
701, Crime,4.3
2795,Comedy,6.9
1686,Action,5.3
2652,Biography,7.6
1853,Action,4.5
1647, Fantasy,7.2
4095,Comedy,5.3
1204, Drama,7.0
2276, History,6.3
3038, Drama,7.6
1343,Action,6.6
2011, Thriller,5.3
1668, Thriller,7.1
1874, Drama,8.9
2619, Thriller,7.9
867, Musical,6.3
1581, Thriller,7.3
3719,Drama,7.7
3054, History,7.3
1214, Mystery,6.6
472, Animation,4.6
895,Crime,7.6
1323, War,7.1
792,Adventure,6.7
859, Thriller,6.3
1764,Comedy,6.6
2614, Drama,8.1
2600, Comedy,7.3
2188, Musical,6.3
2214,Horror,5.5
486, Fantasy,5.3
1642, Musical,7.4
2830, Romance,8.1
1123, Adventure,4.9
626, Adventure,6.1
2341, Drama,5.5
29, Adventure,7.0
4830,Comedy,7.1
1767, Crime,5.8
2914, Drama,8.1
