pop,name
42742,"SoHo,  Little Italy,  Civic Center,  TriBeCa"
42940," Bergen Beach, Georgetown,  Marine Park,  Mill Basin"
43383,Central Harlem South
43423,East Tremont
43583," Wakefield, Woodlawn"
43712," Throgs Neck,  Edgewater Park, Schuylerville"
43752,"Co,  Op City"
43808,"Bayside,  Bayside Hills"
43846,Woodside
44136,East Village
44167," Edgewater Park, Schuylerville,  Throgs Neck"
44316,Homecrest
44371," Bayside Hills, Bayside"
45099,Woodside
45231," Mill Basin,  Marine Park,  Bergen Beach, Georgetown"
45679,Homecrest
45774,"North Side,  South Side"
45884,Clinton
46746,"Marble Hill,  Inwood"
47156,North Corona
47534,Steinway
47844,Chinatown
48344,"Far Rockaway,  Bayswater"
48419," Kips Bay, Murray Hill"
48520,Hamilton Heights
48593,St. Albans
48961,"Cypress Hills,  City Line"
49030," Port Morris, Mott Haven"
49087,"Marble Hill,  Inwood"
49223," City Line, Cypress Hills"
49737,"Turtle Bay,  East Midtown"
50046,St. Albans
50058," Bayswater, Far Rockaway"
50100,Van Cortlandt Village
50355,"East Flatbush,  Farragut"
50555,Hamilton Heights
50607,Van Cortlandt Village
50742," Kips Bay, Murray Hill"
50753,"Soundview,  Clason Point,  Harding Park,  Castle Hill"
51231," East Midtown, Turtle Bay"
51739,Murray Hill
51807,Mount Hope
51849,Jamaica
52037,North Corona
52082,Corona
52312,Sunset Park West
52375,Chinatown
52413," Port Morris, Mott Haven"
52504,Queens Village
52649,Mount Hope
52835,Midwood
53009,Murray Hill
53604,Steinway
53686," Harding Park,  Castle Hill,  Clason Point, Soundview"
53751,Jamaica
54041,Sunset Park West
54149,Woodhaven
54188,"University Heights,  Morris Heights"
54208,Morningside Heights
54335,"University Heights,  Morris Heights"
54415," Fordham North, Bedford Park"
55239,Lincoln Square
55326,"Rugby,  Remsen Village"
55329," Fordham North, Bedford Park"
55440,Midwood
55839," Flat Iron,  Chelsea,  Union Square, Hudson Yards"
55929,Morningside Heights
56033,"East Flatbush,  Farragut"
56093,Bushwick North
56674,Woodhaven
56899,East Harlem South
57138,Bushwick North
57148,East Harlem North
57420," Olinville, Williamsbridge"
57658,Corona
57704,Queens Village
57902,East Harlem South
57934,"Rugby,  Remsen Village"
58019,East Harlem North
58300,Brownsville
58566,Bensonhurst East
58961,"East Concourse,  Concourse Village"
59099,Brownsville
59227,Bedford
61207,"Upper East Side,  Carnegie Hill"
61321,"Williamsbridge,  Olinville"
61489,Lincoln Square
61827,Stuyvesant Heights
61947," West Maspeth,  Sunnyside, Hunters Point"
62284," Concourse Village, East Concourse"
62978,Bensonhurst East
62982,Richmond Hill
62985,Richmond Hill
63271,"Hunters Point,  West Maspeth,  Sunnyside"
63504,Stuyvesant Heights
63664,"Upper East Side,  Carnegie Hill"
64518," Manhattn Bch,  Gerritsen Beach, Sheepshead Bay"
64596,"Sheepshead Bay,  Manhattn Bch,  Gerritsen Beach"
64617,Bushwick South
64762,Flatlands
66150,Sunset Park East
66726,Flatlands
66880,West Village
67136,Washington Heights North
67263,"Park Slope,  Gowanus"
67459," Wingate, Prospect Lefferts Gardens"
67649,"Park Slope,  Gowanus"
68483,West Village
69317,Ridgewood
69362,Flushing
69455,Ridgewood
70016," Polo Grounds, Central Harlem North"
70150," Union Square, Hudson Yards,  Flat Iron,  Chelsea"
70300," Wingate, Prospect Lefferts Gardens"
70713,Bedford
72008,Flushing
72101,Bushwick South
72258,Lower East Side
72340,Sunset Park East
72957,Lower East Side
73457,Washington Heights North
75282," Polo Grounds, Central Harlem North"
75878,South Ozone Park
76631,"Lenox Hill,  Roosevelt Island"
76768,Yorkville
77942,Yorkville
78793,Astoria
78906,South Ozone Park
79371,Bay Ridge
80539,Bay Ridge
80771," Roosevelt Island, Lenox Hill"
83275,East New York
83693,Canarsie
83728,Forest Hills
84438,Washington Heights South
84640,Bensonhurst West
85046,Forest Hills
85058,Canarsie
87972,Elmhurst
88427,Elmhurst
88727,Bensonhurst West
89122,Astoria
91958,East New York
93671,Washington Heights South
101055,Borough Park
103169,Crown Heights North
103462,Crown Heights North
105804,Flatbush
106357,Borough Park
108152,Jackson Heights
110875,Flatbush
113327,Jackson Heights
132378,Upper West Side
136954,Upper West Side
