Account Name,Contract Start Date,Membership Category,Website
"Atlantic Mills (Thailand) Co., Ltd and AMC Spinning Co., Ltd",42217.0,4,
BSB Spinning Mills Ltd,42491.0,7,
"Xiajin county tianrun textile co., Ltd",42430.0,7,
"Shandong Huajie Textile Co.,Ltd",42248.0,7,
Heinrich Otto K.-G.,42736.0,8,www.heinrichotto.com
Producer Organisation,,,
Suppliers and Manufacturers,,,
Yuyue Home Textile Co. Ltd.,41334.0,4,
"Xindadong Textiles(VIETNAM)Co.,Ltd",42064.0,7,
RMP Fab Sourcing Pvt Ltd,42309.0,6,
"Shandong Zhide Textile Company.,Ltd",42430.0,4,
Hebei  Hongrun  New  Type  Material Co.Ltd,42705.0,,www.ch-run.cn
Ensar Tekstil San. ve Tic. A.S.,41640.0,4,
Civil Society,,,
Suppliers and Manufacturers,,,
Mercury Fabrics Pvt. Ltd.,42217.0,6,
Civil Society,,,
Suppliers and Manufacturers,,,
Kamal Textile Mills Ltd.,41760.0,9,
Sri Jayajothi & Co Ltd,42491.0,7,
Idupulapadu Cotton Mills Pvt. Ltd.,41640.0,7,
Gillanders Arbuthnot & Co. Ltd,42248.0,7,
"Suwan Spinning & Weaving Co., Ltd.",42370.0,4,
Premier Tex Products Private Ltd.,41974.0,7,
Camay Garments Factory Ltd.,42644.0,9,
Erve Buying,42736.0,Sourcing Agent,www.erve.com
Mocotex S.A.,42036.0,11,
Al Karam Group,41306.0,4,
Sri Velayudhaswamy Spinning Mills Pvt Ltd.,42036.0,7,
Balsuyu Mensucat San. ve Tic. A.S.,41609.0,7,
Orta Anadolu Tic.ve San. Isletmesi T.A.S,40664.0,4,
Karacasu Tekstil,40848.0,7,
Artistic Denim Mills Ltd.,41000.0,4,
Reedisha Blended Yarn Ltd,42430.0,7,
"Gemma Knits (Thailand) Co., Ltd.",42705.0,6,
US Denim Mills Pvt. Ltd.,40725.0,6,
"Shandong Lichang Textile Science and Technology Co.,Ltd",41944.0,4,
S V Group,41913.0,7,
Zibo Luqun Textile Co. Ltd.,41760.0,7,
Soorty Enterprises (Pvt.) Ltd.,40878.0,4,
Associate Members,,,
Suppliers and Manufacturers,,,
Ramatex Pvt. Ltd.,41091.0,4,
Civil Society,,,
Suppliers and Manufacturers,,,
Mehmud Industries Pvt Ltd,42552.0,7,
Eurotex Industries & Exports Ltd,42064.0,12,
Jiangsu Liangji Group Co. Ltd.,41609.0,4,
DML World Trade Pvt Ltd,42705.0,12,www.dmlgroup.in
Sinha Spinning Group,42186.0,7,
Cetinkaya Mensucat San ve Tic A.S,42430.0,4,
RMT Textile Mills Ltd.,41883.0,7,
Bros Eastern,40756.0,7,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Square Corporation,42614.0,Non-lint Trader,www.square-corp.com
"Kyungbang Vietnam Co., Ltd",42675.0,7,Kyungbangvn.com
Alok Industries Ltd.,40878.0,4,
Shandong Pingyang Textile Co. Ltd.,41821.0,7,
Shujabad Weaving Mills Ltd,42095.0,6,
S. A. Aanandan Spinning Mills Pvt. Ltd.,41000.0,7,
"TongXiang YiDe Textile Co.,Ltd.",42644.0,,www.yidegroup.cn
"Kashion Industry Co., Ltd",42522.0,9,
PT Kahatex,41640.0,4,
"Fugou Chang Mao Textile Co., Ltd.",42370.0,4,
Meezan Enterprises Pvt. Ltd.,42705.0,12,
Eastman Exports Global Clothing,40878.0,4,
Kuk Il Vietnam Co. Ltd,42675.0,7,
AA Coarse Spun Ltd,42552.0,7,
"Sanyang textile co., LTD",42583.0,4,
Sutlej Textiles & Industries Ltd.,41974.0,7,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Alkas Spinning Mills Pvt Ltd,42736.0,7,
Sun Way International Trading Co. Ltd.,41730.0,10,
Saiham Textile Mills Ltd,42767.0,7,www.saihamtextile.com
Nishat Chunian Ltd.,40940.0,4,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Eastern Spinning Mills Ltd,42735.0,7,www.easterngroup-pk.com
Prabhu Spinning Mills Pvt. Ltd.,42036.0,7,
Gaotang Hongtai Textile Limited Company,42430.0,7,
Sichuan Zorluteks Yinhua Co. Ltd.,41730.0,4,
Civil Society,,,
Suppliers and Manufacturers,,,
Jiangsu Lugang Science & Technology Co. Ltd.,41640.0,4,
Nantong Tangsheng Textile Co. LTD,42614.0,4,
"An Hui Yu Hua Textile Co.,Ltd",42644.0,7,www.AHYHFZ.com
Gul Ahmed Textile Mills,40848.0,4,
Otto Stadtlander GmbH,42125.0,12,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Hebei Ningfang Group Co. Ltd.,41579.0,4,
Suraj Cotton Mills Limited,42217.0,4,
"Fujian Gelier  Printing & Dyeing Co., Ltd.",42186.0,4,
Crescent Bahuman Ltd.,40513.0,4,
SM Spinning Mills Ltd,42522.0,7,
Antonio de Almeida & Filhos Texteis SA,42705.0,7,www.moretextilegroup.com
Arik Bey Tekstil,41030.0,4,
Jeyavishnu Spintex Pvt Ltd,42736.0,7,
"Tah Tong Textile Co., Ltd.(Taiwan&Vietnam)",42430.0,7,
Civil Society,,,
Suppliers and Manufacturers,,,
Davas Tekstil Sanayi Ticaret A.S,42644.0,7,www.davastekstil.com
Sandipkumar Dharmendrakumar,42309.0,12,
Krishna Traders,42125.0,12,
Biteks Iplik Sanayi ve Ticaret A.S,42491.0,7,
Shiva Texyarn Ltd,42156.0,7,
"Yancheng Haicheng Cotton Industry Co.,Ltd",42186.0,7,
Filasa-Fiacao Armando Silva Antunes S.A.,42064.0,4,
GTN Group of Companies,40360.0,4,
Sarmangal Synthetics Pvt Ltd,42767.0,7,www.sarmangal.com
"Mundotextil - Industrial Texteis, SA",42644.0,5,http://www.mundotextil.pt/
Kyungbang Limited,42705.0,4,www.kyungbang.co.kr
"Weishi  Textile  Co.,Ltd.",42614.0,5,www.wshtex.com
Omax Cotspin,41091.0,7,
Premier Fine Linens Pvt Ltd,42767.0,Home Textiles,
Producer Organisation,,,
Civil Society,,,
Suppliers and Manufacturers,,,
Qingdao York Fashion Manufacture,41456.0,9,
JinYuan HengBo Group,42217.0,7,
"JiangSu GTIG Eastar Co,Ltd",42491.0,10,
Aarthi A1 Traders,41395.0,9,
Producer Organisation,,,
Suppliers and Manufacturers,,,
XPCC No.5 Cotton&Linen Corp,42156.0,12,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Damodar Industries Limited,41821.0,7,
Shanghai Lianfeng Textile & Garment Co. Ltd.,42064.0,4,
"DNM Textile for Spinning, Weaving and Dyeing",41487.0,4,
"Jiangsu Sinocot International Trade Co., Ltd",42064.0,12,
"Anhui Hanlian Textile co.,Ltd",42491.0,7,
Panther Textile Holding Co. Ltd. (Tat Fung Textile Co.),41579.0,4,
"Jiangsu Donghua Textile Co., Ltd",41974.0,7,
Asia Composite Mills Ltd,42309.0,7,
"Nanpi Huayu Cotton Industry Co.,Ltd",42248.0,7,
Marfani Denim Mills,41852.0,4,
Civil Society,,,
Suppliers and Manufacturers,,,
Compagnie Malienne pour le developpement des textiles (CMDT),41730.0,11,
Civil Society,,,
Suppliers and Manufacturers,,,
Mega Yarn Dyeing Mills Ltd,42614.0,6,www.megayarn.com
Chiem Patana Textiles Co. Ltd.,41760.0,4,
Organi Mark (Pty) Ltd,42675.0,12,www.organimark.co.za
Shahi Exports Pvt. Ltd.,41944.0,4,
Glossy Impex Pvt Ltd,42705.0,12,www.glossy.in
Polo Composite Knit Industry Ltd,42522.0,9,
Dalian Shenzhou Textiles Co. Ltd. Group,41030.0,7,
Arvind Ltd.,40513.0,4,
Ravv Tekstil,42156.0,9,
"Tianjin Tianfang Investment Holding Co.,Ltd",41913.0,4,
Impress-Newtex Composite Textiles Ltd,42339.0,5,
Producer Organisation,,,
Suppliers and Manufacturers,,,
"Jining Delong Textile Co.,Ltd",42095.0,4,
Bhuvneswari Cotspin India Pvt Ltd,42736.0,4,
Glencore Agriculture B.V.,42036.0,12,
Anandi Entreprises,40513.0,12,
Mafatlal Industries Ltd,40756.0,7,
NSL Textile Ltd.,40360.0,4,
Soktas Tekstil Sanayi ve Ticaret A.S.,42186.0,4,
"Wuxi JHT Homewares Co.,Ltd",41974.0,9,
Reedisha Spinning Ltd,42095.0,7,
Wuxi Jingwei Textile Technology Test Co. Ltd.,41579.0,7,
Prilla 2000 (Pty) Ltd.,42036.0,7,
"Silver Composite Textile Mills Ltd (Unit-3, Textile)",42522.0,6,
Aadhi Vinayaga Spinners,42736.0,7,
"Xiangshui Milan Textile Co.,Ltd",42339.0,7,
Agrograin Ltd Sucursal Uruguay,42552.0,12,
Nitin Spinners Limited,41791.0,7,
PT Sri Rejeki Isman,42675.0,4,
Fazal Group,41579.0,4,
"Tejidos Royo, S.L.",41456.0,5,www.royotextile.com
Changzhou Wujin Mahang Yarn-Dyed Fabric Co. Ltd.,41671.0,6,
Cotton Blossom (India) Pvt Ltd,42370.0,7,
SMM Textiles Ltd,42522.0,7,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Shree Siddhivinayak Cotspin Pvt Ltd,42705.0,7,www.sscotspin.com
Roytex S.A.,42705.0,4,www.liztex.com
Retailers and Brands,,,
Civil Society,,,
Suppliers and Manufacturers,,,
Erdem Tekstil,41579.0,7,
Sudiva Spinners Pvt. Ltd.,41579.0,7,
Dhancot Fibres Pvt. Ltd.,42522.0,12,
Yunus Textile Mills Ltd.,41821.0,7,
KAM International,41699.0,9,
Nagreeka Exports Ltd.,41030.0,7,
Sri Sankari Yarns Pvt. Ltd.,41730.0,7,
Gucbirligi Tekstil San. ve Tic. A.S.,41579.0,7,
Dong Guan Texwinca Textile& Garment  Ltd,42552.0,4,
"Saigon Joubo Textile Co., Ltd.",42614.0,4,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Sandhya Spinning Mill Ltd,42461.0,7,
N M Exports,42125.0,9,
Cocamar Cooperativa Agroindustrial,42767.0,7,www.cocamar.com.br
"Qingdao Jifa Shengbao Textile Co., Ltd",42125.0,7,
"ChangShu Cotton Textile Co.,Ltd",42491.0,4,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Hussain Textile Corporation,42309.0,10,
Celikaslan Tekstil San. ve Tic. A.S.,42309.0,7,
Armstrong Spinning Mills Pvt Ltd,42278.0,7,
Viswateja Spinning Mills Pvt Ltd,42552.0,7,
Amber Cotton Mills Ltd,42339.0,7,
Sunny Trexim Pvt Ltd,40940.0,12,
Kikani International Pvt Ltd,42461.0,10,
Pak Kuwait Textiles Limited,42614.0,7,
ETF Tekstil,40725.0,9,
"Kuk Il Spinning Co., Ltd",42705.0,7,
"Hubei Jinghua Textile Group Co.,Ltd",42430.0,7,
"Foshan Xindongpo Textile Co., Ltd",42522.0,7,
Prince Group,42614.0,7,
Ozone PB Spintex Ltd,41944.0,7,
Sadaqat Ltd.,40179.0,6,
Zaber & Zubair Fabrics Ltd.,41579.0,4,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Eastern Garments (Pvt.) Limited,42583.0,6,
Welspun India Limited,41821.0,4,
Oswal Woollen Mills Limited,42156.0,4,
Sharmanji Yarns Pvt. Ltd.,42186.0,7,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Yuli County Cotton & Linen Company,42095.0,12,
"Shaanxi Qinyuan Textile Co.,Ltd",42614.0,4,
Civil Society,,,
Suppliers and Manufacturers,,,
"Shandong Ruyi Technology Group Co., Ltd",41974.0,4,
Spintex Swaziland (Pty) Ltd.,42614.0,7,
Klopman International SRL,42491.0,6,
Sangeeth Textiles Pvt Ltd,42309.0,7,
Bezsan Tekstil San. Ve Tic. A.S,42795.0,4,www.bezsan.com
Tavex Europe S.L.,42430.0,4,
"Henan  Xinye Textile Co.,Ltd.",42278.0,4,
Aarvee Denims And Exports Limited,41974.0,7,
Gujarat Cotton Corporation,41821.0,12,
"Changzhou Jiekai Textile Co.,Ltd",42036.0,7,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
SAF Mensucat  San. ve Tic. A.S.,40909.0,4,
Hursan Havlu Uretim San. TIC.A.S.,41030.0,9,
Sri Vaarri Spinning Mills,41974.0,7,
Jiangsu Xinfang Science & Technology Group Co. Ltd.,41883.0,7,
Nafeesa Textiles Ltd.,42036.0,7,
Riaz Textile Mills Pvt. Ltd,42248.0,7,
Kaynak Iplik San Ve TIC A.S.,41883.0,4,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Sagar Manufacturers Pvt Ltd,42705.0,7,www.sagarmanufacturers.com
Kipas Mensucat,40544.0,4,
RSWM Group,41518.0,4,
"Zhejiang Lucky Bird Textile Co.,Ltd",41944.0,7,
"Alroubaia Textile Co. ""FOURTEX""",42736.0,7,www.sharabati-denim.com
Shahbaz Garments Pvt. Ltd.,42339.0,7,
Producer Organisation,,,
Suppliers and Manufacturers,,,
Anhui Huamao Textile Co. Ltd.,41671.0,4,
Raymond UCO Denim Pvt. Ltd.,41487.0,4,
Interloop Ltd.,41395.0,4,
Plexus,41122.0,12,
PT Argo Pantes TBK,42430.0,4,
Anadolu Iplik ve Tekstil FabrikalarÂ› Sanayi Anonim Sirketi,42430.0,7,
Saif Textile Mills,40787.0,7,
Besler Tekstil San. Tic. A.S,42370.0,7,
Fiasul Industria de Fios LTDA,,7,www.fiasul.com.br
Devcot S.A.,40940.0,12,
Veritas Tekstil Konf Paz San Tic A.S,42430.0,9,
"Siyu Group Co.,Ltd",42339.0,12,
Mr. Fabrics ( Pvt. ) LTD.,42430.0,6,
Aastha Spintex Pvt Ltd,42278.0,7,
Silteks Tekstil San Tic A.S,42370.0,7,
Ruchi Infrastructure Ltd.,42339.0,12,
HuNan LouXing Textile Ltd.,42522.0,7,
NRG Hometex Ltd.,42036.0,7,
"PiZhou Yinchao Textile Co.,Ltd",42491.0,4,
Jihua 3542 Textile Co. Ltd.,41760.0,4,
Umer Group,40664.0,4,
Prem Textiles International Pvt Ltd,42736.0,4,www.premtextiles.com
Israq Spinning Mills Ltd.,42125.0,7,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Theni Guru Krishna Textile Mills Pvt Ltd,42705.0,4,www.atktextiles.com
"FuQing HaiAn Shoes Materials CO.,Ltd.",42644.0,,
"Jiangsu Xin Nong Xin Textile Co., Ltd",42705.0,12,2014
Weiqiao Textile Co. Ltd.,41821.0,4,
"Tiong Liong Industrial Co., Ltd.",42430.0,6,
GRG Cotspin Pvt Ltd,42705.0,7,www.grggroup.in
DBL Group,41609.0,4,
Sri Jayakrishna Textiles,42491.0,7,
Akij Textile Mills Ltd,42278.0,4,
Retailers and Brands,,,
Cotton On Group,42552.0,3,www.cottonongroup.com.au
Suppliers and Manufacturers,,,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Chonbang Co, Ltd",42339.0,4,
Nantong Textile Group Co. Ltd.,41640.0,7,
"Black Peony Group Import &Export  Co.,Ltd.",42795.0,,www.blackpeony.com
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Producer Organisation,,,
Civil Society,,,
Suppliers and Manufacturers,,,
Modasan Tekstil San. ve Tic. A.S.,41730.0,7,
Jiangsu New Jinlan Textile Apparel Co. Ltd.,41579.0,4,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Societe de Developpement et des Fibres Textiles (SODEFITEX),41730.0,11,
Malwa Industries Ltd.,40787.0,4,
Sintex Industries Ltd (Yarn Division),42491.0,7,
"Ningbo Zhongxin Wool Textile Group Co.,Ltd",42036.0,7,
Bimeco Garnhandel,40575.0,10,
"Loeb & Company, Inc.",42614.0,12,
Viyellatex Group,40940.0,7,
"Jiangyin Haima fancy yarn Co., Ltd",42036.0,7,
Suryalakshmi Cotton Mills Ltd.,41640.0,7,
Avaneetha Textiles Pvt. Ltd.,42125.0,7,
Mambo Commodities,42036.0,12,
TCE Vina Denim Joint Stock Company,42401.0,6,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
"Yancheng Xue Er Textile co., Ltd",42491.0,7,
"Jihua 3509 Textile Co., Ltd",42705.0,,www.jihua3509.com1
Ugurlular Tekstil San Tic A.S,42186.0,7,
Palani Vijay Cottspin Pvt Ltd,42064.0,7,
Subarna Textile,42491.0,7,
Loyal Textile Mills Ltd.,41579.0,4,
Shandong Binzhou Nongxi Cotton Professional Cooperative,42461.0,12,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Sri Karpagam Mills India Pvt Ltd,42430.0,7,
Quality Textile Mills Ltd.,41640.0,7,
Civil Society,,,
Retailers and Brands,,,
HEMA B.V.,41974.0,3,www.hema.nl
Gap Inc.,42430.0,3,www.gapinc.com
Suppliers and Manufacturers,,,
PT Bitratex Industries,42491.0,7,
Loftex Industries Ltd.,42705.0,,www.loftex.com.cn
Bharat Cotton Factory,42705.0,12,
"Tongxiang Chengnan Silk Spinning Co.,Ltd",42217.0,7,
Bossa,40878.0,4,
Namoi Cotton Alliance,42186.0,12,
"JiangYin  BeiYe Textile Co.,Ltd",42156.0,7,
PT Indo-Rama Synthetics TBK.,42339.0,4,
Blue Line Project S.R.L.,41334.0,9,
"Tangshan Changliang Textile Co.,Ltd",42491.0,7,
Ayka Textile,41334.0,4,
His Tekstil Sanayi ve Ticaret Ltd Sti,42767.0,7,www.histekstil.com.tr
Engelhart CTP (Singapore) Pte Ltd,42036.0,12,
C.A. Textile Mills (Pvt) Ltd,41944.0,7,
"Dengzhou Yongtai Textile Co.,Ltd.",42370.0,4,
Internet Tekstil San. ve Tic. A.S.,41913.0,4,
Selcuk Iplik San. ve Tic. A.S.,42705.0,4,www.selcukgroup.com
Sadirlar Alliance Tekstil A.S,42736.0,6,www.satekstil.com.tr
Shristi Cotspin Pvt Ltd,42736.0,4,www.shristicotspinn.in
Zhangjiagang Free Trade Zone Changxin Techical Textile Co. Ltd.,41609.0,7,
Winsome Textile Industries Ltd.,40360.0,7,
Retailers and Brands,,,
Suppliers and Manufacturers,,,
Sunrise Textile Group,40878.0,4,
Tonrose Ltd,42614.0,9,www.tonrose.co.uk
Textiles Camones S. A.,42736.0,5,www.textilescamones.com
