imdb_id,revenue,cast
tt1482459,348840316,"Zac Efron,  Danny DeVito,  Taylor Swift,  Ed Helms,  Rob Riggle"
tt1486192,29657751,"John Cusack,  Luke Evans,  Alice Eve,  Brendan Gleeson,  Kevin McNally"
tt1496025,132400000,"Kate Beckinsale,  Stephen Rea,  Michael Ealy,  Theo James,  India Eisley"
tt1506999,33372606,"Gina Carano,  Ewan McGregor,  Michael Fassbender,  Bill Paxton,  Channing Tatum"
tt1524137,63100000,"Mark Wahlberg,  Kate Beckinsale,  Ben Foster,  Giovanni Ribisi,  J.K. Simmons"
tt1535438,114281051,"Meryl Streep,  Steve Carell,  Tommy Lee Jones,  Jean Smart,  Marin Ireland"
tt1547234,31083599,"Joseph Gordon-Levitt,  Michael Shannon,  Dania Ramirez,  Jamie Chung,  WolÃ© Parks"
tt1560747,28258060,"Joaquin Phoenix,  Philip Seymour Hoffman,  Amy Adams,  Laura Dern,  Jesse Plemons"
tt1566501,9622846,"Eva Longoria,  Andy GarcÃ­a,  Oscar Isaac,  Peter O'Toole,  RubÃ©n Blades"
tt1568338,46221189,"Sam Worthington,  Elizabeth Banks,  Jamie Bell,  Ed Harris,  Edward Burns"
tt1586265,79700000,"Cameron Diaz,  Jennifer Lopez,  Elizabeth Banks,  Anna Kendrick,  Brooklyn Decker"
tt1591479,81272766,"Roselyn SÃ¡nchez,  Emilio Rivera,  Nestor Serrano,  Gonzalo Menendez,  Alexander Asefa"
tt1592525,32204030,"Guy Pearce,  Maggie Grace,  Joseph Gilgun,  Lennie James,  Peter Stormare"
tt1596365,127730736,"Daniel Radcliffe,  CiarÃ¡n Hinds,  Sidney Johnston,  Alisa Khazanova,  Mary Stockley"
tt1598828,36893721,"Katherine Heigl,  John Leguizamo,  Debbie Reynolds,  Sherri Shepherd,  Patrick Fischler"
tt1599348,208076205,"Denzel Washington,  Ryan Reynolds,  Vera Farmiga,  Joel Kinnaman,  Brendan Gleeson"
tt1605630,234989584,"Jason Biggs,  Alyson Hannigan,  Seann William Scott,  Chris Klein,  Thomas Ian Nicholas"
tt1606389,196114570,"Rachel McAdams,  Channing Tatum,  Sam Neill,  Scott Speedman,  Jessica Lange"
tt1611224,112265139,"Benjamin Walker,  Dominic Cooper,  Anthony Mackie,  Mary Elizabeth Winstead,  Rufus Sewell"
tt1615065,47000000,"Blake Lively,  Taylor Kitsch,  Aaron Taylor-Johnson,  Benicio del Toro,  Salma Hayek"
tt1621045,96070507,"Michael Ealy,  Jerry Ferrara,  Meagan Good,  Regina Hall,  Kevin Hart"
tt1623288,107139399,"Kodi Smit-McPhee,  Tucker Albrizzi,  Jodelle Ferland,  Anna Kendrick,  Casey Affleck"
tt1636826,100000000,"Oliver Cooper,  Jonathan Daniel Brown,  Thomas Mann,  Dax Flame,  Kirby Bliss Blanton"
tt1637725,549368315,"Mark Wahlberg,  Mila Kunis,  Seth MacFarlane,  Joel McHale,  Giovanni Ribisi"
tt1645170,179379533,"Sacha Baron Cohen,  Sayed Badreya,  Aasif Mandvi,  Megan Fox,  Anna Faris"
tt1646987,301000000,"Sam Worthington,  Liam Neeson,  Ralph Fiennes,  Rosamund Pike,  Edgar RamÃ­rez"
tt1649419,180274123,"Naomi Watts,  Ewan McGregor,  Tom Holland,  Samuel Joslin,  Oaklee Pendergast"
tt1655460,24159934,"Paul Rudd,  Jennifer Aniston,  Justin Theroux,  Malin Ã…kerman,  Lauren Ambrose"
tt1656186,2106557,"Nicolas Cage,  Malin Ã…kerman,  Josh Lucas,  Sami Gayle,  Danny Huston"
tt1656190,40346186,"Jason Statham,  Chris Sarandon,  James Hong,  Catherine Chan,  Robert John Burke"
tt1659337,33400000,"Logan Lerman,  Emma Watson,  Ezra Miller,  Paul Rudd,  Nina Dobrev"
tt1663143,11417362,"Victoria Justice,  Jackson Nicoll,  Chelsea Handler,  Josh Pence,  Jane Levy"
tt1667353,183018522,"Julia Roberts,  Lily Collins,  Armie Hammer,  Nathan Lane,  Martin Klebba"
tt1667889,877244782,"John Leguizamo,  Ray Romano,  Chris Wedge,  Denis Leary,  Seann William Scott"
tt1673434,829000000,"Kristen Stewart,  Robert Pattinson,  Taylor Lautner,  Peter Facinelli,  Elizabeth Reaser"
tt1706593,145000000,"Dane DeHaan,  Alex Russell,  Michael B. Jordan,  Michael Kelly,  Anna Wood"
tt1707386,441809770,"Hugh Jackman,  Russell Crowe,  Anne Hathaway,  Amanda Seyfried,  Sacha Baron Cohen"
tt1712170,30353232,"Tyler Perry,  Rachel Nichols,  Jean Reno,  Matthew Fox,  Giancarlo Esposito"
tt1714203,8493728,"Danielle Panabaker,  Matt Bush,  Katrina Bowden,  Jean-Luc Bilodeau,  David Koechner"
tt1716777,12434778,"Chris Pine,  Elizabeth Banks,  Olivia Wilde,  Michelle Pfeiffer,  Mark Duplass"
tt1735898,396600000,"Kristen Stewart,  Charlize Theron,  Chris Hemsworth,  Sam Claflin,  Ian McShane"
tt1748122,68263166,"Bruce Willis,  Edward Norton,  Jared Gilman,  Kara Hayward,  Bill Murray"
tt1758830,88058786,"Paul Rudd,  Leslie Mann,  Jason Segel,  Maude Apatow,  Megan Fox"
tt1764183,35485056,"Richard Gere,  Susan Sarandon,  Tim Roth,  Brit Marling,  Monica Raymund"
tt1764234,37930465,"Brad Pitt,  Scoot McNairy,  Ben Mendelsohn,  James Gandolfini,  Ray Liotta"
tt1764651,312573423,"Sylvester Stallone,  Jason Statham,  Dolph Lundgren,  Bruce Willis,  Arnold Schwarzenegger"
tt1772341,471222889,"John C. Reilly,  Sarah Silverman,  Jane Lynch,  Jack McBrayer,  Jamie Elman"
tt1790885,132820716,"Jessica Chastain,  Jason Clarke,  Mark Strong,  Joel Edgerton,  Chris Pratt"
tt1800741,140470746,"Kathryn McCormick,  Ryan Guzman,  Stephen Boss,  Megan Boone,  Jessica Guadix"
tt1840417,13231461,"Bradley Cooper,  Zoe Saldana,  Jeremy Irons,  Dennis Quaid,  Olivia Wilde"
tt1853728,425368238,"Jamie Foxx,  Christoph Waltz,  Leonardo DiCaprio,  Kerry Washington,  Samuel L. Jackson"
tt1855199,48126384,"Jake Gyllenhaal,  Michael PeÃ±a,  Natalie Martinez,  Anna Kendrick,  David Harbour"
tt1855325,240159255,"Milla Jovovich,  Sienna Guillory,  Michelle Rodriguez,  Aryana Engineer,  Li Bingbing"
tt1876451,24637469,"Whitney Houston,  Cee Lo Green,  Derek Luke,  Mike Epps,  Carmen Ejogo"
tt1915581,167221571,"Channing Tatum,  Matthew McConaughey,  Olivia Munn,  Cody Horn,  Alex Pettyfer"
tt1925431,4636169,"Bruce Willis,  Josh Duhamel,  Rosario Dawson,  Vincent D'Onofrio,  50 Cent"
tt1931533,19422261,"Colin Farrell,  Sam Rockwell,  Christopher Walken,  Woody Harrelson,  Abbie Cornish"
tt1981677,115350426,"Anna Kendrick,  Skylar Astin,  Brittany Snow,  Anna Camp,  Rebel Wilson"
tt2023453,77112176,"Devon Bostick,  Steve Zahn,  Peyton List,  Rachael Harris,  Zachary Gordon"
tt2091473,8138788,"Matt Damon,  John Krasinski,  Frances McDormand,  Rosemarie DeWitt,  Lucas Black"
tt2109184,142817992,"Katie Featherston,  Kathryn Newton,  Matt Shively,  Brady Allen,  Sprague Grayden"
tt2215719,32726956,"Katy Perry,  Russell Brand,  Shannon Woodward,  Rachael Markarian,  Mia Moretti"
