mission_title,Target
Gemini 8,"24, 25"
Gemini 9A,"23, 26"
MA-6,3
Mercury-Atlas 7,4
Mercury-Atlas 8,7
Mercury-Atlas 9,8
Mir Aragatz,108
Mir EO-15,308
Mir EO-21,308
STS 101,308
STS 51-C,157
STS 51-L,157
STS-1,"102, 17"
STS-100,"392, 340, 348, 404, 335, 323"
STS-101,"288, 346, 313, 331, 262, 396"
STS-102,"226, 402, 349, 403"
STS-103,"393, 326, 271, 280, 282, 322, 319"
STS-104,"368, 373, 407, 334, 383"
STS-105,"346, 387, 344, 408"
STS-106,"397, 318, 362, 398, 377"
STS-107,"433, 389, 374, 431, 432, 369, 430"
STS-108,"411, 244, 412, 382"
STS-109,"350, 377, 296, 413, 414, 301, 326"
STS-110,"415, 291, 192, 416, 319, 367, 417"
STS-111,"420, 421, 197, 290"
STS-112,"425, 392, 306, 400, 424"
STS-113,"337, 428, 226, 420"
STS-114,"402, 324, 439, 327, 365, 349, 438"
STS-115,"321, 286, 398, 447, 341, 448"
STS-116,"453, 364, 452, 401, 450, 451"
STS-117,"387, 459, 373, 458, 457, 408"
STS-118,"461, 393, 462, 379, 397, 463, 407"
STS-119,"491, 492, 458, 457, 490, 404"
STS-120,"323, 400, 446, 465, 467, 466"
STS-121,"445, 446, 444, 425, 368, 411"
STS-122,"469, 416, 470, 415, 468, 295"
STS-123,"382, 472, 370, 473, 471, 350"
STS-124,"444, 478, 479, 481, 480, 411"
STS-125,"326, 414, 377, 496, 494, 497, 495"
STS-126,"489, 487, 429, 448, 488, 447"
STS-127,"500, 499, 501, 401, 306, 390"
STS-128,"387, 503, 452, 504, 408, 459"
STS-129,"473, 509, 407, 469, 510, 508"
STS-130,"472, 512, 365, 451, 465, 378"
STS-131,"460, 446, 517, 468, 516, 397, 515"
STS-132,"490, 488, 478, 474, 425, 495"
STS-133,"462, 368, 488, 493, 487, 505"
STS-134,"435, 418, 471, 497, 482, 411"
STS-135,"447, 499, 424, 416"
STS-151-C,56
STS-2,"105, 104"
STS-26,"185, 180, 142, 179, 119"
STS-27,"213, 214, 192, 132, 145"
STS-28,"219, 128, 221, 151, 220"
STS-29,"215, 144, 216, 217, 158"
STS-3,"62, 106"
STS-30,"154, 122, 193, 218, 184"
STS-31,"156, 196, 135, 150, 146"
STS-32,"227, 226, 187, 228, 124"
STS-33,"165, 225, 117, 215, 224"
STS-34,"222, 197, 171, 223, 160"
STS-35,"180, 240, 163, 129, 213, 76"
STS-36,"185, 145, 230, 231, 169"
STS-37,"243, 170, 244, 192, 245"
STS-38,"236, 237, 179, 238, 216"
STS-39,"246, 248, 247, 125, 144, 249, 250"
STS-4,"109, 56"
STS-40,"161, 255, 217, 256, 253, 254"
STS-40 Columbia,191
STS-41,"219, 234, 233, 214, 235"
STS-41 B,134
STS-41 C,141
STS-41-B,"76, 135, 132, 133"
STS-41-C,"140, 139, 102"
STS-41-D,"146, 144, 147, 109"
STS-41-G,"102, 152, 150, 151, 121, 153, 149"
STS-41C,142
STS-41D,"148, 145"
STS-42,"267, 122, 184, 265, 185, 131, 265, 266"
STS-43,"228, 220, 171, 215, 257"
STS-44,"263, 264, 165, 262, 117, 261"
STS-45,"151, 271, 270, 196, 150, 272"
STS-46,"197, 227, 163, 156, 280, 279"
STS-47,"282, 132, 283, 245, 284, 285, 218"
STS-48,"238, 221, 158, 258, 169"
STS-49,"273, 124, 225, 231, 235, 250, 234"
STS-5,"114, 112, 113, 76"
STS-50,"219, 275, 274, 187, 276, 237, 223"
STS-51,"266, 301, 236, 303, 302"
STS-51 J,134
STS-51-A,"155, 154, 119, 113"
STS-51-B,"127, 112, 166, 165"
STS-51-C,"156, 158"
STS-51-D,"160, 163, 161, 162, 115"
STS-51-F,"106, 178, 176, 174, 175"
STS-51-G,"171, 120, 169, 124"
STS-51-I,"179, 181, 180, 104"
STS-51-J,"115, 186, 185, 184"
STS-51-L,"139, 147, 133"
STS-51A,126
STS-51B,122
STS-51C,159
STS-51D,"148, 164"
STS-51F,117
STS-51G,"173, 172, 170"
STS-51I,141
STS-51L,"200, 201, 202"
STS-52,"214, 226, 257, 249, 286, 254"
STS-53,"262, 125, 233, 287, 154"
STS-54,"230, 247, 288, 248, 263"
STS-55,"192, 295, 170, 293, 261, 294, 292"
STS-56,"271, 290, 243, 291"
STS-57,"296, 298, 228, 270, 297, 184"
STS-58,"304, 161, 305, 215, 306, 171, 307"
STS-59,"245, 287, 253, 244, 310, 273"
STS-6,"115, 60, 116, 117"
STS-60,"197, 309, 258, 196, 283"
STS-61,"274, 117, 225, 235, 179, 192, 163"
STS-61-A,"187, 280, 109, 125, 158, 190"
STS-61-B,"194, 195, 193, 128"
STS-61-C,"196, 197, 146, 132"
STS-61A,"188, 170, 189"
STS-61B,148
STS-61B Atlantis,191
STS-61C,"142, 199, 198"
STS-62,"279, 227, 238, 230, 231"
STS-63,"298, 271, 293, 324, 226"
STS-64,"317, 288, 237, 246, 218, 219"
STS-65,"313, 233, 314, 303, 316, 250, 315"
STS-66,"322, 291, 248, 282, 321, 323"
STS-67,"326, 265, 325, 254, 327, 240"
STS-68,"319, 318, 302, 257, 297, 310"
STS-69,"154, 290, 301, 334, 262"
STS-7,"121, 119, 120, 102, 122"
STS-70,"296, 330, 331, 261, 315"
STS-71,"247, 132, 223, 187, 292"
STS-72,"314, 343, 270, 342, 341, 344"
STS-73,"225, 335, 339, 337, 274, 336, 338"
STS-74,"192, 313, 305, 340, 243"
STS-75,"197, 348, 279, 163, 280, 347, 346"
STS-76,"309, 244, 304, 287, 273"
STS-77,"302, 153, 230, 263, 282, 349"
STS-78,"330, 350, 352, 351, 353, 261, 288"
STS-79,"266, 318, 245, 235, 303"
STS-8,"127, 126, 124, 105, 125"
STS-80,"254, 335, 117, 290, 310"
STS-81,"227, 326, 257, 297, 341"
STS-82,"274, 346, 146, 218, 321, 319, 247"
STS-83,"313, 298, 359, 358, 334, 360, 315"
STS-84,"362, 361, 292, 322, 324"
STS-85,"282, 364, 366, 335, 365, 283"
STS-86,"327, 367, 108, 323, 226"
STS-87,"368, 369, 370, 342, 330"
STS-88,"301, 387, 296, 192, 233"
STS-89,"372, 318, 373, 374, 187"
STS-9,"17, 128, 63, 129, 131"
STS-90,"377, 350, 304, 380, 381, 378, 379"
STS-91,"382, 197, 292, 383, 327"
STS-92,"343, 270, 297, 314, 400, 337, 305"
STS-93,"392, 324, 146, 278, 336"
STS-94,"315, 298, 360, 334, 313, 359, 358"
STS-95,"323, 316, 368, 385, 3, 282, 365"
STS-96,"291, 344, 254, 390, 389, 335"
STS-97,"341, 153, 367, 361, 321"
STS-98,"310, 290, 364, 401, 227"
STS-99,"382, 330, 298, 383, 285, 394"
STS87,371
STS­ 91,84
STS­100,405
STS­106,"399, 311"
STS­112,426
STS­60,212
STS­63,118
STS­88,212
STS­96,391
Saluyt 4,69
Saluyt 6,69
Salyut 4,"74, 75"
Salyut 6,"84, 88, 91, 75, 98, 100, 83, 93, 83, 74, 84, 93, 96, 99"
Salyut 7,"88, 182, 99, 111, 95, 98, 95, 93, 143, 86, 183, 111, 110, 100, 107, 91, 70, 108, 86, 123, 137, 136, 86, 138"
Shenzhou 10,"533, 442, 534"
Shenzhou 11,"550, 485"
Shenzhou 5,434
Shenzhou 6,"442, 441"
Shenzhou 7,"483, 484, 485"
Shenzhou 9,"485, 528, 527"
Skylab 2,"20, 61"
Skylab 3,"63, 44, 62"
Skylab 4,"68, 66, 67"
Skylab-2,60
Soyuz  3,332
Soyuz 1,11
Soyuz 10,"36, 51, 34"
Soyuz 11,"42, 52, 53"
Soyuz 12,"64, 65"
Soyuz 13,"70, 69"
Soyuz 14,"6, 71"
Soyuz 15,"72, 73"
Soyuz 16,"51, 41"
Soyuz 18,47
Soyuz 19,"40, 15"
Soyuz 21,"35, 78"
Soyuz 22,"79, 9"
Soyuz 23,"80, 81"
Soyuz 24,"43, 82"
Soyuz 25,"84, 83"
Soyuz 26/27,85
Soyuz 27/26,"86, 65"
Soyuz 28,87
Soyuz 3,32
Soyuz 30,89
Soyuz 31,90
Soyuz 31/29,9
Soyuz 33,"92, 51"
Soyuz 36/35,"40, 94"
Soyuz 37/36,43
Soyuz 38,"85, 97"
Soyuz 39,"86, 101"
Soyuz 4,34
Soyuz 40,103
Soyuz 5,35
Soyuz 5/4,"36, 37"
Soyuz 6,"40, 39"
Soyuz 7,"43, 42, 41, 75"
Soyuz 8,"36, 34"
Soyuz 9,"5, 47"
Soyuz TM-11/10,242
Soyuz TM-12/11,252
Soyuz TM-14/13,269
Soyuz TM-17 / Soyuz TM-16,300
Soyuz TM-24/23,355
Soyuz TM-25/24,357
Soyuz TM-27/26,376
Soyuz TM-33/32,355
Soyuz TM-34 / Soyuz TM-33,419
Soyuz TM13/12,260
Soyuz TMA-1/TM-34,427
Soyuz TMA-10,456
Soyuz TMA-11/10,464
Soyuz TMA-12 / Soyuz TMA-11,477
Soyuz TMA-13,486
Soyuz TMA-14,456
Soyuz TMA-16/14,507
Soyuz TMA-18M/16M,"544, 545"
Soyuz TMA-3/2,385
Soyuz TMA-34/TM-33,418
Soyuz TMA-4/TMA-3,436
Soyuz TMA-6/TMA-5,418
Soyuz TMA-7,440
Soyuz TMA-8,443
Soyuz TMA-9,449
Soyuz TMA­1/TM­34,"395, 405"
Soyuz TMA­5,437
Soyuz TM­32/31,"312, 385"
Soyuz TM­33/32,"410, 241"
Soyuz TM­4/3,207
Soyuz T­2,79
Soyuz T­3,65
Soyuz T­8,"99, 110, 118"
Spacelab 1,130
Spacelab-2,177
Spacelab-3,167
Voskhod 1,"13, 11, 12"
Voskhod 2,"14, 15"
Vostok 1,1
Vostok 2,2
Vostok 3,5
Vostok 4,6
Vostok 5,9
Vostok 6,10
apollo 9,38
gemini 6A,23
spacelab-3,168
sts-46,281
ЭП-1,406
