mission_title,Target
STS-55,294
STS-41,214
STS-9,63
STS-110,192
STS-51G,173
STS-30,193
STS-27,213
STS-127,306
9,435
STS-57,270
STS-82,146
STS-53,125
STS-125,377
Shenzhou 9,528
14,409
STS-117,373
STS-55,292
Apollo 14,49
26,385
STS-120,446
STS-83,358
STS-76,287
STS-82,218
STS-117,458
Soyuz TMA-18M/16M,544
Apollo 11,24
Soyuz TM­32/31,385
STS-111,421
STS-51D,164
Apollo 15,54
STS-99,330
Soyuz 7,42
STS-122,416
STS-51-F,176
24,363
44,543
STS-44,165
STS-41-G,153
STS-80,254
STS-43,215
9,212
STS-71,223
2,308
13,363
STS-92,400
STS-1,17
STS-67,254
STS-83,334
STS-30,218
STS-116,452
STS-40,217
STS-104,368
STS-123,472
STS-119,491
23,513
STS-110,416
10,375
STS-129,509
Shenzhou 9,527
20,277
STS-51-G,171
STS-8,126
STS-6,116
STS-62,227
23,461
Soyuz TM­33/32,410
STS-128,503
Mir Aragatz,108
STS-61,225
STS­63,118
STS-66,291
Vostok 4,6
Soyuz TMA-18M/16M,545
41,521
STS-47,245
STS-89,318
STS-74,305
STS-89,373
STS­106,399
STS-51-I,181
Apollo 12,28
STS-93,392
10,259
STS-79,245
STS-3,106
STS-5,113
49,551
22,354
STS-51-B,112
STS-51-J,184
STS-47,284
STS-39,125
23,320
STS-92,337
18,435
7,99
2,123
STS-94,298
Soyuz 25,84
20,502
STS-101,288
Soyuz TMA-1/TM-34,427
STS-128,452
1,136
STS-95,385
STS-125,496
STS-101,346
STS­112,426
1,212
STS-76,273
STS-125,494
24,118
23,271
STS-47,285
Mercury-Atlas 8,7
STS-131,517
STS-126,429
Soyuz TM-25/24,357
STS-72,270
Soyuz 39,86
25,312
46,546
19,329
STS-111,197
Soyuz 9,47
Shenzhou 6,442
STS-51-G,120
Soyuz 4,34
Apollo 9,25
STS-90,380
31,526
59,562
STS-74,340
STS-62,238
STS-99,298
STS-134,418
Soyuz 1,11
STS-73,335
15,210
37,536
STS-118,379
STS-99,383
6,329
Soyuz 26/27,85
STS-51-F,174
STS-46,163
18,405
STS-40 Columbia,191
STS-108,412
STS-93,324
STS-32,228
STS-80,335
STS-28,128
Skylab 4,68
STS-109,296
STS-53,233
STS-74,243
STS-26,185
Apollo 12,20
STS-32,124
Soyuz 10,51
STS-128,504
STS-103,326
STS-106,362
Soyuz 21,78
STS-6,117
STS-103,271
STS-50,276
STS-107,431
27,300
STS-100,340
STS-30,184
3,328
6,229
sts-46,281
Salyut 7,143
37,455
Soyuz TM­4/3,207
STS-41,235
STS-104,373
STS-98,364
24,208
STS-49,231
STS-96,254
STS-104,407
52,509
Gemini 3,17
STS-86,323
STS-115,286
STS-51F,117
STS-99,285
17,320
STS-117,457
25,268
36,426
STS-96,390
STS-27,214
STS-41 C,141
STS-68,302
STS-46,156
STS-102,403
STS-66,248
8,241
27,521
STS-27,192
STS-103,280
STS-41-B,132
STS-8,124
Soyuz TMA-34/TM-33,418
Gemini 10,17
22,215
Soyuz 13,70
Apollo 15,55
STS-51C,159
STS-72,342
Salyut 7,86
STS-33,117
Apollo 12,44
STS-97,367
STS-89,374
STS-135,424
11,212
Salyut 6,74
STS-61-A,109
STS-122,470
Shenzhou 10,442
1,332
Salyut 7,183
STS-75,347
STS-66,282
STS-97,361
STS-50,237
STS-61,235
STS-101,313
STS-118,397
Gemini 11,28
2,262
22,171
STS-51-B,166
STS-109,413
Soyuz 31/29,9
32,311
STS-61,179
34,501
STS-41-C,139
Soyuz 12,64
Soyuz TMA-13,486
35,500
10,183
Soyuz 6,40
12,391
STS-127,390
STS-91,383
STS-51-I,180
STS-51-D,161
STS-52,214
42,541
STS-42,265
9,251
12,277
STS-107,432
STS-65,303
24,375
Salyut 7,111
STS-123,370
STS-126,448
Soyuz 28,87
35,531
STS-34,171
STS-49,235
16,311
Salyut 4,75
STS-121,411
Skylab 4,66
27,388
STS-57,297
STS-80,117
28,475
16,312
22,511
STS-116,401
STS-66,321
STS-85,366
STS-131,468
STS-82,321
STS-114,327
Soyuz TMA­1/TM­34,395
STS-77,263
STS-56,290
Salyut 7,110
STS-87,370
STS-104,334
STS-35,180
STS-97,321
STS-87,342
18,122
apollo 9,38
STS-105,387
STS-69,334
STS-67,327
53,491
STS-70,330
STS-58,305
gemini 6A,23
STS-110,319
39,537
Gemini 12,22
STS-7,120
17,476
STS-8,105
Shenzhou 6,441
STS-78,351
24,349
STS-27,132
28,444
Gemini 8,25
30,476
STS-46,280
STS-79,235
STS-52,226
Gemini 3,16
38,409
STS-94,360
STS-35,240
STS-41-B,133
STS-51-A,119
STS-100,348
STS-36,230
43,393
STS-36,231
Soyuz 10,34
Gemini 12,29
STS-119,492
STS-124,479
STS-131,516
STS-58,215
STS-130,512
19,208
STS­60,212
Soyuz 27/26,65
Gemini 9A,23
STS-59,273
Gemini 11,20
STS-88,192
STS-35,163
STS-124,481
Apollo 7,30
Shenzhou 10,534
STS-135,416
STS-94,334
1,98
Salyut 7,100
STS-44,262
STS-61-C,132
STS-118,463
39,513
STS-63,293
Soyuz 15,73
STS-4,56
STS-51-D,162
STS-114,365
60,513
STS-51G,172
STS-89,187
Salyut 7,107
STS-68,257
STS-35,129
STS-130,365
STS-51-D,115
STS-67,240
29,524
STS-105,344
Voskhod 1,11
STS-51-B,165
STS-39,144
STS-5,76
STS-69,262
STS-78,353
STS-45,196
STS-47,218
STS-105,408
STS-83,360
24,466
18,343
12,305
STS-130,451
36,479
4,302
STS-73,339
Gemini 10,27
STS-28,221
STS-52,257
28,523
5,110
STS-115,398
STS-124,480
STS-46,279
57,560
STS-62,230
STS-42,185
Soyuz 30,89
31,384
27,241
14,299
STS-68,297
STS-92,305
STS-95,3
4,183
Soyuz 19,15
STS-123,473
STS-111,290
STS-39,249
STS-34,223
STS-51L,202
STS-101,331
STS-93,146
STS-53,287
Salyut 7,91
STS-123,471
STS-132,495
14,337
STS­ 91,84
Soyuz 14,71
STS-104,383
STS-94,313
STS-62,231
26,384
STS-94,359
Skylab 3,63
STS-65,316
34,498
STS-125,497
STS-41C,142
STS-29,216
STS-128,408
Apollo 7,7
STS-123,350
STS-119,458
Soyuz 16,41
Soyuz TMA-6/TMA-5,418
STS-122,415
Soyuz 23,81
STS-93,278
STS-113,428
STS-33,215
Gemini 9A,26
STS-83,315
Shenzhou 5,434
STS-110,367
STS-60,309
STS-108,382
STS-36,169
STS-107,369
38,343
18,328
Shenzhou 7,483
STS-51-F,175
STS-95,282
STS-112,306
53,554
STS-95,365
Apollo 16,17
STS-37,170
Salyut 7,70
Salyut 7,108
STS­106,311
1,204
Soyuz TM-27/26,376
Apollo 17,26
STS-72,341
Soyuz 5/4,37
29,398
STS-120,465
STS-70,331
48,525
Antares,278
22,438
STS-78,261
11,268
STS-129,407
STS-73,337
Apollo 13,46
50,552
Salyut 6,84
59,559
STS-112,400
STS-130,465
7,232
STS-72,344
STS-90,381
Gemini 6A,7
Apollo 10,26
40,506
STS-112,424
Soyuz TM­33/32,241
7,362
STS-48,258
STS-87,330
5,423
Gemini 5,20
STS-61-A,125
Salyut 7,86
STS-51-G,169
Skylab-2,60
STS-101,262
STS-51-C,158
STS-84,322
STS-29,217
44,542
STS-26,180
Soyuz 22,9
STS-26,142
Soyuz TMA­1/TM­34,405
STS-61-A,158
47,547
STS-101,396
STS-68,310
16,474
STS-129,469
57,559
STS-119,457
Shenzhou 11,550
STS-65,250
STS-116,450
STS­96,391
STS-109,414
Soyuz 38,85
STS-29,158
STS-7,102
Soyuz T­8,110
STS-61A,189
3,118
STS-94,358
30,429
STS-60,258
STS-122,468
STS-109,301
STS-98,401
Soyuz TMA-10,456
STS-88,233
STS-28,151
Soyuz 25,83
STS-7,122
Skylab 2,20
22,317
STS-58,306
Soyuz 6,39
33,529
STS-51,303
STS 51-L,157
STS-31,150
Skylab 4,67
STS-115,447
43,384
STS-41D,145
STS-129,510
STS-115,341
STS-35,213
Soyuz TM13/12,260
Skylab 3,44
12,208
16,422
STS-126,488
STS-96,389
9,384
STS-51-A,113
STS-51-I,104
STS-63,324
Salyut 6,93
STS-2,104
Soyuz 24,82
STS-51,302
Apollo 11,27
STS-113,226
STS-133,493
STS-103,282
Salyut 7,123
STS-56,243
STS-57,184
STS-35,76
STS-58,171
47,519
STS-8,125
STS-70,261
STS-122,295
36,532
STS-52,249
Voskhod 2,15
STS-31,146
STS-61-A,190
Spacelab-3,167
STS-63,226
28,268
STS-48,169
STS-71,187
Apollo 10,17
STS-77,282
STS-126,447
Soyuz 13,69
STS-40,256
Soyuz 11,53
STS-44,117
STS-33,224
STS-60,196
STS-103,322
STS-41-G,149
STS-42,131
STS-128,459
STS-82,319
STS-53,154
STS-78,288
Apollo 7,31
Salyut 7,137
Salyut 7,136
2,100
STS 101,308
STS-85,335
18,424
STS-61,192
Apollo 16,57
STS-100,404
STS-80,290
2,208
STS-42,265
26,467
STS-70,315
STS-45,150
STS-131,397
STS-9,129
STS-45,272
54,555
STS-61-B,193
STS-43,257
26,336
STS-134,471
Soyuz TMA-11/10,464
STS-41-D,147
STS-64,218
Soyuz 12,65
STS-58,307
Soyuz 40,103
Salyut 6,96
STS-73,274
ASTP,23
STS-64,219
STS-41-C,102
STS-75,346
Soyuz T­8,118
STS-65,315
STS-82,247
32,481
Atlas-1,130
STS-125,495
STS-51-L,133
Saluyt 4,69
STS-134,497
STS-40,253
STS-118,407
STS-44,261
STS-120,467
STS-100,335
Soyuz 31,90
STS-117,408
STS-42,266
Apollo 13,22
STS-100,323
4,303
STS-119,490
STS-84,324
Gemini 7,21
STS-93,336
STS-52,286
Soyuz TM-17 / Soyuz TM-16,300
Apollo 11,29
Soyuz 7,41
STS-51G,170
STS-133,487
STS-119,404
STS-120,466
STS-61-B,128
50,529
STS-49,250
STS-98,227
STS-114,349
1,214
Apollo 17,59
STS-86,226
Salyut 7,86
STS-9,131
39,458
STS-134,482
Soyuz 8,34
STS-37,244
Salyut 6,99
16,311
STS-54,263
STS-61C,198
STS-115,448
10,314
Soyuz 39,101
8,271
STS-71,292
20,505
STS-106,398
STS-38,238
STS-27,145
STS-134,411
STS-130,378
STS-40,254
STS-66,323
Skylab 2,61
STS-51A,126
57,547
Soyuz 33,51
STS-113,420
STS-109,326
STS-56,291
Soyuz TMA-4/TMA-3,436
STS-26,179
STS-90,378
Soyuz 7,75
STS-51-G,124
STS-37,192
STS-49,234
STS-60,283
Skylab 3,62
49,522
Soyuz TMA-8,443
Soyuz 36/35,94
STS-77,349
20,333
STS-99,394
14,454
Soyuz 38,97
STS 51-C,157
STS-133,505
Shenzhou 7,484
44,476
19,384
STS-85,365
STS-116,451
STS-81,341
STS-129,508
Apollo 8,21
18,99
STS-73,336
STS-131,515
STS-28,220
31,491
Soyuz TMA-16/14,507
STS-110,417
Shenzhou 7,485
STS-114,438
STS-106,377
STS-26,119
Voskhod 1,12
STS-34,160
STS-79,303
41,540
STS-41-D,109
STS-80,310
STS-38,216
Euromir 94,131
STS-107,430
21,506
STS-37,245
STS-73,338
STS-103,319
Shenzhou 11,485
2,288
STS-50,223
STS-96,335
STS-52,254
Vostok 1,1
STS-39,250
Salyut 7,138
STS-85,283
STS-90,379
Soyuz  3,332
STS-61,163
24,518
STS-124,411
56,558
STS-91,327
40,538
